,LQGmu01,ReturnMax,IWMin,ReturnAbsMax,LQGmu1,TimeElapsed,DenMISEMeanLog,URet,Bound,DenMISELogFirst,IWMax,SqrtESSClassic,IWNorm1,ReturnMin,DenMISELogLast,ReturnLastEpisode,IWLastEpisode,IWMean,ReturnMean,MISE,LQGsigma,IWFirstEpisode,IWNorm2,Iteration,TimestepsSoFar,target_sum_log_mean,ReturnStepMax
0,0.02,15.644507999999998,,15.644507999999998,0.195,0.288813591003418,17.102016,17.332240856619553,31.289016999999998,17.102016,,1.0,1e-10,,17.102016,15.644507999999998,,,15.644507999999998,,0.11,,1e-10,1,20,-245.30376,0.99262077
1,0.02,15.644507999999998,,15.644507999999998,0.195,15.355831384658813,3.2526908,9.853878778052412,22.124676,16.408869,4.4651193999999996e-15,1.4142135,2.0000446e-10,,-9.903487,8.982722,4.4651193999999996e-15,2.2325596999999998e-15,12.313616,2.0054463999999998e-14,0.11,,1.4142451000000002e-10,2,40,-144.12486,0.99262077
2,-0.356,15.644507999999998,,15.644507999999998,-0.999,15.532912254333494,5.3093605,9.756865261801403,18.064724,16.003404999999997,,1.7320506999999998,3e-10,,10.233628,8.883155,,,11.170129,,0.11,,1.7320508999999999e-10,3,60,-1627.2709,0.99262077
3,-0.356,16.398951999999998,,16.398951999999998,-0.999,15.70089054107666,1.1170997999999999,18.137164360390962,16.398951999999998,15.715722,2.5774156999999995e-33,2.0,4e-10,,-10.596635000000001,16.398951999999998,2.5774156999999995e-33,6.443539299999999e-34,12.477335,1.05667296e-32,0.11,,2e-10,4,80,-1241.8619,0.9999224
4,-0.336,16.728416,,16.728416,-0.998,15.838376998901367,4.5695586,18.452150209721857,43.870247,15.4925785,3.1124918,1.0,3.1124918,,19.27197,16.728416,3.1124918,0.6224984,13.327551000000001,10.413412,0.11,,3.1124918,5,100,-988.8283,0.9999224
5,-0.337,16.829718,,16.829718,-0.998,16.432186603546146,6.5220895,18.556958307029568,36.434265,15.310257,2.3003497000000004,1.4139669,4.5163459999999995,,16.712385,16.829718,2.215996,0.75272435,13.911244,12.629299000000001,0.11,,3.1940958,6,120,-821.1326,0.9999283999999999
6,-0.334,16.829718,,16.829718,-0.998,17.214620113372806,7.452739,18.411481253050283,33.62815,15.156106,2.1274617,1.7292526999999998,5.9217105000000005,,13.322678,16.678829999999998,2.1274617,0.84595865,14.306614999999999,14.163422,0.11,,3.4244332,7,140,-701.7352,0.9999283999999999
7,-0.34,16.829718,,16.829718,-0.998,17.739208936691284,8.384646,18.43589311499296,30.891142,15.022575,1.7549576,1.9970065,6.708802,,15.097722000000001,16.71278,1.5210228000000001,0.8386003000000001,14.607385999999998,14.036198,0.11,,3.3594294000000002,8,160,-612.19995,0.9999283999999999
8,-0.296,16.829718,,16.829718,-0.996,18.614036798477173,9.655619,18.456310759496503,34.714523,14.904792,4.0599117,1.4344426000000001,6.0519514,,20.004513,16.729149,4.0599117,0.67243904,14.843136,11.249358,0.11,,4.219026599999999,9,180,-541.5921599999999,0.9999283999999999
9,-0.3,16.829718,,16.829718,-0.996,19.37816429138184,9.637354,18.473245364545864,29.348225,14.799432000000001,3.174171,1.825681,6.5214834,,9.835258999999999,16.742820000000002,0.83474517,0.65214837,15.033106,10.911577000000001,0.11,,3.5720828,10,200,-486.44028,0.9999283999999999
10,-0.321,16.829718,,16.829718,-0.997,20.82397747039795,10.10833,18.526357804303245,30.64204,14.704122,2.270155,2.5583699,11.484297,,15.173472,16.796278,2.270155,1.044027,15.193392999999999,17.485445000000002,0.11,,4.4889116,11,220,-440.7337,0.9999283999999999
11,-0.314,16.829718,,16.829718,-0.997,21.790095567703247,10.425116000000001,18.42215827701181,30.044321000000004,14.61711,2.2864985,2.6585693,12.463449,,13.89789,16.681679000000003,2.1663580000000002,1.0386207,15.317417,17.383589,0.11,,4.688028299999999,12,240,-402.7491,0.9999283999999999
12,-0.311,16.874662,,16.874662,-0.997,22.952643871307373,10.531714,18.620591483234914,29.989784000000004,14.537067,2.3567432999999998,2.7844982000000003,13.860408999999999,,11.801921,16.874662,2.3567432999999998,1.0661851999999998,15.437204999999999,17.86935,0.11,,4.9777045,13,260,-370.78612999999996,0.9999283999999999
13,-0.313,16.874662,,16.874662,-0.997,24.158351182937626,10.859358,18.377392593237087,29.153065,14.462959,2.0739717,3.0251215,15.045310999999998,,15.082654000000002,16.653976,1.7669938000000003,1.0746651000000003,15.524117000000002,17.99671,0.11,,4.973457,14,280,-343.19016,0.9999283999999999
14,-0.316,16.874662,,16.874662,-0.997,25.199294567108154,10.987642,18.52745898125484,28.301640000000003,14.393967000000002,1.8284069,3.2415178,16.021411999999998,,12.733207,16.791317000000003,1.4777928999999999,1.0680941000000002,15.608598,17.890059,0.11,,4.942565,15,300,-319.44992,0.9999283999999999
15,-0.317,16.874662,,16.874662,-0.997,26.3218686580658,11.096518,18.466107710145653,27.730473999999997,14.329428,1.6748846000000002,3.417446,17.057682,,12.680385000000001,16.734645999999998,1.4939854,1.0661051000000001,15.678976,17.854876,0.11,,4.991354,16,320,-298.67593,0.9999283999999999
16,-0.318,16.874662,,16.874662,-0.997,27.380666017532352,11.278569000000001,18.489286560421704,27.202522,14.268804000000001,1.5679305000000001,3.5742915,18.027176,,14.141123,16.758438,1.3942112,1.0604221,15.742475,17.760279,0.11,,5.043566,17,340,-280.26212000000004,0.9999283999999999
17,-0.317,16.874662,,16.874662,-0.997,28.22633171081543,11.607626,18.39245147813977,26.886225,14.211645,1.5718336000000002,3.7035245999999997,19.109268,,17.154567999999998,16.664354,1.5259671000000001,1.061626,15.79369,17.773466,0.11,,5.159752,18,360,-263.70807,0.9999283999999999
18,-0.304,16.874662,,16.874662,-0.996,29.33898425102234,11.826069,18.578746088814565,26.7699,14.157577499999999,2.7308474,3.5500803,19.575602,,15.708689000000001,16.838734,2.7308474,1.0302948,15.848691,17.263262,0.11,,5.5141290000000005,19,380,-248.96457999999998,0.9999283999999999
19,-0.31,16.933249,,16.933249,-0.997,30.37304401397705,11.989362,18.68059156404008,26.351034000000002,14.106284,1.7851732,3.8850427000000005,21.03821,,15.075863,16.933249,1.4833221,1.0519105,15.902919,17.633884,0.11,,5.415181,20,400,-235.7323,0.9999283999999999
20,-0.316,16.933249,,16.933249,-0.997,31.543192386627197,11.83818,18.609884988575644,25.736458,14.057494,1.4720594999999999,4.0864015,21.855175,,8.773422,16.87303,1.0943978,1.0407226,15.949116,17.448849,0.11,,5.3482695,21,420,-224.10938,0.9999283999999999
21,-0.32,16.933249,,16.933249,-0.997,32.730656623840325,12.037892999999999,18.54637383194736,25.325870000000002,14.010974,1.3665786,4.219942,22.69914,,16.199173000000002,16.81091,1.1792704999999999,1.0317792,15.988288,17.300524,0.11,,5.379017,22,440,-213.20859,0.9999283999999999
22,-0.323,16.933249,,16.933249,-0.998,33.596755027771,12.217112,18.576851663632663,25.121023,13.966522,1.4088697000000001,4.320708799999999,23.701506,,16.134857,16.834633,1.3708744,1.0305003000000001,16.025085,17.282843,0.11,,5.4855599999999995,23,460,-203.25742,0.9999283999999999
23,-0.319,16.933249,,16.933249,-0.997,34.432420015335076,12.361736,18.560338721838452,24.825426,13.923963,1.3409008,4.45365,24.640278,,15.663910000000001,16.820710000000002,1.244297,1.0266781999999999,16.058237,17.221214,0.11,,5.5326033,24,480,-194.0938,0.9999283999999999
24,-0.315,16.933249,,16.933249,-0.997,35.35816788673401,12.544072,18.656826035502807,24.68555,13.883141,1.412917,4.540394,25.663276999999997,,16.898882,16.908102,1.3778656999999999,1.0265311,16.092232,17.226616,0.11,,5.652214,25,500,-185.62473,0.9999283999999999
25,-0.304,16.933249,,16.933249,-0.996,36.97286224365234,12.506934,18.626365188952466,24.855278,13.84392,2.504435,4.278401000000001,26.225607,,11.5572,16.880472,2.1862307,1.0086772,16.122547,16.939589,0.11,,6.1297684,26,520,-178.05495,0.9999283999999999
26,-0.279,16.933249,,16.933249,-0.993,38.16817975044251,12.597138000000001,18.59264526982171,27.652063000000002,13.80618,6.0099535,2.5374388999999997,22.957317,,14.941680999999999,16.84296,5.5523434,0.8502709999999999,16.14923,14.305339000000002,0.11,,9.047437,27,540,-171.62575,0.9999283999999999
