,IWMin,ReturnMean,ReturnLastEpisode,IWFirstEpisode,LQGmu01,URet,TimestepsSoFar,Iteration,MISE,SqrtESSClassic,IWNorm1,LQGmu1,ReturnMax,TimeElapsed,target_sum_log_mean,IWLastEpisode,Bound,IWMean,IWMax,ReturnAbsMax,DenMISEMeanLog,LQGsigma,ReturnStepMax,IWNorm2,DenMISELogFirst,ReturnMin,DenMISELogLast
0,,15.058442000000001,15.058442000000001,1.1786454,-0.011,16.687925283112616,20,1,17.748564000000002,1.0,1.1786454,-0.112,15.058442000000001,1.034984827041626,18.766545999999998,1.1786454,62.92389,1.1786454,1.1786454,15.058442000000001,18.60218,0.11,0.9625284,1.1786454,18.60218,,18.60218
1,,15.509829000000002,15.961216,1.1258023000000001,-0.011,17.67070237983399,40,2,18.550465,1.4119086,2.3881185,-0.111,15.961216,19.83848881721497,19.971436999999998,1.2623162,52.46459,1.1940593000000002,1.2623162,15.961216,19.795714999999998,0.11,0.99792725,1.6914115,18.687737,,20.903694
2,,15.675053,16.0055,1.3729664e-17,-0.001,17.720907327642998,60,3,3.2991574e-09,1.254357,9.183795e-10,-0.01,16.0055,20.586979866027832,-10.21446,6.183608e-10,38.279773999999996,2.0612649e-10,6.183608e-10,16.0055,20.33344,0.11,0.9980803,7.321516e-10,18.728815,,21.283989000000002
3,,15.1642685,13.631915,1.433964e-16,-0.001,15.065926057136778,80,4,22.79205,1.0,6.6878495,-0.013,16.0055,21.363932847976685,-3.1652257,6.6878495,70.80855,1.6719624,6.6878495,16.0055,17.834528,0.11,0.9980803,6.6878495,18.441132999999997,,11.200834
4,,14.093966,9.812753,2.730712e-15,-0.002,10.783520825310438,100,5,18.375173999999998,1.250475,7.216686,-0.016,16.0055,22.23904848098755,1.5455115,1.7023053,56.77378,1.4433372,5.5143805,16.0055,16.852176999999998,0.11,0.9980803,5.7711554000000005,18.217989000000003,,12.832524000000001
5,,13.713116000000001,11.808869,1.4370868e-14,-0.002,13.051130273876247,120,6,24.165045000000003,1.4987136,11.84178,-0.018,16.0055,23.300147771835327,4.770528,6.703181,56.20352,1.97363,6.703181,16.0055,16.658079999999998,0.11,0.9980803,7.901296,18.035667,,15.562880999999999
6,,13.419404,11.657132,1.2381594e-13,-0.002,12.8809112403812,140,7,22.759674,1.6537393,13.054647000000001,-0.021,16.0055,24.39931488037109,7.513870699999999,2.1750548,51.794785,1.8649495999999999,6.618468300000001,16.0055,16.952555,0.11,0.9980803,7.8940177,17.881517000000002,,18.211048
7,,13.155636999999999,11.309265,2.1922594e-12,-0.002,12.542126936432275,160,8,24.355435999999997,1.8051733,16.19964,-0.025,16.0055,25.60572624206543,9.097311999999999,4.0748143,50.954823,2.024955,7.090714,16.0055,16.509644,0.11,0.9980803,8.974008999999999,17.747985999999997,,12.905071000000001
8,,12.957516,11.372547,3.8397259999999995e-09,-0.004,12.587112673747662,180,9,11.265019,1.5139606,8.398077,-0.036,16.0055,26.917298078536987,11.014292999999999,0.29491633,42.98084,0.93311965,5.156484,16.0055,16.894339000000002,0.11,0.9980803,5.547091,17.630203,,19.32406
9,,13.148836,14.870714000000001,5.5626238e-08,-0.004,16.46770695251013,200,10,20.047832,1.2883961000000002,14.098870999999999,-0.041,16.0055,28.360586643218994,11.176941000000001,10.705872,57.316265,1.4098871000000002,10.705872,16.0055,16.434366,0.11,0.9980803,10.942964,17.524843,,12.453091
