,ReturnMax,IWFirstEpisode,IWNorm2,DenMISEMeanLog,ReturnAbsMax,ReturnStepMax,Bound,DenMISELogLast,SqrtESSClassic,ReturnLastEpisode,IWNorm1,URet,IWMin,target_sum_log_mean,IWMean,IWLastEpisode,TimestepsSoFar,LQGsigma,Iteration,MISE,IWMax,TimeElapsed,ReturnMean,LQGmu01,ReturnMin,LQGmu1,DenMISELogFirst
0,15.644507999999998,,1e-10,17.102016,15.644507999999998,0.99262077,31.289016999999998,17.102016,1.0,15.644507999999998,1e-10,17.332240856619553,,-1109.8616,,,20,0.11,1,,,0.184556245803833,15.644507999999998,0.526,,1.0,17.102016
1,15.644507999999998,,1.4142136e-10,3.2526908,15.644507999999998,0.99262077,22.124676,-9.903487,1.4142135,8.668443,2e-10,9.507751597648364,,-594.97833,1.6411442e-31,3.2822884e-31,40,0.11,2,1.4226164999999999e-30,3.2822884e-31,3.810154438018799,12.156475,0.526,,1.0,16.408869
2,15.644507999999998,,1.5,5.30936,15.644507999999998,0.99262077,35.5783,10.233627,1.0,8.578567999999999,1.5,9.422409868982331,,-393.10587000000004,0.5,1.5,60,0.11,3,4.289283999999999,1.5,3.889284610748291,10.96384,0.526,,1.0,16.003404999999997
3,15.644507999999998,,1.8856171000000002,7.941613,15.644507999999998,0.99262077,27.835753999999998,16.295956,1.4142135,8.554674,2.6666653,9.39539435135737,,-290.6835,0.6666663,1.3333327,80,0.11,4,5.711077700000001,1.3333327,3.9798386096954346,10.361547999999999,0.526,,1.0,15.715722
4,15.644507999999998,,2.1650622000000004,10.282872,15.644507999999998,0.99262077,24.484013,19.965117000000003,1.7320508000000001,8.543934,3.7499976000000004,9.38565713922478,,-228.50916,0.7499995,1.2499988000000002,100,0.11,5,6.41929,1.25,4.036588668823241,9.998026,0.526,,1.0,15.4925785
5,15.644507999999998,,2.4,11.415962,15.644507999999998,0.99262077,22.486012,17.323593,2.0,8.530333,4.8,9.368423600919428,,-187.50664,0.8,1.2,120,0.11,6,6.8415027,1.2,4.128775835037232,9.75341,0.526,,1.0,15.310257
6,15.644507999999998,,2.608745,11.741313,15.644507999999998,0.99262077,21.104176000000002,13.889041,2.2360682,8.460329,5.833332,9.292158092186963,,-158.71379,0.83333313,1.166667,140,0.11,7,7.1113043000000005,1.166667,4.214893102645873,9.568685,0.526,,1.0,15.156106
7,15.644507999999998,,2.7994173,12.154778,15.644507999999998,0.99262077,20.094217,15.21299,2.4494898,8.575863,6.857144,9.416776407126124,,-136.95627,0.857143,1.1428573,160,0.11,8,7.320530000000001,1.1428573,4.325191020965576,9.444582,0.526,,1.0,15.022575
8,15.644507999999998,,2.9764692999999998,13.054469000000001,15.644507999999998,0.99262077,19.302647,20.393068,2.6457512000000003,8.568379,7.8749975999999995,9.41093806981763,,-119.45992,0.87499976,1.1249995000000002,180,0.11,9,7.476508,1.1250006000000001,4.464043855667113,9.347225,0.526,,1.0,14.904792
9,15.644507999999998,,3.1426957000000004,12.670439,15.644507999999998,0.99262077,18.655479999999997,9.337937,2.828427,8.526228999999999,8.888885499999999,9.365008787086587,,-106.56959499999999,0.88888854,1.1111106000000002,200,0.11,10,7.5931425,1.1111116,4.5832130908966064,9.265125999999999,0.526,,1.0,14.799432000000001
