,target_sum_log_mean,ReturnAbsMax,URet,ReturnMin,LQGmu1,DenMISELogLast,IWNorm2,SqrtESSClassic,IWLastEpisode,IWFirstEpisode,IWMax,MISE,ReturnStepMax,TimestepsSoFar,Iteration,IWMin,IWMean,Bound,ReturnMax,ReturnMean,LQGmu01,LQGsigma,TimeElapsed,DenMISELogFirst,DenMISEMeanLog,IWNorm1,ReturnLastEpisode
34,4.521366,17.24099,18.949324188781254,,-0.661,17.763956,9.744759,4.602942,2.7978535,,2.7978535,21.978786,0.9999991,700,35,,1.2815589,33.215720000000005,17.24099,17.082442999999998,-0.079,0.11,43.57603454589844,15.046832,15.432804,44.85456,17.168726
35,4.760486,17.255472,19.0382261035048,,-0.663,13.520169000000001,9.757906,4.7293177,2.631021,,2.663078,21.992216,0.9999991,720,36,,1.2818954,32.93807,17.255472,17.08725,-0.08,0.11,45.143531799316406,15.018661499999999,15.386854000000001,46.148235,17.255472
36,4.756268,17.255472,18.988937244713085,,-0.673,12.936173,9.627948,4.85502,2.00093,,2.5162544,21.677260999999998,0.9999991,740,37,,1.263348,32.339714,17.255472,17.090508,-0.081,0.11,46.74567341804504,14.991261999999999,15.327653,46.743877000000005,17.207736999999998
37,4.802493599999999,17.255472,18.984053978426743,,-0.683,16.340181,9.499209,4.962136,1.6822273999999997,,2.4757085,21.286579999999997,0.9999991,760,38,,1.2404306999999999,31.718864,17.255472,17.09344,-0.083,0.11,48.335680723190315,14.964594,15.360721,47.136368,17.20194
38,5.2706574999999996,17.255472,18.934419247955226,,-0.678,16.956684,9.4585705,5.0858172999999995,2.0677783,,2.3153338,21.165758,0.9999991,780,39,,1.2334503,31.344340999999996,17.255472,17.095001,-0.082,0.11,49.614463329315186,14.938619000000001,15.407368,48.10456,17.154377
39,5.7118387,17.255472,18.85006171841011,,-0.675,19.541313,9.440603,5.200886,1.9868721,,2.2556977000000002,21.058548000000002,0.9999991,800,40,,1.2274874,31.011932,17.255472,17.094385,-0.082,0.11,51.49224591255188,14.913301,15.516156,49.0995,17.07036
40,5.820273,17.255472,18.738845808746603,,-0.674,10.980166,9.228987,5.229751,0.11351532,,2.1940737,20.195059,0.9999991,820,41,,1.1772026000000002,30.093506,17.255472,17.09117,-0.082,0.11,53.13483548164368,14.888608999999999,15.410711,48.265305,16.9625
41,6.2430625,17.255472,18.981154278081288,,-0.664,14.024374,9.256387,5.3386154,2.0555646,,2.1675382,20.18505,0.9999991,840,42,,1.1765783,29.881649,17.255472,17.093746,-0.08,0.11,54.97257447242737,14.864510999999998,15.381623999999999,49.416290000000004,17.19949
42,6.6445584,17.255472,18.881285336945666,,-0.656,15.879867,9.40591,5.424733,2.457532,,2.457532,20.353075,0.9999993,860,43,,1.1866174999999999,29.895740000000004,17.255472,17.093971,-0.078,0.11,56.8304488658905,14.840981,15.397039999999999,51.02455,17.103388
43,6.7865205,17.255472,18.875754891481083,,-0.66,16.451736,9.253789999999999,5.521271700000001,0.9075853000000002,,2.3380084,19.916487,0.9999993,880,44,,1.1611975,29.292301000000002,17.255472,17.094038,-0.079,0.11,58.60693645477295,14.817991000000001,15.424985000000001,51.092690000000005,17.096834
44,7.111714,17.255472,18.988853031285625,,-0.654,16.10213,9.174082,5.610914,1.2485906,,2.3256639999999997,19.620222000000002,0.9999993,900,45,,1.1438886000000001,28.846242999999998,17.255472,17.096523,-0.078,0.11,60.1503324508667,14.795518,15.443385000000001,51.474987,17.20588
45,7.215571400000001,17.255472,18.997930010977022,,-0.661,17.046105999999998,9.115813000000001,5.7248964,1.4321551000000001,,2.2031085,19.461786,0.9999993,920,46,,1.1345018999999998,28.504118,17.255472,17.099107999999998,-0.079,0.11,61.55487298965454,14.773539999999999,15.4811535,52.187088,17.21548
46,6.886037,17.255472,18.88901287810175,,-0.677,6.675453699999999,9.143446,5.8108363,1.6208515,,1.9400357,19.392529999999997,0.9999993,940,47,,1.1304482,28.30113,17.255472,17.099419,-0.082,0.11,62.98445439338684,14.752032999999999,15.296479999999999,53.131069999999994,17.113714
47,6.4752097,17.255472,18.837978096842498,,-0.703,16.06653,9.569875,5.6675477,1.9879676,,2.3371155,19.381110999999997,0.9999993,960,48,,1.1299525,28.514941999999998,17.255472,17.098604,-0.087,0.11,64.5102105140686,14.730979999999999,15.315074,54.237719999999996,17.060314
48,6.273857,17.255472,18.96478585554431,,-0.718,17.538057000000002,9.775696,5.469619799999999,0.48453134,,2.6158519,18.716364000000002,0.9999993,980,49,,1.0912110000000002,28.180716999999998,17.255472,17.100332,-0.09,0.11,66.02133584022522,14.710360999999999,15.362906,53.469337,17.183313000000002
49,6.2816067,17.255472,18.9430108779772,,-0.727,18.776733,10.017572,5.406775,2.2238886000000004,,2.7204862000000003,18.5799,0.9999993,1000,50,,1.0832552,28.154263,17.255472,17.101545,-0.092,0.11,67.59152364730835,14.690157999999998,15.432822,54.162758,17.160967000000003
50,6.4259644,17.255472,18.90450555122669,,-0.725,10.025476,9.806764,5.552181200000001,0.94619966,,2.5862591,18.311467999999998,0.9999993,1020,51,,1.067626,27.635085999999998,17.255472,17.101974,-0.091,0.11,68.97698354721071,14.670354999999999,15.328238500000001,54.448930000000004,17.123426000000002
51,6.793839,17.255472,18.91051345803221,,-0.716,11.937459,9.639006,5.8394165000000005,1.7002868999999998,,2.3183252999999997,18.564949,0.9999993,1040,52,,1.0824263,27.429947,17.255472,17.102520000000002,-0.09,0.11,70.59678077697755,14.650936999999999,15.264170000000002,56.28617,17.13035
52,7.260565,17.255472,18.879966539899875,,-0.704,13.99865,9.54957,6.1388110000000005,1.8433678,,2.0321882,18.969425,0.9999993,1060,53,,1.1060945,27.402071000000003,17.255472,17.102491,-0.087,0.11,72.47951483726501,14.631888,15.241710999999999,58.623005000000006,17.10106
53,7.701236200000001,17.255472,18.992814234858148,,-0.695,19.721232999999998,9.522842,6.32771,1.57728,,1.9087018,19.139185,0.9999993,1080,54,,1.1158848999999997,27.320093,17.255472,17.10448,-0.086,0.11,74.60612940788269,14.613195999999999,15.326507000000001,60.257785999999996,17.209906
54,8.128423,17.255472,18.90984286684497,,-0.679,13.792012,9.496803,6.491313,1.3613611,,1.8081188999999998,19.22362,0.9999993,1100,55,,1.1208495,27.198341,17.255472,17.104937,-0.083,0.11,76.97339773178099,14.594848,15.300604000000002,61.646719999999995,17.129496
55,8.520453,17.255472,18.9620493604422,,-0.663,14.657732000000001,9.655027,6.5410295,1.6780133000000002,,2.056702,19.342218,0.9999993,1120,56,,1.1277468000000002,27.256327000000002,17.255472,17.106314,-0.08,0.11,78.63427877426146,14.576829,15.291182000000001,63.153819999999996,17.18208
56,8.699024,17.255472,18.916345280588494,,-0.659,15.42945,9.629287,6.592351,0.84099936,,2.064027,19.100458,0.9999993,1140,57,,1.1136778999999999,26.952955,17.255472,17.10685,-0.079,0.11,80.20010924339293,14.559129,15.295747,63.479637,17.13681
57,8.749680499999998,17.255472,19.002608527589697,,-0.663,15.006054,9.571245,6.704413000000001,1.1102769,,1.9812561000000002,18.976648,0.9999993,1160,58,,1.106372,26.697893,17.255472,17.108805,-0.08,0.11,81.71969938278198,14.541738,15.292620000000001,64.16958000000001,17.220282
58,8.748227,17.255472,18.883588863172342,,-0.672,15.766113,9.608136,6.820880000000001,1.6155928,,1.8218275000000002,19.0514,0.9999993,1180,59,,1.1107787,26.640804,17.255472,17.108744,-0.081,0.11,83.53972458839418,14.524643,15.302365,65.53594,17.105198
59,8.660246,17.255472,18.85396354453785,,-0.685,16.33018,9.673602,6.872926,1.2894149,,1.7061457999999998,19.004198000000002,0.9999993,1200,60,,1.1080992,26.53613,17.255472,17.108162,-0.084,0.11,85.33642053604127,14.507836,15.321263,66.485954,17.07385
60,8.710449,17.255472,18.961821881625163,,-0.69,16.238674,9.704317,6.918713,1.0875663,,1.7365674,18.877453,0.9999993,1220,61,,1.1006784,26.359540000000003,17.255472,17.109344,-0.085,0.11,86.61094951629639,14.491306,15.338001,67.14139,17.180334
61,8.698482499999999,17.255472,18.81817393300029,,-0.694,13.186570000000001,9.811924000000001,6.9466496,1.5988963999999999,,1.7630162,18.851866,0.9999993,1240,62,,1.0993547,26.303864,17.255472,17.108253,-0.085,0.11,88.55898261070251,14.475045999999999,15.304854,68.15999599999999,17.041656
62,8.696314,17.255472,18.804707545608377,,-0.704,19.744885999999997,10.015039,6.891789,1.7546095000000002,,1.8970929,18.783552,0.9999993,1260,63,,1.09558,26.29487,17.255472,17.106964,-0.087,0.11,90.19057106971741,14.459045000000001,15.376839000000002,69.02154,17.027145
63,8.504748,17.255472,18.9347336199602,,-0.718,16.039782000000002,10.319894999999999,6.6990595,1.6027573,,2.1709185,18.519527,0.9999993,1280,64,,1.0802124,26.246942999999998,17.255472,17.10771,-0.09,0.11,92.2655074596405,14.443297,15.388620000000001,69.13359,17.154629999999997
64,8.394969,17.255472,18.94587349311365,,-0.728,17.013557000000002,10.669305,6.54298,2.0335627,,2.3352485,18.413035999999998,0.9999993,1300,65,,1.0739855,26.324785,17.255472,17.108604,-0.092,0.11,93.71153593063354,14.4277935,15.414775,69.80905,17.165823
65,8.346262,17.255472,18.919439931893436,,-0.734,13.385576,10.823151,6.509343,1.8219874,,2.435106,18.300697,0.9999993,1320,66,,1.0674485,26.25333,17.255472,17.109072,-0.093,0.11,95.52169466018677,14.412526000000002,15.385066,70.4516,17.139523
66,8.305024000000001,17.255472,18.953863576479968,,-0.737,10.784678999999999,10.968933999999999,6.5163426,2.1036026000000003,,2.472898,18.290873,0.9999993,1340,67,,1.0668258999999998,26.234962,17.255472,17.110027,-0.094,0.11,97.57096910476685,14.397488000000001,15.317325,71.47733000000001,17.173073000000002
67,8.416461,17.255472,18.89937027795497,,-0.734,10.583362,10.821363999999999,6.679139,1.1801198999999998,,2.3455055000000002,18.223307000000002,0.9999993,1360,68,,1.0629028999999999,25.973770000000002,17.255472,17.110209,-0.093,0.11,99.74462008476256,14.382673,15.248605,72.2774,17.122232
68,8.677082,17.255472,18.870208530707053,,-0.73,19.872343,10.756176,6.856165400000001,1.6857766,,2.2094153999999997,18.322899,0.9999993,1380,69,,1.0687844,25.873245,17.255472,17.109919,-0.093,0.11,101.8370316028595,14.368073999999998,15.316454,73.746124,17.090115
69,8.851939999999999,17.255472,18.868743981098056,,-0.725,12.094337,10.660522,7.0602894,1.5593723999999998,,2.0702844,18.432415,0.9999993,1400,70,,1.0752339,25.764470000000003,17.255472,17.109627,-0.092,0.11,103.78338932991028,14.353685,15.2713375,75.26637,17.089499
70,8.854244,17.255472,18.848034348092114,,-0.729,14.041563,10.681148,7.06958,1.1463012,,2.090559,18.230722,0.9999993,1420,71,,1.0635383999999999,25.55314,17.255472,17.10908,-0.092,0.11,106.34130311012268,14.3395,15.255015,75.51123,17.070854
71,8.9669075,17.255472,19.021880421857453,,-0.727,14.017314,10.663317,7.187218700000001,1.5226468999999998,,2.0323064,18.248335,0.9999993,1440,72,,1.0644387,25.450901,17.255472,17.110889999999998,-0.092,0.11,108.4491696357727,14.325515,15.238651,76.63959,17.239420000000003
72,8.971314999999999,17.255472,18.941192331011813,,-0.73,14.925457000000002,10.676698,7.186686,0.9424119000000001,,2.0773845,18.019617,0.9999993,1460,73,,1.0510969,25.222717000000003,17.255472,17.111576,-0.093,0.11,110.38164377212523,14.311720999999999,15.235188,76.73007,17.160944
73,8.955712,17.255472,18.774512933949033,,-0.736,16.680891,10.869885,7.140712700000001,1.8850799999999999,,2.1825924,17.977934,0.9999993,1480,74,,1.0489018,25.22741,17.255472,17.110035,-0.094,0.11,112.73562908172607,14.298116,15.255364000000002,77.61873,16.997532
74,9.046216000000001,17.255472,18.959433120531433,,-0.737,17.854067,10.872665,7.191560000000001,1.2200834999999999,,2.1787262000000003,17.869635,0.9999993,1500,75,,1.0425521999999998,25.067852,17.255472,17.110933,-0.094,0.11,115.07526278495787,14.284692999999999,15.290612,78.19142,17.177467
75,9.124474000000001,17.255472,18.86047597771307,,-0.737,14.694779,10.895252000000001,7.2732186,1.5814068000000001,,2.1474411,17.870586,0.9999993,1520,76,,1.0426784,24.987988,17.255472,17.110535000000002,-0.094,0.11,117.77786684036256,14.271447,15.283282999999999,79.24355,17.080603
76,9.255168,17.255472,18.85917480845436,,-0.737,18.47208,10.960801,7.3530169999999995,1.8515905,,2.1146796,17.937975,0.9999993,1540,77,,1.0466877,24.978134,17.255472,17.11016,-0.094,0.11,120.88427019119264,14.258375,15.325204999999999,80.594955,17.081799
77,9.431028,17.255472,18.903235032481287,,-0.734,17.232157,10.823706,7.494502000000001,0.66851616,,2.0067396,17.823273,0.9999993,1560,78,,1.039978,24.730526,17.255472,17.110321,-0.093,0.11,124.24009227752686,14.245472,15.350204999999999,81.118286,17.122510000000002
78,9.71706,17.255472,18.846463709463684,,-0.727,21.068537,10.723842999999999,7.7069144,1.3080525,,1.8544145,17.928976000000002,0.9999993,1580,79,,1.0461738,24.645854999999997,17.255472,17.109768,-0.092,0.11,126.73874068260193,14.232732999999998,15.423055999999999,82.647736,17.066715
79,9.942572,17.255472,18.822345840182248,,-0.718,12.819393,10.605030000000001,7.943886999999999,1.1079595,,1.6911129,18.046768,0.9999993,1600,80,,1.0530646000000001,24.563278,17.255472,17.108953,-0.09,0.11,128.7098183631897,14.220154,15.39105,84.24516,17.044697
80,10.134355000000001,17.255472,18.871906237547293,,-0.708,12.109366,10.587546000000001,8.126380000000001,1.3858768999999997,,1.5691211999999999,18.203402,0.9999993,1620,81,,1.0622027,24.57357,17.255472,17.10876,-0.088,0.11,131.2341454029083,14.207730999999999,15.351162,86.03842,17.093254
81,10.346784,17.255472,18.90895912348145,,-0.701,19.507452,10.623273,8.234878,1.4111731,,1.5419095,18.283314,0.9999993,1640,82,,1.0668458,24.569553,17.255472,17.109,-0.087,0.11,134.10204887390137,14.195460999999998,15.402576999999999,87.48135,17.128435
82,10.4772835,17.255472,18.8340373032598,,-0.698,17.09154,10.673010000000001,8.310931,1.4206008999999997,,1.5230972,18.314064000000002,0.9999993,1660,83,,1.0687066,24.542778,17.255472,17.108368,-0.086,0.11,136.60106611251828,14.18334,15.423706,88.70265,17.056498
83,10.520847,17.255472,18.83633590864403,,-0.696,11.318764999999999,10.725166999999999,8.378321000000001,1.4206917,,1.5224073,18.33079,0.9999993,1680,84,,1.0697486,24.509403,17.255472,17.107779,-0.086,0.11,139.85122680664062,14.171364,15.3756275,89.85889,17.058868
84,10.631649000000001,17.255472,18.820627767837397,,-0.692,15.903717000000002,10.792433,8.439024,1.5038717,,1.5216888000000002,18.359476,0.9999993,1700,85,,1.0715011,24.493647,17.255472,17.107020000000002,-0.085,0.11,142.3186318874359,14.159529999999998,15.382636999999999,91.0776,17.043339000000003
85,10.6635895,17.255472,18.941397394585678,,-0.693,13.790598000000001,10.822273,8.5033,1.2443718000000001,,1.5114346,18.335102,0.9999993,1720,86,,1.0700585,24.422905,17.255472,17.107653,-0.085,0.11,145.02513432502747,14.147832999999999,15.36493,92.02503,17.161327
86,10.761586,17.255472,18.951126825946147,,-0.689,15.620813,10.831698,8.553417999999999,0.96628356,,1.5523942,18.247715,0.9999993,1740,87,,1.0649201000000001,24.299847,17.255472,17.108385000000002,-0.084,0.11,147.67334580421448,14.136272,15.368653,92.64805,17.171518
87,10.851987,17.255472,18.975856540019922,,-0.688,18.147041,10.873102000000001,8.615153999999999,1.3045992,,1.5506778,18.240910999999997,0.9999993,1760,88,,1.0644711000000002,24.249674,17.255472,17.109360000000002,-0.084,0.11,149.73903155326843,14.124844,15.400943,93.673454,17.194092
88,10.891364999999999,17.255472,18.95505351156091,,-0.69,16.047792,10.907273,8.682751,1.2896388,,1.4905555,18.235004,0.9999993,1780,89,,1.0641026000000002,24.196987,17.255472,17.110085,-0.085,0.11,152.80654311180115,14.113544000000001,15.408914000000001,94.70514,17.173939999999998
89,10.968202,17.255472,18.865746138875167,,-0.691,17.96601,10.963644,8.744021,1.422819,,1.4799042,18.252654999999997,0.9999993,1800,90,,1.0651816,24.172863,17.255472,17.109814,-0.085,0.11,155.6274313926697,14.102371,15.438015,95.86634000000001,17.085606
90,10.80942,17.255472,18.875996037393843,,-0.693,-1.7744494999999998,11.0191765,8.805022,1.4190238000000002,,1.4688663,18.269398000000002,0.9999993,1820,91,,1.0661988000000002,24.14859,17.255472,17.109697,-0.085,0.11,158.0041697025299,14.091320999999999,15.249564000000001,97.02409,17.099297
91,10.841417999999999,17.255472,18.967928767106823,,-0.697,18.160673000000003,11.004392999999999,8.841312,0.546182,,1.4510518000000001,18.121044,0.9999993,1840,92,,1.0575355,23.976105,17.255472,17.110529999999997,-0.086,0.11,161.24656963348392,14.080392000000002,15.281907,97.293274,17.186369
92,10.872719,17.255472,18.851218213413684,,-0.703,19.794273,11.060594,8.878134,1.2066466999999998,,1.4616392,18.091720000000002,0.9999993,1860,93,,1.0558863,23.922497,17.255472,17.110120000000002,-0.087,0.11,164.37221813201901,14.069581,15.331026999999999,98.19742600000001,17.072354999999998
93,10.849409,17.255472,18.972550802488588,,-0.708,14.887197500000001,11.148547,8.895991,1.3136028999999998,,1.48807,18.078411,0.9999993,1880,94,,1.0550785,23.897484,17.255472,17.110989,-0.088,0.11,167.13366031646729,14.058886,15.326882000000001,99.17738,17.191654
94,10.920263,17.255472,18.919190070673636,,-0.71,20.12142,11.213925999999999,8.933453,1.3126488,,1.5099204,18.06875,0.9999993,1900,95,,1.0545166000000001,23.86342,17.255472,17.111276999999998,-0.089,0.11,169.80372953414914,14.048304000000002,15.3779125,100.17908,17.138403
95,10.9343,17.255472,18.91380235324797,,-0.714,16.203436,11.305461,8.954028,1.4450488000000001,,1.5412743,18.067873000000002,0.9999993,1920,96,,1.054473,23.849228,17.255472,17.111506,-0.089,0.11,172.54123759269714,14.037832,15.387063000000001,101.229416,17.133364
