,target_sum_log_mean,ReturnAbsMax,URet,ReturnMin,LQGmu1,DenMISELogLast,IWNorm2,SqrtESSClassic,IWLastEpisode,IWFirstEpisode,IWMax,MISE,ReturnStepMax,TimestepsSoFar,Iteration,IWMin,IWMean,Bound,ReturnMax,ReturnMean,LQGmu01,LQGsigma,TimeElapsed,DenMISELogFirst,DenMISEMeanLog,IWNorm1,ReturnLastEpisode
0,-223.75853999999998,15.058442000000001,16.687925283112616,,-0.491,18.60218,1e-10,1.0,,,,,0.9625284,20,1,,,45.175327,15.058442000000001,15.058442000000001,-0.054,0.11,0.4552028179168701,18.60218,18.60218,1e-10,15.058442000000001
1,-101.39065,16.939194,18.714676519129387,,-0.472,5.222658,2.0872759999999997,1.0,2.0872759999999997,,2.0872759999999997,17.678387,0.99998707,40,2,,1.0436379999999998,68.49597,16.939194,15.998817,-0.051,0.11,12.890867471694946,17.909032999999997,11.5658455,2.0872759999999997,16.939194
2,-52.812940000000005,17.182281,18.963917998334274,,-0.442,20.531693,3.3848498,1.3219781000000002,3.0875695,,3.0875695,25.516104000000002,0.99998707,60,3,,1.4915657,64.50831,17.182281,16.393304999999998,-0.047,0.11,13.39052414894104,17.503569,14.522395999999999,4.474697,17.182281
3,-27.049381,17.182281,18.951277330253898,,-0.401,18.617382,2.6344545,1.4088358,0.4743655,,2.4775742999999997,15.895501999999999,0.99998707,80,4,,0.92787844,52.483757,17.182281,16.587585,-0.042,0.11,13.946271419525145,17.215887,15.602305,3.7115138,17.17043
4,-22.342653,17.182281,18.84070277172949,,-0.424,13.462917000000001,2.9686425,1.9250695,1.7970395000000001,,1.8534773999999998,19.53935,0.99998707,100,5,,1.1429685,46.315968,17.182281,16.682865,-0.045,0.11,14.317970275878904,16.992743,15.149510000000001,5.714843,17.063982
5,-27.59318,17.182281,18.858664371836714,,-0.514,17.351189,3.0566864,1.8212793999999999,2.386262,,2.386262,15.844987,0.9999925,120,6,,0.92784667,44.147533,17.182281,16.748945000000003,-0.057,0.11,14.714092016220093,16.810420999999998,15.530766,5.567080000000001,17.079335999999998
6,-33.271954,17.182281,18.85924065727389,,-0.614,17.663815,4.3905616,1.227342,4.325629,,4.325629,13.147467,0.9999925,140,7,,0.76981723,55.146225,17.182281,16.796144,-0.071,0.11,15.107374668121338,16.656271,15.8205805,5.3887205,17.079348
7,-21.988218,17.182281,18.930698877272143,,-0.566,13.317855999999999,4.867325,1.9253082,3.0569053,,3.2964756,20.032173,0.9999925,160,8,,1.1713876,46.805465999999996,17.182281,16.840529999999998,-0.064,0.11,15.564173460006714,16.52274,15.469349,9.3711,17.151232
8,-17.421288,17.182281,18.8794423144172,,-0.567,19.003466,4.936426,2.2064833999999998,2.8499305,,2.8499305,20.694792,0.9999925,180,9,,1.210238,44.056328,17.182281,16.869394,-0.064,0.11,16.06046199798584,16.404957,15.870823999999999,10.892142,17.100306
9,-13.676747,17.24099,19.023509878746303,,-0.559,13.095822,4.876774,2.5096889,2.2528622000000005,,2.3365037,20.958847,0.9999925,200,10,,1.2239186000000002,41.56816,17.24099,16.906554999999997,-0.063,0.11,16.468443393707275,16.299595,15.606769,12.239185,17.24099
10,-10.029,17.24099,18.86173671618453,,-0.549,16.726244,4.7385855,2.7994144,1.7046918000000002,,1.9904243000000001,20.64079,0.9999925,220,11,,1.2059331,39.11714,17.24099,16.922588,-0.062,0.11,16.890547275543213,16.204285000000002,15.723651,13.265264499999999,17.082926
11,-6.5920396,17.24099,18.95097163061316,,-0.533,18.103556,4.6263595,3.0786338,1.4393848999999999,,1.7213648999999998,20.316727,0.9999991,240,12,,1.1869055,37.11735,17.24099,16.943189999999998,-0.059,0.11,17.662079095840454,16.117273,15.935722,14.242866500000002,17.169811
12,-5.132543599999999,17.24099,18.956501565127343,,-0.532,10.648,4.7825465,3.2489474,1.7875941000000002,,1.7875941000000002,20.467041000000002,0.9999991,260,13,,1.1952493999999998,36.386955,17.24099,16.961154999999998,-0.059,0.11,18.261069297790527,16.037231,15.541123,15.538242000000002,17.176754000000003
13,-4.3249307,17.24099,18.945674411474126,,-0.546,17.299124,4.8039093,3.3338845,1.4607055,,1.6609726000000002,19.595026,0.9999991,280,14,,1.143977,35.109352,17.24099,16.975748,-0.061,0.11,18.79178738594055,15.963123000000001,15.678770000000002,16.015678,17.165423999999998
14,-5.2586580000000005,17.24099,18.90356101681728,,-0.587,17.986076,5.1735706,3.0395777,2.6816367999999997,,2.6816367999999997,17.961145000000002,0.9999991,300,15,,1.0483646,34.977646,17.24099,16.9856,-0.067,0.11,19.29739499092102,15.894131,15.840795499999999,15.725470000000001,17.123528
15,-6.314477,17.24099,18.879234420633267,,-0.627,15.609995000000001,5.7447824,2.6195436,3.480431,,3.480431,16.107872,0.9999991,320,16,,0.94054425,35.852905,17.24099,16.992748000000002,-0.074,0.11,19.95643901824951,15.829592000000002,15.827969,15.048708,17.100006
16,-5.67434,17.24099,18.96648335413373,,-0.64,16.77072,6.2825828,2.6351225,3.7052739999999997,,3.7052739999999997,16.690935,0.9999991,340,17,,0.97384566,36.319233000000004,17.24099,17.004122,-0.076,0.11,20.598957061767575,15.768968,15.878282,16.555376000000003,17.186073
17,-12.628158,17.24099,18.879633159568797,,-0.758,16.729210000000002,7.448187400000001,1.3152059,7.328520299999999,,7.328520299999999,9.312166,0.9999991,360,18,,0.5442167,48.63906,17.24099,17.009422,-0.099,0.11,21.577120304107666,15.711808999999999,15.922263000000001,9.7959,17.09956
18,-20.124382,17.24099,18.938307896444982,,-0.852,15.096174,59.25496700000001,1.0179883,59.24584,,59.24584,54.468742000000006,0.9999991,380,19,,3.1747825,105.27774,17.24099,17.017227,-0.126,0.11,22.406416416168213,15.657742,15.852616000000001,60.320866,17.157695999999998
19,-20.080069,17.24099,18.989865751033992,,-0.867,15.366235000000001,14.891003,1.226612,3.0807545,,14.5557785,15.675656,0.9999991,400,20,,0.9132741,57.843,17.24099,17.026775,-0.131,0.11,23.328465223312374,15.606448,15.853094,18.265482000000002,17.208192999999998
20,-18.278336,17.24099,18.949964262291665,,-0.866,14.616032,14.017909,1.6272684,10.466572,,10.466572,18.648249,0.9999991,420,21,,1.0862333999999998,50.433395000000004,17.24099,17.033579,-0.131,0.11,24.476582288742065,15.557657999999998,15.782058,22.810902,17.169613000000002
21,-13.611243,17.24099,18.925945738171414,,-0.836,12.015186,12.964186999999999,2.1090088,7.5307116999999995,,7.5307116999999995,21.331734,0.9999991,440,22,,1.2427993,45.85651,17.24099,17.038692,-0.12,0.11,25.777257442474365,15.511138,15.607954999999999,27.341583,17.146103
22,-8.350458,17.24099,18.949815300358047,,-0.782,6.465262999999999,15.065663,2.2399075,9.756517,,9.756517,25.182232,0.9999991,460,23,,1.4672041,48.273796000000004,17.24099,17.044404999999998,-0.105,0.11,27.075128078460693,15.466686,15.215625,33.745693,17.170067
23,-5.8572083,17.24099,18.964010212415282,,-0.761,15.701533999999999,14.762278,2.459875,9.411352,,9.411352,25.972376,0.9999991,480,24,,1.5130566,46.99904,17.24099,17.050238,-0.099,0.11,28.228760242462158,15.424126999999999,15.24889,36.313359999999996,17.184433
24,-5.075431,17.24099,18.86776447043745,,-0.764,16.922985,13.31465,2.7370055,5.941306,,6.9088563999999995,25.002426,0.9999991,500,25,,1.4576907,43.900078,17.24099,17.051776999999998,-0.1,0.11,29.24262404441833,15.383304999999998,15.330844,36.44227,17.088722
25,-3.2581065,17.24099,18.882173386697964,,-0.746,15.507404000000001,12.307096000000001,2.9969740000000002,5.486326999999999,,5.922016,24.319965,0.9999991,520,26,,1.4186171,41.578359999999996,17.24099,17.053783,-0.096,0.11,30.686476707458496,15.344084,15.351220000000001,36.884045,17.103891
26,-2.0507004,17.24099,18.954470839440006,,-0.74,19.23461,11.399782,3.2322931,3.617033,,5.0753202,23.398767000000003,0.9999991,540,27,,1.3647200000000002,39.40071,17.24099,17.058203,-0.095,0.11,32.6524600982666,15.306344000000001,15.507537,36.84744,17.173117
27,-0.76812416,17.24099,19.000341062494265,,-0.726,14.883576000000001,11.02323,3.4549046000000003,4.170344,,4.934557,23.329397,0.9999991,560,28,,1.3601502,38.300278000000006,17.24099,17.06393,-0.092,0.11,33.92333602905273,15.269976000000002,15.496023000000001,38.084206,17.218578
28,0.10920505,17.24099,18.891660178878396,,-0.722,17.978117,10.540492,3.6537402,2.9929857,,4.438779,22.773433999999998,0.9999991,580,29,,1.3280076,36.929604,17.24099,17.06555,-0.091,0.11,35.14050030708313,15.234884,15.592170999999999,38.51222,17.110899
29,0.89179385,17.24099,19.00897051948766,,-0.711,10.319942999999999,10.014612,3.8480803999999997,2.2139849999999996,,4.074138,22.03335,0.9999991,600,30,,1.2845677,35.47459,17.24099,17.070953,-0.089,0.11,36.44915628433228,15.200982999999999,15.425873999999999,38.537033,17.227638
30,1.8182098000000002,17.24099,18.923739978266653,,-0.694,10.428933,9.5554495,4.038124,1.7583735,,3.570641,21.348782999999997,0.9999991,620,31,,1.2447126,34.157447999999995,17.24099,17.073313,-0.085,0.11,37.77490997314453,15.168192999999999,15.272699,38.586090000000006,17.1441
31,2.9045577000000002,17.24099,18.93822904706245,,-0.673,13.985667999999999,9.691765,4.1989703,3.1478328999999996,,3.1478328999999996,21.811336999999998,0.9999991,640,32,,1.2717322,34.12935,17.24099,17.075947,-0.081,0.11,39.36032104492188,15.136445000000002,15.239215,40.69543,17.157587
32,3.6065962,17.24099,18.887545387898182,,-0.663,16.402658,9.704371,4.3386216,2.8393450000000002,,3.0086684,21.8776,0.9999991,660,33,,1.2758665,33.79912,17.24099,17.076944,-0.08,0.11,40.57194995880128,15.105673000000001,15.281849,42.103596,17.108902
33,4.0947704,17.24099,18.958451686519496,,-0.662,17.580347,9.708960000000001,4.474657499999999,2.7949677000000004,,2.8478222,21.912468,0.9999991,680,34,,1.2777726999999999,33.471558,17.24099,17.079906,-0.079,0.11,42.164953947067254,15.075820000000002,15.356793,43.44427,17.177626
