,TimestepsSoFar,IWNorm2,IWMax,LQGmu1,ReturnMean,IWMin,ReturnAbsMax,ReturnMax,IWNorm1,IWLastEpisode,DenMISEMeanLog,LQGmu01,Bound,URet,ReturnMin,MISE,Iteration,DenMISELogFirst,SqrtESSClassic,DenMISELogLast,IWFirstEpisode,ReturnLastEpisode,ReturnStepMax,LQGsigma,target_sum_log_mean,IWMean,TimeElapsed
267,5360,22.67698,1.9945971000000002,0.96,11.185842,,17.273659,17.273659,268.06543,1.9381956999999999,13.526082999999998,0.193,11.452017,9.373475732722683,,8.529489,268,11.612835,11.821038,12.538592,,8.534127,0.99999875,0.11,-253.35979,1.0002441,999.9287750720978
268,5380,22.685516,1.9872509999999999,0.96,11.17583,,17.273659,17.273659,269.13034,1.9769546999999998,13.520823499999999,0.193,11.443352,9.327838736396108,,8.531292,269,11.609111,11.863532000000001,12.112906,,8.492767,0.99999875,0.11,-252.37035,1.0004846,1017.7769486904144
269,5400,22.693678,1.9800096,0.96,11.165911,,17.273659,17.273659,270.18817,1.9639939999999998,13.50274,0.193,11.434599,9.336616529878043,,8.532896000000001,270,11.6054,11.905878,8.63936,,8.497487,0.99999875,0.11,-251.40115,1.0006969000000001,1032.0297863483431
270,5420,22.70298,1.9728752,0.96,11.1559925,,17.273659,17.273659,271.25647000000004,1.9685732,13.504798999999998,0.193,11.426133,9.311535528510225,,8.534674,271,11.601703,11.948055,14.061676,,8.477874,0.99999875,0.11,-250.41907999999998,1.0009464,1044.3000364303591
271,5440,22.711462,1.9658436000000001,0.96,11.146235,,17.273659,17.273659,272.31262000000004,1.9508558999999996,13.504689,0.193,11.41756,9.339100539780134,,8.536239,272,11.59802,11.990096000000001,13.475303,,8.502182000000001,0.99999875,0.11,-249.44641000000001,1.0011493,1057.913890838623
272,5460,22.720110000000002,1.9589134,0.96,11.136563,,17.273659,17.273659,273.3681,1.9444886000000001,13.525951000000001,0.193,11.409086,9.342787603286464,,8.537797,273,11.59435,12.031988,19.309568,,8.505703,0.99999875,0.11,-248.4595,1.0013484000000001,1073.7217938899994
273,5480,22.729872,1.9520824,0.96,11.126837,,17.273659,17.273659,274.434,1.9492398999999998,13.518196,0.193,11.400788,9.303469717686278,,8.539422,274,11.590693,12.073715,11.401832,,8.471399,0.99999875,0.11,-247.50867000000002,1.0015839,1085.747171163559
274,5500,22.738129,1.9453473999999997,0.96,11.117315,,17.273659,17.273659,275.4798,1.9236811000000003,13.486135500000001,0.193,11.392217,9.34315421278984,,8.540678,275,11.58705,12.115324000000001,4.701221,,8.508555,0.99999875,0.11,-246.58917000000002,1.0017447,1099.4390227794647
275,5520,22.744091,1.9387058999999998,0.96,11.107965,,17.273659,17.273659,276.4955,1.8880558,13.501775,0.193,11.383001,9.376802406313782,,8.541193,276,11.583421000000001,12.156807,17.802193,,8.536783,0.99999875,0.11,-245.62894,1.0017953000000002,1115.6090910434725
276,5540,22.753632999999997,1.932159,0.96,11.098544,,17.273659,17.273659,277.5513,1.9223368000000003,13.519006,0.193,11.374858,9.333399960322136,,8.542671,277,11.579804,12.198109,18.274998,,8.497995,0.99999875,0.11,-244.67383999999998,1.0019902,1132.2876183986666
277,5560,22.764048000000003,1.9257021,0.96,11.089053,,17.273659,17.273659,278.61505,1.924964,13.523692,0.193,11.366783,9.293844455671657,,8.544119,278,11.5762005,12.239258,14.821384,,8.460232000000001,0.99999875,0.11,-243.73805,1.0022124,1149.817166805267
278,5580,22.771582000000002,1.9193326000000002,0.96,11.079884,,17.273659,17.273659,279.64197,1.8829652,13.528526999999999,0.193,11.358146000000001,9.36626166227626,,8.544916,279,11.572610000000001,12.280305,14.871982000000001,,8.530619999999999,0.99999875,0.11,-242.80885,1.002301,1166.1654055118559
279,5600,22.727488,1.9130518,0.96,11.071005,,17.273659,17.273659,279.8713,1.0799212,13.519419000000001,0.193,11.327134,9.442153518656776,,8.521653,280,11.569033000000001,12.314221,10.977393,,8.593916,0.99999875,0.11,-241.90223999999998,0.9995404,1179.0746159553528
280,5620,22.734987,1.906857,0.96,11.061986,,17.273659,17.273659,280.8924,1.8607634999999998,13.538012,0.193,11.318595,9.376290857490758,,8.522389,281,11.565467,12.355072,18.746103,,8.536673,0.99999875,0.11,-240.97242999999997,0.99961704,1195.371503829956
281,5640,22.742507999999997,1.9007438,0.96,11.053037,,17.273659,17.273659,281.91125,1.8531415,13.561670999999999,0.193,11.310083,9.378553489592603,,8.523062,282,11.561914,12.395785,20.211922,,8.538281,0.99999875,0.11,-240.04405,0.9996853000000001,1211.2232193946836
282,5660,22.74655,1.8947135,0.96,11.044201,,17.273659,17.273659,282.8842,1.8019563000000003,13.575410999999999,0.193,11.3003645,9.394754790406594,,8.522435,283,11.558375,12.436356,17.451616,,8.552472,0.99999875,0.11,-239.13213,0.99959075,1229.9289245605466
283,5680,22.757374,1.8887618000000002,0.96,11.035259,,17.273659,17.273659,283.93845,1.877584,13.599960000000001,0.193,11.292877,9.340032424240423,,8.523945,284,11.554848,12.476767,20.54911,,8.504866999999999,0.99999875,0.11,-238.2155,0.9997833,1247.5226650238035
284,5700,22.748179999999998,1.8828917,0.96,11.026641,,17.273659,17.273659,284.72873,1.6087924999999998,13.599210000000001,0.193,11.278117,9.419495291749984,,8.517986,285,11.551332,12.51655,13.388175,,8.579214,0.99999875,0.11,-237.33102000000002,0.9990481999999999,1262.5256533622744
285,5720,22.75093,1.8770968999999997,0.96,11.018018,,17.273659,17.273659,285.67667,1.7593447,13.623393,0.193,11.267984,9.404041071979815,,8.516680000000001,286,11.547831,12.556703,20.517574,,8.560396,0.99999875,0.11,-236.4275,0.9988695,1277.4966778755188
286,5740,22.762504999999997,1.8713772000000002,0.96,11.0092325,,17.273659,17.273659,286.73287999999997,1.8620151000000003,13.620301999999999,0.193,11.260763,9.330428494057804,,8.518198,287,11.54434,12.596719,12.739322999999999,,8.496525,0.99999875,0.11,-235.55714,0.9990693000000002,1297.2431728839874
287,5760,22.770506,1.865732,0.96,11.000657,,17.273659,17.273659,287.74273999999997,1.8110821,13.625857,0.193,11.252509,9.380115774653481,,8.518609,288,11.540861,12.636642,15.222167,,8.5394535,0.99999875,0.11,-234.6843,0.9991066999999999,1313.8592524528506
288,5780,22.774836999999998,1.8601603999999998,0.96,10.992201,,17.273659,17.273659,288.70333999999997,1.7567996,13.634735999999998,0.193,11.242989999999999,9.398095281360417,,8.517667999999999,289,11.5373955,12.676417,16.194010000000002,,8.556854,0.99999875,0.11,-233.81429,0.9989735000000001,1327.2442588806152
289,5800,22.785961,1.8546585,0.96,10.983645,,17.273659,17.273659,289.74768,1.8352183000000002,13.637625,0.193,11.235737,9.351579604370093,,8.518911,290,11.533941,12.716061999999999,14.474767000000002,,8.511111,0.99999875,0.11,-232.95601000000002,0.99912995,1344.6162006855009
290,5820,22.794449,1.8492275000000002,0.96,10.975255,,17.273659,17.273659,290.75696,1.7955439999999998,13.658879,0.193,11.227715,9.38385672388602,,8.519312,291,11.5304985,12.755604,19.825264,,8.542000999999999,0.99999875,0.11,-232.08534,0.9991648000000001,1357.718495130539
291,5840,22.799395,1.8438653000000003,0.96,10.966982000000002,,17.273659,17.273659,291.7182,1.7427689999999998,13.671894,0.193,11.218474,9.399170232517475,,8.518410000000001,292,11.527068,12.794997,17.461203,,8.559567,0.99999875,0.11,-231.22884,0.99903494,1376.3908295631409
292,5860,22.809065,1.8385694,0.96,10.958686,,17.273659,17.273659,292.73807,1.7962668000000002,13.66639,0.193,11.21088,9.371956516505838,,8.519081,293,11.523649,12.834287,12.062021000000001,,8.536178,0.99999875,0.11,-230.39647999999997,0.99910605,1389.2644517421722
293,5880,22.819998000000002,1.8333396,0.96,10.950413000000001,,17.273659,17.273659,293.7719,1.8056066000000002,13.677322,0.193,11.203705000000001,9.364186971821574,,8.520093,294,11.520242,12.873441999999999,16.882054999999998,,8.526292999999999,0.99999875,0.11,-229.5534,0.9992242,1406.4353077411652
294,5900,22.831648,1.8281751,0.96,10.942169,,17.273659,17.273659,294.81293,1.8083915000000002,13.691231,0.193,11.196758,9.355792977682864,,8.521257,295,11.516847,12.912467999999999,17.7822,,8.518608,0.99999875,0.11,-228.71298,0.99936587,1419.3313927650452
295,5920,22.837448000000002,1.8230755,0.96,10.934107000000001,,17.273659,17.273659,295.77643,1.7265735,13.687182,0.193,11.187864,9.395105284979334,,8.520401,296,11.513461999999999,12.951378,12.494968,,8.555747,0.99999875,0.11,-227.89622000000003,0.9992447,1431.422423362732
296,5940,22.812254,1.818037,0.96,10.926219,,17.273659,17.273659,296.25957999999997,1.2413723,13.667376,0.193,11.166037,9.434310661386679,,8.505861999999999,297,11.51009,12.986861,7.806335000000001,,8.591509,0.99999875,0.11,-227.10188,0.99750704,1445.4032397270205
297,5960,22.818382,1.8130591,0.96,10.918248,,17.273659,17.273659,297.22247000000004,1.7130914000000002,13.654735999999998,0.193,11.157282,9.394501578687851,,8.505013,298,11.506728,13.025572,9.90502,,8.550889999999999,0.99999875,0.11,-226.30472999999998,0.99739087,1463.4073314666748
298,5980,22.8305,1.8081431000000001,0.96,10.910238,,17.273659,17.273659,298.26135,1.7843018,13.657939,0.193,11.150614,9.359497011891435,,8.50618,299,11.503378,13.064162,14.616210999999998,,8.523126,0.99999875,0.11,-225.49706,0.9975296,1479.5042808055878
299,6000,22.844233,1.8032851000000003,0.96,10.902136,,17.273659,17.273659,299.31917999999996,1.7991745,13.652903,0.193,11.144289,9.314373058601518,,8.507615,300,11.500039,13.102615,12.150705,,8.479663,0.99999875,0.11,-224.70293999999998,0.9977306,1498.6100351810455
300,6020,22.85511,1.7984848999999998,0.96,10.894285,,17.273659,17.273659,300.3387,1.7570206999999998,13.674605,0.193,11.137284,9.379453013506168,,8.50831,301,11.496711999999999,13.140986999999999,20.188574,,8.539137,0.99999875,0.11,-223.88747999999998,0.99780303,1513.7058248519895
301,6040,22.864310999999997,1.7937418,0.96,10.886513,,17.273659,17.273659,301.3344,1.7290418,13.688888,0.193,11.129715,9.390061582559804,,8.508372,302,11.493395,13.179247,17.991472,,8.546939,0.99999875,0.11,-223.08475,0.99779606,1530.4780054092407
302,6060,22.877007,1.7890557,0.96,10.878702,,17.273659,17.273659,302.37405,1.7686611,13.696495,0.193,11.123294,9.3571715442244,,8.509514,303,11.490089,13.217379000000001,15.9974,,8.520042,0.99999875,0.11,-222.29381,0.99793416,1545.7330281734467
303,6080,22.887966,1.7844243000000002,0.96,10.871016000000001,,17.273659,17.273659,303.3894,1.7404736,13.713860500000001,0.193,11.116374,9.380818210483584,,8.510094,304,11.486794,13.255410999999999,18.97871,,8.541976,0.99999875,0.11,-221.4983,0.99799144,1560.7848718166351
304,6100,22.901415,1.7798473999999997,0.96,10.863278999999999,,17.273659,17.273659,304.4356,1.7673273999999997,13.720325,0.193,11.110205,9.344158405042052,,8.511355,305,11.48351,13.29331,15.689155,,8.511347,0.99999875,0.11,-220.7188,0.9981495000000001,1577.6756436824799
305,6120,22.913946,1.7753227999999999,0.96,10.855646,,17.273659,17.273659,305.46835,1.7500938999999998,13.730599,0.193,11.103809,9.36439120574556,,8.512328,306,11.480236999999999,13.331110999999998,16.867527,,8.527560000000001,0.99999875,0.11,-219.94054,0.9982626,1591.3691101074219
306,6140,22.926947,1.7708502,0.96,10.848046,,17.273659,17.273659,306.50574,1.750932,13.747283,0.193,11.09757,9.359596926814763,,8.513395,307,11.476974499999999,13.368799,18.855186,,8.52252,0.99999875,0.11,-219.16089,0.99839,1608.5681450366974
307,6160,22.94022,1.7664293000000002,0.96,10.840474,,17.273659,17.273659,307.54523,1.7492731,13.758707000000001,0.193,11.091406,9.35451684639316,,8.514474,308,11.473722,13.406376999999999,17.26839,,8.51565,0.99999875,0.11,-218.39142999999999,0.9985235,1624.2277479171753
308,6180,22.907785,1.7620581000000002,0.96,10.833194,,17.273659,17.273659,307.8116,0.9725756,13.706516,0.193,11.065538,9.434891446012973,,8.494477,309,11.470481,13.436987,-2.3660490000000003,,8.590841000000001,0.99999875,0.11,-217.6924,0.99615407,1641.8244335651398
309,6200,22.921728,1.7577381,0.96,10.825708,,17.273659,17.273659,308.8567,1.743271,13.713942999999999,0.193,11.059669,9.349373147601078,,8.495747999999999,310,11.46725,13.474407000000001,16.013706,,8.512694,0.99999875,0.11,-216.93674,0.9963119,1660.6642832756042
310,6220,22.934160000000002,1.7534653000000002,0.96,10.81834,,17.273659,17.273659,309.88037,1.7184224,13.731807,0.193,11.053381,9.376383584399077,,8.496544,311,11.464029,13.511738000000001,19.274862,,8.534336,0.99999875,0.11,-216.17546000000002,0.9963999,1678.6107840538025
311,6240,22.942238,1.7492414,0.96,10.811103999999998,,17.273659,17.273659,310.84323,1.6538771,13.742185999999998,0.193,11.045625999999999,9.401522485982833,,8.4958105,312,11.460819,13.54895,16.974864999999998,,8.560709,0.99999875,0.11,-215.42659,0.9962924000000001,1694.8085327148438
312,6260,22.954885,1.7450641,0.96,10.80383,,17.273659,17.273659,311.8667,1.7104076000000001,13.74929,0.193,11.039442999999999,9.374009671039081,,8.496594,313,11.457619000000001,13.586070999999999,15.970434,,8.534426,0.99999875,0.11,-214.68558,0.99637926,1714.3418126106262
313,6280,22.967823000000003,1.7409317,0.96,10.796591000000001,,17.273659,17.273659,312.89264,1.7093183999999997,13.740034,0.193,11.033358999999999,9.36782800858589,,8.497419,314,11.454429,13.623087,10.847660000000001,,8.530339999999999,0.99999875,0.11,-213.96562000000003,0.9964734000000001,1730.8320171833038
314,6300,22.981983,1.7368473000000002,0.96,10.78934,,17.273659,17.273659,313.9336,1.7208133999999997,13.741664000000002,0.193,11.0276375,9.351904834059036,,8.498549,315,11.451249,13.659987,14.257775,,8.512724,0.99999875,0.11,-213.23937999999998,0.9966146,1750.6346802711487
315,6320,22.996994,1.7328072,0.96,10.782065,,17.273659,17.273659,314.98465,1.7275287,13.755388,0.193,11.022119,9.326815264720024,,8.499823,316,11.448080000000001,13.6967745,18.083317,,8.490628,0.99999875,0.11,-212.50562000000002,0.9967869,1763.676985502243
316,6340,23.010054,1.7288093999999998,0.96,10.774964,,17.273659,17.273659,316.00824,1.6967896,13.764470000000001,0.193,11.016123,9.37318430835345,,8.500569,317,11.444921,13.733485,16.638592000000003,,8.53099,0.99999875,0.11,-211.78107999999997,0.9968714,1778.7921271324158
317,6360,23.0242,1.7248569,0.96,10.767875,,17.273659,17.273659,317.04517000000004,1.7067609000000001,13.777709,0.193,11.010483,9.3586682233487,,8.501615,318,11.441771000000001,13.770082999999998,17.978697,,8.520673,0.99999875,0.11,-211.0569,0.99699736,1794.781939983368
318,6380,23.036291000000002,1.7209463,0.96,10.760907000000001,,17.273659,17.273659,318.05292000000003,1.6742058000000002,13.789001,0.193,11.004232,9.384464604440703,,8.502001,319,11.438630999999999,13.806602499999999,17.383968,,8.544963000000001,0.99999875,0.11,-210.33914,0.9970311,1813.5193946361544
319,6400,23.050528,1.7170773999999998,0.96,10.753889,,17.273659,17.273659,319.08856000000003,1.6986289,13.777338,0.193,10.998621,9.353633824060823,,8.50297,320,11.435501,13.843004999999998,10.060911,,8.515165,0.99999875,0.11,-209.64876,0.99715173,1831.3614814281464
320,6420,23.065970999999998,1.7132498999999999,0.96,10.746795,,17.273659,17.273659,320.1394,1.7106214,13.780539000000001,0.193,10.993260000000001,9.311252401698107,,8.504134,321,11.432381,13.879294,14.808360999999998,,8.4769535,0.99999875,0.11,-208.94785,0.99731904,1855.4872174263
321,6440,23.081722,1.7105903999999998,0.96,10.739633999999999,,17.273659,17.273659,321.19327000000004,1.7105903999999998,13.783079999999998,0.193,10.987834,9.270321734932855,,8.505180000000001,322,11.429271,13.915481,14.602479999999998,,8.440903,0.99999875,0.11,-208.25191999999998,0.99749464,1872.750568151474
322,6460,23.094995,1.7068359,0.96,10.732791,,17.273659,17.273659,322.21222,1.6725923999999999,13.767488,0.193,10.981991,9.369380792319335,,8.505766,323,11.426169,13.951604000000001,8.750185,,8.529174000000001,0.99999875,0.11,-207.57849,0.99756104,1891.9505670070648
323,6480,23.108835,1.7031205000000003,0.96,10.725961999999999,,17.273659,17.273659,323.2378,1.6759833999999998,13.736923,0.193,10.976322,9.359258801830881,,8.5064745,324,11.423079,13.987627999999999,3.8683121,,8.520186,0.99999875,0.11,-206.92428999999998,0.9976475,1911.188346385956
324,6500,23.119415,1.6994439,0.96,10.719286,,17.273659,17.273659,324.2165,1.6259241000000002,13.752773000000001,0.193,10.969653,9.398345574181286,,8.506133,325,11.419996000000001,14.02356,18.8912,,8.556446000000001,0.99999875,0.11,-206.22798,0.99758923,1930.2026631832125
325,6520,23.134289000000003,1.6958044999999997,0.96,10.712525,,17.273659,17.273659,325.25385,1.6811174999999998,13.760395,0.193,10.964362,9.351163188865165,,8.507119,326,11.416924,14.059382999999999,16.240944,,8.515225,0.99999875,0.11,-205.54395,0.9977111999999999,1944.2875204086304
326,6540,23.14849,1.6922034,0.96,10.705831,,17.273659,17.273659,326.28087999999997,1.667763,13.765129,0.193,10.958883,9.365519101425983,,8.507872,327,11.413862,14.095125,15.312306,,8.52337,0.99999875,0.11,-204.86697,0.9978009,1956.3463869094849
327,6560,23.16222,1.6886406999999999,0.96,10.699214,,17.273659,17.273659,327.30017000000004,1.6569414,13.7717,0.193,10.953308999999999,9.373637756343015,,8.508481,328,11.410809,14.130776999999998,15.923247,,8.535511999999999,0.99999875,0.11,-204.1923,0.9978664,1975.1396503448486
328,6580,23.175682000000002,1.6851127000000001,0.96,10.692656,,17.273659,17.273659,328.31458,1.6489949000000002,13.795976000000001,0.193,10.9476795,9.38193770572232,,8.508989,329,11.407764,14.166339,21.760935,,8.541541,0.99999875,0.11,-203.50398,0.99791664,1990.9120962619781
329,6600,23.190048,1.6816226000000003,0.96,10.686078,,17.273659,17.273659,329.34055,1.6574061000000002,13.787748,0.193,10.942295,9.36267518643614,,8.509694999999999,330,11.404729,14.201804999999998,11.084821,,8.522140499999999,0.99999875,0.11,-202.8522,0.99800164,2009.4842331409452
330,6620,23.203175,1.6781669999999997,0.96,10.679594999999999,,17.273659,17.273659,330.34796,1.635908,13.78346,0.193,10.936563,9.379600484559408,,8.510008000000001,331,11.401703999999999,14.237188,12.370732,,8.539900999999999,0.99999875,0.11,-202.20049,0.99803007,2026.4537386894226
331,6640,23.217031,1.6747456000000003,0.96,10.673139,,17.273659,17.273659,331.3646,1.6420742,13.790671,0.193,10.931091,9.375483046658957,,8.510536,332,11.398686999999999,14.272479,16.180595,,8.536078,0.99999875,0.11,-201.54123,0.99808615,2044.3919327259064
332,6660,23.232126,1.6713581999999998,0.96,10.666655,,17.273659,17.273659,332.39758,1.6554031000000002,13.794557000000001,0.193,10.925972,9.354157725166942,,8.511371,333,11.395679,14.307670000000002,15.087786,,8.514004,0.99999875,0.11,-200.88918,0.99819094,2063.027729511261
333,6680,23.246157,1.6680063000000003,0.96,10.6602745,,17.273659,17.273659,333.41458,1.6365478,13.801008,0.193,10.920589,9.37462853755338,,8.5119,334,11.392681,14.342782999999999,15.951297,,8.535765,0.99999875,0.11,-200.23846,0.99824727,2082.257040023804
334,6700,23.260443,1.6646866000000002,0.96,10.653933,,17.273659,17.273659,334.4341,1.636234,13.809276,0.193,10.915313000000001,9.372439533247091,,8.51249,335,11.389691000000001,14.377804999999999,16.57399,,8.5357065,0.99999875,0.11,-199.58978000000002,0.9983108,2097.158801794052
335,6720,23.274485000000002,1.6614004,0.96,10.647627,,17.273659,17.273659,335.44916,1.6288122999999999,13.811291,0.193,10.909958,9.374899099159256,,8.512959500000001,336,11.386711,14.412742999999999,14.488845000000001,,8.535093,0.99999875,0.11,-198.95122,0.9983605999999999,2116.7949039936066
336,6740,23.28555,1.658146,0.96,10.641423,,17.273659,17.273659,336.42,1.5817417999999999,13.80445,0.193,10.903627,9.395912554922146,,8.512410000000001,337,11.383739,14.447588,11.508224499999999,,8.557327,0.99999875,0.11,-198.32535,0.9982790000000001,2137.5169372558594
337,6760,23.295958,1.6549232,0.96,10.635266,,17.273659,17.273659,337.37982,1.5675478,13.815395,0.193,10.897078,9.404068194835661,,8.511598,338,11.380776,14.482332999999999,17.50649,,8.560261,0.99999875,0.11,-197.68544,0.99816513,2153.653642654419
338,6780,23.310223,1.651732,0.96,10.629085,,17.273659,17.273659,338.39484,1.6195822,13.830271,0.193,10.891867,9.37839136444611,,8.512086,339,11.377822,14.517014499999998,18.861738,,8.539695,0.99999875,0.11,-197.04523999999998,0.99821484,2173.675198316574
339,6800,23.32647,1.6485720000000001,0.96,10.6227865,,17.273659,17.273659,339.4373,1.6442053,13.852996,0.193,10.887135,9.323548031478412,,8.513008000000001,340,11.374875999999999,14.551592999999999,21.558878,,8.487836999999999,0.99999875,0.11,-196.40083,0.99834496,2193.5844004154205
340,6820,23.340006,1.6454431,0.96,10.616708000000001,,17.273659,17.273659,340.43987999999996,1.6017641000000002,13.874417999999999,0.193,10.881734,9.389010422976606,,8.513226,341,11.371939999999999,14.586109,21.160742000000003,,8.5498705,0.99999875,0.11,-195.76146,0.9983574000000001,2212.0577039718632
341,6840,23.354084,1.6423436000000002,0.96,10.610642,,17.273659,17.273659,341.44934,1.6058264,13.881956,0.193,10.876508,9.38069404440578,,8.513577,342,11.369011,14.620541000000001,16.454906,,8.542334,0.99999875,0.11,-195.13956000000002,0.9983898999999999,2233.1022729873653
342,6860,23.370232,1.6392735,0.96,10.604472999999999,,17.273659,17.273659,342.4878,1.6320217,13.872119,0.193,10.871817,9.329704684072297,,8.514422,343,11.366092,14.654874,10.509857,,8.4945135,0.99999875,0.11,-194.53856000000002,0.99850667,2255.8348791599274
343,6880,23.386398,1.6362325,0.96,10.598359,,17.273659,17.273659,343.5257,1.6289568,13.890422000000001,0.193,10.867179,9.337315706033193,,8.515281,344,11.36318,14.689123,20.170855,,8.501333,0.99999875,0.11,-193.91298,0.9986212,2273.246377706528
344,6900,23.402483,1.6332206,0.96,10.592277000000001,,17.273659,17.273659,344.56165,1.6244843,13.890920000000001,0.193,10.862519,9.338154242650825,,8.51608,345,11.360277,14.723294000000001,14.064094,,8.499905,0.99999875,0.11,-193.30875,0.9987294,2286.893666267395
345,6920,23.41892,1.6302375,0.96,10.586186999999999,,17.273659,17.273659,345.60193,1.626287,13.900355,0.193,10.857932,9.318649902898445,,8.516912,346,11.357383,14.7573805,17.157957,,8.485396000000001,0.99999875,0.11,-192.69907,0.9988495000000001,2307.7510828971867
346,6940,23.434982,1.6272813999999998,0.96,10.580186,,17.273659,17.273659,346.63599999999997,1.6176233,13.894939,0.193,10.853311999999999,9.339880448479347,,8.517675,347,11.354497,14.791391,12.023231,,8.503556,0.99999875,0.11,-192.10768000000002,0.99895096,2329.3087813854213
347,6960,23.44987,1.6243541000000001,0.96,10.574306,,17.273659,17.273659,347.65216000000004,1.597264,13.900292000000002,0.193,10.848423,9.3728605129227,,8.518134,348,11.35162,14.825335,15.759357000000001,,8.533789,0.99999875,0.11,-191.50902,0.9990005,2350.75625872612
348,6980,23.46409,1.6214538,0.96,10.568486,,17.273659,17.273659,348.65765,1.5840242,13.903542000000002,0.193,10.84335,9.381542804061828,,8.518373,349,11.34875,14.859201,15.035963,,8.543363000000001,0.99999875,0.11,-190.91588000000002,0.9990190999999999,2367.3655276298527
349,7000,23.473114000000002,1.6185786,0.96,10.562766,,17.273659,17.273659,349.58313,1.5013381000000001,13.901195999999999,0.193,10.836471000000001,9.409928330468542,,8.516755999999999,350,11.345889,14.892917,13.084429,,8.566744,0.99999875,0.11,-190.33188,0.9988089,2384.1460456848145
350,7020,23.48471,1.6157315,0.96,10.55706,,17.273659,17.273659,350.54712,1.536849,13.901847,0.193,10.830537,9.400996056664482,,8.516058000000001,351,11.343036,14.92661,14.131893,,8.55979,0.99999875,0.11,-189.74812,0.99870974,2405.282127380371
351,7040,23.499385999999998,1.6129096,0.96,10.551326,,17.273659,17.273659,351.55658,1.5794911,13.904191,0.193,10.825648,9.37868667561884,,8.516374,352,11.340191,14.960245,14.72919,,8.538618,0.99999875,0.11,-189.16592,0.99874026,2422.0006148815155
352,7060,23.515392000000002,1.6101141,0.96,10.545568,,17.273659,17.273659,352.58496,1.5958602,13.918779999999998,0.193,10.821164999999999,9.357704777822276,,8.517057000000001,353,11.337354,14.993794,19.0562,,8.519003,0.99999875,0.11,-188.57471999999999,0.99882424,2440.759649991989
353,7080,23.532293,1.6073449,0.96,10.539691,,17.273659,17.273659,353.62567,1.605926,13.921814000000001,0.193,10.816767,9.295289809964508,,8.517789,354,11.334525,15.02725,14.995219,,8.464813000000001,0.99999875,0.11,-187.99832,0.99894255,2455.7758104801183
354,7100,23.546932,1.6045988000000002,0.96,10.534061999999999,,17.273659,17.273659,354.63232,1.5694504999999999,13.93033,0.193,10.811922000000001,9.382276630577909,,8.5180435,355,11.331704,15.060659,16.946438,,8.541898,0.99999875,0.11,-187.41977,0.9989643,2474.1252210140233
355,7120,23.562922,1.6018786,0.96,10.528407000000001,,17.273659,17.273659,355.65826,1.5863614,13.930162,0.193,10.807478,9.356805695686957,,8.518663,356,11.328891,15.093979999999998,13.872233999999999,,8.520230999999999,0.99999875,0.11,-186.85303000000002,0.99904007,2492.776886224747
356,7140,23.579319,1.5991831,0.96,10.52275,,17.273659,17.273659,356.68964,1.5894537,13.941111,0.193,10.803144,9.346322827271576,,8.51936,357,11.326086,15.127223999999998,17.840523,,8.508801,0.99999875,0.11,-186.27837,0.9991306000000001,2513.8360505104065
357,7160,23.595665,1.5965103,0.96,10.517103,,17.273659,17.273659,357.71957000000003,1.5857472,13.927931,0.193,10.798772,9.34294048913511,,8.519984,358,11.323289,15.160394,9.22423,,8.501528,0.99999875,0.11,-185.73096999999999,0.9992167,2534.906202554703
358,7180,23.612192,1.5938617,0.96,10.511497,,17.273659,17.273659,358.7516,1.5855536,13.930497,0.193,10.794492,9.339817283834996,,8.520667999999999,359,11.320499,15.193489000000001,14.850979999999998,,8.504155,0.99999875,0.11,-185.17099,0.99930805,2555.739591598511
359,7200,23.628368,1.5912373,0.96,10.505965,,17.273659,17.273659,359.77765,1.5774214,13.940145000000001,0.193,10.790171,9.356795640323737,,8.521278,360,11.317718,15.226513,17.405552,,8.520167,0.99999875,0.11,-184.60701,0.9993824,2571.6276128292084
360,7220,23.6453,1.5886353000000002,0.96,10.500331,,17.273659,17.273659,360.81445,1.5858471,13.927318,0.193,10.785922,9.30634057596638,,8.521927999999999,361,11.314944,15.259457999999999,9.310625,,8.472358999999999,0.99999875,0.11,-184.06856000000002,0.9994860000000001,2592.740477323532
361,7240,23.659468,1.5860558,0.96,10.494946,,17.273659,17.273659,361.8088,1.5412362,13.939254,0.193,10.781039,9.391021975640443,,8.521914500000001,362,11.312178,15.292348,18.249392,,8.550901,0.99999875,0.11,-183.50845,0.99947184,2611.279191255569
362,7260,23.674553,1.5835001,0.96,10.489563,,17.273659,17.273659,362.8164,1.5521425,13.950969,0.193,10.77646,9.381375998313088,,8.522173,363,11.309419,15.325164000000001,18.192905,,8.541108,0.99999875,0.11,-182.95161000000002,0.99949425,2632.302462100983
363,7280,23.691105,1.580965,0.96,10.484108,,17.273659,17.273659,363.84564,1.5713794,13.936601999999999,0.193,10.772256,9.34021179940565,,8.522774,364,11.306668,15.357901000000002,8.723002000000001,,8.5036545,0.99999875,0.11,-182.42378,0.9995759,2648.8224749565125
364,7300,23.707743,1.5784537,0.96,10.478688,,17.273659,17.273659,364.87552,1.5700014,13.944054999999999,0.193,10.768105499999999,9.342716209625538,,8.523397000000001,365,11.303925,15.390563,16.6578,,8.5059395,0.99999875,0.11,-181.87712,0.99965894,2667.611304759979
