,DenMISELogFirst,MISE,TimeElapsed,URet,DenMISEMeanLog,ReturnStepMax,ReturnAbsMax,LQGmu1,LQGsigma,TimestepsSoFar,Bound,DenMISELogLast,target_sum_log_mean,ReturnMean,IWNorm2,ReturnMin,IWMax,Iteration,IWNorm1,ReturnLastEpisode,LQGmu01,ReturnMax,IWMin,IWMean,IWLastEpisode,SqrtESSClassic,IWFirstEpisode
0,13.511501,17.759897,0.11218714714050293,17.497854397219367,13.511501,0.99233466,15.807039999999999,-0.097,0.11,20,65.181015,13.511501,13.627989000000001,15.807039999999999,1.1235435,,1.1235435,1,1.1235435,15.807039999999999,-0.01,15.807039999999999,,1.1235435,1.1235435,1.0,1.1235435
1,13.571441,19.926796,5.046424150466919,17.130192872932227,16.620287,0.99233466,15.807039999999999,-0.096,0.11,40,53.84952,19.669134,16.852615,15.635622,1.8264211,,1.4720919,2,2.5531836,15.464203,-0.01,15.807039999999999,,1.2765918,1.4720919,1.3979161,1.0810918
2,13.598112,19.139084,5.327764511108398,16.93629979901684,15.874967000000002,0.99233466,15.807039999999999,-0.094,0.11,60,46.981705,14.21151,16.069005999999998,15.520757000000001,2.173046,,1.5562749,3,3.7010984,15.291028,-0.009,15.807039999999999,,1.2336994,1.0709236999999998,1.7031845,1.0738997
3,13.616419,18.857979,5.6169612407684335,17.49989919137939,15.985079,0.99233466,15.807039999999999,-0.092,0.11,80,43.370540000000005,16.149319000000002,16.146963,15.590519,2.5043792999999996,,1.7585093,4,4.844882,15.799803,-0.009,15.807039999999999,,1.2112205,0.97556144,1.934564,1.0616385
4,13.628670999999999,19.466337,5.939091682434082,16.792229130930323,14.799211499999998,0.99233466,15.807039999999999,-0.09,0.11,100,41.65354,9.897364,14.986785999999999,15.508571,2.9418375,,1.9653243000000002,5,6.2876444000000005,15.180782,-0.009,15.807039999999999,,1.2575288999999998,1.3744258999999999,2.1373186,1.027189
5,13.633192000000001,20.859606,6.3203275203704825,16.14024079483605,15.373820000000002,0.99233466,15.807039999999999,-0.088,0.11,120,41.443535,18.04593,15.624195,15.344470000000001,3.5645387000000004,,2.036501,6,8.211962,14.523967,-0.009,15.807039999999999,,1.3686603000000002,2.036501,2.3037937000000004,0.98281914
6,13.630734,20.152418,6.572447776794434,17.116416803622318,15.0380335,0.99233466,15.807039999999999,-0.085,0.11,140,39.728912,12.728631,15.228004,15.36106,3.8193773999999996,,2.2241516,7,9.251868,15.460598999999998,-0.009,15.807039999999999,,1.3216954,1.0510207,2.42235,0.8939671
7,13.617392,16.95216,7.044615983963013,17.198312468141573,15.093110000000001,0.99233466,15.807039999999999,-0.078,0.11,160,38.001957,15.219219,14.958028,15.382485,3.9565787000000006,,2.7070594,8,8.913406,15.532463,-0.008,15.807039999999999,,1.1141758,0.53129154,2.2528064,0.5915849
8,13.5709505,1.4802813999999997,7.298784017562866,16.81269373395714,14.7304945,0.99233466,15.807039999999999,-0.054,0.11,180,34.087982000000004,11.761211999999999,11.098363,15.362206,0.5998804,,0.5732471,9,0.87240136,15.199982,-0.005,15.807039999999999,,0.096933484,0.06849934,1.4542921999999998,0.013206396
9,13.467056,0.7460207,7.656343936920166,16.602692477316403,14.927979999999998,0.99233466,15.807039999999999,-0.051,0.11,200,35.171307,17.558805,10.412874,15.322042000000001,0.35405767,,0.34405437,10,0.48771745,14.960573000000002,-0.005,15.807039999999999,,0.048771746,0.004872351,1.3775084999999998,0.006105780600000001
10,13.372356,3.2497237,8.453516721725464,16.104338530724252,15.244584,0.99233466,15.807039999999999,-0.044,0.11,220,48.498634,19.315569,9.423384,15.249131,2.3428228,,2.3409153999999996,11,2.455292,14.520017000000001,-0.004,15.807039999999999,,0.22320837,2.3409153999999996,1.0480058,0.0009425399
11,13.285430999999999,0.07886972,8.789992809295653,14.68131334571232,15.078104999999999,0.99233466,15.807039999999999,-0.022,0.11,240,42.0871,14.000643,1.3907143,15.0827,0.06252730000000001,,0.06194204,12,0.07058413,13.251944,-0.002,15.807039999999999,,0.0058820113,0.06194204,1.1288531000000002,2.0940314999999997e-07
12,13.205388000000001,6.4969472999999995,9.18183946609497,14.70294029875,15.123911999999999,0.99233466,15.807039999999999,-0.035,0.11,260,38.466465,16.628256,8.012116,14.945716000000001,4.2531085,,3.632104,13,6.3087335,13.3019085,-0.004,15.807039999999999,,0.48528720000000003,3.632104,1.483323,6.4501946e-05
