,TimestepsSoFar,IWNorm1,ReturnAbsMax,TimeElapsed,DenMISELogFirst,LQGmu01,ReturnMean,ReturnMax,ReturnLastEpisode,DenMISEMeanLog,IWNorm2,Iteration,target_sum_log_mean,IWMin,LQGmu1,URet,SqrtESSClassic,ReturnStepMax,DenMISELogLast,MISE,IWMean,ReturnMin,IWFirstEpisode,IWLastEpisode,Bound,IWMax,LQGsigma
33,680,36.567209999999996,16.98101,46.003647089004524,15.075820000000002,-0.023,16.71367,16.98101,16.808064,16.321945,6.5453660000000005,34,15.295829000000001,,-0.225,18.5736169893156,5.586733000000001,0.99999875,18.748745,18.050709,1.0755062,,1.1650442e-16,0.9775321,24.129757,1.3318127,0.11
34,700,37.651917,16.98101,47.426186800003045,15.046832,-0.023,16.715920999999998,16.98101,16.792444,16.386301,6.6494083,35,15.378669,,-0.226,18.557330051027886,5.662446,0.99999875,18.502562,18.056267000000002,1.0757691,,8.390602499999999e-17,1.3090783000000001,24.054031,1.354531,0.11
35,720,38.630123,16.98101,48.52103066444397,15.018661499999999,-0.023,16.721420000000002,16.98101,16.913887,16.327582999999997,6.855325,36,15.258181,,-0.229,18.681751673350586,5.635053,0.99999875,14.200346,18.021832999999997,1.073059,,1.1359648e-17,1.5589203999999999,24.048754000000002,1.5589203999999999,0.11
36,740,41.793118,17.002167,50.24631452560425,14.991261999999999,-0.032,16.72901,17.002167,17.002167,16.239843,39.835262,37,8.421764,,-0.308,18.777417845959167,1.0491488000000002,0.99999875,13.0122175,19.197052,1.1295437,,,39.83017,51.608406,39.83017,0.11
37,760,59.95992,17.017862,51.665594577789314,14.964594,-0.035,16.73661,17.017862,17.017862,16.13286,47.737590000000004,38,4.9787230000000005,,-0.334,18.793688400854414,1.2560315,0.99999875,12.377563,26.845657,1.5778927,,,45.591496,53.943484999999995,45.591496,0.11
38,780,52.29402,17.017862,53.19250869750977,14.938619000000001,-0.033,16.742697,17.017862,16.973979999999997,16.10451,30.141853,39,7.165833999999999,,-0.321,18.7451014779693,1.7349305,0.99999875,14.903663,22.78935,1.3408723999999999,,,18.796577,42.407270000000004,19.407843,0.11
39,800,50.230827000000005,17.017862,55.0650634765625,14.913301,-0.033,16.746475,17.017862,16.893864,16.146063,24.679029999999997,40,7.995876299999999,,-0.317,18.666596850613754,2.0353649,0.99999875,17.643573999999997,21.308376000000003,1.2557707,,,12.731131,38.03055,13.191386999999999,0.11
40,820,39.587395,17.017862,56.54015350341797,14.888608999999999,-0.033,16.744673000000002,17.017862,16.67258,16.042294000000002,19.3035,41,7.957582,,-0.318,18.43615965298496,2.0507886,0.99999875,11.781651,16.383210000000002,0.9655461999999999,,,0.04899687,32.979614,10.159022,0.11
41,840,41.47399,17.036987,58.15362191200256,14.864510999999998,-0.033,16.751632999999998,17.036987,17.036987,15.955551999999999,18.085136,42,8.1272745,,-0.318,18.811421592345773,2.2932639999999997,0.99999875,12.517551,16.768747,0.987476,,,8.442229,31.627035,8.442229,0.11
42,860,42.978928,17.036987,59.94515013694763,14.840981,-0.033,16.755014000000003,17.036987,16.897029999999997,15.925735000000001,17.148518,43,8.205176,,-0.319,18.66265515370239,2.5062766,0.99999875,14.756577499999999,16.958652,0.99950993,,,7.3017244,30.554108000000003,7.3017244,0.11
43,880,44.202538,17.036987,61.39174270629883,14.817991000000001,-0.034,16.759532999999998,17.036987,16.953827,15.890761999999999,16.581825,44,7.555032300000001,,-0.326,18.728042855978387,2.6657221,0.99999875,14.447724,17.044228,1.0046031,,,7.389866400000001,29.826496000000002,7.389866400000001,0.11
44,900,45.288853,17.0568,63.10686683654785,14.795518,-0.033,16.766138,17.0568,17.0568,15.862855,15.774849,45,8.073489,,-0.323,18.833702394200504,2.870953,0.99999875,14.683988000000001,17.085566,1.006419,,,5.5176787,28.967892,6.063083,0.11
45,920,46.539970000000004,17.105791,65.31744790077211,14.773539999999999,-0.035,16.773523,17.105791,17.105791,15.855991,15.856556,46,6.926508999999999,,-0.334,18.884181327212094,2.9350617000000003,0.99999875,15.586481,17.197468,1.0117385,,,7.5468307,28.853640000000002,7.5468307,0.11
46,940,47.852055,17.105791,67.83471512794496,14.752032999999999,-0.036,16.777164000000003,17.105791,16.944744,15.623301500000002,16.381388,47,5.6203732,,-0.344,18.71428304154274,2.9211232999999996,0.99999875,4.952071,17.301825,1.0181289,,,7.839481,29.013615,8.198447,0.11
47,960,49.696774,17.105791,69.44684505462646,14.730979999999999,-0.037,16.779394,17.105791,16.884106,15.595801999999999,17.307661,48,4.5745225,,-0.354,18.6542015558529,2.8713743999999997,0.99999875,14.33049,17.576319,1.0353495000000001,,,9.032167,29.491024,9.032167,0.11
48,980,51.704483,17.105791,71.28291249275208,14.710360999999999,-0.036,16.784489999999998,17.105791,17.029132999999998,15.599951,15.864131,49,5.824829,,-0.346,18.803502026355442,3.2592068,0.99999875,15.8127365,17.918991000000002,1.0551935,,,4.786903,28.415896999999998,6.895619,0.11
49,1000,53.467674,17.105791,72.89389538764955,14.690157999999998,-0.037,16.789864,17.105791,17.053139,15.643388,16.025063,50,5.57146,,-0.351,18.830484807632317,3.3365032999999995,0.99999875,17.75536,18.168634,1.0693535,,,6.444591,28.422359999999998,6.6203494,0.11
50,1020,55.112007,17.105791,74.84666180610655,14.670354999999999,-0.037,16.793995000000002,17.105791,17.000654,15.498884,15.633204999999998,51,5.7450624,,-0.35,18.77690952430356,3.5253172,0.99999875,8.242494,18.361053,1.0806276000000001,,,5.1662550000000005,28.065594,5.8976517,0.11
51,1040,55.967490000000005,17.105791,76.74045825004579,14.650936999999999,-0.036,16.798172,17.105791,17.011152,15.415029999999998,14.944701,52,6.2665873,,-0.347,18.78691123019704,3.7449722000000003,0.99999875,11.092305999999999,18.288448000000002,1.0762979,,,3.7941406000000004,27.423784,5.0988107000000005,0.11
52,1060,57.095825,17.105791,78.34145402908325,14.631888,-0.036,16.800615,17.105791,16.927664,15.373192000000001,14.598476999999999,53,6.5806217,,-0.345,18.69866069191428,3.9110807999999997,0.99999875,13.151007,18.300104,1.0772796999999998,,,3.9421003,27.047451000000002,4.6131177,0.11
53,1080,58.379940000000005,17.105791,79.51715612411498,14.613195999999999,-0.036,16.80614,17.105791,17.099014,15.436967000000001,14.576132999999999,54,6.5394907,,-0.348,18.878139634010843,4.0051737,0.99999875,18.76661,18.374457999999997,1.08111,,,4.3900623,26.916306,4.532218,0.11
54,1100,58.561280000000004,17.105791,80.78352308273315,14.594848,-0.036,16.80981,17.105791,17.007912,15.392179999999998,14.020629000000001,55,7.0225606,,-0.345,18.78362181503431,4.176794,0.99999875,12.918343,18.096042999999998,1.0647506000000002,,,2.6099014,26.286915000000004,4.018985,0.11
55,1120,59.303265,17.105791,82.39693546295166,14.576829,-0.036,16.813816,17.105791,17.03414,15.368970999999998,13.696906,56,7.426991,,-0.342,18.808790408848978,4.3296833,0.99999875,14.04984,17.999472,1.0589868999999998,,,2.951897,25.901107999999997,3.6280602999999996,0.11
56,1140,60.293769999999995,17.105791,84.50018906593324,14.55913,-0.037,16.817587,17.105791,17.028732,15.346626,14.1139,57,6.525488,,-0.352,18.805024826654037,4.2719426,0.99999875,14.056322,17.983612,1.0577854,,,5.0481334,25.99205,5.0481334,0.11
57,1160,61.03601,17.1349,86.58444142341614,14.541738,-0.038,16.823057000000002,17.1349,17.1349,15.316844,14.885994,58,5.575761,,-0.362,18.91437195170537,4.1002307,0.99999875,13.5823,17.906237,1.052345,,,5.5066447,26.264253999999998,6.3255916,0.11
58,1180,62.714092,17.1349,88.91642713546753,14.524643,-0.038,16.82532,17.1349,16.956557999999998,15.310573000000002,14.415282000000001,59,6.091175,,-0.359,18.72912186798229,4.3505282,0.99999875,14.917342999999999,18.080862,1.0629507,,,3.59135,25.95802,5.3421015999999995,0.11
59,1200,62.506954,17.1349,90.68654894828795,14.507836,-0.039,16.828064,17.1349,16.989932999999997,15.302319,16.170391,60,4.429206400000001,,-0.375,18.767583126462423,3.8655190000000004,0.99999875,14.772638,17.725586,1.0417826,,,7.478822999999999,26.591095000000003,7.478822999999999,0.11
60,1220,61.773880000000005,17.1349,92.97890424728394,14.491306,-0.039,16.831795,17.1349,17.05572,15.322579000000001,14.818859,61,5.1590004,,-0.37,18.831545775199004,4.1685989999999995,0.99999875,16.52254,17.228711999999998,1.0126866,,,0.98086774,25.44965,6.092132599999999,0.11
61,1240,64.77385,17.1349,95.29889941215515,14.475045999999999,-0.037,16.832943,17.1349,16.902946,15.288584,13.549014999999999,62,6.779248700000001,,-0.357,18.67472212511033,4.7807055,0.99999875,13.222276,17.764785999999997,1.0447395000000002,,,2.1610259999999997,24.933142,3.9315953,0.11
62,1260,66.60876999999999,17.1349,97.18586015701294,14.459045000000001,-0.037,16.833931,17.1349,16.895166,15.348560999999998,13.379999,63,7.345797999999999,,-0.353,18.666728781894047,4.9782343000000004,0.99999875,19.037506,17.971237,1.0572821000000001,,,3.073503,24.855164000000002,3.3716769999999996,0.11
63,1280,67.53538499999999,17.1349,98.83901762962341,14.443297,-0.038,16.837349,17.1349,17.052605,15.343378,13.665102,64,6.9198575,,-0.359,18.829203917821893,4.942179,0.99999875,14.973662,17.941288,1.0552404,,,3.5848315000000004,24.875435,3.8548381000000003,0.11
64,1300,68.51785,17.1349,100.90054893493652,14.4277935,-0.038,16.840906,17.1349,17.068668,15.361476999999999,13.970635999999999,65,6.602504,,-0.363,18.84535156570625,4.904419,0.99999875,16.478886,17.927671,1.0541208,,,3.6885695,24.915207000000002,4.1959995999999995,0.11
65,1320,69.12485,17.1349,102.92214441299437,14.412526000000002,-0.037,16.843737,17.1349,17.027727,15.334244,13.384966,66,7.222416,,-0.358,18.80409618924853,5.164365,0.99999875,13.524707999999999,17.810484,1.0473461,,,1.7028915,24.446304,3.4906157999999996,0.11
66,1340,70.35082,17.1349,105.66403770446777,14.397488000000001,-0.038,16.847345,17.1349,17.085459,15.261381,13.469454999999998,67,7.126132000000001,,-0.36,18.86304093858708,5.222989599999999,0.99999875,10.41763,17.860035,1.0500121999999998,,,3.1079686,24.421373000000003,3.5246188999999997,0.11
67,1360,71.471466,17.1349,108.0114586353302,14.382673,-0.037,16.84935,17.1349,16.983632999999998,15.184507,13.126625,68,7.614261999999999,,-0.356,18.751681085959184,5.444771,0.99999875,9.996300999999999,17.874691000000002,1.051051,,,2.1802862000000003,24.168766,2.9767604,0.11
68,1380,72.64296,17.1349,110.11247014999391,14.368073999999998,-0.037,16.851057,17.1349,16.967163,15.248063,13.013549000000001,69,7.987857000000001,,-0.354,18.742636107165612,5.5821023,0.99999875,19.529617000000002,17.902046,1.0527965,,,2.4021673,24.041275,2.7146342,0.11
69,1400,73.677246,17.1349,112.57830286026,14.353685,-0.037,16.852439999999998,17.1349,16.947855,15.195651000000002,13.174198,70,7.6980276,,-0.357,18.721409474369032,5.592541000000001,0.99999875,11.536648,17.896746,1.0525321,,,2.8771765,24.024513,2.985457,0.11
70,1420,74.60911999999999,17.1349,115.06907892227171,14.3395,-0.038,16.854078,17.1349,16.96875,15.165232000000001,13.506085,71,7.264997500000001,,-0.363,18.742953648119464,5.5241117,0.99999875,12.9935,17.86819,1.0508327,,,3.2565793999999997,24.071867,3.3941052000000003,0.11
71,1440,75.672676,17.15812,117.71834754943848,14.325515,-0.039,16.8583,17.15812,17.15812,15.139825,13.938438,72,6.857939699999999,,-0.368,18.936815612980748,5.429064299999999,0.99999875,13.295929000000001,17.8805,1.0510093999999999,,,3.6085572,24.20134,3.7753537000000006,0.11
72,1460,78.48085,17.15812,120.14140796661377,14.311720999999999,-0.052,16.861437,17.15812,17.087284,15.113176999999999,63.549103,73,-6.097826,,-0.477,18.865374768402095,1.2349639,0.99999875,13.155001,18.355733999999998,1.0750802,,,63.16016,46.142975,63.16016,0.11
73,1480,73.69481,17.15812,122.54673361778259,14.298116,-0.053,16.862417,17.15812,16.933933,15.085726999999999,43.825737,74,-6.667735,,-0.484,18.70938782989822,1.6815418000000002,0.99999875,13.246093,16.949423,0.9958758,,,26.654907,37.357025,34.254314,0.11
74,1500,82.31781,17.15812,124.43297576904295,14.284692999999999,-0.052,16.866217000000002,17.15812,17.147425,15.081094,39.978195,75,-5.593275,,-0.478,18.92830924883013,2.0590677,0.99999875,14.874042499999998,18.721197,1.0975708,,,24.610159,35.387108000000005,24.610159,0.11
75,1520,82.056854,17.15812,125.95301032066344,14.271447,-0.052,16.868595000000003,17.15812,17.046885,15.046859,34.459354,76,-5.050606,,-0.476,18.825691492754704,2.381265,0.99999875,12.493886999999999,18.411697,1.0796955,,,14.686430999999999,32.822624,18.764751,0.11
76,1540,85.08853,17.15812,128.51171827316284,14.258375,-0.051,16.870691,17.15812,17.030089999999998,15.0666,31.1347,77,-3.6983080000000004,,-0.468,18.806285139177675,2.7329164,0.99999875,16.570438,18.838207,1.1050459,,,13.0644245,31.394844,14.989898,0.11
77,1560,81.845535,17.15812,131.45297002792358,14.245472,-0.05,16.873316,17.15812,17.075375,15.069277,27.123894,78,-2.7003963,,-0.463,18.854060986544933,3.01747,0.99999875,15.237454999999999,17.888338,1.0493017,,,5.064519000000001,29.260859000000004,12.369244,0.11
78,1580,81.04489000000001,17.15812,133.6312954425812,14.232732999999998,-0.049,16.875128,17.15812,17.016502,15.130901000000001,24.184233,79,-1.5341291000000001,,-0.456,18.794547262026523,3.3511457,0.99999875,19.937273,17.486404,1.0258847,,,4.4195347,27.726554999999998,10.305796,0.11
79,1600,84.2808,17.15812,135.05431151390076,14.220154,-0.048,16.87673,17.15812,17.003407,15.080135999999998,22.242744000000002,80,-0.20443067,,-0.446,18.779621152285614,3.7891366,0.99999875,11.081337,17.95291,1.05351,,,5.7915564,27.009388,9.037078,0.11
80,1620,84.60562,17.15812,137.40110111236572,14.207730999999999,-0.047,16.878829999999997,17.15812,17.0467,15.041804999999998,20.23226,81,1.0507329,,-0.437,18.824029442240047,4.181719,0.99999875,11.952126,17.798257999999997,1.0445138,,,1.996148,26.004509,7.725430499999999,0.11
81,1640,89.020615,17.15812,140.37922549247742,14.195460999999998,-0.045,16.881239,17.15812,17.076393,15.082594,19.127449,82,2.446601,,-0.426,18.855431042941557,4.6540766,0.99999875,18.365723000000003,18.498817000000003,1.0856173,,,4.7675133,25.87219,6.335861,0.11
82,1660,92.27360999999999,17.15812,142.9393126964569,14.18334,-0.045,16.882604999999998,17.15812,16.994404,15.0918865,18.846039,83,3.0535812,,-0.422,18.769961921999773,4.8961806,0.99999875,15.788366,18.939814000000002,1.1117302,,,5.282836,25.948591,5.606980999999999,0.11
83,1680,94.07184000000001,17.15812,145.66936731338498,14.171364,-0.044,16.884054000000003,17.15812,17.00452,15.036821,18.21205,84,3.6482441,,-0.417,18.780289925570756,5.1653624,0.99999875,10.373549,19.076439,1.1199028,,,3.7260532,25.719969,5.1850457,0.11
84,1700,95.31345999999999,17.15812,148.10808753967285,14.159529999999998,-0.043,16.884726999999998,17.15812,16.94142,15.04505,17.279001,85,4.622492299999999,,-0.409,18.71466482145943,5.5161443,0.99999875,15.633272,19.095865,1.1213348,,,2.3449597,25.316921,4.7485456,0.11
85,1720,97.81235,17.15812,150.8178856372833,14.147832999999999,-0.042,16.88723,17.15812,17.099821,15.021269,16.726728,86,5.480571299999999,,-0.401,18.877872011317926,5.847667700000001,0.99999875,12.892918,19.368132,1.1373528,,,3.2895007000000005,25.236496,4.236461599999999,0.11
86,1740,97.9053,17.15812,153.0694415569305,14.136272,-0.042,16.889345000000002,17.15812,17.07116,15.029794,16.043229999999998,87,6.2173742999999995,,-0.394,18.84610751577566,6.1025925,0.99999875,15.6382,19.161022,1.1253482,,,1.0768411,24.784245000000002,3.7755193999999994,0.11
87,1760,99.90553,17.15812,155.21728467941284,14.124844,-0.041,16.892239,17.15812,17.144000000000002,15.056116000000001,15.904239000000002,88,6.636219500000001,,-0.391,18.924464321240848,6.281692,0.99999875,17.231668,19.332989,1.1352901000000002,,,3.2671187,24.795887,3.6481388,0.11
88,1780,100.932846,17.15812,157.4379737377167,14.113544000000001,-0.042,16.89469,17.15812,17.110332,15.0586815,16.051094,89,6.460471599999999,,-0.394,18.88878071127164,6.2882223,0.99999875,15.159522,19.31652,1.134077,,,3.2167950000000003,24.773745,3.5542858,0.11
89,1800,102.145966,17.15812,159.56743192672732,14.102371,-0.042,16.895951999999998,17.15812,17.008329999999997,15.084694,15.930472,90,6.680834299999999,,-0.393,18.78560025149914,6.411986,0.99999875,17.276094,19.329954,1.1349552,,,2.7947919999999997,24.681843,3.4554281000000002,0.11
90,1820,103.922195,17.15812,161.98598766326901,14.091320999999999,-0.042,16.897232000000002,17.15812,17.012516,14.890707,16.043064,91,6.5422807,,-0.394,18.78633119913241,6.4777026,0.99999875,-2.6932158,19.4493,1.1420021,,,3.4871016000000004,24.746895000000002,3.4871016000000004,0.11
91,1840,103.19119,17.15812,164.5606231689453,14.080392000000002,-0.042,16.899883,17.15812,17.141119,14.918104000000001,15.939379999999998,92,6.4072533,,-0.397,18.921593734758112,6.473978,0.99999875,17.278927,19.105341,1.1216434,,,1.3306524,24.405983,3.4495093999999997,0.11
92,1860,104.29529000000001,17.15812,166.7365212440491,14.069581,-0.042,16.90094,17.15812,16.998207,14.961785,15.929321,93,6.492104,,-0.398,18.77504027577988,6.547378,0.99999875,18.868226999999997,19.101254,1.1214547,,,2.7779236000000003,24.342472,3.3708475,0.11
