,LQGmu01,ReturnLastEpisode,IWNorm1,MISE,DenMISEMeanLog,Bound,TimeElapsed,IWMin,ReturnMean,ReturnMax,LQGmu1,IWMax,Iteration,target_sum_log_mean,TimestepsSoFar,DenMISELogLast,IWMean,SqrtESSClassic,ReturnMin,URet,IWFirstEpisode,IWNorm2,ReturnStepMax,IWLastEpisode,ReturnAbsMax,DenMISELogFirst,LQGsigma
10,-1.0,16.567028,11.017955,16.588957,15.874877,27.146953999999997,5.710684537887572,,16.42527,16.693579999999997,-1.0,1.1111445,11,-31.261222999999998,220,17.067495,1.0016322,3.1622630000000003,,18.282009273010143,,3.4841995000000003,0.9994924999999999,1.1,16.693579999999997,16.204285000000002,0.11
11,-1.0,16.608158,12.018948,16.592274,16.06504,26.658932,6.0953333377838135,,16.440512,16.693579999999997,-1.0,1.10267,12,-27.135378000000003,240,18.159385999999998,1.0015789000000002,3.3166086999999997,,18.321912449345735,,3.6238667999999996,0.9994924999999999,1.090909,16.693579999999997,16.117273,0.11
12,-1.0,16.635754000000002,13.019758,16.597095,15.688127,26.235188,6.4322240352630615,,16.455528,16.693579999999997,-1.0,1.0955966000000001,13,-24.182695000000002,260,11.167104,1.0015199000000001,3.4640839999999997,,18.351209611903116,,3.7584996,0.9994924999999999,1.0833375,16.693579999999997,16.037231,0.11
13,-1.0,16.652094,14.006682999999999,16.58592,15.806807000000001,25.845947,6.787964105606079,,16.46957,16.693579999999997,-1.0,1.0886829,14,-21.211466,280,17.351136999999998,1.0004773999999999,3.6055143,,18.370095671690237,,3.8847949999999996,0.9994924999999999,1.0646712,16.693579999999997,15.963123000000001,0.11
14,-1.0,16.59113,15.006442999999999,16.586067,15.969254999999999,25.509242999999998,7.15442419052124,,16.477673,16.693579999999997,-1.0,1.0827601999999998,15,-18.576378,300,18.24559,1.0004295,3.7416236000000005,,18.30531020355257,,4.010676999999999,0.9994924999999999,1.0714386,16.693579999999997,15.894131,0.11
15,-1.0,16.568443,15.991503,16.569461999999998,16.004920000000002,25.190094000000002,7.4983484745025635,,16.483347,16.693579999999997,-1.0,1.0765536,16,-16.378319,320,16.541657999999998,0.9994689,3.8729365,,18.278878817501084,,4.1290383,0.9994924999999999,1.0525603000000001,16.693579999999997,15.829592000000002,0.11
16,-1.0,16.574465,16.991707,16.56995,16.119595,24.916813,7.914591312408447,,16.488707,16.693579999999997,-1.0,1.0710543,17,-14.355057,340,17.956814,0.9995122,3.9999654000000002,,18.279160984821264,,4.247963400000001,0.9994924999999999,1.0615888999999998,16.693579999999997,15.768968,0.11
17,-1.0,16.5419,17.992798,16.569288,16.234768,24.666914000000002,8.40661358833313,,16.491660999999997,16.693579999999997,-1.0,1.0662074,18,-12.54352,360,18.194876,0.9995999,4.1230803,,18.256455372919948,,4.3639209999999995,0.9994924999999999,1.0588245,16.693579999999997,15.711808999999999,0.11
18,-1.0,16.593172,18.99379,16.571466,16.322693,24.440929999999998,8.911025524139404,,16.497004999999998,16.693579999999997,-1.0,1.0619048,19,-10.937973,380,17.907239999999998,0.9996731,4.2426224,,18.308097205141088,,4.4768987000000005,0.9994924999999999,1.0555558999999999,16.693579999999997,15.657742,0.11
19,-1.0,16.60149,19.99449,16.573618,16.352076,24.233181,9.264723300933838,,16.502228,16.693579999999997,-1.0,1.0580393,20,-9.54289,400,16.912024,0.9997245000000001,4.358886,,18.309139171908146,,4.5870643,0.9994924999999999,1.0524219,16.693579999999997,15.606448,0.11
20,-1.0,16.607426,20.995342,16.575974,16.378854999999998,24.041584,9.637872934341429,,16.507238,16.693579999999997,-1.0,1.0545578000000002,21,-8.280596000000001,420,16.915928,0.9997782,4.472127400000001,,18.32038752072073,,4.6947103,0.9994924999999999,1.0499998,16.693579999999997,15.557657999999998,0.11
21,-1.0,16.621206,21.998676,16.58064,16.245245,23.866329999999998,10.211024045944212,,16.512419,16.693579999999997,-1.0,1.0517818,22,-7.291013,440,13.440752,0.99993986,4.5825677,,18.334874602480603,,4.8005133,0.9994924999999999,1.0505517,16.693579999999997,15.511138,0.11
22,-1.0,16.645418,23.008865,16.590956,15.886003,23.709154,10.690502882003782,,16.518202,16.693579999999997,-1.0,1.0558857,23,-6.624542,460,7.9837375,1.0003853999999999,4.690394400000001,,18.36025575061141,,4.9055290000000005,0.9999321,1.0558857,16.693579999999997,15.466686,0.11
23,-1.0,16.643665,24.023186,16.603185999999997,15.96095,23.564958999999998,11.259277820587158,,16.523429999999998,16.693579999999997,-1.0,1.0571351,24,-5.609275299999999,480,17.685351999999998,1.0009661,4.795783999999999,,18.355405337104585,,5.0092300000000005,0.9999321,1.055089,16.693579999999997,15.424126999999999,0.11
24,-1.0,16.474268,25.026161,16.599829,16.068918,23.415049,11.580582857131958,,16.521461,16.693579999999997,-1.0,1.0580508999999998,25,-4.6367199999999995,500,18.660063,1.0010464,4.8989115,,18.181579617708394,,5.108515000000001,0.9999321,1.0400358,16.693579999999997,15.383304999999998,0.11
25,-1.0,16.578955,26.030542,16.601824,16.100216,23.279375,12.123486518859865,,16.523674,16.693579999999997,-1.0,1.0589184999999999,26,-3.8073550000000003,520,16.882416,1.0011747,4.999911,,18.290272164458013,,5.2062016,0.9999406,1.0403612,16.693579999999997,15.344084,0.11
26,-1.0,16.575645,27.034278999999998,16.603146,16.261,23.151049,13.093302011489868,,16.525599,16.693579999999997,-1.0,1.059705,27,-2.907695,540,20.441048000000002,1.0012696,5.098909,,18.28527376198901,,5.3019733,0.9999406,1.0384619000000002,16.693579999999997,15.306344000000001,0.11
27,-1.0,16.666382000000002,28.037703999999998,16.60755,16.257193,23.033075,13.837491989135742,,16.530626,16.693579999999997,-1.0,1.0604171999999998,28,-2.2254682,560,16.153858,1.0013466,5.19602,,18.383174265386195,,5.395996,0.9999406,1.0370506,16.693579999999997,15.269976000000002,0.11
28,-1.0,16.631007999999998,29.067799,16.625675,16.35204,22.935514,14.833430528640747,,16.534088,16.693579999999997,-1.0,1.0626702,29,-1.4910715,580,19.00705,1.0023379000000001,5.291285500000001,,18.350656244700577,,5.493523000000001,0.9999747999999999,1.0600896,16.693579999999997,15.234884,0.11
29,-1.0,16.657394,30.047022,16.615274,16.172104,22.815472,15.776603698730467,,16.538198,16.693579999999997,-1.0,1.0632764,30,-1.0757700000000001,600,10.952295,1.0015674,5.384855,,18.369724908539283,,5.5799129999999995,0.9999747999999999,1.0091069,16.693579999999997,15.200982999999999,0.11
30,-1.0,16.5629,31.047413,16.613770000000002,15.991129,22.709784,16.77687120437622,,16.538996,16.693579999999997,-1.0,1.0637192,31,-0.69928026,620,10.560934,1.0015295,5.476884,,18.271833940268387,,5.66881,0.9999747999999999,1.0312033999999999,16.693579999999997,15.168192999999999,0.11
31,-1.0,16.526922,32.049637,16.612148,15.961675,22.609057999999997,17.756306886672977,,16.538616,16.693579999999997,-1.0,1.0641159,32,-0.20608854,640,15.047613,1.0015512,5.567393,,18.232303366501448,,5.7566690000000005,0.9999747999999999,1.0322561,16.693579999999997,15.136445000000002,0.11
32,-1.0,16.579746,33.080444,16.626642,16.004927,22.529213000000002,18.6234929561615,,16.539864,16.693579999999997,-1.0,1.0656736999999998,33,0.32892817,660,17.387941,1.0024377,5.656376,,18.29827052614863,,5.848346,0.9999747999999999,1.0581483,16.693579999999997,15.105673000000001,0.11
33,-1.0,16.54951,34.09147,16.629720000000002,16.080446,22.442234,19.562105417251587,,16.540146,16.693579999999997,-1.0,1.0673233999999998,34,0.8667019,680,18.570710000000002,1.0026903,5.7440143,,18.25452184917287,,5.9351296,0.9999747999999999,1.0353016,16.693579999999997,15.075820000000002,0.11
34,-1.0,16.556555,35.095078,16.62932,16.157242,22.355774,20.337819814682007,,16.540617,16.693579999999997,-1.0,1.068781,35,1.3791076999999998,700,18.766165,1.0027165,5.830337,,18.26355260533026,,6.019391000000001,0.9999747999999999,1.0272664,16.693579999999997,15.046832,0.11
35,-1.0,16.646418,36.08995,16.627466000000002,16.110329999999998,22.271576,20.92119526863098,,16.543556,16.693579999999997,-1.0,1.069812,36,1.7433447,720,14.466160999999998,1.0024985999999998,5.9153996,,18.35702838415848,,6.1010165,0.9999747999999999,1.0189893,16.693579999999997,15.018661499999999,0.11
36,-1.0,16.658777,37.093674,16.63004,16.038607,22.195246,21.725939512252808,,16.546670000000002,16.693579999999997,-1.0,1.0707725000000001,37,2.0607598,740,13.4545555,1.0025318,5.999267,,18.37626134128336,,6.1830344,0.9999747999999999,1.0277768,16.693579999999997,14.991261999999999,0.11
37,-1.0,16.528223,38.09709,16.628809,16.055270999999998,22.118332000000002,22.408268213272095,,16.546185,16.693579999999997,-1.0,1.0716633999999998,38,2.4460514,760,16.66968,1.0025549999999999,6.081979799999999,,18.2252637878318,,6.2639294,0.9999747999999999,1.0269841999999998,16.693579999999997,14.964594,0.11
38,-1.0,16.53899,39.094584999999995,16.625416,16.095114000000002,22.042257,23.36038041114807,,16.546,16.693579999999997,-1.0,1.0723432,39,2.8354522999999996,780,17.606962,1.0024253,6.163584999999999,,18.241934638220123,,6.342832,0.9999747999999999,1.0209162,16.693579999999997,14.938619000000001,0.11
39,-1.0,16.515745000000003,40.102882,16.626064000000003,16.197649,21.973038,23.94555926322937,,16.545242000000002,16.693579999999997,-1.0,1.0731167,40,3.2703156000000004,800,20.194529,1.0025720999999999,6.244124,,18.22504968119146,,6.4224997,0.9999747999999999,1.0311158999999999,16.693579999999997,14.913301,0.11
40,-1.0,16.345411,41.111916,16.62269,16.015314,21.902433,24.93581914901733,,16.540369000000002,16.693579999999997,-1.0,1.0739766000000002,41,3.4040997,820,8.719721,1.0027297,6.3236337,,18.04649620350002,,6.5013123,0.9999747999999999,1.0309162,16.693579999999997,14.888608999999999,0.11
41,-1.0,16.534008,42.11493,16.621744,15.982185999999999,21.836731,25.62363910675049,,16.540216,16.693579999999997,-1.0,1.0747788999999999,42,3.6718813999999997,840,14.621603,1.0027363999999999,6.402155400000001,,18.233566239495946,,6.578242299999999,0.9999747999999999,1.0243002,16.693579999999997,14.864510999999998,0.11
42,-1.0,16.516685,43.114693,16.619183,15.999351999999998,21.771738,26.534154653549194,,16.53967,16.693579999999997,-1.0,1.0754628000000002,43,3.9758760000000004,860,16.717924,1.0026673000000002,6.4797277,,18.22482876892343,,6.6537814,0.9999747999999999,1.020848,16.693579999999997,14.840981,0.11
43,-1.0,16.4421,44.112297,16.614197,16.00508,21.706507000000002,27.27687644958496,,16.537453,16.693579999999997,-1.0,1.0759912,44,4.255331,880,16.24897,1.0025522,6.556389,,18.136692560306717,,6.7281394,0.9999747999999999,1.0185996,16.693579999999997,14.817991000000001,0.11
44,-1.0,16.662209,45.067493,16.598722,16.009838000000002,21.632944000000002,27.95092248916626,,16.540226,16.693579999999997,-1.0,1.0756032,45,4.520707,900,16.217031,1.0014999,6.632041,,18.381792703905848,,6.795418300000001,0.9999747999999999,0.97781366,16.693579999999997,14.795518,0.11
45,-1.0,16.657792999999998,46.067337,16.59999,16.037585999999997,21.57795,28.68836736679077,,16.54278,16.693579999999997,-1.0,1.0752198,46,4.7986984,920,17.285059,1.0014639,6.706999000000001,,18.37162577909736,,6.868547,0.9999747999999999,1.0222216999999998,16.693579999999997,14.773539999999999,0.11
46,-1.0,16.682535,47.067196,16.601746,15.84101,21.525285999999998,29.69122719764709,,16.545753,16.693579999999997,-1.0,1.0748445,47,4.8417053,940,6.797240700000001,1.0014296999999999,6.781129400000001,,18.404197653152192,,6.940908,0.9999747999999999,1.0217427,16.693579999999997,14.752032999999999,0.11
47,-1.0,16.46753,48.067009999999996,16.598833,15.8518,21.4697,30.49966859817505,,16.544125,16.693579999999997,-1.0,1.0744755,48,5.082088,960,16.357864000000003,1.0013961,6.854458999999999,,18.167964115618734,,7.012517,0.9999747999999999,1.0212629,16.693579999999997,14.730979999999999,0.11
48,-1.0,16.658888,49.12235,16.618907999999998,15.878520000000002,21.43892,31.161980390548703,,16.546467,16.693579999999997,-1.0,1.0751295,49,5.330093,980,17.159860000000002,1.002497,6.926781699999999,,18.37642430621866,,7.0916553,0.9999747999999999,1.0751295,16.693579999999997,14.710360999999999,0.11
49,-1.0,16.542735999999998,50.12842,16.619383,15.951668,21.389977,31.833059549331665,,16.546392,16.693579999999997,-1.0,1.0758351000000002,50,5.6147294,1000,19.533672,1.0025685,6.998532300000001,,18.25153894726329,,7.162705,0.9999747999999999,1.0242729,16.693579999999997,14.690157999999998,0.11
50,-1.0,16.568596,51.101227,16.609547,15.833581,21.332241,32.696040153503425,,16.546827,16.693579999999997,-1.0,1.0760486,51,5.699186,1020,9.926956,1.0019848,7.069515700000001,,18.28216711273434,,7.2283916,0.9999747999999999,0.9917345,16.693579999999997,14.670354999999999,0.11
51,-1.0,16.563457,52.10266,16.609114,15.767285999999999,21.285282000000002,33.799870252609246,,16.547148,16.693579999999997,-1.0,1.076258,52,5.8281827,1040,12.384466,1.0019742,7.139856,,18.27259357959708,,7.2974385999999996,0.9999747999999999,1.020338,16.693579999999997,14.650936999999999,0.11
52,-1.0,16.550417000000003,53.05443199999999,16.592935999999998,15.745320999999999,21.224003,34.914380073547356,,16.547209,16.693579999999997,-1.0,1.0756956,53,5.993198400000001,1060,14.601420000000001,1.0010270000000001,7.2093887,,18.2638610842443,,7.359075,0.9999747999999999,0.97169787,16.693579999999997,14.631888,0.11
53,-1.0,16.6456,54.05381800000001,16.593746,15.827926000000001,21.180891,35.72162508964538,,16.54903,16.693579999999997,-1.0,1.075148,54,6.256739,1080,20.205185,1.0009966000000001,7.27842,,18.361023775900613,,7.426586599999999,0.9999747999999999,1.0188679,16.693579999999997,14.613195999999999,0.11
54,-1.0,16.499133999999998,55.054604000000005,16.592234,15.791244,21.136682999999998,36.566765308380134,,16.548123999999998,16.693579999999997,-1.0,1.0746354,55,6.394429,1100,13.809504500000001,1.0009928,7.3468018,,18.204588437883128,,7.493683,0.9999747999999999,1.0198885,16.693579999999997,14.594848,0.11
55,-1.0,16.674866,56.054188,16.593618,15.778944000000001,21.09654,37.57944011688232,,16.550386,16.693579999999997,-1.0,1.0741313,56,6.550248000000001,1120,15.101712,1.0009675999999998,7.414553,,18.393603881550074,,7.5600224,0.9999747999999999,1.0183219000000001,16.693579999999997,14.576829,0.11
56,-1.0,16.56503,57.053616000000005,16.592945,15.771051000000002,21.055462,38.84718132019043,,16.550644000000002,16.693579999999997,-1.0,1.0736417999999999,57,6.704569,1140,15.328288,1.0009407,7.481690400000001,,18.277752884525327,,7.625765299999999,0.9999747999999999,1.0178568000000001,16.693579999999997,14.559129,0.11
57,-1.0,16.645617,58.053062,16.593716,15.758164,21.016891,39.90967774391174,,16.552282,16.693579999999997,-1.0,1.0731606000000002,58,6.848292999999999,1160,15.022793,1.0009148,7.548231599999999,,18.356897332217894,,7.690949000000001,0.9999747999999999,1.0175443000000002,16.693579999999997,14.541738,0.11
58,-1.0,16.602762,59.052519999999994,16.593723,15.765232000000001,20.978582,40.69427251815796,,16.553137,16.693579999999997,-1.0,1.0726878999999998,59,7.006660000000001,1180,16.174454,1.0008901,7.614191,,18.319110266461387,,7.755586999999999,0.9999747999999999,1.0172405999999998,16.693579999999997,14.524643,0.11
59,-1.0,16.497469,59.985367000000004,16.573629999999998,15.776481,20.92128,41.45516061782837,,16.552210000000002,16.693579999999997,-1.0,1.0713322,60,7.1630383,1200,16.439404999999997,0.9997560999999999,7.679355,,18.206360571629702,,7.8112506999999995,0.9999747999999999,0.9511594000000001,16.693579999999997,14.507836,0.11
60,-1.0,16.628926999999997,61.028693999999994,16.586358999999998,15.78571,20.897663,42.21900987625122,,16.553467,16.693579999999997,-1.0,1.0706438999999999,61,7.3144307,1220,16.33984,1.0004704,7.7440977,,18.348380651962025,,7.880672,0.9999747999999999,1.0603524,16.693579999999997,14.491306,0.11
61,-1.0,16.514572,62.02805,16.585012,15.750892000000002,20.860802,42.98254060745239,,16.552841,16.693579999999997,-1.0,1.0699722,62,7.416503,1240,13.626657999999999,1.0004524,7.8084197,,18.22346654961666,,7.943739,0.9999747999999999,1.016394,16.693579999999997,14.475045999999999,0.11
62,-1.0,16.476837,63.027440000000006,16.583105,15.821273999999999,20.824244,43.73070001602173,,16.551634,16.693579999999997,-1.0,1.0693153,63,7.619427000000001,1260,20.18466,1.0004355999999999,7.8722167,,18.18972606565388,,8.006314,0.9999747999999999,1.0161295,16.693579999999997,14.459045000000001,0.11
63,-1.0,16.547082999999997,64.02754,16.58256,15.825947,20.789877,44.57721257209778,,16.551563,16.693579999999997,-1.0,1.068675,64,7.7525070000000005,1280,16.120039000000002,1.0004302999999999,7.935499,,18.252320375529166,,8.068496000000001,0.9999747999999999,1.0165985999999998,16.693579999999997,14.443297,0.11
64,-1.0,16.59999,65.02699,16.582695,15.854163,20.756987,45.38512802124024,,16.552307,16.693579999999997,-1.0,1.0680535,65,7.9051657,1300,17.65975,1.0004153,7.9982809999999995,,18.315553972815326,,8.130121,0.9999747999999999,1.0156702,16.693579999999997,14.4277935,0.11
65,-1.0,16.505722,66.02641,16.581366,15.825389999999999,20.7234,46.54013705253601,,16.551601,16.693579999999997,-1.0,1.0674424999999998,66,7.997057400000001,1320,13.954787,1.0004002,8.060572,,18.212994650696512,,8.191281,0.9999747999999999,1.0153846,16.693579999999997,14.412526000000002,0.11
66,-1.0,16.63016,67.02584,16.581964000000003,15.7607565,20.692474,47.59984612464905,,16.552774,16.693579999999997,-1.0,1.06684,67,8.049487,1340,11.494797,1.0003856,8.122387,,18.344252284740623,,8.251988,0.9999747999999999,1.0151511,16.693579999999997,14.397488000000001,0.11
67,-1.0,16.57387,68.0253,16.58171,15.686213,20.661407,48.238744258880615,,16.553082999999997,16.693579999999997,-1.0,1.0662521999999999,68,8.088556,1360,10.691371,1.000372,8.183734,,18.282415553516678,,8.312257,0.9999747999999999,1.0149295,16.693579999999997,14.382673,0.11
68,-1.0,16.512504999999997,69.02467,16.580542,15.754221,20.630108,48.889282941818244,,16.552495999999998,16.693579999999997,-1.0,1.0656768,69,8.266883,1380,20.378517000000002,1.0003575999999998,8.244625,,18.22203588964382,,8.372082,0.9999747999999999,1.0146168,16.693579999999997,14.368073999999998,0.11
69,-1.0,16.500895,70.02417,16.57927,15.707684,20.599365,49.455836534500115,,16.551758,16.693579999999997,-1.0,1.0651138999999998,70,8.327509,1400,12.496363,1.0003452,8.305067,,18.211586170413927,,8.4314995,0.9999747999999999,1.014492,16.693579999999997,14.353685,0.11
70,-1.0,16.463245,71.0219,16.577085,15.684416,20.568342,50.0159969329834,,16.550512,16.693579999999997,-1.0,1.064537,71,8.408361,1420,14.055558999999999,1.0003084,8.365074,,18.16873581909028,,8.490289,0.9999747999999999,1.0125599,16.693579999999997,14.3395,0.11
71,-1.0,16.669594,72.02141,16.578274,15.6667595,20.541304,51.19900870323181,,16.552166,16.693579999999997,-1.0,1.0639668,72,8.491952000000001,1440,14.412935999999998,1.0002973,8.424655,,18.380692339268684,,8.548885,0.9999747999999999,1.0140848,16.693579999999997,14.325515,0.11
72,-1.0,16.615423,73.02091999999999,16.57868,15.654077,20.514074,52.61867022514343,,16.553032,16.693579999999997,-1.0,1.0634086999999999,73,8.577739,1460,14.740563,1.0002866,8.483815,,18.3292972049996,,8.607085000000001,0.9999747999999999,1.0138896000000002,16.693579999999997,14.311720999999999,0.11
73,-1.0,16.417423,74.02044000000001,16.57636,15.675704000000001,20.48469,53.73843789100647,,16.5512,16.693579999999997,-1.0,1.0628633,74,8.695172999999999,1480,17.254362,1.0002761999999998,8.542567,,18.124055475470385,,8.664894,0.9999747999999999,1.0136981,16.693579999999997,14.298116,0.11
74,-1.0,16.579815,75.01999,16.576310999999997,15.707389000000001,20.458126,55.17605018615723,,16.551582,16.693579999999997,-1.0,1.0623281999999998,75,8.820110000000001,1500,18.051966,1.0002666,8.600916999999999,,18.28996489773531,,8.722324,0.9999747999999999,1.0135144,16.693579999999997,14.284692999999999,0.11
75,-1.0,16.552448000000002,76.025185,16.577123999999998,15.699857000000002,20.432959,56.60046792030335,,16.551592000000003,16.693579999999997,-1.0,1.0618664,76,8.903444,1520,15.134732999999999,1.0003314,8.658868,,18.26614901702705,,8.780038000000001,0.9999747999999999,1.0189241,16.693579999999997,14.271447,0.11
76,-1.0,16.543331,77.024734,16.576582000000002,15.743697000000001,20.406952,57.705174922943115,,16.551485,16.693579999999997,-1.0,1.0614148,77,9.035714,1540,19.075235,1.0003213,8.7164345,,18.256862562585926,,8.836725,0.9999747999999999,1.0131588,16.693579999999997,14.258375,0.11
77,-1.0,16.572104,78.02449,16.576470999999998,15.756494,20.381872,58.96540498733521,,16.55175,16.693579999999997,-1.0,1.0609735,78,9.134675,1560,16.741585,1.000314,8.773625,,18.285668173050713,,8.893073,0.9999747999999999,1.0131665,16.693579999999997,14.245472,0.11
78,-1.0,16.509298,79.05141,16.581238,15.826129000000002,20.362179,60.01756763458252,,16.551212,16.693579999999997,-1.0,1.0608562,79,9.288625,1580,21.257565,1.0006508,8.830386,,18.221350230945962,,8.952202999999999,0.9999747999999999,1.0399941,16.693579999999997,14.232732999999998,0.11
79,-1.0,16.500443,80.04605,16.579110999999997,15.787775,20.336039000000003,60.99723482131958,,16.550577,16.693579999999997,-1.0,1.0606761,80,9.332084,1600,12.757271000000001,1.0005757,8.8868265,,18.21347724448569,,9.007271000000001,0.9999747999999999,1.0075933000000001,16.693579999999997,14.220154,0.11
80,-1.0,16.534167999999998,81.04573,16.578485,15.745907,20.311852,61.73079490661621,,16.550375,16.693579999999997,-1.0,1.0604961000000002,81,9.370066,1620,12.396006,1.0005646000000001,8.942912,,18.244567875744806,,9.062566,0.9999747999999999,1.0125,16.693579999999997,14.207730999999999,0.11
81,-1.0,16.602669,82.03899399999999,16.577423,15.796173999999999,20.287664000000003,62.58401131629944,,16.551012,16.693579999999997,-1.0,1.060217,82,9.4981575,1640,19.867207999999998,1.0004754999999999,8.9986515,,18.317811839198786,,9.116810000000001,0.9999747999999999,1.0059898,16.693579999999997,14.195460999999998,0.11
82,-1.0,16.488087,83.037476,16.576029000000002,15.81603,20.263567000000002,63.542638301849365,,16.550253,16.693579999999997,-1.0,1.0599278,83,9.594022,1660,17.443941,1.0004515999999999,9.054051,,18.19743686789632,,9.171306,0.9999747999999999,1.0110759,16.693579999999997,14.18334,0.11
83,-1.0,16.475798,84.03723000000001,16.574772,15.766519,20.240019,64.64563870429993,,16.549367999999998,16.693579999999997,-1.0,1.0596367,84,9.618723,1680,11.656627,1.0004431999999999,9.109116,,18.181081009713008,,9.225619,0.9999747999999999,1.0122520000000002,16.693579999999997,14.171364,0.11
84,-1.0,16.426592000000003,84.98398,16.562717000000003,15.77315,20.206121,65.73593807220459,,16.547924,16.693579999999997,-1.0,1.058768,85,9.697191,1700,16.329853,0.99981153,9.163730000000001,,18.12688938960849,,9.273951,0.9999747999999999,0.95946085,16.693579999999997,14.159529999999998,0.11
85,-1.0,16.550163,85.98680999999999,16.563112,15.752375,20.185,67.01145911216736,,16.547949,16.693579999999997,-1.0,1.0579464,86,9.747238000000001,1720,13.986723999999999,0.99984664,9.218167999999999,,18.25412942549929,,9.327971,0.9999747999999999,1.0146692,16.693579999999997,14.147832999999999,0.11
86,-1.0,16.657295,87.08182,16.5824,15.7482605,20.183355,67.80866384506226,,16.549208,16.693579999999997,-1.0,1.1071091999999998,87,9.813313,1740,15.394717000000002,1.0009404,9.2717495,,18.374078818895054,,9.392167,0.9999747999999999,1.1071091999999998,16.693579999999997,14.136272,0.11
87,-1.0,16.611877,88.08235,16.582842000000003,15.778445000000001,20.16305,68.33730745315553,,16.54992,16.693579999999997,-1.0,1.1079996,88,9.911071000000002,1760,18.40356,1.0009358,9.325481,,18.323184894904557,,9.445341,0.9999747999999999,1.0114944,16.693579999999997,14.124844,0.11
88,-1.0,16.57198,89.08284,16.582817000000002,15.784039000000002,20.142632,69.51109504699707,,16.550167000000002,16.693579999999997,-1.0,1.10886,89,9.98272,1780,16.275448,1.0009308000000001,9.378903,,18.281810112853808,,9.498215,0.9999747999999999,1.0113633,16.693579999999997,14.113544000000001,0.11
89,-1.0,16.43679,90.05345,16.57581,15.812435,20.115582999999997,71.03322339057921,,16.548906,16.693579999999997,-1.0,1.1090323999999998,90,10.07537,1800,18.338829999999998,1.0005939,9.432004,,18.1422044934588,,9.547647,0.9999747999999999,0.981931,16.693579999999997,14.102371,0.11
