,IWLastEpisode,LQGsigma,LQGmu01,TimestepsSoFar,IWMin,URet,DenMISELogFirst,LQGmu1,Iteration,IWFirstEpisode,IWMean,ReturnMin,IWMax,SqrtESSClassic,TimeElapsed,ReturnStepMax,MISE,DenMISEMeanLog,ReturnAbsMax,ReturnLastEpisode,Bound,DenMISELogLast,ReturnMax,ReturnMean,IWNorm1,target_sum_log_mean,IWNorm2
0,0.9552683000000001,0.11,-0.01,20,,17.332240856619553,17.102016,-0.103,1,0.9552683000000001,0.9552683000000001,,0.9552683000000001,1.0,0.26389312744140625,0.99262077,14.944703,17.102016,15.644507999999998,15.644507999999998,46.23372,17.102016,15.644507999999998,15.644507999999998,0.9552683000000001,17.056252999999998,0.9552683000000001
1,0.31918909999999995,0.11,-0.008,40,,17.16873953732278,17.079397,-0.079,2,0.29254314,0.30586612,,0.31918909999999995,1.4128739,5.883172750473023,0.9980244,4.760025,13.868483,15.644507999999998,15.487233999999999,26.90568,10.657567,15.644507999999998,15.565871,0.61173224,12.682924,0.43297017
2,0.32441694,0.11,-0.008,60,,17.291212017077687,16.810446,-0.084,3,0.6204465,0.5367913000000001,,0.66551054,1.6670996999999999,6.262593507766724,0.9980244,8.359311,13.344269,15.644507999999998,15.610891,27.127846,12.822189,15.644507999999998,15.580878,1.610374,12.67419,0.9659734000000001
3,1.1782048,0.11,-0.009,80,,16.877992608240426,16.710749,-0.087,4,0.89766884,0.8995523999999999,,1.1782048,1.9457753,6.622138500213622,0.9980244,13.908120000000002,14.095139000000001,15.644507999999998,15.227082999999999,29.988609999999998,16.71977,15.644507999999998,15.492429999999999,3.5982095999999997,13.957815,1.8492421
4,1.3022646999999998,0.11,-0.009,100,,16.790358727656802,16.690071,-0.091,5,1.1990643,1.2099845,,1.3433391000000001,2.2235017000000004,6.9945311546325675,0.9980244,18.640919,15.228073,15.644507999999998,15.140585,32.712875,19.844832999999998,15.644507999999998,15.422061,6.049923000000001,15.412537,2.7208986
5,1.2497604,0.11,-0.009,120,,17.1714466251363,16.72271,-0.091,6,1.1585653,1.1795915000000001,,1.2695551,2.440846,7.5453641414642325,0.9980244,18.195303,15.617161,15.644507999999998,15.501485999999998,31.014225,17.3917,15.644507999999998,15.435298000000001,7.077549,15.778488000000001,2.8996296000000004
6,0.40585703,0.11,-0.009,140,,16.08541654593459,16.74511,-0.092,7,1.1885287,1.0736291,,1.2493671999999998,2.5612288,8.021569013595581,0.9980244,16.514393,15.513957000000001,15.644507999999998,14.506619,28.7308,14.74332,15.644507999999998,15.302629000000001,7.515403699999999,15.529457999999998,2.9342961
7,1.651313,0.11,-0.01,160,,17.52543349218929,16.768402,-0.097,8,1.380749,1.1653742,,1.651313,2.6283557,8.467901945114138,0.9980244,18.084106,15.559969,15.831469,15.831469,30.130779999999998,15.822265,15.831469,15.368734,9.322992999999999,15.503403,3.547082
8,2.1069896,0.11,-0.01,180,,17.48874087680749,16.809836999999998,-0.102,9,1.3223411,1.302599,,2.6094284,2.6153693,8.914336204528809,0.9980244,20.33791,16.070744,15.831469,15.795307999999999,32.444396999999995,20.021992,15.831469,15.416131,11.723391000000001,15.956719,4.482499
9,1.7842898,0.11,-0.011,200,,17.146461401539227,16.841562,-0.106,10,1.1167963,1.3590348,,3.6930327000000003,2.5179672,9.485501766204834,0.9980244,21.259382000000002,15.360864999999999,15.831469,15.499176,33.834183,8.726367,15.831469,15.424435999999998,13.590347,15.055921,5.397349
10,0.84095204,0.11,-0.012,220,,17.607814898222156,16.852123000000002,-0.122,11,0.27571797,0.9643941999999999,,5.7479987,1.7115002000000001,10.026460647583008,0.9980244,15.209991,15.430335000000001,15.899242000000001,15.899242000000001,33.7893,15.84339,15.899242000000001,15.4676,10.608336,13.509195000000002,6.198268
11,1.8994373,0.11,-0.014,240,,17.25002697783635,16.78987,-0.138,12,0.018569538,0.39206362,,2.0757763,1.6515521,10.505948543548584,0.99978334,6.1583276,15.213524,15.899242000000001,15.554779000000002,25.412025,12.943942,15.899242000000001,15.474865,4.704763400000001,10.649049,2.8486922000000003
12,11.415585,0.11,-0.014,260,,18.15750429813525,16.711372,-0.141,13,0.010623058999999999,1.1337311,,11.415585,1.271187,11.325270414352415,0.9997905999999999,18.42792,14.826819,16.413227,16.413227,44.25139,10.780289999999999,16.413227,15.547047000000001,14.738504,10.222538,11.594286
13,0.5744127,0.11,-0.015,280,,17.56261263909366,16.63808,-0.145,14,0.004786485,0.73207766,,7.5473704,1.3338888999999998,11.807562112808228,0.9997905999999999,11.885772,14.876714000000002,16.413227,15.85585,36.495358,15.61421,16.413227,15.569104999999999,10.249087,9.786525,7.6836142999999995
14,1.9744319,0.11,-0.016,300,,17.939994258566646,16.569430999999998,-0.157,15,0.00017795569,0.5623226,,6.026074400000001,1.3291743999999999,12.609941959381105,0.9997905999999999,9.183025,14.647964000000002,16.413227,16.208029,33.879898,11.792273,16.413227,15.611699,8.434839,7.001386599999999,6.3459234
15,5.0964274e-23,0.11,-0.039,320,,18.10453394924688,16.504904,-0.372,16,,6.1923153e-22,,9.856739e-21,4.0,13.230786085128784,0.9997905999999999,1.0163465e-20,14.4429245,16.413227,16.374605,8.206614,11.84522,16.413227,15.659381,1.6e-09,-103.394485,4e-10
16,20.051958,0.11,-0.039,340,,18.58912395136536,16.444279,-0.369,17,,1.1795269,,20.051958,1.0,13.66452932357788,0.99997556,19.84171,13.878151999999998,16.82175,16.82175,53.485209999999995,5.8117849999999995,16.82175,15.727754999999998,20.051958,-94.87377,20.051958
17,9.314845,0.11,-0.038,360,,18.724678506612154,16.387121,-0.364,18,,1.2125983999999999,,12.511928,1.3992825,14.43008017539978,0.99997556,20.46426,13.950960999999998,16.949738,16.949738,44.69059,15.381292000000002,16.949738,15.795644,21.826773,-85.75058,15.598547
18,7.7758036,0.11,-0.037,380,,18.845295856075627,16.333054,-0.358,19,,1.2834718,,10.063707,1.7048647000000001,15.526880502700806,0.99997604,21.73542,13.946307000000001,17.06874,17.06874,41.758990000000004,13.890944500000002,17.06874,15.862648000000002,24.385965,-77.45856500000001,14.303754000000001
19,5.5335402,0.11,-0.037,400,,18.806849621785194,16.281761,-0.351,20,,1.3166559,,9.30735,1.9402988999999997,16.508979082107544,0.99999386,22.317799,13.939010999999999,17.06874,17.029932000000002,39.911728000000004,13.710768,17.06874,15.921010999999998,26.333118,-69.35067,13.571681
20,1.6167343,0.11,-0.036,420,,18.858435502250913,16.23297,-0.341,21,,1.2044302,,9.65223,1.9836843999999998,17.660526514053345,0.99999386,20.414793,13.646751,17.083873999999998,17.083873999999998,37.639179999999996,7.646618400000001,17.083873999999998,15.976388,25.293035999999997,-61.073627,12.750534
21,3.1534636000000003,0.11,-0.034,440,,18.805586317054306,16.186451,-0.328,22,,1.1524562,,10.60622,1.9811936999999997,18.650409698486328,0.99999386,19.525254999999998,13.701535,17.083873999999998,17.031607,36.771294,14.774538,17.083873999999998,16.024351,25.354034,-51.529385,12.797353
22,0.37078527,0.11,-0.032,460,,18.90796971053416,16.141998,-0.311,23,,0.8742976999999998,,10.780643,1.7194949000000002,20.087291240692142,0.99999386,14.792938000000001,13.812757999999999,17.128654,17.128654,34.715828,16.221504,17.128654,16.072364999999998,20.108847,-41.49669,11.694624000000001
23,0.8683926,0.11,-0.03,480,,18.778496741982483,16.099439999999998,-0.288,24,7.567301499999999e-33,0.54731566,,8.819664999999999,1.452656,21.6158926486969,0.99999386,9.2436,13.8518095,17.128654,17.004421,32.826134,14.956984,17.128654,16.1112,13.135576,-30.46961,9.042455
24,8.128233,0.11,-0.026,500,,18.65302436564384,16.058617,-0.252,25,2.5229722e-23,0.46163544,,8.128233,1.3268206,22.65010571479797,0.99999386,7.788613000000001,13.855329500000002,17.128654,16.884731,33.607708,14.430129,17.128654,16.142143,11.540886,-16.624973,8.698151
25,24.23832,0.11,-0.025,520,,18.57024848367765,16.019396,-0.25,26,1.2862564000000001e-22,1.2603889,,24.23832,1.308841,24.279640913009644,0.99999386,21.200941,13.672896,17.128654,16.803617000000003,47.374718,9.681642,17.128654,16.167583,32.770109999999995,-14.685535,25.037504000000002
26,4.696335299999999,0.11,-0.025,540,,18.521940438771,15.981656,-0.245,27,1.8801656e-21,1.0113572,,16.547567,1.5376383,25.55662775039673,0.99999386,17.001279999999998,13.685847,17.128654,16.758986,39.280453,14.042758,17.128654,16.189487,27.306644,-12.276752,17.758820999999998
27,2.684907,0.11,-0.024,560,,18.79978710772011,15.945288,-0.239,28,5.2017334e-20,0.8433948,,13.81996,1.6061738,27.26468300819397,0.99999386,14.197648999999998,13.550574,17.128654,17.024672,35.52617,10.029527999999999,17.128654,16.219314999999998,23.615054999999998,-9.935664,14.702678
28,14.460007999999998,0.11,-0.024,580,,18.235596962402166,15.910196,-0.236,29,2.9776287e-19,1.137753,,14.460007999999998,1.7860405,29.15697741508484,0.99999386,18.981363,13.438162,17.128654,16.489212,38.161953000000004,10.537232000000001,17.128654,16.228620000000003,32.99484,-8.395439,18.473734
29,2.36935,0.11,-0.024,600,,18.642045660731537,15.876295,-0.232,30,2.5243745e-18,1.0166144,,13.037603,1.855374,30.028636693954468,0.99999386,16.966316,13.500476,17.128654,16.874104,35.430145,15.311745000000002,17.128654,16.25014,30.498432,-6.6963215,16.43789
30,0.08344558,0.11,-0.023,620,,18.814927008398666,15.843504999999999,-0.228,31,2.5840623e-17,0.85349053,,12.175676,1.7696196,32.072521448135376,0.99999386,14.233125,13.662420999999998,17.128654,17.038298,33.591698,18.608952,17.128654,16.275562,26.458206,-5.0562096,14.951351999999998
