,MISE,IWLastEpisode,TimeElapsed,ReturnMin,LQGsigma,target_sum_log_mean,ReturnMean,Iteration,IWMin,IWFirstEpisode,TimestepsSoFar,IWMax,ReturnStepMax,ReturnMax,Bound,IWNorm2,ReturnLastEpisode,SqrtESSClassic,DenMISELogFirst,IWMean,LQGmu1,LQGmu01,DenMISELogLast,ReturnAbsMax,URet,IWNorm1,DenMISEMeanLog
0,13.005369,0.822758,0.2383255958557129,,0.11,13.316408,15.807039999999999,1,,0.822758,20,0.822758,0.99233466,15.807039999999999,60.42649,0.822758,15.807039999999999,1.0,13.511501,0.822758,-0.081,-0.008,13.511501,15.807039999999999,17.497854397219367,0.822758,13.511501
1,24.483318,2.3772717,6.694101810455322,,0.11,16.68695,15.474008999999999,2,,0.8206735000000001,40,2.3772717,0.99233466,15.807039999999999,61.776419999999995,2.5149405,15.140978,1.2715788000000001,13.418705,1.5989726,-0.08,-0.008,19.286875,15.807039999999999,16.773361696617513,3.1979450000000003,16.35279
2,22.310492,1.4554577,7.107219219207764,,0.11,15.919260999999999,15.263423000000001,3,,0.70491505,60,2.2578845000000003,0.99233466,15.807039999999999,52.119057,2.7772837000000004,14.842251000000001,1.5908556,13.357068,1.4727525,-0.077,-0.008,13.895952,15.807039999999999,16.442827946838587,4.418257,15.639235999999999
3,20.7116,1.1690571,7.441490650177003,,0.11,15.938316,15.310013,4,,0.49922264,80,2.5844197,0.99233466,15.807039999999999,47.851974,3.1188805,15.449779999999999,1.7472537000000001,13.280435,1.3623688,-0.073,-0.007,15.940295,15.807039999999999,17.118227528944704,5.4494753,15.79066
4,21.124228,2.3536099999999998,7.80338716506958,,0.11,14.600176000000001,15.163650500000001,5,,0.2734771,100,2.7446433999999997,0.99233466,15.807039999999999,46.78678,3.8152733,14.578204999999999,1.8478723999999997,13.174901,1.4100276000000003,-0.068,-0.007,9.378507,15.807039999999999,16.121924787518893,7.0501380000000005,14.556545999999999
5,22.904684,4.049332,8.279769897460938,,0.11,15.077183999999999,14.937251000000002,6,,0.14172010000000002,120,4.049332,0.99233466,15.807039999999999,48.396667,5.104078299999999,13.805248,1.8602365,13.045832,1.5824655,-0.063,-0.006,17.714634,15.807039999999999,15.349385446946672,9.494793,15.128773
6,12.643034,1.3804146000000002,8.79532790184021,,0.11,13.727239,14.904615,7,,0.01911724,140,2.3850243,0.99233466,15.807039999999999,37.162617,3.1646,14.708803,1.9340099999999998,12.915026,0.87433827,-0.053,-0.005,11.978012,15.807039999999999,16.286061502170526,6.120368,14.73419
7,18.704655,2.3442529999999997,9.479254722595217,,0.11,14.403645999999998,14.858579999999998,8,,0.061974835,160,2.5293427000000004,0.99233466,15.807039999999999,39.199883,4.448500599999999,14.536329,2.3137639,12.784222,1.2865975,-0.058,-0.006,14.303196,15.807039999999999,16.09678720141063,10.29278,14.661901
8,20.636034,2.190578,10.225974082946776,,0.11,14.503594,14.802037,9,,0.13851745,180,2.190578,0.99233466,15.807039999999999,38.521324,4.8113394,14.349703,2.6514034,12.674156,1.4174223999999997,-0.061,-0.006,12.36506,15.807039999999999,15.869464747199835,12.756802,14.430294
9,17.819986,0.17627044,10.762656688690186,,0.11,14.632710000000001,14.8235445,10,,0.23811662,200,1.8133721,0.99233466,15.807039999999999,34.679955,4.333056,15.017107000000001,2.8126462,12.584069,1.2187353,-0.064,-0.006,16.613935,15.807039999999999,16.669510406254695,12.187353,14.683054
10,14.466922,0.76602495,11.530033111572266,,0.11,14.567935,14.836433999999999,11,,2.4117992000000004,220,2.6596314999999997,0.99233466,15.807039999999999,34.34,4.391049400000001,14.965333,2.3861988,12.512292,0.9525379,-0.083,-0.008,20.705054999999998,15.807039999999999,16.59601636669535,10.477917,15.246954999999998
11,14.13885,1.8596849999999998,12.126281023025513,,0.11,14.423793,14.83954,12,,2.48888,240,2.7094202000000003,0.99233466,15.807039999999999,33.663406,4.6039386,14.873701,2.428794,12.62352,0.9318349,-0.086,-0.009,16.21397,15.807039999999999,16.487902327938794,11.182018,15.321280999999999
12,17.357295999999998,0.60931116,12.757300853729248,,0.11,15.581604,14.91179,13,,0.34135348,260,1.7456051,0.99233466,15.807039999999999,31.77747,4.6511035000000005,15.778782999999999,3.2885263,12.731952,1.1765596999999999,-0.067,-0.007,18.65841,15.807039999999999,17.466949819728633,15.295276999999999,15.570725
13,17.104794000000002,1.6759293999999998,13.668885707855225,,0.11,15.476742999999999,14.917421,14,,0.22300592,280,1.8665398000000002,0.99233466,15.807039999999999,31.548702000000002,4.955193,14.990639000000002,3.283122,12.6837635,1.162036,-0.064,-0.006,15.459736999999999,15.807039999999999,16.606486586654302,16.268503,15.573781
14,16.181637,0.64439607,14.617814779281616,,0.11,14.901816,14.966795000000001,15,,0.26888314,300,1.6977608,0.99233466,15.807039999999999,29.852096999999997,4.7342987,15.65802,3.4688752,12.630573,1.0948461,-0.065,-0.006,6.7678899999999995,15.807039999999999,17.31350137049807,16.422691,14.995921
15,16.07788,1.0458164,15.279468774795532,,0.11,15.110089000000002,14.988017999999999,16,,0.40870756,320,1.5379530000000001,0.99233466,15.807039999999999,28.610771000000003,4.5702543,15.306356,3.7837338,12.583802,1.0807891,-0.067,-0.007,16.810194,15.807039999999999,16.961983473723677,17.292625,15.114314000000002
16,15.161401999999999,0.7208996999999999,15.941059350967407,,0.11,14.141528,14.963631,17,,2.8662136,340,3.119249,0.99233466,15.807039999999999,31.463243,5.7893615,14.573423000000002,2.9089424999999998,12.548401,0.9906423000000001,-0.087,-0.009,15.605637,15.807039999999999,16.133450456134955,16.84092,15.147453
17,0.3130521,0.0126728695,16.997575759887695,,0.11,5.1464148000000005,14.947829999999998,18,,0.20813395,360,0.20813395,0.99233466,15.807039999999999,30.285853999999997,0.2288294,14.67924,1.5821383,12.64705,0.02011332,-0.123,-0.012,16.26538,15.807039999999999,16.279881189248353,0.36203974,15.207662
18,5.1467485,6.113894999999999,17.964536666870114,,0.11,-5.7719383,15.002823999999999,19,,0.0005686225,380,6.113894999999999,0.9962255999999999,15.992701,53.1196,6.113894999999999,15.992701,1.0001094000000001,12.604479,0.32181916,-0.149,-0.015,11.598325,15.992701,17.704552873919464,6.114564,14.967529
19,18.708502,20.503147,19.302352428436283,,0.11,-7.5667176,15.061232,20,,0.00010336184,400,20.503147,0.9962255999999999,16.17101,62.002968,20.675549,16.17101,1.1205364,12.553216,1.1583853000000002,-0.154,-0.016,13.929443,16.17101,17.89225303104691,23.167706,14.880849
20,0.025242874,0.0014846459,20.93641686439514,,0.11,-44.559208,15.11784,21,,5.438607e-16,420,0.03128544,0.9995076999999999,16.250002,46.613884000000006,0.031320646,16.250002,1.0463926,12.504431,0.001560652,-0.215,-0.022,15.215856,16.250002,17.98197650329163,0.032773692,14.889892999999999
21,14.589099,19.191744,22.302268266677856,,0.11,-52.272606,15.190776999999999,22,,2.3239743e-19,440,19.191744,0.9999023000000001,16.722422,64.75188,19.191744,16.722422,1.0000894,12.457911,0.8724299999999999,-0.23,-0.023,10.99245,16.722422,18.488328889320144,19.19346,14.668401999999999
22,8.656934,9.575691,23.0622832775116,,0.11,-75.23308,15.261712,23,,2.22014e-28,460,9.575691,0.99997693,16.822304000000003,50.573624,9.841964,16.822304000000003,1.2039813,12.413459,0.5151974,-0.265,-0.027,12.290319,16.822304000000003,18.59108937288688,11.849541,14.549760000000001
23,19.022423,17.035973000000002,24.490935802459717,,0.11,-69.934326,15.333703,24,,7.256103999999999e-28,480,17.035973000000002,0.99997693,16.989507999999997,54.49124499999999,18.778059,16.989507999999997,1.436995,12.370899,1.1243324,-0.263,-0.027,16.857328,16.989507999999997,18.762456969929932,26.983978000000004,14.623553
24,19.269981,7.2544913,25.821080684661865,,0.11,-48.424843,15.398545,25,,6.3639645000000006e-21,500,8.7687235,0.9999899999999999,16.989507999999997,45.453476,14.684911999999999,16.954735,1.9465897,12.330077000000001,1.14342,-0.236,-0.024,11.441991,16.989507999999997,18.72518304748256,28.585499,14.493316
25,13.266266,9.401455e-10,27.49996662139893,,0.11,8.935116,15.452798999999999,26,,3.998303,520,4.176740000000001,0.9999899999999999,16.989507999999997,30.84621,7.783726700000001,16.80917,2.8992424,12.290856,0.86795807,-0.092,-0.009,17.344244,16.989507999999997,18.574539467718388,22.56691,14.603717999999999
26,11.28712,7.2654033,29.10697221755981,,0.11,8.015405,15.461179999999999,27,,1.9699366999999999,540,7.2654033,0.9999899999999999,16.989507999999997,36.277218,9.51115,15.679056,2.0395486000000003,12.39616,0.7184611999999999,-0.107,-0.011,5.001027,16.989507999999997,17.355615690110902,19.398453,14.242332999999999
27,9.925604,0.22332154,30.944497108459476,,0.11,7.538886,15.462565,28,,1.0901020000000001,560,7.692296000000001,0.9999899999999999,16.989507999999997,37.20831,9.386258999999999,15.500010500000002,1.8681623,12.430214999999999,0.626252,-0.113,-0.011,14.770041,16.989507999999997,17.174053634593832,17.535055,14.249839999999999
28,10.313032000000002,1.8801337,32.18537092208862,,0.11,6.737375999999999,15.471678,29,,0.53084683,580,8.660409,0.9999899999999999,16.989507999999997,37.49222,10.003949,15.726779999999998,1.8752773999999999,12.433317,0.64690274,-0.118,-0.012,8.095903999999999,16.989507999999997,17.410378652713447,18.76018,14.023667000000001
29,12.811463,3.3910574999999996,33.23847055435181,,0.11,4.8569365,15.478242000000002,30,,0.07940367,600,8.438905,0.9999899999999999,16.989507999999997,39.116634000000005,12.369066,15.668626000000001,1.9375857,12.417555,0.79887086,-0.129,-0.013,14.518919,16.989507999999997,17.36357549306428,23.966125,14.027256
30,11.905525,0.41598850000000004,34.14777112007141,,0.11,2.6095252,15.492348999999999,31,,0.011005282,620,8.760615,0.9999899999999999,16.989507999999997,39.567924,12.423542999999999,15.915569,1.8425199,12.387408,0.73840725,-0.138,-0.014,4.5801004999999995,16.989507999999997,17.637872733057282,22.890625,13.714184
31,13.806719000000001,7.271058999999999,35.831021785736084,,0.11,1.1646065,15.525698,32,,0.0018879098000000002,640,8.942472,0.9999899999999999,16.989507999999997,39.97087,13.942998999999999,16.559507,1.9480289000000002,12.356014,0.8487927,-0.145,-0.015,16.417881,16.989507999999997,18.30718678316716,27.161365999999997,13.788823999999998
