,Bound,IWFirstEpisode,IWLastEpisode,TimeElapsed,ReturnAbsMax,IWNorm2,LQGmu1,DenMISELogLast,URet,SqrtESSClassic,TimestepsSoFar,Iteration,IWMin,ReturnMean,ReturnMax,IWMax,target_sum_log_mean,IWMean,ReturnLastEpisode,ReturnMin,DenMISEMeanLog,LQGmu01,MISE,DenMISELogFirst,IWNorm1,LQGsigma,ReturnStepMax
0,59.70725,0.9650348,0.9650348,1.2039873600006104,15.058442000000001,0.9650348,-0.099,18.60218,16.687925283112616,1.0,20,1,,15.058442000000001,15.058442000000001,0.9650348,18.566589999999998,0.9650348,15.058442000000001,,18.60218,-0.01,14.531920000000001,18.60218,0.9650348,0.11,0.9625284
1,48.643547,0.9770605,0.98634213,32.216270208358765,15.791472,1.3883508,-0.099,21.326307,17.485525404344575,1.4141977,40,2,,15.424957000000001,15.791472,0.98634213,19.936947,0.9817013000000001,15.791472,,19.955425,-0.01,15.144402,18.584543,1.9634026000000002,0.11,0.99517673
2,43.69317,1.2524761,0.32247025,34.15489912033081,15.816197,1.6739548,-0.111,21.150146,17.516749463314227,1.5757284,60,3,,15.555370000000002,15.816197,1.2524761,20.067667,0.8792327,15.816197,,20.349586,-0.011,13.581001,18.576868,2.6376982000000004,0.11,0.9962558000000001
3,24.351992000000003,,3.660206e-38,35.905378341674805,16.234661,2e-10,-0.393,18.276735000000002,17.96859454704273,2.0,80,4,,15.725192999999999,16.234661,3.660206e-38,-112.16013999999998,,16.234661,,19.804170000000003,-0.041,1.4855551e-37,18.638075,4e-10,0.11,0.999951
4,73.97758,,7.010582,37.666111946105964,16.805001999999998,7.010582,-0.363,-2.7871816000000003,18.575494790646985,1.0,100,5,,15.941156,16.805001999999998,7.010582,-75.05802,1.4021164,16.805001999999998,,15.107385999999998,-0.038,23.562569,18.41493,7.010582,0.11,0.999951
5,55.99456,,0.4551291,39.228182315826416,17.051659,3.3495986000000006,-0.332,16.078823,18.829801135123507,1.1266016,120,6,,16.126238,17.051659,3.3185339999999997,-47.020720000000004,0.62894386,17.051659,,15.263415,-0.034,10.588113,18.232609,3.7736629999999995,0.11,0.9999546999999999
6,52.889866000000005,,2.0459619,40.97011303901672,17.051659,5.3558135,-0.394,18.594032000000002,18.76362631577187,1.5822866000000002,140,7,,16.249273000000002,17.051659,4.599183999999999,-59.525332999999996,1.2106332,16.987492,,15.680426999999998,-0.042,20.56009,18.078459,8.474432,0.11,0.9999546999999999
7,51.624695,,0.34963578,42.575312852859504,17.051659,4.7192169999999996,-0.432,13.623813,18.80092523778043,1.3401062,160,8,,16.346493,17.051659,4.605601,-62.63621,0.7905314999999999,17.02701,,15.430708,-0.046,13.452366,17.944927,6.3242519999999995,0.11,0.9999546999999999
8,45.576252000000004,,3.128228,44.01666235923767,17.051659,4.506611,-0.451,18.772875,18.816695522595047,1.603429,180,9,,16.423507999999998,17.051659,3.1962361,-58.854893000000004,0.80289227,17.039635,,15.7708845,-0.049,13.672764,17.827145,7.2260303,0.11,0.9999546999999999
9,51.511134999999996,7.970478e-06,1.0539576999999999e-13,45.94351291656494,17.219797,0.027282782000000002,-0.17,12.669821,19.001754702443076,1.0037444,200,10,,16.503138,17.219797,0.027282624,-1.8763981,0.002738494,17.219797,,15.4360075,-0.017,0.044453584000000004,17.721785,0.027384939,0.11,0.9999716000000001
10,34.02725,9.4673644e-26,0.01496338,48.13982224464417,17.219797,0.15285535,-0.254,14.202989,18.30877658781931,1.5343843000000001,220,11,,16.50832,17.219797,0.14185284,-5.707553400000001,0.021321714,16.560156,,15.237518,-0.026,0.35941827,17.626473999999998,0.23453885,0.11,0.9999716000000001
11,73.310165,2.3673685e-21,15.754182,50.54825234413147,17.219797,15.755228,-0.238,13.787803,18.58920535278921,1.0148884,240,12,,16.534285,17.219797,15.754182,-1.9788026,1.3324832,16.819897,,15.038716,-0.024,22.408617,17.539463,15.989798,0.11,0.9999716000000001
12,50.961456,6.679888e-30,7.128323599999999,52.725221157073975,17.219797,7.746092,-0.268,9.369997999999999,18.697059800363732,1.4019872,260,13,,16.564532999999997,17.219797,7.128323599999999,-4.6121907,0.8353786,16.927523,,14.594776000000001,-0.027,14.114192000000001,17.459421,10.859921,0.11,0.9999716000000001
