,LQGsigma,MISE,ReturnMin,TimeElapsed,DenMISELogLast,DenMISEMeanLog,DenMISELogFirst,ReturnStepMax,ReturnLastEpisode,IWNorm2,IWLastEpisode,IWMean,TimestepsSoFar,ReturnMean,IWMax,ReturnAbsMax,IWNorm1,LQGmu1,ReturnMax,Bound,LQGmu01,Iteration,SqrtESSClassic,URet,target_sum_log_mean,IWMin,IWFirstEpisode
0,0.11,0.0027613812,,0.58693528175354,17.102016,17.102016,17.102016,0.99262077,15.644507999999998,0.00017650813000000002,0.00017650802,0.00017650802,20,15.644507999999998,0.00017650802,15.644507999999998,0.00017650813000000002,-0.048,15.644507999999998,31.291779,-0.005,1,1.0,17.332240856619553,8.459872,,0.00017650802
1,0.11,0.0005241675499999999,,14.565688610076904,6.644715,11.52688,16.409046,0.99262077,13.925488,6.700988e-05,9.111306499999999e-27,3.350489e-05,40,14.784998000000002,6.700978e-05,15.644507999999998,6.700998000000001e-05,-0.161,15.644507999999998,31.289494,-0.016,2,1.0000015,15.444063611256414,-23.258596,,6.700978e-05
2,0.11,11.1031275,,15.151518821716307,0.3336165,7.5254936,16.003614000000002,0.99944586,16.257702,2.04334,2.0433319,0.68301773,60,15.275898999999999,2.0433319,16.257702,2.0490532,-0.147,16.257702,43.52787,-0.015,3,1.002796,18.001722805833843,-9.368963,,0.005721235999999999
3,0.11,20.228061999999998,,15.933166027069092,15.859169,9.523491,15.717837,0.99998564,16.313042000000003,3.5156224000000003,2.5817397,1.2420177,80,15.535185,2.5817397,16.313042000000003,4.968071,-0.163,16.313042000000003,43.315692999999996,-0.016,4,1.4131413000000002,18.049583056493198,-7.661498,,7.485333e-05
4,0.11,6.3799696,,16.824681282043453,19.419992,11.517451,15.494713,0.99998564,16.293364999999998,1.1121851999999999,0.8417809000000002,0.39269257,100,15.686820999999998,0.8417809000000002,16.313042000000003,1.9634628,-0.135,16.313042000000003,24.86071,-0.014,5,1.76541,18.03354346182095,3.5652809999999997,,0.121766046
5,0.11,1.4844781e-05,,17.650332927703854,16.264517,12.218369000000001,15.3364525,0.99998564,16.303587,6.3961906999999996e-06,2.7840507e-22,1.0660151e-06,120,15.789616,6.3960906e-06,16.313042000000003,6.396691e-06,-0.002,16.313042000000003,32.623546999999995,-0.0,6,1.0000782,18.03623879693389,-30.101553000000003,,1.0028413e-13
6,0.11,,,18.786880493164066,9.355435,11.677247999999999,15.182301500000001,0.99998564,9.494135,2.6457514e-10,,,140,14.890260999999999,,16.313042000000003,7.000000000000001e-10,0.205,16.313042000000003,12.331501,0.021,7,2.6457512000000003,10.414730272130232,-281.822,,
7,0.11,0.0002458216,,19.377468585968014,-11.289755,8.689533,15.048770000000001,0.99998564,8.940925,0.00021995194,0.00021995182999999999,2.7493979999999997e-05,160,14.146595000000001,0.00021995182999999999,16.313042000000003,0.00021995264,0.205,16.313042000000003,32.62622,0.021,8,1.0000031999999999,9.811930655779824,-248.94012,,
8,0.11,8.562008,,20.182152271270756,19.001278,9.730589,14.930987,0.99998564,8.86185,8.69394,8.69394,0.9661632,180,13.559401000000001,8.69394,16.313042000000003,8.695469000000001,0.197,16.313042000000003,41.182358,0.02,9,1.0001758,9.733282656310433,-209.85611,,
9,0.11,6.462897,,20.94604992866516,7.8359604,9.513919,14.825626000000002,0.99998564,8.84256,5.1620545,3.6330152,0.73008454,200,13.087717,3.667153,16.313042000000003,7.300845,0.201,16.313042000000003,29.531132,0.02,10,1.4143293,9.712560501953094,-192.32791,,
10,0.11,0.7064505,,21.701880931854248,14.877512,9.971454,14.730316,0.99998564,8.840832,0.69283116,0.046224937,0.079730935,220,12.701635000000001,0.6794621999999999,16.313042000000003,0.8770403,0.172,16.313042000000003,26.479914,0.017,11,1.2658789,9.710890552060697,-144.66508000000002,,
11,0.11,0.002041434,,22.92513656616211,11.765042999999999,10.047644,14.643304999999998,0.99998564,8.891975,0.0027529276000000003,0.002752927,0.00022958072,240,12.384164,0.002752927,16.313042000000003,0.0027549693,0.136,16.313042000000003,32.603947,0.014,12,1.0007416,9.766765541162274,-105.96106999999999,,
12,0.11,0.0026111860999999997,,24.40174865722656,10.773149,10.029585,14.563263000000001,0.99998564,8.967179,0.0035754095,,0.0002750315,260,12.121319,0.0035754095,16.313042000000003,0.0035754109999999997,0.034,16.313042000000003,32.628685,0.003,13,1.0000004,9.849248161410001,-110.39613,,1.2115782e-25
13,0.11,6.4294234e-17,,25.31937623023987,0.8243193999999999,9.30327,14.489154999999998,0.99998564,9.09946,3.7416578e-10,,7.272334499999999e-18,280,11.905472,9.6175244e-17,16.313042000000003,1.4000001e-09,0.337,16.313042000000003,8.719687,0.035,14,3.7416572999999995,9.998419799893297,-287.3564,,
14,0.11,1.5004145e-17,,25.836435794830322,-11.251062,7.8685884,14.420160999999998,0.99998564,8.697617,3.8729836000000003e-10,,9.228946e-19,300,11.691614999999999,1.3843312599999999e-17,16.313042000000003,1.5000001e-09,-0.39,16.313042000000003,8.424019,-0.041,15,3.8729835,9.553098135484408,-1107.6449,,
15,0.11,1.5004122e-17,,26.78773379325867,-11.982928999999999,6.5673633,14.355623000000001,0.99998564,16.613220000000002,4.0000003e-10,3.1605534999999994e-34,9.228932e-19,320,11.999215,1.4766178e-17,16.613220000000002,1.6000001e-09,-0.39,16.613220000000002,8.306610000000001,-0.041,16,4.0,18.379399318690698,-1043.987,,
16,0.11,17.592596,,27.40981435775757,12.328508,6.8491955,14.294998000000001,0.99998564,17.008152,17.584164,17.584164,1.0343626,340,12.293859,17.584164,17.008152,17.584164,-0.343,17.008152,51.608902,-0.036,17,1.0,18.780514657733004,-927.0450400000001,,
17,0.11,17.984354,,28.39981961250305,15.673589000000002,7.324911,14.237841,0.99998564,16.934407999999998,13.505692499999999,10.010817,1.0598075,360,12.551666,10.010817,17.008152,19.076535999999997,-0.338,17.008152,42.067013,-0.035,18,1.4124812,18.708566190223454,-868.09106,,
18,0.11,20.656927,,29.558584690093994,13.652512,7.6514645,14.183773,0.99998564,17.039734,14.100107999999999,11.390583,1.2148881,380,12.78788,11.390583,17.039734,23.082874,-0.321,17.039734,41.474274,-0.033,19,1.6370708,18.815150873529404,-798.61084,,
19,0.11,20.303079999999998,,30.575881719589233,13.35791,7.938339999999999,14.13248,0.99998564,16.991388,12.213652,6.954103999999999,1.1944805,400,12.998056,7.4625716,17.039734,23.88961,-0.321,17.039734,37.726334,-0.033,20,1.955976,18.766827647195765,-758.7337,,
20,0.11,16.78302,,31.54820966720581,8.304565,7.958854,14.083689999999999,0.99998564,17.052967000000002,9.819569,1.5147362,0.9872308000000001,420,13.191148000000002,5.5715237,17.052967000000002,20.731846,-0.324,17.052967000000002,32.93718,-0.034,21,2.1112787999999996,18.826524649120664,-725.5861,,
21,0.11,17.150887,,32.68686866760254,14.880870000000002,8.269648,14.037169,0.99998564,17.002337,9.2955065,4.125817,1.0088226999999999,440,13.364382999999998,4.3322970000000005,17.052967000000002,22.1941,-0.329,17.052967000000002,31.435402000000003,-0.034,22,2.387616,18.775091683660595,-697.7893,,
22,0.11,15.936144,,34.013728857040405,16.138765,8.609658999999999,13.992718,0.99998564,17.123264000000002,8.342646,1.7502475,0.9367721999999999,460,13.527814000000001,3.6711454,17.123264000000002,21.545761,-0.336,17.123264000000002,29.196602000000002,-0.035,23,2.5826054,18.90247044626416,-673.4586,,
23,0.11,15.926656,,35.16774225234985,14.702435000000001,8.859269,13.950157999999998,0.99998564,17.028225,9.623863,3.9577782,0.93424034,480,13.673663000000001,6.080379,17.123264000000002,22.421768,-0.377,17.123264000000002,30.625938,-0.04,24,2.3298094,18.80344750126539,-681.80536,,
24,0.11,15.349439000000002,,36.51940584182739,16.271810000000002,9.151114999999999,13.909335999999998,0.99998564,17.006361,8.787794,2.66831,0.9007268,500,13.806970999999999,5.171554,17.123264000000002,22.51817,-0.379,17.123264000000002,28.714266,-0.04,25,2.562437,18.78082191324909,-654.9151,,
25,0.11,17.012217,,37.76584577560425,11.902686,9.251728,13.870115,0.99998564,17.007023,8.280837,2.2657685,0.9997139000000002,520,13.930048999999999,3.025599,17.123264000000002,25.992561,-0.35,17.123264000000002,27.922642,-0.037,26,3.138881,18.782480402803333,-606.9716,,
26,0.11,16.841568,,39.17012643814087,14.866445,9.458606,13.832375,0.99998564,16.98113,8.107407,2.2140336,0.98985016,540,14.043053,2.8140912,17.123264000000002,26.725953999999998,-0.35,17.123264000000002,27.230365999999997,-0.037,27,3.2964861000000005,18.75523330232675,-583.8773,,
27,0.11,16.401498999999998,,40.70275974273681,10.606771,9.498375999999999,13.796007000000001,0.99998564,17.147789000000003,9.129762,3.8617592000000003,0.9621649999999999,560,14.153935999999998,4.262752,17.147789000000003,26.940620000000003,-0.381,17.147789000000003,28.023743,-0.04,28,2.950857,18.92766328531385,-584.9625,,
28,0.11,15.265878,,42.278659105300896,12.832239999999999,9.610942999999999,13.760916,0.99998564,16.862919,8.454175,0.8838344000000001,0.8959238000000002,580,14.247349,3.863347,17.147789000000003,25.98179,-0.382,17.147789000000003,26.425264000000002,-0.04,29,3.0732496,18.631855880265164,-564.72504,,
29,0.11,15.626085999999999,,44.20557379722595,15.156788,9.791577,13.727015,0.99998564,17.088835,8.803365,3.8433633,0.91654927,600,14.342066,3.8433633,17.147789000000003,27.496477000000002,-0.387,17.147789000000003,26.606274,-0.041,30,3.1234055,18.86541950397256,-548.5751,,
30,0.11,37.151790000000005,,46.08781599998474,14.981098999999999,9.955519,13.694223999999998,0.99998564,17.17849,65.450775,65.4464,2.1629392999999997,620,14.433563000000001,65.4464,17.17849,67.05112,-0.501,17.17849,70.68876,-0.055,31,1.024451,18.95963254919045,-579.1599,,
31,0.11,22.560207000000002,,47.65192174911499,11.7770605,10.018763,13.662476000000002,0.99998564,17.073296,28.875832,19.061434,1.3171375,640,14.516055,21.680187,17.17849,42.1484,-0.504,17.17849,46.098145,-0.055,32,1.4596428,18.851176959315513,-561.6106,,
32,0.11,22.256245,,48.92946219444275,12.193816,10.085997,13.631704000000001,0.99998564,17.144825,24.630632000000002,17.178907000000002,1.2989793,660,14.5957155,17.178907000000002,17.17849,42.866318,-0.518,17.17849,41.997482,-0.057,33,1.7403661,18.925430015676337,-548.0347,,
33,0.11,20.118837,,50.20047068595886,17.763679999999997,10.314678,13.601851000000002,0.99998564,17.168741,19.61673,8.704111,1.1737548999999998,680,14.671392,11.424907000000001,17.17849,39.90767,-0.514,17.17849,37.00711,-0.057,34,2.0343692,18.950269703184862,-530.404,,
34,0.11,19.633207000000002,,52.17284870147705,12.010795,10.364522000000001,13.572864000000001,0.99998564,17.143091000000002,17.345203,7.7976136,1.1454328,700,14.742013,8.286628,17.17849,40.09015,-0.506,17.17849,34.497925,-0.056,35,2.3113102999999997,18.92308019704919,-512.6005,,
35,0.11,19.411844,,53.9282488822937,14.321268,10.475883,13.544692999999999,0.99998564,17.13139,15.771254999999998,6.5224733,1.132699,720,14.808384,6.903166000000001,17.17849,40.777164,-0.495,17.17849,32.69998,-0.054,36,2.5855372,18.908783045455014,-495.01187000000004,,
36,0.11,17.412441,,55.48615264892578,11.37929,10.501933,13.517294,0.99998564,17.113301999999997,13.805788,1.5135549,1.0161469,740,14.870678,5.993143,17.17849,37.597435,-0.492,17.17849,30.028334,-0.054,37,2.7233095,18.889873979276928,-480.41364000000004,,
37,0.11,17.231562,,56.88293790817261,18.997232,10.7246,13.490625,0.99998564,17.103924,13.292765,4.904105,1.0057989,760,14.929448,5.215929,17.17849,38.22036,-0.498,17.17849,29.180671999999998,-0.055,38,2.8752754,18.88410680564524,-468.82657,,
38,0.11,17.166926999999998,,58.185547828674316,14.349475,10.81658,13.46465,0.99998564,17.071679999999997,13.480860999999999,6.135091,1.0025529,780,14.984376999999999,6.135091,17.17849,39.09956,-0.516,17.17849,29.012627000000002,-0.057,39,2.9003756000000003,18.850368889579467,-460.70493,,
39,0.11,17.088312,,59.62769484519959,16.708332000000002,10.962874000000001,13.439332,0.99998564,17.109268,13.11785,4.32846,0.9980785,800,15.0375,5.8837532999999995,17.17849,39.923140000000004,-0.52,17.17849,28.377246999999997,-0.058,40,3.043421,18.888548779733934,-449.74774,,
40,0.11,18.021563,,61.15096497535706,16.389612,11.094267,13.414639000000001,0.99998564,17.110854999999997,16.849447,11.761801,1.0531282,820,15.088069,11.761801,17.17849,43.178257,-0.558,17.17849,31.428684000000004,-0.063,41,2.5625918,18.891098791749485,-445.9184,,
41,0.11,17.089401000000002,,62.70498824119568,15.4219475,11.197089,13.390542000000002,0.99999905,17.0709,16.659727,5.427397,0.99910975,840,15.135279999999998,11.962574,17.17849,41.96261,-0.578,17.17849,30.729591,-0.066,42,2.5188053,18.849351283940834,-438.4191,,
42,0.11,2.1574534e-16,,64.06724762916565,-0.07559779,10.933575,13.367011999999999,0.99999905,17.014812,6.5574396e-10,5.4523373e-16,1.2679853999999999e-17,860,15.178989000000001,5.4523373e-16,17.17849,4.3000004e-09,-0.999,17.17849,5.239391,-0.351,43,6.557438,18.792484339173196,-569.1679,,
43,0.11,17.574232000000002,,65.61889600753784,9.153427,10.87065,13.344022,0.99999905,16.670723000000002,46.384686,46.384686,1.0541973999999998,880,15.2128935,46.384686,17.17849,46.384686,-0.999,17.17849,51.931213,-0.354,44,1.0,18.389879177969924,-556.90436,,
44,0.11,17.310423,,67.39237713813782,8.758128,10.817729,13.321549,0.99999905,16.70821,33.009766,22.915882,1.0372275,900,15.246122,23.759356,17.17849,46.67524,-0.999,17.17849,41.608444,-0.356,45,1.4139827,18.432215412575548,-544.8216,,
45,0.11,16.796839000000002,,68.88458061218262,8.957189,10.773947,13.299570000000001,0.99999905,16.83101,26.671745,14.710301999999999,1.0037311,920,15.280576000000002,15.932258,17.17849,46.17163,-0.999,17.17849,36.64367,-0.356,46,1.7311064999999999,18.568736348685494,-532.7711,,
46,0.11,16.77024,,70.62778520584106,13.478126999999999,10.828853,13.278065,0.99999905,16.781366000000002,23.538448000000002,11.725760000000001,1.0014145,940,15.312508,12.081799499999999,17.17849,47.066483000000005,-0.999,17.17849,33.952529999999996,-0.356,47,1.9995576000000002,18.515737306801334,-521.0818,,
47,0.11,16.728481,,72.6600911617279,12.080703999999999,10.852936999999999,13.257010000000001,0.99999905,16.76154,21.43885,9.487935,0.9986985,960,15.342694,9.672808,17.17849,47.937527,-0.999,17.17849,32.093773,-0.355,48,2.236012,18.49966662516612,-509.65175999999997,,
48,0.11,17.074245,,74.56663823127747,13.138259,10.897959,13.236392000000002,0.99999905,16.742222,20.40224,8.7537,1.0193588,980,15.371258,8.7537,17.17849,49.948578000000005,-0.999,17.17849,31.107865999999998,-0.353,49,2.4481907000000005,18.470541372715324,-498.36447000000004,,
49,0.11,19.339164999999998,,76.43711376190186,8.613964999999999,10.851309,13.216189000000002,0.99999905,16.899427,22.262356,11.901466000000001,1.1523403,1000,15.401821,11.901466000000001,17.17849,57.617012,-0.999,17.17849,32.61419,-0.349,50,2.5880914,18.647105602129642,-486.81872999999996,,
50,0.11,21.165699,,77.42634606361389,15.621475,10.946284,13.196385999999999,0.99999905,16.720625,24.386312,6.774387,1.2609615,1020,15.427681,15.413426999999999,17.17849,64.30904,-0.998,17.17849,34.19404,-0.344,51,2.6370955,18.447737532645984,-475.35965,,
51,0.11,22.184914000000003,,78.52206707000731,18.25664,11.0901375,13.176969,0.99999905,16.705745999999998,26.618713,4.8313074,1.3213454,1040,15.452259,19.352175,17.17849,68.70996,-0.998,17.17849,35.495045000000005,-0.339,52,2.5812652000000003,18.426244353990157,-464.14664000000005,,
52,0.11,23.813639000000002,,80.42423462867738,13.005969,11.130408000000001,13.15792,0.99999905,16.828878,29.96568,7.9545710000000005,1.417115,1060,15.478232,23.561153,17.17849,75.10709,-0.998,17.17849,37.521133,-0.333,53,2.5064373,18.56349646154842,-453.25906,,
53,0.11,25.342993,,82.6370620727539,14.0064945,11.189110000000001,13.139228,0.99999905,16.795301000000002,33.047894,10.07934,1.5074561000000002,1080,15.502623000000002,26.731734999999997,17.17849,81.402626,-0.998,17.17849,39.291264,-0.327,54,2.4631715,18.535412075154845,-442.67699999999996,,
54,0.11,24.765099,,84.7848837375641,13.764676000000001,11.242569999999999,13.120879,0.99999905,16.78835,32.682884,7.247058,1.4728111000000002,1100,15.525998999999999,26.829604999999997,17.17849,81.00461,-0.997,17.17849,38.62709,-0.321,55,2.4785025000000003,18.521798143406848,-432.6897,,
55,0.11,22.318089,,86.28264141082764,14.928129,11.314427,13.10286,0.99999905,16.703379,29.488484999999997,3.4776306000000003,1.3275318,1120,15.547023000000001,24.298935,17.17849,74.34178,-0.997,17.17849,35.946163,-0.317,56,2.5210445,18.43023665632021,-423.39105,,
56,0.11,21.366919,,87.67088389396667,15.393888,11.389882,13.08516,0.99999905,16.786629,26.77058,8.128319,1.2711565,1140,15.56877,20.874722,17.17849,72.455925,-0.997,17.17849,34.06093,-0.314,57,2.7065504000000002,18.521177023231807,-414.7289,,
57,0.11,20.917242,,89.64127469062805,13.184585,11.424022,13.067769,0.99999905,16.808115,24.742620000000002,8.737028,1.2444735,1160,15.590138,17.686451,17.17849,72.17945999999999,-0.997,17.17849,32.69458,-0.311,58,2.9172115,18.54036455035029,-406.65643,,
58,0.11,22.075197,,91.53600525856018,15.540481,11.49672,13.050674,0.99999905,16.963554000000002,25.719294,13.257372,1.3112687,1180,15.613417000000002,15.666354,17.17849,77.36485,-0.997,17.17849,33.496887,-0.309,59,3.0080473,18.714708357240546,-398.77472,,
59,0.11,19.473604,,93.57271766662598,17.724188,11.604431,13.033866999999999,0.99999905,16.807201,22.78482,0.34184933,1.1568165000000001,1200,15.633313000000001,13.707521,17.17849,69.40899,-0.997,17.17849,30.751935999999997,-0.307,60,3.046282,18.542212527108592,-391.37595,,
60,0.11,17.498697,,96.21261501312256,11.049494000000001,11.596973,13.017338,0.99999905,16.797567,20.348633,0.6901326,1.0396206000000001,1220,15.6524,11.99416,17.17849,63.41686,-0.996,17.17849,28.522858000000003,-0.306,61,3.1165168,18.531604387130674,-384.46677,,
61,0.11,17.86819,,98.7296586036682,9.503708999999999,11.563158999999999,13.001078,0.99999905,16.886023,19.952328,7.756932000000001,1.061261,1240,15.672297,10.606291,17.17849,65.79819,-0.996,17.17849,28.286436,-0.305,62,3.29777,18.625555277679165,-377.8464,,
62,0.11,18.313755,,101.25161814689636,16.513354999999997,11.642072,12.985077,0.99999905,16.773986999999998,19.871370000000002,7.845442,1.0882546999999998,1260,15.689784,9.551094,17.17849,68.56004,-0.996,17.17849,28.271746000000004,-0.304,63,3.450192,18.51644167663308,-371.33615,,
63,0.11,18.979470000000003,,103.42936658859252,13.051149,11.6648655,12.969329,0.99999905,16.735422,20.393810000000002,8.727568,1.1285638999999998,1280,15.706121,8.887795,17.17849,72.22809000000001,-0.996,17.17849,28.680262,-0.303,64,3.5416672,18.477491523337797,-364.97525,,
64,0.11,20.31576,,105.20006918907166,6.490037999999999,11.586621000000001,12.953825,0.99999905,16.913113,22.540995000000002,11.513909,1.2069178999999999,1300,15.724691,11.513909,17.17849,78.44966,-0.996,17.17849,30.187573999999998,-0.3,65,3.4803104,18.661585828013802,-358.5519,,
65,0.11,21.168901,,106.72811555862428,10.170403,11.567572,12.938557000000001,0.99999905,16.795815,23.877789,9.513468,1.257723,1320,15.740920999999998,11.94352,17.17849,83.00972,-0.996,17.17849,31.051703999999997,-0.297,66,3.4764410000000003,18.534748123306073,-352.19638,,
