,LQGsigma,MISE,ReturnMin,TimeElapsed,DenMISELogLast,DenMISEMeanLog,DenMISELogFirst,ReturnStepMax,ReturnLastEpisode,IWNorm2,IWLastEpisode,IWMean,TimestepsSoFar,ReturnMean,IWMax,ReturnAbsMax,IWNorm1,LQGmu1,ReturnMax,Bound,LQGmu01,Iteration,SqrtESSClassic,URet,target_sum_log_mean,IWMin,IWFirstEpisode
271,0.11,17.548379999999998,,941.6355686187744,13.316054999999999,13.5464,11.522409,0.9999998999999999,16.896072,24.977512,2.3109086,1.0313591,5440,16.686367,3.390721,17.252298,280.52966000000004,-0.975,17.252298,20.620565,-0.215,272,11.231289,18.659369759283713,-71.0812,,
272,0.11,17.594143,,946.7070336341858,18.86648,13.565992999999999,11.51874,0.9999998999999999,16.808605,25.03275,3.0265281,1.0342023,5460,16.686815,3.3709311,17.252298,282.33725,-0.975,17.252298,20.65341,-0.215,273,11.278715,18.56701339567512,-70.74978,,
273,0.11,17.542026999999997,,952.6208612918854,11.707484,13.559327,11.515083,0.9999998999999999,17.029057,24.942764,1.4277218999999999,1.0311443999999998,5480,16.688063,3.3477235,17.252298,282.53357,-0.975,17.252298,20.588176999999998,-0.216,274,11.327276,18.80334504195152,-70.44884,,
274,0.11,17.5538,,959.0613327026367,4.4622817,13.526351000000002,11.511439999999999,0.9999998999999999,17.049347,24.93187,2.440011,1.0318226000000001,5500,16.689377,3.3225267,17.252298,283.7512,-0.975,17.252298,20.585556,-0.216,275,11.381063000000001,18.813609341219166,-70.17395,,
275,0.11,17.580181,,964.9462764263153,17.451310999999997,13.540679999999998,11.507811,0.9999998999999999,16.970682,24.94791,2.6824397999999996,1.0334029,5520,16.690395000000002,3.2982492,17.252298,285.2192,-0.975,17.252298,20.598272,-0.216,276,11.43259,18.73816405704838,-69.85377,,
276,0.11,17.561163,,970.5826196670532,18.271782,13.557872,11.504194,0.9999998999999999,17.034807,24.89261,1.9308511000000002,1.0322711,5540,16.691639000000002,3.2699242,17.252298,285.93912,-0.975,17.252298,20.564982999999998,-0.216,277,11.486908,18.800403952071914,-69.53296999999999,,
277,0.11,17.495714000000003,,976.450073480606,15.343287,13.564403,11.500591,0.9999998999999999,17.036566,24.790167,1.1467298000000001,1.0284071,5560,16.692883,3.2396045,17.252298,285.8972,-0.975,17.252298,20.48761,-0.216,278,11.532685,18.80989465168948,-69.22617,,
278,0.11,17.486954,,983.0482001304626,14.808717999999999,13.568956,11.497,0.9999998999999999,17.121931,24.745008,2.0183167,1.0278260000000001,5580,16.694418,3.2059808,17.252298,286.76342999999997,-0.975,17.252298,20.464378,-0.215,279,11.588738000000001,18.89713671325321,-68.92051,,
279,0.11,17.45475,,989.3252985477448,10.596401,13.558432,11.493422500000001,0.9999998999999999,17.029993,24.67213,1.5976694,1.0258994000000001,5600,16.695616,3.1691740000000004,17.252298,287.25183,-0.975,17.252298,20.418357999999998,-0.215,280,11.642764999999999,18.800150776646312,-68.63205,,
280,0.11,17.36255,,994.2812252044678,19.87782,13.581006,11.489857,0.9999998999999999,16.849536999999998,24.559105,0.5881153,1.0204777,5620,16.696163000000002,3.1351748,17.252298,286.7542,-0.975,17.252298,20.317701,-0.215,281,11.676085,18.602117812786613,-68.31678000000001,,
281,0.11,17.29758,,1001.2418675422667,20.847603,13.606839,11.486305,0.9999998999999999,17.097054,24.4618,0.9939056000000001,1.0166128,5640,16.697588,3.0988026,17.252298,286.6848,-0.975,17.252298,20.241735000000002,-0.215,282,11.719694,18.87584585037189,-67.99799,,
282,0.11,17.333551,,1007.5942463874817,17.059431,13.619091000000001,11.482764999999999,0.9999998999999999,17.00781,24.492247,2.654923,1.0187083000000001,5660,16.698685,3.0660496,17.252298,288.29446,-0.975,17.252298,20.264912,-0.215,283,11.770846,18.77353079773868,-67.69203,,
283,0.11,17.383907,,1013.5988500118256,20.107086,13.641995000000001,11.479238,0.9999998999999999,16.943214,24.552916,2.919073,1.0216898,5680,16.699543,3.0340362,17.252298,290.15988,-0.975,17.252298,20.303637,-0.215,284,11.817737,18.700220385389,-67.37731,,
284,0.11,17.412216,,1020.2342491149902,12.932978,13.639577,11.475722,0.9999998999999999,17.033852,24.571737,2.5383077000000003,1.0233198000000001,5700,16.700716,3.0015153999999997,17.252298,291.64615,-0.975,17.252298,20.319294,-0.215,285,11.869171000000001,18.80396215776256,-67.09034,,
285,0.11,17.36218,,1026.8612656593325,20.92087,13.665109,11.47222,0.9999998999999999,17.073544000000002,24.490599,1.1966995,1.0203333,5720,16.70202,2.9650135,17.252298,291.8153,-0.975,17.252298,20.257978,-0.214,286,11.915401,18.84288124811437,-66.77949,,
286,0.11,17.355268,,1033.4691491127014,12.7093115,13.661845000000001,11.46873,0.9999998999999999,16.982988,24.458118,1.9041728999999998,1.0199147,5740,16.703,2.9321417999999997,17.252298,292.7155,-0.975,17.252298,20.238332999999997,-0.214,287,11.968031,18.743611695250486,-66.49835,,
287,0.11,17.375868,,1039.6720895767212,14.9449415,13.666363,11.465252,0.9999998999999999,16.905704,24.469279999999998,2.385825,1.0211552,5760,16.703703,2.9003758,17.252298,294.0927,-0.974,17.252298,20.24674,-0.214,288,12.018854,18.672591046806616,-66.210815,,
288,0.11,17.372367999999998,,1046.2326312065125,16.06801,13.674739,11.461785,0.9999998999999999,17.014738,24.445295,1.9814148999999999,1.0209358,5780,16.704779000000002,2.8742228,17.252298,295.05045,-0.974,17.252298,20.231117,-0.214,289,12.069825,18.7792593540838,-65.92282,,
289,0.11,17.410263,,1053.0932700634005,14.084276999999998,13.676216,11.458331,0.9999998999999999,16.931368,24.492075,2.708193,1.023201,5800,16.705559,2.8517847,17.252298,296.72827,-0.974,17.252298,20.258287,-0.214,290,12.115277,18.693589986254636,-65.64298000000001,,
290,0.11,17.427398999999998,,1059.6764447689056,19.559841,13.696507999999998,11.454888,0.9999998999999999,17.066967,24.501179,2.3404646000000002,1.0241768,5820,16.706802,2.8305852000000002,17.252298,298.03546,-0.974,17.252298,20.263985,-0.214,291,12.164127,18.840880633452436,-65.34688,,
291,0.11,17.434513,,1065.579152584076,17.247015,13.708745,11.451458,0.9999998999999999,17.05038,24.494889999999998,2.1637957,1.0245677,5840,16.70798,2.8068169999999997,17.252298,299.17377,-0.974,17.252298,20.259583,-0.214,292,12.213721000000001,18.82333292813027,-65.06065,,
292,0.11,17.36511,,1071.011578798294,12.855128,13.705910000000001,11.448039,0.9999998999999999,17.174381,24.408703,0.8231151,1.0204448,5860,16.709572,2.7797892,17.252298,298.9903,-0.974,17.252298,20.181964999999998,-0.214,293,12.249331,18.95056865456981,-64.79425,,
293,0.11,17.368576,,1077.2187700271606,16.746054,13.716313000000001,11.444633,0.9999998999999999,17.058067,24.398173999999997,2.0616939999999997,1.0206199,5880,16.710756,2.7573047,17.252298,300.06226000000004,-0.974,17.252298,20.174158,-0.214,294,12.298553,18.829456972633587,-64.5138,,
294,0.11,17.401836,,1083.0340723991394,17.429716,13.728966,11.4412365,0.9999998999999999,17.116417000000002,24.436937,2.570512,1.0225159,5900,16.712132,2.737053,17.252298,301.64218,-0.974,17.252298,20.197157,-0.214,295,12.3436985,18.879292564955875,-64.23238,,
295,0.11,17.399061,,1089.7560329437256,12.375587,13.7244625,11.437853,0.9999998999999999,17.009462,24.418959,1.9565256000000002,1.0223405,5920,16.713135,2.7123517999999995,17.252298,302.6128,-0.974,17.252298,20.183367,-0.213,296,12.392534,18.771403895932195,-63.970397999999996,,
296,0.11,17.412937,,1096.1710820198061,7.2406440000000005,13.7027025,11.43448,0.9999998999999999,17.139536,24.424564,2.198601,1.0230801999999999,5940,16.714571,2.6838727000000002,17.252298,303.85483,-0.974,17.252298,20.186497,-0.213,297,12.440542,18.907653343943906,-63.72668,,
297,0.11,17.448007999999998,,1102.2158210277555,9.4969635,13.68866,11.431118,0.9999998999999999,17.008183,24.469317999999998,2.572533,1.0251256,5960,16.715557,2.6568174,17.252298,305.48742999999996,-0.974,17.252298,20.2118,-0.213,298,12.484509,18.765420934976802,-63.476654,,
298,0.11,17.46632,,1107.3782930374146,14.3692,13.691015,11.427769,0.9999998999999999,17.148285,24.484533,2.2764986,1.0261285,5980,16.717005,2.6356040000000003,17.252298,306.81244,-0.974,17.252298,20.219889000000002,-0.213,299,12.530868,18.919216069097768,-63.212759999999996,,
299,0.11,17.359564000000002,,1113.33939909935,15.059737,13.69566,11.424429,0.9999998999999999,16.891727,24.39433,0.09634857,1.0198450000000001,6000,16.717586999999998,2.6150436000000004,17.252298,305.9535,-0.974,17.252298,20.110689999999998,-0.213,300,12.541992,18.6438160607625,-62.958965,,
300,0.11,17.391066,,1119.7799983024595,19.83737,13.716123999999999,11.421102000000001,0.9999998999999999,17.08313,24.434359,2.5012531000000005,1.0216478999999998,6020,16.7188,2.5931992999999998,17.252298,307.51602,-0.974,17.252298,20.132704,-0.213,301,12.585394,18.848976977893628,-62.680088,,
301,0.11,17.418545,,1125.954364776611,17.647816,13.729208999999999,11.417785,0.9999998999999999,17.034012,24.468897,2.436113,1.0232402,6040,16.719845,2.5736517999999995,17.252298,309.01855,-0.974,17.252298,20.15071,-0.213,302,12.629035,18.80195604705354,-62.410506999999996,,
302,0.11,17.407013,,1132.9656500816345,16.033298000000002,13.736884,11.414479,0.9999998999999999,17.12791,24.44479,1.7246052,1.022504,6060,16.721191,2.5605931,17.252298,309.8187,-0.974,17.252298,20.129436,-0.213,303,12.674222,18.902059796394347,-62.148945,,
303,0.11,17.433619,,1139.7762236595156,18.6674,13.753172,11.411184,0.9999998999999999,17.050562,24.479332,2.3798529999999998,1.0240285,6080,16.722275,2.5490541,17.252298,311.3047,-0.974,17.252298,20.146875,-0.212,304,12.717042,18.8209394017332,-61.879383,,
304,0.11,17.445242,,1146.4451689720156,15.527435999999998,13.759063000000001,11.4079,0.9999998999999999,17.058044,24.491056,2.0954053,1.0246664,6100,16.723377,2.5375330000000003,17.252298,312.52325,-0.973,17.252298,20.149214,-0.212,305,12.760710000000001,18.82980264999644,-61.622234,,
305,0.11,17.406023,,1152.6969916820524,17.238138,13.770508,11.404627,0.9999998999999999,16.994356,24.442621,1.1891521999999999,1.022346,6120,16.724262,2.5254717,17.252298,312.8379,-0.973,17.252298,20.101933,-0.212,306,12.798867999999999,18.758904455417987,-61.36335,,
306,0.11,17.429598000000002,,1158.29967045784,18.573053,13.786219000000001,11.401364,0.9999998999999999,17.043870000000002,24.476372,2.3209445,1.0236992,6140,16.725304,2.5132565,17.252298,314.27563,-0.973,17.252298,20.11688,-0.212,307,12.839960000000001,18.805568715079712,-61.09978,,
307,0.11,17.433664,,1164.0873191356661,17.167026999999997,13.797267999999999,11.398112,0.9999998999999999,17.144167000000003,24.480439999999998,1.9498999,1.0238662,6160,16.726662,2.5008334999999997,17.252298,315.35077,-0.973,17.252298,20.11223,-0.212,308,12.881744,18.92137438497461,-60.84308000000001,,
308,0.11,17.433304,,1170.3821358680725,-2.9884164,13.743015,11.394871,0.9999998999999999,17.004877,24.483118,1.8465999,1.0238159,6180,16.727562,2.4878454,17.252298,316.3591,-0.973,17.252298,20.103624,-0.211,309,12.92152,18.767772166178954,-60.6535,,
309,0.11,17.436135999999998,,1177.7533264160154,15.919517,13.750110999999999,11.391639999999999,0.9999998999999999,17.003044,24.489975,1.8923732,1.0239624,6200,16.72845,2.4746273,17.252298,317.42834,-0.973,17.252298,20.098207000000002,-0.211,310,12.961563,18.771504281750325,-60.404284999999994,,
310,0.11,17.42192,,1184.7172746658325,19.377695000000003,13.768277,11.388419,0.9999998999999999,17.134731,24.477264,1.5737430000000001,1.0230613000000002,6220,16.729757,2.4606437999999997,17.252298,318.17206,-0.973,17.252298,20.076391,-0.211,311,12.998677,18.911811037940517,-60.146366,,
311,0.11,17.43037,,1192.0505487918856,16.766985000000002,13.777957,11.385209,0.9999998999999999,16.939503,24.494362,2.00976,1.0235665999999999,6240,16.730429,2.4470707999999997,17.252298,319.35278,-0.973,17.252298,20.076874,-0.211,312,13.037807,18.694451428650133,-59.897724,,
312,0.11,17.453644,,1198.9273858070376,15.672678,13.784081,11.382009,0.9999998999999999,16.967926000000002,24.536598,2.3042757999999997,1.0249344999999999,6260,16.731189999999998,2.4332849999999997,17.252298,320.8045,-0.973,17.252298,20.092714,-0.21,313,13.074531,18.73349875000658,-59.653927,,
313,0.11,17.400579999999998,,1205.9630241394045,11.543016,13.777020000000002,11.3788185,0.9999998999999999,17.145279000000002,24.490368,0.8747028,1.0217688,6280,16.732508,2.424543,17.252298,320.8354,-0.972,17.252298,20.034423999999998,-0.21,314,13.100472,18.920412476435658,-59.42815,,
314,0.11,17.421570000000003,,1212.30836725235,14.019402,13.777854000000001,11.375639,0.9999998999999999,17.079172,24.532362,2.1982498,1.0229462,6300,16.733608,2.4181004,17.252298,322.22806,-0.972,17.252298,20.048527,-0.21,315,13.134816,18.85323012431096,-59.1932,,
315,0.11,17.43337,,1218.6266577243805,17.909206,13.790996,11.37247,0.9999998999999999,17.009832,24.56018,2.0409184,1.0236173000000002,6320,16.734482,2.4105392000000005,17.252298,323.46307,-0.972,17.252298,20.053265,-0.21,316,13.170223000000002,18.7755333641644,-58.947734999999994,,
316,0.11,17.438116,,1225.8693482875826,16.500721,13.799614000000002,11.36931,0.9999998999999999,16.98946,24.577092999999998,1.9373547999999998,1.0238855,6340,16.735285,2.4028167999999996,17.252298,324.5717,-0.972,17.252298,20.05086,-0.21,317,13.206268,18.75804780499098,-58.708473,,
317,0.11,17.440132000000002,,1232.1543383598328,17.86516,13.8124695,11.36616,0.9999998999999999,17.021706,24.588282,1.9011083,1.0239866,6360,16.736187,2.397174,17.252298,325.62775,-0.972,17.252298,20.045588000000002,-0.209,318,13.243209,18.78756134629237,-58.466442,,
318,0.11,17.431273,,1239.1813850402832,17.380985,13.823726,11.363021,0.9999998999999999,17.086985000000002,24.58757,1.6938858,1.0234245000000002,6380,16.737285999999997,2.3923779,17.252298,326.4724,-0.972,17.252298,20.029913,-0.209,319,13.2779455,18.864643508195766,-58.228092000000004,,
319,0.11,17.410238,,1245.860725402832,10.245115,13.812613,11.359891000000001,0.9999998999999999,17.063738,24.577642,1.4383626,1.0221498,6400,16.738306,2.3885763,17.252298,327.08795,-0.972,17.252298,20.002941,-0.209,320,13.308353,18.830613264975835,-58.014495999999994,,
320,0.11,17.379585000000002,,1253.1381616592407,15.172784,13.816915,11.3567705,0.9999998999999999,17.00134,24.563973999999998,1.2166488000000002,1.0203199,6420,16.739126000000002,2.3852447999999997,17.252298,327.5227,-0.972,17.252298,19.967405,-0.209,321,13.333457000000001,18.777142093408173,-57.787856999999995,,
321,0.11,17.404923999999998,,1260.4703402519224,14.333079000000001,13.818576,11.353661,0.9999998999999999,17.08857,24.62445,2.2350659999999998,1.0217496,6440,16.740211,2.3809142000000003,17.252298,329.0034,-0.971,17.252298,19.987442,-0.208,322,13.360842000000002,18.854544913935953,-57.563483999999995,,
322,0.11,17.320232,,1268.4650075435636,10.9616785,13.809794,11.350559,0.9999998999999999,16.945805,24.583332000000002,0.17555961,1.0167476,6460,16.740849,2.3755832000000003,17.252298,328.4095,-0.971,17.252298,19.9031,-0.208,323,13.359031,18.70091466165129,-57.35895,,
323,0.11,17.345291,,1275.3068761825564,3.5754268,13.778254,11.347468,0.9999998999999999,17.024921,24.648287,2.2538447,1.0181882,6480,16.741723999999998,2.3697757999999998,17.252298,329.89300000000003,-0.971,17.252298,19.923336,-0.208,324,13.384013000000001,18.789223657642967,-57.17110400000001,,
324,0.11,17.374168,,1282.039537668228,18.543993,13.792969,11.344387,0.9999998999999999,17.041903,24.724554,2.3185952000000003,1.0198433,6500,16.74265,2.3819692000000003,17.252298,331.4491,-0.971,17.252298,19.94805,-0.208,325,13.405664999999999,18.80741519396863,-56.938828,,
325,0.11,17.392189000000002,,1289.8014831542966,16.031763,13.799892999999999,11.341314,0.9999998999999999,16.999804,24.789145,2.0991316,1.0208736999999999,6520,16.743437,2.3961224999999997,17.252298,332.8048,-0.971,17.252298,19.962282000000002,-0.207,326,13.425426000000002,18.767719515117285,-56.716705000000005,,
326,0.11,17.417389,,1297.5132102966306,15.056764000000001,13.803798,11.338252,0.9999998999999999,17.075008,24.873447,2.1938832,1.0222912,6540,16.744452,2.4122868,17.252298,334.2892,-0.97,17.252298,19.984772,-0.207,327,13.439601000000001,18.846051803377467,-56.4998,,
327,0.11,17.363094,,1305.4069974422455,16.776424,13.812923999999999,11.335198,0.9999998999999999,16.9418,24.867601,0.67420805,1.0190759,6560,16.745051999999998,2.4239511,17.252298,334.2569,-0.97,17.252298,19.930122,-0.207,328,13.441462,18.69439693750965,-56.28234499999999,,
328,0.11,17.384249,,1312.2609214782715,21.512478,13.836379999999998,11.332154,0.9999998999999999,17.062199,24.952011,2.1420974999999998,1.0202641,6580,16.746017000000002,2.4363408,17.252298,335.6669,-0.97,17.252298,19.949170000000002,-0.206,329,13.452498,18.8371592224968,-56.04936,,
329,0.11,17.351051000000002,,1318.8998937606814,11.455912,13.829226,11.32912,0.9999998999999999,16.910723,24.964000000000002,1.1124953000000002,1.0183038,6600,16.746515,2.4444726,17.252298,336.04022000000003,-0.97,17.252298,19.914354,-0.206,330,13.460992999999998,18.672073760910877,-55.849842,,
330,0.11,17.371689,,1325.960419178009,12.078733,13.823989000000001,11.326094,0.9999998999999999,17.081865,25.043573000000002,2.183322,1.019463,6620,16.747529999999998,2.4505038,17.252298,337.44223,-0.97,17.252298,19.932478,-0.206,331,13.474205,18.849735074688198,-55.64771700000001,,
331,0.11,17.342339000000003,,1333.5246529579165,16.432533,13.831899,11.323077,0.9999998999999999,16.972857,25.050753,1.2547213,1.0177258,6640,16.748209,2.4532256,17.252298,337.88498,-0.969,17.252298,19.900505,-0.205,332,13.488017000000001,18.741259536051928,-55.4348,,
332,0.11,17.322739000000002,,1340.7611145973206,15.182901000000001,13.836004999999998,11.320069,0.9999998999999999,16.896225,25.059420000000003,1.4834593999999999,1.0165911,6660,16.748652,2.4524584,17.252298,338.5248,-0.969,17.252298,19.876953,-0.205,333,13.508884,18.649699763619253,-55.225525,,
333,0.11,17.303967999999998,,1347.6792483329773,16.01926,13.8425865,11.317071,0.9999998999999999,16.955170000000003,25.061104,1.5163953000000001,1.0154953000000002,6680,16.749271,2.449186,17.252298,339.1754,-0.969,17.252298,19.853455,-0.205,334,13.533937,18.72225225432725,-55.014164,,
334,0.11,17.29746,,1354.3481097221375,16.498704999999998,13.850559,11.314081,0.9999998999999999,17.022717,25.073515,1.7588278999999998,1.0151049,6700,16.750088,2.4444863999999997,17.252298,340.06015,-0.969,17.252298,19.841573999999998,-0.205,335,13.562524,18.79413163306916,-54.801719999999996,,
335,0.11,17.312855,,1361.379673719406,14.186926000000001,13.851601,11.311100999999999,0.9999998999999999,16.962334,25.116114000000003,2.1992376,1.0160276,6720,16.75072,2.4385442999999998,17.252298,341.38525,-0.969,17.252298,19.851398,-0.205,336,13.592279999999999,18.725403294920095,-54.596256000000004,,
336,0.11,17.273176,,1368.574517250061,11.864923,13.84575,11.308129,0.9999998999999999,16.946316,25.076002,1.1022610000000002,1.0137135,6740,16.751299,2.4310560000000003,17.252298,341.62146,-0.969,17.252298,19.805914,-0.205,337,13.623442,18.707156199595435,-54.3997,,
337,0.11,17.287151,,1375.9445934295654,17.189823,13.8556795,11.305166,0.9999998999999999,17.026659,25.10341,2.1516056,1.0145359,6760,16.752113,2.4245791000000003,17.252298,342.91312,-0.969,17.252298,19.813107000000002,-0.205,338,13.660020999999999,18.79570802205601,-54.186446999999994,,
338,0.11,17.279420000000002,,1384.2861876487732,18.806393,13.870320999999999,11.302211999999999,0.9999998999999999,17.147125,25.102303,1.7165126,1.0140441999999998,6780,16.753279,2.4210024,17.252298,343.76099999999997,-0.969,17.252298,19.799034,-0.205,339,13.694401000000001,18.92769798055891,-53.970974,,
339,0.11,17.292992,,1391.5572216510773,21.292614,13.89219,11.299266000000001,0.9999998999999999,17.016672,25.137660999999998,2.149149,1.0148416,6800,16.754053,2.4187715,17.252298,345.04614,-0.969,17.252298,19.806757,-0.205,340,13.726263000000001,18.791991377369076,-53.749080000000006,,
340,0.11,17.286165,,1398.2103979587555,21.085646,13.913326000000001,11.2963295,0.9999998999999999,17.088829999999998,25.135633,1.7245362000000002,1.0144224,6820,16.755035,2.413663,17.252298,345.91803,-0.969,17.252298,19.793392,-0.205,341,13.762057,18.86450072543125,-53.52913,,
341,0.11,17.29939,,1405.2524831295013,16.181004,13.919994,11.293401,0.9999998999999999,17.198320000000002,25.167997,2.1163783,1.0151344999999998,6840,16.75633,2.4109119999999997,17.252298,347.17596000000003,-0.969,17.252298,19.800749,-0.204,342,13.794342000000002,18.975997295298733,-53.324757,,
342,0.11,17.253746,,1412.152585029602,11.055261,13.911684,11.290482,0.9999998999999999,16.863163,25.120197,0.94391674,1.0124841,6860,16.756641000000002,2.4029455,17.252298,347.28204,-0.969,17.252298,19.749592,-0.204,343,13.824814000000002,18.617751593691285,-53.137653,,
343,0.11,17.245756,,1419.6376674175262,20.151295,13.929854999999998,11.28757,0.9999998999999999,17.044916,25.10255,1.6634153999999999,1.0120195,6880,16.757479999999997,2.3905,17.252298,348.1347,-0.969,17.252298,19.73374,-0.204,344,13.8685,18.812346496224553,-52.922512,,
344,0.11,17.233744,,1427.3044488430025,14.108698,13.930407,11.284668,0.9999998999999999,16.965501999999997,25.072582,1.5586632,1.0113448,6900,16.758083,2.3741336,17.252298,348.91393999999997,-0.969,17.252298,19.713207,-0.205,345,13.916154999999998,18.73034016173238,-52.725359999999995,,
345,0.11,17.195496,,1434.2168583869934,17.680011999999998,13.941270999999999,11.281774,0.9999998999999999,16.95609,25.00655,0.97809345,1.0091313,6920,16.758656,2.3526511,17.252298,349.15942,-0.969,17.252298,19.66669,-0.205,346,13.962719,18.714839355969037,-52.519165,,
346,0.11,17.218899,,1441.3159532546995,11.713695,13.934875,11.278887,0.9999998999999999,17.02235,25.021168,2.201764,1.010528,6940,16.759417000000003,2.3326032000000003,17.252298,350.6532,-0.969,17.252298,19.681004,-0.205,347,14.014261999999999,18.78721540605418,-52.329094,,
347,0.11,17.23314,,1448.1575989723206,15.536985000000001,13.939507,11.276010000000001,0.9999998999999999,17.080154,25.017406,1.9974543999999999,1.0113689000000001,6960,16.760338,2.3179717,17.252298,351.95636,-0.969,17.252298,19.685762,-0.205,348,14.0684595,18.85346730259,-52.129129999999996,,
348,0.11,17.178757,,1455.2097661495209,16.084438000000002,13.945679,11.27314,0.9999998999999999,17.070284,24.937664,0.5657214,1.0081972,6980,16.761226999999998,2.3019476,17.252298,351.8608,-0.969,17.252298,19.624223999999998,-0.205,349,14.109613000000001,18.83635318671913,-51.931736,,
349,0.11,17.190947,,1462.3653676509855,12.836224000000001,13.942530999999999,11.270278999999999,0.9999998999999999,17.073135,24.930304,1.9153538,1.0089216,7000,16.762117,2.2868714,17.252298,353.12256,-0.969,17.252298,19.626957,-0.205,350,14.164391,18.85064836798901,-51.741745,,
350,0.11,17.19366,,1469.8765358924866,13.991969000000001,13.942695,11.267425999999999,0.9999998999999999,17.026266,24.917503,1.7566906000000002,1.0090992,7020,16.762869,2.2737234,17.252298,354.19385,-0.969,17.252298,19.621056,-0.205,351,14.214660999999998,18.799281872423933,-51.55072,,
351,0.11,17.192307999999997,,1477.587014913559,14.687237,13.944831,11.264581,0.9999998999999999,17.070797,24.894316,1.6540221999999998,1.0090297,7040,16.763744,2.25922,17.252298,355.17847,-0.97,17.252298,19.610722,-0.205,352,14.267451999999999,18.8379156842332,-51.358444,,
352,0.11,17.206457,,1484.3019268512726,18.851421,13.958754999999998,11.261744,0.9999998999999999,17.11596,24.895573000000002,1.95555,1.0098528,7060,16.764742000000002,2.2449244999999998,17.252298,356.47803,-0.97,17.252298,19.616177,-0.206,353,14.318933,18.89207660788808,-51.155097999999995,,
353,0.11,17.168802,,1490.9730257987976,15.554054,13.963285,11.258915,0.9999998999999999,16.999596,24.841601999999998,0.9094681,1.0076624,7080,16.765404,2.2322903,17.252298,356.7125,-0.97,17.252298,19.571716000000002,-0.206,354,14.35948,18.77598963100957,-50.965070000000004,,
354,0.11,17.160563,,1498.6342601776125,17.01267,13.971894,11.256094000000001,0.9999998999999999,17.012554,24.809967,1.4857218,1.007206,7100,16.766102,2.21696,17.252298,357.5581,-0.97,17.252298,19.55474,-0.206,355,14.411874,18.775583064106574,-50.769690000000004,,
355,0.11,17.184847,,1505.1864392757416,13.573617,13.970791,11.253282,0.9999998999999999,17.021793,24.828564,2.136377,1.0086575999999998,7120,16.766819,2.2015542999999997,17.252298,359.0821,-0.97,17.252298,19.570652,-0.206,356,14.46246,18.78761284033882,-50.584072,,
356,0.11,17.203135,,1512.399114370346,17.604354999999998,13.980991,11.250475999999999,0.9999998999999999,17.033651000000003,24.837894,2.0104077,1.0097530000000001,7140,16.767567,2.1861806,17.252298,360.4818,-0.97,17.252298,19.580568,-0.206,357,14.513379999999998,18.800460841130523,-50.388465999999994,,
357,0.11,17.215382,,1520.0145373344421,9.028147,13.967181,11.247679,0.9999998999999999,16.902866,24.844385,1.9189299,1.0105306,7160,16.767944,2.172567,17.252298,361.76996,-0.97,17.252298,19.584969,-0.206,358,14.561438,18.672310751095768,-50.218662,,
358,0.11,17.204588,,1526.0454034805298,14.987041,13.970049,11.244889,0.9999998999999999,17.073338,24.812222,1.3976631000000002,1.00991,7180,16.768795,2.1566963,17.252298,362.55768,-0.97,17.252298,19.565966,-0.206,359,14.612060999999999,18.84430776745338,-50.033497,,
359,0.11,17.219501,,1533.3905606269836,17.19304,13.979026000000001,11.242108,0.9999998999999999,17.098927,24.822521,1.9386375,1.0107819,7200,16.769712,2.1430047,17.252298,363.88147000000004,-0.97,17.252298,19.573265,-0.207,360,14.6593275,18.871908766561447,-49.843014000000004,,
360,0.11,17.235525,,1541.0159978866575,9.0938,13.965522,11.239334,0.9999998999999999,17.018210999999997,24.834284,1.9725026999999997,1.0117465,7220,16.770401,2.1285474,17.252298,365.24048,-0.97,17.252298,19.581642000000002,-0.207,361,14.707107999999998,18.783844724303727,-49.675785,,
361,0.11,17.241323,,1548.8996133804321,18.113459,13.977008999999999,11.2365675,0.9999998999999999,17.151692999999998,24.834215,1.7564645,1.0120677,7240,16.771454000000002,2.1161117999999997,17.252298,366.3685,-0.97,17.252298,19.580212,-0.207,362,14.75257,18.93069022720816,-49.485485,,
362,0.11,17.243885000000002,,1555.816356420517,18.097462,13.988392000000001,11.233808999999999,0.9999998999999999,17.155279999999998,24.832644000000002,1.7027776999999997,1.0121965,7260,16.772512,2.1049852000000002,17.252298,367.42734,-0.97,17.252298,19.575884,-0.207,363,14.796142999999999,18.932595047166764,-49.296703,,
363,0.11,17.232252,,1562.878969669342,8.802748,13.9741745,11.231058,0.9999998999999999,16.93742,24.821392000000003,1.4484084,1.0115397,7280,16.772964,2.0977228,17.252298,368.20044,-0.97,17.252298,19.5583,-0.207,364,14.833997,18.700327281726906,-49.135857,,
364,0.11,17.186927999999998,,1569.847059249878,17.4405,13.983704000000001,11.228314,0.9999998999999999,17.1124,24.78143,0.71865094,1.0088699,7300,16.773895,2.0921087,17.252298,368.2375,-0.97,17.252298,19.508997,-0.207,365,14.859413,18.89106966348276,-48.95452,,
365,0.11,17.190601,,1577.7931489944458,11.852508,13.9779005,11.225578,0.9999998999999999,17.030037,24.798437,1.7692786,1.0090822,7320,16.774595,2.0885403,17.252298,369.3241,-0.97,17.252298,19.50743,-0.207,366,14.893039000000002,18.80376565116539,-48.787440000000004,,
366,0.11,17.142761,,1586.1996932029724,3.0057735,13.948026,11.22285,0.9999998999999999,17.115208,24.764656,0.6544211,1.0062573000000001,7340,16.775524,2.0865815,17.252298,369.29645,-0.97,17.252298,19.456606,-0.207,367,14.912238,18.89182167859397,-48.648453,,
