,IWFirstEpisode,Iteration,target_sum_log_mean,MISE,ReturnMax,ReturnLastEpisode,IWMax,ReturnAbsMax,IWLastEpisode,DenMISELogFirst,LQGmu1,TimestepsSoFar,DenMISEMeanLog,IWMin,DenMISELogLast,IWNorm1,URet,LQGsigma,ReturnMin,TimeElapsed,LQGmu01,Bound,IWNorm2,SqrtESSClassic,ReturnStepMax,IWMean,ReturnMean
0,1.1938178999999998,1,18.779336999999998,17.977037,15.058442000000001,15.058442000000001,1.1938178999999998,15.058442000000001,1.1938178999999998,18.60218,-0.104,20,18.60218,,18.60218,1.1938178999999998,16.687925283112616,0.11,,0.2751929759979248,-0.01,19.490467000000002,1.1938178999999998,1.0,0.9625284,1.1938178999999998,15.058442000000001
1,0.6527573,2,19.685123,12.120287,15.858192,15.858192,0.9087459000000001,15.858192,0.9087459000000001,18.694677,-0.12,40,19.946243,,21.197807,1.5615032,17.55842083274458,0.11,,12.038132905960085,-0.012,13.262323,1.1188884,1.3955845,0.9963950999999999,0.7807516,15.458317000000001
2,0.9729691999999999,3,20.421762,14.84051,16.087304999999997,16.087304999999997,1.0993813000000001,16.087304999999997,0.77302754,18.571665,-0.117,60,20.485128,,21.716798999999998,2.8453779999999997,17.810471524989136,0.11,,12.928714036941528,-0.012,15.78331,1.6591805,1.7149297,0.99889725,0.9484593000000001,15.667979999999998
3,1.273654,4,19.99054,17.033337,16.346947,16.346947,1.2743684,16.346947,0.6406876,18.564884,-0.105,80,19.949368,,18.382748,4.3224874,18.087461766904163,0.11,,13.897201299667358,-0.011,17.87831,2.2230928,1.9443576,0.9999674000000001,1.0806218,15.837722
4,0.78064936,5,18.629751000000002,15.167931,16.346947,15.529238000000001,1.6915226000000003,16.346947,0.69971824,18.618170000000003,-0.119,100,18.740807,,13.848025,4.7746334,17.19321694905159,0.11,,14.952375888824465,-0.012,15.959109,2.2992985,2.076561,0.9999674000000001,0.95492667,15.776026000000002
5,0.15956312,6,17.633132999999997,20.172598,16.346947,15.996329999999999,4.9823976,16.346947,4.9823976,18.580925,-0.132,120,18.356842,,16.484476,7.544374,17.71220365151834,0.11,,15.603060960769653,-0.013,21.325104,5.292331,1.4255295000000001,0.9999674000000001,1.2573956,15.812743
6,0.47396395,7,18.165028,17.528011,16.346947,16.047913,2.1400557,16.346947,1.8896375,18.453022,-0.126,140,18.291795999999998,,17.832481,7.673374000000001,17.769718407887186,0.11,,16.141879081726074,-0.013,18.26299,3.4327497000000005,2.2353432,0.9999674000000001,1.0961963,15.846337
7,1.2737293,8,17.000065,12.19356,16.346947,15.869367,1.5567083000000002,16.346947,0.3474609,18.385006,-0.1,160,17.719553,,13.655467000000002,6.2104797,17.57682973188841,0.11,,16.862069129943848,-0.01,12.917334,2.735954,2.2699504,0.9999674000000001,0.77630997,15.849216
8,1.515025,9,17.808418,16.62379,16.346947,15.463006,1.515025,16.346947,1.4218396999999998,18.414967,-0.108,180,17.875298,,19.339884,9.524351,17.13216817570465,0.11,,17.792093992233273,-0.011,17.216341,3.4351132000000004,2.7726455000000003,0.9999674000000001,1.0582613,15.806303
9,0.007829532,10,15.370789000000002,12.889261,16.45253,16.45253,4.054858,16.45253,1.00079,18.465187,-0.147,200,17.547794,,14.556610000000001,8.009331,18.198407159574412,0.11,,19.26424217224121,-0.015,13.831513000000001,4.5640297,1.7548814,0.9999674000000001,0.80093306,15.870926
10,0.033793803,11,16.04576,14.531031,16.45253,15.956278,3.2855849999999998,16.45253,1.1366205,18.370659,-0.141,220,17.314064000000002,,15.214305,9.9344225,17.674486327827953,0.11,,20.221173524856567,-0.014,15.268309,4.429540599999999,2.242766,0.9999674000000001,0.90312934,15.878685999999998
11,0.27906144,12,17.085825,18.60494,16.45253,16.400752999999998,2.0299742,16.45253,1.9387891,18.286715,-0.131,240,17.311739000000003,,17.411049,13.865143,18.147644105348352,0.11,,21.271710872650143,-0.013,19.173288,4.765667400000001,2.9093812000000003,0.9999674000000001,1.1554285,15.922192
12,0.5904385,13,16.789358,18.145903,16.45253,16.415861,1.6352948999999999,16.45253,1.13341,18.229662,-0.126,260,16.79561,,10.478976,14.67878,18.160695032248285,0.11,,22.597771167755127,-0.013,18.644173000000002,4.423223,3.318571,0.9999674000000001,1.1291368999999998,15.960166000000001
13,0.05036885,14,16.082148,17.70755,16.45253,16.345955,2.808153,16.45253,1.5309582,18.19997,-0.14,280,16.828020000000002,,17.13756,15.284170000000001,18.086407294666863,0.11,,24.20721316337585,-0.014,18.285408,5.341312,2.8615012,0.9999674000000001,1.0917264,15.987723
