,DenMISELogLast,URet,ReturnLastEpisode,IWNorm2,ReturnStepMax,Iteration,ReturnMean,DenMISELogFirst,IWMin,DenMISEMeanLog,IWMean,LQGmu01,SqrtESSClassic,ReturnMin,TimeElapsed,MISE,ReturnMax,TimestepsSoFar,LQGmu1,IWFirstEpisode,IWLastEpisode,ReturnAbsMax,IWMax,target_sum_log_mean,IWNorm1,LQGsigma,Bound
0,18.60218,16.687925283112616,15.058442000000001,1.2486429,0.9625284,1,15.058442000000001,18.60218,,18.60218,1.2486429,-0.011,1.0,,0.2346982955932617,18.802618,15.058442000000001,20,-0.106,1.2486429,1.2486429,15.058442000000001,1.2486429,18.824238,1.2486429,0.11,48.919502
1,21.119229999999998,17.592751311251504,15.889657999999999,1.216497,0.9969084999999999,2,15.4740505,18.71936,,19.919296,0.85996187,-0.01,1.4138331,,4.847342014312744,13.298801000000001,15.889657999999999,40,-0.1,0.8799119000000001,0.84001184,15.889657999999999,0.8799119000000001,19.768158,1.7199237,0.11,35.776215
2,20.932016,17.551505193299118,15.849023999999998,1.6678088,0.9969084999999999,3,15.599042,18.678507,,20.224982999999998,0.8590164,-0.011,1.5451707000000001,,5.205578565597534,13.367448000000001,15.889657999999999,60,-0.114,1.0047701999999998,0.26845625,15.889657999999999,1.303823,19.876648,2.5770492999999997,0.11,33.934309999999996
3,18.232903,18.003251844022213,16.266829,2.1966357000000003,0.99997896,4,15.765988,18.679699,,19.695068,1.067328,-0.011,1.9435685,,5.493401527404785,16.833906,16.266829,80,-0.109,1.1572182,1.2860056999999998,16.266829,1.2860056999999998,19.722929999999998,4.269312,0.11,33.573044
4,13.811716,17.256427509521302,15.5861225,2.409282,0.99997896,5,15.730016,18.710659,,18.528013,1.056344,-0.011,2.1922382999999996,,5.841789960861206,16.620274,16.266829,100,-0.11,1.1163063999999998,1.1167163999999998,16.266829,1.2450211000000002,18.557306,5.28172,0.11,31.460657
5,16.650724,17.603800520697405,15.897335,3.4352313999999997,0.99997896,6,15.757901,18.729858,,18.222391000000002,1.2114194999999999,-0.012,2.1158737999999997,,6.201853275299072,19.17866,16.266829,120,-0.116,0.86416274,2.5681696,16.266829,2.5681696,18.221428,7.2685165,0.11,34.55465
6,18.551666,17.545331967452462,15.840523000000001,4.312976,0.99997896,7,15.769706,18.710262,,18.290985,1.1859686000000003,-0.012,1.9248381999999997,,6.525293111801148,18.84254,16.266829,140,-0.124,0.44153702,1.2565342,16.266829,3.7034159,17.977186,8.301781,0.11,35.744564000000004
7,13.747071,17.50436549236303,15.800602,2.9940987,0.99997896,8,15.773567000000002,18.637897,,17.735751999999998,0.5122998,-0.015,1.3688253000000001,,7.01575231552124,8.159118,16.266829,160,-0.145,0.011121717,0.31288499999999997,16.266829,2.9251482,15.241276000000001,4.098398,0.11,31.926693
8,18.72847,17.755756997734352,16.034885,4.2497907,0.99997896,9,15.802601999999998,18.521503,,17.791937,1.2180332,-0.013,2.5794914,,7.3614869117736825,19.364223000000003,16.266829,180,-0.125,0.50755405,2.277543,16.266829,2.330193,17.693981,10.962297999999999,0.11,31.976653999999996
9,12.433424,18.4136419085712,16.656195,5.5051284,0.99997896,10,15.887960000000001,18.471004,,17.27325,1.199651,-0.014,2.1791515,,7.625866889953612,19.399893,16.656195,200,-0.136,0.08592071,3.6752896,16.656195,3.6752896,16.495005,11.99651,0.11,34.686756
10,16.638191,17.61071743348191,15.899296,5.229655999999999,0.99997896,11,15.888992000000002,18.38425,,17.226402,0.66117525,-0.016,1.3907086000000002,,7.947419166564941,10.876609,16.656195,220,-0.157,0.0005214133,0.10677047,16.656195,5.0572550000000005,13.844351999999999,7.272927799999999,0.11,34.830147
11,16.690898999999998,18.214738875508218,16.463154,5.435695,0.99999046,12,15.936839,18.297287,,17.149744000000002,0.9646945,-0.015,2.1296877999999997,,8.273249626159668,15.742733,16.656195,240,-0.148,0.007317712,3.3055925000000004,16.656195,3.496033,15.440417000000002,11.576334,0.11,31.384645000000003
