,LQGmu01,IWLastEpisode,TimestepsSoFar,IWMean,SqrtESSClassic,IWNorm2,Bound,ReturnAbsMax,MISE,LQGmu1,ReturnMax,Iteration,target_sum_log_mean,ReturnStepMax,ReturnMean,IWNorm1,TimeElapsed,DenMISELogFirst,IWMin,DenMISELogLast,IWMax,ReturnMin,DenMISEMeanLog,LQGsigma,ReturnLastEpisode,IWFirstEpisode,URet
32,0.206,1.2691629,660,0.99831307,5.108043,6.4495015,8.841061,16.311075,8.52013,0.97,16.311075,33,-145.63045,0.9999735999999999,9.648814999999999,32.944332,51.253690481185906,16.711899,,17.203403,1.2692294,,15.184592000000002,0.11,8.512837,,9.349889390082307
33,0.206,1.2592045,680,0.9985616,5.205329,6.5223727,8.836286999999999,16.311075,8.521355,0.97,16.311075,34,-140.8,0.9999735999999999,9.615322,33.951096,52.80629277229309,16.682045000000002,,18.374426,1.2592573,,15.278251000000001,0.11,8.5101,,9.349219994042015
34,0.206,1.249944,700,0.998784,5.3008275000000005,6.594713700000001,8.831846,16.311075,8.522588,0.97,16.311075,35,-136.24018999999998,0.9999735999999999,9.5838785,34.957440000000005,54.12107253074646,16.653057,,18.570158,1.2499988000000002,,15.372163,0.11,8.514786,,9.349946727080123
35,0.206,1.2314177,720,0.9987084999999999,5.3946347,6.664678599999999,8.826608,16.311075,8.522727,0.97,16.311075,36,-132.05336,0.9999735999999999,9.555318,35.953506,55.302329540252686,16.624887,,14.277522,1.2413777,,15.341631,0.11,8.555683,,9.396139817080776
36,0.206,0.9997902,740,0.99259555,5.483770400000001,6.697223700000001,8.770934,16.311075,8.4719925,0.97,16.311075,37,-128.11998,0.9999735999999999,9.529131,36.726036,56.48616313934326,16.597488000000002,,13.482161999999999,1.2333323,,15.291257,0.11,8.586405000000001,,9.427524550830592
37,0.206,1.2253962,760,0.9931293,5.5746493,6.769737700000001,8.770487,16.311075,8.476419,0.97,16.311075,38,-124.30903,0.9999735999999999,9.502858,37.738914,57.74605917930603,16.57082,,16.493044,1.2258053,,15.322614000000002,0.11,8.530761,,9.368299598144556
38,0.206,1.2138071000000001,780,0.99349976,5.6640615,6.840760700000001,8.769502000000001,16.311075,8.480075999999999,0.97,16.311075,39,-120.669624,0.9999735999999999,9.478439,38.74649,59.17183542251587,16.544844,,17.434214,1.2187485,,15.376515,0.11,8.550511,,9.392955005513297
39,0.206,1.2119218,800,0.99395764,5.752068,6.9120016,8.768697999999999,16.311075,8.483701,0.97,16.311075,40,-117.147255,0.9999735999999999,9.454622,39.758305,60.49930500984192,16.519526000000003,,20.032654,1.2121205,,15.492693,0.11,8.525787,,9.364835918232679
40,0.206,1.2058806,820,0.99438214,5.838737,6.9826179999999995,8.766344,16.311075,8.485577000000001,0.97,16.311075,41,-114.07659,0.9999735999999999,9.43074,40.76967,62.1194269657135,16.494833,,8.562625,1.2058817,,15.3234625,0.11,8.475416000000001,,9.311443717593116
41,0.206,1.1936778000000001,840,0.9946223,5.9241343,7.0515175,8.764877,16.311075,8.488157000000001,0.97,16.311075,42,-111.011765,0.9999735999999999,9.409813,41.774136,63.61082530021668,16.470736,,14.468577,1.1999989,,15.302923000000002,0.11,8.551833,,9.394034100931892
42,0.206,1.1208551000000002,860,0.99327904,6.0080714,7.1089363,8.750637,16.311075,8.477783,0.97,16.311075,43,-108.04083,0.9999735999999999,9.390409,42.711000000000006,65.13584113121033,16.447205,,16.624619,1.1944431,,15.333485000000001,0.11,8.57543,,9.41970300187578
43,0.206,1.1890479,880,0.99370426,6.0910835,7.1781955,8.750241,16.311075,8.481106,0.97,16.311075,44,-105.215645,0.9999735999999999,9.370704,43.72299,66.26790142059326,16.424215,,16.094479,1.1891885,,15.350582999999999,0.11,8.52335,,9.359840909346012
44,0.206,1.1841931,900,0.99410063,6.1729712,7.246839,8.749275,16.311075,8.48371,0.97,16.311075,45,-102.5176,0.9999735999999999,9.351461,44.734528000000005,67.73187160491943,16.401743,,16.02678,1.1842101,,15.365426999999999,0.11,8.504817,,9.339597242009246
45,0.206,1.1763635000000001,920,0.99440026,6.2537827,7.314359,8.748842,16.311075,8.486709,0.97,16.311075,46,-99.91273000000001,0.9999735999999999,9.334058,45.742413,69.27623009681703,16.379765,,17.144607999999998,1.1794864,,15.403938,0.11,8.550871,,9.390539191091165
46,0.206,1.1744506000000001,940,0.9947333,6.333554,7.381711,8.74827,16.311075,8.489438,0.97,16.311075,47,-97.64183,0.9999735999999999,9.316941,46.752464,71.02364706993103,16.358257000000002,,6.657951400000001,1.174999,,15.217697,0.11,8.529611000000001,,9.366417702745132
47,0.206,1.1704883999999998,960,0.9950495,6.4123263,7.4485254,8.747664,16.311075,8.492011999999999,0.97,16.311075,48,-95.266396,0.9999735999999999,9.300523,47.762375,72.56097388267517,16.337204,,16.221478,1.1707306999999998,,15.238465,0.11,8.528875,,9.36618496576876
48,0.206,1.1661654,980,0.9953389000000001,6.4901376,7.514726,8.747061,16.311075,8.494473,0.97,16.311075,49,-92.970566,0.9999735999999999,9.28487,48.771606,74.1329071521759,16.316585999999997,,17.07643,1.1666659,,15.275842,0.11,8.533499,,9.373932220134167
49,0.206,1.1624166999999999,1000,0.9956113999999999,6.567021400000001,7.580388,8.7464285,16.311075,8.4967985,0.97,16.311075,50,-90.72,0.9999735999999999,9.269851,49.780570000000004,75.08108401298524,16.296383,,19.406996,1.1627903999999998,,15.358342000000002,0.11,8.533902000000001,,9.373153867260676
50,0.206,1.1448962999999999,1020,0.9955949000000001,6.643012,7.6434216,8.743982,16.311075,8.497208,0.97,16.311075,51,-88.74668,0.9999735999999999,9.255898,50.77534,76.85263872146606,16.27658,,9.784236,1.1590903000000001,,15.248930999999999,0.11,8.558327,,9.400672478756
51,0.206,1.1537812,1040,0.9958181,6.718137,7.707872,8.743288,16.311075,8.499272999999999,0.97,16.311075,52,-86.80145999999999,0.9999735999999999,9.242165,51.782540000000004,78.44886589050294,16.257162,,12.261538,1.1555551000000002,,15.191369,0.11,8.541701,,9.38301209277501
52,0.206,1.1521373,1060,0.9960601999999998,6.7924275,7.7720656,8.742194999999999,16.311075,8.500849,0.97,16.311075,53,-84.88871999999999,0.9999735999999999,9.228389,52.79119,80.21545815467834,16.238113000000002,,14.431934,1.1521735,,15.176935,0.11,8.512075999999999,,9.347935476105203
53,0.206,1.1485368,1080,0.99628055,6.865908599999999,7.8356924,8.741575,16.311075,8.502811999999999,0.97,16.311075,54,-82.94219,0.9999735999999999,9.215603999999999,53.79915,82.10577988624574,16.219421,,20.085386,1.1489356000000002,,15.267737,0.11,8.53797,,9.375280395805742
54,0.206,1.1457919,1100,0.9964940999999999,6.938608599999999,7.898871000000001,8.740413,16.311075,8.504151,0.97,16.311075,55,-81.18271999999999,0.9999735999999999,9.202793,54.807175,83.92375230789185,16.201073,,13.693082,1.1458334,,15.239017,0.11,8.511022,,9.349351546915354
55,0.206,1.1415534,1120,0.9966726,7.010552400000001,7.961378599999999,8.739668,16.311075,8.505831,0.97,16.311075,56,-79.46302,0.9999735999999999,9.190984,55.813663,85.6389229297638,16.183054000000002,,14.987475,1.1428562,,15.234441,0.11,8.54147,,9.383057165000203
56,0.206,1.1208711,1140,0.9965279,7.0817559999999995,8.020905,8.736744999999999,16.311075,8.5052595,0.97,16.311075,57,-77.799706,0.9999735999999999,9.180047,56.80209,87.26919770240784,16.165354,,15.231882999999998,1.1399999,,15.234317,0.11,8.567617,,9.409009293020166
57,0.206,1.1338241000000002,1160,0.99666154,7.152253999999999,8.082259,8.735924,16.311075,8.50672,0.97,16.311075,58,-76.19901999999999,0.9999735999999999,9.1692,57.806369999999994,89.40316033363342,16.147963,,14.914589000000001,1.1372548,,15.228726000000002,0.11,8.550915,,9.392597997620557
58,0.206,1.1256757,1180,0.99669427,7.222062599999999,8.142405499999999,8.734452000000001,16.311075,8.507463000000001,0.97,16.311075,59,-74.63308,0.9999735999999999,9.158862,58.804961999999996,92.20711445808409,16.130869,,16.073166,1.1346147,,15.242965,0.11,8.559266000000001,,9.402781029534225
59,0.206,1.1258668,1200,0.99677056,7.291198700000001,8.202524,8.733417999999999,16.311075,8.508582,0.97,16.311075,60,-73.11604,0.9999735999999999,9.148887,59.806231999999994,94.17358994483948,16.114061,,16.27071,1.1320748,,15.260021,0.11,8.560321,,9.399661575471935
60,0.206,1.1296289,1220,0.99694425,7.3596807,8.263076,8.731646000000001,16.311075,8.508902,0.97,16.311075,61,-71.64859,0.9999735999999999,9.137805,60.8136,96.02515244483948,16.097532,,16.27613,1.1296298999999999,,15.276608999999999,0.11,8.472928999999999,,9.307072407458461
61,0.206,1.1272666,1240,0.9971087,7.427528999999999,8.323191,8.730299,16.311075,8.50959,0.97,16.311075,62,-70.27292,0.9999735999999999,9.127444,61.82074,98.31670379638672,16.081272,,13.523126000000001,1.1272719999999998,,15.248263,0.11,8.495455,,9.331091068983081
62,0.206,1.1224833,1260,0.99722445,7.494761500000001,8.382541,8.729636,16.311075,8.510907000000001,0.97,16.311075,63,-68.83684000000001,0.9999735999999999,9.118317999999999,62.825140000000005,100.65608239173888,16.065271,,20.08512,1.1249995000000002,,15.324978,0.11,8.552377,,9.394542488097015
63,0.206,1.1224169,1280,0.99736774,7.561393700000001,8.441769,8.728949,16.311075,8.512147,0.97,16.311075,64,-67.509125,0.9999735999999999,9.109207000000001,63.831534999999995,102.61018180847168,16.049522,,16.02101,1.1228065,,15.335795999999998,0.11,8.535332,,9.373976782081217
64,0.206,1.1206563,1300,0.99750906,7.6274405,8.500635,8.72799,16.311075,8.513065,0.97,16.311075,65,-66.19859,0.9999735999999999,9.100105000000001,64.83809000000001,105.36519002914429,16.034018,,17.561382000000002,1.1206905,,15.369982,0.11,8.517519,,9.352005507937355
65,0.206,1.1186051000000001,1320,0.99764323,7.6929193,8.559097999999999,8.726929,16.311075,8.513833,0.97,16.311075,66,-64.98392,0.9999735999999999,9.091192,65.84445,107.47339820861816,16.018751,,13.857973999999999,1.1186446,,15.347024,0.11,8.511859,,9.350996009536527
66,0.206,1.1163021,1340,0.99776596,7.757842500000001,8.617127,8.726189999999999,16.311075,8.514877,0.97,16.311075,67,-63.84222,0.9999735999999999,9.082868,66.85032,109.7271089553833,16.003714000000002,,11.399813,1.1166663000000001,,15.28806,0.11,8.533461,,9.370390665230447
67,0.206,1.1147532,1360,0.9978881,7.8222265,8.674818,8.724706,16.311075,8.515133,0.97,16.311075,68,-62.745922,0.9999735999999999,9.074086,67.85639,112.29484438896179,15.988898,,10.597559,1.1147543,,15.219041,0.11,8.485689,,9.318467837473902
68,0.206,1.1128708999999999,1380,0.99800396,7.886081699999999,8.732128,8.723747999999999,16.311075,8.515873,0.97,16.311075,69,-61.541016000000006,0.9999735999999999,9.066019,68.862274,114.65661215782166,15.974298999999998,,20.286081,1.1129028,,15.292432999999999,0.11,8.517441,,9.354959235427362
69,0.206,1.1030338,1400,0.99799937,7.9494240000000005,8.788053,8.722514,16.311075,8.5162945,0.97,16.311075,70,-60.483135,0.9999735999999999,9.058817,69.859955,117.14040040969849,15.95991,,12.412688000000001,1.1111106000000002,,15.251256,0.11,8.561958,,9.401045843698789
70,0.206,1.1092768,1420,0.9981071,8.012261,8.844644,8.721661,16.311075,8.517058,0.97,16.311075,71,-59.433113,0.9999735999999999,9.051272,70.8656,119.14698457717896,15.945725,,13.964347,1.1093761999999998,,15.233089999999999,0.11,8.523095,,9.360662714214264
71,0.206,1.1076806000000001,1440,0.9982112,8.07461,8.900889,8.720595,16.311075,8.517572999999999,0.97,16.311075,72,-58.40728000000001,0.9999735999999999,9.0437355,71.87120999999999,121.11475586891174,15.93174,,14.324654,1.1076932,,15.220436999999999,0.11,8.508646,,9.340173443922305
72,0.206,1.0933618999999999,1460,0.99813676,8.136477000000001,8.955225,8.7189455,16.311075,8.5174675,0.97,16.311075,73,-57.405067,0.9999735999999999,9.037218,72.86398,123.36641955375671,15.917945999999999,,14.665102,1.1060611999999999,,15.212797,0.11,8.567953,,9.407547048295724
73,0.206,1.1043875,1480,0.99823576,8.197877,9.010802,8.71814,16.311075,8.51817,0.97,16.311075,74,-56.39597,0.9999735999999999,9.030275999999999,73.869446,125.81636548042296,15.904341,,17.168674,1.104478,,15.239192000000001,0.11,8.523513000000001,,9.362614656408878
74,0.206,1.1029055,1500,0.9983312,8.25882,9.066046,8.717265,16.311075,8.518771000000001,0.97,16.311075,75,-55.403152,0.9999735999999999,9.023453,74.87484,127.60563135147095,15.890918,,17.967443,1.1029413000000001,,15.2755375,0.11,8.518523,,9.354603485214398
75,0.206,1.1014392,1520,0.9984228999999999,8.319314,9.120961,8.716194,16.311075,8.519144,0.97,16.311075,76,-54.474777,0.9999735999999999,9.016624,75.88014,129.64966177940371,15.877672,,15.056817,1.1014496999999999,,15.27263,0.11,8.504499000000001,,9.340602401279527
76,0.206,1.0999917,1540,0.9985106,8.379371,9.175548,8.715157000000001,16.311075,8.519519,0.97,16.311075,77,-53.51941,0.9999735999999999,9.009994500000001,76.885315,131.96656799316406,15.8646,,18.993006,1.1,,15.320917999999999,0.11,8.506158000000001,,9.342590465561056
77,0.206,1.098568,1560,0.9985941999999999,8.438997,9.229811,8.714234,16.311075,8.519979,0.97,16.311075,78,-52.618458,0.9999735999999999,9.003635000000001,77.89035,134.11122250556946,15.851697,,16.660654,1.098591,,15.338067,0.11,8.513977,,9.350297804553826
78,0.206,1.0967131,1580,0.99866843,8.498206,9.283700999999999,8.7136345,16.311075,8.520732,0.97,16.311075,79,-51.682827,0.9999735999999999,8.997772,78.894806,136.4133269786835,15.838957999999998,,21.204096,1.0972235000000001,,15.412294000000001,0.11,8.54036,,9.382854803310792
79,0.206,1.095675,1600,0.99874324,8.557005,9.3373165,8.712896,16.311075,8.521319,0.97,16.311075,80,-50.877235,0.9999735999999999,8.991902,79.89945999999999,138.81611895561218,15.826379000000001,,12.673533,1.0958912,,15.378036499999999,0.11,8.528198,,9.368350348824402
80,0.206,1.094378,1620,0.9988148000000001,8.615397999999999,9.390628,8.71216,16.311075,8.521882000000002,0.97,16.311075,81,-50.095924,0.9999735999999999,8.986177,80.904,140.80269050598145,15.813956,,12.318242999999999,1.0945951,,15.340239000000002,0.11,8.528208,,9.368296507226523
81,0.206,1.0932503,1640,0.9988853999999999,8.673399,9.443655999999999,8.711407000000001,16.311075,8.522401,0.97,16.311075,82,-49.242645,0.9999735999999999,8.980559,81.9086,141.55338907241818,15.801685999999998,,19.784110000000002,1.0933336999999999,,15.394411999999999,0.11,8.525534,,9.365181642242263
82,0.206,1.0920832,1660,0.9989536,8.731012,9.496395,8.710532,16.311075,8.522774,0.97,16.311075,83,-48.43906,0.9999735999999999,8.974959,82.91315,143.74210023880002,15.789565,,17.366884,1.0921061,,15.418157,0.11,8.515735000000001,,9.351126829631736
83,0.206,1.0908539,1680,0.9990189,8.788249,9.5488405,8.709703999999999,16.311075,8.523169000000001,0.97,16.311075,84,-47.723490000000005,0.9999735999999999,8.969531,83.91759,146.82075667381287,15.777589,,11.5818405,1.090909,,15.372469,0.11,8.518981,,9.355350764027962
84,0.206,1.0897216,1700,0.99908197,8.845113000000001,9.601005,8.708779,16.311075,8.523442,0.97,16.311075,85,-46.97041,0.9999735999999999,8.964133,84.92197,149.11660146713257,15.765754999999999,,16.2024,1.0897444,,15.3822155,0.11,8.510660000000001,,9.350099968642676
85,0.206,1.088606,1720,0.9991428,8.901611,9.652891,8.70756,16.311075,8.523399000000001,0.97,16.311075,86,-46.261435999999996,0.9999735999999999,8.958581,85.926285,151.13403129577637,15.754057999999999,,13.916395000000001,1.0886081,,15.365153,0.11,8.486696,,9.322269670858237
86,0.206,1.0874906000000002,1740,0.9992015,8.957754,9.7045,8.706586999999999,16.311075,8.523581,0.97,16.311075,87,-45.551598,0.9999735999999999,8.953367,86.93053,153.82051944732666,15.742497,,15.410549,1.0874999,,15.36566,0.11,8.504976,,9.342231644840592
87,0.206,1.0846639999999999,1760,0.9992378000000001,9.013545,9.755642,8.706017999999998,16.311075,8.524144999999999,0.97,16.311075,88,-44.824703,0.9999735999999999,8.948791499999999,87.93292,156.3055374622345,15.731069,,18.33372,1.0864197,,15.399374,0.11,8.550768,,9.393612464682096
88,0.206,1.0849328999999999,1780,0.9992878000000001,9.068994,9.806668,8.705457000000001,16.311075,8.524695,0.97,16.311075,89,-44.138059999999996,0.9999735999999999,8.944205,88.936615,159.80239224433902,15.7197695,,16.205229,1.0853655,,15.408414000000002,0.11,8.540649,,9.378854670137526
89,0.206,1.0842751,1800,0.99934,9.124103999999999,9.857472,8.704716000000001,16.311075,8.525046000000001,0.97,16.311075,90,-43.44407,0.9999735999999999,8.939523,89.9406,162.43394470214844,15.708596,,18.240129999999997,1.0843371000000002,,15.439865,0.11,8.522662,,9.361905319541806
90,0.206,1.078622,1820,0.99933916,9.178882000000002,9.907511,8.703814,16.311075,8.525216,0.97,16.311075,91,-42.98245,0.9999735999999999,8.935191,90.939865,165.39749097824097,15.697545999999999,,-1.5123103999999998,1.0833343999999998,,15.253566000000001,0.11,8.545417,,9.38832152291559
91,0.206,1.0816888999999998,1840,0.9993824,9.233334,9.957745,8.703307,16.311075,8.525763000000001,0.97,16.311075,92,-42.32567,0.9999735999999999,8.930959,91.94318,168.93770337104797,15.686617000000002,,17.362892000000002,1.0823535,,15.276482000000001,0.11,8.545767999999999,,9.384156777641762
92,0.206,1.0810826,1860,0.99942756,9.287465,10.007765,8.702745,16.311075,8.526236,0.97,16.311075,93,-41.656684999999996,0.9999735999999999,8.926736,92.94676,173.21626234054563,15.675806,,19.811804000000002,1.0813959999999998,,15.325235999999999,0.11,8.538287,,9.378997698053595
93,0.206,1.0803486999999998,1880,0.9994735,9.341282000000001,10.057561,8.702084,16.311075,8.526591,0.97,16.311075,94,-41.052753,0.9999735999999999,8.922492,93.95051,175.85686922073364,15.665110999999998,,15.035470000000002,1.08046,,15.322144,0.11,8.527797,,9.365684473672284
94,0.206,1.0771306999999999,1900,0.99949354,9.394791,10.106866,8.701532,16.311075,8.52704,0.97,16.311075,95,-40.405871999999995,0.9999735999999999,8.918628,94.95189,177.75023984909058,15.654529,,20.326895,1.0795454,,15.374815,0.11,8.555365,,9.398974068116651
