,LQGmu01,IWLastEpisode,TimestepsSoFar,IWMean,SqrtESSClassic,IWNorm2,Bound,ReturnAbsMax,MISE,LQGmu1,ReturnMax,Iteration,target_sum_log_mean,ReturnStepMax,ReturnMean,IWNorm1,TimeElapsed,DenMISELogFirst,IWMin,DenMISELogLast,IWMax,ReturnMin,DenMISEMeanLog,LQGsigma,ReturnLastEpisode,IWFirstEpisode,URet
215,0.206,1.0334934,4320,1.0003068000000002,14.473633999999999,14.928268,8.642731,16.311075,8.529468,0.97,16.311075,216,-9.07376,0.9999735999999999,8.697273,216.06627999999998,719.7936532497406,14.833127,,14.068985999999999,1.0334953000000002,,15.433084,0.11,8.495353999999999,,9.331492006197896
216,0.206,1.0333337,4340,1.0003148000000002,14.508184,14.961782999999999,8.642146,16.311075,8.529152999999999,0.97,16.311075,217,-8.975286500000001,0.9999735999999999,8.696116,217.06831,727.623922586441,14.828508,,12.262446,1.0333357,,15.418475,0.11,8.446314,,9.277998515347614
217,0.206,1.0331040999999999,4360,1.0003226,14.542657,14.995218,8.641978,16.311075,8.529253,0.97,16.311075,218,-8.856383000000001,0.9999735999999999,8.695371000000002,218.07031,737.2082631587982,14.823910999999999,,16.91296,1.0331780000000002,,15.425329999999999,0.11,8.533542,,9.371492041326238
218,0.206,1.0329760000000001,4380,1.0003301,14.577045000000002,15.028579999999998,8.641767,16.311075,8.529307000000001,0.97,16.311075,219,-8.7433,0.9999735999999999,8.694589,219.0723,746.667117357254,14.819334,,15.876348000000002,1.0330213,,15.427391,0.11,8.524128999999999,,9.365971044646724
219,0.206,1.0328351,4400,1.0003377,14.611354,15.061869,8.641551,16.311075,8.529356,0.97,16.311075,220,-8.6337185,0.9999735999999999,8.693808,220.0743,753.8595380783081,14.814778,,15.332462,1.0328658000000002,,15.426960000000001,0.11,8.522785,,9.362751825683711
220,0.206,1.0324619000000002,4420,1.0003442,14.645581,15.095068,8.641433000000001,16.311075,8.5295,0.97,16.311075,221,-8.522065,0.9999735999999999,8.693137,221.07605,762.9292950630188,14.810243,,16.009708,1.0327121,,15.429599,0.11,8.545503,,9.382865408104347
221,0.206,1.0322394,4440,1.0003502,14.679729,15.12819,8.641318,16.311075,8.529646000000001,0.97,16.311075,222,-8.399935000000001,0.9999735999999999,8.692477,222.07773999999998,771.7814919948578,14.805728,,18.559069,1.0325603,,15.443696,0.11,8.546739,,9.38733280327122
222,0.206,1.0324008,4460,1.0003575,14.713798,15.16126,8.641063,16.311075,8.529649000000001,0.97,16.311075,223,-8.265664,0.9999735999999999,8.691675,223.07971,782.3068451881409,14.801234,,21.510519,1.0324098,,15.470904,0.11,8.513606,,9.350337815971717
223,0.206,1.0320563,4480,1.0003636999999999,14.747788,15.194243,8.640938,16.311075,8.52978,0.97,16.311075,224,-8.147607,0.9999735999999999,8.691014,224.08147999999997,791.9298801422119,14.79676,,18.147524,1.0322611,,15.482854000000001,0.11,8.54353,,9.382766598139915
224,0.206,1.0305909,4500,1.0003643,14.7817,15.227069,8.640842,16.311075,8.52994,0.97,16.311075,225,-8.033258,0.9999735999999999,8.690434,225.08197,799.1545536518097,14.792304999999999,,17.55066,1.0321125,,15.492044,0.11,8.560572,,9.401452937977416
225,0.206,1.0261726,4520,1.0003456,14.815532000000001,15.259534,8.64062,16.311075,8.529971000000002,0.97,16.311075,226,-7.935759,0.9999735999999999,8.689895,226.07811,808.7220611572266,14.787870000000002,,13.975746,1.0319658999999999,,15.485337,0.11,8.56847,,9.411493296043089
226,0.206,1.0301231,4540,1.0003454999999999,14.849289,15.292207999999999,8.640513,16.311075,8.530116,0.97,16.311075,227,-7.8247,0.9999735999999999,8.689319,227.07841000000002,816.942131280899,14.783456,,17.245092,1.0318201999999999,,15.493089000000001,0.11,8.559303,,9.402339492865543
227,0.206,1.0316687,4560,1.0003525,14.882969000000001,15.324925,8.640236,16.311075,8.530088000000001,0.97,16.311075,228,-7.7344756,0.9999735999999999,8.688521000000001,228.08038,827.5252645015718,14.779060000000001,,12.715366,1.0316764999999999,,15.48091,0.11,8.5075035,,9.344460932114405
228,0.206,1.0315299,4580,1.0003594,14.916571,15.357572,8.639785,16.311075,8.529885,0.97,16.311075,229,-7.6352720000000005,0.9999735999999999,8.687561,229.0823,836.9640409946443,14.774683999999999,,14.952045000000002,1.0315338,,15.4786005,0.11,8.468584,,9.300234409625947
229,0.206,1.0313302,4600,1.0003662,14.950099,15.390147,8.639611,16.311075,8.529958,0.97,16.311075,230,-7.524272,0.9999735999999999,8.686876,230.08423,845.4738478660582,14.770326999999998,,17.863842,1.0313932,,15.488973000000001,0.11,8.530121000000001,,9.371281291752672
230,0.206,1.0312378,4620,1.000373,14.983552,15.422654999999999,8.639372999999999,16.311075,8.529964,0.97,16.311075,231,-7.418744,0.9999735999999999,8.686134,231.08615,854.450216293335,14.765986999999999,,16.821955,1.0312525,,15.494743,0.11,8.515284,,9.354866306718105
231,0.206,1.0216798,4640,1.0003389999999999,15.016926999999999,15.45447,8.639045,16.311075,8.52988,0.97,16.311075,232,-7.3281364,0.9999735999999999,8.685647,232.07863999999998,863.0368449687958,14.761667999999998,,13.580773,1.0311139,,15.486497,0.11,8.573242,,9.41611004134896
232,0.206,1.0309722,4660,1.0003458,15.050227,15.486847000000001,8.638779,16.311075,8.529855,0.97,16.311075,233,-7.2197119999999995,0.9999735999999999,8.684884,233.08057000000002,871.668496131897,14.757367000000002,,17.90427,1.0309761999999998,,15.496875,0.11,8.507636999999999,,9.342148655942976
233,0.206,1.0308259,4680,1.0003527,15.083459,15.519155,8.638538,16.311075,8.529855,0.97,16.311075,234,-7.120661999999999,0.9999735999999999,8.684153,234.08253,878.9396858215332,14.753084,,15.927492,1.0308396,,15.498714999999999,0.11,8.513907000000001,,9.351816411322137
234,0.206,1.0284878,4700,1.00035,15.116616,15.551248999999999,8.638425999999999,16.311075,8.529981,0.97,16.311075,235,-7.022089,0.9999735999999999,8.683626,235.08226000000002,888.8060612678528,14.748820000000002,,16.01602,1.0307049000000001,,15.500917999999999,0.11,8.56048,,9.404315265844822
235,0.206,1.030528,4720,1.0003566,15.149701,15.583420000000002,8.638245,16.311075,8.530036,0.97,16.311075,236,-6.922816,0.9999735999999999,8.682962,236.08415,899.5867218971252,14.744573999999998,,16.376376999999998,1.0305703000000002,,15.504629000000001,0.11,8.526939,,9.366693798439128
236,0.206,1.0294534,4740,1.0003589,15.182711999999999,15.615463,8.638171,16.311075,8.530198,0.97,16.311075,237,-6.806291000000001,0.9999735999999999,8.682442,237.08507000000003,908.3059632778168,14.740345000000001,,20.66449,1.0304376,,15.526402,0.11,8.559494,,9.40021411790311
237,0.206,1.0302528,4760,1.0003653000000001,15.215651000000001,15.647504000000001,8.638013,16.311075,8.530273,0.97,16.311075,238,-6.689479400000001,0.9999735999999999,8.681808,238.08694,918.157717704773,14.736135,,20.965061,1.0303059,,15.549253,0.11,8.5318985,,9.372035866827794
238,0.206,1.0301644,4780,1.0003716999999999,15.248517999999999,15.679481,8.637784,16.311075,8.530277,0.97,16.311075,239,-6.582729,0.9999735999999999,8.681111,239.08884,928.8127837181092,14.731942000000002,,18.794127,1.0301752,,15.562833,0.11,8.515215,,9.352072167222175
239,0.206,1.0300406,4800,1.0003780999999998,15.281317000000001,15.711391,8.637514,16.311075,8.530238,0.97,16.311075,240,-6.482154,0.9999735999999999,8.680378999999999,240.09073999999998,937.3059086799623,14.727767000000002,,17.525629000000002,1.0300455,,15.5710125,0.11,8.50532,,9.341805461894367
240,0.206,1.0299129999999999,4820,1.0003843000000001,15.314043,15.7432375,8.637141999999999,16.311075,8.530095,0.97,16.311075,241,-6.3907967,0.9999735999999999,8.679552000000001,241.09262,945.9164850711824,14.723609,,15.505410999999999,1.0299169,,15.570742000000001,0.11,8.4808,,9.31419720458493
241,0.206,1.0292335,4840,1.0003881,15.3467,15.774982999999999,8.637066,16.311075,8.530247,0.97,16.311075,242,-6.278106,0.9999735999999999,8.679036,242.09392999999997,959.6691246032716,14.719467999999999,,20.8515,1.0297902,,15.592564000000001,0.11,8.554915,,9.395156484199086
242,0.206,1.0296595,4860,1.0003942,15.379288,15.806702,8.63672,16.311075,8.530127,0.97,16.311075,243,-6.1885233,0.9999735999999999,8.678241,243.09581,974.3464398384094,14.715344,,15.461321,1.0296634,,15.592025,0.11,8.485857000000001,,9.322033082175137
243,0.206,1.0185676,4880,1.0003552,15.411802999999999,15.837646,8.63636,16.311075,8.529992,0.97,16.311075,244,-6.101204,0.9999735999999999,8.677814999999999,244.08667000000003,988.4271700382233,14.711236999999999,,15.09905,1.0295388,,15.590005999999999,0.11,8.57426,,9.419201798529476
244,0.206,1.0294082,4900,1.0003614,15.444253,15.869241,8.636134,16.311075,8.529989,0.97,16.311075,245,-5.9913807,0.9999735999999999,8.677144,245.08856,1001.6408748626708,14.707148000000002,,20.776573000000003,1.029414,,15.611176500000001,0.11,8.513449000000001,,9.350818857498515
245,0.206,1.0292884,4920,1.0003676,15.476635,15.900773000000001,8.635873,16.311075,8.52995,0.97,16.311075,246,-5.8907766,0.9999735999999999,8.676442999999999,246.09045,1019.023699760437,14.703073499999999,,18.728315,1.0292914,,15.623851,0.11,8.504629,,9.34172296211876
246,0.206,1.0247947,4940,1.0003560999999999,15.508949,15.931958999999999,8.63573,16.311075,8.530028,0.97,16.311075,247,-5.8001533,0.9999735999999999,8.67601,247.08795,1030.580754995346,14.699017999999999,,16.468842000000002,1.0291687,,15.627272,0.11,8.569522000000001,,9.411603737244578
247,0.206,1.029045,4960,1.0003621999999999,15.541195000000002,15.963368,8.635452,16.311075,8.52997,0.97,16.311075,248,-5.7101235,0.9999735999999999,8.675302499999999,248.08981,1046.0887236595154,14.694977,,16.498620000000003,1.029048,,15.630787,0.11,8.500483000000001,,9.336724143842327
248,0.206,1.0246295,4980,1.000351,15.573375,15.994439000000002,8.635269000000001,16.311075,8.5300045,0.97,16.311075,249,-5.6617713,0.9999735999999999,8.674832,249.08739,1060.9226922988894,14.690952,,6.305235,1.0289283,,15.593335999999999,0.11,8.558241,,9.403827452238772
249,0.206,1.0288056,5000,1.000357,15.605485999999999,16.025726000000002,8.634925,16.311075,8.529877,0.97,16.311075,250,-5.5732756,0.9999735999999999,8.674066,250.08925,1072.2602009773254,14.686945000000001,,16.433754,1.0288095,,15.596698000000002,0.11,8.483196000000001,,9.314880088023859
250,0.206,1.0261208,5020,1.000353,15.637534,16.05679,8.634824,16.311075,8.529991,0.97,16.311075,251,-5.4853477,0.9999735999999999,8.673625999999999,251.0886,1085.6288623809814,14.682953,,16.470804,1.0286918,,15.600183,0.11,8.563663,,9.406704020741856
251,0.206,1.0285505,5040,1.0003587,15.669514999999999,16.087951999999998,8.63466,16.311075,8.530041,0.97,16.311075,252,-5.3861456,0.9999735999999999,8.673041,252.0904,1100.2748930454254,14.678976,,19.485369,1.0285741,,15.615601999999999,0.11,8.526437,,9.36220255031314
252,0.206,1.0137985999999999,5060,1.0003066999999999,15.701426000000001,16.118128,8.634217999999999,16.311075,8.529812,0.97,16.311075,253,-5.300157,0.9999735999999999,8.672676,253.07759,1110.0600392818449,14.675016000000001,,16.35527,1.0284584,,15.618526000000001,0.11,8.580549000000001,,9.423290746714539
253,0.206,1.0283347,5080,1.0003132,15.733279999999999,16.149178,8.633984,16.311075,8.529789,0.97,16.311075,254,-5.206983,0.9999735999999999,8.672029,254.07952999999998,1123.4526448249817,14.671071,,18.338009,1.0283426,,15.629233,0.11,8.508307,,9.344310299721249
254,0.206,1.0267121,5100,1.0003133,15.765064,16.180073,8.633916000000001,16.311075,8.529931,0.97,16.311075,255,-5.1231694,0.9999735999999999,8.671596000000001,255.07987999999997,1145.5870122909544,14.667142000000002,,16.139126,1.0282289,,15.631235,0.11,8.561556,,9.401614258794774
255,0.206,1.0179112,5120,1.0002794,15.796783,16.21036,8.633613,16.311075,8.529836999999999,0.97,16.311075,256,-5.0586133,0.9999735999999999,8.671222,256.07153,1159.6140058040621,14.663228,,11.385495,1.0281152,,15.61465,0.11,8.575888,,9.416183187024501
256,0.206,1.0279778,5140,1.0002859,15.828442,16.241235999999997,8.633445,16.311075,8.529877,0.97,16.311075,257,-4.9667983,0.9999735999999999,8.670648,257.07346,1171.8973679542544,14.659329000000001,,18.510239000000002,1.0280033000000002,,15.625917000000001,0.11,8.52375,,9.36322106385194
257,0.206,1.0278739,5160,1.0002921,15.860038000000001,16.27205,8.633261,16.311075,8.529899,0.97,16.311075,258,-4.872828500000001,0.9999735999999999,8.670062,258.07535,1186.5685980319975,14.655446,,19.249931,1.0278915000000002,,15.639964,0.11,8.519469,,9.357907922375112
258,0.206,1.027774,5180,1.0002984000000001,15.891570999999999,16.30281,8.6330185,16.311075,8.529861,0.97,16.311075,259,-4.7865614999999995,0.9999735999999999,8.669423,259.07727,1201.624863862991,14.651578,,17.442799,1.0277808000000002,,15.646927999999999,0.11,8.5045805,,9.341323762429704
259,0.206,1.027671,5200,1.0003043,15.92304,16.33351,8.632661,16.311075,8.529708,0.97,16.311075,260,-4.7180915,0.9999735999999999,8.668676,260.07912999999996,1217.2955870628355,14.647723999999998,,12.988488,1.027671,,15.636702,0.11,8.475222,,9.310439025325092
260,0.206,1.0274898000000001,5220,1.0003101,15.954445999999999,16.36415,8.632528,16.311075,8.529778,0.97,16.311075,261,-4.6378675000000005,0.9999735999999999,8.668154,261.08092999999997,1233.8277187347412,14.643885000000001,,16.193306,1.0275623,,15.638836999999999,0.11,8.532169999999999,,9.3729278051415
261,0.206,1.027332,5240,1.0003157,15.985794,16.394726000000002,8.632401,16.311075,8.529853,0.97,16.311075,262,-4.5686297,0.9999735999999999,8.667644500000002,262.0827,1247.712959766388,14.640061,,13.475473999999998,1.0274535,,15.630579999999998,0.11,8.53465,,9.375665540863542
262,0.206,1.0273447,5260,1.0003214,16.017075,16.425255,8.632145,16.311075,8.529797,0.97,16.311075,263,-4.502542500000001,0.9999735999999999,8.667003999999999,263.08453,1262.6075139045715,14.636251000000001,,12.78525,1.0273466999999998,,15.619764000000002,0.11,8.499360000000001,,9.333961146516645
263,0.206,1.0272280999999999,5280,1.0003271999999999,16.048302,16.455723000000003,8.631934,16.311075,8.529785,0.97,16.311075,264,-4.4338665,0.9999735999999999,8.666413,264.0864,1277.8461396694186,14.632457,,13.600982,1.0272398999999999,,15.612116,0.11,8.51117,,9.347794456433126
264,0.206,1.0271175,5300,1.0003328000000002,16.079462,16.486135,8.631746000000001,16.311075,8.529795,0.97,16.311075,265,-4.363249,0.9999735999999999,8.66585,265.0882,1293.3414080142975,14.628675,,14.253053,1.0271351,,15.606989000000002,0.11,8.517194,,9.354814522419042
265,0.206,1.0270253,5320,1.0003384,16.110565,16.516493,8.631514,16.311075,8.529759,0.97,16.311075,266,-4.279850499999999,0.9999735999999999,8.665248,266.09002999999996,1309.2175464630127,14.624908999999999,,17.794264000000002,1.0270293,,15.615214000000002,0.11,8.505714999999999,,9.344026830503553
266,0.206,1.0269177,5340,1.0003440000000001,16.141607,16.546795,8.631291000000001,16.311075,8.529733,0.97,16.311075,267,-4.1845455000000005,0.9999735999999999,8.664657,267.09186,1323.838443517685,14.621157,,21.139942,1.0269254,,15.635907000000001,0.11,8.507433,,9.344505406483789
267,0.206,1.0268158,5360,1.0003494000000002,16.172586,16.577042000000002,8.631022,16.311075,8.529658,0.97,16.311075,268,-4.1127972999999995,0.9999735999999999,8.664025,268.09362999999996,1336.7845170497894,14.617417999999999,,15.017509,1.0268226999999999,,15.633598999999998,0.11,8.495167,,9.32930420810891
268,0.206,1.026665,5380,1.0003546,16.203512,16.607226999999998,8.630905,16.311075,8.529735,0.97,16.311075,269,-4.0214156999999995,0.9999735999999999,8.663546,269.0954,1350.6740789413452,14.613694,,20.442304999999998,1.0267208,,15.651478,0.11,8.5349045,,9.373306118640393
269,0.206,1.0266024,5400,1.0003597,16.234371,16.637362,8.630733,16.311075,8.529753999999999,0.97,16.311075,270,-3.9330199999999995,0.9999735999999999,8.663012,270.0971,1365.31307554245,14.609982999999998,,19.819239000000003,1.026619,,15.666914000000002,0.11,8.519575,,9.358521835905009
270,0.206,1.0264613999999999,5420,1.000365,16.265179,16.66744,8.630616999999999,16.311075,8.52983,0.97,16.311075,271,-3.8444486000000007,0.9999735999999999,8.66254,271.0989,1381.810037612915,14.606287,,20.043787,1.0265181,,15.683065,0.11,8.53514,,9.37422376551823
271,0.206,1.0264144,5440,1.00037,16.295925,16.697466,8.630321499999999,16.311075,8.529724,0.97,16.311075,272,-3.7910812000000007,0.9999735999999999,8.661896,272.10065,1396.6774191856384,14.602604000000001,,10.645524,1.0264183,,15.664547,0.11,8.487169,,9.318480127196642
272,0.206,1.0260053,5460,1.0003738000000002,16.326610000000002,16.727419,8.63025,16.311075,8.529841000000001,0.97,16.311075,273,-3.7146315999999997,0.9999735999999999,8.661482000000001,273.10205,1410.8818638324738,14.598932999999999,,17.054052,1.0263184,,15.669638,0.11,8.548822,,9.387943263721073
273,0.206,1.0257176,5480,1.0003773,16.357244,16.757309,8.630185,16.311075,8.529964999999999,0.97,16.311075,274,-3.6408994,0.9999735999999999,8.661083,274.1034,1426.102046251297,14.595278,,16.462618,1.0262206,,15.672533999999999,0.11,8.552265,,9.392122521986742
274,0.206,1.0261216999999998,5500,1.0003823,16.38782,16.787172,8.629831,16.311075,8.5297985,0.97,16.311075,275,-3.569494,0.9999735999999999,8.660389,275.10513,1439.216906785965,14.591635,,15.969819000000001,1.0261227,,15.673616,0.11,8.470348,,9.30412295861414
275,0.206,1.0250136,5520,1.0003834,16.418332999999997,16.816921,8.629772,16.311075,8.529925,0.97,16.311075,276,-3.4950788,0.9999735999999999,8.660016,276.1058,1457.3289697170258,14.588004999999999,,16.944347,1.0260248,,15.678223000000001,0.11,8.557666000000001,,9.399161049608374
276,0.206,1.0258468,5540,1.0003879999999998,16.448795,16.846674,8.629652,16.311075,8.52999,0.97,16.311075,277,-3.4354080000000002,0.9999735999999999,8.65956,277.10748,1472.0750153064728,14.584388,,13.008196,1.025929,,15.668584,0.11,8.533635,,9.372030069465463
277,0.206,1.0258273,5560,1.0003928,16.479197,16.876379999999997,8.629425,16.311075,8.529946,0.97,16.311075,278,-3.3485854,0.9999735999999999,8.658998500000001,278.1092,1486.4640028476715,14.580785,,20.675863,1.0258331,,15.686597,0.11,8.503622,,9.340663250484072
278,0.206,1.0257361999999999,5580,1.0003977,16.509546,16.906034,8.629188000000001,16.311075,8.529892,0.97,16.311075,279,-3.293052,0.9999735999999999,8.658432000000001,279.11096000000003,1503.2092416286469,14.577193,,12.119796000000001,1.0257382,,15.673814000000002,0.11,8.500725,,9.334107370980528
279,0.206,1.0057241,5600,1.0003309,16.539824,16.93444,8.628633500000001,16.311075,8.52952,0.97,16.311075,280,-3.2354648,0.9999735999999999,8.658155,280.09265,1517.4201200008392,14.573616000000001,,12.825541000000001,1.0256443000000002,,15.663642000000001,0.11,8.580917999999999,,9.424578398122392
280,0.206,1.0252032,5620,1.000335,16.570063,16.963974,8.628564,16.311075,8.529631,0.97,16.311075,281,-3.1592182999999996,0.9999735999999999,8.657762,281.09412000000003,1529.0284876823425,14.570051000000001,,18.164879,1.0255504,,15.672544,0.11,8.547733000000001,,9.390078451181617
281,0.206,1.0244507,5640,1.0003364,16.60024,16.993422,8.628514,16.311075,8.529761,0.97,16.311075,282,-3.0934157000000004,0.9999735999999999,8.65741,282.09488,1548.259119272232,14.566498999999999,,15.372960999999998,1.0254575000000001,,15.671484,0.11,8.558552,,9.398148690486114
282,0.206,1.0107518,5660,1.0002898999999998,16.630363,17.022000000000002,8.628111,16.311075,8.529536,0.97,16.311075,283,-3.049383,0.9999735999999999,8.657122,283.08203,1566.0899925231934,14.562959,,9.357242999999999,1.0253656,,15.649173000000001,0.11,8.575474,,9.419080708078647
283,0.206,0.9828154,5680,1.0001457,16.660387,17.048906,8.626918,16.311075,8.528522,0.97,16.311075,284,-2.9882807999999996,0.9999735999999999,8.656879,284.04138,1579.9503436088562,14.559431,,14.3209,1.0252736999999998,,15.644497,0.11,8.588724000000001,,9.43320785801621
284,0.206,1.0227277,5700,1.0001433000000002,16.690403,17.078127,8.626845,16.311075,8.5286255,0.97,16.311075,285,-2.9403507999999996,0.9999735999999999,8.656546,285.04082999999997,1595.9810416698456,14.555917,,10.649219,1.0251827,,15.626970000000002,0.11,8.561653,,9.40312796314437
285,0.206,1.0250322,5720,1.0001494,16.720366000000002,17.107445000000002,8.626736,16.311075,8.528692,0.97,16.311075,286,-2.8780083999999997,0.9999735999999999,8.656108,286.04272000000003,1613.033583164215,14.552414,,14.864901999999999,1.0250928,,15.624305,0.11,8.531488000000001,,9.370466651101472
286,0.206,1.0210321,5740,1.0001419,16.750278,17.136475,8.6266365,16.311075,8.528768,0.97,16.311075,287,-2.8147137000000004,0.9999735999999999,8.655797,287.0407,1626.3007032871246,14.548923499999999,,15.266797,1.0250028,,15.62306,0.11,8.5666685,,9.411261213012699
287,0.206,1.0244507,5760,1.0001464,16.780132000000002,17.165668,8.626581,16.311075,8.528887,0.97,16.311075,288,-2.7524185,0.9999735999999999,8.655429,288.04218,1638.361536026001,14.545445,,15.1021185,1.0249139,,15.621251,0.11,8.549704,,9.390781686449676
288,0.206,1.0247986,5780,1.0001526,16.809936999999998,17.194836,8.626451,16.311075,8.52893,0.97,16.311075,289,-2.6823282,0.9999735999999999,8.654978,289.0441,1655.010326385498,14.541979000000001,,17.479226999999998,1.0248259,,15.627679999999998,0.11,8.525067,,9.365358915777255
289,0.206,1.0247263,5800,1.0001586999999998,16.839686999999998,17.223955,8.626311999999999,16.311075,8.528963000000001,0.97,16.311075,290,-2.606398,0.9999735999999999,8.654521,290.04602,1673.7269930839539,14.538525,,19.312975,1.024738,,15.640389,0.11,8.522523,,9.358769864022198
290,0.206,1.0245796,5820,1.0001644,16.869383,17.253023000000002,8.626225,16.311075,8.529048,0.97,16.311075,291,-2.540753,0.9999735999999999,8.654119,291.04785,1686.5504746437073,14.535082000000001,,16.472113,1.024651,,15.643248000000002,0.11,8.537339999999999,,9.374235588164778
291,0.206,1.0245475,5840,1.0001704,16.899029000000002,17.282042999999998,8.626077,16.311075,8.529069999999999,0.97,16.311075,292,-2.4864952999999996,0.9999735999999999,8.653658,292.04974,1703.7175781726835,14.5316515,,13.278215,1.024565,,15.635147,0.11,8.519623,,9.35470463784067
292,0.206,1.0244292,5860,1.0001761,16.928623,17.311011999999998,8.625976,16.311075,8.529139,0.97,16.311075,293,-2.4171927,0.9999735999999999,8.653247,293.0516,1721.3276145458221,14.528232999999998,,17.795052,1.0244790000000001,,15.642522,0.11,8.533111,,9.370831758129123
293,0.206,1.0243393,5880,1.0001816,16.958161999999998,17.339931,8.625889,16.311075,8.52922,0.97,16.311075,294,-2.3378885,0.9999735999999999,8.652852000000001,294.05338,1739.2106161117554,14.524826000000001,,20.874111,1.0243931,,15.6603155,0.11,8.537152,,9.374558352025447
294,0.206,1.0243022,5900,1.0001873,16.987654,17.368805,8.625567,16.311075,8.529066,0.97,16.311075,295,-2.2750952,0.9999735999999999,8.652229,295.05523999999997,1748.4403762817385,14.521429999999999,,16.162142000000003,1.024309,,15.662017,0.11,8.469335000000001,,9.302447367024516
295,0.206,1.0234069,5920,1.0001901,17.017088,17.397586999999998,8.625523,16.311075,8.529188000000001,0.97,16.311075,296,-2.215598,0.9999735999999999,8.651902,296.05627000000004,1768.4359393119812,14.518046,,15.312934,1.024225,,15.660839000000001,0.11,8.555589999999999,,9.39657045813356
296,0.206,1.0238646,5940,1.0001948,17.046476000000002,17.42635,8.625467,16.311075,8.5293,0.97,16.311075,297,-2.1556478,0.9999735999999999,8.651553999999999,297.05786,1777.5586943626404,14.514673000000002,,15.566019,1.0241411,,15.660520000000002,0.11,8.548297999999999,,9.386545226432194
297,0.206,1.0225775,5960,1.0001954,17.075813,17.454994,8.625425,16.311075,8.529423,0.97,16.311075,298,-2.1043665000000003,0.9999735999999999,8.651254,298.05823,1794.0305638313293,14.5113125,,13.10394,1.024058,,15.651942000000002,0.11,8.561829,,9.400652750052833
298,0.206,1.0239741,5980,1.0002010000000001,17.105103,17.483677,8.625211,16.311075,8.529372,0.97,16.311075,299,-2.0439465,0.9999735999999999,8.650744,299.0601,1811.6793172359467,14.507962,,15.937444000000001,1.023976,,15.652895999999998,0.11,8.49897,,9.335918540011999
299,0.206,1.0238881,6000,1.0002065,17.134338,17.512316000000002,8.624915,16.311075,8.529241,0.97,16.311075,300,-1.9824069,0.9999735999999999,8.650161,300.06195,1828.8784248828888,14.504623,,16.394371,1.023894,,15.655368,0.11,8.4756155,,9.311008931092342
300,0.206,1.0238030999999999,6020,1.0002117,17.163523,17.540905,8.624753,16.311075,8.529241,0.97,16.311075,301,-1.9276086,0.9999735999999999,8.649708,301.06372000000005,1845.8544981479645,14.501295,,14.488296,1.0238129,,15.651492000000001,0.11,8.514041,,9.348946873984454
301,0.206,1.0235484000000001,6040,1.0002165,17.192660999999998,17.569437,8.624694,16.311075,8.529344,0.97,16.311075,302,-1.8565148,0.9999735999999999,8.6493635,302.06537000000003,1864.813861131668,14.497978,,19.519453,1.0237319999999999,,15.664299,0.11,8.545916,,9.385847114303278
302,0.206,1.0236225,6060,1.0002216,17.221748,17.597929999999998,8.624572,16.311075,8.529383000000001,0.97,16.311075,303,-1.7947075000000001,0.9999735999999999,8.648954,303.06714,1879.7991588115685,14.494673,,16.847744,1.0236518000000001,,15.668207,0.11,8.5253,,9.365271696497057
303,0.206,1.0225453000000002,6080,1.0002234,17.250788,17.62632,8.624533999999999,16.311075,8.529505,0.97,16.311075,304,-1.7357888,0.9999735999999999,8.648661,304.0679,1897.3650016784668,14.491378,,16.094317999999998,1.0235728000000002,,15.669609,0.11,8.559660000000001,,9.399599102303883
304,0.206,1.0219429,6100,1.0002234,17.279776000000002,17.654636,8.624485,16.311075,8.529615,0.97,16.311075,305,-1.6825143,0.9999735999999999,8.64837,305.06815,1912.1044867038727,14.488093,,14.491213,1.0234936,,15.665747,0.11,8.560057,,9.402350563926113
305,0.206,1.0230643,6120,1.0002275,17.308718,17.682973999999998,8.624433,16.311075,8.529721,0.97,16.311075,306,-1.6178442,0.9999735999999999,8.6480465,306.0696,1927.9311094284055,14.484820000000001,,18.083693,1.0234146000000002,,15.67365,0.11,8.549186,,9.39106668850144
306,0.206,1.0233345999999999,6140,1.0002325,17.337608,17.711287,8.62402,16.311075,8.529467,0.97,16.311075,307,-1.5843264,0.9999735999999999,8.647364,307.07135,1946.4428508281708,14.481557999999998,,8.649061999999999,1.0233364999999999,,15.650767000000002,0.11,8.438406,,9.269684123420674
307,0.206,1.0187804,6160,1.0002232,17.366455,17.739298,8.623927,16.311075,8.529531500000001,0.97,16.311075,308,-1.5232588,0.9999735999999999,8.647117,308.06872999999996,1961.3563125133514,14.478306,,17.205907999999997,1.0232595,,15.655819000000001,0.11,8.571417,,9.414573872760789
308,0.206,1.0231755999999999,6180,1.0002282,17.395254,17.767519,8.623724000000001,16.311075,8.529484,0.97,16.311075,309,-1.4625343000000002,0.9999735999999999,8.64664,309.0705,1976.7793610095976,14.475064000000001,,17.217707,1.0231824,,15.660873,0.11,8.499938,,9.33572271413167
309,0.206,1.0146943000000002,6200,1.000206,17.423998,17.795218,8.623539,16.311075,8.529454,0.97,16.311075,310,-1.407175,0.9999735999999999,8.646414,310.06383999999997,1991.1156241893768,14.471832999999998,,15.684285000000001,1.0231052999999999,,15.66095,0.11,8.576343,,9.419485751842812
310,0.206,1.0229814,6220,1.0002108,17.452698,17.82335,8.623428,16.311075,8.529499000000001,0.97,16.311075,311,-1.3557556999999998,0.9999735999999999,8.646034,311.06555,2011.226980447769,14.468613000000001,,14.561485999999999,1.0230291999999999,,15.657415,0.11,8.52823,,9.369310491032095
