,Iteration,IWMean,DenMISEMeanLog,TimeElapsed,LQGsigma,Bound,ReturnMin,DenMISELogLast,ReturnMax,MISE,IWFirstEpisode,ReturnMean,DenMISELogFirst,IWMin,SqrtESSClassic,IWNorm1,target_sum_log_mean,ReturnStepMax,ReturnAbsMax,IWLastEpisode,IWMax,LQGmu01,IWNorm2,TimestepsSoFar,LQGmu1,ReturnLastEpisode,URet
0,1,0.99336547,17.102016,0.9988908767700196,0.11,46.82973,,17.102016,15.644507999999998,15.540714000000001,0.99336547,15.644507999999998,17.102016,,1.0,0.99336547,17.09536,0.99262077,15.644507999999998,0.99336547,0.99336547,-0.01,0.99336547,20,-0.098,15.644507999999998,17.332240856619553
1,2,1.3514699999999999e-15,13.761495000000002,32.17167615890503,0.11,22.124676,,10.424294999999999,15.644507999999998,2.1142276000000002e-14,2.6965621999999998e-15,15.518020000000002,17.098694000000002,,1.4142135,2.0000271e-10,-22.808770000000003,0.9970642,15.644507999999998,6.3776812000000004e-18,2.6965621999999998e-15,-0.022,1.4142328e-10,40,-0.216,15.391531,17.064454941188142
2,3,0.9913376,9.644921,33.52213668823242,0.11,49.696697,,2.2227056,16.613537,16.469624,6.35833e-15,15.883191,16.693228,,1.0,2.9740129,-13.784047,0.999727,16.613537,2.9740129,2.9740129,-0.022,2.9740129,60,-0.216,16.613537,18.37540219930189
3,4,1.1519569,11.163703,35.31862068176269,0.11,43.016525,,15.894287,16.727064000000002,19.210844,7.398441e-17,16.094160000000002,16.405545999999998,,1.4053001,4.6078277000000005,-8.614832,0.9999145,16.727064000000002,2.5638137000000003,2.5638137000000003,-0.023,3.2788922999999994,80,-0.225,16.727064000000002,18.488585544952517
4,5,0.94776094,12.866887,37.341479063034065,0.11,35.824096999999995,,19.664146,16.727064000000002,15.811172500000001,2.3093572e-19,16.212868,16.182404000000002,,1.6716263,4.738805,-5.4544663,0.99999315,16.727064000000002,1.1218496999999998,2.152447,-0.024,2.834847,100,-0.236,16.687696,18.449378781103558
5,6,2.5243883999999997e-05,13.508594,38.75294876098633,0.11,29.525821999999998,,16.811396,16.843407,0.00042453702000000003,,16.317957,16.000082,,1.1409436000000002,0.0001514639,-39.723465000000004,0.99999315,16.843407,0.00013186007,0.00013186007,-0.039,0.00013275318,120,-0.373,16.843407,18.6104791381148
6,7,0.9927123,12.781599,40.52108597755432,0.11,50.379944,,9.344505999999999,16.843407,16.704404999999998,,16.390684,15.845931,,1.0003347,6.948986,-27.094727000000002,0.99999315,16.843407,6.946660499999999,6.946660499999999,-0.037,6.946661,140,-0.354,16.827038,18.59623051523296
7,8,1.0433421,12.92478,42.17136693000794,0.11,48.664840000000005,,14.172103,17.134220000000003,17.587076,,16.483625,15.7123995,,1.1026675,8.346737,-17.982468,0.99999315,17.134220000000003,0.80036473,7.5271360000000005,-0.035,7.569586800000001,160,-0.337,17.134220000000003,18.91320563484008
8,9,0.96245235,13.677629999999999,44.01635050773621,0.11,46.462654,,19.881805,17.134220000000003,16.218510000000002,,16.550629,15.594616,,1.1330601999999999,8.662071000000001,-9.087226,0.99999315,17.134220000000003,0.68326485,7.6104326,-0.032,7.6448464000000005,180,-0.313,17.086666,18.865112863628653
9,10,1.2806127,13.211276000000002,45.97720527648926,0.11,41.659874,,9.235781,17.134220000000003,21.875206,,16.597616,15.489256,,1.7320706999999997,12.806128,-17.426489,0.9999978999999999,17.134220000000003,2.4955467999999996,5.6097136,-0.039,7.393536,200,-0.37,17.020493,18.79281202260654
10,11,1.4849812,13.452154,48.48704695701599,0.11,46.732475,,15.743305,17.134220000000003,25.39915,,16.640488,15.393946,,1.6063337,16.334792999999998,-18.730467,0.9999978999999999,17.134220000000003,2.3125047999999997,9.141678,-0.042,10.168991,220,-0.394,17.069208,18.847008274206857
11,12,0.88347214,13.474964000000002,50.38813328742981,0.11,33.277195,,13.493448999999998,17.134220000000003,14.837489999999999,7.0451084e-26,16.65999,15.306934,,1.8584051,10.6016655,1.2766361000000002,0.9999978999999999,17.134220000000003,0.011606100000000001,4.4759827,-0.027,5.704712000000001,240,-0.263,16.874517,18.645889895053067
12,13,0.8838449,13.195479,52.26255178451538,0.11,31.9882,,10.01309,17.134220000000003,14.765573499999999,2.5971292000000002e-15,16.689228,15.2268915,,1.9897337,11.489984,3.164658,0.9999978999999999,17.134220000000003,0.027078416,3.4304872000000004,-0.022,5.774634,260,-0.22,17.040083,18.81422349804205
13,14,0.93732613,13.364826999999998,54.28714632987976,0.11,30.777893,,15.731564,17.134220000000003,15.644670499999998,5.7722765e-16,16.682434,15.152783,,2.2644507999999997,13.122566,4.147545,0.9999978999999999,17.134220000000003,2.5453956,2.8019439999999998,-0.023,5.7950325,280,-0.223,16.594103,18.349312378579942
14,15,0.93980205,13.278851500000002,57.05391836166382,0.11,32.888985,,12.180089,17.134220000000003,15.652987,2.9645956e-11,16.684607,15.083791,,1.9881900000000001,14.097031,4.338655999999999,0.9999978999999999,17.134220000000003,3.2434905,5.5459347,-0.02,7.090383999999999,300,-0.201,16.715044,18.474471896954533
15,16,0.015361214,13.154575,60.540274858474724,0.11,23.380447,,11.41275,17.134220000000003,0.24357286,0.15470329,16.686687,15.019252,,1.4811178,0.24577942,-3.2771966,0.9999978999999999,17.134220000000003,0.0006374716999999999,0.15470329,-0.014,0.16594185,320,-0.137,16.71789,18.471851318416668
16,17,1.0590716999999999e-07,12.962437,64.44039702415465,0.11,33.407135,,10.842879,17.134220000000003,1.8144065e-06,,16.651532999999997,14.96825,,1.0257821,1.8021219e-06,-100.45343000000001,0.9999978999999999,17.134220000000003,,1.756362e-06,-0.093,1.7568271000000001e-06,340,-0.732,16.089043,17.80296525246223
17,18,1.6001862,12.090511,67.39117002487183,0.11,61.188280000000006,,-1.7605163000000001,17.134220000000003,26.919838000000002,,16.661054999999998,14.911092000000002,,1.0,28.803352,-102.91906999999999,0.9999978999999999,17.134220000000003,28.803352,28.803352,-0.099,28.803352,360,-0.76,16.82294,18.596229190990087
18,19,1.6527846999999998,12.164863,70.32714605331421,0.11,53.915054000000005,,13.520792000000002,17.177505,27.98845,,16.688236,14.857024,,1.3250871000000002,31.402908,-111.93768,0.9999978999999999,17.177505,9.846565,21.556343,-0.113,23.698751,380,-0.811,17.177505,18.95745833727103
19,20,0.41542703,12.268849000000001,74.914879322052,0.11,40.207138,,14.043392,17.177505,6.993566,,16.710924,14.805731,,1.0343666,8.308539999999999,-143.41797,0.9999978999999999,17.177505,0.052010916,8.029100999999999,-0.152,8.032491,400,-0.912,17.141975,18.922899579818328
20,21,1.2984733999999998,11.919988,78.84312057495117,0.11,49.475945,,5.567130000000001,17.177505,22.161739999999998,,16.731285,14.756941000000001,,1.2577709,27.267940000000003,-135.61076,0.9999978999999999,17.177505,20.782515,20.782515,-0.152,21.679577,420,-0.91,17.138517,18.91150542182337
21,22,0.008825563,12.058548,81.84601378440856,0.11,30.624834000000003,,14.984694500000002,17.181095000000003,0.14881538,,16.751732,14.710420999999998,,1.1275157,0.19416238,-166.4727,0.9999978999999999,17.181095000000003,0.008862179,0.1714154,-0.205,0.17220370000000002,440,-0.969,17.181095000000003,18.96199006924238
22,23,0.9627795,12.066968,86.17000412940979,0.11,50.702774,,13.221335,17.181095000000003,16.495176,,16.76836,14.665969,,1.0045193000000001,22.143929,-162.73163,0.9999978999999999,17.181095000000003,22.044106,22.044106,-0.212,22.044304,460,-0.973,17.134178,18.911057925410518
23,24,1.0243845,12.094130499999999,89.14285063743591,0.11,48.731678,,13.021294000000001,17.181095000000003,17.47756,,16.780258,14.623408999999999,,1.0994452,24.585228,-169.38063,0.9999978999999999,17.181095000000003,22.238685999999998,22.238685999999998,-0.238,22.361485000000002,480,-0.984,17.053944,18.819025564002175
24,25,1.2727663999999999,12.169232000000001,92.6831214427948,0.11,42.37024,,14.202331,17.181095000000003,21.699286999999998,,16.789151999999998,14.582587,,1.6623418,31.819159000000003,-155.78964,0.9999978999999999,17.181095000000003,12.650151,12.97176,-0.226,19.141165,500,-0.98,17.002607,18.76198769027754
25,26,0.8562549,12.163236999999999,96.63336181640624,0.11,38.13357,,11.94478,17.181095000000003,14.580852499999999,,16.800022,14.543366,,1.4589478999999999,22.262627,-156.64891,0.9999978999999999,17.181095000000003,0.10791341,13.140623000000001,-0.24,15.259371,520,-0.985,17.071768,18.845842256290066
26,27,0.9276318000000001,12.221211,99.99315071105957,0.11,39.764496,,13.987433,17.181095000000003,15.843615,,16.806173,14.505626999999999,,1.4364934,25.046059,-126.66895,0.9999978999999999,17.181095000000003,0.6613511999999999,16.09645,-0.193,17.435554999999997,540,-0.961,16.966097,18.729108898756536
27,28,1.064665,12.088872,103.6211280822754,0.11,36.270584,,8.725184,17.181095000000003,18.205954000000002,,16.817826999999998,14.469259,,1.9021808,29.81062,-124.2243,0.9999978999999999,17.181095000000003,11.338635,11.338635,-0.198,15.671812,560,-0.965,17.132471,18.90887579977116
28,29,1.4098547,12.093899,107.81175374984741,0.11,40.289776,,12.281202,17.181095000000003,24.021471,,16.822971,14.434168,,2.1122172000000004,40.885784,-99.92368,0.9999978999999999,17.181095000000003,13.505189999999999,13.505189999999999,-0.16,19.35681,580,-0.923,16.967018,18.740623188979193
