,Iteration,ReturnStepMax,ReturnMax,IWNorm2,IWLastEpisode,IWNorm1,IWMin,DenMISELogLast,TimeElapsed,MISE,ReturnLastEpisode,LQGmu01,DenMISELogFirst,ReturnMin,SqrtESSClassic,ReturnAbsMax,DenMISEMeanLog,IWFirstEpisode,LQGmu1,ReturnMean,Bound,IWMean,URet,LQGsigma,TimestepsSoFar,IWMax,target_sum_log_mean
186,187,0.9998855,16.659565,14.403394,1.1082067,187.19766,,18.746271,1089.8732178211212,8.537431,8.550073,0.193,8.289113,,12.996775,16.659565,15.435327,,0.96,8.960197,11.101077,1.0010569999999999,9.392188216008028,0.11,3740,1.1201242,-38.555668
187,188,0.9998855,16.659565,14.435097,1.0742245000000001,188.16418000000002,,13.731804,1101.2220244407654,8.5361395,8.576241,0.193,8.283779,,13.035186999999999,16.659565,15.42627,,0.96,8.958155999999999,11.092231,1.0008733,9.422279818646588,0.11,3760,1.1194098,-38.277159999999995
188,189,0.9998855,16.659565,14.468824,1.1011336,189.15848,,14.693372,1110.488555431366,8.536042,8.562667,0.193,8.278474000000001,,13.073521000000001,16.659565,15.422395000000002,,0.96,8.956063,11.084639,1.0008385,9.401917198250414,0.11,3780,1.1187022,-37.996384
189,190,0.9998855,16.659565,14.50349,1.1137129,190.166,,13.172754999999999,1119.8000774383543,8.536214999999999,8.506893,0.193,8.273197,,13.11174,16.659565,15.410557,,0.96,8.953699,11.077382,1.0008736999999999,9.343836182365283,0.11,3800,1.1180036,-37.726504999999996
190,191,0.9998855,16.659565,14.537296,1.1028907,191.16326999999998,,16.00649,1132.6957366466522,8.536205,8.554567,0.193,8.267947999999999,,13.14985,16.659565,15.413682000000001,,0.96,8.951609,11.070008,1.0008548000000002,9.397456440406577,0.11,3820,1.117314,-37.444668
191,192,0.9998855,16.659565,14.571774,1.1120541000000002,192.17032,,19.671776,1139.7886893749235,8.536394999999999,8.513888,0.193,8.262725999999999,,13.187847,16.659565,15.435861,,0.96,8.949328999999999,11.062897999999999,1.000887,9.352102342623258,0.11,3840,1.1166312,-37.146633
192,193,0.9998855,16.659565,14.6057625,1.1060781000000002,193.17197,,20.207422,1152.9057710170744,8.536529,8.5459385,0.193,8.257531,,13.225736999999999,16.659565,15.460588000000001,,0.96,8.947239999999999,11.055793,1.000891,9.38757659370862,0.11,3860,1.1159573,-36.84894
193,194,0.9998855,16.659565,14.640029,1.1101403,194.17825,,16.390783,1161.936680316925,8.536702,8.517308,0.193,8.252363,,13.263515,16.659565,15.4653845,,0.96,8.945024,11.048791,1.0009189,9.355517139930557,0.11,3880,1.1152902,-36.57397
194,195,0.9998855,16.659565,14.674106,1.1080736,195.18307,,16.265520000000002,1173.2340004444122,8.536857000000001,8.525963,0.193,8.247222,,13.30119,16.659565,15.469493,,0.96,8.942875,11.041830000000001,1.0009389000000002,9.36701961114344,0.11,3900,1.114632,-36.302475
195,196,0.9998855,16.659565,14.708447,1.1120377000000001,196.19236999999998,,6.03482,1183.1776738166811,8.5369425,8.479697,0.193,8.242106,,13.338754999999999,16.659565,15.421358999999999,,0.96,8.940512,11.034862,1.0009815,9.312564667515721,0.11,3920,1.1139796,-36.085926
196,197,0.9998855,16.659565,14.740625,1.0834347,197.17361,,15.596816,1191.5718102455141,8.536342999999999,8.574435000000001,0.193,8.237017999999999,,13.376204500000002,16.659565,15.422255499999999,,0.96,8.938653,11.027268,1.0008813,9.416578297512544,0.11,3940,1.113336,-35.823170000000005
197,198,0.9998855,16.659565,14.774455999999999,1.1059685,198.17803999999998,,17.005709,1197.7677223682406,8.536508999999999,8.53075,0.193,8.231955000000001,,13.413559,16.659565,15.430253,,0.96,8.936592,11.020497,1.0008992,9.3696583072146,0.11,3960,1.1126989999999999,-35.555847
198,199,0.9998855,16.659565,14.808195000000001,1.1051524,199.18222,,20.169546,1207.015086889267,8.536685,8.53503,0.193,8.226916000000001,,13.45081,16.659565,15.454075,,0.96,8.934575,11.013794,1.0009156,9.37361541732722,0.11,3980,1.1120689,-35.27532
199,200,0.9998855,16.659565,14.842076,1.1075283999999999,200.18927,,14.534137,1219.854303598404,8.536836,8.508244,0.193,8.221903999999999,,13.487956,16.659565,15.449476,,0.96,8.932443,11.007123,1.0009464,9.343670886951957,0.11,4000,1.1114465,-35.02576
200,201,0.9998855,16.659565,14.875632999999999,1.1036136,201.19296,,15.354982000000001,1232.202537059784,8.536984,8.534764,0.193,8.216916000000001,,13.525001999999999,16.659565,15.449010000000001,,0.96,8.930465,11.000505,1.00096,9.372460054568686,0.11,4020,1.1108308999999998,-34.774615999999995
201,202,0.9998855,16.659565,14.9093895,1.106745,202.2003,,18.749506,1242.744304895401,8.537124,8.504625,0.193,8.211953,,13.561944,16.659565,15.465351,,0.96,8.928357,10.993935,1.0009915999999999,9.342476187784301,0.11,4040,1.1102219,-34.509144
202,203,0.9998855,16.659565,14.942904,1.1039863,203.20537,,12.709435000000001,1254.7291691303253,8.537262,8.522267999999999,0.193,8.207015,,13.598785999999999,16.659565,15.45178,,0.96,8.926356,10.987416,1.0010116,9.359458380891652,0.11,4060,1.1096184999999998,-34.276053999999995
203,204,0.9998855,16.659565,14.976156,1.1008543,204.20782,,17.871945999999998,1264.942587852478,8.537385,8.5397625,0.193,8.202102,,13.6355295,16.659565,15.463647,,0.96,8.924461,10.980936999999999,1.0010188,9.380685844417425,0.11,4080,1.1090229999999999,-34.01996
204,205,0.9998855,16.659565,15.009647,1.1045823000000001,205.21451000000002,,12.973432,1277.29554104805,8.537492,8.504644,0.193,8.197211,,13.672173499999998,16.659565,15.451504000000002,,0.96,8.922413,10.974495,1.0010464,9.343035510969608,0.11,4100,1.108434,-33.790234000000005
205,206,0.9998855,16.659565,15.043095000000001,1.1044359,206.22154,,15.466297,1286.8916656970978,8.537622,8.50629,0.193,8.192346,,13.708718,16.659565,15.451579,,0.96,8.920394,10.968129,1.0010755,9.340201331266707,0.11,4120,1.1078507,-33.55064
206,207,0.9998855,16.659565,15.076296,1.1015705,207.2262,,20.453672,1298.9513380527494,8.537775,8.52902,0.193,8.187503,,13.745167000000002,16.659565,15.475748999999999,,0.96,8.918503,10.961837,1.0010928,9.367015332472077,0.11,4140,1.1072739,-33.289284
207,208,0.9998855,16.659565,15.109326999999999,1.0997148,208.22946000000002,,18.031473000000002,1313.2334291934967,8.537907,8.536328999999999,0.193,8.182683,,13.781518,16.659565,15.488039,,0.96,8.916665,10.955574,1.0011032,9.37490248117025,0.11,4160,1.1067028,-33.04209
208,209,0.9998855,16.659565,15.138627,1.0475693000000001,209.18108999999998,,17.535439,1326.4974319934845,8.536180499999999,8.586457000000001,0.193,8.177887,,13.817704999999998,16.659565,15.497839,,0.96,8.915085000000001,10.947516,1.0008664,9.432127542159185,0.11,4180,1.1061382,-32.799873
209,210,0.9998855,16.659565,15.170869,1.0892624,210.1752,,13.0814085,1338.9159605503082,8.536057000000001,8.557891999999999,0.193,8.173114,,13.853867999999999,16.659565,15.486336999999999,,0.96,8.913383999999999,10.941099000000001,1.0008343000000002,9.402154663177662,0.11,4200,1.1055793,-32.580985999999996
210,211,0.9998855,16.659565,15.203522,1.0953647,211.17588999999998,,20.912117000000002,1352.0898320674894,8.53617,8.551393,0.193,8.168364,,13.889933,16.659565,15.5120535,,0.96,8.911669,10.934967,1.0008336,9.391461749923108,0.11,4220,1.1050258999999998,-32.32703
211,212,0.9998855,16.659565,15.236564999999999,1.1012123999999999,212.18294,,13.444722,1362.6335663795473,8.536289,8.50343,0.193,8.163635000000001,,13.925904000000001,16.659565,15.502305999999999,,0.96,8.909742,10.928889999999999,1.0008629999999998,9.338304319956274,0.11,4240,1.1044791,-32.110671999999994
212,213,0.9998855,16.659565,15.269592000000001,1.1015306,213.19075,,16.060966,1376.0573558807373,8.536383,8.493089,0.193,8.158928999999999,,13.961784,16.659565,15.504930499999999,,0.96,8.907786999999999,10.922834,1.0008955,9.329374411666015,0.11,4260,1.1039378999999998,-31.884059999999998
213,214,0.9998855,16.659565,15.302725,1.1034715,214.20094,,12.44075,1387.135951757431,8.536366000000001,8.453379,0.193,8.154245,,13.997569,16.659565,15.490616000000001,,0.96,8.9056635,10.916718,1.000939,9.286628327428383,0.11,4280,1.1034715,-31.676476
214,215,0.9998855,16.659565,15.335594,1.1003379,215.20844,,11.085559,1400.7014994621275,8.536427999999999,8.489374,0.193,8.149583,,14.033263,16.659565,15.470131,,0.96,8.903728,10.910725,1.0009694,9.327734065448556,0.11,4300,1.1029402,-31.477137
215,216,0.9998855,16.659565,15.368182000000001,1.0969431,216.21295,,16.315481,1414.5733420848846,8.536546000000001,8.523381,0.193,8.144943,,14.06887,16.659565,15.474048000000002,,0.96,8.901966,10.904834,1.0009859,9.363758183227237,0.11,4320,1.1024154,-31.255445
216,217,0.9998855,16.659565,15.400491,1.0934526000000002,217.21445,,21.261951,1425.0877776145935,8.536664,8.547533,0.193,8.140324,,14.104384,16.659565,15.500722,,0.96,8.900333,10.898989,1.0009881999999999,9.38740376426536,0.11,4340,1.1018952,-31.01302
217,218,0.9998855,16.659565,15.433123000000002,1.0984966999999999,218.2214,,16.585507999999997,1435.7518980503082,8.536759,8.5004,0.193,8.135726,,14.139809,16.659565,15.505703,,0.96,8.898499000000001,10.893166,1.0010157,9.336295278653523,0.11,4360,1.1013803,-30.794245
218,219,0.9998855,16.659565,15.46531,1.0927458,219.22305,,16.46324,1446.9147448539734,8.536869,8.544882000000001,0.193,8.131149,,14.175148000000002,16.659565,15.510079999999999,,0.96,8.896883,10.887400999999999,1.0010185,9.382638376914977,0.11,4380,1.1008711000000002,-30.578053999999998
219,220,0.9998855,16.659565,15.497339000000002,1.0909351,220.22332999999998,,10.068641,1464.4582042694092,8.536923,8.544635000000001,0.193,8.126594,,14.210396,16.659565,15.485349,,0.96,8.895283000000001,10.881624,1.0010151,9.383950153166593,0.11,4400,1.1003662,-30.3929
220,221,0.9998855,16.659565,15.529210999999998,1.0891491000000002,221.22229,,9.740752,1473.4790620803833,8.536951,8.549887,0.193,8.122059,,14.245559,16.659565,15.459359,,0.96,8.89372,10.875864,1.0010059,9.388524770277826,0.11,4420,1.0998669,-30.210913
221,222,0.9998855,16.659565,15.561213,1.0914481000000003,222.22397,,18.420918,1483.2027640342712,8.537054,8.543733999999999,0.193,8.117544,,14.280632999999998,16.659565,15.472701999999998,,0.96,8.892144,10.870223,1.0010089,9.383750293376073,0.11,4440,1.0993718000000001,-29.991457
222,223,0.9998855,16.659565,15.593542000000001,1.0965770000000001,223.23122999999998,,19.985123,1494.508651971817,8.537134,8.495689,0.193,8.113049499999999,,14.315620000000001,16.659565,15.492941,,0.96,8.890366,10.864600999999999,1.0010369000000001,9.33181844359425,0.11,4460,1.0988823,-29.766932
223,224,0.9998855,16.659565,15.625654,1.0940063999999998,224.2363,,13.680036999999999,1510.5316889286041,8.537244,8.519055999999999,0.193,8.108575,,14.350522,16.659565,15.484853,,0.96,8.888708,10.85905,1.0010549000000002,9.353437174131054,0.11,4480,1.0983973,-29.572570000000002
224,225,0.9998855,16.659565,15.657748999999999,1.0942694,225.24205,,14.824905,1521.5929255485535,8.537326,8.508192999999999,0.193,8.104121000000001,,14.385341,16.659565,15.481923000000002,,0.96,8.887016000000001,10.853512,1.0010757,9.34608571783259,0.11,4500,1.0979176000000002,-29.374846999999995
225,226,0.9998855,16.659565,15.689877,1.0952414,226.24918,,18.223195999999998,1533.3631331920624,8.537386999999999,8.493343,0.193,8.099687,,14.420073499999999,16.659565,15.494057000000002,,0.96,8.885275,10.847995,1.0011026,9.329440807423696,0.11,4520,1.0974423,-29.163834
226,227,0.9998855,16.659565,15.721851000000001,1.0935705,227.25502000000003,,11.757596000000001,1546.7517006397247,8.537447,8.503461999999999,0.193,8.095271,,14.454723999999999,16.659565,15.4776,,0.96,8.883593,10.842516,1.0011234,9.341255493282667,0.11,4540,1.0969714,-28.98317
227,228,0.9998855,16.659565,15.753708999999999,1.0923686000000001,228.26004,,18.803835,1559.7000362873075,8.53754,8.516575,0.193,8.090876,,14.489289000000001,16.659565,15.492191,,0.96,8.881983,10.8371105,1.0011405,9.355529100384919,0.11,4560,1.0965049,-28.773190999999997
228,229,0.9998855,16.659565,15.785373000000002,1.0900854,229.26317999999998,,14.159254,1574.544334411621,8.537635,8.53159,0.193,8.086499,,14.523774,16.659565,15.486375,,0.96,8.880453,10.831744,1.0011493,9.369437184105763,0.11,4580,1.0960428999999998,-28.585337
229,230,0.9998855,16.659565,15.817175,1.0925978,230.26921000000002,,17.007032000000002,1588.241423368454,8.537705,8.504448,0.193,8.082142,,14.558176000000001,16.659565,15.492991,,0.96,8.8788185,10.826394,1.0011705,9.340456156798194,0.11,4600,1.0955851,-28.386722999999996
230,231,0.9998855,16.659565,15.845291,1.0382777,231.22131000000002,,17.051016,1595.9199736118314,8.536178,8.590232,0.193,8.077803999999999,,14.592431,16.659565,15.499741,,0.96,8.877569,10.819493,1.0009581,9.433210068842069,0.11,4620,1.0951328000000002,-28.189860999999997
231,232,0.9998855,16.659565,15.876142000000002,1.0793302,232.2151,,15.429286,1607.6412420272827,8.536074000000001,8.562289,0.193,8.073483999999999,,14.626671,16.659565,15.49944,,0.96,8.87621,10.814045,1.0009271999999998,9.405330044139413,0.11,4640,1.0946837999999999,-28.001520000000003
232,233,0.9998855,16.659565,15.907445000000001,1.0863762,233.2164,,16.444025,1620.1170802116394,8.536171000000001,8.545877,0.193,8.069182000000001,,14.660832999999998,16.659565,15.503498,,0.96,8.874792,10.808834,1.0009288,9.384307138266422,0.11,4660,1.0942391000000002,-27.810408000000002
233,234,0.9998855,16.659565,15.938946,1.0897548000000001,234.22144,,18.5486,1635.3549599647522,8.536269,8.516831,0.193,8.0649,,14.694914,16.659565,15.516514,,0.96,8.873261,10.803661,1.0009463,9.355649396854279,0.11,4680,1.0937978000000002,-27.611927
234,235,0.9998855,16.659565,15.9704895,1.0909028,235.22797999999997,,11.319455,1649.6487724781036,8.5363035,8.491512,0.193,8.060636,,14.728914999999999,16.659565,15.498657999999999,,0.96,8.871638,10.798461,1.0009701,9.32967664729948,0.11,4700,1.0933618999999999,-27.445890000000002
235,236,0.9998855,16.659565,16.00111,1.0778068,236.2218,,16.214638,1662.8787405490875,8.536199,8.561558,0.193,8.056389999999999,,14.762838,16.659565,15.501695000000002,,0.96,8.870324,10.793159,1.0009398,9.406053111634195,0.11,4720,1.0929292,-27.260571999999996
236,237,0.9998855,16.659565,16.032122,1.0840176000000001,237.22226,,8.516091000000001,1673.9837160110474,8.536258,8.5446615,0.193,8.052161,,14.796685,16.659565,15.472223000000001,,0.96,8.868949,10.788053999999999,1.0009378,9.382095441726156,0.11,4740,1.0925008999999999,-27.109276
237,238,0.9998855,16.659565,16.063562,1.0908175,238.22988999999998,,14.026617000000002,1686.2236664295194,8.536283000000001,8.481135,0.193,8.047951,,14.830452,16.659565,15.466153,,0.96,8.86732,10.782952,1.000966,9.312699527913713,0.11,4760,1.092077,-26.93607
238,239,0.9998855,16.659565,16.094667,1.086398,239.23346,,14.906772,1700.2616503238678,8.536394999999999,8.532217999999999,0.193,8.043757000000001,,14.864144,16.659565,15.463814000000001,,0.96,8.865917999999999,10.777972,1.0009768,9.366495790026226,0.11,4780,1.0916563,-26.760649
239,240,0.9998855,16.659565,16.125916,1.0890422,240.23998999999998,,14.5551195,1713.0257813930511,8.536442,8.494425999999999,0.193,8.039582000000001,,14.897758499999998,16.659565,15.460032,,0.96,8.864369,10.772962,1.0009999,9.329066099210463,0.11,4800,1.0912389,-26.588141999999998
240,241,0.9998855,16.659565,16.156382,1.0779219999999998,241.23575,,16.596064000000002,1724.0780646800995,8.53641,8.562047,0.193,8.035424,,14.931298000000002,16.659565,15.464748,,0.96,8.863114999999999,10.767906,1.0009781999999998,9.402685128131449,0.11,4820,1.0908269,-26.408646
241,242,0.9998855,16.659565,16.1875,1.0880703999999999,242.24207,,16.823044,1734.9566841125488,8.53646,8.4971285,0.193,8.031283,,14.964761,16.659565,15.470365,,0.96,8.861604,10.762966,1.0010003,9.333384259669636,0.11,4840,1.090417,-26.229653999999996
242,243,0.9998855,16.659565,16.218657999999998,1.0892062,243.24982999999997,,13.167438500000001,1748.1769919395447,8.536445,8.471027000000001,0.193,8.02716,,14.998148,16.659565,15.460892999999999,,0.96,8.859997,10.757994,1.0010280999999999,9.304013413498119,0.11,4860,1.0900116000000002,-26.067173
243,244,0.9998855,16.659565,16.249575,1.0861462,244.25491,,14.306538,1758.5224685668945,8.536512,8.510997999999999,0.193,8.023052999999999,,15.031464999999999,16.659565,15.456163,,0.96,8.858566,10.753138,1.0010448,9.347684232046566,0.11,4880,1.0896093999999998,-25.901367
244,245,0.9998855,16.659565,16.280462,1.0862063,245.26036000000002,,11.894598,1774.5020205974579,8.536567999999999,8.505293,0.193,8.018963000000001,,15.064704999999998,16.659565,15.441629999999998,,0.96,8.857125,10.748302,1.0010628000000001,9.339916110836278,0.11,4900,1.0892115,-25.746761
245,246,0.9998855,16.659565,16.3112,1.0844632,246.26439,,15.948951999999998,1789.7919034957886,8.536631,8.518455,0.193,8.01489,,15.097872,16.659565,15.443697,,0.96,8.855746,10.743506,1.0010748,9.359901203451411,0.11,4920,1.0888168,-25.576939000000003
246,247,0.9998855,16.659565,16.341839999999998,1.0835711000000001,247.26785,,15.804687,1800.5105602741241,8.536712,8.526931,0.193,8.010833,,15.130967000000002,16.659565,15.445162,,0.96,8.854415,10.738761,1.0010844,9.365211834533804,0.11,4940,1.0884254,-25.409075
247,248,0.9998855,16.659565,16.372372,1.0823741000000002,248.27045,,18.775349,1810.6921100616453,8.536795,8.533866,0.193,8.006791999999999,,15.163988,16.659565,15.458592000000001,,0.96,8.853124000000001,10.734049,1.0010905,9.374938449974506,0.11,4960,1.0880372999999999,-25.230593
248,249,0.9998855,16.659565,16.402943,1.0834916,249.2745,,18.74474,1827.0088460445404,8.536872,8.521775,0.193,8.0027685,,15.196938500000002,16.659565,15.471795000000002,,0.96,8.851792,10.729362,1.0011024,9.360589746075798,0.11,4980,1.0876523,-25.053663
249,250,0.9998855,16.659565,16.433414000000003,1.082501,250.27792000000002,,13.146780999999999,1840.9140620231628,8.536947999999999,8.526631,0.193,7.998760000000001,,15.229818,16.659565,15.462499,,0.96,8.8504925,10.724705,1.0011117,9.363038772900397,0.11,5000,1.0872716999999998,-24.900543
250,251,0.9998855,16.659565,16.463858,1.0825382,251.2817,,12.389184,1855.810532093048,8.537005,8.5195,0.193,7.994768,,15.262626000000001,16.659565,15.450257999999998,,0.96,8.849174,10.720059,1.0011222,9.358349785253244,0.11,5020,1.0868933,-24.751663
251,252,0.9998855,16.659565,16.493826000000002,1.0758146,252.27905,,13.588374,1873.7806210517886,8.536985000000001,8.552633,0.193,7.9907923,,15.295361999999999,16.659565,15.442874,,0.96,8.847997,10.715366,1.0011073,9.39642199151071,0.11,5040,1.0865192,-24.59923
252,253,0.9998855,16.659565,16.524212,1.0826837999999999,253.28363,,20.534110000000002,1888.2972285747528,8.537058,8.516850999999999,0.193,7.9868317,,15.328031,16.659565,15.463,,0.96,8.846687,10.710796,1.001121,9.354287497095118,0.11,5060,1.0861473,-24.420525
253,254,0.9998855,16.659565,16.55453,1.0821604999999999,254.28797999999998,,14.731276000000001,1899.5722732543945,8.537124,8.517208,0.193,7.982887,,15.360629000000001,16.659565,15.460123000000001,,0.96,8.845388999999999,10.706249,1.0011338,9.352123692442316,0.11,5080,1.0857786,-24.266071
254,255,0.9998855,16.659565,16.584623,1.0791996000000001,255.28972000000002,,12.523296,1912.8085358142853,8.537186,8.537055,0.193,7.9789577000000005,,15.393157,16.659565,15.44861,,0.96,8.844180999999999,10.701727,1.0011362,9.37583031852682,0.11,5100,1.0854142,-24.121502
255,256,0.9998855,16.659565,16.614592000000002,1.0777915,256.29034,,11.682516,1926.0017194747925,8.537243,8.544891999999999,0.193,7.9750440000000005,,15.425618,16.659565,15.433902999999999,,0.96,8.843012,10.697229,1.0011341999999999,9.381941827470666,0.11,5120,1.0850518999999998,-23.98135
256,257,0.9998855,16.659565,16.6448,1.0819923,257.29547,,18.389523,1943.4671504497528,8.537289999999999,8.507154,0.193,7.971145,,15.458008999999999,16.659565,15.445409,,0.96,8.841705000000001,10.692751,1.0011497,9.342696905453645,0.11,5140,1.0846930000000001,-23.816175
257,258,0.9998855,16.659565,16.67361,1.0607115,258.27966000000004,,15.732744,1955.8667027950287,8.536926,8.57502,0.193,7.967262,,15.490326000000001,16.659565,15.446526,,0.96,8.8406725,10.68789,1.001084,9.418270358905069,0.11,5160,1.0843371000000002,-23.662658999999998
258,259,0.9998855,16.659565,16.703337,1.0754290000000002,259.27893,,13.165992999999999,1971.5930664539335,8.536963,8.550609,0.193,7.963392999999999,,15.522583,16.659565,15.437722,,0.96,8.839552000000001,10.683457,1.0010769,9.389726628271305,0.11,5180,1.0839846000000002,-23.520182000000002
259,260,0.9998855,16.659565,16.733418,1.0813918,260.2845,,16.583256,1990.9982118606567,8.536989,8.498704,0.193,7.95954,,15.554770999999999,16.659565,15.442132999999998,,0.96,8.838241,10.679041,1.0010941999999998,9.334661844263882,0.11,5200,1.0836341,-23.365637
260,261,0.9998855,16.659565,16.763296,1.0787817,261.28772000000004,,15.699394,2009.871105194092,8.537055,8.526283,0.193,7.9557009999999995,,15.586894000000001,16.659565,15.443122,,0.96,8.837045,10.674692,1.0011023000000001,9.364643630529333,0.11,5220,1.083287,-23.215672
261,262,0.9998855,16.659565,16.793233999999998,1.0801715,262.29266,,19.04787,2020.597090482712,8.537089,8.505446000000001,0.193,7.9518766,,15.618948999999999,16.659565,15.456885,,0.96,8.835778999999999,10.67034,1.001117,9.345260517409741,0.11,5240,1.082943,-23.054066
262,263,0.9998855,16.659565,16.82309,1.0794815,263.29717999999997,,18.025482,2033.9223356246948,8.537133,8.511397,0.193,7.948067,,15.650941,16.659565,15.466654,,0.96,8.834546000000001,10.666023,1.0011299999999999,9.349741518902741,0.11,5260,1.0826011999999998,-22.897577
263,264,0.9998855,16.659565,16.852175,1.067914,264.2904,,13.670347,2051.0328631401057,8.537033000000001,8.565621,0.193,7.944272,,15.682866,16.659565,15.459854,,0.96,8.833528,10.661589999999999,1.0011001,9.40610648780952,0.11,5280,1.0822626,-22.758816
264,265,0.9998855,16.659565,16.882006,1.079983,265.29607999999996,,14.629066,2066.013365507126,8.537046,8.494519,0.193,7.9404917,,15.7147255,16.659565,15.456721,,0.96,8.832249000000001,10.657295,1.0011172,9.328854863503047,0.11,5300,1.0819261999999998,-22.617437
265,266,0.9998855,16.659565,16.911821,1.0803177,266.3023,,9.386161999999999,2077.4612572193146,8.537018,8.479451,0.193,7.936725,,15.746518,16.659565,15.433904,,0.96,8.830922,10.652987,1.0011364999999999,9.312556863980726,0.11,5320,1.081593,-22.496832
266,267,0.9998855,16.659565,16.941295999999998,1.075511,267.30405,,17.265549,2085.7297854423527,8.537069,8.535376,0.193,7.932973,,15.778253,16.659565,15.44077,,0.96,8.829815,10.648782,1.0011388,9.378419404923925,0.11,5340,1.0812629999999999,-22.347637
267,268,0.9998855,16.659565,16.970356,1.0694255,268.3,,13.118332,2095.668340921402,8.537018,8.556154,0.193,7.9292345,,15.809921,16.659565,15.432107,,0.96,8.828794,10.6445,1.0011193999999999,9.400304317156342,0.11,5360,1.0809351,-22.215052
268,269,0.9998855,16.659565,16.999893,1.0774306999999999,269.3042,,15.275895000000002,2106.5860741138463,8.537068,8.5148735,0.193,7.925510000000001,,15.841523,16.659565,15.431528,,0.96,8.827627,10.640347,1.0011308,9.349677352076595,0.11,5380,1.0806094,-22.075403
269,270,0.9998855,16.659565,17.02927,1.075433,270.3067,,18.067566,2122.5665628910065,8.537131,8.532107,0.193,7.921799000000001,,15.873064000000001,16.659565,15.441296,,0.96,8.826532,10.63623,1.001136,9.371834271614485,0.11,5400,1.0802869,-21.926458
270,271,0.9998855,16.659565,17.058629999999997,1.0756135,271.30972,,14.772638,2130.739765644073,8.537192,8.527901,0.193,7.9181023,,15.904544,16.659565,15.438832999999999,,0.96,8.825431,10.632136000000001,1.0011429,9.364424507739091,0.11,5420,1.0799675,-21.790768
271,272,0.9998855,16.659565,17.087996,1.0762886999999999,272.31363,,17.75872,2144.299511194229,8.53725,8.519419000000001,0.193,7.9144190000000005,,15.935960999999999,16.659565,15.447365,,0.96,8.824306,10.628063000000001,1.001153,9.354658745446628,0.11,5440,1.0796493,-21.645094
272,273,0.9998855,16.659565,17.114225,1.0256941,273.26727,,13.35019,2158.9079718589787,8.535994,8.588376,0.193,7.9107494,,15.967259,16.659565,15.439689999999999,,0.96,8.8234415,10.622709,1.0009791,9.432599955741656,0.11,5460,1.0793343999999998,-21.516813
273,274,0.9998855,16.659565,17.143601999999998,1.0771513000000001,274.2728,,14.330142000000002,2174.1747546195984,8.536006,8.494878,0.193,7.907093,,15.998551,16.659565,15.435639000000002,,0.96,8.822242999999999,10.61864,1.0009956,9.32860070901216,0.11,5480,1.0790225,-21.385711999999998
274,275,0.9998855,16.659565,17.172941,1.0770897,275.2785,,12.036423,2187.997327804565,8.535991000000001,8.485728,0.193,7.90345,,16.029781,16.659565,15.423282,,0.96,8.821017999999999,10.614567999999998,1.0010127,9.322433001823844,0.11,5500,1.0787117,-21.263906
275,276,0.9998855,16.659565,17.20195,1.0723268,276.27972,,15.969079,2206.294861078263,8.536044,8.539147,0.193,7.899820299999999,,16.060953,16.659565,15.4252615,,0.96,8.819998,10.610586,1.0010135,9.38144534674577,0.11,5520,1.0784042,-21.128752
276,277,0.9998855,16.659565,17.230972,1.0730419,277.28195,,20.759031,2216.197479724884,8.53612,8.537505,0.193,7.896203999999999,,16.092066,16.659565,15.444523,,0.96,8.818978,10.606652,1.0010179,9.377151259229118,0.11,5540,1.0780998,-20.977278
277,278,0.9998855,16.659565,17.258116,1.0428804,278.2542,,14.086316,2232.596554756165,8.535438000000001,8.579889,0.193,7.8926,,16.123093,16.659565,15.439639000000001,,0.96,8.818118,10.601984,1.0009145000000002,9.426071489034179,0.11,5560,1.0777966,-20.851
278,279,0.9998855,16.659565,17.286366,1.0613621000000002,279.24542,,16.947252,2249.1971275806427,8.535308,8.571518,0.193,7.8890095,,16.154085000000002,16.659565,15.445046,,0.96,8.817234,10.59789,1.0008796,9.41289053798942,0.11,5580,1.0774965,-20.715310000000002
279,280,0.9998855,16.659565,17.314857,1.0657143999999998,280.24127000000004,,14.149168,2263.20946097374,8.535272,8.558373,0.193,7.885432000000001,,16.185017000000002,16.659565,15.440419,,0.96,8.816309,10.593912,1.0008616,9.402406190423566,0.11,5600,1.0771976,-20.590567
280,281,0.9998855,16.659565,17.343338,1.0660183,281.23767000000004,,16.982807,2279.509879112244,8.535266,8.561941000000001,0.193,7.881866499999999,,16.215889999999998,16.659565,15.445913000000001,,0.96,8.815404,10.589986999999999,1.0008458,9.40317500248148,0.11,5620,1.0769017,-20.456625
281,282,0.9998855,16.659565,17.37229,1.0740944,282.24242999999996,,18.530172,2293.4850730896,8.535303,8.506494,0.193,7.878314,,16.246702,16.659565,15.456851,,0.96,8.814307000000001,10.586127000000001,1.0008597,9.344269316903429,0.11,5640,1.076608,-20.318120999999998
282,283,0.9998855,16.659565,17.401163,1.0733627000000001,283.2467,,6.685346000000001,2311.2193613052373,8.535321000000001,8.505230000000001,0.193,7.874774499999999,,16.277458,16.659565,15.425858499999999,,0.96,8.813216,10.582271,1.0008718,9.34245921601367,0.11,5660,1.0763165000000001,-20.22245
283,284,0.9998855,16.659565,17.429665,1.067801,284.24567,,16.012144,2329.810517787933,8.535361,8.553558,0.193,7.871247,,16.308155,16.659565,15.427926999999999,,0.96,8.812303,10.578458,1.000865,9.394203434920284,0.11,5680,1.076028,-20.094632999999998
