,Iteration,ReturnStepMax,ReturnMax,IWNorm2,IWLastEpisode,IWNorm1,IWMin,DenMISELogLast,TimeElapsed,MISE,ReturnLastEpisode,LQGmu01,DenMISELogFirst,ReturnMin,SqrtESSClassic,ReturnAbsMax,DenMISEMeanLog,IWFirstEpisode,LQGmu1,ReturnMean,Bound,IWMean,URet,LQGsigma,TimestepsSoFar,IWMax,target_sum_log_mean
14,15,0.9998855,16.659565,16.914865,4.1373672,22.360535000000002,,4.828832,35.347704648971565,13.093983999999999,8.801826,0.023,10.812171000000001,,1.3219458,16.659565,11.964106,,0.226,13.850131,38.298595,1.4907023000000001,9.663279039696418,0.11,300,16.347328,-187.7664
15,16,0.9998855,16.659565,16.283068,2.288846,21.002317,,15.043742000000002,37.055483818054206,11.527244999999999,8.806773,0.024,10.747633,,1.2898256000000001,16.659565,12.164951,,0.234,13.534922,37.35952,1.3126448,9.670532181213165,0.11,320,15.960970000000001,-181.55525
16,17,0.9998855,16.659565,5.765226999999999,0.44093108,10.550041,,14.225052999999999,38.74809575080872,5.4761953000000005,8.792274,0.021,10.687008,,1.8299438000000001,16.659565,12.287219,,0.205,13.255942000000001,23.68393,0.6205906999999999,9.655689999453198,0.11,340,3.9396122000000005,-148.58727
17,18,0.9998855,16.659565,4.2426407000000003e-10,8.4938227e-38,1.7999999e-09,,15.8575535,40.83673882484436,3.4940717000000004e-20,8.840779,0.077,10.629849,,4.2426405,16.659565,12.463265,,0.648,13.010655,7.853395,3.98246e-21,9.711758536845595,0.11,360,7.168315e-20,-406.85388
18,19,0.9998855,16.659565,7.057663000000001,7.057663000000001,7.057663000000001,,4.780394,42.33572125434876,3.1754131,8.548559,0.044,10.575783,,1.0,16.659565,12.007683,,0.416,12.775808,36.494545,0.37145594,9.384707055376843,0.11,380,7.057663000000001,-274.6501
19,20,0.9998855,16.659565,16.005812,1.5056095,17.44045,,13.685386,44.28378415107727,7.458483,8.600986,0.068,10.524488999999999,,1.0896324,16.659565,12.058632000000001,,0.593,12.567067,38.036804,0.8720225,9.446074254549053,0.11,400,15.934841,-343.77837999999997
20,21,0.9998855,16.659565,13.611054999999999,11.269060000000001,19.511446,,15.525239000000001,46.11868453025818,7.9304338,8.522917,0.143,10.475698,,1.4334997999999999,16.659565,12.208602,,0.894,12.374489,31.173637,0.9291165000000001,9.362055699973741,0.11,420,11.269060000000001,-435.90457000000004
21,22,0.9998855,16.659565,11.842021,6.8234770000000005,21.003593,,13.421985999999999,48.33568239212036,8.150881,8.538594999999999,0.14,10.429179,,1.7736494999999999,16.659565,12.254284,,0.887,12.20013,26.936515999999997,0.9547088,9.37628319181945,0.11,440,7.682472,-412.71387000000004
22,23,0.9998855,16.659565,10.832736,5.234646,22.279442,,12.763548,50.32941484451294,8.272549,8.544863000000001,0.099,10.384727499999999,,2.0566773,16.659565,12.270186,,0.757,12.041205,24.473013,0.9686714,9.382917919333043,0.11,460,5.911363,-350.11282
23,24,0.9998855,16.659565,10.465014,5.1847095,23.955254,,17.785332,52.18293285369873,8.518632,8.513357000000001,0.117,10.342168,,2.28908,16.659565,12.495556,,0.826,11.894212,23.074317999999998,0.99813557,9.34849588934534,0.11,480,5.1847095,-355.9318
24,25,0.9998855,16.659565,10.268983,4.726795,25.680544,,12.036866999999999,53.780219078063965,8.758838,8.490338000000001,0.15,10.301346,,2.5007875,16.659565,12.474575,,0.908,11.758057,22.082293,1.0272218000000002,9.32062242051582,0.11,500,4.726795,-368.82397000000003
25,26,0.9998855,16.659565,9.816806,3.575207,26.528492,,18.404985,55.65177774429321,8.702208,8.539219000000001,0.155,10.262125,,2.7023547000000003,16.659565,12.701543,,0.916,11.634256,21.031874,1.0203266,9.380798082915268,0.11,520,4.135129,-357.12936
26,27,0.9998855,16.659565,9.545735,3.3938010000000003,27.574238,,14.920342999999999,57.63098406791687,8.710044,8.524652,0.158,10.224383999999999,,2.8886447,16.659565,12.782753,,0.921,11.519085,20.244564,1.021268,9.365671304965034,0.11,540,3.7052845999999997,-345.035
27,28,0.9998855,16.659565,9.425957,3.3713427000000005,28.854988,,14.041960000000001,59.8766438961029,8.784335,8.487095,0.162,10.188017,,3.0612264,16.659565,12.827069999999999,,0.927,11.410799,19.66858,1.0305353000000002,9.32347763413376,0.11,560,3.3791580000000003,-334.52347000000003
28,29,0.9998855,16.659565,9.321222,3.1275253,30.057422999999996,,7.8954997,62.13664603233338,8.830698,8.483122999999999,0.166,10.1529255,,3.2246224999999997,16.659565,12.65685,,0.933,11.309845,19.163422,1.0364629,9.316092897941193,0.11,580,3.1275253,-324.86273
29,30,0.9998855,16.659565,9.1622095,2.6966007000000003,30.976246000000003,,15.511382000000001,64.24683618545532,8.798625,8.5323105,0.169,10.119024000000001,,3.3808708,16.659565,12.752165,,0.936,11.217260000000001,18.653816,1.0325415,9.373136535269516,0.11,600,2.9205002999999996,-314.73816
30,31,0.9998855,16.659565,9.102634,2.7629837999999998,32.123177,,4.624759,66.41298890113829,8.826246000000001,8.476279,0.172,10.086234,,3.5289976999999997,16.659565,12.490147,,0.94,11.128842,18.267775,1.0362315,9.309048355173775,0.11,620,2.7629837999999998,-305.68503
31,32,0.9998855,16.659565,8.938180000000001,2.1896734,32.804657,,16.715904000000002,68.75355005264282,8.735249000000001,8.565073,0.173,10.054485000000001,,3.670172,16.659565,12.622552,,0.942,11.048724,17.813606,1.0251455,9.403711147349618,0.11,640,2.6187472,-296.35562000000004
32,33,0.9998855,16.659565,8.909993,2.480293,33.91989,,8.924588,70.8526167869568,8.756305000000001,8.489322999999999,0.175,10.023714,,3.8069491,16.659565,12.510593,,0.944,10.971167,17.508492,1.0278755,9.319475115353788,0.11,660,2.4963455000000003,-287.84372
33,34,0.9998855,16.659565,8.869793,2.3042362,34.939440000000005,,16.930532,72.9420521259308,8.754425,8.519515,0.177,9.993861,,3.9391496,16.659565,12.640824,,0.945,10.899058,17.212882999999998,1.0276306999999998,9.356598727976133,0.11,680,2.3911197,-279.4627
34,35,0.9998855,16.659565,8.848661,2.2503862,35.985073,,13.357687,75.98402452468872,8.757949,8.503589999999999,0.178,9.964872999999999,,4.0667253,16.659565,12.661577000000001,,0.947,10.830617,16.951060000000002,1.028145,9.341302064982793,0.11,700,2.2997522,-271.6103
35,36,0.9998855,16.659565,8.802632000000001,2.0370002,36.885253999999996,,12.91579,79.4078507423401,8.729345,8.545695,0.179,9.936703,,4.190253,16.659565,12.668957,,0.948,10.767147,16.680925,1.0245904000000001,9.386841531036671,0.11,720,2.219632,-264.06872999999996
36,37,0.9998855,16.659565,8.814546,2.1677747000000003,37.98851,,7.302881,84.1535623073578,8.744228999999999,8.462833999999999,0.18,9.909303999999999,,4.3097525,16.659565,12.524185000000001,,0.949,10.704868,16.47533,1.0267165,9.296899862047193,0.11,740,2.1677747000000003,-257.16202000000004
37,38,0.9998855,16.659565,8.776029,1.8696843,38.842247,,13.099078,86.70010471343994,8.707498,8.555984500000001,0.181,9.882635,,4.425948,16.659565,12.539645,,0.95,10.648318,16.235632,1.0221643,9.397554441938947,0.11,760,2.1031554,-250.35103999999998
38,39,0.9998855,16.659565,8.761213,1.8821357,39.770454,,15.551553,91.69398760795592,8.688572,8.549733999999999,0.182,9.85666,,4.5393777,16.659565,12.617113,,0.951,10.594509,16.028593,1.0197551999999999,9.389781564818804,0.11,780,2.045321,-243.76765
39,40,0.9998855,16.659565,8.740148,1.7707708,40.638317,,15.859163,93.92994570732115,8.658149,8.561886,0.183,9.831342,,4.6496143,16.659565,12.698362,,0.952,10.543694,15.824148000000001,1.015958,9.402633281885839,0.11,800,1.9932432,-237.44296
40,41,0.9998855,16.659565,8.772,1.9453511000000003,41.730644,,13.150239000000001,97.25311827659607,8.671603,8.469389999999999,0.183,9.806649,,4.757255000000001,16.659565,12.709508,,0.952,10.4931,15.675459,1.0178206,9.302033816828017,0.11,820,1.9460979999999999,-231.51865
41,42,0.9998855,16.659565,8.778189999999999,1.7766506999999998,42.68594,,8.807052,100.1432375907898,8.659863,8.540153,0.184,9.782552,,4.862727,16.659565,12.616775,,0.953,10.446602,15.5118065,1.0163319,9.382905017643756,0.11,840,1.9032470000000001,-225.95747000000003
42,43,0.9998855,16.659565,8.802341,1.8093696,43.71112,,13.396137,104.08518671989441,8.66147,8.515493,0.184,9.759021,,4.9658513,16.659565,12.635058,,0.953,10.401692,15.371120999999999,1.0165377,9.354300403723489,0.11,860,1.8640583,-220.53175
43,44,0.9998855,16.659565,8.822248,1.7434490000000002,44.70085,,13.960135000000001,108.01904916763306,8.657036999999999,8.538003,0.185,9.736032000000002,,5.066832,16.659565,12.665345,,0.954,10.359336,15.232965,1.0159284,9.375691628271396,0.11,880,1.8281889999999998,-215.32372999999998
44,45,0.9998855,16.659565,8.838119,1.6783767,45.65531,,13.403292,111.12623381614685,8.6465645,8.550980000000001,0.185,9.713559,,5.165727599999999,16.659565,12.681911,,0.954,10.31915,15.096601500000002,1.0145625,9.389845715147187,0.11,900,1.7951511000000002,-210.33577999999997
45,46,0.9998855,16.659565,8.8452835,1.5867729,46.54766,,19.856497,115.0640833377838,8.625542,8.56782,0.186,9.69158,,5.2624273,16.659565,12.838026,,0.954,10.281077,14.957054999999999,1.0119056999999998,9.409330675089006,0.11,920,1.7646639,-205.4029
46,47,0.9998855,16.659565,8.881453,1.6998441999999998,47.583134,,13.758432,118.79165935516356,8.629424,8.511736,0.186,9.6700735,,5.3575845,16.659565,12.857706,,0.955,10.243432,14.848482,1.0124071,9.347691656715511,0.11,940,1.7363968,-200.81245
47,48,0.9998855,16.659565,8.920192,1.6838066999999999,48.62402,,15.374369,122.6425530910492,8.633811,8.503143,0.186,9.64902,,5.451006,16.659565,12.910252,,0.955,10.207175999999999,14.7462845,1.0130004000000001,9.339451198136393,0.11,960,1.7101506999999998,-196.38353999999998
48,49,0.9998855,16.659565,8.9295435,1.4897653999999998,49.490673,,18.29505,126.42563986778259,8.609832,8.570043,0.186,9.628401,,5.542351999999999,16.659565,13.020275999999999,,0.955,10.173765,14.621563,1.0100136999999998,9.414300128207435,0.11,980,1.6857452000000002,-192.05432
49,50,0.9998855,16.659565,8.968904,1.6257039,50.518986,,16.715378,129.76525902748108,8.61272,8.51593,0.187,9.608198,,5.6326823,16.659565,13.0942545,,0.955,10.140609,14.528042000000001,1.0103796999999999,9.356212193981104,0.11,1000,1.6629308,-187.92764
50,51,0.9998855,16.659565,9.002862,1.5713583999999998,51.510605,,18.629784,132.04520916938782,8.610225,8.543689,0.187,9.588396000000001,,5.721581,16.659565,13.202882,,0.955,10.109296,14.433638,1.0100119,9.385755516788725,0.11,1020,1.6415919999999997,-183.91792
51,52,0.9998855,16.659565,9.0444145,1.5903726,52.539306999999994,,17.22769,135.3384063243866,8.61305,8.515779499999999,0.187,9.568977,,5.809033400000001,16.659565,13.280367000000002,,0.956,10.078652,14.348795,1.0103713,9.353142876421707,0.11,1040,1.6215998999999999,-180.09203
52,53,0.9998855,16.659565,9.075958,1.511126,53.504256999999996,,17.282314000000003,139.6043095588684,8.606694000000001,8.556676,0.187,9.54993,,5.8951635,16.659565,13.355970000000001,,0.956,10.049936,14.258637,1.0095143,9.39710413377944,0.11,1060,1.6027938999999998,-176.39622
53,54,0.9998855,16.659565,9.120254,1.5639417,54.539047,,14.252486,144.81186842918396,8.610047,8.502367,0.187,9.531238,,5.9799924,16.659565,13.372654999999998,,0.956,10.021276,14.181815,1.0099823,9.340044480009524,0.11,1080,1.5851002,-172.89989
54,55,0.9998855,16.659565,9.129033999999999,1.320267,55.343666000000006,,17.09845,149.56707978248596,8.579608,8.5815735,0.188,9.512888,,6.0623794,16.659565,13.440491,,0.956,9.995099,14.075657000000001,1.0062485,9.424050027158644,0.11,1100,1.5684143,-169.46778999999998
55,56,0.9998855,16.659565,9.177936,1.5485704,56.39696,,11.72012,152.6884846687317,8.585448,8.477281,0.188,9.494869,,6.1448417,16.659565,13.4098,,0.956,9.967996000000001,14.007741000000001,1.0070885,9.308996563412725,0.11,1120,1.5526547,-166.266
56,57,0.9998855,16.659565,9.223489,1.5148026,57.427772999999995,,18.51314,155.85770630836487,8.58869,8.512217999999999,0.188,9.47717,,6.2262526,16.659565,13.499379999999999,,0.956,9.942455,13.940083999999999,1.0075048,9.34990010986658,0.11,1140,1.537769,-163.05933000000002
57,58,0.9998855,16.659565,9.270402,1.5093531999999998,58.464462,,12.273232,160.8572819232941,8.592257,8.495722,0.188,9.459778,,6.3065724,16.659565,13.478295000000001,,0.957,9.917512,13.875496,1.008008,9.331261262535435,0.11,1160,1.5236114,-160.0744
58,59,0.9998855,16.659565,9.316527,1.4915226000000001,59.494133,,9.077036,167.03850722312927,8.594856,8.501843,0.188,9.442684,,6.38587,16.659565,13.403765,,0.957,9.8935175,13.812489999999999,1.0083752000000001,9.338052065522994,0.11,1180,1.5102155000000002,-157.24908
59,60,0.9998855,16.659565,9.359939,1.4619514999999998,60.504555,,15.474236,171.25669384002688,8.595333,8.52993,0.189,9.425877,,6.4642043,16.659565,13.438348999999999,,0.957,9.8707905,13.749739000000002,1.0084093,9.369243747067603,0.11,1200,1.4974744,-154.4042
60,61,0.9998855,16.659565,9.38924,1.3545569,61.418167000000004,,19.063587,176.055743932724,8.583195,8.572375,0.189,9.409348,,6.541335,16.659565,13.530642499999999,,0.957,9.849505,13.676823,1.0068552,9.415595857259538,0.11,1220,1.4853677,-151.59224
61,62,0.9998855,16.659565,9.42827,1.4043075,62.39428,,19.820272,181.4219467639923,8.57977,8.559016999999999,0.189,9.393086,,6.6177864,16.659565,13.632141,,0.957,9.828692,13.614554,1.0063593000000002,9.400092225030084,0.11,1240,1.4738232,-148.85175
62,63,0.9998855,16.659565,9.472968,1.4292353000000002,63.405894999999994,,13.958278,185.8152315616608,8.580564500000001,8.528138,0.189,9.377087,,6.6933503,16.659565,13.637364999999999,,0.957,9.808047,13.55851,1.0064428,9.369669781368154,0.11,1260,1.4628503000000002,-146.27579
63,64,0.9998855,16.659565,9.521536,1.4446768,64.44183000000001,,15.165497,190.8990569114685,8.583741,8.491222,0.189,9.361339,,6.768008,16.659565,13.661291,,0.957,9.787473,13.506775,1.0069036,9.323512924136663,0.11,1280,1.4523249,-143.7734
64,65,0.9998855,16.659565,9.566884,1.4143622,65.45544,,12.247891000000001,194.83853769302368,8.584622,8.523938000000001,0.189,9.345834,,6.841875999999999,16.659565,13.639604,,0.958,9.768034,13.454504,1.0070068,9.363060972339962,0.11,1300,1.4422883999999998,-141.39481999999998
65,66,0.9998855,16.659565,9.610917,1.3961112,66.458984,,19.548332000000002,199.5940659046173,8.584505,8.539446,0.189,9.330566000000001,,6.914947,16.659565,13.729191,,0.958,9.749417999999999,13.402926,1.0069542999999999,9.380979180463683,0.11,1320,1.4326873,-138.97873
66,67,0.9998855,16.659565,9.657746000000001,1.4061569,67.48076999999999,,19.488947,203.47023582458496,8.586224000000001,8.516285,0.19,9.315529,,6.9872165,16.659565,13.815216,,0.958,9.731013,13.354807999999998,1.0071755999999998,9.351768901785645,0.11,1340,1.4235078,-136.6354
67,68,0.9998855,16.659565,9.704260000000001,1.3960938,68.49982,,15.876609,208.99886679649356,8.587525,8.515056,0.19,9.300714,,7.058737,16.659565,13.845593,,0.958,9.713131,13.307794,1.0073502,9.35266644268023,0.11,1360,1.4147136,-134.39803
68,69,0.9998855,16.659565,9.748394000000001,1.3717663,69.50159000000001,,13.700265,215.13680219650269,8.587164999999999,8.540446000000001,0.19,9.286114999999999,,7.1295424,16.659565,13.843554500000002,,0.958,9.696136,13.260554999999998,1.0072694,9.377372293785314,0.11,1380,1.4062614,-132.24709
69,70,0.9998855,16.659565,9.797245,1.3973046999999998,70.53614,,13.183095999999999,218.41768288612369,8.589387,8.469144,0.19,9.271726,,7.1995892999999995,16.659565,13.834185,,0.958,9.678608,13.217308,1.0076592,9.303933093789368,0.11,1400,1.3981471,-130.1954
70,71,0.9998855,16.659565,9.843377,1.371905,71.55142,,14.740326000000001,224.42290687561038,8.590218,8.5189495,0.19,9.257541999999999,,7.268991499999999,16.659565,13.84702,,0.958,9.662274,13.173951999999998,1.0077665,9.354424696559514,0.11,1420,1.3903341,-128.17567
71,72,0.9998855,16.659565,9.88835,1.356822,72.55806,,21.751116,227.88572597503662,8.5903015,8.534744,0.19,9.243555,,7.337732300000001,16.659565,13.956871,,0.958,9.646614,13.131096,1.0077509,9.374941322002329,0.11,1440,1.3828377,-126.113495
72,73,0.9998855,16.659565,9.929926,1.3249313999999999,73.53921,,14.490115,236.5858917236328,8.587782,8.555655,0.19,9.229762,,7.4058166,16.659565,13.964248999999999,,0.958,9.63167,13.08683,1.0073864,9.395247344521264,0.11,1460,1.375631,-124.209694
73,74,0.9998855,16.659565,9.974191000000001,1.3378608,74.53993,,14.245327,242.27671360969543,8.587278,8.53858,0.19,9.216156,,7.473281399999999,16.659565,13.968115,,0.959,9.616897999999999,13.045711500000001,1.0072963,9.37814806666207,0.11,1480,1.3686757999999999,-122.356895
74,75,0.9998855,16.659565,10.019172,1.3370457,75.545876,,16.837479000000002,245.75306820869446,8.58725,8.531284,0.191,9.202733,,7.540132000000001,16.659565,14.00644,,0.959,9.602424000000001,13.006155,1.0072783,9.37237183253912,0.11,1500,1.361974,-120.51737
75,76,0.9998855,16.659565,10.067264999999999,1.354531,76.57512,,15.191726000000001,250.3499674797058,8.588742,8.469952000000001,0.191,9.189487,,7.606348,16.659565,14.022101999999999,,0.959,9.5875225,12.969178999999999,1.0075674000000001,9.30653666936376,0.11,1520,1.3555403999999998,-118.753456
76,77,0.9998855,16.659565,10.111696,1.3224912,77.57719,,14.201749,255.89896607398987,8.588331,8.535009,0.191,9.176414999999999,,7.672025,16.659565,14.024506,,0.959,9.5738535,12.931269,1.0074959,9.375188476254744,0.11,1540,1.3492941,-117.04483
77,78,0.9998855,16.659565,10.15695,1.3234739,78.58568000000001,,21.064592,261.55627584457403,8.588542,8.529753,0.191,9.163511999999999,,7.7371335000000006,16.659565,14.114834,,0.959,9.560467,12.894934,1.0075086,9.368687787789273,0.11,1560,1.3432723999999998,-115.294044
78,79,0.9998855,16.659565,10.202724,1.3225731,79.59843000000001,,12.010231,269.07197284698486,8.58896,8.515007,0.191,9.150773,,7.8016834,16.659565,14.088262,,0.959,9.547234,12.859721,1.007575,9.351140658638343,0.11,1580,1.3374671999999999,-113.70203400000001
79,80,0.9998855,16.659565,10.247036999999999,1.306726,80.60018000000001,,16.666748000000002,275.25051426887507,8.588526,8.535047,0.191,9.138195,,7.865705999999999,16.659565,14.120563,,0.959,9.534582,12.824525999999999,1.0075023,9.376978892899286,0.11,1600,1.3318566,-112.08991999999999
80,81,0.9998855,16.659565,10.291652000000001,1.3044921999999999,81.6046,,17.265152,281.8316864967346,8.588322,8.531392,0.191,9.125772,,7.929203500000001,16.659565,14.159454,,0.959,9.522197,12.7904,1.0074642,9.372649612189583,0.11,1620,1.3264301,-110.50781
81,82,0.9998855,16.659565,10.334763,1.2882214,82.59741,,14.409176,285.64588880538935,8.587158,8.546969,0.191,9.1135025,,7.9921926999999995,16.659565,14.162567999999998,,0.959,9.510303500000001,12.756117999999999,1.0072855,9.387189079763866,0.11,1640,1.3211707000000001,-108.98135
82,83,0.9998855,16.659565,10.382242,1.3185643999999999,83.62531,,15.763827,289.46399044990534,8.588219,8.457825,0.192,9.10138,,8.054648,16.659565,14.181926,,0.959,9.497622999999999,12.724853,1.0075339,9.29062430177243,0.11,1660,1.3185643999999999,-107.496025
83,84,0.9998855,16.659565,10.428695,1.3072569,84.645905,,15.904144,296.8572163581848,8.588971,8.486616,0.192,9.089404,,8.116634,16.659565,14.2024975,,0.96,9.485586999999999,12.694014,1.0076894,9.320380452562405,0.11,1680,1.3135828999999999,-106.04619
84,85,0.9998855,16.659565,10.467836,1.2440645000000001,85.607185,,17.882347,302.5737431049347,8.584992999999999,8.56888,0.192,9.07757,,8.178117,16.659565,14.245857999999998,,0.96,9.474803,12.659175,1.0071434000000001,9.410246524557623,0.11,1700,1.3087401,-104.6077
85,86,0.9998855,16.659565,10.514084,1.2978063999999998,86.62727,,14.843042,306.52677989006037,8.585692,8.484774,0.192,9.065874,,8.239165,16.659565,14.252869,,0.96,9.463291,12.629686,1.0072938,9.320303777362712,0.11,1720,1.3040681,-103.23969
86,87,0.9998855,16.659565,10.560338,1.2950233,87.64825,,13.854441,310.02966880798334,8.586404,8.480656,0.192,9.054314,,8.299758,16.659565,14.248353,,0.96,9.451996000000001,12.600874000000001,1.007451,9.31211502127442,0.11,1740,1.2995267,-101.91506
87,88,0.9998855,16.659565,10.605846000000001,1.286153,88.66399,,17.353943,315.68532919883734,8.586871,8.499325,0.192,9.042885,,8.359916,16.659565,14.283710500000002,,0.96,9.441171,12.5724535,1.0075454,9.334559745467443,0.11,1760,1.2951184999999998,-100.58228000000001
88,89,0.9998855,16.659565,10.650841,1.2790073,89.676285,,16.815641,321.8036434650421,8.58714,8.508985000000001,0.193,9.031585,,8.419642999999999,16.659565,14.312225,,0.96,9.4306965,12.544449,1.0075988,9.345694577877326,0.11,1780,1.2908531,-99.28583
89,90,0.9998855,16.659565,10.695447,1.2730105,90.686134,,17.95179,324.95806288719183,8.587275,8.5162525,0.193,9.0204115,,8.478947999999999,16.659565,14.352732000000001,,0.96,9.420536,12.516905,1.0076237,9.353661072893367,0.11,1800,1.2867087,-97.982475
90,91,0.9998855,16.659565,10.737662,1.2500584,91.676445,,14.27644,330.4461348056793,8.586036,8.549551,0.193,9.009362,,8.53784,16.659565,14.351962,,0.96,9.410965,12.488561,1.0074334,9.389983038388696,0.11,1820,1.2826681,-96.74641
91,92,0.9998855,16.659565,10.781723,1.2627544,92.68318000000001,,17.056688,335.31450557708735,8.585989,8.523425999999999,0.193,8.998433,,8.596324000000001,16.659565,14.381426999999999,,0.96,9.401318,12.461964,1.0074259,9.361720859038373,0.11,1840,1.2787389999999998,-95.50688000000001
92,93,0.9998855,16.659565,10.82537,1.2566756000000001,93.6872,,17.908516,340.71914958953863,8.585784,8.530058,0.193,8.987621,,8.654411,16.659565,14.419417000000001,,0.96,9.39195,12.435742999999999,1.0073893,9.369396317343833,0.11,1860,1.2749177999999999,-94.284904
93,94,0.9998855,16.659565,10.870324,1.2654405,94.70331,,14.424585999999998,346.1035187244415,8.586102499999999,8.487111,0.193,8.976927,,8.712096,16.659565,14.419538000000001,,0.96,9.382323,12.41057,1.007482,9.321457479777642,0.11,1880,1.2712004,-93.125916
94,95,0.9998855,16.659565,10.9131975,1.2453011999999999,95.70232,,20.094614,352.22968220710754,8.585608,8.542088,0.193,8.966345,,8.769411,16.659565,14.479339999999999,,0.96,9.373479,12.385079,1.0073928,9.38170387412258,0.11,1900,1.2675819,-91.93181
95,96,0.9998855,16.659565,10.957746,1.257552,96.71680500000001,,15.104011999999999,355.5751507282257,8.585835000000001,8.491388,0.193,8.955873500000001,,8.826342,16.659565,14.485908499999999,,0.96,9.364289999999999,12.360800999999999,1.0074667,9.326558387219773,0.11,1920,1.2640581,-90.81446
96,97,0.9998855,16.659565,10.9992,1.2282556,97.70488,,20.389797,363.37387013435364,8.5845585,8.555361999999999,0.193,8.94551,,8.882908,16.659565,14.546837,,0.96,9.35595,12.3354845,1.0072668,9.397722050505823,0.11,1940,1.2606271999999998,-89.6659
