,LQGmu1,Iteration,MISE,ReturnMin,DenMISELogLast,DenMISELogFirst,ReturnMean,URet,IWMax,SqrtESSClassic,IWLastEpisode,IWFirstEpisode,DenMISEMeanLog,ReturnLastEpisode,IWMean,ReturnAbsMax,ReturnMax,LQGsigma,target_sum_log_mean,TimestepsSoFar,IWNorm1,IWNorm2,LQGmu01,IWMin,TimeElapsed,ReturnStepMax,Bound
239,0.044,240,10.773297,,11.95847,15.450311,12.455175,10.136378982390186,98.07228,2.1567380000000003,46.262446999999995,,10.070821,9.221911,1.1785743999999998,17.233625,17.233625,0.11,-155.18266,4800,282.85787999999997,131.15079,0.004,,1966.8725044727325,0.99999976,26.754492
240,-0.076,241,13.132113,,12.330266,15.446153,12.441136,9.963851591745227,37.352913,2.7709662999999995,,0.5350833,10.080428999999999,9.071829,0.8842836,17.233625,17.233625,0.11,-372.06307999999996,4820,213.11235,76.909035,-0.008,,1979.9985020160675,0.99999976,25.570823999999998
241,-0.064,242,13.252901000000001,,18.148014,15.444229,12.450357,16.289584060591487,35.22759,2.7616283999999998,29.142405,0.015104042,10.113103,14.672448999999999,0.90703017,17.233625,17.233625,0.11,-340.76453,4840,219.5013,79.48255999999999,-0.006,,1993.7143681049347,0.99999976,25.733670999999998
242,-0.165,243,16.994577,,13.190370999999999,15.440168,12.453831,14.768407581163174,14.796494500000001,4.543531,1.1559525000000001e-29,0.00049230125,10.125189,13.294201000000001,1.0388705,17.233625,17.233625,0.11,-613.1634,4860,252.44553,55.561527000000005,-0.017,,2004.4161984920504,0.99999976,24.580583999999998
243,-0.148,244,14.791464000000001,,7.409706599999999,15.436063,12.469152000000001,17.935461377721385,32.134636,3.875885,18.951654,0.10539058,10.114122,16.192612,0.9117609,17.233625,17.233625,0.11,-564.5231,4880,222.46967,57.398419999999994,-0.015,,2016.8283755779266,0.99999976,23.684207999999998
244,-0.274,245,15.869959,,17.874748,15.432405,12.485114,18.115522958890182,23.306953,3.7033474,1.0613816e-09,4.697968e-31,10.145339,16.379875,0.9411398000000001,17.233625,17.233625,0.11,-859.5338,4900,230.57925,62.262386,-0.028,,2030.160912036896,0.99999976,25.177011
245,-0.157,246,16.883554,,13.732839000000002,15.428331,12.50136,18.237752113701287,17.427267,4.473828299999999,0.0611302,0.008940574,10.159567,16.481379,1.0356337,17.233625,17.233625,0.11,-582.7102,4920,254.7659,56.945840000000004,-0.016,,2043.8426365852358,0.99999976,24.587751
246,-0.385,247,16.6806,,14.338576999999999,15.424311999999999,12.518071,18.38227777840772,30.049738,3.4235723,3.7197765999999995e-11,,10.176535000000001,16.629068,0.98140997,17.233625,17.233625,0.11,-1008.40906,4940,242.40826,70.80565,-0.041,,2058.3619573116307,0.99999976,26.748226000000003
247,-0.425,248,14.286098499999998,,9.516148,15.420271,12.535558,18.624306491608145,25.555153,3.609726,0.68483704,,10.173649000000001,16.854649,0.83909905,17.233625,17.233625,0.11,-1039.1191,4960,208.09656,57.648853,-0.045,,2073.6638748645787,0.99999976,23.834538000000002
248,-0.39,249,16.307674,,3.8274239999999997,15.416246,12.553524000000001,18.784985300593878,25.0266,3.688933,21.288845000000002,,10.14742,17.009114999999998,0.95940995,17.233625,17.233625,0.11,-1004.51416,4980,238.89307999999997,64.7594,-0.041,,2087.3294928073888,0.99999976,25.651094
249,-0.392,250,16.441702,,13.500469,15.412239000000001,12.57172,18.87876142692014,22.560734,3.8602788,18.813131,,10.16055,17.10247,0.9667455,17.233625,17.233625,0.11,-1002.3905,5000,241.68637,62.60853,-0.041,,2101.063984155655,0.99999976,25.370396
250,-0.379,251,17.367476,,13.517757000000001,15.408247,12.589844,18.89877257399968,21.970858,3.9753046000000003,18.032637,,10.173681,17.120676,1.0209647,17.233625,17.233625,0.11,-985.8834,5020,256.26215,64.46352399999999,-0.04,,2117.265050649643,0.99999976,26.037819
251,-0.321,252,16.052927,,17.078213,15.40427,12.60776,18.88547102504561,20.480087,4.215606,1.23423,,10.201046,17.104961,0.9471396000000001,17.233625,17.233625,0.11,-911.54254,5040,238.67917999999997,56.617996,-0.033,,2132.045456647873,0.99999976,24.229034
252,-0.241,253,15.561072,,15.303439000000001,15.400310500000002,12.625434,18.8568027025401,25.684158,3.9017677,0.0007766435000000001,2.7002184e-21,10.220919,17.079442999999998,0.9303093000000001,17.233625,17.233625,0.11,-768.41626,5060,235.36826000000002,60.323494,-0.025,,2146.8218908309937,0.99999976,24.394825
253,-0.217,254,16.947110000000002,,13.12054,15.396365,12.642719999999999,18.78936461448349,24.265864999999998,3.8717542000000003,6.6399193,1.2586193e-14,10.231958,17.015953,1.0169392,17.233625,17.233625,0.11,-711.1207,5080,258.30255,66.71461,-0.022,,2160.2305326461787,0.99999976,25.849339999999998
254,-0.552,255,15.849767000000002,,14.020294,15.392435999999998,12.659436,18.675443304407832,19.125694,4.4917364,4.0096707e-13,,10.246762,16.905294,0.92672586,17.233625,17.233625,0.11,-1074.5309,5100,236.3151,52.61108,-0.062,,2178.1125509738918,0.99999976,23.523247
255,-0.667,256,20.119526,,11.834567,15.388522,12.676922,18.915200332747787,23.20928,4.348203,18.070702,,10.252605,17.135742,1.17474,17.233625,17.233625,0.11,-1097.1362,5120,300.73343,69.16269,-0.08,,2193.999465227127,0.99999976,28.046307000000002
256,-0.575,257,18.216337,,16.54297,15.384623999999999,12.693911,18.82258728517645,17.850107,4.7408314,15.904370000000002,,10.277633,17.043066,1.0651680000000001,17.233625,17.233625,0.11,-1072.8011,5140,273.74817,57.74265,-0.065,,2202.9220781326294,0.99999976,25.486632999999998
257,-0.336,258,15.739285999999998,,16.790551999999998,15.38074,12.711286,18.95841396228164,19.357785999999997,4.4077964000000005,0.018249819,,10.303042,17.176594,0.9271415999999999,17.233625,17.233625,0.11,-909.4687,5160,239.20252999999997,54.268055000000004,-0.035,,2220.2219512462616,0.99999976,23.558897
258,-0.278,259,16.486038,,14.791184,15.376871,12.72782,18.76990046386969,20.539665,4.1298794999999995,1.4356792,2.7710677999999996e-32,10.320016,16.993786,0.9769038000000001,17.233625,17.233625,0.11,-819.52423,5180,253.01807999999997,61.265246999999995,-0.029,,2237.00155043602,0.99999976,24.831863000000002
259,-0.261,260,16.722288,,10.308000999999999,15.373018,12.743902,18.677321072384,21.273024,4.264136,18.636559,6.5665845e-27,10.319783000000001,16.909344,0.99306244,17.233625,17.233625,0.11,-785.04126,5200,258.19622999999996,60.55066,-0.027,,2248.7507758140564,0.99999976,24.805344
260,-0.022,261,12.096464,,13.511237,15.369179999999998,12.759859,18.679779284903947,64.830414,2.5009882,5.141821599999999e-26,3.9067686e-12,10.331892999999999,16.908667,1.002156,17.233625,17.233625,0.11,-234.78493999999998,5220,261.5627,104.58375,-0.002,,2263.552646875381,0.99999976,25.877916
261,-0.556,262,16.531113,,-9.582353999999999,15.3653555,12.762638,14.938634723158689,16.930243,4.800137,,,10.255628,13.48794,0.9664606,17.233625,17.233625,0.11,-1048.9468,5240,253.21267999999998,52.751137,-0.063,,2277.141848564148,0.99999976,23.711585999999997
262,-0.82,263,1.6480818,,-14.782373000000002,15.361545999999999,12.777517999999999,18.44510921081093,11.996893,1.9018561999999999,1.9656827e-09,,10.160231,16.676146,0.09639863,17.233625,17.233625,0.11,-1092.653,5260,25.35284,13.330576999999998,-0.115,,2291.64910030365,0.99999976,19.771034
263,-0.802,264,4.2238793,,11.011363000000001,15.357751,12.793566,18.790773027240576,21.653843,2.1752305,21.653843,,10.160035,17.01399,0.24733098,17.233625,17.233625,0.11,-1086.0007,5280,65.29538000000001,30.017683,-0.11,,2305.2511265277867,0.99999976,20.069212
264,-0.84,265,7.6656103,,9.838911,15.35397,12.809741,18.857734187831444,100.09360500000001,1.1833608,100.09360500000001,,10.155966000000001,17.079948,0.44888088,17.233625,17.233625,0.11,-1087.0137,5300,118.95343000000001,100.52169,-0.122,,2326.988018035889,0.99999976,36.792187
265,-0.854,266,9.33959,,13.567979999999999,15.350203500000001,12.825661,18.82117996711184,67.59857,1.5364413000000001,66.19204,,10.166511999999999,17.044435999999997,0.5473695,17.233625,17.233625,0.11,-1084.8224,5320,145.60028,94.76462,-0.126,,2341.7363231182103,0.99999976,31.772759999999998
266,-0.946,267,17.83476,,16.812876,15.346451,12.841698,18.88547180395988,37.299625,3.0030259999999998,1.8012519,,10.189511999999999,17.107769,1.0440348,17.233625,17.233625,0.11,-1097.9866,5340,278.7573,92.82547,-0.177,,2357.899391889572,0.99999976,29.312267
267,-0.963,268,20.595076000000002,,11.500274000000001,15.342711999999999,12.857476,18.84439832390925,45.091934,3.1193838,12.368052,,10.1943655,17.069912,1.2058786,17.233625,17.233625,0.11,-1099.4102,5360,323.17548,103.60235,-0.197,,2371.814056634903,0.99999976,31.644454999999997
268,-0.983,269,6.763872,,17.101238000000002,15.338988,12.873242,18.876811925800574,84.66396999999999,1.2495385,3.5288196000000003,,10.220558,17.098492,0.39615056,17.233625,17.233625,0.11,-1105.1168,5380,106.5645,85.28308,-0.234,,2387.879385948181,0.99999976,34.347854999999996
269,-0.87,270,11.232641000000001,,16.623343,15.335278,12.888836999999999,18.849701596616548,79.36320500000001,1.7534672999999998,8.890804e-06,,10.241888000000001,17.083714,0.65751046,17.233625,17.233625,0.11,-1070.9672,5400,177.52783,101.24388,-0.133,,2402.931631803513,0.99999976,30.889266999999997
270,-0.87,271,13.236896,,15.932642999999999,15.331581,12.904307000000001,18.859273519376515,62.613388,2.0353374,62.613388,,10.261405,17.081667000000003,0.77489275,17.233625,17.233625,0.11,-1066.9495,5420,209.99594,103.175,-0.133,,2414.8431587219243,0.99999976,30.17131
271,-0.939,272,14.791561999999999,,8.554986999999999,15.327898000000001,12.919606,18.843743723203424,33.724922,3.2291083,0.009539004,,10.254077,17.065251999999997,0.8658786,17.233625,17.233625,0.11,-1075.8373,5440,235.51897999999997,72.936226,-0.172,,2432.539755582809,0.99999976,25.465485
272,-0.957,273,21.26923,,13.767822,15.324228,12.935035000000001,18.911341939043442,34.859303000000004,3.5573989999999998,8.418095,,10.266338000000001,17.131645000000002,1.2450386999999998,17.233625,17.233625,0.11,-1076.8389,5460,339.89557,95.54609,-0.189,,2449.2120826244354,0.99999976,30.958121999999996
273,-0.809,274,14.171154000000001,,13.365301,15.320572,12.950206,18.865154542264285,41.327538,2.7552526000000004,0.0005943011499999999,,10.27834,17.092022,0.82995105,17.233625,17.233625,0.11,-1046.8527,5480,227.40659,82.53566,-0.112,,2463.237766981125,0.99999976,26.680805
274,-0.71,275,18.744026,,13.987654999999998,15.316929,12.964965,18.785875251463786,28.493477000000002,4.085213700000001,26.666145,,10.291064,17.008926000000002,1.0957673,17.233625,17.233625,0.11,-1030.1692,5500,301.336,73.7626,-0.088,,2481.5508797168727,0.99999976,27.181099
275,-0.594,276,18.804985000000002,,13.909417999999999,15.313298999999999,12.980202,18.95111029653646,15.651376999999998,5.0203958,0.96851254,,10.304404,17.170588000000002,1.0993785,17.233625,17.233625,0.11,-1005.9784,5520,303.42847,60.439156000000004,-0.068,,2492.201518774033,0.99999976,25.67043
276,-0.869,277,12.180944,,10.730263,15.309682,12.995097999999999,18.88431423309518,47.138329999999996,2.4002616000000003,0.0051102964,,10.306224,17.106453,0.7127757,17.233625,17.233625,0.11,-1043.3851,5540,197.43887,82.25723,-0.132,,2509.215918302536,0.99999976,26.540733000000003
277,-0.556,278,15.468322,,17.836477,15.306079,13.009786,18.856159621338985,16.112576999999998,4.939217,0.025804669,,10.332139,17.078266,0.90436196,17.233625,17.233625,0.11,-988.738,5560,251.41262999999998,50.901314,-0.063,,2524.2382583618164,0.99999976,22.446604
278,-0.666,279,21.078678,,10.413041,15.302488,13.024592,18.92001640040151,18.89195,5.1345644,13.623463000000001,,10.332035000000001,17.140804,1.2316619,17.233625,17.233625,0.11,-1008.7435,5580,343.63367,66.925575,-0.08,,2540.240506649017,0.99999976,27.791468
279,-0.626,280,20.12668,,10.287339999999999,15.298910000000001,13.039306,18.924791438898442,14.38635,5.4152794,5.798935,,10.332609,17.144236,1.1762829,17.233625,17.233625,0.11,-998.0847,5600,329.3592,60.82035,-0.073,,2556.183000326157,0.99999976,26.491495
280,0.089,281,10.502064,,15.628048000000001,15.295345000000001,13.053707000000001,18.86545429534248,74.23295,2.5437737,,,10.352006,17.086123,1.1628337,17.233625,17.233625,0.11,-141.05008,5620,326.75626,128.45335,0.009,,2570.917328119278,0.99999976,24.051716
281,-0.066,282,13.147682000000001,,-14.852247,15.291792999999998,13.041217999999999,10.429424747150037,34.77251,2.9439907,,0.038232163,10.262888,9.531513,0.9014799000000001,17.233625,17.233625,0.11,-308.4072,5640,254.21732999999998,86.351265,-0.007,,2583.9628422260284,0.99999976,24.855345
282,0.189,283,8.326694999999999,,-4.432597599999999,15.288388000000001,13.045879,15.926076718911393,48.439693,2.8808482000000004,,,10.2104645,14.360732999999998,0.9397089,17.233625,17.233625,0.11,-187.68614,5660,265.93762000000004,92.31226,0.019,,2601.6597156524663,0.99999976,20.290966
283,0.001,284,8.069096,,-14.858889999999999,15.284861,13.031513,9.841480103720231,63.105072,2.1757157000000005,,3.4609269999999994e-20,10.121813000000001,8.965757,0.76655304,17.233625,17.233625,0.11,-194.97353999999999,5680,217.70107000000002,100.05951999999999,6.973e-05,,2619.3936922550197,0.99999976,23.910894
284,-0.002,285,8.805124000000001,,-12.622797,15.281346,13.024246,12.100435702279361,57.482323,2.2945732999999997,44.31713,3.9519920000000004e-19,10.041001,10.960369,0.8189944,17.233625,17.233625,0.11,-197.76408,5700,233.4134,101.724106,-0.0,,2636.522656679153,0.99999976,23.826326
285,-0.042,286,15.087221,,11.033297,15.277842999999999,13.017223,12.139353338239731,49.570156,3.0776014,1.1608274e-05,9.078284000000001e-07,10.043643,11.015852,1.1513076999999998,17.233625,17.233625,0.11,-258.9811,5720,329.274,106.99045600000001,-0.004,,2654.299424648285,0.99999976,26.286609999999996
286,0.048,287,9.627781,,11.021498,15.274353,13.018422,14.818310596127725,75.3476,2.3801715,7.4292054e-26,,10.047361,13.361343,1.05559,17.233625,17.233625,0.11,-150.34798,5740,302.95435,127.28256,0.005,,2672.782063961029,0.99999976,24.108776000000002
287,0.039,288,9.908845,,6.573305,15.270875,13.005305,10.140151458123722,80.45785500000001,2.3066566,80.45785500000001,3.4035236e-38,10.035198,9.240689999999999,1.0761098999999998,17.233625,17.233625,0.11,-155.2138,5760,309.91965,134.35881,0.004,,2689.3719172477718,0.99999976,24.85136
288,0.041,289,10.3395815,,12.965425999999999,15.267407999999998,12.9918375,10.012173120609171,63.463930000000005,2.6662974,63.463930000000005,,10.04528,9.113107000000001,1.1274207,17.233625,17.233625,0.11,-153.13371,5780,325.8246,122.20114,0.004,,2707.547515869141,0.99999976,23.26659
289,0.054,290,7.8128551999999996,,15.431718,15.263954,12.978408,9.990568800143116,43.6801,2.8608417999999998,14.798244,,10.064024,9.097154,0.8569743000000001,17.233625,17.233625,0.11,-145.86377,5800,248.52255,86.87043,0.005,,2721.5015399456024,0.99999976,19.860796
290,-0.234,291,17.460655,,12.160711000000001,15.260512,12.965264999999999,10.05075157148394,24.395084,4.3075624,,3.4314812e-19,10.070600500000001,9.153861000000001,1.0423542,17.233625,17.233625,0.11,-678.1260000000001,5820,303.32507000000004,70.41686999999999,-0.024,,2738.2511529922485,0.99999976,25.462223
291,0.258,292,8.829088,,-14.886662,15.257081,12.976466,17.986205214310914,30.930290000000003,3.5119417,,,9.985186,16.23613,1.0091795000000001,17.233625,17.233625,0.11,-248.55704,5840,294.6804,83.90811,0.026,,2752.7960293293,0.99999976,18.643389000000003
292,0.038,293,9.75583,,-14.890513,15.253663000000001,12.962987,9.890113026581552,53.041523,2.7640104,,1.0389318e-37,9.90019,9.026955000000001,1.0622578,17.233625,17.233625,0.11,-154.50768,5860,311.24152000000004,112.60503999999999,0.004,,2768.6790561676025,0.99999976,22.225845
293,-0.005,294,9.368976,,5.7507267,15.250256,12.949788,9.976302078347807,55.86448000000001,2.4754367000000004,2.0235398e-13,4.4135470000000006e-18,9.886065499999999,9.082624000000001,0.86017406,17.233625,17.233625,0.11,-197.37877,5880,252.89117000000002,102.160225,-0.0,,2783.751912355423,0.99999976,23.292683
294,0.013,295,13.601073999999999,,12.186173,15.24686,12.939159,10.795374452896825,79.604866,2.6781487,68.08230999999999,2.2234658e-25,9.893208999999999,9.814278999999999,1.4205818000000001,17.233625,17.233625,0.11,-175.39749,5900,419.07162,156.4781,0.001,,2800.6270549297333,0.99999976,26.470878999999996
295,0.115,296,7.2912564,,11.386014999999999,15.243476000000001,12.927766,10.504052910741768,34.61007,3.4585527999999996,,,9.899265,9.566628,0.81116515,17.233625,17.233625,0.11,-142.35503,5920,240.10488999999998,69.42351500000001,0.012,,2816.034703731537,0.99999976,17.25706
296,0.086,297,8.283242,,7.805248,15.240103,12.914563000000001,9.890563608549506,65.8749,2.578691,1.3364842,,9.891497,9.006566000000001,0.91683906,17.233625,17.233625,0.11,-136.81555,5940,272.3012,105.59668,0.009,,2831.488682508469,0.99999976,21.649424
297,-0.062,298,13.185929999999999,,8.862825,15.236742000000001,12.901644000000001,9.955891775830985,36.421337,3.2431793,,0.009501647,9.887580999999999,9.0648365,0.9173072,17.233625,17.233625,0.11,-293.0466,5960,273.35754,84.2869,-0.006,,2854.0511128902435,0.99999976,23.813541
298,-0.063,299,12.346528999999999,,0.21863425,15.233423000000002,12.905652,15.641941458252234,30.197271,3.2423487,0.44869035,0.016720373,9.854847,14.099857,0.8547742,17.233625,17.233625,0.11,-295.23965,5980,255.57747999999998,78.8248,-0.006,,2868.2025620937347,0.99999976,22.976864000000003
299,-0.389,300,17.676975,,14.846238,15.230141,12.910015,15.752921691276455,21.930120000000002,4.347373999999999,,,9.870894999999999,14.214807500000001,1.0383772,17.233625,17.233625,0.11,-891.5825,6000,311.51315,71.65548000000001,-0.041,,2888.843920230865,0.99999976,25.605267
300,-0.192,301,14.524113,,1.4257447,15.226811999999999,12.922837,18.5415008700068,20.86905,4.64184,0.0042187762,8.4831004e-09,9.842879,16.76935,0.8781278,17.233625,17.233625,0.11,-586.0328,6020,264.31647000000004,56.942177,-0.019,,2905.233702898025,0.99999976,21.949455
301,-0.168,302,15.807685000000001,,12.735092999999999,15.223495499999999,12.9358,18.602585546363198,14.454629999999998,4.866291,0.23168787,0.00021640264999999998,9.852002,16.837605,0.965425,17.233625,17.233625,0.11,-531.1065,6040,291.55835,59.913876,-0.017,,2918.4867148399353,0.99999976,22.890543
302,0.033,303,7.0592445999999995,,14.346165,15.220191,12.946938000000001,18.045292899110454,43.135059999999996,2.8110216,7.273526e-38,9.72164e-35,9.866662,16.31051,0.76511186,17.233625,17.233625,0.11,-154.56541,6060,231.8289,82.471405,0.003,,2932.512262821197,0.99999976,19.320713
303,0.01,304,13.599210999999999,,-9.511002000000001,15.216895999999998,12.94085,12.117898839112756,59.909863,3.0728102,47.478462,5.0985055e-24,9.802039,11.0963745,1.3757004,17.233625,17.233625,0.11,-174.63496,6080,418.21292,136.10112,0.001,,2952.1053676605225,0.99999976,24.816060999999998
304,-0.241,305,17.593739000000003,,11.411756500000001,15.213612,12.92908,10.273473305906775,23.311076999999997,4.5105705,,3.826484e-21,9.80826,9.350849,1.0481582,17.233625,17.233625,0.11,-682.0069599999999,6100,319.68823,70.87534000000001,-0.025,,2971.544882774353,0.99999976,25.235178
305,-0.172,306,15.544623000000001,,-14.928317999999999,15.210339000000001,12.940634,18.22532785082916,14.50625,5.0319886,0.07258166,4.5197150000000005e-05,9.727499,16.464565,0.9480617,17.233625,17.233625,0.11,-535.3653,6120,290.10687,57.652530000000006,-0.017,,2990.3555986881256,0.99999976,22.39425
306,0.392,307,8.659602,,6.9520946,15.207076,12.9506,17.71482524940547,48.341534,3.1200266,,,9.718238000000001,15.999846,1.0060936,17.233625,17.233625,0.11,-360.95184,6140,308.87076,98.99619,0.041,,3011.929545640945,0.99999976,19.706703
307,0.242,308,8.017211,,-14.940439999999999,15.203824,12.937178,9.668999727420717,28.930538000000002,3.8451567000000004,4.477384e-37,,9.638045,8.816808,0.9140609000000001,17.233625,17.233625,0.11,-237.47882,6160,281.53076,73.21698,0.025,,3029.1090002059937,0.99999976,16.98102
308,0.107,309,8.107311,,13.761816,15.200582500000001,12.923597000000001,9.60145340657431,45.682762,2.93965,,,9.651032,8.741058,0.9001246999999999,17.233625,17.233625,0.11,-139.19083999999998,6180,278.13855,94.61621,0.011,,3041.3201308250427,0.99999976,19.832262
309,0.079,310,8.185478,,8.943045,15.197351000000001,12.91098,9.899088104105703,54.138504000000005,2.6263874,0.46651970000000004,,9.648291,9.011971,0.90451974,17.233625,17.233625,0.11,-135.7748,6200,280.40112,106.76305,0.008,,3062.028034210205,0.99999976,21.308922
310,0.174,311,7.683273,,7.6849264999999995,15.194131,12.898528,9.92913241282532,43.2826,2.8722098,1.610885e-30,,9.641502000000001,9.038915,0.8643225,17.233625,17.233625,0.11,-175.69647,6220,268.8043,93.587975,0.018,,3079.716796636581,0.99999976,19.683529
311,0.201,312,7.112278,,15.615489000000002,15.190921,12.885741000000001,9.786017225741457,39.845253,2.8469138,0.036020037000000005,,9.660085,8.908847999999999,0.804267,17.233625,17.233625,0.11,-197.2719,6240,250.9313,88.14152,0.02,,3091.899237394333,0.99999976,19.219160000000002
312,0.061,313,7.108460000000001,,14.351195,15.18772,12.872929,9.748677692758266,39.051815000000005,2.9220482999999997,,,9.674334,8.875484,0.77924055,17.233625,17.233625,0.11,-138.4942,6260,243.90228,83.46963000000001,0.006,,3110.850640058517,0.99999976,18.90404
313,0.009,314,12.669251,,6.4322066,15.184531,12.860891,9.985588663183725,51.064632,3.2957419999999997,2.2433617e-23,8.912861999999999e-24,9.663206,9.093097,1.2825673999999998,17.233625,17.233625,0.11,-175.43347,6280,402.72617,122.1959,0.001,,3129.1911182403564,0.99999976,23.127367
314,0.023,315,8.989144,,11.660729,15.181351000000001,12.849653,10.240850248000742,58.01344,2.7358257999999998,10.055098,1.0805532e-29,9.670228999999999,9.320624,0.9466443000000001,17.233625,17.233625,0.11,-161.57003999999998,6300,298.19296,108.9956,0.002,,3148.532243013382,0.99999976,21.587626999999998
315,0.138,316,7.403343700000001,,13.411263,15.178182000000001,12.839988,10.766119536977845,25.536163000000002,4.209514599999999,,,9.681731,9.795448,0.8271662000000001,17.233625,17.233625,0.11,-150.04442,6320,261.38452,62.093742000000006,0.014,,3164.367997646332,0.99999976,15.591284
316,0.176,317,8.187776,,12.602953,15.175022,12.827744500000001,9.838618964443151,37.808937,3.2214036,0.00046851870000000004,,9.690348,8.95899,0.9213694,17.233625,17.233625,0.11,-175.5086,6340,292.0741,90.66672,0.018,,3182.600979804993,0.99999976,18.887226000000002
317,0.171,318,8.888922,,9.590302000000001,15.171872,12.815392,9.773093118190321,36.7334,3.3577542,36.7334,,9.68967,8.899429,0.9993052,17.233625,17.233625,0.11,-171.32431,6360,317.77905,94.64036,0.017,,3202.2696862220764,0.99999976,19.153893
318,0.204,319,7.036028999999999,,11.330084,15.168733,12.802945,9.716122187193116,34.437509999999996,3.1569333,30.480862,,9.694685,8.845086,0.7960651999999999,17.233625,17.233625,0.11,-198.07797,6380,253.94481000000002,80.44034599999999,0.021,,3220.893924474716,0.99999976,17.953982999999997
319,0.123,320,9.051674,,11.064169,15.165602999999999,12.790491000000001,9.682247198341882,26.398088,3.8510897000000006,8.466884e-21,,9.698238,8.817581,1.0084642,17.233625,17.233625,0.11,-140.74341,6400,322.70856000000003,83.796684,0.012,,3238.6747987270355,0.99999976,18.001675
320,-0.085,321,10.117407,,12.739245,15.162482,12.778545,9.837295962760574,42.895794,3.1723816000000005,,5.676597,9.707641,8.956033,0.6635276999999999,17.233625,17.233625,0.11,-345.0647,6420,212.9924,67.13959,-0.009,,3254.920244932175,0.99999976,20.982193
321,-0.047,322,15.448167999999999,,-5.428969400000001,15.176901999999998,12.785428999999999,16.650227344116253,45.559546999999995,3.5090660000000002,1.8578671000000002,1.6968339e-05,9.659529,14.99516,1.1474016000000002,17.233625,17.233625,0.11,-262.94467000000003,6440,369.46332,105.28821599999999,-0.005,,3273.7668178081512,0.99999976,25.270512
322,-0.042,323,16.288834,,12.739155,15.173801000000001,12.790577,16.041164119483586,41.804005,3.5863605000000005,2.1788726,1.2679227e-06,9.669369999999999,14.447772,1.2235898,17.233625,17.233625,0.11,-252.57936,6460,395.21948,110.20071399999999,-0.004,,3287.679366350174,0.99999976,25.899483
323,-0.068,324,13.558376,,15.375814000000002,15.17071,12.79088,14.308718496590764,31.213114,3.4574196,0.043644182000000004,0.09438056,9.687509,12.889194999999999,0.92594385,17.233625,17.233625,0.11,-304.62698,6480,300.0058,86.77159,-0.007,,3306.912856817245,0.99999976,23.527442999999998
324,-0.044,325,15.497139,,7.9567957,15.167919,12.796186,16.094284684016365,37.177032000000004,3.8241322,8.198518,4.338154e-06,9.681857,14.515621,1.1587476,17.233625,17.233625,0.11,-255.25406,6500,376.59296,98.47802,-0.004,,3326.029994726181,0.99999976,24.51023
325,-0.094,326,10.845155,,15.537879,15.164847,12.799505,15.389061708283279,30.905582,3.082177,3.664532e-05,19.813685999999997,9.700178999999999,13.877281,0.6972723000000001,17.233625,17.233625,0.11,-360.47446,6520,227.31078,73.75008000000001,-0.009,,3344.337772130966,0.99999976,22.027916
326,-0.398,327,16.528229999999997,,8.120751,15.220787,12.806984,16.918003943516528,22.286667,4.405873000000001,,,9.694353,15.245089000000002,0.97070843,17.233625,17.233625,0.11,-907.8685,6540,317.42166000000003,72.04513,-0.042,,3362.4291608333588,0.99999976,24.351255
327,0.017,328,11.158842,,-5.167518,15.217732999999999,12.819083000000001,18.547246428671887,48.786983,3.267477,,2.5386067999999997e-27,9.648887,16.776052,1.1582903,17.233625,17.233625,0.11,-163.75853,6560,379.9192,116.27295,0.002,,3381.879251718521,0.99999976,21.707424
328,0.285,329,8.285071,,-14.996175,15.214689000000002,12.812239,11.546658416804854,43.253345,3.3238997,,,9.574286,10.5674095,0.9512280999999999,17.233625,17.233625,0.11,-274.3972,6580,312.95403999999996,94.15267,0.029,,3402.209354639053,0.99999976,18.654594
329,0.019,330,9.012573,,-1.5304472,15.211654999999999,12.799799,9.561972247175984,45.544346000000004,3.1332762,,3.1832259999999995e-28,9.540377000000001,8.706974,0.939815,17.233625,17.233625,0.11,-162.3019,6600,310.13895,98.98232,0.002,,3421.3172347545624,0.99999976,20.012959
330,0.187,331,7.306937,,-7.717731,15.208629,12.788999,10.135923268363381,37.887947,3.3413434,,,9.487933,9.224845,0.82420665,17.233625,17.233625,0.11,-183.64803999999998,6620,272.8124,81.64752,0.019,,3443.623541593552,0.99999976,17.622324
331,0.166,332,8.55382,,-0.05013213,15.205612,12.77717,9.732570515840225,39.16193,3.4051106,5.4246073,,9.458592,8.861991999999999,0.9608485000000001,17.233625,17.233625,0.11,-166.73915,6640,319.0017,93.68321,0.017,,3458.443558454513,0.99999976,18.676033
332,0.312,333,9.270513000000001,,11.682177000000001,15.202604999999998,12.765587,9.798477290678203,38.007446,3.6913337999999998,3.0639243e-32,,9.465045,8.91987,1.0687932,17.233625,17.233625,0.11,-296.88965,6660,355.9081,96.41721,0.032,,3474.7331812381744,0.99999976,18.607857
333,0.08,334,9.726955,,7.7249436000000005,15.199606,12.753345,9.527274862958333,49.83712,3.0079827,,,9.459927,8.67651,1.0745348999999997,17.233625,17.233625,0.11,-131.40385,6680,358.89465,119.31406399999999,0.008,,3497.978473901749,0.99999976,21.185548999999998
334,-0.032,335,15.336672,,1.6106011999999998,15.196617000000002,12.742215,9.913844088714894,47.285133,3.5994272000000005,,4.5624670000000006e-09,9.436548,9.024992999999998,1.1770961000000002,17.233625,17.233625,0.11,-234.7896,6700,394.3272,109.552765,-0.003,,3510.5399465560913,0.99999976,24.912432
