,MISE,SqrtESSClassic,DenMISELogLast,IWFirstEpisode,LQGmu1,LQGsigma,ReturnAbsMax,IWLastEpisode,LQGmu01,ReturnLastEpisode,IWMax,TimeElapsed,IWNorm2,target_sum_log_mean,DenMISELogFirst,IWNorm1,ReturnMax,Bound,IWMean,TimestepsSoFar,Iteration,DenMISEMeanLog,ReturnStepMax,ReturnMin,URet,ReturnMean,IWMin
0,,1.0,17.102016,,0.458,0.11,15.644507999999998,,0.049,15.644507999999998,,0.5016632080078125,1e-10,-591.4348,17.102016,1e-10,15.644507999999998,1.5723323,,20,1,17.102016,0.99262077,,17.332240856619553,15.644507999999998,
1,1.3402754999999998e-28,1.4142135,-9.903487,,0.458,0.11,15.644507999999998,3.0773645999999995e-29,0.049,8.710541000000001,3.0773645999999995e-29,12.77571725845337,1.4142136e-10,-333.4946,16.408869,2e-10,15.644507999999998,1.1118069,1.5386822999999997e-29,40,2,3.2526908,0.99262077,,9.553992583671665,12.177525,
2,,1.7320506999999998,10.233627,,-0.456,0.11,15.644507999999998,,-0.049,8.618428,,13.003005266189575,1.7320508999999999e-10,-2003.8317,16.003404999999997,3e-10,15.644507999999998,0.9077864999999999,,60,3,5.30936,0.99262077,,9.466179879546036,10.991158500000001,
3,,2.0,-10.596635000000001,,-0.456,0.11,16.511663000000002,,-0.049,16.511663000000002,,13.191673755645752,2e-10,-1533.6860000000001,15.715722,4e-10,16.511663000000002,0.8297423,,80,4,1.1170993,0.9999329,,18.277621593424143,12.3712845,
4,0.073001415,1.0,19.27197,,1.0,0.11,17.088607999999997,,0.606,17.088607999999997,0.04235193,13.400716543197632,0.04235193,-622.80963,15.4925785,0.04235193,17.088607999999997,1.7904711,0.008470386,100,5,4.5695586,0.9999392,,18.86761141848965,13.314748999999999,
5,0.072388284,1.0,-11.0021,,1.0,0.11,17.088607999999997,,0.606,8.783379,0.05039546599999999,13.746665716171265,0.05039546599999999,-545.26605,15.310257,0.05039546599999999,17.088607999999997,1.7898580000000002,0.008399244,120,6,1.8237534,0.9999392,,9.62440044433178,12.559522,
6,4.2683573,1.0166487,12.798402000000001,,1.0,0.11,17.088607999999997,3.4722059,0.606,8.460329,3.4722059,14.046947956085205,3.4726953999999997,-465.36472000000003,15.156106,3.530511,17.088607999999997,5.9577017,0.5043587,140,7,3.2606256,0.9999392,,9.292158092186963,11.973923,
7,3.7057947999999996,1.263583,15.603007999999999,,1.0,0.11,17.088607999999997,0.77376515,0.606,8.575863,2.6525111,14.484627962112427,2.763855,-405.27582,15.022575,3.4923599999999997,17.088607999999997,5.0650010000000005,0.43654499999999996,160,8,4.737973,0.9999392,,9.416776407126124,11.549164999999999,
8,3.9383214,1.6001263000000001,20.456968,,1.0,0.11,17.088607999999997,1.0553607,0.606,8.568379,2.2410316000000003,14.830084562301636,2.602198,-357.9662,14.904792,4.163844999999999,17.088607999999997,5.0116553,0.46264946,180,9,6.4228206,0.9999392,,9.41093806981763,11.217967,
9,4.8458643,1.9160099,8.881833,,1.0,0.11,17.088607999999997,1.753238,0.606,8.526228999999999,1.9936178,15.3373441696167,2.968723,-321.22525,14.799432000000001,5.6881027,17.088607999999997,5.742243,0.5688103,200,10,6.616488499999999,0.9999392,,9.365008787086587,10.948792999999998,
