,IWNorm1,ReturnAbsMax,LQGmu1,DenMISEMeanLog,LQGmu01,IWMean,LQGsigma,ReturnLastEpisode,IWLastEpisode,Bound,SqrtESSClassic,TimeElapsed,target_sum_log_mean,IWMin,IWFirstEpisode,ReturnStepMax,IWMax,MISE,IWNorm2,URet,TimestepsSoFar,Iteration,ReturnMean,ReturnMin,DenMISELogFirst,DenMISELogLast,ReturnMax
0,1.1786454,15.058442000000001,-0.112,18.60218,-0.011,1.1786454,0.11,15.058442000000001,1.1786454,19.261993,1.0,1.286226511001587,18.766545999999998,,1.1786454,0.9625284,1.1786454,17.748564000000002,1.1786454,16.687925283112616,20,1,15.058442000000001,,18.60218,18.60218,15.058442000000001
1,2e-10,15.961216,0.226,19.795714999999998,0.023,,0.11,15.961216,,1.1343143,1.4142135,24.93651819229126,-331.67035,,,0.99792725,,,1.4142136e-10,17.67070237983399,40,2,15.509829000000002,,18.687737,20.903694,15.961216
2,3.0000175e-10,15.961216,0.16,9.490516,0.016,5.821753299999999e-16,0.11,8.932926,1.7465259e-15,0.9261636999999999,1.7320508000000001,25.921169757843018,-165.75468,,,0.99792725,1.7465259e-15,5.2005295e-15,1.7320609e-10,9.8005167640836,60,3,13.317528,,18.282272,-10.308952,15.961216
3,3.624146,15.961216,0.162,11.026695,0.016,0.9060365,0.11,8.921876,3.624146,9.687708,1.0,26.785050868988037,-120.8855,,,0.99792725,3.624146,8.083546,3.624146,9.799952156719968,80,4,12.218615,,17.994589,16.498281,15.961216
4,3.7042968000000003,15.961216,0.169,11.347128,0.017,0.7408594000000001,0.11,8.90368,2.6171868,7.827601400000001,1.3070979,28.55157923698425,-97.8516,,,0.99792725,2.6171868,6.6003313,2.8339857999999998,9.77844791758755,100,5,11.555628,,17.771445999999997,12.876399000000001,15.961216
5,8.704546,15.961216,0.15,12.26402,0.015,1.4507576000000002,0.11,8.933394,5.7929262999999995,14.11142,1.3847789,30.055222988128662,-70.45164,,,0.99792725,5.7929262999999995,12.952994,6.285874400000001,9.811889045242909,120,6,11.118588,,17.589125,17.142391,15.961216
6,6.945719199999999,15.961216,0.145,13.002507000000001,0.015,0.9922456000000001,0.11,8.932509,2.7522972,9.821745,1.6700808999999996,32.44510889053345,-56.279956999999996,,,0.99792725,2.9050374,8.861216,4.1589117,9.810863157874012,140,7,10.806292,,17.434973,17.263679999999997,15.961216
7,10.224093,15.961216,0.138,12.917524,0.014,1.2780117,0.11,8.951265,8.138076,12.728039,1.2402772,33.92757272720337,-46.072163,,,0.99792725,8.138076,11.4346485,8.243394,9.833110971711696,160,8,10.574413999999999,,17.301443,12.406437,15.961216
8,12.204852,15.961216,0.146,13.572678,0.015,1.3560947,0.11,8.949328,3.0586374,12.844974,2.2200484,35.610349893569946,-40.162876000000004,,,0.99792725,3.0586374,12.122394,5.4975615,9.82945780213467,180,9,10.393848,,17.183659,18.806234,15.961216
9,4.1729709999999995,15.961216,0.17,13.505154999999998,0.017,0.41729707,0.11,8.950496000000001,0.0071037863,4.8711275999999994,1.3916856000000002,37.67694282531738,-42.909386,,,0.99792725,2.8692029,3.7184517,2.9985009999999996,9.829584895142863,200,10,10.249514,,17.078298999999998,12.646564,15.961216
