,IWMin,IWMax,ReturnLastEpisode,LQGmu1,ReturnMin,Iteration,DenMISELogLast,SqrtESSClassic,TimestepsSoFar,LQGmu01,target_sum_log_mean,IWFirstEpisode,IWNorm2,LQGsigma,ReturnStepMax,ReturnAbsMax,ReturnMax,DenMISELogFirst,IWNorm1,TimeElapsed,Bound,DenMISEMeanLog,URet,MISE,IWLastEpisode,ReturnMean,IWMean
18,,4.806491,16.31765,-0.162,,19,15.486348000000001,1.9583240000000002,380,-0.016,10.29758,8.299735999999999e-05,5.4237328,0.11,0.9999473,16.369831,16.369831,15.944192000000001,10.621426,34.486194372177124,34.16217,14.581367000000002,18.054345911518887,9.08486,0.9428803,15.890988,0.5590224
19,,3.0496488,16.438457,-0.105,,20,14.085525,2.9829476,400,-0.011,13.517339999999999,3.0496488,5.628682599999999,0.11,0.9999473,16.438457,16.438457,15.892902,16.790066,35.10442328453064,29.665670000000002,14.534009,18.189409353797807,13.133239999999999,0.016394751000000003,15.918363000000001,0.8395033000000002
20,,3.9587824,16.284267,-0.101,,21,9.755,2.6996607999999997,420,-0.01,12.863008500000001,3.0230722,5.972096400000001,0.11,0.9999473,16.438457,16.438457,15.986031,16.122635,35.883858919143684,30.201416,14.298198000000001,18.015288882305576,11.934167,0.057832852000000004,15.935785000000001,0.76774454
21,,4.431973,15.600477,-0.098,,22,15.928253,2.6045136,440,-0.01,12.671231,2.7902431,6.3191223,0.11,0.9999473,16.438457,16.438457,16.074003,16.45824,36.76323246955872,30.505474,14.3611,17.273224496503545,11.570893,0.8868664,15.920544,0.74810183
22,,4.4587154,16.035223000000002,-0.096,,23,17.013111,2.4843264,460,-0.01,12.532017,2.5124226000000003,6.4726767999999995,0.11,0.9999473,16.438457,16.438457,16.148958,16.080242000000002,38.188297986984246,30.630768,14.464779,17.737767472356182,10.780166,0.36223779999999994,15.925529500000001,0.69914097
23,,4.288931,15.685754000000001,-0.094,,24,15.932135,2.4121653999999997,480,-0.009,12.387227000000001,2.2436833,6.5992203,0.11,0.9999473,16.438457,16.438457,16.21007,15.91841,39.87378144264221,30.645939000000002,14.512763,17.37883672057492,10.201497,0.6602188,15.91554,0.6632670999999999
24,,4.89315,15.168098,-0.092,,25,15.968888,2.4113305,500,-0.009,12.236671000000001,1.950722,7.452545599999999,0.11,0.9999473,16.438457,16.438457,16.25862,17.97055,41.256317853927605,31.446281,14.556975,16.815091077608322,10.994762,2.9822984,15.885642,0.7188220000000001
25,,5.258207,15.237647,-0.09,,26,10.554196000000001,2.4400623,520,-0.009,11.950623,1.7062401999999999,8.881847,0.11,0.9999473,16.438457,16.438457,16.294532999999998,21.67226,42.452069282531745,32.928486,14.391409,16.894906303756738,12.717783,5.0582294,15.86072,0.8335485
26,,5.623289,15.005091,-0.088,,27,14.957476000000002,2.4568322,540,-0.009,11.751643,1.441503,9.202321000000001,0.11,0.9999473,16.438457,16.438457,16.320354000000002,22.608559,43.06845474243164,32.808075,14.404962,16.623948463762254,12.735330000000001,2.0279462,15.829029,0.837354
27,,5.8363514,16.021383,-0.085,,28,11.140533,2.3908682,560,-0.009,11.338925999999999,1.1734525,9.142937,0.11,0.9999473,16.438457,16.438457,16.335998999999997,21.859556,43.829288959503174,32.511803,14.281348000000001,17.72852306671817,11.885247,0.95496136,15.835899,0.7806984
28,,6.2875084999999995,14.003767000000002,-0.084,,29,11.419417999999999,2.4673486000000002,580,-0.008,11.151527,1.0181004999999999,10.582234,0.11,0.9999473,16.438457,16.438457,16.341963,26.110062,44.590096235275276,33.42344,14.174051,15.522108473538268,13.436247,6.2875084999999995,15.772722,0.90034693
29,,6.938212400000001,15.64409,-0.082,,30,16.954114999999998,2.4104254000000003,600,-0.008,11.084693,0.88274777,10.521938,0.11,0.9999473,16.438457,16.438457,16.342566,25.362349,45.68210506439209,33.044224,14.261976,17.328110981287367,12.585024,0.47093440000000003,15.768435,0.8454116
30,,7.356165,16.195312,-0.081,,31,19.00688,2.3180711,620,-0.008,11.015049000000001,0.76265,10.38102,0.11,0.9999473,16.438457,16.438457,16.338776,24.063942,46.66045379638672,32.797503999999996,14.408807000000001,17.921611511580387,11.523191,0.066952266,15.782205,0.7762562
31,,7.652148700000001,15.299484,-0.08,,32,14.5250225,2.3266997000000003,640,-0.008,10.875641,0.6501269000000001,10.302909,0.11,0.9999473,16.438457,16.438457,16.331331,23.971775,48.40400528907776,32.30279,14.404376999999998,16.968097541474886,11.107374,1.2830841999999998,15.767120000000002,0.7491180000000001
32,,7.77768,15.530084,-0.078,,33,15.514508,2.2659898,660,-0.008,10.72366,0.54901767,10.051186999999999,0.11,0.9999473,16.438457,16.438457,16.320673,22.775887,49.812704801559455,31.978367,14.429479,17.206928289021505,10.215086,0.39441928,15.759936999999999,0.6901784000000001
33,,8.0764475,15.509387,-0.077,,34,18.629170000000002,2.3464499,680,-0.008,10.653763,0.43727404,10.7012825,0.11,0.9999473,16.438457,16.438457,16.30732,25.110023,51.70358920097351,31.995003000000004,14.543104000000001,17.180621399111352,10.977988,3.9267464,15.752567,0.7385301
34,,8.402446000000001,14.858073999999998,-0.074,,35,12.999428,2.3628560000000003,700,-0.007,10.317266,0.32282257,10.815710000000001,0.11,0.9999473,16.438457,16.438457,16.291110999999997,25.555965,53.61803078651428,31.6874,14.490676,16.470352417337324,10.816312,2.40214,15.727011,0.7301704000000001
35,,8.521005,14.813953,-0.072,,36,14.199945999999999,2.3816118,720,-0.007,9.953319,0.21813563,12.471261,0.11,0.9999473,16.438457,16.438457,16.272121,29.701702,55.35529708862305,32.893240000000006,14.474307999999999,16.41457258194286,12.18652,6.903515,15.701649,0.82504725
36,,12.175734,14.181485999999998,-0.071,,37,9.42106,2.3328729999999998,740,-0.007,9.707381,0.1741851,16.603996,0.11,0.9999473,16.438457,16.438457,16.250763,38.735015999999995,57.25867700576782,36.404587,14.331926999999999,15.71140876535058,15.265255999999999,12.175734,15.660563,1.0468923
37,,11.553981,15.073915,-0.069,,38,19.555288,2.3973007,760,-0.007,9.613517,0.12848908,15.636848,0.11,0.9999473,16.438457,16.438457,16.228792000000002,37.48623,59.08188056945801,34.968918,14.468687,16.711256795839752,14.397707999999998,2.3686132,15.645125,0.9864796999999998
38,,11.261186,15.055151,-0.067,,39,15.138379999999998,2.3854287,780,-0.007,9.279392,0.08499837,14.763606,0.11,0.9999473,16.438457,16.438457,16.206192,35.21753,60.902159690856934,33.84568,14.483954,16.693759620974493,13.172091,1.5992608,15.629998,0.9030136000000001
39,,11.365257000000001,14.939045000000002,-0.063,,40,16.683178,2.3577886,800,-0.006,8.689046000000001,0.041410483,14.430608,0.11,0.9999473,16.438457,16.438457,16.183052,34.024322999999995,62.19474196434021,33.31449,14.535257000000001,16.56911781708706,12.39855,4.000141,15.612722,0.85060805
40,,10.367308,14.930151,-0.058,,41,17.564692,2.089893,820,-0.006,7.442408,0.010656331000000002,11.917,0.11,0.9999473,16.438457,16.438457,16.159392999999998,24.905254,63.5384783744812,32.412197,14.604410000000001,16.53752897844981,8.81512,0.8837484,15.596075,0.60744524
41,,22.843876,13.746288,-0.057,,42,14.204809,1.7632136000000003,840,-0.006,7.3914100000000005,0.008284165500000001,24.865765,0.11,0.9999473,16.438457,16.438457,16.135555,43.843655,64.85971903800964,42.70712,14.584949499999999,15.23798704088135,14.73809,22.843876,15.552033999999999,1.0438966
42,,17.02074,14.462952,-0.056,,43,3.6824663,1.8614271,860,-0.006,6.946391,0.006015919000000001,18.904821,0.11,0.9999473,16.438457,16.438457,16.112223,35.189945,66.86986565589905,38.071404,14.329573000000002,16.029525969183194,11.578089,0.5615378000000001,15.526704999999998,0.8183708000000001
43,,14.216722500000001,14.532429,-0.054,,44,11.460828999999999,2.0066922,880,-0.005,6.594309,0.0037912775,16.140024,0.11,0.9999473,16.438457,16.438457,16.089373000000002,32.388059999999996,68.89972090721129,35.013527,14.258704000000002,16.087419902539853,10.438073,3.5961175,15.504107999999999,0.7360923
44,,12.31746,14.684168,-0.052,,45,10.930622,2.039682,900,-0.005,6.103184,0.002099573,13.868223,0.11,0.9999473,16.438457,16.438457,16.066986,28.286764,70.87071919441223,33.097645,14.177859,16.282562116053768,8.919672,2.0366292,15.485888000000001,0.62859476
45,,10.5506935,14.3392315,-0.05,,46,12.590106,1.957523,920,-0.005,5.5933332,0.0011360315,11.649747,0.11,0.9999473,16.438457,16.438457,16.045053,22.804647,72.61796879768372,32.21359,14.134609,15.895161321782572,7.020846400000001,0.22846359,15.46096,0.4957532
46,,8.797227000000001,13.921024,-0.047,,47,14.399826999999998,1.959884,940,-0.005,4.742768,0.00038873692000000005,9.875291,0.11,0.9999473,16.438457,16.438457,16.023573000000003,19.354425,73.51858329772948,30.953587,14.129145999999999,15.420096963098256,5.791192,3.1936617000000003,15.428195,0.41179627
47,,16.215225,13.007359,-0.045,,48,11.530591000000001,1.7590827000000002,960,-0.005,4.486567,0.0002471924,18.148811,0.11,0.9999473,16.438457,16.438457,16.002527,31.925259000000004,74.99616765975951,37.02859,14.062557,14.399819482537339,8.99388,16.215225,15.377761999999999,0.6651096
48,,13.92268,14.407159,-0.043,,49,13.273565,1.9053569,980,-0.004,3.8853896,0.00010599196000000002,16.480072,0.11,0.9999473,16.438457,16.438457,15.981913,31.40042,76.98218703269957,34.628161999999996,14.038606,15.966842102950356,8.745677,6.2133975,15.357952,0.64082485
49,,11.293257,14.125881,-0.039,,50,9.421111,1.8620819,1000,-0.004,2.6290178,2.4675935e-05,12.915758,0.11,0.9999473,16.438457,16.438457,15.961713,24.0502,79.1533749103546,33.030037,13.938291,15.644129693975232,6.5460377,2.0434113000000003,15.333312,0.481004
50,,0.0010560638000000002,13.838196,-0.002,,51,15.471568,1.26101,1020,-0.0,-16.506805,6.242254e-14,0.0010757396,0.11,0.9999473,16.438457,16.438457,15.941911,0.0013565185,80.77718830108644,39.1082,13.95779,15.343806861787911,0.00036679324999999995,0.0010560638000000002,15.303996,2.6598301999999998e-05
51,,62.349593999999996,9.96989,-0.004,,52,14.775351,1.0000476999999999,1040,-0.0,-14.771336999999999,1.8435752999999999e-13,62.349593999999996,0.11,0.9999473,16.438457,16.438457,15.922492000000002,62.35256999999999,82.63727188110352,61.268013,13.954467999999999,10.935281773825722,11.954991999999999,62.349593999999996,15.201416,1.1990878999999999
52,,0.41308185,10.155125,0.016,,53,11.701825,1.1191678999999999,1060,0.002,-28.151703,1.6079042000000002e-19,0.41647038,0.11,0.9999473,16.438457,16.438457,15.903444,0.46610029999999997,84.70899844169618,44.153442,13.908147,11.188156244465318,0.08912238,0.41308185,15.106203,0.008794345
53,,64.48775,9.27609,0.017,,54,11.78788,1.0042601,1080,0.002,-28.250429999999998,6.557721e-20,64.48823,0.11,0.9999473,16.438457,16.438457,15.884751999999999,64.762955,86.57771706581116,60.235504000000006,13.8506975,10.191691810298675,11.129328,64.48775,14.998239000000002,1.199314
54,,36.509422,9.179544,0.018,,55,12.254247,1.4168432,1100,0.002,-28.474746999999997,2.3468688e-20,50.672768,0.11,0.9999473,16.438457,16.438457,15.866403,71.795364,88.77948713302612,46.85346,13.818038,10.084944848157557,12.046944,36.509422,14.892445,1.3053702
55,,30.99895,9.291082000000001,0.019,,56,13.074084,1.7226582,1120,0.002,-28.480743,1.0319534e-20,46.576679999999996,0.11,0.9999473,16.438457,16.438457,15.848384,80.23569499999999,90.77255511283876,41.88442,13.805016,10.207393567747005,13.256932,30.99895,14.792419,1.4327803
56,,25.348593,9.436143,0.021,,57,15.565987,1.8305848999999998,1140,0.002,-28.605646000000004,3.9501493000000005e-21,37.250809999999994,0.11,0.9999473,16.438457,16.438457,15.830685,68.190765,92.27604651451112,38.024772999999996,13.839042999999998,10.360444983463124,11.08509,4.8128114,14.69845,1.1963291999999999
57,,22.838844,9.336466999999999,0.022,,58,12.984436,1.9637984,1160,0.002,-29.145638,1.018212e-21,32.630207,0.11,0.9999473,16.438457,16.438457,15.8132925,64.07915,93.84141564369202,35.355472999999996,13.824886,10.251038287116515,10.243236,7.788917999999999,14.606001000000001,1.1048129
58,,20.919722,9.820708,0.025,,59,15.934748,1.9880695,1180,0.002,-30.204366999999998,1.4371686e-22,27.712107,0.11,0.9999473,16.438457,16.438457,15.796199,55.093593999999996,95.98810648918152,33.503296,13.860342999999999,10.768788291326967,8.6976385,4.711583,14.524895,0.93378973
59,,14.027648999999998,9.25908,0.031,,60,14.427764999999999,1.7750461,1200,0.003,-34.809483,4.89509e-25,15.921279,0.11,0.9999473,16.438457,16.438457,15.779391,28.261003000000002,98.86273336410522,32.153408,13.86728,10.16922356671208,4.3708215,4.211378,14.437132,0.47101673
60,,0.40782335,9.322152,0.044,,61,8.615905,1.4958681999999999,1220,0.004,-45.726746,3.1715989999999995e-30,0.435283,0.11,0.9999473,16.438457,16.438457,15.762862,0.651126,101.07209134101869,33.06688,13.772142,10.250616449389689,0.09915615,0.14006373,14.353279,0.010674197
61,,14.209470999999999,9.139044,0.028,,62,7.115253,2.5211282,1240,0.003,-30.49107,1.1304325000000001e-23,25.75089,0.11,0.9999473,16.438457,16.438457,15.746601,64.921295,103.48260927200316,29.264727,13.648948,10.035737201628736,9.703892,12.760224000000001,14.269178,1.0471177
62,,16.001602,9.137291000000001,0.029,,63,15.549954000000001,2.4918957,1260,0.003,-31.009464,2.7300121e-24,28.036315999999996,0.11,0.9999473,16.438457,16.438457,15.730601,69.86357,105.08609104156494,30.018738,13.678775,10.037390573945537,10.228435000000001,16.001602,14.18772,1.1089456
63,,16.222015,9.108458,0.03,,64,13.164636999999999,2.5430057,1280,0.003,-31.202076,9.848524999999999e-25,28.776071999999996,0.11,0.9999473,16.438457,16.438457,15.714853,73.17771,107.0156033039093,29.906376,13.671204999999999,10.005960444621332,10.5138235,11.597509,14.108356,1.1434017
64,,15.714027,9.33954,0.032,,65,7.429726,2.5040956000000003,1300,0.003,-31.455801,3.7412027e-25,27.822359999999996,0.11,0.9999473,16.438457,16.438457,15.699348,69.66984599999999,108.49959111213684,29.544046,13.576139999999999,10.24862686702536,9.850161,2.7138667,14.034989999999999,1.0718437
65,,14.847954999999999,9.187456,0.033,,66,11.879315,2.415889,1320,0.003,-31.639770000000002,1.4519789e-25,26.459707,0.11,0.9999473,16.438457,16.438457,15.684080999999999,63.923714000000004,109.8657763004303,29.30415,13.550410999999999,10.09034602131904,8.891219,1.0667088,13.961542999999999,0.96854115
66,,14.575961999999999,9.087055,0.034,,67,15.101717,2.4610243,1340,0.003,-31.915924,4.6282155e-26,28.926674,0.11,0.9999473,16.438457,16.438457,15.669044,71.18925,111.71260142326356,29.763912,13.572149,9.980594728592164,9.725356,13.798546,13.88879,1.0625261000000001
67,,14.89127,9.098914,0.035,,68,14.714953,2.5406032000000005,1360,0.004,-32.30088,1.3120632e-26,29.926033,0.11,0.9999473,16.438457,16.438457,15.654228,76.030174,113.28856778144836,29.626815999999998,13.588773999999999,9.99298625233404,10.215924000000001,12.529582000000001,13.818351000000002,1.1180907
68,,15.826524,9.132614,0.037,,69,15.119234,2.5506333999999997,1380,0.004,-32.980472999999996,2.6480136999999997e-27,30.20164,0.11,0.9999473,16.438457,16.438457,15.639629000000001,77.03331,115.41950178146362,29.52515,13.611526000000001,10.033296489278936,10.190591,5.911825,13.750441,1.1164247999999999
69,,17.093323,9.113344,0.039,,70,14.070309,2.5930313999999997,1400,0.004,-33.47104,6.656213e-28,32.86955,0.11,0.9999473,16.438457,16.438457,15.62524,85.23177,117.75397896766664,30.123981,13.618628,10.008075904591392,11.105557000000001,17.057465,13.684197,1.2175968000000001
70,,18.672852,9.2204,0.04,,71,8.318505,2.5450442000000004,1420,0.004,-34.25405,1.3332322e-28,31.992775,0.11,0.9999473,16.438457,16.438457,15.611056,81.42303000000001,119.66597318649292,29.8386,13.545773,10.132865886394168,10.461580999999999,4.215364,13.621325500000001,1.1468031
71,,19.4543,9.153767,0.042,,72,16.198853,2.45542,1440,0.004,-35.287929999999996,1.7606951e-29,30.202641999999997,0.11,0.9999473,16.438457,16.438457,15.59707,74.16017,122.75900864601135,29.478154999999997,13.583517,10.058705329206516,9.393864,4.731495,13.559277,1.0300023999999999
72,,18.491685999999998,9.092475,0.046,,73,13.056738000000001,2.2807035,1460,0.005,-37.29009,8.125787999999999e-31,26.168766,0.11,0.9999473,16.438457,16.438457,15.583276999999999,59.683197,125.46359443664551,29.073627000000002,13.575748,9.987173119063742,7.4507504,5.4279720000000005,13.498088000000001,0.817578
73,,34.47658,9.189127000000001,0.046,,74,12.724061,2.0604813,1480,0.005,-37.16713,4.139462999999999e-31,40.61373,0.11,0.9999473,16.438457,16.438457,15.569671,83.68383,126.99228000640869,34.274963,13.561101999999998,10.09069071177834,10.341052000000001,34.47658,13.439858,1.1308626
74,,28.386696,9.192836,0.047,,75,15.138464,2.2433455,1500,0.005,-37.159935,1.7957349e-31,41.692482,0.11,0.9999473,16.438457,16.438457,15.556248000000002,93.53064,128.5321319103241,33.402576,13.582348999999999,10.09770336062423,11.419618,24.807579,13.383231,1.2470752
75,,25.589735,9.113902000000001,0.048,,76,10.0844345,2.367209,1520,0.005,-37.479984,5.840493e-32,38.67897,0.11,0.9999473,16.438457,16.438457,15.543002,91.5612,131.2364456653595,31.860027000000002,13.5379715,10.010506129663296,11.027318,12.121559,13.327057,1.2047527
76,,24.369670000000003,9.119321000000001,0.05,,77,17.511385,2.4325519,1540,0.005,-38.08489,1.2176761e-32,37.891921999999994,0.11,0.9999473,16.438457,16.438457,15.529929999999998,92.174065,134.38683271408078,31.227665000000002,13.590888,10.018543215169707,10.954562,14.521227,13.27241,1.1970658
77,,24.036627,9.152125999999999,0.053,,78,10.112472,2.3771557999999997,1560,0.005,-39.79123,7.999583e-34,35.3177,0.11,0.9999473,16.438457,16.438457,15.517026999999999,83.95567,136.5711042881012,30.60215,13.547564999999999,10.05256199840054,9.856612,10.1526985,13.219585,1.0763546999999998
78,,18.954971,9.091503999999999,0.053,,79,10.209442,2.6115916,1580,0.005,-39.416959999999996,5.7580604e-34,33.358340000000005,0.11,0.9999473,16.438457,16.438457,15.504288,87.11836,138.79889822006228,28.966537,13.505232000000001,9.986176549317609,10.083274000000001,16.45174,13.167332,1.1027641000000001
79,,0.0030711794,9.187786000000001,0.084,,80,13.729623000000002,1.4785141000000002,1600,0.008,-71.51631,,0.0033198834999999998,0.11,0.9999473,16.438457,16.438457,15.491710000000001,0.0049084947,141.63565254211426,33.35525,13.5084095,10.082452247037665,0.0005632768,0.0030711794,13.117587,6.1356084e-05
80,,98.60779000000001,9.047697,0.082,,81,15.061653,1.0001731,1620,0.008,-67.95026,,98.60779000000001,0.11,0.9999473,16.438457,16.438457,15.479287,98.62485500000001,144.65506196022034,60.323257,13.515317999999999,9.937330654440009,11.01642,98.60779000000001,13.067344,1.2175908000000002
81,,50.260582,9.034991999999999,0.077,,82,13.948844,1.2728244,1640,0.008,-61.31459399999999,,53.076736,0.11,0.9999473,16.438457,16.438457,15.467016000000001,67.557365,147.17229056358337,46.196697,13.518197,9.923618482347086,7.4518633,17.058489,13.0181675,0.8238703000000002
82,,39.66142,9.080378999999999,0.085,,83,11.871872999999999,1.6315045,1660,0.009,-69.746315,,48.484413,0.11,0.9999473,16.438457,16.438457,15.454895,79.10254,149.6956493854523,38.851456,13.494457999999998,9.971726452550245,8.624527,19.691206,12.970724,0.9530426
83,,27.01472,9.039541,0.085,,84,16.022972,1.9535303,1680,0.009,-68.522385,,42.728836,0.11,0.9999473,16.438457,16.438457,15.442919,83.47208,153.15444993972778,34.235092,13.522452,9.928923922136144,8.990859,23.54956,12.923924000000001,0.99371517
84,,33.091457,9.028803,0.088,,85,14.303177,1.9668076,1700,0.009,-71.1642,,43.835094,0.11,0.9999473,16.438457,16.438457,15.431085000000001,86.215195,155.70995211601254,34.24196,13.530339000000001,9.916256446302382,9.168141,33.091457,12.878099,1.0142964
85,,40.028564,9.021131500000001,0.089,,86,14.299184,2.020582,1720,0.009,-71.481514,,52.50375699999999,0.11,0.9999473,16.438457,16.438457,15.419389,106.08814,157.43841624259952,35.548203,13.538222,9.908062676202249,11.141684,40.028564,12.833250999999999,1.2335831
86,,34.134796,9.022789,0.091,,87,12.08217,2.1839435000000003,1740,0.009,-72.14887,,51.763366999999995,0.11,0.9999473,16.438457,16.438457,15.407827,113.04826000000001,161.06308913230896,34.313206,13.522504999999999,9.909596627462411,11.732323,28.097215999999996,12.789453,1.2994053
87,,31.239603000000002,9.036007000000001,0.093,,88,17.937174,2.2391045,1760,0.009,-73.499214,,45.992134,0.11,0.9999473,16.438457,16.438457,15.3963995,102.98119,162.98207139968872,32.590034,13.574469,9.924384403415976,10.565438,10.365192,12.746799000000001,1.1702409
88,,33.77001,9.017278,0.095,,89,14.556828,2.2709857999999996,1780,0.009,-74.56238,,50.703340000000004,0.11,0.9999473,16.438457,16.438457,15.385098999999999,115.14657,165.46840286254886,33.3912,13.5861845,9.904022669961616,11.675799000000001,33.77001,12.704894,1.2937816
89,,31.764437,9.023454,0.098,,90,15.170828,2.2410134999999998,1800,0.01,-78.14851999999999,,45.682484,0.11,0.9999473,16.438457,16.438457,15.373926,102.37505999999999,168.77188396453855,32.269090000000006,13.605607000000001,9.910672796667768,10.263253,16.24908,12.663989,1.1375006
90,,2.3829052,9.025687,0.115,,91,14.874799,1.5687377,1820,0.012,-99.19278,,2.5664,0.11,0.9999473,16.438457,16.438457,15.362877,4.0260086,172.45559358596802,31.835377,13.619922,9.913531442512406,0.39903736,0.123550124,12.624009,0.044241853
91,,60.50459300000001,9.000126,0.117,,92,14.678485,1.0450032,1840,0.012,-99.474205,,60.530930000000005,0.11,0.9999473,16.438457,16.438457,15.351948000000002,63.255013,174.89934253692627,53.380253,13.621094,9.884742290735833,6.1886516,60.50459300000001,12.584619,0.6875545
92,,47.729652,9.003752,0.108,,93,16.479671,1.8143813999999998,1860,0.011,-86.62924,,65.130875,0.11,0.9999473,16.438457,16.438457,15.341135999999999,118.17225,177.2645878791809,38.624664,13.646892000000001,9.889506307683206,11.444396000000001,47.729652,12.546114,1.2706693
