,LQGmu1,ReturnMax,IWNorm1,DenMISELogFirst,ReturnMean,ReturnStepMax,SqrtESSClassic,ReturnAbsMax,LQGmu01,TimestepsSoFar,IWFirstEpisode,ReturnLastEpisode,IWLastEpisode,URet,target_sum_log_mean,DenMISEMeanLog,IWMin,IWNorm2,ReturnMin,LQGsigma,IWMax,TimeElapsed,DenMISELogLast,MISE,Bound,Iteration,IWMean
12,-1.0,16.77448,15.845861,16.037231,16.522419,0.9999518000000001,2.4557187999999996,16.77448,-0.849,260,,16.693945000000003,0.44772097,18.41786401437436,-24.775642,15.724715,,6.452637,,0.11,3.892697,10.510931968688963,11.969542,20.330141,40.822487,13,1.2189124
13,-1.0,16.77448,15.461407000000001,15.963123000000001,16.531976999999998,0.9999518000000001,2.6897813999999998,16.77448,-0.852,280,,16.656233,1.1880006,18.37506182967964,-21.79504,15.844095999999999,,5.748202,,0.11,3.2843976,11.232962608337402,17.246648999999998,18.41545,37.12457,14,1.1043862
14,-1.0,16.77448,18.355024,15.894131,16.53872,0.9999518000000001,2.7772737000000003,16.77448,-0.858,300,,16.633106,4.0420245999999995,18.352617264604113,-19.191414,15.925118,,6.6090083,,0.11,4.0420245999999995,11.931429624557495,16.996042000000003,20.391895,38.511623,15,1.2236683000000002
15,-1.0,16.77448,19.892632,15.829592000000002,16.546132999999998,0.9999518000000001,2.9860703999999996,16.77448,-0.863,320,,16.657356,2.9086552000000006,18.378090918587265,-17.004745,15.913160000000001,,6.6618094,,0.11,3.5481152999999996,12.496376991271973,15.564286,20.716873,37.569603,16,1.2432895
16,-1.0,16.77448,20.599235999999998,15.768968,16.552452,0.9999518000000001,3.193403,16.77448,-0.866,340,,16.65356,1.9789373,18.372601250239626,-14.978157000000001,16.009598,,6.450558999999999,,0.11,3.1601682,12.971386194229126,17.357489,20.189132999999998,35.947697,17,1.2117198
17,-1.0,16.77448,19.988577,15.711808999999999,16.55199,0.9999518000000001,3.2999322,16.77448,-0.868,360,,16.54412,0.44698718,18.258963226113668,-13.153251000000001,16.187788,,6.057269,,0.11,2.8556492,13.870368242263794,19.043087,18.498801999999998,33.748642,18,1.1104764999999999
18,-1.0,16.77448,20.759266,15.657742,16.555124,0.9999518000000001,3.4866523999999997,16.77448,-0.869,380,,16.61156,1.5937036,18.3283140746228,-11.528516999999999,16.261118,,5.9539247,,0.11,2.6184177,14.716315269470215,17.496317,18.196314,32.629482,19,1.092593
19,-1.0,16.77448,21.442923999999998,15.606448,16.5608,0.9999518000000001,3.6593616,16.77448,-0.87,400,,16.668606,1.3798275,18.38325715093044,-10.109729,16.283627,,5.8597445,,0.11,2.428903,15.585676908493042,16.63926,17.856195,31.608168,20,1.0721462
20,-1.0,16.77448,21.889416,15.557657999999998,16.563179,0.9999518000000001,3.8108115,16.77448,-0.87,420,,16.610765,1.0335574,18.323996548560427,-8.822853,16.317125,,5.74403,,0.11,2.2766397,16.23055362701416,16.931274,17.357347,30.562786,21,1.0423532
21,-1.0,16.77448,24.192982,15.511138,16.56643,0.9999518000000001,3.8499171999999997,16.77448,-0.874,440,,16.634693,2.8955088,18.350194963347878,-7.8422465,16.145807,,6.2840266,,0.11,2.8955088,16.755867004394528,12.518224,18.309254,31.380558,22,1.099681
22,-1.0,16.77448,24.991879,15.466686,16.572058,0.9999518000000001,3.9857445,16.77448,-0.877,460,,16.695883,1.3756814,18.41310291103328,-7.1749787,15.782385999999999,,6.270316,,0.11,2.8270482999999995,17.265782833099365,7.703958,18.093887,30.719746,23,1.0866034
23,-1.0,16.77448,26.109701,15.424126999999999,16.575422,0.9999518000000001,4.1245294,16.77448,-0.879,480,,16.652779000000002,1.6837425,18.365898837518653,-6.1532497,15.845165,,6.330347,,0.11,2.7254902999999997,17.934343099594113,17.216701999999998,18.115282,30.316296,24,1.0879041999999999
24,-1.0,16.77448,27.523945,15.383304999999998,16.572412,0.9999518000000001,4.247436,16.77448,-0.88,500,,16.500166,1.9620358,18.209192833725666,-5.174098000000001,15.935901999999999,,6.4801316,,0.11,2.6365643,18.74813199043274,18.038618,18.320463,30.168422999999997,25,1.1009578000000002
25,-1.0,16.77448,28.480354,15.344084,16.574022,0.9999518000000001,4.383230999999999,16.77448,-0.881,520,,16.614262,1.492732,18.333237769003183,-4.3321157,15.961578,,6.497571,,0.11,2.5220995,19.43702173233032,16.515167,18.226329999999997,29.70723,26,1.0953982
26,-1.0,16.77448,29.179276,15.306344000000001,16.574198000000003,0.9999518000000001,4.511943,16.77448,-0.882,540,,16.578825,1.2008747,18.288763713250145,-3.4182875,16.125235,,6.4671197,,0.11,2.4134443,20.092363595962524,20.296110000000002,17.979246,29.132633000000002,27,1.0807139
27,-1.0,16.77448,30.054926000000002,15.269976000000002,16.578802,0.9999518000000001,4.6410565,16.77448,-0.882,560,,16.703125,1.3174860000000002,18.42238077560958,-2.7196813,16.12022,,6.47588,,0.11,2.3057528,20.74806022644043,15.913692999999999,17.86049,28.703590000000002,28,1.0733902
28,-1.0,16.77448,30.499146000000003,15.234884,16.580547,0.9999518000000001,4.752012000000001,16.77448,-0.882,580,,16.629362,0.83851033,18.348842533551554,-1.9674418999999999,16.230013,,6.4181542,,0.11,2.2010462000000004,21.66675329208374,19.239172,17.499191,28.089115000000003,29,1.0516946000000003
29,-1.0,16.77448,30.357868,15.200982999999999,16.584929000000002,0.9999518000000001,4.8004975,16.77448,-0.882,600,,16.712006,0.19434531,18.43062630200289,-1.5336283000000002,16.110939000000002,,6.3239007,,0.11,2.1052122000000004,22.3549644947052,12.613004,16.837994000000002,27.320957,30,1.0119289
30,-1.0,16.77448,32.460495,15.168192999999999,16.586814999999998,0.9999518000000001,4.813181,16.77448,-0.884,620,,16.643432999999998,2.5540693,18.361327913582137,-1.1653343,15.906006,,6.7440834,,0.11,2.5540693,23.168483018875122,9.751277,17.423389999999998,27.878729999999997,31,1.0471127
31,-1.0,16.77448,33.627472,15.136445000000002,16.58595,0.9999518000000001,4.8932953,16.77448,-0.887,640,,16.559113,1.5072502,18.268454580561198,-0.6785097,15.86871,,6.8721523,,0.11,2.6497197,23.97096037864685,14.672518,17.481627,27.765789,32,1.0508585
32,-1.0,16.77448,34.411774,15.105673000000001,16.585499,0.9999518000000001,4.9782133,16.77448,-0.889,660,,16.571054,1.1550791,18.28643938936181,-0.14716502,15.913034,,6.9124746,,0.11,2.699807,24.521826982498172,17.287596,17.344755,27.453490999999996,33,1.042781
33,-1.0,16.77448,35.489773,15.075820000000002,16.589845999999998,0.9999518000000001,5.0705175,16.77448,-0.89,680,,16.733273,1.4606805,18.458887322491915,0.38939127,15.982115,,6.999240400000001,,0.11,2.7169342,24.891902923583984,18.225399,17.366089000000002,27.290803999999998,34,1.0438167999999999
34,-1.0,16.77448,36.358467,15.046832,16.591654000000002,0.9999518000000001,5.1687927,16.77448,-0.892,700,,16.653126,1.2560406000000002,18.371245241635197,0.9036559999999999,16.056826,,7.034228,,0.11,2.6984377,25.247589349746704,18.559322,17.283262,27.019276,35,1.0388134
35,-1.0,16.77448,37.642647,15.018661499999999,16.59478,0.9999518000000001,5.2567816,16.77448,-0.893,720,,16.704183999999998,1.6735497,18.42115610102355,1.2685021,16.000267,,7.160778,,0.11,2.6954591,25.82999992370605,13.987498,17.39959,26.972640999999996,36,1.0456290000000001
36,-1.0,16.77448,38.56225,14.991261999999999,16.596943,0.9999518000000001,5.352462,16.77448,-0.894,740,,16.674828,1.2937753,18.39333833767068,1.5883732,15.926319,,7.204581699999999,,0.11,2.6727285,26.57199501991272,13.224169,17.343989999999998,26.745914000000003,37,1.042223
37,-1.0,16.77448,39.504967,14.964594,16.597094,0.9999518000000001,5.4533997,16.77448,-0.895,760,,16.602674,1.3010656,18.31432460486118,1.9790343999999997,15.940488,,7.244099,,0.11,2.6219759999999996,27.380385398864746,16.427706,17.299001999999998,26.526905,38,1.0396044
38,-1.0,16.77448,40.609062,14.938619000000001,16.596794,0.9999518000000001,5.553073,16.77448,-0.896,780,,16.58539,1.4517703000000002,18.292590426347104,2.3747472999999997,15.975129,,7.312899000000001,,0.11,2.56638,28.45193076133728,17.256667999999998,17.324410999999998,26.38668,39,1.041258
39,-1.0,16.77448,41.08697,14.913301,16.595663000000002,0.9999518000000001,5.643669,16.77448,-0.896,800,,16.551582,0.80469584,18.26662460171788,2.8181427,16.087605,,7.280188000000001,,0.11,2.4935292999999996,29.392313241958615,20.437428,17.088303,26.005095999999998,40,1.0271742
40,-1.0,16.77448,42.50953,14.888608999999999,16.593384,0.9999518000000001,5.729202,16.77448,-0.897,820,,16.502167,1.7381647,18.217629165330976,2.958025,15.895892000000002,,7.4198,,0.11,2.4468236,30.5950939655304,8.204018,17.242983,26.026657,41,1.0368178
41,-1.0,16.77448,43.70878,14.864510999999998,16.592693,0.9999518000000001,5.821743,16.77448,-0.897,840,,16.564442,1.5114778,18.269063620962886,3.232169,15.857109,,7.507850599999999,,0.11,2.4005208,31.78517341613769,14.234289000000002,17.304879999999997,25.948929999999997,42,1.0406852
42,-1.0,16.77448,43.875668,14.840981,16.592249,0.9999518000000001,5.885017400000001,16.77448,-0.897,860,,16.573572,0.46464244,18.288593673143925,3.5442214,15.896119,,7.4554863,,0.11,2.3406208,32.4797785282135,17.497732,16.966383,25.517494,43,1.0203644
43,-1.0,16.77448,44.715538,14.817991000000001,16.59092,0.9999518000000001,5.983585400000001,16.77448,-0.897,880,,16.533735,1.1013458,18.239824325058954,3.8333303999999995,15.902756,,7.4730343999999995,,0.11,2.2718722999999996,33.16705083847046,16.171051000000002,16.895836,25.306084,44,1.0162622
44,-1.0,16.77448,46.343613,14.795518,16.592367000000003,0.9999518000000001,6.048183,16.77448,-0.898,900,,16.656057,1.9106651999999997,18.372932659735227,4.1033287000000005,15.895422,,7.6624026,,0.11,2.2464752,33.89018726348877,15.559431,17.123127,25.44355,45,1.0298581
45,-1.0,16.77448,47.311302000000005,14.773539999999999,16.593887,0.9999518000000001,6.1357612999999995,16.77448,-0.898,920,,16.662334,1.2503326000000001,18.376931531372897,4.386388,15.921854000000002,,7.7107470000000005,,0.11,2.2183368,34.72832536697388,17.084667,17.101582999999998,25.303245999999998,46,1.0285065
46,-1.0,16.77448,48.10135,14.752032999999999,16.5969,0.9999518000000001,6.223687,16.77448,-0.899,940,,16.735502,1.0548968,18.46654642537313,4.4359193,15.727529,,7.7287539999999995,,0.11,2.1791449000000003,35.87986826896667,6.763112,17.019617,25.10541,47,1.023433
47,-1.0,16.77448,49.589897,14.730979999999999,16.595123,0.9999518000000001,6.293032599999999,16.77448,-0.899,960,,16.511578,1.7560592000000002,18.220869498787923,4.6804304000000005,15.729957,,7.880127000000001,,0.11,2.1605315,36.765606880187995,15.823381,17.176388,25.17308,48,1.0331229
48,-1.0,16.77448,50.827995,14.710360999999999,16.596653,0.9999518000000001,6.3725324,16.77448,-0.9,980,,16.670101000000003,1.5058608,18.389309101038588,4.9327879999999995,15.752857,,7.976106,,0.11,2.1398964,37.35088038444518,16.821941,17.247276,25.144207,49,1.0373061
49,-1.0,16.77448,52.00654,14.690157999999998,16.597103,0.9999518000000001,6.4517145,16.77448,-0.9,1000,,16.619139,1.4485146999999998,18.337243946737726,5.22149,15.822288,,8.060886,,0.11,2.1220453,38.3099308013916,19.190071,17.293986999999998,25.093998000000003,50,1.0401307
50,-1.0,16.77448,53.085487,14.670354999999999,16.59691,0.9999518000000001,6.532936599999999,16.77448,-0.9,1020,,16.587282000000002,1.3424273000000002,18.301110352335304,5.3106275,15.701502,,8.125823,,0.11,2.099616,39.15688252449036,9.624986999999999,17.305585999999998,25.008620999999998,51,1.0408919
51,-1.0,16.77448,53.796040000000005,14.650936999999999,16.598067999999998,0.9999518000000001,6.611698599999999,16.77448,-0.901,1040,,16.657111999999998,0.9665370000000001,18.379271599061227,5.444932,15.639472,,8.136493,,0.11,2.0724514,40.13208603858948,12.437789,17.200548,24.811821,52,1.0345392
52,-1.0,16.77448,55.406119999999994,14.631888,16.596806,0.9999518000000001,6.663956599999999,16.77448,-0.901,1060,,16.531103,1.8765135,18.240019924027788,5.611658599999999,15.608417000000001,,8.314297999999999,,0.11,2.075907,40.96104645729065,13.961585000000001,17.377663000000002,24.929249,53,1.0453985000000001
53,-1.0,16.77448,56.111740000000005,14.613195999999999,16.597732999999998,0.9999518000000001,6.7332997,16.77448,-0.902,1080,,16.646883,0.96312976,18.362388608140364,5.8774695,15.69536,,8.333468,,0.11,2.0734735,41.6921706199646,20.260765,17.273429999999998,24.747246,54,1.0391062
54,-1.0,16.77448,57.581993000000004,14.594848,16.597523000000002,0.9999518000000001,6.788834,16.77448,-0.903,1100,,16.5862,1.7263627000000001,18.299981761001305,6.015571,15.652467999999999,,8.481867999999999,,0.11,2.0869913,42.60064029693604,13.299760999999998,17.402464000000002,24.815142,55,1.0469453000000002
55,-1.0,16.77448,58.060898,14.576829,16.599318,0.9999518000000001,6.8453007,16.77448,-0.904,1120,,16.698010999999997,0.727775,18.419170982909385,6.172604,15.649266,,8.481862,,0.11,2.0908003,43.886549472808845,15.428859,17.234756,24.586288,56,1.0368017
56,-1.0,16.77448,58.81227,14.559129,16.598763,0.9999518000000001,6.9130454,16.77448,-0.904,1140,,16.567738000000002,0.99795645,18.28066157466681,6.328683,15.644567000000002,,8.507433,,0.11,2.0890305000000002,45.02530264854431,15.3471,17.150485999999997,24.429976,57,1.0317942
57,-1.0,16.77448,59.379974,14.541738,16.599682,0.9999518000000001,6.976675,16.77448,-0.905,1160,,16.652075,0.8079239,18.364425813580986,6.47476,15.638288000000001,,8.511214,,0.11,2.0815988,45.872249126434326,15.250858,17.01786,24.230959,58,1.0237926
58,-1.0,16.77448,59.959175,14.524643,16.599741,0.9999518000000001,7.041802400000001,16.77448,-0.905,1180,,16.60314,0.81014603,18.3195199892992,6.635930999999999,15.651585999999998,,8.514749,,0.11,2.0702922,46.682457447052,16.401175,16.892315,24.038702,59,1.0162572
59,-1.0,16.77448,60.891445,14.507836,16.59883,0.9999518000000001,7.114516,16.77448,-0.906,1200,,16.545115,1.1533246000000001,18.259409084816685,6.795228999999999,15.661772000000001,,8.558762,,0.11,2.0582087,47.53772783279419,16.248383999999998,16.86755,23.940897,60,1.0148574000000001
60,-1.0,16.77448,62.14459599999999,14.491306,16.59853,0.9999518000000001,7.1815605,16.77448,-0.906,1220,,16.580564000000003,1.4702959,18.289690745315603,6.949045,15.667814000000002,,8.653356,,0.11,2.0502588999999998,48.668623208999634,16.017310000000002,16.931473,23.938786,61,1.0187639000000002
61,-1.0,16.77448,62.9217,14.475045999999999,16.597176,0.9999518000000001,7.250494000000001,16.77448,-0.907,1240,,16.514597,0.9911814,18.223494398574434,7.053869199999999,15.635570999999999,,8.678264,,0.11,2.0394902,50.053736925125115,13.651741000000001,16.86499,23.805683,62,1.0148661
62,-1.0,16.77448,63.867630000000005,14.459045000000001,16.595297,0.9999518000000001,7.3216285999999995,16.77448,-0.907,1260,,16.478632,1.1521218999999998,18.191820428268414,7.259777000000001,15.706002,,8.7231455,,0.11,2.0269158,50.69849681854248,20.059572,16.844238,23.717497,63,1.0137719
63,-1.0,16.77448,64.87745,14.443297,16.59655,0.9999518000000001,7.3945555999999995,16.77448,-0.907,1280,,16.675473999999998,1.2074513,18.397382687396018,7.3965826,15.709945999999999,,8.773678,,0.11,2.0086179,51.09323501586914,15.946212,16.844345,23.649818,64,1.0137101
64,-1.0,16.77448,66.454,14.4277935,16.59618,0.9999518000000001,7.4437265,16.77448,-0.908,1300,,16.572596,1.7862529999999999,18.279807065072717,7.550965299999999,15.731618,,8.927518,,0.11,2.0061502,52.25291013717651,17.106506,16.98696,23.747477,65,1.0223693
65,-1.0,16.77448,67.9373,14.412526000000002,16.595259,0.9999518000000001,7.49368,16.77448,-0.909,1320,,16.535353,1.6934288,18.24542563116696,7.643403,15.697445000000002,,9.065947,,0.11,2.0131705,53.4546549320221,13.455573999999999,17.100828,23.81628,66,1.029353
66,-1.0,16.77448,67.95905,14.397488000000001,16.595852,0.9999518000000001,7.5118529999999994,16.77448,-0.909,1340,,16.63496,0.22824255,18.34954926251337,7.696591400000001,15.657289000000002,,9.046909,,0.11,2.0165138,54.69441604614258,12.979313000000001,16.850958,23.550163,67,1.0143142
67,-1.0,16.77448,68.41829,14.382673,16.596076999999998,0.9999518000000001,7.5643425,16.77448,-0.91,1360,,16.611128,0.66241795,18.32300176550826,7.737279400000001,15.590515,,9.044843,,0.11,2.0112994,55.673584699630744,11.104116000000001,16.715270999999998,23.367989,68,1.0061513000000002
68,-1.0,16.77448,70.55412,14.368073999999998,16.595545,0.9999518000000001,7.552092999999999,16.77448,-0.911,1380,,16.559504999999998,2.3626122000000005,18.272067464878518,7.912311,15.64839,,9.342327000000001,,0.11,2.3626122000000005,56.767644166946404,19.579185,16.98517,23.64868,69,1.0225235000000001
69,-1.0,16.77448,71.863815,14.353685,16.594217,0.9999518000000001,7.5886497,16.77448,-0.912,1400,,16.502551999999998,1.4804645,18.213201080484733,7.969353999999999,15.598435,,9.469908,,0.11,2.4285647999999997,58.02731442451477,12.130794999999999,17.050703,23.682112,70,1.026626
70,-1.0,16.77448,73.75689,14.3395,16.593275,0.9999518000000001,7.5919550000000005,16.77448,-0.914,1420,,16.52737,2.0490549,18.239849257173226,8.044838,15.567634,,9.7151375,,0.11,2.5199623,59.30604386329651,13.386742000000002,17.250608,23.879131,71,1.0388294
71,-1.0,16.77448,75.026596,14.325515,16.594407999999998,0.9999518000000001,7.617863000000001,16.77448,-0.915,1440,,16.674849,1.4010675,18.38692078357205,8.122974000000001,15.54776,,9.848772,,0.11,2.6088063999999997,60.38344979286194,14.100309,17.304726000000002,23.910706,72,1.042036
72,-1.0,16.77448,75.81435,14.311720999999999,16.5947,0.9999518000000001,7.641526,16.77448,-0.917,1460,,16.615704,0.9379834,18.329605808667747,8.203498,15.5383,,9.921362,,0.11,2.689171,61.602879285812385,14.817464000000001,17.246572,23.832096,73,1.0385526
73,-1.0,16.77448,76.67619,14.298116,16.592308,0.9999518000000001,7.669838400000001,16.77448,-0.918,1480,,16.4177,1.0357658,18.124366099556962,8.315921000000001,15.561691,,9.997107000000002,,0.11,2.7609043,62.746520042419434,17.233010999999998,17.203888,23.7651,74,1.0361648
74,-1.0,16.77448,77.269165,14.284692999999999,16.592157,0.9999518000000001,7.6947527000000004,16.77448,-0.919,1500,,16.580952,0.7914711,18.29022631907416,8.436231,15.5984745,,10.0418,,0.11,2.8205232999999996,63.656378984451294,18.286623000000002,17.105192000000002,23.64516,75,1.0302556
75,-1.0,16.77448,77.94845,14.271447,16.592016,0.9999518000000001,7.728343,16.77448,-0.921,1520,,16.581505,0.9066865,18.299629708069887,8.515518,15.594081,,10.086049000000001,,0.11,2.866126,64.22703623771667,15.236523000000002,17.027973,23.539516,76,1.0256375
76,-1.0,16.77448,78.60848,14.258375,16.591389000000003,0.9999518000000001,7.7645636,16.77448,-0.922,1540,,16.543568,0.9128457,18.257146241920093,8.644143,15.640935999999998,,10.124005,,0.11,2.9033425,65.48460602760315,19.178423000000002,16.948193,23.429361,77,1.0208894
77,-1.0,16.77448,79.82914,14.245472,16.591494,0.9999518000000001,7.8079,16.77448,-0.923,1560,,16.599638,1.4833716000000001,18.316501616232195,8.739851,15.650423000000002,,10.22415,,0.11,2.9332495,66.57114863395691,16.362194,16.990448,23.435644,78,1.0234504999999998
78,-1.0,16.77448,80.40363,14.232732999999998,16.590372,0.9999518000000001,7.849522599999999,16.77448,-0.923,1580,,16.50285,0.8537643,18.212971523272927,8.89122,15.7240095,,10.243124,,0.11,2.9508302000000004,67.72633767127991,21.442326,16.894855,23.305876,79,1.0177675
79,-1.0,16.77448,81.05122,14.220154,16.589832,0.9999518000000001,7.897145299999999,16.77448,-0.924,1600,,16.547098000000002,0.9400144,18.262038936169837,8.93269,15.687926999999998,,10.263357000000001,,0.11,2.9592112999999998,69.3886058330536,12.821622,16.817276,23.189633999999998,80,1.0131403
80,-1.0,16.77448,81.93559,14.207730999999999,16.589392,0.9999518000000001,7.952385400000001,16.77448,-0.925,1620,,16.554314,1.1818498,18.267064506502248,8.969314,15.645477,,10.303272,,0.11,2.959076,69.94400310516357,12.238328,16.790121,23.118216,81,1.0115505
81,-1.0,16.77448,83.56730999999999,14.195460999999998,16.58906,0.9999518000000001,7.9887476,16.77448,-0.926,1640,,16.562237,1.9363758999999998,18.27200235692116,9.095328,15.689257000000001,,10.460627,,0.11,2.9680464,71.13309502601624,19.225732999999998,16.914656,23.213945000000002,82,1.0191135
82,-1.0,16.77448,84.33161,14.18334,16.588146,0.9999518000000001,8.041,16.77448,-0.926,1660,,16.513195,1.0670639,18.22654604097595,9.189721,15.709907000000001,,10.487701,,0.11,2.9686804,72.85250782966614,17.386063,16.862501,23.120857,83,1.0160434999999999
83,-1.0,16.77448,85.80391999999999,14.171364,16.588089,0.9999518000000001,8.086777,16.77448,-0.927,1680,,16.583168,1.7798898,18.30178458574127,9.212959,15.655170000000002,,10.610397,,0.11,2.9693036,74.53308701515199,11.097969,16.952254999999997,23.175186,84,1.0214752
84,-1.0,16.77448,87.15465999999999,14.159529999999998,16.587095,0.9999518000000001,8.134853,16.77448,-0.928,1700,,16.503698,1.6647104,18.210688202941057,9.289778,15.656962,,10.713735,,0.11,2.972454,75.75100803375244,15.787987,17.014616,23.200768,85,1.025349
85,-1.0,16.77448,89.71223,14.147832999999999,16.588068,0.9999518000000001,8.092651,16.77448,-0.929,1720,,16.670818,2.8680785,18.38737675149744,9.335347,15.62609,,11.085641,,0.11,3.0091333,76.81443095207214,12.978693,17.31257,23.530983,86,1.0431654000000001
86,-1.0,16.77448,90.10269,14.136272,16.588646,0.9999879,8.117736,16.77448,-0.93,1740,,16.63834,0.6922908,18.3507489729661,9.397478,15.629076999999999,,11.099485000000001,,0.11,3.0344007,78.35570001602174,15.845178,17.18821,23.387404999999998,87,1.0356630999999998
87,-1.0,16.77448,90.774025,14.124844,16.588910000000002,0.9999879,8.156211,16.77448,-0.931,1760,,16.611898,0.9943607,18.323207586299898,9.491766,15.661178,,11.129436,,0.11,3.0522558999999996,79.77970361709596,18.42055,17.119505,23.289460000000002,88,1.031523
88,-1.0,16.77448,91.83005,14.113544000000001,16.589002999999998,0.9999879,8.202617,16.77448,-0.932,1780,,16.597189999999998,1.388058,18.311412818165625,9.560477,15.664848000000001,,11.195213,,0.11,3.0626477999999997,81.05353093147278,15.958573999999999,17.123938,23.258986,89,1.0317981999999999
89,-1.0,16.77448,94.62738,14.102371,16.588167000000002,0.9999879,8.13595,16.77448,-0.933,1800,,16.513868,3.129684,18.225039429390424,9.646872,15.68247,,11.630773,,0.11,3.129684,82.28465223312378,17.22133,17.446385999999997,23.631704,90,1.0514153
90,-1.0,16.77448,97.08934,14.091320999999999,16.587120000000002,0.9999879,8.099781,16.77448,-0.934,1820,,16.4929,2.7296524,18.198692309518282,9.512286,15.48431,,11.986663,,0.11,3.2091684,83.03179097175598,-2.3988159,17.700193,23.913132,91,1.0669159
91,-1.0,16.77448,97.85565,14.080392000000002,16.587185,0.9999879,8.106007,16.77448,-0.935,1840,,16.59303,1.01027,18.30493960641585,9.585991,15.506165,,12.071992999999999,,0.11,3.2792114999999997,83.72198319435121,17.431192000000003,17.645594,23.85376,92,1.0636483
92,-1.0,16.77448,98.55985,14.069581,16.586647,0.9999879,8.118986999999999,16.77448,-0.937,1860,,16.537138,0.99226904,18.25179678404676,9.684847,15.553825,,12.139427,,0.11,3.3352635000000004,84.78875613212584,19.877968,17.580542,23.778782,93,1.0597833
93,-1.0,16.77448,99.04602,14.058886,16.587418,0.9999879,8.130567999999998,16.77448,-0.938,1880,,16.65907,0.8241763000000001,18.37991253476477,9.731058,15.551782000000001,,12.181932000000002,,0.11,3.3822207000000004,85.89955139160156,15.304907,17.4796,23.669014,94,1.0536809999999999
