,TimestepsSoFar,ReturnLastEpisode,DenMISELogFirst,URet,Bound,IWMin,DenMISELogLast,LQGmu1,ReturnMax,ReturnAbsMax,IWNorm1,IWLastEpisode,ReturnStepMax,IWMean,ReturnMean,IWMax,LQGmu01,SqrtESSClassic,MISE,ReturnMin,target_sum_log_mean,Iteration,IWNorm2,LQGsigma,TimeElapsed,IWFirstEpisode,DenMISEMeanLog
17,360,8.688792999999999,15.57732,9.539306852907533,11.234865,,-12.090608,-1.0,15.888498,15.888498,1.7999999e-09,,0.9993386999999999,,14.248043,,-1.0,4.2426405,,,-705.48676,18,4.2426407000000003e-10,0.11,32.92071294784546,,12.431135000000001
18,380,16.113972,15.5232525,17.820932969767046,11.090397,,-12.154779,-1.0,16.113972,16.113972,1.9e-09,,0.9993386999999999,,14.34625,,-1.0,4.3588986,,,-674.4603,19,4.358899e-10,0.11,33.96252489089966,,11.085918
19,400,16.535505,15.471959,18.24432511437536,57.874269999999996,,13.118298999999999,-1.0,16.535505,16.535505,10.000005,10.000005,0.9993386999999999,0.50000024,14.455713000000001,10.000005,-1.0,1.0,8.267756,,-639.9662,20,10.000005,0.11,34.979377508163445,,11.138808000000001
20,420,16.6199,15.423169,18.33099625276788,46.307938,,6.642258999999999,-1.0,16.6199,16.6199,14.000001000000001,6.999999000000001,0.9993386999999999,0.6666667,14.558769,7.000002,-1.0,1.4142135,11.051802,,-609.0827,21,9.899496000000001,0.11,35.85791540145874,,10.897528
21,440,16.585846,15.376648999999999,18.298543771317956,46.175957000000004,,14.51951,-1.0,16.6199,16.6199,21.224237,10.224211,0.9993386999999999,0.9647380999999999,14.650909,10.224211,-1.0,1.6521305,15.996924,,-580.6314,22,12.846586,0.11,36.62344241142272,,11.043911
22,460,16.602053,15.332197,18.31427538981195,41.801945,,14.827460999999998,-1.0,16.6199,16.6199,22.021744,4.6,0.9993386999999999,0.95746714,14.735742000000002,8.221725,-1.0,1.9234838,15.880385,,-554.6704,23,11.448884,0.11,38.17008256912232,,11.201891999999999
23,480,16.622583,15.289638,18.340959638100323,38.69896,,14.270463000000001,-1.0,16.622583,16.622583,23.094706,4.7474637,0.9993386999999999,0.9622794,14.814360999999998,6.347231,-1.0,2.1937740000000003,15.967472,,-530.8995,24,10.527386,0.11,39.880569219589226,,11.324489
24,500,16.553465,15.248816,18.258930971976444,16.573753,,15.848752,1.0,16.622583,16.622583,3.4289567e-09,,0.9993386999999999,3.715827e-11,14.8839245,9.2895674e-10,0.748,3.0088387,3.2286052e-10,,-1606.8861,25,1.139628e-09,0.11,41.77557253837585,,11.501373
25,520,8.737893,15.209595000000002,9.579322442498624,16.466444,,-12.468437,1.0,16.622583,16.622583,3.5661132e-09,,0.9993386999999999,3.7158203999999995e-11,14.647538,9.661133e-10,0.748,3.0284467,3.2285996e-10,,-1549.5736,26,1.1775387e-09,0.11,43.623379230499275,,10.541746
26,540,8.530049,15.171854999999999,9.366514013103517,54.13276,,13.221835999999998,1.0,16.622583,16.622583,13.499948999999999,13.499948999999999,0.9993386999999999,0.49999812,14.420964000000001,13.499948999999999,0.748,1.0,4.265009,,-1491.596,27,13.499948999999999,0.11,44.52281856536865,,10.604664999999999
27,560,8.548941000000001,15.135487,9.389942981617496,40.9543,,9.161869,1.0,16.622583,16.622583,18.664955,9.33165,0.9993386999999999,0.66660553,14.211248999999999,9.333305000000001,0.748,1.4142135,5.692474400000001,,-1437.9177,28,13.198116,0.11,46.0849506855011,,10.532549000000001
28,580,8.466183000000001,15.100395,9.298554221030132,35.177162,,10.929651,1.0,16.622583,16.622583,21.749014000000003,7.2500029999999995,0.9993386999999999,0.749966,14.013144,7.2500029999999995,0.748,1.7320508999999997,6.3860019999999995,,-1387.889,29,12.556797999999999,0.11,47.06722831726074,,10.532199
29,600,8.566061,15.066494,9.407010375731627,31.754465000000003,,14.644729000000002,1.0,16.622583,16.622583,23.994188,5.994847,0.9993386999999999,0.7998063,13.8315735,6.0,0.748,1.9999999,6.820587599999999,,-1341.0781,30,11.997095,0.11,48.067566633224494,,10.658826
30,620,8.579703,15.033704,9.420514933092676,29.407299,,14.920048999999999,1.0,16.622583,16.622583,25.799198,5.136699,0.9993386999999999,0.8322322,13.662158999999999,5.166669000000001,0.748,2.2360625,7.10571,,-1297.2836,31,11.537780999999999,0.11,49.10168981552124,,10.788072999999999
31,640,8.567407000000001,15.001956,9.41149832962167,27.672314,,13.370785999999999,1.0,16.622583,16.622583,27.39588,4.564642,0.9993386999999999,0.85612124,13.502948000000002,4.5714293,0.748,2.4494860000000003,7.313860000000001,,-1256.2782,32,11.184339,0.11,50.63660740852356,,10.862082000000001
32,660,8.573996000000001,14.971184,9.416464103429817,26.31758,,13.506082999999999,1.0,16.622583,16.622583,28.837578000000004,4.1134095,0.9993386999999999,0.873866,13.353585999999998,4.1249986000000005,0.748,2.6457481,7.469318400000001,,-1217.757,33,10.899593,0.11,51.96634817123413,,10.936616
33,680,8.520453,14.941331,9.357920914318159,25.217999,,18.609257,1.0,16.622583,16.622583,30.19175,3.7777777,0.9993386999999999,0.8879925999999999,13.211433999999999,3.7777777,0.748,2.8284245,7.5870686,,-1181.3542,34,10.674405,0.11,53.21628999710083,,11.157525999999999
34,700,8.543241,14.912343,9.384941724160468,24.305954,,12.742125999999999,1.0,16.622583,16.622583,31.474521999999997,3.499936,0.9993386999999999,0.899272,13.078058,3.4999995000000004,0.748,2.999998,7.68336,,-1147.2013,35,10.491514,0.11,54.4928719997406,,11.198701
35,720,8.4959955,14.884172,9.330042537246682,23.527325,,14.885138000000001,1.0,16.622583,16.622583,32.70561,3.2727256000000002,0.9993386999999999,0.9084890999999999,12.950778999999999,3.2727287,0.748,3.1622763,7.7577515,,-1114.8882,36,10.342426,0.11,55.779125928878784,,11.297523
36,740,8.493946000000001,14.856773,9.332697439616656,22.855192000000002,,10.549314,1.0,16.622583,16.622583,33.89795,3.083332,0.9993386999999999,0.91616076,12.830323,3.083332,0.748,3.3166233999999997,7.8194933,,-1084.4407,37,10.22062,0.11,57.028170585632324,,11.274142999999999
37,760,8.545019,14.830105999999999,9.385134914605377,22.27119,,19.442339,1.0,16.622583,16.622583,35.060524,2.9230568,0.9993386999999999,0.9226454,12.717552,2.9230764,0.748,3.4641006,7.8756056,,-1055.3629,38,10.121103999999999,0.11,58.06486940383911,,11.486288
38,780,8.54696,14.804129999999999,9.386715584375505,21.754627,,14.771898,1.0,16.622583,16.622583,36.199729999999995,2.7856755,0.9993386999999999,0.9281982,12.610614,2.785715,0.748,3.60555,7.9237967000000005,,-1027.8972,39,10.040002000000001,0.11,59.25457286834717,,11.568017
39,800,8.529395,14.778812,9.367586511844381,21.292091,,17.184793,1.0,16.622583,16.622583,37.320328,2.6666665000000003,0.9993386999999999,0.9330082000000001,12.508583,2.6666665000000003,0.748,3.741656,7.9643692999999995,,-1001.7456,40,9.97428,0.11,60.82389116287232,,11.706166
40,820,8.546608,14.75412,9.38411125574194,20.876719,,17.190168,1.0,16.622583,16.622583,38.42577,2.562484,0.9993386999999999,0.9372139000000002,12.41195,2.5625009999999997,0.748,3.8729824999999996,8.000917999999999,,-976.87054,41,9.921494000000001,0.11,61.97959089279175,,11.837862
41,840,8.4973755,14.730020999999999,9.333537650710463,20.4972,,16.242289000000003,1.0,16.622583,16.622583,39.51876,2.47059,0.9993386999999999,0.94092286,12.318746,2.47059,0.748,3.9999987999999997,8.030257,,-953.2035,42,9.879693,0.11,63.562831163406365,,11.94085
42,860,8.560396,14.706491,9.401563533616564,20.1543,,2.4042802000000005,1.0,16.622583,16.622583,40.600235,2.3877357999999997,0.9993386999999999,0.9441915000000001,12.231342999999999,2.3888896,0.748,4.123105000000001,8.059594,,-930.95984,43,9.847005000000001,0.11,65.25005269050597,,11.71735
43,880,8.5429325,14.683501999999999,9.384054868593424,19.839077,,12.045895,1.0,16.622583,16.622583,41.674194,2.3157666,0.9993386999999999,0.94714075,12.147515,2.3157887,0.748,4.2426405,8.085135000000001,,-909.5088,44,9.822702,0.11,66.92879819869995,,11.723233
44,900,8.537974,14.661029000000001,9.374814844568274,19.548319,,11.071197,1.0,16.622583,16.622583,42.74075,2.2499957000000004,0.9993386999999999,0.9497943999999999,12.067302999999999,2.25,0.748,4.358898,8.10787,,-889.03345,45,9.805402,0.11,68.69896650314331,,11.707284
45,920,8.590516000000001,14.6390505,9.436309482662956,19.268093,,10.89908,1.0,16.622583,16.622583,43.726437,2.1159687000000003,0.9993386999999999,0.9505746999999999,11.991719999999999,2.1904755000000002,0.748,4.4720135,8.117019,,-869.45337,46,9.777797,0.11,70.86838984489441,,11.688360000000001
46,940,8.548866,14.617544,9.39048233941642,19.01959,,15.180679000000001,1.0,16.622583,16.622583,44.786148,2.1363301,0.9993386999999999,0.9528968000000001,11.9184675,2.1363647,0.748,4.5824666,8.137296000000001,,-850.6152,47,9.773372,0.11,72.55379009246826,,11.761374
47,960,8.499830000000001,14.596491,9.333862912526774,18.785692,,13.568167,1.0,16.622583,16.622583,45.840546,2.0869555,0.9993386999999999,0.95501137,11.847247,2.0869555,0.748,4.6903176,8.153628999999999,,-832.596,48,9.773441,0.11,74.505131483078,,11.797816000000001
48,980,8.528855,14.575871,9.36713083874749,18.568104,,14.506812,1.0,16.622583,16.622583,46.89028,2.041666,0.9993386999999999,0.9569445,11.779524,2.041666,0.748,4.795743,8.169767,,-815.2937,49,9.77748,0.11,76.41971087455751,,11.851983
49,1000,8.541707,14.555669,9.379809226594322,18.364470999999998,,9.996399,1.0,16.622583,16.622583,47.93593,1.9999895,0.9993386999999999,0.95871854,11.714768,2.0000009999999997,0.748,4.8988986,8.185091,,-798.77405,50,9.785042,0.11,78.37087416648866,,11.813824
50,1020,8.540914,14.535866,9.383412381175358,18.172867,,16.843283,1.0,16.622583,16.622583,48.977965999999995,1.9615307,0.9993386999999999,0.9603523000000002,11.652535,1.9615381999999997,0.748,4.999927,8.199171,,-782.7684,51,9.795736,0.11,80.14402055740356,,11.911458
51,1040,8.544851,14.516448,9.384827436190339,17.992325,,19.275791,1.0,16.622583,16.622583,50.016822999999995,1.9259188000000003,0.9993386999999999,0.96186197,11.592773,1.9259261000000003,0.748,5.098953,8.212328,,-767.3318,52,9.809235000000001,0.11,82.6687080860138,,12.052158
52,1060,8.524704,14.497399,9.366079990328231,17.820969,,14.359904,1.0,16.622583,16.622583,51.052837,1.8928568,0.9993386999999999,0.96326107,11.534884,1.8928587,0.748,5.196091,8.223803,,-752.5708,53,9.825239,0.11,84.15713572502136,,12.094832
53,1080,8.496108999999999,14.478707,9.329923537566,17.657695999999998,,15.565083,1.0,16.622583,16.622583,52.08631,1.8620701000000002,0.9993386999999999,0.96456134,11.478611,1.8620701000000002,0.748,5.291446700000001,8.233478999999999,,-738.33466,54,9.843492,0.11,85.75435280799866,,12.158277499999999
54,1100,8.501425999999999,14.460359,9.336618877302008,17.502968,,15.104747,1.0,16.622583,16.622583,53.1175,1.8333325,0.9993386999999999,0.96577275,11.42448,1.8333343,0.748,5.3851132,8.242669,,-724.6247,55,9.863767,0.11,87.58040618896484,,12.211076
55,1120,8.489903,14.44234,9.324225003115602,17.355522,,15.705864000000002,1.0,16.622583,16.622583,54.14663,1.8064506,0.9993386999999999,0.9669040999999999,11.372078,1.8064523000000001,0.748,5.4771776,8.250878,,-711.3939999999999,56,9.885863,0.11,89.90974664688109,,12.272752
56,1140,8.578444500000002,14.424641000000001,9.421009687921641,17.217628,,16.890696,1.0,16.622583,16.622583,55.172024,1.7793636000000002,0.9993386999999999,0.96793026,11.323067,1.7812516999999999,0.748,5.567720400000001,8.261046,,-698.60693,57,9.909266,0.11,91.46000719070436,,12.353074000000001
57,1160,8.5468445,14.407248499999998,9.388208931962184,17.085426000000002,,14.755807999999998,1.0,16.622583,16.622583,56.197669999999995,1.7575619999999998,0.9993386999999999,0.96892536,11.2752,1.7575772,0.748,5.656813,8.269906,,-686.2978,58,9.934510000000001,0.11,93.31372618675232,,12.393842999999999
58,1180,8.557134,14.390154,9.397404396967199,16.959454,,17.493622,1.0,16.622583,16.622583,57.22175,1.7352528999999999,0.9993386999999999,0.96986014,11.229131,1.735296,0.748,5.744524,8.278534,,-674.3598,59,9.961095,0.11,95.08180713653564,,12.479652999999999
59,1200,8.539889,14.373347,9.37703084448774,16.83847,,16.27035,1.0,16.622583,16.622583,58.244465000000005,1.7142843999999997,0.9993386999999999,0.9707411,11.184311,1.7142861,0.748,5.8309164,8.28617,,-662.8403,60,9.988904,0.11,97.03489923477171,,12.542236
60,1220,8.550642,14.356817000000001,9.390521301309187,16.722908,,10.24248,1.0,16.622583,16.622583,59.265873,1.6944141,0.9993386999999999,0.9715716999999999,11.141136,1.6944449000000001,0.748,5.9160466,8.293672,,-651.7975,61,10.0178175,0.11,98.95956301689148,,12.503967999999999
61,1240,8.550971,14.340557,9.392933666387963,16.612099,,11.0219,1.0,16.622583,16.622583,60.286087,1.6756369999999998,0.9993386999999999,0.97235626,11.0993595,1.675677,0.748,5.999969,8.300763,,-641.0985,62,10.047733000000001,0.11,100.9468023777008,,12.479522
62,1260,8.490867,14.324556,9.325830949569248,16.504147,,18.048614999999998,1.0,16.622583,16.622583,61.305252,1.6578945999999999,0.9993386999999999,0.97309923,11.057955,1.6578962,0.748,6.082733599999999,8.3059,,-630.62787,63,10.078569,0.11,102.45353174209595,,12.567404
63,1280,8.4779415,14.308807999999999,9.312396454947985,16.40009,,14.6732855,1.0,16.622583,16.622583,62.323418000000004,1.6410253000000001,0.9993386999999999,0.9738034,11.017642,1.641027,0.748,6.1643867,8.310435,,-620.5373,64,10.110238,0.11,104.73220992088318,,12.599813000000001
64,1300,8.563143,14.293304000000001,9.401882881150154,16.302104999999997,,8.268767,1.0,16.622583,16.622583,63.340466000000006,1.6248065,0.9993386999999999,0.9744687,10.979880999999999,1.6250002000000001,0.748,6.244972,8.316842,,-610.8559,65,10.142633,0.11,107.13525533676149,,12.532708999999999
65,1320,8.5793915,14.278037,9.422033055016806,16.20779,,11.816908,1.0,16.622583,16.622583,64.35396,1.6068758,0.9993386999999999,0.97506,10.943508999999999,1.6097562,0.748,6.3245309999999995,8.322975999999999,,-601.4143,66,10.175293,0.11,109.211345911026,,12.521411
66,1340,8.5112095,14.262998999999999,9.347591350839783,16.11563,,17.184757,1.0,16.622583,16.622583,65.36966,1.5952393999999999,0.9993386999999999,0.9756665999999999,10.907207000000001,1.5952393999999999,0.748,6.403101,8.327567,,-592.1745,67,10.209063,0.11,111.41677403450012,,12.590578
67,1360,8.482249000000001,14.248184,9.31401508154816,16.02605,,16.400766,1.0,16.622583,16.622583,66.3846,1.5813948,0.9993386999999999,0.9762440999999998,10.871544,1.5813963,0.748,6.480719000000001,8.3312645,,-583.2181400000001,68,10.2434,0.11,113.80493402481079,,12.646193499999999
68,1380,8.543502,14.233585,9.382459837362012,15.940966,,16.606785000000002,1.0,16.622583,16.622583,67.39886,1.5681788,0.9993386999999999,0.9767950000000001,10.837805,1.5681832,0.748,6.5574183,8.336182,,-574.51843,69,10.278261,0.11,115.93429732322693,,12.703192
69,1400,8.489258,14.219195999999998,9.322872533715078,15.85754,,16.166622,1.0,16.622583,16.622583,68.412476,1.5555537,0.9993386999999999,0.9773210999999999,10.804255,1.5555568000000002,0.748,6.633230999999999,8.339673,,-566.0738,70,10.313597999999999,0.11,118.99730110168457,,12.752285
70,1420,8.54802,14.205010999999999,9.386227418682306,15.778147,,9.584628,1.0,16.622583,16.622583,69.42545,1.543466,0.9993386999999999,0.97782326,10.772476,1.5434792,0.748,6.7081857000000005,8.344281,,-557.95984,71,10.349363,0.11,121.53329610824585,,12.707299
71,1440,8.549341,14.191026,9.388498491383864,15.70134,,17.62358,1.0,16.622583,16.622583,70.43791,1.5319104,0.9993386999999999,0.9783043,10.741599,1.5319163,0.748,6.782313,8.348722,,-549.9597,72,10.3855295,0.11,123.61000609397888,,12.775226
72,1460,8.542653999999999,14.177232,9.380860199001544,15.62681,,14.654951,1.0,16.622583,16.622583,71.4498,1.5208298999999998,0.9993386999999999,0.97876436,10.711477,1.5208343,0.748,6.855638000000001,8.352834,,-542.2195,73,10.4220495,0.11,125.96985292434692,,12.800631
73,1480,8.484997,14.163626999999998,9.321391145417808,15.553405999999999,,15.495839000000002,1.0,16.622583,16.622583,72.46123,1.5102041000000002,0.9993386999999999,0.9792058000000001,10.681389999999999,1.5102055,0.748,6.928187400000001,8.355599,,-534.67725,74,10.458901,0.11,128.18429183959958,,12.836721
74,1500,8.500132,14.150204,9.336416197452387,15.482535999999998,,17.771292000000003,1.0,16.622583,16.622583,73.4722,1.5000014,0.9993386999999999,0.97962934,10.652307,1.5000014,0.748,6.999985000000001,8.358557000000001,,-527.30585,75,10.496051,0.11,130.30106592178342,,12.902197
75,1520,8.524883,14.136957999999998,9.36334710512686,15.414254999999999,,12.238479,1.0,16.622583,16.622583,74.48273,1.4901959999999999,0.9993386999999999,0.9800359000000001,10.624313,1.4901973999999998,0.748,7.0710545,8.361877,,-520.20135,76,10.533468,0.11,132.34062600135806,,12.893155
76,1540,8.521085000000001,14.123885999999999,9.361543894868095,15.347891,,19.76135,1.0,16.622583,16.622583,75.49283,1.4807709999999998,0.9993386999999999,0.9804264000000001,10.596998,1.4807709999999998,0.748,7.141414999999999,8.364996000000001,,-513.1837,77,10.57113,0.11,134.61473989486694,,12.982055
77,1560,8.527047999999999,14.110983,9.366875711909666,15.283532000000001,,12.10792,1.0,16.622583,16.622583,76.50254,1.4716973,0.9993386999999999,0.9808018000000001,10.570461,1.4716988000000002,0.748,7.211089,8.368107,,-506.44427,78,10.609014,0.11,136.86599349975586,,12.970561
78,1580,8.521949000000001,14.098244000000001,9.358767467812973,15.2208805,,12.638927,1.0,16.622583,16.622583,77.51191,1.4629626,0.9993386999999999,0.9811634,10.544531,1.462964,0.748,7.280097500000001,8.371007,,-499.86877000000004,79,10.647098,0.11,139.468754529953,,12.966084500000001
79,1600,8.5172205,14.085664999999999,9.35267204570478,15.159864,,16.199533,1.0,16.622583,16.622583,78.520905,1.4545447,0.9993386999999999,0.9815113000000001,10.51919,1.4545473999999998,0.748,7.348457300000001,8.373713,,-493.41324000000003,80,10.685359,0.11,142.01754379272458,,13.006233
80,1620,8.547608,14.073242,9.388533853821064,15.101041,,19.871733,1.0,16.622583,16.622583,79.52959,1.4464247,0.9993386999999999,0.98184675,10.494849,1.4464303,0.748,7.416187299999999,8.376864,,-487.07187000000005,81,10.723783500000001,0.11,144.90728092193604,,13.090733
81,1640,8.509411,14.060972,9.346866026959963,15.0431,,17.255274,1.0,16.622583,16.622583,80.537964,1.4385972,0.9993386999999999,0.9821703000000002,10.470636,1.4385972,0.748,7.4833039999999995,8.379232,,-480.9171,82,10.762354,0.11,146.74963569641113,,13.141267000000001
82,1660,8.52554,14.048851,9.362334918804127,14.986951999999999,,15.060138,1.0,16.622583,16.622583,81.54607,1.4310343,0.9993386999999999,0.98248273,10.447201,1.4310358,0.748,7.549824,8.381798,,-474.93712999999997,83,10.801055,0.11,148.62331819534305,,13.164142000000002
83,1680,8.532536,14.036875,9.373217707193456,14.932355,,18.64859,1.0,16.622583,16.622583,82.55385,1.4237285,0.9993386999999999,0.9827839,10.424408,1.4237312,0.748,7.615763,8.38439,,-469.05692,84,10.839866,0.11,151.24445128440857,,13.229196
84,1700,8.503725,14.025041,9.33873266962569,14.878651999999999,,17.11968,1.0,16.622583,16.622583,83.56139,1.4166666,0.9993386999999999,0.9830752,10.401811,1.4166678999999998,0.748,7.681136,8.3864155,,-463.3331,85,10.87878,0.11,153.72478961944583,,13.274735
85,1720,8.493508,14.013344,9.328050442484995,14.826114000000002,,17.473817999999998,1.0,16.622583,16.622583,84.56868,1.409836,0.9993386999999999,0.9833566999999999,10.379621499999999,1.4098375,0.748,7.745957400000001,8.388207000000001,,-457.7383,86,10.917783,0.11,156.35654473304746,,13.3233385
86,1740,8.506594,14.001782999999998,9.342062479059637,14.775068,,14.938894,1.0,16.622583,16.622583,85.57573000000001,1.4032258,0.9993386999999999,0.98362905,10.358092,1.4032271,0.748,7.810240299999999,8.39015,,-452.30136,87,10.956862,0.11,158.9281170368195,,13.341692000000002
87,1760,8.544209,13.990355,9.383614053191893,14.725845000000001,,20.083358999999998,1.0,16.622583,16.622583,86.582565,1.3968223,0.9993386999999999,0.9838928,10.337480000000001,1.3968277,0.748,7.873999,8.392628,,-446.92957,88,10.996008999999999,0.11,161.24446415901184,,13.418092000000001
88,1780,8.502321,13.979054999999999,9.338393543343157,14.677126000000001,,17.513393,1.0,16.622583,16.622583,87.58919,1.3906258,0.9993386999999999,0.9841482,10.31686,1.3906258,0.748,7.937247,8.394374000000001,,-441.7074,89,11.035211,0.11,163.90014433860782,,13.463901500000002
89,1800,8.526437,13.967882000000001,9.364693088189052,14.629909,,17.658419,1.0,16.622583,16.622583,88.59558,1.3846152,0.9993386999999999,0.9843953000000001,10.296967500000001,1.3846178,0.748,7.9999924,8.396434,,-436.59972999999997,90,11.074458,0.11,166.77594089508057,,13.510307999999998
90,1820,8.547937,13.956832,9.389451909921776,14.584095999999999,,16.873192,1.0,16.622583,16.622583,89.60178,1.3787831,0.9993386999999999,0.984635,10.277747,1.3787897,0.748,8.06225,8.398757000000002,,-431.61298,91,11.113744,0.11,169.69730496406558,,13.547070499999998
91,1840,8.543307,13.945903,9.382782840434556,14.539242000000002,,18.418892,1.0,16.622583,16.622583,90.60781,1.3731327,0.9993386999999999,0.9848674999999999,10.258894,1.3731353000000002,0.748,8.124032000000001,8.400941,,-426.71786,92,11.15306,0.11,172.61780858039856,,13.599836999999999
92,1860,8.558261,13.935092000000001,9.400747725317618,14.495598000000001,,19.575907,1.0,16.622583,16.622583,91.61362,1.3676255,0.9993386999999999,0.98509264,10.240608,1.367649,0.748,8.185346000000001,8.403277000000001,,-421.91562000000005,93,11.192394,0.11,177.1027979850769,,13.663913
93,1880,8.512880000000001,13.9243965,9.350817821470956,14.45225,,16.154020000000003,1.0,16.622583,16.622583,92.61929,1.3623196000000002,0.9993386999999999,0.9853116,10.222228,1.3623196000000002,0.748,8.246203999999999,8.404892,,-417.25198,94,11.231749,0.11,181.21006321907043,,13.690226000000001
