,IWMean,IWMax,LQGmu01,IWLastEpisode,LQGmu1,ReturnAbsMax,DenMISELogLast,MISE,ReturnMean,Bound,target_sum_log_mean,ReturnStepMax,DenMISEMeanLog,ReturnLastEpisode,SqrtESSClassic,LQGsigma,ReturnMin,TimeElapsed,DenMISELogFirst,IWFirstEpisode,IWMin,IWNorm2,TimestepsSoFar,URet,ReturnMax,Iteration,IWNorm1
0,1.147175,1.147175,-0.01,1.147175,-0.103,15.058442000000001,18.60218,17.274668,15.058442000000001,62.449996999999996,18.739483,0.9625284,18.60218,15.058442000000001,1.0,0.11,,0.5668983459472656,18.60218,1.147175,,1.147175,20,16.687925283112616,15.058442000000001,1,1.147175
1,1.1705409,1.1756636999999999,-0.011,1.1756636999999999,-0.109,15.841189000000002,21.235626,18.086647,15.449816,51.691204,20.111862,0.9961013000000001,19.954407,15.841189000000002,1.4142001,0.11,,17.804196119308468,18.673187,1.1654181000000001,,1.6554106,40,17.539857673397375,15.841189000000002,2,2.3410819
2,1.0203891999999999,1.1082341999999998,-0.011,0.8536633,-0.107,15.957538000000001,21.505013,15.908131,15.619057000000002,43.731438,20.5212,0.9978520000000001,20.508135,15.957538000000001,1.7205939,0.11,,18.745089292526245,18.726860000000002,1.1082341999999998,,1.7791343000000002,60,17.670031687704057,15.957538000000001,3,3.0611677000000004
3,7.489737599999999e-26,2.995895e-25,-0.033,2.995895e-25,-0.32,16.232129999999998,18.61531,1.2157438999999999e-24,15.772325,24.348194,-62.529102,0.99989426,20.038414000000003,16.232129999999998,2.0,0.11,,19.561794757843014,18.75356,,,2e-10,80,17.964744864537238,16.232129999999998,4,4e-10
4,1.2998693000000001,6.4993463,-0.032,6.4993463,-0.311,16.723064,-0.41004002,21.737797,15.962473000000001,71.90699000000001,-45.498756,0.99989426,15.770207999999998,16.723064,1.0,0.11,,20.01425290107727,18.530414999999998,,,6.4993463,100,18.489255550976342,16.723064,5,6.4993463
5,0.97361714,4.677366,-0.03,1.1643373,-0.296,16.98998,15.87914,16.333658,16.133724,58.389984,-29.047302000000002,0.99989426,15.775238,16.98998,1.2119447,0.11,,21.02754163742065,18.348093,,,4.820107,120,18.7657514310803,16.98998,6,5.841703
6,0.08596132,0.57325727,-0.023,0.02761149,-0.223,16.98998,18.556245999999998,1.4383781999999998,16.247206,50.052933,-2.4144337000000005,0.99989426,16.14807,16.928106,1.0484502,0.11,,21.7477126121521,18.193943,1.515509e-17,,0.5739225,140,18.701865698819823,16.98998,7,0.6017292
7,0.7872325,4.3273416,-0.025,4.3273416,-0.243,16.98998,11.1992235,13.171695000000001,16.30698,51.01404,-4.4678062999999995,0.99989426,15.422972,16.725395000000002,1.3469023,0.11,,22.483426094055176,18.060411,9.187621999999999e-23,,4.675811,160,18.48321938771182,16.98998,8,6.29786
8,1.1857761999999998,5.2561812,-0.023,4.5455760000000005,-0.229,16.98998,18.400614,19.828468,16.352287,53.241066000000004,0.83907765,0.99989426,15.722151,16.714745999999998,1.5254709,0.11,,23.61871433258057,17.942629,6.399148e-19,,6.9958634,180,18.477412511616734,16.98998,9,10.671986
9,0.56455266,3.65046,-0.021,0.31072113,-0.206,17.044603,13.07617,9.4507,16.42152,45.484158,5.0829059999999995,0.99991125,15.458898999999999,17.044603,1.4190648000000001,0.11,,24.94413185119629,17.837269,3.9889454e-13,,3.9783435,200,18.82104324955195,17.044603,10,5.6455269999999995
10,1.0099391,7.859572999999999,-0.02,7.859572999999999,-0.198,17.044603,15.86015,16.786104,16.435270000000003,54.551773,6.971652499999999,0.9999701999999999,15.454120000000001,16.572779,1.353976,0.11,,25.88954424858093,17.741959,3.3681807e-11,,8.2049675,220,18.32742062453229,17.044603,11,11.109328999999999
11,1.0028012,5.0609364999999995,-0.02,4.0354767,-0.197,17.044603,16.910707000000002,16.716984,16.460905,45.620415,7.9734305999999995,0.9999701999999999,15.563580499999999,16.74288,1.7691259,0.11,,27.06788325309753,17.654947,5.496603000000001e-11,,6.802011,240,18.507429629749602,17.044603,12,12.033614
12,0.9650818999999999,4.6660185,-0.028,0.25375465,-0.269,17.044603,10.555792,16.286243,16.485838,43.027344,-1.4130023,0.9999701999999999,15.171612,16.785045999999998,1.9121805,0.11,,27.95945692062378,17.574903,2.9680067999999998e-30,,6.5611296,260,18.548685484478472,17.044603,13,12.546064
13,0.9545145,3.936983,-0.02,0.21659562,-0.2,17.044603,14.110497,15.942132999999998,16.517060999999998,39.76809,8.351113,0.9999701999999999,15.088377,16.92296,2.1461391,0.11,,29.13396549224853,17.500795,1.3868092000000002e-11,,6.226625,280,18.695450723390394,17.044603,14,13.363203
14,1.7188138e-34,2.5777499999999997e-33,0.007,,0.067,17.044603,17.570145,2.7428126e-33,16.531612,13.202692,-108.46711,0.9999701999999999,15.247345000000001,16.735323,3.8729835,0.11,,30.426115036010746,17.431803,,,3.8729833e-10,300,18.492960301343068,17.044603,15,1.5e-09
15,1.4773003999999998,23.636806,0.006,23.636806,0.065,17.044603,-9.2791195,13.741469,16.079746,64.87528,-100.14871,0.9999701999999999,13.653935,9.3017435,1.0,0.11,,32.08828687667847,17.367264000000002,,,23.636806,320,10.196718430949485,17.044603,16,23.636806
