,ReturnMax,MISE,ReturnAbsMax,IWMean,Bound,Iteration,ReturnStepMax,LQGmu01,ReturnLastEpisode,SqrtESSClassic,IWMin,DenMISELogLast,IWMax,target_sum_log_mean,DenMISELogFirst,TimeElapsed,IWNorm1,IWFirstEpisode,ReturnMean,IWLastEpisode,IWNorm2,LQGmu1,LQGsigma,URet,ReturnMin,DenMISEMeanLog,TimestepsSoFar
0,15.644507999999998,15.659973,15.644507999999998,1.0009885,46.94899,1,0.99262077,-0.01,15.644507999999998,1.0,,17.102016,1.0009885,17.103004000000002,17.102016,0.6764543056488037,1.0009885,1.0009885,15.644507999999998,1.0009885,1.0009885,-0.099,0.11,17.332240856619553,,17.102016,20
1,15.644507999999998,15.724207,15.644507999999998,1.0126127,37.85087,2,0.9973267,-0.01,15.415267000000002,1.4140866,,10.48916,1.0261805,13.808279,17.102510000000002,20.460684061050415,2.0252254,0.9990449,15.529888,1.0261805,1.4321792,-0.099,0.11,17.090341186850054,,13.7958355,40
2,15.891483,20.567636,15.891483,1.3035535,43.152325,3,0.9973267,-0.011,15.891483,1.4072794,,10.730665,2.621211,12.79734,17.102192000000002,21.518685340881348,3.9106605000000005,0.74494207,15.65042,2.621211,2.7788801,-0.109,0.11,17.59934870685582,,12.776900999999999,60
3,15.891483,23.174677,15.891483,1.4655843000000002,44.220158000000005,4,0.99754506,-0.012,15.759523000000002,1.510204,,16.190695,2.9529781,13.346382,17.036304,22.440864086151123,5.862337,0.2698732,15.677695000000002,2.5013009999999998,3.881818,-0.121,0.11,17.457364149253475,,13.668718,80
4,15.891483,11.798639,15.891483,0.7454421999999999,30.369944,5,0.9995101000000001,-0.014,15.816574,1.7114019,,19.476902,1.5947375,13.451553,16.87845,23.940068006515503,3.727211,0.038372576,15.705472,0.91643417,2.17787,-0.134,0.11,17.523871626339464,,14.879407,100
5,16.189875,1.5354473e-18,16.189875,9.887962599999999e-20,13.218978,6,0.99975574,0.001,16.189875,2.4494896,,16.553843,3.0039377000000004e-19,-35.410114,16.703773,25.245408058166504,6e-10,2.928436e-19,15.786204000000001,9.929891399999999e-26,2.4494897999999997e-10,0.014,0.11,17.91723235414018,,15.117332999999999,120
6,16.189875,18.272234,16.189875,1.9561167000000002,50.651984999999996,7,0.99975574,0.002,9.341076,1.0,,7.671319500000001,13.692817000000002,-32.13355,16.549623,26.53656840324402,13.692817000000002,9.1085195e-21,14.865472,13.692817000000002,13.692817000000002,0.019,0.11,10.246804549981457,,13.921488,140
7,16.189875,4.8848867,16.189875,0.5228970000000001,36.722538,8,0.99975574,0.003,9.393877999999999,1.0170270000000001,,14.122057999999999,4.112535,-32.637558,16.416092000000003,27.583048582077023,4.1831760000000004,5.2704124e-24,14.181522,0.070640996,4.1131415,0.028,0.11,10.311081652357556,,13.965204,160
8,16.189875,9.103453,16.189875,0.9698200000000001,40.258614,9,0.99975574,0.0,9.161774000000001,1.0393059999999998,,19.998047,8.394156,-14.020741000000001,16.29831,28.98391628265381,8.72838,5.477102999999999e-16,13.623773000000002,0.24881810000000001,8.398277,0.004,0.11,10.064108786317217,,14.577889,180
9,16.189875,4.6905525e-06,16.189875,4.2859475000000003e-07,25.023229999999998,10,0.99975574,-0.003,9.653733,1.2939878999999999,,5.9473195,3.2287255e-06,-7.871442,16.192947,29.82831645011902,4.286947e-06,2.7023964000000003e-07,13.226770000000002,3.2287255e-06,3.312973e-06,-0.029,0.11,10.599677319020454,,13.689570000000002,200
10,16.189875,13.309662,16.189875,1.0429576999999999,45.689316,11,0.99975574,-0.003,12.761469,1.000003,,14.959748999999999,11.4725,-5.326691599999999,16.097637,31.07785153388977,11.472534,7.919046400000001e-08,13.184469,11.4725,11.4725,-0.027,0.11,14.147529331981726,,13.718395999999998,220
11,16.189875,20.898239999999998,16.189875,1.3148924,36.114309999999996,12,0.99975574,-0.012,12.176706,2.1279964,,12.734492999999999,3.8850274,-65.20373000000001,16.010626000000002,32.44212555885315,15.778709,0.6925727,13.100489999999999,1.4299676e-28,7.4148197,-0.122,0.11,13.494936062067568,,13.616178,240
12,16.189875,19.61449,16.189875,1.2335943,33.187332,13,0.99975574,-0.012,15.978122,2.3856282,,10.572003,3.1709093999999998,-58.93018000000001,15.986694,33.933190107345574,16.036726,0.74242854,13.321845000000001,2.7600276000000004,6.7222238,-0.121,0.11,17.700388426045052,,13.397022,260
13,16.189875,2.1516246e-15,16.189875,1.3289947e-16,8.6538515,14,0.99975574,-0.03,15.547228,3.7416572999999995,,15.757959,1.8605295e-15,-248.91801,15.968125,35.236523866653435,1.4000019e-09,2.0029794e-33,13.480801999999999,2.3883357999999995e-32,3.7416625e-10,-0.29,0.11,17.22843100206383,,13.576645999999998,280
14,16.72073,25.863392,16.72073,1.546786,59.30485,15,0.9999669,-0.029,16.72073,1.0,,3.9380387999999997,23.20179,-225.81139,15.899132,36.31787776947022,23.20179,8.986912e-32,13.696795999999999,23.20179,23.20179,-0.285,0.11,18.484393830671006,,12.869678500000001,300
15,16.955692000000003,24.924114000000003,16.955692000000003,1.4853433,51.682068,16,0.9999669,-0.028,16.955692000000003,1.2673385,,10.89074,17.766998,-202.0311,15.834594000000001,37.54388070106506,23.765493,2.7155159999999996e-29,13.900476999999999,5.998495,18.752285,-0.275,0.11,18.72540588855411,,12.743917,320
16,16.955692000000003,28.936264,16.955692000000003,1.7237518,50.7495,17,0.9999669,-0.027,16.824182999999998,1.5546242000000001,,12.395004,14.795986,-181.00533000000001,15.773969000000001,39.447770118713386,29.30378,6.362828399999999e-27,14.072460000000001,11.199891000000001,18.849429999999998,-0.267,0.11,18.5876534234996,,12.728997999999999,340
17,16.955692000000003,30.179457,16.955692000000003,1.7992782999999999,49.777344,18,0.9999669,-0.026,16.773357,1.7303592,,15.903592999999999,14.5372095,-158.80188,15.71681,40.9595582485199,32.38701,1.0557912400000001e-23,14.22251,6.8870163,18.716928,-0.254,0.11,18.54109444576481,,12.92416,360
18,16.955692000000003,26.508692,16.955692000000003,1.5774441000000001,43.107929999999996,19,0.99998593,-0.026,16.885379999999998,2.0429482,,13.715388,9.14051,-147.81833,15.662744,42.05403327941895,29.971436999999998,3.7478914e-23,14.362661,7.573789,14.670678,-0.252,0.11,18.654062491975566,,12.989251,380
19,16.955692000000003,5.388905000000001e-16,16.955692000000003,3.195051e-17,7.5828169999999995,20,0.99998593,-0.072,16.854785999999997,4.4721355,,13.893203,3.2460542e-16,-338.79062000000005,15.61145,43.69511771202088,2.0000006e-09,,14.487267999999998,3.3971636e-18,4.4721377000000004e-10,-0.618,0.11,18.625036714864105,,13.052752499999999,400
20,17.089754,25.430258,17.089754,1.4880412,59.609764,21,0.99998593,-0.079,17.089754,1.0,,3.2841008,31.248863,-335.70337,15.562660000000001,45.3614752292633,31.248863,,14.611195,31.248863,31.248863,-0.662,0.11,18.86516411479478,,12.541115,420
21,17.17973,17.680443,17.17973,1.032051,42.044556,22,0.99998593,-0.077,17.17973,1.4102489,,14.18205,12.204426,-315.00076,15.51614,46.8165225982666,22.70512,,14.727947,10.500694000000001,16.10008,-0.646,0.11,18.960527804668487,,12.612726,440
22,17.212818,16.38158,17.212818,0.9534993,41.985527000000005,23,0.99998593,-0.09,17.212818,1.344544,,14.263164499999998,15.329137,-320.29276,15.471688,48.20201635360718,21.930485,,14.835985,15.329137,16.310722,-0.719,0.11,18.995316419055158,,12.678121,460
23,17.212818,2.4378323999999997e-13,17.212818,1.4200309999999998e-14,7.0271053,24,0.99998593,-0.265,17.167460000000002,4.898978,,13.254786,3.4080686e-13,-421.04712,15.429129000000001,49.40892791748047,2.4003408e-09,,14.933129000000001,3.4080686e-13,4.899676e-10,-0.991,0.11,18.948102866682817,,12.693535,480
24,17.212818,14.570808,17.212818,0.85882246,48.996445,25,0.99999404,-0.256,16.96603,1.0,,13.911013,21.470562,-400.26266,15.388307000000001,50.71826410293579,21.470562,,15.014446,21.470562,21.470562,-0.989,0.11,18.720713034461237,,12.703046,500
25,17.212818,25.61635,17.212818,1.5069003,53.328068,26,0.99999404,-0.249,17.009209,1.2422773,,8.963152000000001,30.247003999999997,-381.4629,15.349085999999998,52.52238130569458,39.17941,,15.091167,30.247003999999997,31.538376,-0.988,0.11,18.775799738487393,,12.545335000000001,520
26,17.212818,28.869545000000002,17.212818,1.6991961,51.54322,27,0.99999404,-0.239,16.970661,1.5183088,,13.231632000000001,23.615795000000002,-363.09862999999996,15.311345000000001,54.301636695861816,45.878296,,15.160778,18.463860999999998,30.21671,-0.985,0.11,18.735845686640012,,12.57393,540
27,17.212818,22.116923999999997,17.212818,1.3011897,40.254013,28,0.99999404,-0.241,17.025973999999998,1.8980793999999999,,9.110103,11.917606,-350.5351,15.274977999999999,56.16892719268799,36.43331,,15.227392000000002,9.687375,19.19483,-0.986,0.11,18.792882008847663,,12.460907,560
28,17.212818,29.394926,17.212818,1.7348227999999999,47.338463,29,0.99999404,-0.234,16.864506,1.9185535,,10.600432000000001,20.454126000000002,-335.37064,15.239885999999998,58.1755805015564,50.30986,,15.283845000000001,20.454126000000002,26.222809,-0.983,0.11,18.625481019323924,,12.401234,580
29,17.212818,30.949934000000002,17.212818,1.8271109,49.103012,30,0.99999404,-0.226,17.00307,1.8964077000000001,,14.387489000000002,24.62185,-320.43015,15.205985,59.992056369781494,54.813328000000006,,15.341152,7.9995080000000005,28.903767,-0.98,0.11,18.767331751385537,,12.482389,600
30,17.212818,13.508676999999999,17.212818,0.7992997,41.137764000000004,31,0.99999404,-0.194,17.119837,1.2459927,,14.558074,19.700392,-297.75467000000003,15.173195000000002,61.900837898254395,24.778292,,15.398529000000002,1.6893156000000003,19.886387,-0.962,0.11,18.893712061864107,,12.565914,620
31,17.212818,28.567276,17.212818,1.6733694,57.636414,32,0.99999404,-0.186,17.105669,1.1842675,,11.502727,44.647385,-284.90274,15.141445999999998,63.50781416893005,53.547819999999994,,15.451878,44.647385,45.215984000000006,-0.955,0.11,18.882572697100464,,12.522309,640
32,17.212818,15.578945999999998,17.212818,0.91108936,47.511913,33,0.9999945,-0.171,17.100582,1.0780594,,13.302748999999999,27.846302,-269.77002000000005,15.110675,65.50024700164795,30.065948,,15.501838000000001,1.3480155,27.888952000000003,-0.938,0.11,18.876255219716924,,12.550355,660
33,17.212818,16.524904,17.212818,0.9658346999999999,37.609688,34,0.9999949,-0.177,17.151903,1.6327242,,17.319292,14.517419,-263.49854,15.080822,66.81567096710205,32.83838,,15.550367999999999,13.568745999999999,20.11263,-0.945,0.11,18.930778511604192,,12.681585,680
34,17.212818,23.654272,17.212818,1.390052,36.188164,35,0.9999949,-0.228,17.148287,2.7466042,,11.780398,7.6235156,-273.43442000000005,15.051834,68.76373124122621,48.651817,,15.596024,0.57340676,17.713444,-0.981,0.11,18.92628834340045,,12.651311,700
35,17.212818,24.402588,17.212818,1.4337412,36.264225,36,0.9999949,-0.22,17.062160000000002,2.9022669999999997,,14.868835999999998,9.028774,-262.5803,15.023663500000001,70.71200680732726,51.614684999999994,,15.636751,6.5573315999999995,17.784266,-0.977,0.11,18.831852256589254,,12.720976,720
36,17.212818,19.431885,17.212818,1.1415448000000001,30.648613,37,0.9999949,-0.23,17.04273,3.0691333,,9.742341,5.5099335,-258.63802999999996,14.996264000000002,72.7817316055298,42.237159999999996,,15.67475,3.3319285000000005,13.761918,-0.982,0.11,18.809410821232646,,12.649628,740
37,17.212818,23.824379999999998,17.212818,1.3968585,36.139133,38,0.9999949,-0.197,16.861735999999997,2.7954793,,18.912117000000002,9.998851,-240.81952,14.969596,74.44071245193481,53.080619999999996,,15.705987,0.10213812,18.988022,-0.964,0.11,18.61087073916229,,12.816828,760
