,IWNorm1,target_sum_log_mean,ReturnLastEpisode,LQGsigma,DenMISELogLast,IWLastEpisode,TimeElapsed,Bound,ReturnMax,ReturnMean,IWMean,Iteration,IWNorm2,ReturnStepMax,ReturnMin,MISE,DenMISEMeanLog,IWFirstEpisode,TimestepsSoFar,IWMax,DenMISELogFirst,LQGmu1,LQGmu01,SqrtESSClassic,URet,IWMin,ReturnAbsMax
0,1e-10,-1081.2155,15.807039999999999,0.11,13.511501,,0.1277754306793213,31.614079999999998,15.807039999999999,15.807039999999999,,1,1e-10,0.99233466,,,13.511501,,20,,13.511501,1.0,0.587,1.0,17.497854397219367,,15.807039999999999
1,2e-10,-567.1662,8.608342,0.11,-9.903487,1.7086695e-19,4.1885154247283936,22.35453,15.807039999999999,12.207691,8.5433475e-20,2,1.4142136e-10,0.99233466,,7.3544059999999995e-19,1.4574337,,40,1.7086695e-19,12.818355,1.0,0.587,1.4142135,9.444017119258,,15.807039999999999
2,1.5,-373.34592000000004,8.519454,0.11,13.889163,1.5,4.278852939605713,35.873806,15.807039999999999,10.978278999999999,0.5,3,1.5,0.99233466,,4.259727,5.331033000000001,,60,1.5,12.4128895,1.0,0.587,1.0,9.357533310929476,,15.807039999999999
3,2.6666665000000003,-275.9769,8.514177,0.11,15.842417999999999,1.333334,4.403281211853027,28.032408,15.807039999999999,10.362252999999999,0.6666666,4,1.885618,0.99233466,,5.677877,7.844484,,80,1.333334,12.125207000000001,1.0,0.587,1.4142135,9.349345311296524,,15.807039999999999
4,3.75,-218.73734,8.4897,0.11,9.997811,1.25,4.467205047607422,24.633229999999998,15.807039999999999,9.987743,0.75,5,2.1650636000000003,0.99233466,,6.380833,8.211707,,100,1.25,11.902063,1.0,0.587,1.7320508000000001,9.320908297065099,,15.807039999999999
5,4.8,-179.20893999999998,8.519156,0.11,18.250675,1.2,4.519503831863403,22.61554,15.807039999999999,9.742977999999999,0.8,6,2.4,0.99233466,,6.8084983999999995,9.844505999999999,,120,1.2,11.719742,1.0,0.587,2.0,9.360986810277963,,15.807039999999999
6,5.833334,-151.767,8.508499,0.11,12.730482,1.166667,4.6334755420684814,21.230078,15.807039999999999,9.566625,0.83333343,7,2.6087463,0.99233466,,7.091831699999999,10.228843,,140,1.166667,11.565591,1.0,0.587,2.236068,9.342529711258434,,15.807039999999999
7,6.857144,-130.90764,8.5366,0.11,14.974279999999998,1.1428573,4.700019598007202,20.204622,15.807039999999999,9.437872,0.857143,8,2.7994173,0.99233466,,7.2982283,10.801525999999999,,160,1.1428573,11.43206,1.0,0.587,2.4494898,9.374537785161252,,15.807039999999999
8,7.8749975999999995,-114.94358999999999,8.513926,0.11,12.651157000000001,1.1249995000000002,4.78870153427124,19.399187,15.807039999999999,9.33521,0.87499976,9,2.9764692999999998,0.99233466,,7.4501867,10.991367,,180,1.1250006000000001,11.314277,1.0,0.587,2.6457512000000003,9.347410026813852,,15.807039999999999
9,8.888885499999999,-102.02486,8.611085000000001,0.11,14.138475,1.1111106000000002,4.863375186920166,18.756439999999998,15.807039999999999,9.262797,0.88888854,10,3.1426957000000004,0.99233466,,7.579175,11.293700999999999,,200,1.1111116,11.208917,1.0,0.587,2.828427,9.457765322130069,,15.807039999999999
10,9.9,-90.847946,8.545993,0.11,20.825745,1.1,5.008018493652344,18.213886,15.807039999999999,9.197633999999999,0.9,11,3.3,0.99233466,,7.675859,12.150229,,220,1.1,11.113605999999999,1.0,0.587,3.0,9.38625892358411,,15.807039999999999
11,10.909089999999999,-81.94648000000001,8.538658,0.11,15.882651999999998,1.090909,5.174485206604004,17.751545,15.807039999999999,9.142719,0.9090908000000001,12,3.449757,0.99233466,,7.754295,12.452988000000001,,240,1.090909,11.026595,1.0,0.587,3.1622777,9.379479220727518,,15.807039999999999
12,11.916664,-74.157166,8.524119,0.11,19.234545,1.0833324,5.28702974319458,17.35045,15.807039999999999,9.095135,0.91666645,13,3.5930092000000005,0.99233466,,7.8184457,12.967692,,260,1.0833335,10.946552,1.0,0.587,3.3166248999999994,9.360806005529788,,15.807039999999999
13,12.923079,-67.683334,8.470346000000001,0.11,16.402418,1.0769233,5.373932123184204,16.994792999999998,15.807039999999999,9.050507000000001,0.92307705,14,3.7305714999999995,0.99233466,,7.8685946,13.207106,,280,1.0769233,10.872444,1.0,0.587,3.4641016000000002,9.301084130393486,,15.807039999999999
14,13.928567999999999,-62.73497,8.524075999999999,0.11,6.4731793,1.0714288,5.472851753234863,16.68358,15.807039999999999,9.015411,0.92857116,15,3.8630898,0.99233466,,7.915412,12.753071,,300,1.0714288,10.803452,1.0,0.587,3.6055512000000003,9.356480528754362,,15.807039999999999
15,14.933338000000001,-57.778071999999995,8.540718,0.11,16.510809,1.0666671,5.644160985946655,16.406319,15.807039999999999,8.985743,0.93333364,16,3.9911022000000003,0.99233466,,7.957103,12.98348,,320,1.0666671,10.738913,1.0,0.587,3.7416577000000006,9.37736215181045,,15.807039999999999
16,15.937505999999999,-53.45114,8.538686,0.11,15.719211999999999,1.0625004999999998,5.8919596672058105,16.156174,15.807039999999999,8.959446,0.93750036,17,4.1150459999999995,0.99233466,,7.993453,13.140497,,340,1.0625004999999998,10.6782875,1.0,0.587,3.8729837,9.376705631716883,,15.807039999999999
17,16.941177,-49.49347,8.542669,0.11,17.729765,1.0588226,5.996009588241577,15.929275500000001,15.807039999999999,8.936291,0.94117653,18,4.235294000000001,0.99233466,,8.025757,13.391994,,360,1.0588245,10.62113,1.0,0.587,4.0000005,9.384558070745626,,15.807039999999999
18,17.94445,-46.147403999999995,8.529069999999999,0.11,14.027704,1.0555558999999999,6.13256311416626,15.721260000000001,15.807039999999999,8.914859,0.9444448000000001,19,4.352168,0.99233466,,8.05372,13.422364000000002,,380,1.0555558999999999,10.567062,1.0,0.587,4.123106,9.364743809008043,,15.807039999999999
19,18.947364999999998,-43.03605,8.542089,0.11,16.028444,1.0526307,6.339361906051637,15.530930999999999,15.807039999999999,8.89622,0.94736826,20,4.465936699999999,0.99233466,,8.079421,13.549895999999999,,400,1.0526327,10.515769,1.0,0.587,4.242641000000001,9.381070278028718,,15.807039999999999
20,19.949997,-40.157814,8.509901,0.11,17.358027,1.0499998,6.610830307006836,15.353712,15.807039999999999,8.877824,0.94999987,21,4.5768433,0.99233466,,8.1009445,13.728735,,420,1.0500003,10.466978999999998,1.0,0.587,4.3588986,9.348091654525565,,15.807039999999999
