,IWNorm2,LQGmu01,LQGsigma,IWFirstEpisode,Iteration,TimestepsSoFar,ReturnMax,LQGmu1,IWMin,ReturnAbsMax,SqrtESSClassic,TimeElapsed,DenMISELogFirst,DenMISEMeanLog,ReturnMin,IWMax,ReturnLastEpisode,IWLastEpisode,ReturnStepMax,MISE,IWNorm1,ReturnMean,URet,IWMean,DenMISELogLast,target_sum_log_mean,Bound
0,0.82275486,-0.008,0.11,0.82275486,1,20,15.807039999999999,-0.081,,15.807039999999999,1.0,0.4351048469543457,13.511501,13.511501,,0.82275486,15.807039999999999,0.82275486,0.99233466,13.00532,0.82275486,15.807039999999999,17.497854397219367,0.82275486,13.511501,13.316404,14.5939865
1,2.7312388,-0.008,0.11,0.77619743,2,40,15.807039999999999,-0.079,,15.807039999999999,1.2429596,16.639061450958252,13.418703,16.352789,,2.6186222999999997,15.140977,2.6186222999999997,0.99233466,25.958942,3.3948197,15.474008999999999,16.773360491635653,1.6974098999999998,19.286875,16.70744,27.237076000000002
2,3.170943,-0.008,0.11,0.5664713,3,60,15.807039999999999,-0.075,,15.807039999999999,1.5071992,17.49697732925415,13.341173000000001,15.637738,,2.7622316000000002,14.821554,1.4505398,0.99233466,24.092123,4.7792425000000005,15.256523000000001,16.41984822083418,1.5930809,13.853682999999998,15.9109535,25.146175
3,3.2973337,-0.006,0.11,0.048747517000000004,4,80,15.807039999999999,-0.059,,15.807039999999999,1.2281001,18.40031838417053,13.226455999999999,15.795863,,3.2520173,15.396698,0.45845336,0.99233466,15.342426000000001,4.049455600000001,15.291567,17.059817114247828,1.0123639000000002,15.913192,14.831167,16.636024
4,3.6763227,-0.006,0.11,0.17543593,5,100,15.807039999999999,-0.064,,15.807039999999999,1.836956,19.05793237686157,13.015425,14.163254,,2.531454,14.001331,2.531454,0.99233466,19.896456,6.753242999999999,15.033520999999999,15.473323972776726,1.3506486,7.7397375,14.098551,20.761293
5,5.396511,-0.006,0.11,0.06028529,6,120,15.807039999999999,-0.058,,15.807039999999999,1.8110659,19.914295673370358,12.867589,14.713288,,3.806276,13.651757,3.3387322,0.99233466,23.121834,9.7734375,14.803226,15.17947234209593,1.6289062,17.233677,14.448425,23.999035
6,2.9929403999999997,-0.007,0.11,0.45774955,7,140,15.807039999999999,-0.068,,15.807039999999999,2.51504,20.797224044799805,12.723436,14.365084,,1.5473803999999998,14.50195,1.1999633,0.99233466,15.882795000000002,7.5273647,14.760186,16.055937755868495,1.0753378,11.870146,14.370049,16.514461999999998
7,4.8372455,-0.006,0.11,0.052046243,8,160,15.807039999999999,-0.056,,15.807039999999999,2.1553652000000003,21.580447912216187,12.653248,14.423226999999999,,3.0797086,14.995298000000002,0.47721824,0.99233466,18.632675,10.426031,14.789576,16.610194188609267,1.3032538999999999,14.771332999999998,14.070492000000002,19.369751
8,3.4560989999999996,-0.005,0.11,0.0071568230000000005,9,180,15.807039999999999,-0.048,,15.807039999999999,2.1283298,22.66871809959412,12.541949,14.04977,,2.4658189999999998,14.394651000000001,1.1091975,0.99233466,11.613822,7.3557186,14.745695000000001,15.915225095588331,0.81730205,10.852584,12.792122,12.36026
9,4.1001983,-0.005,0.11,0.028753439,10,200,15.807039999999999,-0.053,,15.807039999999999,2.3773527000000003,23.725329637527466,12.437384,14.357702,,2.3906283,14.630709,0.12208615,0.99233466,13.947189000000002,9.747618,14.734197,16.244212472419544,0.9747618,17.324858,13.629529999999999,14.61544
10,4.074045,-0.007,0.11,0.39830017,11,220,15.807039999999999,-0.065,,15.807039999999999,3.2035034,24.991005182266235,12.344945,14.92015,,1.5859318,14.54977,1.3786123,0.99233466,17.437782000000002,13.051217,14.717429000000001,16.139243471994284,1.1864743,20.59754,15.03691,17.933699
