,ReturnAbsMax,IWLastEpisode,IWFirstEpisode,IWNorm2,SqrtESSClassic,ReturnMean,LQGmu01,ReturnLastEpisode,TimeElapsed,ReturnMax,TimestepsSoFar,Iteration,IWMax,DenMISELogFirst,DenMISEMeanLog,target_sum_log_mean,IWMin,IWMean,ReturnStepMax,Bound,MISE,ReturnMin,URet,LQGsigma,LQGmu1,DenMISELogLast,IWNorm1
0,15.807039999999999,1.1758598999999998,1.1758598999999998,1.1758598999999998,1.0,15.807039999999999,-0.009,15.807039999999999,0.2656545639038086,15.807039999999999,20,1,1.1758598999999998,13.511501,13.511501,13.673501000000002,,1.1758598999999998,0.99233466,20.175531,18.586864000000002,,17.497854397219367,0.11,-0.094,13.511501,1.1758598999999998
1,15.807039999999999,1.8848319,1.0833831,2.174008,1.3653194,15.606457,-0.009,15.405872,6.752197742462157,15.807039999999999,40,2,1.8848319,13.595778,16.563692,16.920654000000003,,1.4841075000000001,0.99233466,24.244865,23.08128,,17.065959785496393,0.11,-0.092,19.531605,2.9682150000000003
2,15.807039999999999,1.1483221000000001,1.023478,2.5598557,1.6477277,15.47066,-0.009,15.199067000000001,7.190024614334106,15.807039999999999,60,3,2.0461452,13.623194,15.845804999999999,16.138292,,1.4059817,0.99233466,22.682236,21.718079,,16.835353063075033,0.11,-0.089,14.124149,4.217944999999999
3,15.807039999999999,0.91617906,0.83647203,3.2337425,1.7150385,15.531160999999999,-0.008,15.712665,7.636348247528076,15.807039999999999,80,4,2.824922,13.629045499999998,15.982460999999999,16.167534,,1.3864982,0.99233466,22.390621,21.464306,,17.405045206783782,0.11,-0.084,16.117838,5.545993
4,15.807039999999999,1.6134772,0.9579468000000001,2.9195867,2.1689222000000004,15.414929,-0.009,14.950004000000002,8.182779550552366,15.807039999999999,100,5,1.691087,13.595794,14.701666000000001,14.907453,,1.2664713,0.99233466,20.191589999999998,19.459122,,16.535465329336773,0.11,-0.086,9.323835,6.3323565
5,15.807039999999999,2.2765267000000002,0.7746334,3.9109957000000004,2.2402849999999996,15.247284,-0.008,14.409051000000002,8.851265907287598,15.807039999999999,120,6,2.2765267000000002,13.58876,15.257489000000001,15.529867999999999,,1.4602908,0.99233466,22.752782999999997,22.043646,,16.0146716116945,0.11,-0.082,17.825682,8.7617445
6,15.807039999999999,1.2570603999999999,0.8328686,3.6066716,2.5272799,15.256366,-0.008,15.310866,9.296312570571901,15.807039999999999,140,7,1.8401237000000001,13.556035000000001,14.919042000000001,15.133285999999998,,1.3021526,0.99233466,20.365427,19.73682,,16.95146937808148,0.11,-0.082,12.528672,9.115067999999999
7,15.807039999999999,0.49743050000000005,0.4183168,3.8142319,2.3300729,15.280432999999999,-0.007,15.448898999999999,9.763686418533323,15.807039999999999,160,8,2.3050406000000003,13.534923000000001,14.981834,14.844477,,1.1109296999999998,0.99233466,17.445843,16.764032,,17.107309864671077,0.11,-0.074,15.170121,8.887438000000001
8,15.807039999999999,,,3e-10,3.0,15.256893,0.24,15.068581,10.354334592819212,15.807039999999999,180,9,,13.468107,14.607701,-1079.2051,,,0.99233466,0.52955574,,,16.666713461140624,0.11,0.985,11.544003,8.999999599999999e-10
9,15.807039999999999,2.5415770000000002e-23,,3.162278e-10,3.1622772,14.600271,0.24,8.690671,10.822694301605225,15.807039999999999,200,10,2.5415770000000002e-23,13.362747,11.900815,-977.6385,,2.5415770000000003e-24,0.99233466,0.5023808,2.2088009e-23,,9.537935529327793,0.11,0.985,-11.512925,1e-09
10,15.807039999999999,5.5000005,,5.5000005,1.0,14.049882,0.24,8.545993,11.168904542922974,15.807039999999999,220,11,5.5000005,13.267437,12.479215,-886.8604,,0.50000006,0.99233466,5.861664299999999,4.272997,,9.38625892358411,0.11,0.985,19.216307,5.5000005
11,15.807039999999999,4.0,,5.656852,1.4142135,13.590614000000002,0.24,8.538658,11.456900119781494,15.807039999999999,240,12,4.0,13.180426,12.608589,-811.6245,,0.6666663,0.99233466,6.8182383,5.694881,,9.379479220727518,0.11,0.985,14.583369,7.999996
12,15.807039999999999,3.250002,,5.6291666,1.7320508999999997,13.200883,0.24,8.524119,11.735217332839966,15.807039999999999,260,13,3.250002,13.100383,13.004142,-747.7061,,0.75000024,0.99233466,7.3194118,6.4021945,,9.360806005529788,0.11,0.985,18.135931,9.750003
13,15.807039999999999,2.7999994999999998,,5.5999989999999995,2.0,12.862988,0.24,8.470346000000001,11.929094076156616,15.807039999999999,280,14,2.7999994999999998,13.026275,13.157628,-693.1216400000001,,0.79999983,0.99233466,7.6101556,6.815822,,9.301084130393486,0.11,0.985,15.446907000000001,11.199997999999999
14,15.807039999999999,2.5,,5.590169,2.236068,12.573728,0.24,8.524075999999999,12.42187237739563,15.807039999999999,300,15,2.5000012000000003,12.957282000000001,12.639737,-646.4775,,0.8333332,0.99233466,7.8110046,7.100531,,9.356480528754362,0.11,0.985,5.6258817,12.499998
15,15.807039999999999,2.2857137,,5.598834,2.4494898,12.321665,0.24,8.540718,12.759633302688599,15.807039999999999,320,16,2.2857157999999997,12.892743,12.8217125,-605.0366,,0.8571429,0.99233466,7.954845,7.3062744,,9.37736215181045,0.11,0.985,15.74867,13.714286999999999
16,15.807039999999999,2.125,,5.622223,2.6457512000000003,12.099135,0.24,8.538686,12.97749948501587,15.807039999999999,340,17,2.125002,12.832119,12.941450999999999,-568.51807,,0.87500024,0.99233466,8.060786,7.4603267,,9.376705631716883,0.11,0.985,15.026065,14.875004
17,15.807039999999999,2.0000009999999997,,5.6568565,2.8284272999999995,11.901553999999999,0.24,8.542669,13.539307832717896,15.807039999999999,360,18,2.0000009999999997,12.774960499999999,13.163955999999999,-535.94556,,0.8888893,0.99233466,8.142267,7.5805883000000005,,9.384558070745626,0.11,0.985,17.093775,16.000007999999998
