,Bound,URet,IWMax,DenMISEMeanLog,DenMISELogLast,ReturnMax,IWNorm2,IWMin,ReturnStepMax,IWFirstEpisode,target_sum_log_mean,TimestepsSoFar,DenMISELogFirst,IWNorm1,ReturnMean,MISE,ReturnAbsMax,IWMean,LQGmu01,Iteration,ReturnLastEpisode,IWLastEpisode,TimeElapsed,LQGsigma,LQGmu1,ReturnMin,SqrtESSClassic
0,64.00974000000001,17.497854397219367,1.0494451999999999,13.511501,13.511501,15.807039999999999,1.0494451999999999,,0.99233466,1.0494451999999999,13.559763,20,13.511501,1.0494451999999999,15.807039999999999,16.588621,15.807039999999999,1.0494451999999999,-0.01,1,15.807039999999999,1.0494451999999999,0.4987318515777588,0.11,-0.099,,1.0
1,56.198776,17.175772747481727,1.6941379,16.663746,19.79157,15.807039999999999,2.0297859000000003,,0.99233466,1.1180014999999999,16.983105,40,13.535923,2.8121395000000002,15.656339000000001,21.970491,15.807039999999999,1.4060698,-0.01,2,15.505637,1.6941379,19.77690434455872,0.11,-0.096,,1.3854365
2,51.887603999999996,16.9490733690755,2.2205062,15.901153,14.129248,15.807039999999999,2.6995382,,0.99233466,1.1045213,16.221584,60,13.574503,4.3912787,15.538561999999999,22.735474,15.807039999999999,1.4637594999999999,-0.009,3,15.303007000000001,1.0662512,20.62821245193481,0.11,-0.091,,1.6266778
3,49.345512,17.45869568708149,2.867433,16.041220000000003,16.1529,15.807039999999999,3.2348037,,0.99233466,0.91668946,16.193628,80,13.600298,5.457828500000001,15.594470999999999,21.239456,15.807039999999999,1.3644571,-0.009,4,15.762201000000001,0.85705596,21.5220365524292,0.11,-0.085,,1.6872208999999998
4,46.94941,16.585906140520226,2.6603925,14.712229999999998,9.162086500000001,15.807039999999999,3.7369552,,0.99233466,0.63059765,14.744229,100,13.583495000000001,6.7972339999999996,15.474696,20.878424,15.807039999999999,1.3594468000000002,-0.008,5,14.995595000000002,2.4306827,22.461910724639893,0.11,-0.079,,1.8189231
5,52.75934,15.775336595355851,5.295396,15.228614000000002,17.576292000000002,15.807039999999999,5.9423804,,0.99233466,0.36234426,15.118289,120,13.519951999999998,9.939792,15.260792000000002,24.40921,15.807039999999999,1.6566319999999999,-0.007,6,14.191267999999999,5.295396,23.35922431945801,0.11,-0.073,,1.6726953000000002
6,35.18915,16.665787036468902,1.7479056,14.800118,11.831659,15.807039999999999,2.0217392,,0.99233466,0.030165952000000003,12.882597,140,13.424438,3.4236922,15.230974,7.1863017000000005,15.807039999999999,0.48909888,-0.006,7,15.052074,0.8219808000000001,24.22305417060852,0.11,-0.057,,1.6934391
7,43.335106,16.3258317428539,3.6420207,14.616935999999999,13.816962,15.807039999999999,5.343391400000001,,0.99233466,0.16363877,14.241833999999999,160,13.295207000000001,11.181044,15.170069,20.67268,15.807039999999999,1.3976305,-0.007,8,14.743726,3.6420207,25.4469211101532,0.11,-0.066,,2.0924994999999997
8,41.314785,16.22254284255795,2.5986407000000002,14.413631,12.511909,15.807039999999999,5.393388,,0.99233466,0.3701486,14.513088,180,13.197672,13.81313,15.11401,22.799034,15.807039999999999,1.5347923,-0.007,9,14.66555,2.5346937,26.71579122543335,0.11,-0.07,,2.5611231
9,14.995876999999998,16.942956048371908,4.3032485e-29,14.688728,16.7321,15.807039999999999,3.162278e-10,,0.9924386999999999,4.521731e-32,-63.871254,200,13.132616,1e-09,15.129453,6.69557e-29,15.807039999999999,4.3185187e-30,0.006,10,15.268425,,27.76930856704712,0.11,0.059,,3.1622772
