,TimeElapsed,IWMin,IWFirstEpisode,LQGmu01,ReturnMin,LQGsigma,target_sum_log_mean,Iteration,ReturnStepMax,IWNorm2,MISE,IWLastEpisode,IWMean,ReturnAbsMax,TimestepsSoFar,Bound,ReturnMax,IWMax,ReturnLastEpisode,SqrtESSClassic,ReturnMean,URet,DenMISELogLast,DenMISELogFirst,IWNorm1,DenMISEMeanLog,LQGmu1
0,0.16357755661010742,,1.1235435,-0.01,,0.11,13.627989000000001,1,0.99233466,1.1235435,17.759897,1.1235435,1.1235435,15.807039999999999,20,49.373978,15.807039999999999,1.1235435,15.807039999999999,1.0,15.807039999999999,17.497854397219367,13.511501,13.511501,1.1235435,13.511501,-0.097
1,4.4176580905914316,,1.0819045,-0.01,,0.11,16.85599,2,0.99233466,1.8340443,20.001678,1.4809461000000002,1.2814252,15.807039999999999,40,42.625557,15.807039999999999,1.4809461000000002,15.464203,1.3973765,15.635622,17.130192872932227,19.669134,13.571441,2.5628505,16.620287,-0.095
2,4.713510036468506,,1.0748086000000001,-0.009,,0.11,16.07454,3,0.99233466,2.1897697,19.2625,1.0722992,1.2416993,15.807039999999999,60,37.84659,15.807039999999999,1.57799,15.290135999999999,1.7011368000000002,15.520458999999999,16.935315778018385,14.209317,13.598376000000002,3.7250980000000005,15.875173,-0.094
3,4.949287414550781,,1.0599077,-0.009,,0.11,16.154545000000002,4,0.99233466,2.5412374,19.044777,0.9718063,1.2233688999999999,15.807039999999999,80,35.462326000000004,15.807039999999999,1.8150918000000003,15.797832500000002,1.9256271,15.589803,17.497750143155855,16.149918,13.616905,4.8934755,15.986710999999998,-0.092
4,5.266581058502197,,1.0158417,-0.009,,0.11,14.990225,5,0.99233466,3.0086696,19.735386,1.4116913999999998,1.2753315,15.807039999999999,100,34.651714,15.807039999999999,2.0582363999999997,15.172526999999999,2.1194277,15.506348000000001,16.783042991934234,9.869363,13.628816,6.376657499999999,14.796555,-0.089
5,5.597881555557251,,0.9607455,-0.009,,0.11,15.62695,6,0.99233466,3.6896122000000005,21.298914,2.177317,1.3992805,15.807039999999999,120,35.192207,15.807039999999999,2.177317,14.505616,2.2754922000000004,15.339559,16.12020600011632,18.015272,13.631453,8.395683,15.368526999999998,-0.087
6,5.826157569885254,,0.8291185,-0.008,,0.11,15.206035,7,0.99233466,3.9896777,20.441076000000002,1.051175,1.3431218999999999,15.807039999999999,140,33.856514000000004,15.807039999999999,2.3868492000000003,15.440966,2.3565447,15.354045000000001,17.094834937058337,12.696496,13.625829000000001,9.401854,15.031969,-0.083
7,6.196155786514282,,0.3332213,-0.007,,0.11,14.527688000000001,8,0.99233466,3.5721812000000006,13.477561999999999,0.33485264,0.8885443999999999,15.807039999999999,160,29.364674,15.807039999999999,2.6698117000000003,15.496445999999999,1.9899200000000001,15.371845,17.158712796096115,15.197925,13.604238,7.108355,15.086607,-0.073
8,6.60925817489624,,0.6286396,-0.008,,0.11,14.601664999999999,9,0.99233466,4.150538,18.038035999999998,2.2087507,1.1879263999999998,15.807039999999999,180,30.311097999999998,15.807039999999999,2.2087507,15.035816,2.5758919999999996,15.33451,16.62982530019648,10.907057,13.527263,10.691338,14.606905,-0.078
9,7.029822826385497,,0.42439849999999996,-0.011,,0.11,12.9187565,10,0.99559075,2.9115613,7.5616136,2.7547393,0.48761672,15.807039999999999,200,26.438392999999998,15.807039999999999,2.7547393,15.451179000000002,1.6747603,15.346176000000002,17.14073098272916,16.344843,13.48942,4.8761673,14.795323000000002,-0.112
