,DenMISELogLast,ReturnMean,ReturnMax,URet,Bound,ReturnAbsMax,LQGmu1,IWFirstEpisode,LQGsigma,SqrtESSClassic,IWMean,Iteration,IWNorm1,ReturnMin,ReturnLastEpisode,MISE,target_sum_log_mean,IWMin,DenMISELogFirst,LQGmu01,IWMax,TimestepsSoFar,IWLastEpisode,IWNorm2,ReturnStepMax,DenMISEMeanLog,TimeElapsed
0,13.511501,15.807039999999999,15.807039999999999,17.497854397219367,47.42112,15.807039999999999,0.236,,0.11,1.0,,1,1e-10,,15.807039999999999,,-281.2969,,13.511501,0.024,,20,,1e-10,0.99233466,13.511501,0.6130383014678955
1,-9.903487,12.334241,15.807039999999999,9.723060964444807,47.155809999999995,15.807039999999999,0.231,,0.11,1.0056261999999998,8.811734e-09,2,1.7823467e-08,,8.861442,7.808466e-08,-150.53462,,12.818355,0.023,1.7623467000000002e-08,40,1.7623467000000002e-08,1.772375e-08,0.99233466,1.4574337,16.009854078292847
2,13.995901000000002,11.15049,15.807039999999999,9.64689954438124,47.418026,15.807039999999999,0.32,,0.11,1.0000654,1.0195535e-06,3,3.0589603999999998e-06,,8.782986,8.954723e-06,-145.35218999999998,,12.4128895,0.033,3.0586602e-06,60,3.0586602e-06,3.0587602999999994e-06,0.99233466,5.366613,16.62110710144043
3,14.700998,10.528658,15.807039999999999,9.512538673019053,47.42631,15.807039999999999,0.485,,0.11,1.0000001,0.00059967674,4,0.0023987072,,8.663165,0.0051950985,-171.93541000000002,,12.125207000000001,0.053,0.002398707,80,0.002398707,0.002398707,0.99233466,7.484447500000001,17.194215536117554
4,6.811674000000001,10.128418,15.807039999999999,9.361996584445587,63.48355,15.807039999999999,0.605,,0.11,1.000008,1.8836575,5,9.418287,,8.527455,16.062808999999998,-163.85185,,11.902063,0.07,9.418211999999999,100,9.418211999999999,9.418211999999999,0.99233466,7.1714983,18.110182523727413
5,17.473188,9.86187,15.807039999999999,9.371753424142216,44.709564,15.807039999999999,0.623,,0.11,1.4140836,1.3103094,6,7.8618565,,8.529129,11.174686999999999,-136.41815,,11.719742,0.073,3.986648,120,3.8751402,5.559683000000001,0.99233466,8.913022999999999,19.249838352203373
6,11.754659,9.669501,15.807039999999999,9.349994331948043,38.134514,15.807039999999999,0.644,,0.11,1.7286345,1.2555548,7,8.788883,,8.515286999999999,10.701807,-118.0557,,11.565591,0.076,3.1882997000000004,140,3.1882997000000004,5.084292400000001,0.99233466,9.330809,20.577749490737915
7,14.367610999999998,9.528514999999999,15.807039999999999,9.380049479746498,33.581333,15.807039999999999,0.654,,0.11,1.9949386999999998,1.15044,8,9.20352,,8.541619,9.810618,-102.53038000000001,,11.43206,0.078,2.5400052000000004,160,2.0777647,4.613435,0.99233466,9.974609,22.06637191772461
8,11.991135,9.416277000000001,15.807039999999999,9.352293791667156,30.940834000000002,15.807039999999999,0.663,,0.11,2.2317417,1.1368268999999998,9,10.231441499999999,,8.518361,9.692353,-90.71231,,11.314277,0.08,2.1966487999999997,180,2.1702373,4.58451,0.99233466,10.206265,22.96188879013061
9,15.171609,9.336113000000001,15.807039999999999,9.461675586590694,28.748009999999997,15.807039999999999,0.673,,0.11,2.3130707999999998,0.9668619,10,9.668619,,8.614647,8.246641,-81.08289,,11.208917,0.081,1.9831862,200,0.37433326,4.179992700000001,0.99233466,10.710378,23.75520920753479
