,ReturnMax,ReturnAbsMax,IWLastEpisode,DenMISELogLast,IWMax,Iteration,LQGmu1,DenMISEMeanLog,IWMin,IWMean,LQGsigma,Bound,LQGmu01,ReturnLastEpisode,SqrtESSClassic,URet,TimeElapsed,ReturnMin,ReturnMean,IWNorm1,TimestepsSoFar,MISE,IWFirstEpisode,ReturnStepMax,IWNorm2,DenMISELogFirst,target_sum_log_mean
0,15.807039999999999,15.807039999999999,,13.511501,,1,1.0,13.511501,,,0.11,47.42112,0.998,15.807039999999999,1.0,17.497854397219367,0.22131800651550293,,15.807039999999999,1e-10,20,,,0.99233466,1e-10,13.511501,-1081.5807
1,15.807039999999999,15.807039999999999,1.7086695e-19,-9.903487,1.7086695e-19,2,1.0,1.4574337,,8.5433475e-20,0.11,33.5318,0.998,8.608342,1.4142135,9.444017119258,5.280211448669434,,12.207691,2e-10,40,7.3544059999999995e-19,,0.99233466,1.4142136e-10,12.818355,-567.3488
2,15.807039999999999,15.807039999999999,1.5,13.889163,1.5,3,1.0,5.331033000000001,,0.5,0.11,51.680847,0.998,8.519454,1.0,9.357533310929476,5.420400619506836,,10.978278999999999,1.5,60,4.259727,,0.99233466,1.5,12.4128895,-373.46765
3,15.807039999999999,15.807039999999999,1.333334,15.842417999999999,1.333334,4,1.0,7.844484,,0.6666666,0.11,39.209675,0.998,8.514177,1.4142135,9.349345311296524,5.540116786956787,,10.362252999999999,2.6666665000000003,80,5.677877,,0.99233466,1.885618,12.125207000000001,-276.0682
4,15.807039999999999,15.807039999999999,1.25,9.997811,1.25,5,1.0,8.211707,,0.75,0.11,33.75943,0.998,8.4897,1.7320508000000001,9.320908297065099,5.622908115386963,,9.987743,3.75,100,6.380833,,0.99233466,2.1650636000000003,11.902063,-218.81037999999998
5,15.807039999999999,15.807039999999999,1.2,18.250675,1.2,6,1.0,9.844505999999999,,0.8,0.11,30.519058,0.998,8.519156,2.0,9.360986810277963,5.782330513000487,,9.742977999999999,4.8,120,6.8084983999999995,,0.99233466,2.4,11.719742,-179.26981999999998
6,15.807039999999999,15.807039999999999,1.166667,12.730482,1.166667,7,1.0,10.228843,,0.83333343,0.11,28.2992,0.998,8.508499,2.236068,9.342529711258434,5.932360649108888,,9.566625,5.833334,140,7.091831699999999,,0.99233466,2.6087463,11.565591,-151.81918000000002
7,15.807039999999999,15.807039999999999,1.1428573,14.974279999999998,1.1428573,8,1.0,10.801525999999999,,0.857143,0.11,26.657818,0.998,8.5366,2.4494898,9.374537785161252,6.029350519180298,,9.437872,6.857144,160,7.2982283,,0.99233466,2.7994173,11.43206,-130.9533
8,15.807039999999999,15.807039999999999,1.1249995000000002,12.651157000000001,1.1250006000000001,9,1.0,10.991367,,0.87499976,0.11,25.373688,0.998,8.513926,2.6457512000000003,9.347410026813852,6.1926915645599365,,9.33521,7.8749975999999995,180,7.4501867,,0.99233466,2.9764692999999998,11.314277,-114.98416999999999
9,15.807039999999999,15.807039999999999,1.1111106000000002,14.138475,1.1111116,10,1.0,11.293700999999999,,0.88888854,0.11,24.345074,0.998,8.611085000000001,2.828427,9.457765322130069,6.335118532180786,,9.262797,8.888885499999999,200,7.579175,,0.99233466,3.1426957000000004,11.208917,-102.06138
10,15.807039999999999,15.807039999999999,1.1,20.825745,1.1,11,1.0,12.150229,,0.9,0.11,23.482899,0.998,8.545993,3.0,9.38625892358411,6.435973167419434,,9.197633999999999,9.9,220,7.675859,,0.99233466,3.3,11.113605999999999,-90.88115
11,15.807039999999999,15.807039999999999,1.090909,15.882651999999998,1.090909,12,1.0,12.452988000000001,,0.9090908000000001,0.11,22.75017,0.998,8.538658,3.1622777,9.379479220727518,6.54595160484314,,9.142719,10.909089999999999,240,7.754295,,0.99233466,3.449757,11.026595,-81.97691
