,SqrtESSClassic,ReturnAbsMax,IWFirstEpisode,ReturnLastEpisode,Bound,ReturnMin,IWMin,ReturnMean,target_sum_log_mean,DenMISELogFirst,Iteration,ReturnStepMax,IWNorm2,LQGsigma,TimeElapsed,IWMean,LQGmu01,IWNorm1,DenMISEMeanLog,TimestepsSoFar,IWLastEpisode,URet,MISE,LQGmu1,IWMax,ReturnMax,DenMISELogLast
0,1.0,15.644507999999998,,15.644507999999998,1.5723323,,,15.644507999999998,-1110.9623,17.102016,1,0.99262077,1e-10,0.11,0.2780189514160156,,1.0,1e-10,17.102016,20,,17.332240856619553,,1.0,,15.644507999999998,17.102016
1,1.4142135,15.644507999999998,,8.668443,1.1118069,,,12.156475,-595.5287,16.408869,2,0.99262077,1.4142136e-10,0.11,8.175916910171509,1.6411442e-31,1.0,2e-10,3.2526908,40,3.2822884e-31,9.507751597648364,1.4226164999999999e-30,1.0,3.2822884e-31,15.644507999999998,-9.903487
2,1.0,15.644507999999998,,8.578567999999999,5.8616166,,,10.96384,-393.47278,16.003404999999997,3,0.99262077,1.5,0.11,8.381633281707764,0.5,1.0,1.5,5.30936,60,1.5,9.422409868982331,4.289283999999999,1.0,1.5,15.644507999999998,10.233627
3,1.4142135,15.644507999999998,,8.554674,6.822884599999999,,,10.361547999999999,-290.95867999999996,15.715722,4,0.99262077,1.8856171000000002,0.11,8.583361625671388,0.6666663,1.0,2.6666653,7.941613,80,1.3333327,9.39539435135737,5.711077700000001,1.0,1.3333327,15.644507999999998,16.295956
4,1.7320508000000001,15.644507999999998,,8.543934,7.327076400000001,,,9.998026,-228.7293,15.4925785,5,0.99262077,2.1650622000000004,0.11,8.785048007965088,0.7499995,1.0,3.7499976000000004,10.282872,100,1.2499988000000002,9.38565713922478,6.41929,1.0,1.25,15.644507999999998,19.965117000000003
5,2.0,15.644507999999998,,8.530333,7.627669,,,9.75341,-187.69008,15.310257,6,0.99262077,2.4,0.11,9.026940822601318,0.8,1.0,4.8,11.415962,120,1.2,9.368423600919428,6.8415027,1.0,1.2,15.644507999999998,17.323593
6,2.2360682,15.644507999999998,,8.460329,7.8144727,,,9.568685,-158.87105,15.156106,7,0.99262077,2.608745,0.11,9.490479946136476,0.83333313,1.0,5.833332,11.741313,140,1.166667,9.292158092186963,7.1113043000000005,1.0,1.166667,15.644507999999998,13.889041
7,2.4494898,15.644507999999998,,8.575863,7.962432000000001,,,9.444582,-137.09386,15.022575,8,0.99262077,2.7994173,0.11,9.791629791259766,0.857143,1.0,6.857144,12.154778,160,1.1428573,9.416776407126124,7.320530000000001,1.0,1.1428573,15.644507999999998,15.21299
8,2.6457512000000003,15.644507999999998,,8.568379,8.070794,,,9.347225,-119.58221999999999,14.904792,9,0.99262077,2.9764692999999998,0.11,10.095724105834961,0.87499976,1.0,7.8749975999999995,13.054469000000001,180,1.1249995000000002,9.41093806981763,7.476508,1.0,1.1250006000000001,15.644507999999998,20.393068
9,2.828427,15.644507999999998,,8.526228999999999,8.149046,,,9.265125999999999,-106.67966499999999,14.799432000000001,10,0.99262077,3.1426957000000004,0.11,10.344452142715452,0.88888854,1.0,8.888885499999999,12.670439,200,1.1111106000000002,9.365008787086587,7.5931425,1.0,1.1111116,15.644507999999998,9.337937
10,3.0,15.644507999999998,,8.529800999999999,8.210922,,,9.198278,-95.52005,14.704122,11,0.99262077,3.3,0.11,10.645269632339476,0.9,1.0,9.9,12.961355000000001,220,1.1,9.369556973885944,7.6868114,1.0,1.1,15.644507999999998,15.980732000000001
11,3.1622777,15.644507999999998,,8.533317,8.260981,,,9.142864,-86.35074,14.61711,12,0.99262077,3.449757,0.11,10.899894714355467,0.9090908000000001,1.0,10.909089999999999,13.075025,240,1.090909,9.372613162150424,7.763765299999999,1.0,1.090909,15.644507999999998,14.424725
12,3.3166246,15.644507999999998,,8.558255,8.3040495,,,9.097895,-78.738976,14.537067,13,0.99262077,3.5930101999999997,0.11,11.199377059936523,0.9166665999999999,1.0,11.916666000000001,13.025538000000001,260,1.0833335,9.399888412199688,7.829973,1.0,1.0833343999999998,15.644507999999998,12.522103999999999
13,3.4641016000000002,15.644507999999998,,8.487219,8.334425999999999,,,9.054275,-71.99718,14.462959,14,0.99262077,3.7305714999999995,0.11,11.343968391418455,0.92307705,1.0,12.923079,13.201514999999999,280,1.0769233,9.32272670762826,7.8805323000000005,1.0,1.0769233,15.644507999999998,15.572153
