,IWMean,DenMISEMeanLog,ReturnLastEpisode,TimestepsSoFar,IWMin,ReturnStepMax,ReturnAbsMax,Iteration,ReturnMean,ReturnMax,LQGmu1,IWNorm2,SqrtESSClassic,LQGsigma,DenMISELogFirst,LQGmu01,IWLastEpisode,ReturnMin,IWMax,target_sum_log_mean,IWFirstEpisode,IWNorm1,DenMISELogLast,MISE,URet,Bound,TimeElapsed
0,,18.60218,15.058442000000001,20,,0.9625284,15.058442000000001,1,15.058442000000001,15.058442000000001,-1.0,1e-10,1.0,0.11,18.60218,-0.42,,,,-503.24225,,1e-10,18.60218,,16.687925283112616,30.116884000000002,0.76708984375
1,1.001633,10.876512,16.508476,40,,0.9869969000000001,16.508476,2,15.783458999999999,16.508476,-1.0,2.003266,1.0,0.11,17.909032999999997,-0.422,2.003266,,2.003266,-249.35242000000002,,2.003266,3.8439898,16.535435,18.231684851967206,49.552387,12.642414808273315
2,1.0003389,14.133172,16.822939,60,,0.99996305,16.822939,3,16.129953,16.822939,-1.0,2.1220392999999995,1.4142135,0.11,17.503569,-0.422,1.4999813999999998,,1.5010353,-159.17856,,3.0010166000000003,20.763458,16.6713,18.550357817106107,40.46253,13.348497152328491
3,1.0086513000000001,15.203783,16.699317999999998,80,,0.99996305,16.822939,4,16.272292999999998,16.822939,-1.0,2.3300576,1.7315473999999997,0.11,17.215887,-0.415,1.3900716,,1.3900716,-114.68796,,4.034605,18.46751,16.822098,18.424759566742985,36.2532,14.198028087615967
4,1.0073149,14.871576999999998,16.681901999999997,100,,0.99996305,16.822939,5,16.354216,16.822939,-1.0,2.5186741,1.9996927,0.11,16.992743,-0.414,1.2625077,,1.2933459999999999,-88.99049000000001,,5.036574400000001,13.565854000000002,16.80075,18.40284028710102,33.626274,14.87934422492981
5,1.010081,15.168624,16.600545999999998,120,,0.99996305,16.822939,6,16.395270999999997,16.822939,-1.0,2.7108849999999998,2.2356117,0.11,16.810420999999998,-0.413,1.2360275,,1.2435306000000002,-71.34591999999999,,6.0604863,16.667065,16.830887,18.315621165854072,31.880852,15.325155258178713
6,1.0180669,15.700582,16.652426000000002,140,,0.99996305,16.822939,7,16.432009,16.822939,-1.0,2.9117687,2.4474707,0.11,16.656271,-0.409,1.2665753,,1.2665753,-58.422764,,7.126467999999999,18.897251,16.962347,18.376569559182336,30.70955,16.0841383934021
7,1.0034747,15.497310999999998,16.695572,160,,0.99996305,16.822939,8,16.464954000000002,16.822939,-1.0,3.0342808,2.6457005000000002,0.11,16.52274,-0.416,1.1303401000000002,,1.1528165000000001,-49.353127,,8.027797999999999,14.068882,16.723671,18.42035721976805,29.440859999999997,16.919167280197144
8,1.1335882,15.987178,16.695976,180,,0.99996305,16.822939,9,16.490622000000002,16.822939,-0.999,7.465345,1.3666205,0.11,16.404957,-0.348,7.330883,,7.330883,-42.465759999999996,,10.202293,19.91062,18.919842000000003,18.427280866242253,43.539608,17.603921413421627
9,1.1207174,15.647656,16.8144,200,,0.99996305,16.822939,10,16.522999,16.822939,-0.999,5.895657,1.9009203000000001,0.11,16.299595,-0.351,3.524434,,4.4805436,-36.75653,,11.207174,12.636839,18.746563000000002,18.54477030599017,36.446346000000005,18.30856394767761
10,1.1790483,15.681332999999999,16.701864,220,,0.99996305,16.822939,11,16.539259,16.822939,-0.999,5.6944947,2.2775562000000003,0.11,16.204285000000002,-0.353,3.2153932999999997,,3.380183,-31.79897,,12.969531,15.989501999999998,19.710943,18.43346933710281,34.483740000000004,18.8609619140625
11,1.1276537,15.863883999999999,16.757519,240,,0.99996305,16.822939,12,16.55745,16.822939,-0.999,5.13804,2.633659,0.11,16.117273,-0.356,1.6626763,,2.7597249,-27.549875,,13.531845,17.763907999999997,18.853533,18.484899141223952,31.628868,19.481130599975586
12,1.1636928,15.437673,16.837801000000002,260,,0.99996305,16.837801000000002,13,16.579014,16.837801000000002,-0.999,5.5788817,2.7116559,0.11,16.037231,-0.35,3.0659412999999995,,3.0659412999999995,-24.686026000000002,,15.128007,10.237364,19.485682999999998,18.578272242785555,31.904515999999997,20.176997900009155
13,1.1828326999999998,15.515785000000001,16.759826999999998,280,,0.99996305,16.837801000000002,14,16.591929999999998,16.837801000000002,-0.998,5.9489602999999995,2.7836222999999998,0.11,15.963123000000001,-0.344,3.1381361,,3.1381361,-21.818804,,16.559658,16.413094,19.812254,18.48897804754039,31.910017,21.071993589401245
14,1.2003357,15.6454115,16.818497,300,,0.99996305,16.837801000000002,15,16.607035,16.837801000000002,-0.998,6.10677,2.9483728,0.11,15.894131,-0.342,2.7783900000000004,,2.8560470000000002,-19.194023,,18.005035,17.324144,20.117758,18.555064175845878,31.539516,21.63920283317566
15,1.2133489,15.652716,16.738546,320,,0.99996305,16.837801000000002,16,16.615253,16.837801000000002,-0.998,6.3539195,3.055371,0.11,15.829592000000002,-0.338,2.9059436,,2.9059436,-17.048176,,19.413582,15.605132000000001,20.33308,18.46877973655096,31.354853000000002,22.095789194107056
16,1.1319059999999999,15.821814000000002,16.749716,340,,0.99996305,16.837801000000002,17,16.623163,16.837801000000002,-0.998,5.8977985,3.2626417,0.11,15.768968,-0.341,0.7810396,,2.4832847,-14.922135999999998,,19.242403,18.355946,18.964945,18.47759168436761,29.28652,23.028069734573364
17,1.1414933999999999,15.913951,16.664189999999998,360,,0.99996305,16.837801000000002,18,16.625443,16.837801000000002,-0.998,6.253775599999999,3.2855165,0.11,15.711808999999999,-0.336,2.7752437999999997,,2.7752437999999997,-13.2082405,,20.546882999999998,17.37585,19.113722,18.39224651676348,29.363434,24.47528982162476
18,1.1027669,15.967841,16.741621,380,,0.99996305,16.837801000000002,19,16.631556,16.837801000000002,-0.997,8.131788,2.576625,0.11,15.657742,-0.316,6.1771445,,6.1771445,-12.298136999999999,,20.95257,16.82549,18.462547,18.472798799386755,31.532203999999997,25.457027673721317
