,ReturnMax,URet,ReturnStepMax,IWMin,IWNorm2,TimeElapsed,IWFirstEpisode,Bound,DenMISELogLast,MISE,DenMISELogFirst,IWMax,IWLastEpisode,target_sum_log_mean,SqrtESSClassic,ReturnAbsMax,LQGmu01,IWMean,LQGsigma,IWNorm1,ReturnMean,ReturnMin,LQGmu1,TimestepsSoFar,Iteration,DenMISEMeanLog,ReturnLastEpisode
25,17.233692,18.88276063327541,0.9999971,,7.195748299999999,39.38732147216797,,32.327858,16.339317,20.158312,15.344084,2.47739,2.47739,-0.6453956999999999,4.2483974,17.233692,-0.105,1.1757845,0.11,30.570396000000002,17.063475,,-0.782,520,26,16.002857000000002,17.10441
26,17.233692,18.95210271816791,0.9999971,,7.332186999999999,40.493119478225715,,32.03464,19.770916,19.994235999999997,15.306344000000001,2.5972630000000003,2.123993,0.20401001,4.2939644,17.233692,-0.103,1.1660796,0.11,31.48415,17.067455,,-0.775,540,27,16.148267999999998,17.170965
27,17.233692,18.99846419982715,0.9999971,,7.699134,41.95885896682739,,32.066532,15.356378,19.668186,15.269976000000002,2.8714117999999997,2.6703491,0.8929029,4.1699977,17.233692,-0.099,1.1466204,0.11,32.10537,17.072796,,-0.76,560,28,16.125303,17.21698
28,17.233692,18.890968633524558,0.9999971,,7.682228599999999,42.85715913772583,,31.5565,18.407019000000002,19.527811,15.234884,2.7244897,1.9327118000000003,1.5280578000000002,4.2981476999999995,17.233692,-0.099,1.1385983,0.11,33.019352000000005,17.074089999999998,,-0.758,580,29,16.208399,17.110292
29,17.233692,19.008679905214887,0.9999971,,8.106525999999999,44.14705395698547,,31.581754999999998,10.127958999999999,18.893720000000002,15.200982999999999,2.8703277000000003,2.8703277000000003,1.9281667000000002,4.07479,17.233692,-0.095,1.1010798000000002,0.11,33.032394000000004,17.079197,,-0.739,600,30,16.009783,17.22736
30,17.233692,18.924612725663707,0.9999971,,10.248485,45.34943652153015,,34.943584,9.725912,14.030842000000002,15.168192999999999,7.724015700000001,7.724015700000001,1.9227778000000002,2.4722283,17.233692,-0.078,0.8173095,0.11,25.336594,17.081318,,-0.652,620,31,15.809742000000002,17.144922
31,17.233692,18.9370772286378,0.9999971,,10.962233,46.75102472305298,,35.041378,13.212882999999998,15.800313000000001,15.136445000000002,6.384196299999999,6.3493986,2.3284197,2.6870172,17.233692,-0.078,0.92049086,0.11,29.455708,17.083668,,-0.651,640,32,15.721853,17.156546
32,17.233692,18.88614606612527,0.9999971,,10.949961,48.24194884300232,,34.31415,15.8353,16.952656,15.105673000000001,5.470502,4.940306700000001,2.8203093999999997,2.977916,17.233692,-0.078,0.9881231,0.11,32.608063,17.08439,,-0.655,660,33,15.721741,17.10751
33,17.233692,18.957917179742697,0.9999971,,10.783466,49.83732318878174,,33.600685,17.167763,17.739286,15.075820000000002,4.7893,4.181858,3.3218013999999996,3.2595534,17.233692,-0.079,1.0338025,0.11,35.149284,17.087118,,-0.66,680,34,15.762873,17.17709
34,17.233692,18.949141471828074,0.9999971,,10.627725,51.35280084609985,,33.01874,17.465410000000002,18.287092,15.046832,4.2676044,3.7670782,3.791647,3.509524,17.233692,-0.08,1.0656643999999997,0.11,37.298256,17.089443,,-0.664,700,35,15.81156,17.168545
35,17.25554,19.038294131110405,0.9999971,,10.415293,52.83161759376526,,32.436684,13.314245000000001,18.649742,15.018661499999999,3.8369982000000005,3.2416751,4.116754,3.7547580000000003,17.25554,-0.081,1.0863029,0.11,39.106903,17.094057,,-0.668,720,36,15.743203,17.25554
36,17.25554,18.988729884317134,0.9999971,,9.907701,54.30148434638977,,31.377289,13.006567,18.540876,14.991261999999999,3.3960836000000003,1.8127202,4.413803,4.032795,17.25554,-0.082,1.0798845,0.11,39.955727,17.097126,,-0.676,740,37,15.670872,17.207563
37,17.25554,18.984065039324353,0.9999971,,9.440488,55.405218601226814,,30.36155,16.653343,18.286226,14.964594,3.0022482999999998,1.173598,4.7714868,4.2869763,17.25554,-0.083,1.0650302,0.11,40.47115,17.099884,,-0.684,760,38,15.698279000000001,17.201954
38,17.25554,18.934471605808827,0.9999971,,9.615523,56.87967896461487,,30.239208,16.613364999999998,18.19787,14.938619000000001,3.027299,2.951849,5.071875,4.299076,17.25554,-0.082,1.0599453,0.11,41.337868,17.101282,,-0.677,780,39,15.722983,17.154428
39,17.25554,18.85001193026948,0.9999971,,9.522677,58.078285217285156,,29.882168,19.362213,18.364483,14.913301,2.8163624,2.3543262,5.4634852,4.494534,17.25554,-0.083,1.0699999,0.11,42.799995,17.100507999999998,,-0.679,800,40,15.815051,17.070312
40,17.25554,18.739395784878788,0.9999971,,0.34366494,59.657991647720344,,51.907684,8.075401,0.14218841,14.888608999999999,0.34366494,0.34366494,-11.106288000000001,1.0000218,17.25554,-0.033,0.008382254,0.11,0.34367242,17.097154999999997,,-0.32,820,41,15.62762,16.963022
41,17.25554,18.86394162559393,0.9999971,,29.337490000000003,61.10180187225342,,63.579409999999996,8.855411,11.97301,14.864510999999998,29.337349,29.337349,-12.550456,1.0031047,17.25554,-0.031,0.7006803,0.11,29.428573999999998,17.09694,,-0.304,840,42,15.443052,17.088081
42,17.25554,18.64498857880241,0.9999971,,8.724632000000001,62.84936189651489,,28.299296999999996,13.740556,18.623528,14.840981,2.4081173,1.1943649e-33,2.508713,5.3501296,17.25554,-0.099,1.0855329,0.11,46.677914,17.091905999999998,,-0.76,860,43,15.392845000000001,16.880445
43,17.25554,18.816111089279627,0.9999971,,8.636864,64.52821016311647,,27.8338,15.628951999999998,18.320084,14.817991000000001,2.4579348999999997,1.0545417,2.5609124,5.441262200000001,17.25554,-0.102,1.0680782,0.11,46.99544,17.090698,,-0.769,880,44,15.399962,17.038805
44,17.25554,18.991455767941687,0.9999971,,8.530368,65.92770528793335,,27.365133,16.3116,18.028168,14.795518,2.3778317,0.8985921999999998,2.871978,5.544266,17.25554,-0.101,1.0509918,0.11,47.294632,17.093315,,-0.769,900,45,15.421566,17.208473
45,17.25554,18.99419643017127,0.9999971,,8.673053,67.83699893951416,,27.374252000000002,16.685268,18.149342,14.773539999999999,2.3645575,2.0538871,2.8528104,5.6116123,17.25554,-0.104,1.0580393999999997,0.11,48.66981,17.095892000000003,,-0.781,920,46,15.450004999999999,17.211876
46,17.25554,18.877242671088577,0.9999971,,8.754417,69.52829337120056,,27.171146000000004,7.224327000000001,17.968721,14.752032999999999,2.3572333,1.2945035,2.3119006,5.6253242,17.25554,-0.11,1.0477965,0.11,49.246437,17.096062,,-0.801,940,47,15.276082999999998,17.103838
47,17.25554,18.838491354831763,0.9999971,,9.479479,70.92974376678467,,27.784508000000002,16.223269000000002,18.108732,14.730979999999999,2.6382470000000002,2.0479257,1.334128,5.3501267,17.25554,-0.119,1.056592,0.11,50.716415000000005,17.095330999999998,,-0.833,960,48,15.296676999999999,17.061028
48,17.25554,18.968937749600478,0.9999971,,10.116364,72.59453272819519,,27.790290000000002,18.235518,17.051199,14.710360999999999,3.0228374,0.14137103,0.47455022,4.820391000000001,17.25554,-0.127,0.99520063,0.11,48.764829999999996,17.09721,,-0.855,980,49,15.357631,17.187351
49,17.25554,18.934613959396017,0.9999971,,10.2348995,74.40585041046144,,27.642181,18.723759,16.898117000000003,14.690157999999998,2.8765577999999996,2.2960672000000004,0.5764081,4.81816,17.25554,-0.129,0.9862677,0.11,49.313385,17.098329999999997,,-0.86,1000,50,15.424646,17.153217
50,17.25554,18.89427631200923,0.9999971,,9.958362,76.38132834434509,,27.093908000000003,9.885097,16.761065,14.670354999999999,2.7980602,1.1185955,0.94173145,5.00991,17.25554,-0.127,0.978245,0.11,49.890495,17.098642,,-0.857,1020,51,15.315554999999998,17.11424
51,17.25554,18.893729528554626,0.9999971,,9.856653999999999,78.28586411476134,,26.961277000000003,11.658093,17.168210000000002,14.650936999999999,2.6955993,2.1694262,1.4725741,5.286047,17.25554,-0.125,1.0019758,0.11,52.102737,17.098955,,-0.851,1040,52,15.244629000000002,17.114937
52,17.25554,18.87816920373048,0.9999971,,9.783114999999999,80.33082389831544,,26.853695000000002,13.867898,17.495575,14.631888,2.5517282000000003,2.047285,1.9865605,5.531733,17.25554,-0.124,1.0210865,0.11,54.117583999999994,17.098969,,-0.846,1060,53,15.218538,17.09971
53,17.25554,18.990891603353727,0.9999971,,9.733979,81.76579594612122,,26.684997999999997,19.653679,17.59785,14.613195999999999,2.4376562,1.7496133999999999,2.4424533999999998,5.6966867,17.25554,-0.123,1.0268784,0.11,55.45143,17.10099,,-0.844,1080,54,15.300926,17.20811
54,17.25554,18.90529275252928,0.9999971,,9.532938,83.40105175971983,,26.305065000000003,14.069182999999999,17.536116,14.594848,2.251305,0.90353584,2.9034294999999997,5.9034004,17.25554,-0.121,1.0232136,0.11,56.276752,17.101435000000002,,-0.838,1100,55,15.278897,17.125349
55,17.25554,18.9588673244046,0.9999971,,9.514828999999999,85.25349903106691,,26.225772999999997,14.550664000000001,17.715973,14.576829,2.0905709999999997,1.7444751,3.2964550000000004,6.0831776,17.25554,-0.12,1.0335785,0.11,57.880393999999995,17.102829,,-0.834,1120,56,15.266205,17.179628
56,17.25554,18.90996268535228,0.9999971,,9.590585,87.86166000366211,,26.124453,14.833993,17.681084,14.559129,2.1137702000000003,1.7279060000000002,3.4144235000000003,6.1310387,17.25554,-0.12,1.0315833,0.11,58.800247,17.103327,,-0.836,1140,57,15.259119,17.131218
57,17.25554,18.99444951632474,0.9999971,,9.675923,89.52410578727722,,26.092879999999997,14.405607999999999,17.755028,14.541738,2.08794,1.887793,3.592546,6.208628,17.25554,-0.12,1.0357623,0.11,60.07421,17.105213,,-0.837,1160,58,15.244857000000001,17.21274
58,17.25554,18.874768247237864,0.9999971,,9.827836,92.11743974685669,,26.070432999999998,15.568397500000001,17.738426,14.524643,2.1386517999999994,1.9535518,3.6483216,6.212984,17.25554,-0.122,1.0349184,0.11,61.060190000000006,17.105093,,-0.841,1180,59,15.250860999999999,17.09806
59,17.25554,18.845510285338786,0.9999971,,9.958316,93.93218541145323,,25.988066,15.870497,17.642351,14.507836,2.1760921000000004,1.7812414,3.6805215,6.2027790000000005,17.25554,-0.123,1.0294870999999999,0.11,61.76923000000001,17.104439000000003,,-0.845,1200,60,15.261682500000001,17.065855
60,17.25554,18.957551636141094,0.9999971,,9.971052,95.82572436332704,,25.862791,15.916747,17.643303,14.491306,2.132953,1.6182868000000001,3.8945443999999996,6.298035,17.25554,-0.123,1.0294759,0.11,62.798035,17.105625,,-0.845,1220,61,15.272819,17.176704
61,17.25554,18.807309294971372,0.9999971,,10.126599,98.09572386741638,,25.807678,13.086568,17.555471,14.475045999999999,2.148445,1.9137963,3.8604953,6.273063,17.25554,-0.125,1.0245935,0.11,63.524795999999995,17.104446,,-0.849,1240,62,15.23795,17.032660999999997
62,17.25554,18.797063296560136,0.9999971,,10.332336999999999,99.84591460227966,,25.793728,19.568479999999997,17.468828,14.459045000000001,2.1347252999999995,2.0717301,3.8902099999999997,6.2182889999999995,17.25554,-0.127,1.0198327,0.11,64.24946,17.10311,,-0.854,1260,63,15.306998000000002,17.020231
63,17.25554,18.914721786391198,0.9999971,,10.701439,102.45408701896669,,25.857668,15.481121,17.277199,14.443297,2.5383754,2.5383754,3.6649847,6.033076,17.25554,-0.13,1.0087905000000001,0.11,64.56259,17.10363,,-0.863,1280,64,15.309945,17.136343
64,17.25554,18.932833520451762,0.9999971,,10.862456,104.41190195083618,,25.850107,16.895075,17.27163,14.4277935,2.68722,2.2223027,3.7407663,6.034476799999999,17.25554,-0.131,1.0084498,0.11,65.54924,17.10441,,-0.866,1300,65,15.334375,17.154432
65,17.25554,18.90760573743427,0.9999971,,11.00337,105.91454982757568,,25.840149,13.168654,17.292645,14.412526000000002,2.7803459999999998,2.2878792000000003,3.7868172999999996,6.056343599999999,17.25554,-0.132,1.0096998,0.11,66.64019,17.104779999999998,,-0.868,1320,66,15.301597000000001,17.128775
66,17.25554,18.93727169118728,0.9999971,,11.212186,107.8678126335144,,25.886960000000002,10.628694,17.321049,14.397488000000001,2.9289167000000003,2.5279198,3.7493300000000005,6.0433307,17.25554,-0.133,1.0113276,0.11,67.75895,17.10557,,-0.871,1340,67,15.231906,17.15776
67,17.25554,18.89503219753752,0.9999971,,11.056657000000001,110.00731992721558,,25.642135999999997,10.388810000000001,17.317171,14.382673,2.6862592999999997,1.4254633999999997,3.9660208,6.2182393,17.25554,-0.132,1.0110726,0.11,68.75294,17.105753,,-0.869,1360,68,15.160758,17.117954
68,17.25554,18.86177046680577,0.9999971,,10.952819,112.29631066322328,,25.484592000000003,19.916216,17.39286,14.368073999999998,2.4521847,1.6333498,4.3241214999999995,6.397469999999999,17.25554,-0.131,1.015512,0.11,70.07033,17.105420000000002,,-0.866,1380,69,15.229754000000002,17.082697
69,17.25554,18.859063378725526,0.9999971,,10.888199,114.84641432762146,,25.377155,11.972693,17.494232,14.353685,2.2439742000000003,1.7316772,4.5529847000000006,6.566933000000001,17.25554,-0.13,1.0214583000000002,0.11,71.502075,17.10506,,-0.864,1400,70,15.1833725,17.080374
70,17.25554,18.82811612164748,0.9999971,,11.418401,116.6793532371521,,25.537868,13.324395999999998,17.297214999999998,14.3395,3.1426735,3.1426735,4.218278,6.2818594,17.25554,-0.134,1.0102646,0.11,71.72879,17.104326,,-0.874,1420,71,15.157423999999999,17.052979999999998
71,17.25554,19.008509658278705,0.9999971,,11.380935000000001,117.81028318405151,,25.310865,14.124992,17.13275,14.325515,3.1822847999999997,1.3250704,4.3039618,6.329896,17.25554,-0.135,1.0005574000000002,0.11,72.04013,17.106028,,-0.875,1440,72,15.143147,17.226803
72,17.25554,18.915780143653095,0.9999971,,20.601639000000002,119.32397389411926,,31.669952000000002,13.652595499999999,15.001945999999998,14.311720999999999,16.925497,16.925497,1.4290559999999999,3.1057477000000002,17.25554,-0.156,0.8764861999999999,0.11,63.98349,17.106466,,-0.917,1460,73,15.122663500000002,17.137926
73,17.25554,18.75417559811484,0.9999971,,20.157410000000002,121.67832326889038,,35.630447,15.298048999999999,9.083871,14.298116,18.677854999999997,6.1597023,-2.3393072999999998,1.9500301,17.25554,-0.178,0.5311832,0.11,39.307556,17.104753,,-0.946,1480,74,15.122974,16.9797
74,17.25554,18.884917356556095,0.9999971,,34.59485,124.23354816436769,,41.364937,14.754028,16.28279,14.284692999999999,29.450909000000003,29.450909000000003,-1.1949128999999998,2.0638833,17.25554,-0.173,0.9519964,0.11,71.39973,17.104848999999998,,-0.941,1500,75,15.111462,17.111988
75,17.25554,18.849007990285767,0.9999971,,26.8746,127.10552501678468,,36.111965000000005,13.888073,14.452062,14.271447,21.469334,3.5603857000000003,-0.9170259,2.3899748,17.25554,-0.173,0.8451264999999999,0.11,64.229614,17.104392999999998,,-0.941,1520,76,15.093665,17.070225
76,17.25554,18.735702603865658,0.9999971,,37.6089,129.32552123069763,,44.866344,16.004309,13.905323999999998,14.258375,35.507979999999996,35.507979999999996,-3.9101522000000006,1.6719935000000001,17.25554,-0.189,0.8166472,0.11,62.881831999999996,17.102657,,-0.958,1540,77,15.102856,16.970679999999998
77,17.25554,18.868660847811636,0.9999971,,27.109296999999998,130.8467679023743,,38.278988,16.015959,11.409036,14.245472,24.552584,2.068445,-3.681659,1.9265618000000002,17.25554,-0.189,0.66958636,0.11,52.227737,17.102526,,-0.958,1560,78,15.111091,17.092308
78,17.25554,18.82954275674048,0.9999971,,24.168626999999997,132.64017176628113,,34.014034,19.634813,12.626422999999999,14.232732999999998,19.332031,5.817119,-2.5783741,2.420402,17.25554,-0.186,0.7404784000000001,0.11,58.49779,17.101881,,-0.954,1580,79,15.163601000000002,17.051691
79,17.25554,18.717970606626395,0.9999971,,25.783657,135.47107315063477,,33.775925,10.16595,15.957581,14.220154,14.459207999999999,13.787510000000001,-1.4408658,2.9052434,17.25554,-0.181,0.9363475,0.11,74.9078,17.099981,,-0.949,1600,80,15.097443,16.950058
80,17.25554,18.797947445312666,0.9999971,,25.774345,137.64763474464417,,33.56259,9.980627,15.782113,14.207730999999999,13.548044,13.548044,-2.0733346999999998,2.9114299999999997,17.25554,-0.185,0.92642224,0.11,75.0402,17.099064000000002,,-0.954,1620,81,15.032976999999999,17.025489999999998
81,17.25554,18.80179708731006,0.9999971,,26.820269,139.4712688922882,,34.21286,17.351357999999998,15.0395155,14.195460999999998,16.459665,16.459665,-3.269768,2.6999266,17.25554,-0.192,0.8830824,0.11,72.41275999999999,17.098282,,-0.96,1640,82,15.059861999999999,17.034954
82,17.25554,18.745381242008037,0.9999971,,25.797375,141.49504899978638,,33.10593,15.214870000000001,16.713635999999997,14.18334,12.278651,10.109124000000001,-2.2125633,3.1579852,17.25554,-0.188,0.9815389000000001,0.11,81.46773,17.096804000000002,,-0.957,1660,83,15.059809,16.975552
83,17.25554,18.811549426607662,0.9999971,,23.3764,143.096696138382,,31.327564000000002,12.310706,15.548148000000001,14.171364,10.501745,0.56766593,-1.9044477,3.2806422999999993,17.25554,-0.187,0.9129715,0.11,76.68960600000001,17.096087,,-0.956,1680,84,15.026401000000002,17.036764
84,17.25554,18.806432983092773,0.9999971,,22.696033,145.7782642841339,,30.723129999999998,14.288355,16.100416,14.159529999999998,8.965332,7.326326,-1.4728013,3.5401516,17.25554,-0.186,0.9452635,0.11,80.3474,17.095318,,-0.955,1700,85,15.0163355,17.030716
85,17.25554,18.853697046650343,0.9999971,,22.987652,147.9369649887085,,30.729801000000002,11.908111,15.9500475,14.147832999999999,9.6444645,9.6444645,-1.9866743999999998,3.5025358,17.25554,-0.19,0.93622184,0.11,80.51507600000001,17.095173000000003,,-0.958,1720,86,14.979234,17.082907000000002
86,17.25554,18.90983183980452,0.9999971,,21.902658,150.26651453971863,,29.943653,13.882241,16.393207999999998,14.136272,7.898262,5.470073999999999,-1.3228701,3.8202894,17.25554,-0.188,0.9617758,0.11,83.67449,17.09561,,-0.956,1740,87,14.965570000000001,17.133198
87,17.25554,18.876346443544453,0.9999971,,22.145126,152.91049790382385,,29.936531,16.424574,16.362541,14.124844,8.251362,8.251362,-1.6007725,3.8136632000000006,17.25554,-0.19,0.9597051999999999,0.11,84.45405600000001,17.095701000000002,,-0.958,1760,88,14.981439000000002,17.103502
88,17.25554,18.897569523582302,0.9999971,,21.375607000000002,155.15177869796753,,29.424664,14.633828,16.811813,14.113544000000001,6.939655,5.5251455,-0.9965146999999999,4.1042767,17.25554,-0.188,0.98574615,0.11,87.73141,17.095968,,-0.956,1780,89,14.976804000000001,17.119434
89,17.25554,18.825009670611983,0.9999971,,21.28993,157.53139257431033,,29.255299,16.503325,16.891756,14.102371,6.841924000000001,6.402323,-0.9796811,4.1870384,17.25554,-0.189,0.9904639000000001,0.11,89.141754,17.095434,,-0.957,1800,90,14.993362,17.04795
90,17.25554,18.705800529415512,0.9999971,,21.58703,160.3924686908722,,29.28609,-3.3278024,16.901510000000002,14.091320999999999,7.254554700000001,7.254554700000001,-1.4106116000000002,4.179925,17.25554,-0.191,0.99156225,0.11,90.23216,17.093788,,-0.959,1820,91,14.791692000000001,16.945662
91,17.25554,18.814364319167076,0.9999971,,22.469875,163.41504454612732,,29.644634000000003,15.420027,16.87175,14.080392000000002,9.126581,9.126581,-1.8927304,4.052853,17.25554,-0.195,0.9898599,0.11,91.06711,17.09329,,-0.962,1840,92,14.798195000000002,17.04815
92,17.25554,18.786874639843226,0.9999971,,21.690485,166.29289746284485,,29.121075,18.30262,17.057198,14.069581,7.964606,4.9896255,-1.436189,4.2910433,17.25554,-0.194,1.0008044,0.11,93.074814,17.092426,,-0.961,1860,93,14.83552,17.01289
93,17.25554,18.88493518898197,0.9999971,,21.064322,168.91623330116272,,28.739109000000003,13.562420000000001,17.323286,14.058886,6.843203,4.8591986,-0.97917664,4.5346375,17.25554,-0.192,1.0161601999999998,0.11,95.51906,17.092628,,-0.96,1880,94,14.821764000000002,17.111265
94,17.25554,18.81750398084511,0.9999971,,20.799341000000002,170.93695735931396,,28.548609999999996,18.745783,17.519804,14.048304000000002,6.2757845,5.21476,-0.6716058000000001,4.693765,17.25554,-0.192,1.027655,0.11,97.62722,17.092164999999998,,-0.96,1900,95,14.86304,17.04875
