,ReturnMean,LQGmu01,MISE,TimeElapsed,Bound,URet,target_sum_log_mean,LQGmu1,IWFirstEpisode,IWMean,TimestepsSoFar,ReturnMax,ReturnStepMax,ReturnAbsMax,IWLastEpisode,DenMISELogLast,DenMISEMeanLog,IWMax,IWMin,LQGsigma,ReturnMin,IWNorm2,ReturnLastEpisode,IWNorm1,Iteration,DenMISELogFirst,SqrtESSClassic
0,15.807039999999999,0.32,,0.5858030319213867,31.614079999999998,17.497854397219367,-1068.516,0.997,,,20,15.807039999999999,0.99233466,15.807039999999999,,13.511501,13.511501,,,0.11,,1e-10,15.807039999999999,1e-10,1,13.511501,1.0
1,12.207691,0.32,7.3544059999999995e-19,14.09260082244873,22.35453,9.444017119258,-560.81647,0.997,,8.5433475e-20,40,15.807039999999999,0.99233466,15.807039999999999,1.7086695e-19,-9.903487,1.4574337,1.7086695e-19,,0.11,,1.4142136e-10,8.608342,2e-10,2,12.818355,1.4142135
2,10.978278999999999,0.32,4.259727,14.422106742858887,35.873806,9.357533310929476,-369.11276000000004,0.997,,0.5,60,15.807039999999999,0.99233466,15.807039999999999,1.5,13.889163,5.331033000000001,1.5,,0.11,,1.5,8.519454,1.5,3,12.4128895,1.0
3,10.362252999999999,0.32,5.677877,14.75998306274414,28.032408,9.349345311296524,-272.80203,0.997,,0.6666666,80,15.807039999999999,0.99233466,15.807039999999999,1.333334,15.842417999999999,7.844484,1.333334,,0.11,,1.885618,8.514177,2.6666665000000003,4,12.125207000000001,1.4142135
4,9.987743,0.32,6.380833,15.076351404190063,24.633229999999998,9.320908297065099,-216.19742999999997,0.997,,0.75,100,15.807039999999999,0.99233466,15.807039999999999,1.25,9.997811,8.211707,1.25,,0.11,,2.1650636000000003,8.4897,3.75,5,11.902063,1.7320508000000001
5,9.742977999999999,0.32,6.8084983999999995,15.316993951797485,22.61554,9.360986810277963,-177.09236,0.997,,0.8,120,15.807039999999999,0.99233466,15.807039999999999,1.2,18.250675,9.844505999999999,1.2,,0.11,,2.4,8.519156,4.8,6,11.719742,2.0
6,9.566625,0.32,7.091831699999999,15.525743961334227,21.230078,9.342529711258434,-149.95279,0.997,,0.83333343,140,15.807039999999999,0.99233466,15.807039999999999,1.166667,12.730482,10.228843,1.166667,,0.11,,2.6087463,8.508499,5.833334,7,11.565591,2.236068
7,9.437872,0.32,7.2982283,15.88494110107422,20.204622,9.374537785161252,-129.3202,0.997,,0.857143,160,15.807039999999999,0.99233466,15.807039999999999,1.1428573,14.974279999999998,10.801525999999999,1.1428573,,0.11,,2.7994173,8.5366,6.857144,8,11.43206,2.4494898
8,9.33521,0.32,7.4501867,16.27867078781128,19.399187,9.347410026813852,-113.53254,0.997,,0.87499976,180,15.807039999999999,0.99233466,15.807039999999999,1.1249995000000002,12.651157000000001,10.991367,1.1250006000000001,,0.11,,2.9764692999999998,8.513926,7.8749975999999995,9,11.314277,2.6457512000000003
9,9.262797,0.32,7.579175,16.685047626495358,18.756439999999998,9.457765322130069,-100.7549,0.997,,0.88888854,200,15.807039999999999,0.99233466,15.807039999999999,1.1111106000000002,14.138475,11.293700999999999,1.1111116,,0.11,,3.1426957000000004,8.611085000000001,8.888885499999999,10,11.208917,2.828427
10,9.197633999999999,0.32,7.675859,17.466702461242676,18.213886,9.38625892358411,-89.69345,0.997,,0.9,220,15.807039999999999,0.99233466,15.807039999999999,1.1,20.825745,12.150229,1.1,,0.11,,3.3,8.545993,9.9,11,11.113605999999999,3.0
11,9.142719,0.32,7.754295,18.079955339431766,17.751545,9.379479220727518,-80.88819000000001,0.997,,0.9090908000000001,240,15.807039999999999,0.99233466,15.807039999999999,1.090909,15.882651999999998,12.452988000000001,1.090909,,0.11,,3.449757,8.538658,10.909089999999999,12,11.026595,3.1622777
12,9.095135,0.32,7.8184457,19.08572626113892,17.35045,9.360806005529788,-73.18028000000001,0.997,,0.91666645,260,15.807039999999999,0.99233466,15.807039999999999,1.0833324,19.234545,12.967692,1.0833335,,0.11,,3.5930092000000005,8.524119,11.916664,13,10.946552,3.3166248999999994
13,9.050507000000001,0.32,7.8685946,20.061443805694577,16.994792999999998,9.301084130393486,-66.77623,0.997,,0.92307705,280,15.807039999999999,0.99233466,15.807039999999999,1.0769233,16.402418,13.207106,1.0769233,,0.11,,3.7305714999999995,8.470346000000001,12.923079,14,10.872444,3.4641016000000002
14,9.015411,0.32,7.915412,20.840085744857788,16.68358,9.356480528754362,-61.88834,0.997,,0.92857116,300,15.807039999999999,0.99233466,15.807039999999999,1.0714288,6.4731793,12.753071,1.0714288,,0.11,,3.8630898,8.524075999999999,13.928567999999999,15,10.803452,3.6055512000000003
15,8.985743,0.32,7.957103,21.79439926147461,16.406319,9.37736215181045,-56.984356000000005,0.997,,0.93333364,320,15.807039999999999,0.99233466,15.807039999999999,1.0666671,16.510809,12.98348,1.0666671,,0.11,,3.9911022000000003,8.540718,14.933338000000001,16,10.738913,3.7416577000000006
16,8.959446,0.32,7.993453,22.46428394317627,16.156174,9.376705631716883,-52.704113,0.997,,0.93750036,340,15.807039999999999,0.99233466,15.807039999999999,1.0625004999999998,15.719211999999999,13.140497,1.0625004999999998,,0.11,,4.1150459999999995,8.538686,15.937505999999999,17,10.6782875,3.8729837
17,8.936291,0.32,8.025757,23.06772494316101,15.929275500000001,9.384558070745626,-48.787945,0.997,,0.94117653,360,15.807039999999999,0.99233466,15.807039999999999,1.0588226,17.729765,13.391994,1.0588245,,0.11,,4.235294000000001,8.542669,16.941177,18,10.62113,4.0000005
18,8.914859,0.32,8.05372,23.62289977073669,15.721260000000001,9.364743809008043,-45.479009999999995,0.997,,0.9444448000000001,380,15.807039999999999,0.99233466,15.807039999999999,1.0555558999999999,14.027704,13.422364000000002,1.0555558999999999,,0.11,,4.352168,8.529069999999999,17.94445,19,10.567062,4.123106
19,8.89622,0.32,8.079421,24.42790675163269,15.530930999999999,9.381070278028718,-42.401073,0.997,,0.94736826,400,15.807039999999999,0.99233466,15.807039999999999,1.0526307,16.028444,13.549895999999999,1.0526327,,0.11,,4.465936699999999,8.542089,18.947364999999998,20,10.515769,4.242641000000001
20,8.877824,0.32,8.1009445,25.457997798919678,15.353712,9.348091654525565,-39.553078,0.997,,0.94999987,420,15.807039999999999,0.99233466,15.807039999999999,1.0499998,17.358027,13.728735,1.0500003,,0.11,,4.5768433,8.509901,19.949997,21,10.466978999999998,4.3588986
21,8.862378999999999,0.32,8.121761,26.244998455047607,15.190885,9.375719891836804,-37.058537,0.997,,0.95238113,440,15.807039999999999,0.99233466,15.807039999999999,1.0476192,15.280323000000001,13.796992999999999,1.0476192,,0.11,,4.685096,8.538034,20.952385,22,10.420459,4.472136
22,8.848573,0.32,8.140991,26.887026071548465,15.039748999999999,9.382886654201428,-34.82104,0.997,,0.9545455,460,15.807039999999999,0.99233466,15.807039999999999,1.0454545,14.359319000000001,13.819376,1.0454555,,0.11,,4.790875,8.544834,21.954546,23,10.376007000000001,4.582575299999999
23,8.834572,0.32,8.1571455,27.7666928768158,14.89729,9.34760561356085,-32.56145,0.997,,0.95652175,480,15.807039999999999,0.99233466,15.807039999999999,1.0434793,19.366575,14.048617000000002,1.0434793,,0.11,,4.894346700000001,8.512551,22.956522,24,10.333447,4.690416
24,8.820793,0.32,8.17102,28.746034622192386,14.763010000000001,9.320376335336157,-30.715488,0.997,,0.95833343,500,15.807039999999999,0.99233466,15.807039999999999,1.0416667,13.546857999999999,14.026812,1.0416676999999999,,0.11,,4.995658000000001,8.490112,23.958336,25,10.292625,4.795832
25,8.809963,0.32,8.185746,29.560972452163696,14.638943,9.380775458959569,-28.777195000000003,0.997,,0.9600001,520,15.807039999999999,0.99233466,15.807039999999999,1.0400001,19.640852,14.241135,1.0400001,,0.11,,5.094939,8.539197,24.960003,26,10.253405,4.8989797
26,8.799396,0.32,8.198783,30.0567045211792,14.521598999999998,9.365661980522473,-27.113512,0.997,,0.9615386999999999,540,15.807039999999999,0.99233466,15.807039999999999,1.0384619000000002,16.10458,14.308672,1.0384619000000002,,0.11,,5.192309,8.524643,25.961544,27,10.215665,5.0
27,8.788241000000001,0.32,8.209457,30.629112243652344,14.409489,9.323470184373562,-25.600275,0.997,,0.9629628,560,15.807039999999999,0.99233466,15.807039999999999,1.0370368,15.220777499999999,14.339875,1.0370378,,0.11,,5.287871400000001,8.487088,26.96296,28,10.1792965,5.0990195
28,8.7777195,0.32,8.219233000000001,31.589130401611328,14.303366,9.31608755556689,-24.405931,0.997,,0.9642858,580,15.807039999999999,0.99233466,15.807039999999999,1.0357144,9.000592999999999,14.154487,1.0357144,,0.11,,5.38173,8.483118,27.964289,29,10.144205,5.196152
29,8.76954,0.32,8.230025,32.36975073814392,14.204525,9.373132889874997,-23.042289999999998,0.997,,0.96551704,600,15.807039999999999,0.99233466,15.807039999999999,1.0344824000000001,16.469463,14.230463,1.0344834,,0.11,,5.473967,8.532307000000001,28.965511,30,10.110304,5.2915025
30,8.760079,0.32,8.2382345,33.24258041381836,14.108822,9.30904521639176,-22.11702,0.997,,0.9666665999999999,620,15.807039999999999,0.99233466,15.807039999999999,1.0333332,5.608235,13.951215,1.0333347,,0.11,,5.564669599999999,8.476275999999999,29.966663,31,10.077514,5.385164700000001
31,8.753985,0.32,8.248778999999999,34.11543130874634,14.020695000000002,9.403708882854401,-20.878998,0.997,,0.96774185,640,15.807039999999999,0.99233466,15.807039999999999,1.0322591,17.467922,14.060070999999999,1.0322591,,0.11,,5.65391,8.565071000000001,30.967740000000003,32,10.045766,5.4772253
32,8.745965,0.32,8.256294,35.10236239433289,13.934351000000001,9.319472940863065,-19.948334,0.997,,0.96874976,660,15.807039999999999,0.99233466,15.807039999999999,1.0312496,9.802175,13.930067999999999,1.0312506,,0.11,,5.7417555,8.48932,31.968742,33,10.014994,5.5677642999999994
33,8.739305,0.32,8.264274,36.264949321746826,13.852904999999998,9.356596991702737,-18.83911,0.997,,0.96969706,680,15.807039999999999,0.99233466,15.807039999999999,1.030304,17.735428,14.041070999999999,1.030304,,0.11,,5.8282742999999995,8.519513,32.9697,34,9.985141,5.656854599999999
34,8.732569999999999,0.32,8.271312,37.36081886291504,13.774616,9.341300393167133,-17.896027,0.997,,0.97058845,700,15.807039999999999,0.99233466,15.807039999999999,1.0294121999999999,14.139793,14.043026000000001,1.0294121999999999,,0.11,,5.913521299999999,8.503587,33.970596,35,9.956153,5.744562999999999
35,8.72738,0.32,8.279152,38.377753734588616,13.700922,9.386840195184648,-17.02038,0.997,,0.97142863,720,15.807039999999999,0.99233466,15.807039999999999,1.0285711,13.599097,14.029879000000001,1.0285720999999999,,0.11,,5.9975510000000005,8.545694000000001,34.97143,36,9.927982,5.830952
36,8.72023,0.32,8.284253999999999,39.61879467964173,13.62801,9.296898599416485,-16.342083,0.997,,0.9722223,740,15.807039999999999,0.99233466,15.807039999999999,1.0277779,8.049182,13.867466,1.0277779,,0.11,,6.0804160000000005,8.462833,35.972225,37,9.900583000000001,5.9160794999999995
