,ReturnMean,LQGmu01,MISE,TimeElapsed,Bound,URet,target_sum_log_mean,LQGmu1,IWFirstEpisode,IWMean,TimestepsSoFar,ReturnMax,ReturnStepMax,ReturnAbsMax,IWLastEpisode,DenMISELogLast,DenMISEMeanLog,IWMax,IWMin,LQGsigma,ReturnMin,IWNorm2,ReturnLastEpisode,IWNorm1,Iteration,DenMISELogFirst,SqrtESSClassic
37,8.715907000000001,0.32,8.291598,40.90521192550659,13.560611999999999,9.397553280039904,-15.550849,0.997,,0.97297305,760,15.807039999999999,0.99233466,15.807039999999999,1.0270274,13.698181,13.862282,1.0270274,,0.11,,6.162163,8.555984500000001,36.972977,38,9.873916,6.0
38,8.711646,0.32,8.29839,41.88844990730285,13.495714000000001,9.389780464187712,-14.737135999999998,0.997,,0.97368425,780,15.807039999999999,0.99233466,15.807039999999999,1.0263145,16.157989999999998,13.920454000000001,1.0263165,,0.11,,6.2428360000000005,8.549733,37.973686,39,9.8479395,6.0827622
39,8.707902,0.32,8.305147,43.028555154800415,13.433628,9.40263232620272,-13.957942000000001,0.997,,0.97435904,800,15.807039999999999,0.99233466,15.807039999999999,1.0256413,16.405262,13.981914999999999,1.0256413,,0.11,,6.3224764,8.561886,38.97436,40,9.822622,6.164414
40,8.702085,0.32,8.309252,44.25557541847229,13.371556,9.302032869204423,-13.280536999999999,0.997,,0.97499996,820,15.807039999999999,0.99233466,15.807039999999999,1.025,13.790989000000001,13.976633999999999,1.0250009,,0.11,,6.4011226,8.469389,39.975,41,9.797930000000001,6.244998000000001
41,8.698229,0.32,8.314883,45.696019649505615,13.313507000000001,9.382904138090698,-12.740958000000001,0.997,,0.9756097,840,15.807039999999999,0.99233466,15.807039999999999,1.0243901,9.357688000000001,13.866063,1.024391,,0.11,,6.4788120000000005,8.540152,40.975609999999996,42,9.773831,6.324555999999999
42,8.693978999999999,0.32,8.319662,47.25690698623657,13.256951999999998,9.354299643133466,-12.119328,0.997,,0.9761907,860,15.807039999999999,0.99233466,15.807039999999999,1.0238091,13.965587,13.867811999999999,1.02381,,0.11,,6.555581599999999,8.515492,41.9762,43,9.750301,6.403124
43,8.690434,0.32,8.324738,48.12847948074341,13.202895999999999,9.375690697683655,-11.51398,0.997,,0.97674406,880,15.807039999999999,0.99233466,15.807039999999999,1.0232556000000002,14.493016,13.881479,1.0232565,,0.11,,6.631455,8.538002,42.976738,44,9.727312,6.4807405
44,8.687335000000001,0.32,8.329879,49.31827688217163,13.150981,9.38984497337242,-10.948755,0.997,,0.97727257,900,15.807039999999999,0.99233466,15.807039999999999,1.0227268,13.898646,13.881345000000001,1.0227287,,0.11,,6.7064699999999995,8.550980000000001,43.977264,45,9.704839,6.5574384000000006
45,8.684737,0.32,8.335167,50.534624338150024,13.10117,9.409329969481332,-10.269036999999999,0.997,,0.9777777,920,15.807039999999999,0.99233466,15.807039999999999,1.0222216999999998,20.296229999999998,14.020304999999999,1.0222235999999998,,0.11,,6.780654400000001,8.56782,44.977776,46,9.68286,6.633249799999999
46,8.681056,0.32,8.339006,51.93393111228943,13.051756,9.34769104568057,-9.746526,0.997,,0.9782609,940,15.807039999999999,0.99233466,15.807039999999999,1.0217392,14.267467499999999,14.025092,1.0217402,,0.11,,6.8540344,8.511736,45.97826,47,9.661354,6.708203999999999
47,8.67735,0.32,8.342497999999999,53.200318574905396,13.003739,9.339450443722802,-9.212319,0.997,,0.97872335,960,15.807039999999999,0.99233466,15.807039999999999,1.0212765,15.874376000000002,14.063165,1.0212774,,0.11,,6.926634299999999,8.503142,46.97872,48,9.640301,6.7823305
48,8.675158999999999,0.32,8.347239,54.5528461933136,12.958625999999999,9.41429933385783,-8.642811,0.997,,0.9791667,980,15.807039999999999,0.99233466,15.807039999999999,1.0208324,18.673060999999997,14.156811,1.0208344,,0.11,,6.9984803,8.570041999999999,47.979168,49,9.619681,6.8556550000000005
49,8.671975,0.32,8.35068,55.63259410858154,12.913780000000001,9.356211584451136,-8.125928,0.997,,0.97959167,1000,15.807039999999999,0.99233466,15.807039999999999,1.020408,17.181116,14.216879999999998,1.0204091,,0.11,,7.069594400000001,8.515929,48.979584,50,9.599478999999999,6.9282026
50,8.66946,0.32,8.354541000000001,56.77630996704102,12.870838000000001,9.385754874010336,-7.592442999999999,0.997,,0.9799999,1020,15.807039999999999,0.99233466,15.807039999999999,1.0199995000000002,19.061922,14.3114805,1.0200014000000002,,0.11,,7.14,8.543688000000001,49.979996,51,9.579676,6.9999994999999995
51,8.666505,0.32,8.357702,58.167691230773926,12.828608000000001,9.353142193709877,-7.1062107,0.997,,0.9803921,1040,15.807039999999999,0.99233466,15.807039999999999,1.0196085,17.672237,14.375727,1.0196085,,0.11,,7.209715400000001,8.515779,50.98039,52,9.560258000000001,7.0710683
52,8.664433,0.32,8.361528999999999,59.486732959747314,12.788385,9.397103616511508,-6.638261999999999,0.997,,0.98076934,1060,15.807039999999999,0.99233466,15.807039999999999,1.0192313,17.676119,14.437628,1.0192313,,0.11,,7.278764,8.556675,51.980774,53,9.541209,7.141429
53,8.661431,0.32,8.364186,60.833810329437256,12.74827,9.340043875000587,-6.243115,0.997,,0.9811321,1080,15.807039999999999,0.99233466,15.807039999999999,1.0188679,14.681004000000001,14.441779,1.0188688,,0.11,,7.347161,8.502367,52.98113299999999,54,9.522517,7.211103
54,8.659979,0.32,8.368212,62.24381637573242,12.710741,9.424049457526603,-5.81367,0.997,,0.9814813,1100,15.807039999999999,0.99233466,15.807039999999999,1.0185181,17.357935,14.494457,1.01852,,0.11,,7.4149265,8.5815735,53.981472,55,9.5041685,7.2801089999999995
55,8.656716000000001,0.32,8.370196,64.02786922454834,12.672328,9.308995940800846,-5.492757,0.997,,0.9818181999999999,1120,15.807039999999999,0.99233466,15.807039999999999,1.018182,12.139434,14.452072,1.018182,,0.11,,7.482078,8.47728,54.98181999999999,56,9.48615,7.3484693
56,8.6541815,0.32,8.372732000000001,65.31666779518127,12.635574,9.349899504317376,-5.0643167,0.997,,0.98214287,1140,15.807039999999999,0.99233466,15.807039999999999,1.0178578,18.910719,14.529976000000001,1.0178578,,0.11,,7.5486317,8.512217999999999,55.98214300000001,57,9.468451,7.416197299999999
57,8.651449000000001,0.32,8.374888,66.73784995079039,12.599497999999999,9.331260858837402,-4.7582949999999995,0.997,,0.982456,1160,15.807039999999999,0.99233466,15.807039999999999,1.0175433,12.667529,14.497557,1.0175452,,0.11,,7.6146006999999996,8.495722,56.98245,58,9.451058,7.483314
58,8.648914,0.32,8.377078,68.28811717033386,12.5644655,9.338051412462363,-4.517021,0.997,,0.9827585999999999,1180,15.807039999999999,0.99233466,15.807039999999999,1.0172416,9.459738,14.411874,1.0172425999999999,,0.11,,7.6800046,8.501843,57.982758,59,9.433964,7.549834
59,8.646931,0.32,8.379669999999999,69.14701199531554,12.530802,9.3692431481624,-4.177504,0.997,,0.98305094,1200,15.807039999999999,0.99233466,15.807039999999999,1.0169496999999998,15.837198,14.435342000000002,1.0169496999999998,,0.11,,7.7448545,8.52993,58.98305500000001,60,9.417157000000001,7.615773
60,8.645708,0.32,8.38288,70.64691066741943,12.498682,9.415595207956292,-3.7915275,0.997,,0.9833333000000001,1220,15.807039999999999,0.99233466,15.807039999999999,1.0166664,19.350538,14.51564,1.0166684000000001,,0.11,,7.809164,8.572375,59.98333,61,9.400627,7.681146000000001
61,8.644311,0.32,8.385767999999999,71.86608934402466,12.467128,9.400091639252539,-3.4052153,0.997,,0.9836065,1240,15.807039999999999,0.99233466,15.807039999999999,1.0163931000000002,20.143555,14.606144,1.0163950000000002,,0.11,,7.872948599999999,8.559016999999999,60.98360400000001,62,9.384367,7.7459674
62,8.642466,0.32,8.388065,73.62430667877197,12.435833,9.369669113815856,-3.1239362,0.997,,0.9838710999999999,1260,15.807039999999999,0.99233466,15.807039999999999,1.0161295,14.299414,14.601015,1.0161295,,0.11,,7.936222,8.528138,61.983880000000006,63,9.368366,7.8102503
63,8.640102,0.32,8.389702,75.65601301193237,12.404694000000001,9.323512561027526,-2.8324156000000005,0.997,,0.9841271999999999,1280,15.807039999999999,0.99233466,15.807039999999999,1.0158737,15.517648999999999,14.615085999999998,1.0158737,,0.11,,7.998993400000001,8.491222,62.984142000000006,64,9.352618,7.8740087
64,8.638316,0.32,8.391799,77.4524824619293,12.374799000000001,9.363060386034242,-2.5950767999999997,0.997,,0.98437506,1300,15.807039999999999,0.99233466,15.807039999999999,1.0156246,12.579066000000001,14.583518,1.0156257,,0.11,,8.061274000000001,8.523937,63.98438,65,9.337114,7.9372544000000005
65,8.636819000000001,0.32,8.394072999999999,79.38525652885438,12.345832000000001,9.380978589390264,-2.2545147,0.997,,0.9846156999999999,1320,15.807039999999999,0.99233466,15.807039999999999,1.0153855,19.866754999999998,14.663329999999998,1.0153855,,0.11,,8.123078,8.539446,64.984634,66,9.321847,8.000001
66,8.635019,0.32,8.395922,81.03750658035278,12.317166,9.3517682968025,-1.9248985,0.997,,0.9848484000000001,1340,15.807039999999999,0.99233466,15.807039999999999,1.015153,19.814768,14.739988,1.015153,,0.11,,8.184413000000001,8.516285,65.98484,67,9.306808,8.062257
67,8.633255,0.32,8.3977,82.77465343475342,12.2891245,9.352665973178784,-1.6582043999999998,0.997,,0.98507464,1360,15.807039999999999,0.99233466,15.807039999999999,1.0149266,16.195467,14.761169,1.0149266,,0.11,,8.245292999999998,8.515055,66.98508000000001,68,9.291994,8.124039
68,8.631910000000001,0.32,8.399799,84.68848419189453,12.262074,9.377371991741194,-1.4310370000000001,0.997,,0.985294,1380,15.807039999999999,0.99233466,15.807039999999999,1.0147059,14.001766,14.749947,1.0147069,,0.11,,8.305725,8.540445,67.98528,69,9.277395,8.185352
69,8.629584,0.32,8.4008045,86.55165481567383,12.234575,9.303932781030998,-1.2174844,0.997,,0.9855072,1400,15.807039999999999,0.99233466,15.807039999999999,1.014492,13.503252999999999,14.731926999999999,1.0144940999999998,,0.11,,8.365722,8.469144,68.985504,70,9.263005999999999,8.246211
70,8.628026,0.32,8.4024935,87.95204830169678,12.208382,9.354424395561812,-0.98827225,0.997,,0.9857143,1420,15.807039999999999,0.99233466,15.807039999999999,1.0142851000000002,15.042344,14.736094,1.0142870000000002,,0.11,,8.425289999999999,8.5189495,69.98572,71,9.248821000000001,8.306624000000001
71,8.626731,0.32,8.404356,89.59592962265016,12.182962,9.374940890699936,-0.6682095,0.997,,0.9859155000000001,1440,15.807039999999999,0.99233466,15.807039999999999,1.0140848,22.042273,14.837372,1.0140858,,0.11,,8.484441,8.534744,70.985916,72,9.234836,8.366599
72,8.625757,0.32,8.406457000000001,91.32004284858705,12.158358999999999,9.39524690753667,-0.45670685,0.997,,0.98611116,1460,15.807039999999999,0.99233466,15.807039999999999,1.0138896000000002,14.757684,14.836085999999998,1.0138896000000002,,0.11,,8.54318,8.555655,71.986115,73,9.221042,8.426149
73,8.624578999999999,0.32,8.408267,93.23538422584534,12.134023,9.378147703587292,-0.25409760000000003,0.997,,0.98630154,1480,15.807039999999999,0.99233466,15.807039999999999,1.0136981,14.522795,14.831665,1.0137,,0.11,,8.601519999999999,8.53858,72.98631,74,9.207436999999999,8.485281
74,8.623335,0.32,8.409930000000001,94.94775605201721,12.110078999999999,9.372371388322724,-0.02233724,0.997,,0.9864866,1500,15.807039999999999,0.99233466,15.807039999999999,1.0135144,17.114520000000002,14.861920000000001,1.0135144,,0.11,,8.659464,8.531283,73.986496,75,9.194014,8.544004
75,8.621317,0.32,8.410730000000001,96.89612126350404,12.085792999999999,9.306536139643509,0.1818406,0.997,,0.98666686,1520,15.807039999999999,0.99233466,15.807039999999999,1.0133326999999999,15.481926000000001,14.869901,1.0133345999999999,,0.11,,8.717024,8.469952000000001,74.98668,76,9.180767999999999,8.602325
76,8.620196,0.32,8.412366,98.71290040016174,12.062845,9.375188170248228,0.36754817,0.997,,0.9868423000000001,1540,15.807039999999999,0.99233466,15.807039999999999,1.0131578,14.468194,14.864510000000001,1.0131588,,0.11,,8.774206,8.535009,75.986855,77,9.167696000000001,8.6602545
77,8.619036999999999,0.32,8.413889,101.16147065162659,12.040273,9.368687347550829,0.6364879,0.997,,0.9870129999999999,1560,15.807039999999999,0.99233466,15.807039999999999,1.0129868,21.33195,14.947257999999998,1.0129888,,0.11,,8.831016,8.529753,76.987015,78,9.154793,8.717798
78,8.61772,0.32,8.415186,102.99482941627502,12.017944,9.351140130192297,0.78399813,0.997,,0.98717946,1580,15.807039999999999,0.99233466,15.807039999999999,1.0128196,12.277068,14.913295000000002,1.0128217,,0.11,,8.887464,8.515007,77.987175,79,9.142054,8.774964
79,8.616686,0.32,8.416702,104.7194893360138,11.996292,9.376978448631638,0.98587644,0.997,,0.9873415999999999,1600,15.807039999999999,0.99233466,15.807039999999999,1.0126584,16.921694,14.938238,1.0126594,,0.11,,8.943555,8.535046000000001,78.98733,80,9.129475,8.831759
80,8.615633,0.32,8.418136,106.72258234024048,11.974998,9.37264921036266,1.1901358,0.997,,0.98749983,1620,15.807039999999999,0.99233466,15.807039999999999,1.0125,17.518541,14.969937,1.012501,,0.11,,8.999297,8.531391000000001,79.98749000000001,81,9.117052000000001,8.888193
81,8.614796,0.32,8.419727,108.8413586616516,11.954289,9.387188783503117,1.3544326,0.997,,0.98765415,1640,15.807039999999999,0.99233466,15.807039999999999,1.0123446,14.650170000000001,14.965886,1.0123475,,0.11,,9.054694999999999,8.546969,80.98764,82,9.104782,8.94427
82,8.612905,0.32,8.420192,110.534095287323,11.932867,9.290623985386134,1.5313714,0.997,,0.98780483,1660,15.807039999999999,0.99233466,15.807039999999999,1.0121950000000002,16.028257,14.978537,1.0121969000000002,,0.11,,9.109755999999999,8.457825,81.9878,83,9.092661,8.999999
83,8.611400999999999,0.32,8.420992,112.22072291374208,11.912182000000001,9.320380086601348,1.7056651999999999,0.997,,0.9879518,1680,15.807039999999999,0.99233466,15.807039999999999,1.0120482,16.1601,14.992457,1.0120492,,0.11,,9.164485,8.486614999999999,82.98795,84,9.080685,9.055387
84,8.610902000000001,0.32,8.422752000000001,115.22082591056824,11.892847999999999,9.410246160349212,1.8985488000000001,0.997,,0.98809546,1700,15.807039999999999,0.99233466,15.807039999999999,1.0119054,18.088888,15.028746,1.0119064,,0.11,,9.218892,8.56888,83.98810999999999,85,9.0688505,9.110435
85,8.609435000000001,0.32,8.423483000000001,117.48118257522584,11.872862,9.320303244227828,2.0520970000000003,0.997,,0.9882353000000001,1720,15.807039999999999,0.99233466,15.807039999999999,1.0117645,15.092020000000002,15.029342999999999,1.0117664000000002,,0.11,,9.272977000000001,8.484772999999999,84.988235,86,9.057153999999999,9.165152
86,8.607954,0.32,8.424147999999999,119.66127371788023,11.853176,9.312114551528893,2.190728,0.997,,0.9883721,1740,15.807039999999999,0.99233466,15.807039999999999,1.0116285,14.101408,15.01854,1.0116295,,0.11,,9.326749000000001,8.480656,85.98836999999999,87,9.045592999999998,9.219544
87,8.60672,0.32,8.42501,121.62429690361023,11.8340435,9.334559286177189,2.3658967,0.997,,0.9885059000000002,1760,15.807039999999999,0.99233466,15.807039999999999,1.0114925,17.594172,15.047676999999998,1.0114954,,0.11,,9.380212,8.499325,86.98852,88,9.034164,9.27362
88,8.605621000000001,0.32,8.425966,123.64672136306764,11.8153515,9.345694131190614,2.5310183,0.997,,0.9886363000000001,1780,15.807039999999999,0.99233466,15.807039999999999,1.0113633,17.050426,15.070051999999999,1.0113652,,0.11,,9.4333725,8.508984,87.98863,89,9.022865,9.327378
89,8.6046295,0.32,8.42698,125.39103746414185,11.797052,9.353660763833764,2.7050428,0.997,,0.9887640999999999,1800,15.807039999999999,0.99233466,15.807039999999999,1.0112339,18.182001,15.104501999999998,1.0112379,,0.11,,9.486235,8.5162525,88.98877,90,9.011692,9.380832
90,8.604024,0.32,8.428342,127.14167284965515,11.7794285,9.389982877291354,2.8346539,0.997,,0.98888886,1820,15.807039999999999,0.99233466,15.807039999999999,1.0111105,14.488581,15.0976095,1.0111125,,0.11,,9.538803999999999,8.549551,89.988884,91,9.000642,9.43398
91,8.6031475,0.32,8.429386000000001,128.84151458740234,11.761803,9.361720717295764,2.9917762000000003,0.997,,0.9890110000000001,1840,15.807039999999999,0.99233466,15.807039999999999,1.0109891,17.279057,15.1212,1.010991,,0.11,,9.591084,8.523425999999999,90.98901,92,8.989713,9.486834
92,8.602362,0.32,8.430480000000001,130.28648161888123,11.744535,9.369396168352038,3.1546276,0.997,,0.9891305,1860,15.807039999999999,0.99233466,15.807039999999999,1.0108694999999999,18.126175,15.153394,1.0108714,,0.11,,9.643081,8.530058,91.989136,93,8.978902,9.539392
