,Iteration,IWMean,IWMax,TimestepsSoFar,DenMISELogLast,SqrtESSClassic,LQGmu01,ReturnMax,ReturnStepMax,TimeElapsed,LQGmu1,IWFirstEpisode,DenMISELogFirst,DenMISEMeanLog,LQGsigma,ReturnLastEpisode,URet,IWMin,IWNorm2,Bound,ReturnAbsMax,target_sum_log_mean,ReturnMin,MISE,IWNorm1,ReturnMean,IWLastEpisode
10,11,0.55342764,5.947644,220,18.969955,1.0233177,0.046,15.807039999999999,0.99233466,22.546019792556766,0.431,,11.113621,11.668854,0.11,8.59937,9.444719193312123,,5.948987000000001,51.100403,15.807039999999999,-138.45708,,4.7598395,6.0877037000000005,9.795233,5.947644
11,12,0.77911216,4.591729,240,14.529439000000002,1.4515051,0.045,15.807039999999999,0.99233466,23.12040138244629,0.421,,11.026608999999999,11.864552,0.11,8.592461,9.438529254593082,,6.441139,39.36869,15.807039999999999,-122.70227,,6.6983795,9.349346,9.695003,4.591729
12,13,0.8419546,3.8047282999999994,260,17.995829999999998,1.7618948,0.046,15.807039999999999,0.99233466,24.18418884277344,0.426,,10.946567,12.31334,0.11,8.583412,9.426037152109203,,6.2122946,34.149452000000004,15.807039999999999,-113.24363999999998,,7.234609599999999,10.94541,9.609494999999999,3.8047282999999994
13,14,2.0703225,26.367820000000002,280,15.30361,1.0970551000000002,0.061,15.807039999999999,0.99233466,25.02940106391907,0.548,,10.872458,12.511347,0.11,8.529997,9.366693064483263,,26.420292,60.896698,15.807039999999999,-129.85817,,17.670862,28.984515999999996,9.532388000000001,26.367820000000002
14,15,1.2823547,10.780397,300,3.5843482000000004,1.524394,0.065,15.807039999999999,0.99233466,26.304155826568604,0.575,,10.803466,11.934434,0.11,8.541783,9.375877371049864,,12.61834,42.05966,15.807039999999999,-124.70213000000001,,10.951483,19.235321,9.466348,6.4282722
15,16,1.0960261999999998,6.873276700000001,320,15.068685999999998,1.873632,0.067,15.807039999999999,0.99233466,27.68282794952393,0.586,,10.738927,12.134178,0.11,8.552723,9.390569701694004,,9.359586,34.674942,15.807039999999999,-117.2603,,9.365211500000001,17.536419,9.409246000000001,4.0265889999999995
16,17,1.047294,5.15915,340,14.501342000000001,2.1735097999999997,0.068,15.807039999999999,0.99233466,28.906418800354004,0.591,,10.678303,12.272648,0.11,8.549141,9.38820005697719,,8.191359,30.768728000000003,15.807039999999999,-109.97652,,8.950966000000001,17.803998999999997,9.358651,3.537901
17,18,1.0122094000000001,4.2043953,360,16.771091000000002,2.4281552000000004,0.068,15.807039999999999,0.99233466,30.283399820327762,0.592,,10.621144000000001,12.521201,0.11,8.552477,9.395312304480797,,7.503544000000001,28.182537,15.807039999999999,-103.05509,,8.652847999999999,18.219769,9.313865,2.7588828
18,19,1.0354799000000001,3.602265,380,12.904686,2.6507916000000002,0.068,15.807039999999999,0.99233466,31.60176086425781,0.593,,10.567077000000001,12.539363,0.11,8.538753,9.375402199451267,,7.421978,26.740170000000003,15.807039999999999,-96.95755,,8.850753,19.674118,9.273069,3.2411838
19,20,1.0267578000000002,3.183071,400,15.186051,2.8588044999999997,0.068,15.807039999999999,0.99233466,32.81745982170105,0.592,,10.515783,12.671288,0.11,8.551586,9.391508818397165,,7.1831274,25.365002,15.807039999999999,-91.23595999999999,,8.777255,20.535156,9.236995,2.4452488
20,21,1.0534995,2.9794984,420,16.317162,3.035355,0.068,15.807039999999999,0.99233466,33.95339155197144,0.593,,10.466992999999999,12.844502,0.11,8.519756,9.358906325570613,,7.2886,24.625072,15.807039999999999,-86.15448,,9.00215,22.12349,9.20284,2.9794984
21,22,1.0496403,2.7335415000000003,440,14.502970000000001,3.2136492999999997,0.068,15.807039999999999,0.99233466,35.37114119529724,0.593,,10.420473,12.920834,0.11,8.547531,9.386165500011435,,7.1856275,23.726017000000002,15.807039999999999,-81.54166,,8.969857000000001,23.092087,9.173053999999999,2.2798421
22,23,1.0404072,2.5349307,460,13.720849,3.3817334000000003,0.068,15.807039999999999,0.99233466,36.51702785491944,0.592,,10.376021000000001,12.956567999999999,0.11,8.554260000000001,9.393259034494708,,7.076065,22.914803,15.807039999999999,-77.2899,,8.892077,23.929365,9.14615,1.9840338
23,24,1.053557,2.3970091,480,18.536499,3.5333557,0.068,15.807039999999999,0.99233466,37.637704610824585,0.593,,10.333461999999999,13.189774,0.11,8.522391,9.358430708641984,,7.156191000000001,22.423292,15.807039999999999,-73.28139499999999,,9.002305,25.285368,9.12016,2.3970091
24,25,1.0657729999999999,2.3979695,500,12.728925,3.671886,0.068,15.807039999999999,0.99233466,39.08984041213989,0.595,,10.292639999999999,13.172611999999999,0.11,8.500086,9.331368419142336,,7.256305,22.0172,15.807039999999999,-70.003395,,9.102552000000001,26.644325,9.095357,2.3979695
25,26,1.05962,2.2991962000000004,520,19.048182,3.8128667000000003,0.069,15.807039999999999,0.99233466,40.76553630828858,0.597,,10.253419000000001,13.400339,0.11,8.548497,9.390973326965943,,7.225566400000001,21.487862,15.807039999999999,-66.67699,,9.050730999999999,27.550121,9.074324,1.8733307000000001
26,27,1.0599928,2.2113812000000004,540,15.467754999999999,3.9480915000000003,0.069,15.807039999999999,0.99233466,42.50164031982422,0.598,,10.215679,13.47845,0.11,8.533841,9.375741357724731,,7.249022500000001,21.064674,15.807039999999999,-63.70339,,9.053523,28.619804,9.054306,1.9610761000000003
27,28,1.0684737,2.1541967,560,14.510353,4.071107,0.069,15.807039999999999,0.99233466,43.64450979232788,0.601,,10.179311,13.516862,0.11,8.496424000000001,9.333710984401382,,7.348681,20.770798000000003,15.807039999999999,-61.067440000000005,,9.122583,29.917265000000004,9.034382,2.1494522000000003
28,29,1.0773926999999999,2.1272952999999997,580,8.301129,4.1871743,0.07,15.807039999999999,0.99233466,45.31004691123962,0.605,,10.144219999999999,13.338835000000001,0.11,8.492136,9.32600105689153,,7.4619265,20.520647,15.807039999999999,-58.90026999999999,,9.195319,31.244387,9.015684,2.1272952999999997
29,30,1.0739858999999998,2.0878055,600,15.957582999999998,4.3057265,0.071,15.807039999999999,0.99233466,47.12673902511597,0.609,,10.110318,13.428207999999998,0.11,8.540572000000001,9.382196298900793,,7.482959299999999,20.180054000000002,15.807039999999999,-56.583819999999996,,9.166554,32.219578000000006,8.999846,1.7290237000000002
30,31,1.083963,2.0945603999999998,620,4.933503,4.413068,0.071,15.807039999999999,0.99233466,48.777230024337776,0.613,,10.077529,13.156134,0.11,8.484538,9.318123894094416,,7.6143979999999996,19.99381,15.807039999999999,-54.82212,,9.248198,33.602856,8.983222999999999,2.0945603999999998
31,32,1.0663414,2.0652163,640,17.30039,4.5155650000000005,0.072,15.807039999999999,0.99233466,50.090576171875,0.617,,10.04578,13.287851000000002,0.11,8.572351,9.41172858160115,,7.556734599999999,19.601025,15.807039999999999,-52.752894999999995,,9.099321,34.122925,8.970385,1.1996475
32,33,1.0754508999999999,2.0441003,660,9.159294000000001,4.6184688,0.072,15.807039999999999,0.99233466,51.63775587081909,0.621,,10.015008,13.164401000000002,0.11,8.496721,9.327630107264133,,7.684339,19.442467,15.807039999999999,-51.066353,,9.174750999999999,35.48988,8.956031,2.0012793999999996
33,34,1.0773981000000001,2.0209745999999997,680,17.208633,4.723877,0.073,15.807039999999999,0.99233466,53.18673133850098,0.624,,9.985155,13.285235,0.11,8.526386,9.36414716147719,,7.7545485,19.229657999999997,15.807039999999999,-49.227173,,9.191056,36.631535,8.943394,1.7507551
34,35,1.0818135,1.9987549,700,13.580557999999998,4.826073,0.074,15.807039999999999,0.99233466,54.877711057662964,0.628,,9.956167,13.295577,0.11,8.510205000000001,9.348559489059829,,7.845607000000001,19.053627,15.807039999999999,-47.59022,,9.2276,37.863471999999994,8.931016,1.8220238999999998
35,36,1.0734289,1.9725582999999998,720,13.316164,4.9269385,0.074,15.807039999999999,0.99233466,56.346150875091546,0.631,,9.927997,13.298135,0.11,8.551766,9.393503052078218,,7.843296499999999,18.781776,15.807039999999999,-46.02997,,9.156911000000001,38.643440000000005,8.920483,1.3614753000000002
36,37,1.085895,2.079297,740,7.370773299999999,5.016212,0.075,15.807039999999999,0.99233466,57.59585690498352,0.635,,9.900598,13.139667000000001,0.11,8.469069000000001,9.303734364451461,,8.009652,18.71331,15.807039999999999,-44.737316,,9.259738,40.178112,8.908282,2.079297
37,38,1.0741657,2.0598523999999996,760,13.5594225,5.108360299999999,0.075,15.807039999999999,0.99233466,59.51531863212586,0.639,,9.87393,13.152724,0.11,8.561461,9.403566514354294,,7.9904885,18.443789000000002,15.807039999999999,-43.337790000000005,,9.160748,40.818295,8.899156,1.1741555000000001
38,39,1.0665499,2.0362651,780,15.915669,5.2038665,0.076,15.807039999999999,0.99233466,61.15878891944885,0.642,,9.847954,13.225251,0.11,8.554999,9.395566014466347,,7.9931808,18.20937,15.807039999999999,-41.926190000000005,,9.0967,41.595444,8.89033,1.2988997
39,40,1.0549057,2.0099266,800,16.319242000000003,5.294288,0.076,15.807039999999999,0.99233466,62.920021533966064,0.644,,9.822637,13.304068,0.11,8.566894,9.4081374211056,,7.970141,17.95551,15.807039999999999,-40.56136,,8.998476,42.196224,8.882245,1.1088770000000001
40,41,1.0661863,1.9931900000000002,820,13.141688,5.378178,0.077,15.807039999999999,0.99233466,64.52064156532289,0.647,,9.797944000000001,13.301275,0.11,8.474629,9.30778941821151,,8.127964,17.90932,15.807039999999999,-39.347572,,9.092001,43.713640000000005,8.872303,1.9931900000000002
41,42,1.0601181999999998,1.9720175,840,9.127514,5.46977,0.077,15.807039999999999,0.99233466,66.42188453674315,0.65,,9.773846,13.203304999999999,0.11,8.544869,9.388072054129132,,8.140189,17.71048,15.807039999999999,-38.281925,,9.040807000000001,44.524963,8.864507000000001,1.2817829
42,43,1.0611311,1.9506941000000002,860,13.548212,5.5616984,0.078,15.807039999999999,0.99233466,68.87848067283629,0.652,,9.750316,13.212570000000001,0.11,8.520155,9.35941384720214,,8.204083,17.575565,15.807039999999999,-37.151790000000005,,9.0491905,45.628640000000004,8.856499000000001,1.5601535
43,44,1.057978,1.9284588,880,14.198191,5.652707,0.078,15.807039999999999,0.99233466,70.54667425155641,0.654,,9.727326,13.236217499999999,0.11,8.5424185,9.380547812011883,,8.235175,17.411903,15.807039999999999,-36.0511,,9.022805,46.551033000000004,8.84936,1.3710482
44,45,1.0516955,1.9053063000000001,900,13.724309,5.7410274,0.078,15.807039999999999,0.99233466,72.03450417518616,0.656,,9.704853,13.248219500000001,0.11,8.555211,9.394499495898321,,8.243524,17.230057000000002,15.807039999999999,-35.002559999999995,,8.970015,47.326294,8.842824,1.2133928999999999
45,46,1.0417626,1.8816979,920,20.295683,5.823805,0.079,15.807039999999999,0.99233466,74.1959764957428,0.658,,9.682875,13.402429999999999,0.11,8.571893,9.413807061443581,,8.228483,17.028957000000002,15.807039999999999,-33.851757,,8.886321,47.921079999999996,8.836934,1.0181780999999999
46,47,1.0440164,1.8595644,940,13.851322,5.911206,0.079,15.807039999999999,0.99233466,75.63973140716553,0.66,,9.661368,13.412764000000001,0.11,8.515902,9.352270876107859,,8.300975,16.927397,15.807039999999999,-32.876884000000004,,8.905155,49.06877,8.830103999999999,1.5502017
47,48,1.0474409,1.83922,960,15.427464,5.9961677,0.079,15.807039999999999,0.99233466,77.60255241394044,0.661,,9.640315,13.455554000000001,0.11,8.50725,9.343961765608707,,8.384883,16.842254999999998,15.807039999999999,-31.909879999999998,,8.933682000000001,50.277164,8.823377,1.6014585
48,49,1.0368744,1.8186630000000001,980,18.77572,6.0727763,0.08,15.807039999999999,0.99233466,80.3993241786957,0.663,,9.619696000000001,13.565001500000001,0.11,8.573832000000001,9.418456282339523,,8.366328999999999,16.653278,15.807039999999999,-30.918692,,8.844475,50.806847,8.818285000000001,0.9175028000000001
49,50,1.0381196,1.7990716,1000,16.818825,6.157327700000001,0.08,15.807039999999999,0.99233466,82.50017046928407,0.664,,9.599492999999999,13.630732,0.11,8.519822999999999,9.360477231162207,,8.429952,16.55645,15.807039999999999,-29.99512,,8.854875,51.905975,8.812316000000001,1.4676678
50,51,1.0351461,1.7796352,1020,18.8594,6.2408133,0.08,15.807039999999999,0.99233466,84.02431273460387,0.665,,9.57969,13.733923,0.11,8.547417999999999,9.389845026611386,,8.459227,16.428573999999998,15.807039999999999,-29.066181,,8.830026,52.792454000000006,8.807121,1.2479596000000002
51,52,1.0367424,1.761282,1040,17.308996,6.3229413,0.08,15.807039999999999,0.99233466,85.6984348297119,0.666,,9.560272,13.803275,0.11,8.519531,9.357264659506086,,8.526192,16.343267,15.807039999999999,-28.198915000000003,,8.843416,53.91061,8.801591,1.4676286
52,53,1.0318425,1.7430167,1060,17.579801999999997,6.402769,0.08,15.807039999999999,0.99233466,88.251060962677,0.667,,9.541224,13.8751545,0.11,8.560234,9.401016366869,,8.54125,16.208682999999997,15.807039999999999,-27.359837,,8.802337,54.687653000000005,8.797037,1.1205344
53,54,1.034632,1.7261585,1080,14.2877,6.4819083,0.081,15.807039999999999,0.99233466,89.85813450813293,0.669,,9.5225315,13.883319,0.11,8.506039999999999,9.34407241214335,,8.619394999999999,16.141434,15.807039999999999,-26.608328000000004,,8.825514,55.87013,8.791648,1.5123501
54,55,1.0234417,1.7094293,1100,17.667044,6.5473194,0.081,15.807039999999999,0.99233466,91.88305878639221,0.669,,9.504183,13.952682500000002,0.11,8.584949499999999,9.427761644305132,,8.597303,15.973707000000001,15.807039999999999,-25.831942,,8.730878,56.28929,8.7878895,0.74492925
55,56,1.0292712,1.6950332,1120,11.655215,6.620684,0.081,15.807039999999999,0.99233466,93.89046692848206,0.671,,9.486164,13.912021,0.11,8.48092,9.3129999684293,,8.705927,15.941765,15.807039999999999,-25.181772,,8.779193,57.63919,8.782408,1.6575215
56,57,1.0311521000000001,1.6814479,1140,18.563807,6.697661999999999,0.081,15.807039999999999,0.99233466,96.07731747627258,0.672,,9.468465,13.994091000000001,0.11,8.515709,9.353731486138056,,8.775551,15.875197,15.807039999999999,-24.435413,,8.794948,58.775673,8.777728999999999,1.4424217
57,58,1.0342699,1.6689595000000002,1160,12.273676,6.772423700000001,0.081,15.807039999999999,0.99233466,98.10081481933594,0.673,,9.451073,13.964913000000001,0.11,8.499191999999999,9.33507114214766,,8.857635,15.822901000000002,15.807039999999999,-23.823729,,8.820811,59.98765600000001,8.772927000000001,1.5122102
58,59,1.0363301,1.6571784999999999,1180,9.106176,6.847125999999999,0.082,15.807039999999999,0.99233466,99.76149678230286,0.674,,9.433978,13.883092000000001,0.11,8.505229,9.341769484099649,,8.929802,15.763558999999999,15.807039999999999,-23.287266,,8.837862,61.143480000000004,8.768388999999999,1.4519488999999999
59,60,1.035706,1.6455748,1200,15.598095,6.922030400000001,0.082,15.807039999999999,0.99233466,101.57365393638612,0.675,,9.4171715,13.912232999999999,0.11,8.533189,9.372820201154155,,8.977476,15.683454500000002,15.807039999999999,-22.660486,,8.832702000000001,62.142365000000005,8.764469,1.2914430000000001
60,61,1.0288066999999999,1.6338203000000002,1220,19.466957,6.989905,0.082,15.807039999999999,0.99233466,103.23006844520569,0.676,,9.400641,14.003834,0.11,8.575466,9.418990050235928,,8.978264,15.558847,15.807039999999999,-21.993681,,8.774617999999998,62.75721,8.761371,0.90259457
61,62,1.0251613000000002,1.6220181999999999,1240,20.081419,7.0620265,0.082,15.807039999999999,0.99233466,105.33227372169495,0.677,,9.384381,14.102283499999999,0.11,8.562102000000001,9.403481668636806,,9.00025,15.459112,15.807039999999999,-21.332962,,8.744166,63.56,8.758157,1.0800458
62,63,1.0246996,1.6104718,1260,14.080642000000001,7.1351166,0.082,15.807039999999999,0.99233466,107.37848162651062,0.678,,9.368381,14.102301,0.11,8.531257,9.373086941503006,,9.047655,15.386482,15.807039999999999,-20.784585999999997,,8.740323,64.556076,8.754556,1.2648503999999998
63,64,1.0281761,1.6000053,1280,15.123534,7.2045636,0.083,15.807039999999999,0.99233466,109.33482313156128,0.679,,9.3526325,14.118607,0.11,8.494406,9.327016638469075,,9.1335535,15.351294000000001,15.807039999999999,-20.236304999999998,,8.769198,65.80327,8.75049,1.509415
64,65,1.0281190999999998,1.5898205,1300,12.343687,7.275904700000001,0.083,15.807039999999999,0.99233466,111.27170300483705,0.68,,9.337129,14.091698000000001,0.11,8.526986,9.366406158931976,,9.184802000000001,15.286285000000001,15.807039999999999,-19.749073000000003,,8.768728,66.82774,8.747050999999999,1.2851071000000003
65,66,1.0269527,1.5797126,1320,19.69305,7.34652,0.083,15.807039999999999,0.99233466,113.22720074653624,0.681,,9.321861,14.176957999999999,0.11,8.542428,9.384248731523297,,9.225986,15.213989999999999,15.807039999999999,-19.164676999999998,,8.759081,67.778885,8.743952,1.2075331
66,67,1.0282171999999998,1.5701107,1340,19.52139,7.415925,0.083,15.807039999999999,0.99233466,115.30886268615723,0.681,,9.306823,14.257097,0.11,8.519291,9.355076017762368,,9.289541999999999,15.164214000000001,15.807039999999999,-18.598545,,8.769715,68.89055,8.740599000000001,1.3620987
67,68,1.0291401,1.5609213,1360,15.920132,7.484783999999999,0.083,15.807039999999999,0.99233466,117.16612911224364,0.682,,9.292008000000001,14.281938,0.11,8.5180235,9.355925681054734,,9.349839,15.113089000000002,15.807039999999999,-18.102107999999998,,8.777419,69.98153,8.737326,1.3379846000000002
68,69,1.0279489,1.551811,1380,13.840910000000001,7.5532713000000005,0.083,15.807039999999999,0.99233466,118.98964190483092,0.683,,9.27741,14.275938,0.11,8.54331,9.380525632990881,,9.390431,15.045779999999999,15.807039999999999,-17.650595000000003,,8.767557,70.928474,8.734513,1.1909988
69,70,1.0319412000000001,1.5447514999999998,1400,13.085713,7.6170173,0.083,15.807039999999999,0.99233466,121.01265907287598,0.684,,9.2630205,14.259306,0.11,8.472157000000001,9.307236725436024,,9.483487,15.02607,15.807039999999999,-17.221798,,8.800389,72.235886,8.730765,1.5447514999999998
70,71,1.0325128000000001,1.5369633,1420,14.786973000000001,7.6839304,0.084,15.807039999999999,0.99233466,122.9878408908844,0.685,,9.248836,14.26716,0.11,8.521801,9.357562341417417,,9.540483,14.976656,15.807039999999999,-16.783043,,8.805189,73.30841,8.727822,1.3092856000000002
71,72,1.0319790999999998,1.5293281,1440,21.850788,7.750454400000001,0.084,15.807039999999999,0.99233466,125.38600134849548,0.685,,9.23485,14.372913,0.11,8.537533,9.378001825481137,,9.586856,14.919338,15.807039999999999,-16.258373000000002,,8.800842,74.30249,8.725178999999999,1.2278200000000001
72,73,1.0292519,1.5216177,1460,14.709244,7.815299499999999,0.084,15.807039999999999,0.99233466,127.93134021759032,0.686,,9.221055999999999,14.377932000000001,0.11,8.558346,9.398208103601627,,9.613885,14.845795,15.807039999999999,-15.846395499999998,,8.778066,75.13539,8.722894,1.063425
73,74,1.0281421,1.5139736000000001,1480,14.376821,7.880718700000001,0.084,15.807039999999999,0.99233466,131.10566306114194,0.687,,9.207450999999999,14.378287,0.11,8.541282,9.381116388884582,,9.654261,14.786204000000001,15.807039999999999,-15.447741,,8.768844999999999,76.08251,8.720439,1.1722232
74,75,1.0276347,1.5064526000000003,1500,16.936823,7.9457145,0.084,15.807039999999999,0.99233466,134.0084536075592,0.687,,9.194028,14.412754000000001,0.11,8.53398,9.375328734311896,,9.699896,14.732781,15.807039999999999,-15.02445,,8.764644,77.0726,8.717953999999999,1.2109674
75,76,1.030958,1.4997525,1520,15.09489,8.006718,0.084,15.807039999999999,0.99233466,135.9711813926697,0.688,,9.180782,14.422070499999998,0.11,8.472764,9.30961703087668,,9.785885,14.714584,15.807039999999999,-14.635748999999999,,8.791917,78.35280999999999,8.714727,1.4959829
76,77,1.0300837,1.4930952,1540,14.315773000000002,8.070444,0.084,15.807039999999999,0.99233466,138.25469517707822,0.689,,9.167710000000001,14.421073000000002,0.11,8.537636000000001,9.378072409084501,,9.828014999999999,14.660545,15.807039999999999,-14.269488,,8.784646,79.31644399999999,8.712428,1.1793761999999999
77,78,1.0299870999999998,1.4865680000000001,1560,21.134258,8.133706,0.085,15.807039999999999,0.99233466,140.3728084564209,0.69,,9.154807,14.507503,0.11,8.532376,9.371567828064435,,9.877293,14.614126,15.807039999999999,-13.824147,,8.783928,80.339,8.710119,1.2346632
78,79,1.0305068000000002,1.4802711000000002,1580,12.043233,8.196251,0.085,15.807039999999999,0.99233466,142.75805497169497,0.69,,9.142068,14.476669000000001,0.11,8.517623,9.354015160292528,,9.932595,14.573932999999998,15.807039999999999,-13.504581,,8.788223,81.41004000000001,8.707683,1.2799358
79,80,1.0296838,1.4740417,1600,16.776125,8.258469,0.085,15.807039999999999,0.99233466,144.74722385406494,0.691,,9.129489,14.505773999999999,0.11,8.537597,9.379774100987602,,9.974574,14.5234995,15.807039999999999,-13.134260000000001,,8.781379,82.3747,8.705557,1.1713706
80,81,1.0291827,1.4679002,1620,17.354813,8.320269999999999,0.085,15.807039999999999,0.99233466,146.870356798172,0.691,,9.117066000000001,14.541295999999999,0.11,8.533926,9.375428285697216,,10.0193615,14.476693,15.807039999999999,-12.765188,,8.777224,83.36379000000001,8.703437,1.1924752
81,82,1.0276155,1.4617688999999998,1640,14.56516,8.381242,0.085,15.807039999999999,0.99233466,149.17282152175903,0.692,,9.104796,14.5419235,0.11,8.549441,9.389905236993847,,10.053937,14.422185,15.807039999999999,-12.439288000000001,,8.764178,84.26446999999999,8.701559,1.1013237
82,83,1.0311531999999999,1.5162868,1660,15.626674,8.437783,0.085,15.807039999999999,0.99233466,151.14949178695682,0.693,,9.092675,14.555310999999998,0.11,8.460473,9.293531931338649,,10.143152,14.413224,15.807039999999999,-12.106752,,8.793132,85.58572,8.698655,1.5162868
83,84,1.0332006999999999,1.5108149,1680,15.839127,8.496409,0.085,15.807039999999999,0.99233466,154.16126704216003,0.693,,9.080699000000001,14.570948999999999,0.11,8.489175999999999,9.323193204946733,,10.214769,14.3912945,15.807039999999999,-11.781385,,8.809981,86.788864,8.696161,1.3973898999999999
84,85,1.0299166,1.505199,1700,18.15268,8.553741,0.085,15.807039999999999,0.99233466,156.92966437339786,0.694,,9.068864999999999,14.61346,0.11,8.571238000000001,9.412837695839226,,10.234459,14.326406500000001,15.807039999999999,-11.439978,,8.782502000000001,87.54291500000001,8.694692,0.94816524
85,86,1.0318683000000002,1.5000601,1720,14.778746,8.611638000000001,0.086,15.807039999999999,0.99233466,159.1533203125,0.695,,9.057167999999999,14.615714,0.11,8.48728,9.323053854642811,,10.304738,14.305157999999999,15.807039999999999,-11.1420965,,8.798525999999999,88.74068,8.69228,1.3860024
86,87,1.034082,1.4953995,1740,13.770767000000001,8.668638,0.086,15.807039999999999,0.99233466,161.6322720050812,0.696,,9.045608,14.606353,0.11,8.483141999999999,9.314849760312518,,10.378231,14.287138,15.807039999999999,-10.863327,,8.816715,89.96513,8.689877000000001,1.4103767
87,88,1.0353632,1.4909693000000002,1760,17.320349,8.726332000000001,0.086,15.807039999999999,0.99233466,163.05492544174194,0.696,,9.034179,14.637567,0.11,8.501745,9.337219985626033,,10.441038,14.261548999999999,15.807039999999999,-10.5514555,,8.827292,91.11196,8.687738000000001,1.331287
88,89,1.0360941,1.4866898000000002,1780,16.813102999999998,8.7840395,0.086,15.807039999999999,0.99233466,165.14068603515625,0.697,,9.02288,14.662392,0.11,8.511353999999999,9.348297952608267,,10.497717999999999,14.231891000000001,15.807039999999999,-10.252683,,8.833336,92.21236999999999,8.685757,1.283144
89,90,1.036481,1.4825004,1800,17.968884,8.841531,0.086,15.807039999999999,0.99233466,167.317893743515,0.698,,9.011706,14.699517000000002,0.11,8.51858,9.35621738898357,,10.550581,14.200007999999999,15.807039999999999,-9.947809,,8.836557,93.28329000000001,8.683899,1.2520366000000003
90,91,1.0348585,1.4781917,1820,14.431901000000002,8.898264,0.086,15.807039999999999,0.99233466,169.4513003826141,0.699,,9.000656,14.696962,0.11,8.551777000000001,9.392429345550394,,10.583200999999999,14.15231,15.807039999999999,-9.689492,,8.823055,94.17211999999999,8.6824465,1.069146
91,92,1.0348469,1.4739236999999998,1840,17.098509,8.955199,0.086,15.807039999999999,0.99233466,172.07649636268616,0.7,,8.989727,14.723432999999998,0.11,8.525681,9.364198437980283,,10.631357000000001,14.118351,15.807039999999999,-9.406182000000001,,8.822977,95.20591999999999,8.680742,1.2113625
