,TimestepsSoFar,ReturnStepMax,LQGsigma,Bound,ReturnAbsMax,IWNorm1,ReturnMin,DenMISELogLast,ReturnMax,TimeElapsed,LQGmu1,DenMISEMeanLog,URet,IWMax,LQGmu01,ReturnLastEpisode,IWMean,IWFirstEpisode,IWNorm2,ReturnMean,SqrtESSClassic,IWLastEpisode,IWMin,DenMISELogFirst,target_sum_log_mean,Iteration,MISE
201,4040,0.99999267,0.11,13.465092000000002,17.199832999999998,201.87326000000002,,16.718332,17.199832999999998,265.2603986263275,1.0,13.643982999999999,9.364868648990466,1.853214,0.723,8.525446,0.9993726,,19.336079,10.314857,10.440238,1.8532016,,11.79375,-253.43517999999997,202,8.522723
202,4060,0.99999267,0.11,13.442522,17.199832999999998,202.87492,,17.24902,17.199832999999998,267.0025134086609,1.0,13.661726999999999,9.347762779937456,1.8454574000000001,0.723,8.511761,0.99938387,,19.343487,10.305974,10.488023,1.8454556,,11.788812,-252.09874,203,8.522672
203,4080,0.99999267,0.11,13.420334,17.199832999999998,203.87656,,21.526344,17.199832999999998,269.641108751297,1.0,13.700267000000002,9.357425783825652,1.8378401999999998,0.723,8.520313,0.9993949000000001,,19.351221,10.297222,10.535591,1.8378366999999998,,11.783897,-250.75446000000002,204,8.5226965
204,4100,0.99999267,0.11,13.398784,17.199832999999998,204.87528999999998,,19.027784,17.199832999999998,272.2258088588714,1.0,13.726241,9.414768497709597,1.8303592,0.723,8.571635,0.9993917,,19.359007000000002,10.288803999999999,10.582944,1.8275352999999999,,11.779008000000001,-249.43552000000003,205,8.523061
205,4120,0.99999267,0.11,13.377157,17.199832999999998,205.87689,,16.197283,17.199832999999998,274.6477203369141,1.0,13.738223999999999,9.353250603315203,1.8230112,0.723,8.5177145,0.9994023999999999,,19.367373999999998,10.280207,10.630088,1.8230058999999998,,11.774141,-248.14311,206,8.523059
206,4140,0.99999267,0.11,13.355694,17.199832999999998,206.87842,,17.025257,17.199832999999998,277.22564482688904,1.0,13.754091,9.340476380878847,1.8157914000000002,0.723,8.503843,0.99941266,,19.376041,10.271625,10.677022000000001,1.8157879000000001,,11.769299,-246.85922000000002,207,8.522933
207,4160,0.99999267,0.11,13.334736999999999,17.199832999999998,207.87988,,11.961526,17.199832999999998,279.95876288413996,1.0,13.745462,9.370441599005686,1.8086984,0.723,8.529738,0.9994225,,19.384998,10.26325,10.72375,1.8086743000000003,,11.76448,-245.61205,208,8.523033999999999
208,4180,0.99999267,0.11,13.314176999999999,17.199832999999998,208.88127,,12.980575,17.199832999999998,281.98039054870605,1.0,13.741789,9.385046751405806,1.8017261000000002,0.723,8.545078,0.9994318999999999,,19.394232000000002,10.25503,10.770278,1.8016092000000001,,11.759684,-244.37193,209,8.523261
209,4200,0.99999267,0.11,13.293676999999999,17.199832999999998,209.8827,,16.140846,17.199832999999998,285.0060737133026,1.0,13.753201500000001,9.358073249170314,1.7948747,0.723,8.520788,0.99944144,,19.403753,10.24677,10.816604,1.7948661,,11.75491,-243.12863,210,8.52328
210,4220,0.99999267,0.11,13.273144,17.199832999999998,210.88412000000002,,16.186169,17.199832999999998,286.57726573944086,1.0,13.76472,9.321511728568657,1.788138,0.723,8.486056,0.9994508,,19.413542,10.238427,10.862733,1.7881346000000002,,11.750159,-241.89687999999998,211,8.523005
211,4240,0.99999267,0.11,13.253085999999998,17.199832999999998,211.8855,,13.235251000000002,17.199832999999998,288.96271300315857,1.0,13.762212,9.344382737333376,1.7815150000000002,0.723,8.511796,0.9994599000000001,,19.423594,10.230282,10.908667,1.7815098999999999,,11.745432000000001,-240.6907,212,8.522948
212,4260,0.99999267,0.11,13.233652,17.199832999999998,212.88661000000002,,19.281254,17.199832999999998,290.0924067497253,1.0,13.788110999999999,9.395935586123796,1.7750028000000002,0.723,8.557507000000001,0.9994677,,19.433878,10.222429,10.954407000000002,1.7747641,,11.7407255,-239.4675,213,8.523264999999999
213,4280,0.99999267,0.11,13.214478,17.199832999999998,213.8854,,16.400042000000003,17.199832999999998,292.75346541404724,1.0,13.800305999999999,9.412742689729725,1.7685971,0.723,8.571245,0.9994645000000001,,19.444202,10.214714,10.999958,1.7660756000000002,,11.736042,-238.2692,214,8.523596000000001
214,4300,0.99999267,0.11,13.195145000000002,17.199832999999998,214.88672999999997,,11.686409,17.199832999999998,295.75541925430304,1.0,13.790463,9.349064362848996,1.7622968,0.723,8.510675,0.99947315,,19.455002,10.206787,11.0453205,1.7622951,,11.7313795,-237.10396,215,8.523528
215,4320,0.99999267,0.11,13.174137,17.199832999999998,215.82236,,15.615955,17.199832999999998,298.87259840965265,1.0,13.798905,9.438285084612122,1.7560993000000003,0.723,8.594242,0.9991776,,19.460222,10.199322,11.090436,1.6904259999999998,,11.726739,-235.93152999999998,216,8.521525
216,4340,0.99999267,0.11,13.155486999999999,17.199832999999998,216.82437000000002,,16.791039,17.199832999999998,302.3493556976318,1.0,13.812682,9.374028816475732,1.7500021000000001,0.723,8.533412,0.9991905999999999,,19.471571,10.191645,11.135433,1.7499804,,11.72212,-234.76432999999997,217,8.521676
217,4360,0.99999267,0.11,13.137138,17.199832999999998,217.82631,,12.995064,17.199832999999998,306.34351015090937,1.0,13.808919,9.377971471123814,1.7440026999999998,0.723,8.543066,0.99920326,,19.48314,10.184082,11.180246,1.7439561000000001,,11.717523,-233.62527000000003,218,8.5219
218,4380,0.99999267,0.11,13.118751999999999,17.199832999999998,218.82822000000002,,14.800254999999998,17.199832999999998,310.7058451175689,1.0,13.813435,9.351483785260069,1.7380984,0.723,8.510889,0.9992155999999999,,19.494926,10.176442,11.22488,1.7380950000000002,,11.712946,-232.48837000000003,219,8.521865
219,4400,0.99999267,0.11,13.100684,17.199832999999998,219.83012000000002,,19.199244,17.199832999999998,315.3622038364411,1.0,13.837904,9.362127383114837,1.7322866999999997,0.723,8.52405,0.9992278,,19.50692,10.168932,11.2693405,1.7322833999999998,,11.70839,-231.34184,220,8.521934
220,4420,0.99999267,0.11,13.083097,17.199832999999998,220.8309,,12.964224,17.199832999999998,318.8959424495697,1.0,13.8339405,9.404073045597796,1.7265651000000002,0.723,8.563808,0.99923486,,19.519026,10.161669,11.313623,1.7254771,,11.7038555,-230.23393,221,8.522267999999999
221,4440,0.99999267,0.11,13.065514,17.199832999999998,221.8327,,11.326819,17.199832999999998,321.72342109680176,1.0,13.822635,9.369684972777069,1.7209332,0.723,8.532611,0.9992464,,19.531423999999998,10.15433,11.357733999999999,1.7209119,,11.699341,-229.14337,222,8.522397999999999
222,4460,0.99999267,0.11,13.048281,17.199832999999998,222.83417000000003,,14.191899,17.199832999999998,324.6145145893097,1.0,13.824279999999998,9.395635350775214,1.7153866000000002,0.723,8.553500999999999,0.9992564,,19.543986999999998,10.147152,11.401672999999999,1.7150578,,11.694846,-228.04976000000002,223,8.522673
223,4480,0.99999267,0.11,13.030999999999999,17.199832999999998,223.83595,,16.002218,17.199832999999998,328.81350350379944,1.0,13.833994,9.357366080236234,1.7099265,0.723,8.520058,0.99926764,,19.55677,10.139888000000001,11.445446,1.7099216,,11.6903715,-226.95786,224,8.5227
224,4500,0.99999267,0.11,13.014215,17.199832999999998,224.83704,,18.02195,17.199832999999998,332.87847876548767,1.0,13.852597,9.403851389687583,1.7045487000000001,0.723,8.562698,0.99927574,,19.569681,10.132878,11.48905,1.7039181,,11.685917,-225.86667999999997,225,8.523026
225,4520,0.99999267,0.11,12.9975,17.199832999999998,225.83867999999998,,19.621576,17.199832999999998,336.7081475257873,1.0,13.878114000000002,9.385023200561626,1.6992509999999998,0.723,8.544074,0.99928623,,19.582825,10.125849,11.532488,1.6991991999999998,,11.681482,-224.7781,226,8.523228
226,4540,0.99999267,0.11,12.980553,17.199832999999998,226.84036,,17.530462,17.199832999999998,340.8363931179046,1.0,13.894194,9.320446539778896,1.6940328999999998,0.723,8.487678,0.9992966999999999,,19.596144,10.118632,11.575766,1.6940279999999999,,11.677067999999998,-223.70836,227,8.523007000000002
227,4560,0.99999267,0.11,12.963636,17.199832999999998,227.84203,,15.401544,17.199832999999998,345.17230010032654,1.0,13.900795,9.299716497043445,1.6888918999999998,0.723,8.466492,0.99930716,,19.609634,10.111386,11.618882000000001,1.6888903000000002,,11.672672,-222.65732000000003,228,8.522633
228,4580,0.99999267,0.11,12.947489,17.199832999999998,228.8435,,9.159089999999999,17.199832999999998,350.1010675430298,1.0,13.880079,9.384907544505662,1.6838259999999998,0.723,8.546253,0.99931663,,19.623279999999998,10.10455,11.661838000000001,1.6836958999999998,,11.668296,-221.64275,229,8.522843
229,4600,0.99999267,0.11,12.93137,17.199832999999998,229.84506000000002,,13.346228,17.199832999999998,356.6293873786926,1.0,13.877748,9.365940175980644,1.6788343999999997,0.723,8.525231,0.99932635,,19.637098,10.097684,11.704635000000001,1.6788232,,11.663938499999999,-220.61882000000003,230,8.522902499999999
230,4620,0.99999267,0.11,12.914982,17.199832999999998,230.84662000000003,,8.64122,17.199832999999998,362.66818141937256,1.0,13.855069,9.301326939373014,1.6739151,0.723,8.464327,0.9993360000000001,,19.651073,10.090613000000001,11.747278,1.6739104,,11.6596,-219.62411,231,8.522518
231,4640,0.99999267,0.11,12.899345,17.199832999999998,231.84807999999998,,13.06327,17.199832999999998,368.944842338562,1.0,13.851645999999999,9.382304859485824,1.6690676,0.723,8.5440035,0.9993451999999999,,19.6652,10.083946000000001,11.789765,1.6690023999999997,,11.65528,-218.61893999999998,232,8.522711
232,4660,0.99999267,0.11,12.883701,17.199832999999998,232.84957999999997,,15.3892,17.199832999999998,375.4532217979431,1.0,13.858238,9.356330064817039,1.6642881999999999,0.723,8.519514,0.9993544,,19.679478,10.077232,11.832102,1.6642849999999998,,11.650979,-217.61243,233,8.522727
233,4680,0.99999267,0.11,12.868481,17.199832999999998,233.8507,,13.553764000000001,17.199832999999998,382.4946508407593,1.0,13.856926999999999,9.396416948883676,1.6595776999999998,0.723,8.5572815,0.99936193,,19.693876,10.070737,11.874285,1.659228,,11.646697,-216.62236000000001,234,8.522998
234,4700,0.99999267,0.11,12.852879,17.199832999999998,234.85217000000003,,13.725263,17.199832999999998,388.3115389347077,1.0,13.856357999999998,9.3131662606212,1.6549327,0.723,8.478726,0.99937093,,19.708447,10.063963000000001,11.916321,1.6549327,,11.642432000000001,-215.64002999999997,235,8.522725
235,4720,0.99999267,0.11,12.8379345,17.199832999999998,235.84908,,11.386614999999999,17.199832999999998,394.8534409999848,1.0,13.845885999999998,9.415430023182266,1.6503526000000002,0.723,8.573089999999999,0.9993605,,19.722776,10.057644999999999,11.958209,1.6458197,,11.638185499999999,-214.67593,236,8.522949
236,4740,0.99999267,0.11,12.823023,17.199832999999998,236.8505,,15.20134,17.199832999999998,400.6544260978699,1.0,13.851597,9.367291399205932,1.645837,0.723,8.531536000000001,0.9993692,,19.737625,10.051206,11.9999485,1.6458275000000002,,11.633958,-213.70389,237,8.5230465
237,4760,0.99999267,0.11,12.808159,17.199832999999998,237.8519,,10.366506,17.199832999999998,406.0767896175385,1.0,13.836945000000002,9.352546849560538,1.6413822,0.723,8.516413,0.9993777,,19.752607,10.044758,12.041544,1.641376,,11.629747,-212.76035,238,8.523036
238,4780,0.99999267,0.11,12.793733,17.199832999999998,238.85065,,15.408624,17.199832999999998,411.49493932724,1.0,13.843513,9.414411058125905,1.6369895,0.723,8.571568,0.9993751000000001,,19.7675,10.038592,12.082997,1.6343438999999997,,11.625554,-211.8036,239,8.523311
239,4800,0.99999267,0.11,12.779361999999999,17.199832999999998,239.85199,,15.14131,17.199832999999998,418.2190594673157,1.0,13.848911,9.38531806098498,1.6326568000000001,0.723,8.544989999999999,0.9993833000000001,,19.782734,10.03237,12.124310000000001,1.6325805,,11.621379,-210.85596,240,8.523489999999999
240,4820,0.99999267,0.11,12.765003,17.199832999999998,240.85335,,16.175415,17.199832999999998,425.35989904403687,1.0,13.858557999999999,9.363229976973537,1.6283822000000001,0.723,8.524786,0.9993915000000001,,19.798095999999997,10.026114999999999,12.165481,1.6283728000000002,,11.617221,-209.9119,241,8.523535
241,4840,0.99999267,0.11,12.750745,17.199832999999998,241.85472000000001,,17.40383,17.199832999999998,432.03957176208496,1.0,13.873199,9.358811246274866,1.6241636000000002,0.723,8.518378,0.99939966,,19.813579999999998,10.019884,12.206513000000001,1.6241605,,11.61308,-208.97055,242,8.523535
242,4860,0.99999267,0.11,12.736686,17.199832999999998,242.85602000000003,,21.718176,17.199832999999998,439.0723986625672,1.0,13.905475,9.364255644041023,1.6200039,0.723,8.526814,0.9994075000000001,,19.829178,10.013741,12.247407,1.6199993000000001,,11.608956,-208.01924,243,8.523589999999999
243,4880,0.99999267,0.11,12.722928,17.199832999999998,243.85428,,8.81351,17.199832999999998,445.60210609436035,1.0,13.8846,9.410890067132923,1.6158979,0.723,8.567586,0.99940276,,19.844645,10.0078125,12.288166,1.6128588,,11.60485,-207.12861999999998,244,8.523807000000001
244,4900,0.99999267,0.11,12.708974000000001,17.199832999999998,244.85562000000002,,5.329395,17.199832999999998,451.3418622016907,1.0,13.849672,9.338293295170901,1.6118455,0.723,8.500883,0.9994107,,19.860474,10.001662,12.328791,1.6118424,,11.6007595,-206.2595,245,8.523689
245,4920,0.99999267,0.11,12.695025999999999,17.199832999999998,245.8569,,14.823278,17.199832999999998,458.0103011131287,1.0,13.853622,9.316391627406132,1.6078461000000002,0.723,8.480606,0.9994183000000001,,19.876410999999997,9.995479,12.36928,1.6078415000000001,,11.596686,-205.35887,246,8.523441
246,4940,0.99999267,0.11,12.681610000000001,17.199832999999998,246.8581,,10.98209,17.199832999999998,465.037269115448,1.0,13.841989499999999,9.382982714171145,1.6038995,0.723,8.542204,0.9994255,,19.892448,9.989595,12.409638000000001,1.603826,,11.592628999999999,-204.48106,247,8.523591999999999
247,4960,0.99999267,0.11,12.668225999999999,17.199832999999998,247.85934,,18.720972,17.199832999999998,472.7042453289032,1.0,13.861656,9.364547303649141,1.6000037,0.723,8.526566,0.99943286,,19.908596,9.983696,12.449864999999999,1.5999992,,11.588589,-203.57916,248,8.523643
248,4980,0.99999267,0.11,12.655180999999999,17.199832999999998,248.85977000000003,,17.479013000000002,17.199832999999998,477.36563873291016,1.0,13.876176999999998,9.4068886703487,1.5961571,0.723,8.564003,0.99943686,,19.92478,9.977994,12.489964,1.5953856000000002,,11.584565,-202.68951,249,8.523904
249,5000,0.99999267,0.11,12.642153,17.199832999999998,249.8548,,11.430429,17.199832999999998,484.4685118198395,1.0,13.866385999999999,9.418950741430736,1.5923606000000001,0.723,8.575882,0.9994192,,19.940634,9.972385000000001,12.529933,1.5861496000000002,,11.580557,-201.83119,250,8.524054
250,5020,0.99999267,0.11,12.62883,17.199832999999998,250.85606,,12.894761,17.199832999999998,492.47268962860113,1.0,13.862509,9.313637961619207,1.5886111,0.723,8.4765625,0.99942654,,19.957085,9.966426,12.569775,1.5886066,,11.576564999999999,-200.97386,251,8.523785
251,5040,0.99999267,0.11,12.615578999999999,17.199832999999998,251.8573,,8.602952,17.199832999999998,499.0035629272461,1.0,13.841629999999999,9.298553081687164,1.5849096999999999,0.723,8.468046000000001,0.99943376,,19.973627,9.960481,12.609492,1.5849036,,11.572589,-200.14038,252,8.523463000000001
252,5060,0.99999267,0.11,12.60271,17.199832999999998,252.85849,,14.275863000000001,17.199832999999998,508.4485383033752,1.0,13.84334,9.34463842549028,1.581253,0.723,8.5087,0.99944067,,19.990263,9.954742,12.649083000000001,1.581253,,11.568628,-199.29108,253,8.523402
253,5080,0.99999267,0.11,12.589922,17.199832999999998,253.8597,,16.171219,17.199832999999998,517.4071404933931,1.0,13.852499,9.339558161768817,1.5776426000000001,0.723,8.502676,0.99944764,,20.006989,9.949025,12.688551,1.5776379999999999,,11.564684,-198.44101,254,8.523303
254,5100,0.99999267,0.11,12.577396,17.199832999999998,254.86087,,11.565355,17.199832999999998,526.9732732772827,1.0,13.843522,9.362951412123069,1.5740777,0.723,8.526087,0.9994544,,20.0238,9.943445,12.727898,1.5740671999999998,,11.560754,-197.61566000000002,255,8.523349000000001
255,5120,0.99999267,0.11,12.564796000000001,17.199832999999998,255.862,,10.543346000000001,17.199832999999998,538.2178571224214,1.0,13.830626,9.332223875852344,1.5705554,0.723,8.495138,0.99946094,,20.040697,9.937788000000001,12.76712,1.5705525,,11.55684,-196.80078,256,8.523204
256,5140,0.99999267,0.11,12.552702,17.199832999999998,256.86267000000004,,17.147076000000002,17.199832999999998,546.4512531757355,1.0,13.843522,9.403440847724044,1.5670768999999998,0.723,8.561816,0.99946564,,20.05764,9.932435,12.806225999999999,1.5665944,,11.552941,-195.96657,257,8.523451
257,5160,0.99999267,0.11,12.540649,17.199832999999998,257.86377000000005,,16.503,17.199832999999998,557.1029412746431,1.0,13.853824,9.387657005110947,1.5636404,0.723,8.548477,0.99947196,,20.074697,9.92707,12.845213000000001,1.5635643999999997,,11.549058,-195.1413,258,8.523627000000001
258,5180,0.99999267,0.11,12.528741,17.199832999999998,258.86456,,9.083519,17.199832999999998,563.4026346206665,1.0,13.835401000000001,9.392965131996519,1.5602441999999999,0.723,8.55539,0.9994771000000001,,20.091818,9.921774000000001,12.884079,1.5599675,,11.54519,-194.35106000000002,259,8.523837
259,5200,0.99999267,0.11,12.516861,17.199832999999998,259.86562999999995,,18.360401,17.199832999999998,572.4028351306915,1.0,13.852798000000002,9.378043842573641,1.5568893999999998,0.723,8.541217999999999,0.99948317,,20.109037,9.916464999999999,12.922827999999999,1.5568716999999999,,11.541336,-193.53125,260,8.523966
260,5220,0.99999267,0.11,12.504584,17.199832999999998,260.86672999999996,,13.815025,17.199832999999998,580.0239324569702,1.0,13.852647,9.28710471100034,1.5535746000000001,0.723,8.456458,0.99948937,,20.126331,9.91087,12.961464999999999,1.5535731000000002,,11.5374975,-192.73512,261,8.523591
261,5240,0.99999267,0.11,12.492844,17.199832999999998,261.8678,,16.271034,17.199832999999998,591.6216921806334,1.0,13.861872,9.365714277726779,1.5502992,0.723,8.528733,0.9994953999999999,,20.143701999999998,9.905594,12.999984,1.5502903000000001,,11.533673,-191.93571,262,8.523646000000001
262,5260,0.99999267,0.11,12.480914,17.199832999999998,262.86884,,15.379138000000001,17.199832999999998,601.2179098129272,1.0,13.867635,9.309613860463287,1.5470618,0.723,8.478429,0.9995013,,20.161144,9.900167,13.038388000000001,1.5470603,,11.529863,-191.1458,263,8.523408
263,5280,0.99999267,0.11,12.469447,17.199832999999998,263.86984,,11.0125265,17.199832999999998,610.9580979347229,1.0,13.856813,9.37662651756171,1.5438635,0.723,8.540488,0.99950695,,20.178654,9.895017999999999,13.076682,1.5438281,,11.526069,-190.37839,264,8.523530000000001
264,5300,0.99999267,0.11,12.45795,17.199832999999998,264.87085,,10.137377,17.199832999999998,620.1423470973969,1.0,13.842773000000001,9.356981694893722,1.5407011999999998,0.723,8.517607,0.9995126,,20.196234,9.88982,13.114863,1.5406923000000001,,11.522288,-189.62009,265,8.52352
265,5320,0.99999267,0.11,12.4464445,17.199832999999998,265.8719,,14.431076999999998,17.199832999999998,629.0044915676118,1.0,13.844978,9.33775074765265,1.5375762,0.723,8.49944,0.9995184000000001,,20.213882,9.884592999999999,13.152935000000001,1.5375688,,11.518521,-188.85136,266,8.523404
266,5340,0.99999267,0.11,12.435219,17.199832999999998,266.87282999999996,,15.247634,17.199832999999998,638.6522552967073,1.0,13.850226000000001,9.371280068959422,1.5344868,0.723,8.530205,0.9995236999999999,,20.231596,9.87952,13.190894,1.5344735,,11.514769,-188.08536,267,8.523467
267,5360,0.99999267,0.11,12.42411,17.199832999999998,267.8738,,12.774157,17.199832999999998,646.7455730438232,1.0,13.846206,9.373475584662245,1.5314326999999999,0.723,8.534127,0.9995291,,20.249372,9.874500999999999,13.228746,1.5314166999999999,,11.511031,-187.33427,268,8.523552
268,5380,0.99999267,0.11,12.41286,17.199832999999998,268.87476000000004,,12.3702345,17.199832999999998,655.9747681617738,1.0,13.840713500000001,9.3278385826756,1.5284126,0.723,8.492767,0.9995344,,20.267212,9.869364,13.26649,1.5284126,,11.507306,-186.59032,269,8.523398
269,5400,0.99999267,0.11,12.401733,17.199832999999998,269.87567,,8.892069000000001,17.199832999999998,663.8797087669373,1.0,13.822379000000002,9.336616385764351,1.5254273,0.723,8.497487,0.9995395,,20.285114,9.864284,13.304124,1.5254259,,11.503594999999999,-185.86475,270,8.523274
270,5420,0.99999267,0.11,12.390589,17.199832999999998,270.87667999999996,,14.318647,17.199832999999998,672.778505563736,1.0,13.824206,9.311535372580854,1.5224756000000002,0.723,8.477874,0.9995449000000001,,20.303074,9.859167999999999,13.341659,1.5224756000000002,,11.499899000000001,-185.12451000000001,271,8.523041000000001
271,5440,0.99999267,0.11,12.379677000000001,17.199832999999998,271.87756,,13.725154999999999,17.199832999999998,680.0279111862183,1.0,13.823835999999998,9.339100396169984,1.519557,0.723,8.502182000000001,0.99954987,,20.321092999999998,9.854178,13.379082,1.5195556000000001,,11.496216,-184.3919,272,8.522947
272,5460,0.99999267,0.11,12.368874,17.199832999999998,272.87847999999997,,19.558052,17.199832999999998,688.171614408493,1.0,13.844835,9.342787443005708,1.5166701999999999,0.723,8.505703,0.9995549000000001,,20.339170000000003,9.849239,13.416402,1.5166671999999999,,11.492546,-183.6433,273,8.522872
273,5480,0.99999267,0.11,12.35797,17.199832999999998,273.8794,,11.654636,17.199832999999998,694.858381986618,1.0,13.836838,9.303469551803435,1.5138162,0.723,8.471399,0.9995598,,20.357302,9.84421,13.45362,1.5138118,,11.48889,-182.92902,274,8.522609
274,5500,0.99999267,0.11,12.347362,17.199832999999998,274.88025,,4.942698,17.199832999999998,706.6204535961151,1.0,13.804491,9.343154070549158,1.5109920000000001,0.723,8.508554,0.9995645000000001,,20.375484,9.839354,13.490734,1.5109899,,11.485247,-182.24434,275,8.522552000000001
275,5520,0.99999267,0.11,12.336996000000001,17.199832999999998,275.8811,,18.026836,17.199832999999998,715.6098093986511,1.0,13.819783,9.376802258470349,1.5082006000000001,0.723,8.536783,0.99956924,,20.393724,9.834634,13.527745000000001,1.5081803999999999,,11.481617,-181.51724,276,8.52265
276,5540,0.99999267,0.11,12.326502,17.199832999999998,276.882,,18.519457,17.199832999999998,726.475043296814,1.0,13.836745,9.333399806967877,1.5054386999999998,0.723,8.497995,0.99957395,,20.412014000000003,9.829808,13.564657999999998,1.5054357,,11.478000999999999,-180.79361,277,8.522536
277,5560,0.99999267,0.11,12.315888000000001,17.199832999999998,277.88284,,15.069026999999998,17.199832999999998,734.6877689361572,1.0,13.841172,9.293844297913246,1.5027059999999999,0.723,8.460232000000001,0.9995786,,20.430353,9.824882,13.60147,1.5027018,,11.474397,-180.0876,278,8.522217999999999
278,5580,0.99999267,0.11,12.305742,17.199832999999998,278.88367,,15.099368,17.199832999999998,744.0871880054474,1.0,13.845676999999998,9.366261513148082,1.5000043,0.723,8.530619999999999,0.99958307,,20.448744,9.820243,13.638181,1.4999943,,11.470806,-179.38655,279,8.522283999999999
279,5600,0.99999267,0.11,12.293095,17.199832999999998,279.78806000000003,,10.7171955,17.199832999999998,752.2819104194641,1.0,13.8345,9.442153378976837,1.4973302,0.723,8.593916,0.9992431,,20.460352,9.815863,13.674645000000002,1.4008591000000001,,11.467228,-178.70642,280,8.519725
280,5620,0.99999267,0.11,12.283169000000001,17.199832999999998,280.78952000000004,,18.965183,17.199832999999998,760.6665403842926,1.0,13.852753,9.376290709209961,1.4946837,0.723,8.536673,0.99925095,,20.478899,9.811312,13.711163,1.4946723,,11.463663,-178.00153,281,8.519849
281,5640,0.99999267,0.11,12.273328,17.199832999999998,281.79092,,20.428654,17.199832999999998,770.7355558872223,1.0,13.876066,9.378553341449754,1.4920674999999999,0.723,8.538280499999999,0.9992585999999999,,20.497488,9.806796,13.747582999999999,1.492049,,11.460111,-177.29645,282,8.519978
282,5660,0.99999267,0.11,12.263637,17.199832999999998,282.79218,,17.642155,17.199832999999998,778.8001244068146,1.0,13.889369,9.394754644446461,1.489477,0.723,8.552472,0.9992655999999999,,20.516111,9.802363,13.783907000000001,1.4893421999999998,,11.456571,-176.60622,283,8.520177
283,5680,0.99999267,0.11,12.253775,17.199832999999998,283.79357999999996,,20.782396,17.199832999999998,786.4820666313171,1.0,13.913632000000002,9.340032271473927,1.4869139,0.723,8.504866999999999,0.9992732,,20.53479,9.797794999999999,13.820135,1.4869096000000002,,11.453044,-175.9098,284,8.520128
284,5700,0.99999267,0.11,12.244251,17.199832999999998,284.79082999999997,,13.471499,17.199832999999998,794.3706095218657,1.0,13.912076999999998,9.419495149115706,1.4843792,0.723,8.579214,0.9992661,,20.55321,9.79352,13.856271,1.4801737,,11.449529,-175.24391,285,8.520342
285,5720,0.99999267,0.11,12.23482,17.199832999999998,285.7919,,20.689417000000002,17.199832999999998,801.8471977710724,1.0,13.935768,9.404040918945894,1.4818686,0.723,8.560396,0.9992724000000001,,20.57195,9.789208,13.892309,1.4815648000000001,,11.446026,-174.55748,286,8.520571
286,5740,0.99999267,0.11,12.2251425,17.199832999999998,286.79332999999997,,12.969357,17.199832999999998,810.0742104053497,1.0,13.932395999999999,9.330428340501207,1.4793849,0.723,8.496525,0.9992799000000001,,20.590754999999998,9.784703,13.928257,1.4793835,,11.442535000000001,-173.9027,287,8.520479
287,5760,0.99999267,0.11,12.215758000000001,17.199832999999998,287.79467999999997,,15.426144,17.199832999999998,816.3004004955292,1.0,13.937577,9.380115619452717,1.4769263000000001,0.723,8.5394535,0.99928707,,20.609594,9.780380000000001,13.964110999999999,1.4769025,,11.439057,-173.24396000000002,288,8.520607
288,5780,0.99999267,0.11,12.206527000000001,17.199832999999998,288.7958,,16.369331,17.199832999999998,823.1991748809814,1.0,13.945985999999998,9.398095135914168,1.474493,0.723,8.556854,0.99929345,,20.628458,9.776147,13.999873999999998,1.4742836000000001,,11.435591,-172.5865,289,8.520814999999999
289,5800,0.99999267,0.11,12.197141,17.199832999999998,289.79717999999997,,14.695256,17.199832999999998,829.125524520874,1.0,13.948564000000001,9.35157946240939,1.4720848,0.723,8.511111,0.9993006,,20.647377,9.771784,14.035544,1.4720792999999999,,11.432136999999999,-171.93938,290,8.520796
290,5820,0.99999267,0.11,12.187978999999999,17.199832999999998,290.79843,,20.025532000000002,17.199832999999998,836.687326669693,1.0,13.969443,9.383856576413072,1.4697001,0.723,8.542000999999999,0.99930733,,20.666325,9.767558,14.071125,1.4696735,,11.428695,-171.27838,291,8.52093
291,5840,0.99999267,0.11,12.178972,17.199832999999998,291.79956,,17.633370000000003,17.199832999999998,844.0714163780212,1.0,13.981985,9.399170087085851,1.4673403999999999,0.723,8.559567,0.9993136,,20.6853,9.763421000000001,14.106614000000002,1.4671303999999998,,11.425264,-170.63011,292,8.52115
292,5860,0.99999267,0.11,12.169918,17.199832999999998,292.80084,,12.265881,17.199832999999998,851.4689424037932,1.0,13.976123000000001,9.371956358508319,1.4650038,0.723,8.536178,0.99932027,,20.704319,9.7592325,14.142017000000001,1.4649899,,11.421845,-170.0046,293,8.521252
293,5880,0.99999267,0.11,12.160884,17.199832999999998,293.80215,,17.092678,17.199832999999998,856.8749353885651,1.0,13.986718,9.36418682226864,1.4626906000000002,0.723,8.526292999999999,0.99932706,,20.723375,9.755039,14.177331,1.4626851,,11.418438,-169.3669,294,8.521306
294,5900,0.99999267,0.11,12.151877,17.199832999999998,294.80338,,17.995932,17.199832999999998,864.6669192314148,1.0,14.000304000000002,9.355792818507325,1.4603992000000001,0.723,8.518608,0.9993334999999999,,20.74246,9.750848,14.212556,1.4603935,,11.415042999999999,-168.73048,295,8.52132
