,target_sum_log_mean,IWMin,DenMISELogLast,ReturnMax,TimeElapsed,IWLastEpisode,MISE,ReturnMean,ReturnMin,SqrtESSClassic,LQGsigma,TimestepsSoFar,DenMISEMeanLog,LQGmu1,LQGmu01,ReturnStepMax,IWFirstEpisode,ReturnAbsMax,IWNorm1,Iteration,DenMISELogFirst,IWMean,URet,Bound,IWMax,ReturnLastEpisode,IWNorm2
0,13.651566,,13.511501,15.807039999999999,0.346146821975708,1.1503477,18.183592,15.807039999999999,,1.0,0.11,20,13.511501,-0.09,-0.009,0.99233466,1.1503477,15.807039999999999,1.1503477,1,13.511501,1.1503477,17.497854397219367,65.60471,1.1503477,15.807039999999999,1.1503477
1,16.99541,,19.406055,15.807039999999999,9.70201063156128,2.8043876,29.154861,15.565804,,1.27196,0.11,40,16.49502,-0.086,-0.009,0.99233466,0.97005534,15.807039999999999,3.774443,2,13.583982999999998,1.8872215,16.976300885580272,66.43678,2.8043876,15.324566,2.9674227
2,16.128204,,13.909031,15.807039999999999,10.576390266418457,1.2404665000000001,26.464098,15.390663,,1.4608921000000001,0.11,60,15.786651999999998,-0.08,-0.008,0.99233466,0.6909801999999999,15.807039999999999,5.1819695999999995,3,13.573951999999998,1.7273232,16.660644112415277,58.924484,3.2505229,15.040384,3.5471269999999997
3,14.6002,,15.960763,15.807039999999999,11.356122255325316,0.29475325,11.027205,15.423971,,1.1871489,0.11,80,15.936267,-0.06,-0.006,0.99233466,0.05292548,15.807039999999999,2.8751732999999997,4,13.493549,0.71879333,17.198670489321543,50.972590000000004,2.3999417000000003,15.523897,2.4219146
4,12.126997,,7.481744,15.807039999999999,12.082684993743895,5.4889493,17.986635,15.160472,,1.1385235,0.11,100,14.183972,-0.051,-0.005,0.99233466,0.007720115600000001,15.807039999999999,6.3040853,5,13.28355,1.260817,15.59032212869425,59.638059999999996,5.4889493,14.106473000000001,5.537071
5,12.591301,,17.502083,15.807039999999999,12.83138132095337,5.8921704,19.50131,14.801944,,1.367666,0.11,120,14.734093,-0.047,-0.005,0.99233466,0.0028523828000000004,15.807039999999999,8.715571,6,13.102772,1.4525952,14.465452052362366,54.17434,5.8921704,13.009306,6.3725877
6,13.639342000000001,,11.521896,15.807039999999999,13.433801174163818,1.5480093000000001,15.6232605,14.678388,,2.023016,0.11,140,14.298697,-0.057,-0.006,0.99233466,0.040894054,15.807039999999999,7.7107368,7,12.949097,1.1015338,15.42666134778404,39.064064,2.721698,13.937045000000001,3.8115056000000003
7,3.404352,,14.2946,15.807039999999999,14.67176914215088,9.553155500000001e-05,0.045767657,14.662363000000001,,1.2836688,0.11,160,14.30354,-0.016,-0.002,0.99233466,2.0226843999999996e-08,15.807039999999999,0.026680857000000002,8,12.82139,0.0033351071000000004,16.117398016367236,36.987633,0.019785125,14.550197,0.020784846000000003
8,2.8638394,,5.267139,15.807039999999999,15.565383434295654,8.593567,11.211594,14.335717,,1.0014029,0.11,180,13.195170000000001,-0.013,-0.001,0.99233466,6.9396497e-09,15.807039999999999,8.605628,9,12.703608000000001,0.9561809000000001,12.89050836562359,58.566283999999996,8.593567,11.722547,8.593573
9,11.944684,,16.104029999999998,15.807039999999999,16.69027876853943,4.818212,22.78761,14.145795000000001,,2.1774428,0.11,200,13.458397,-0.048,-0.005,0.99233466,0.006932044399999999,15.807039999999999,16.968916,10,12.598247,1.6968915,13.805485495651755,44.565964,4.818212,12.436499000000001,7.793048
