,IWFirstEpisode,DenMISELogLast,MISE,IWMax,IWMean,ReturnMax,LQGmu01,URet,LQGmu1,LQGsigma,IWLastEpisode,ReturnStepMax,SqrtESSClassic,DenMISELogFirst,ReturnMin,ReturnAbsMax,target_sum_log_mean,TimeElapsed,DenMISEMeanLog,Iteration,ReturnLastEpisode,TimestepsSoFar,IWMin,ReturnMean,IWNorm2,IWNorm1,Bound
0,0.82275486,13.511501,13.00532,0.82275486,0.82275486,15.807039999999999,-0.008,17.497854397219367,-0.081,0.11,0.82275486,0.99233466,1.0,13.511501,,15.807039999999999,13.316404,0.37351393699646,13.511501,1,15.807039999999999,20,,15.807039999999999,0.82275486,0.82275486,14.5939865
1,0.77619743,19.286875,25.958942,2.6186222999999997,1.6974098999999998,15.807039999999999,-0.008,16.773360491635653,-0.079,0.11,2.6186222999999997,0.99233466,1.2429596,13.418703,,15.807039999999999,16.70744,16.588491678237915,16.352789,2,15.140977,40,,15.474008999999999,2.7312388,3.3948197,27.237076000000002
2,0.5664713,13.853682999999998,24.092123,2.7622316000000002,1.5930809,15.807039999999999,-0.008,16.41984822083418,-0.075,0.11,1.4505398,0.99233466,1.5071992,13.341173000000001,,15.807039999999999,15.9109535,17.197382926940918,15.637738,3,14.821554,60,,15.256523000000001,3.170943,4.7792425000000005,25.146175
3,0.048747517000000004,15.913192,15.342426000000001,3.2520173,1.0123639000000002,15.807039999999999,-0.006,17.059817114247828,-0.059,0.11,0.45845336,0.99233466,1.2281001,13.226455999999999,,15.807039999999999,14.831167,18.182936429977413,15.795863,4,15.396698,80,,15.291567,3.2973337,4.049455600000001,16.636024
4,0.17543593,7.7397375,19.896456,2.531454,1.3506486,15.807039999999999,-0.006,15.473323972776726,-0.064,0.11,2.531454,0.99233466,1.836956,13.015425,,15.807039999999999,14.098551,19.288258790969852,14.163254,5,14.001331,100,,15.033520999999999,3.6763227,6.753242999999999,20.761293
5,0.06028529,17.233677,23.121834,3.806276,1.6289062,15.807039999999999,-0.006,15.17947234209593,-0.058,0.11,3.3387322,0.99233466,1.8110659,12.867589,,15.807039999999999,14.448425,20.654658555984497,14.713288,6,13.651757,120,,14.803226,5.396511,9.7734375,23.999035
6,0.45774955,11.870146,15.882795000000002,1.5473803999999998,1.0753378,15.807039999999999,-0.007,16.055937755868495,-0.068,0.11,1.1999633,0.99233466,2.51504,12.723436,,15.807039999999999,14.370049,21.752459287643433,14.365084,7,14.50195,140,,14.760186,2.9929403999999997,7.5273647,16.514461999999998
7,0.052046243,14.771332999999998,18.632675,3.0797086,1.3032538999999999,15.807039999999999,-0.006,16.610194188609267,-0.056,0.11,0.47721824,0.99233466,2.1553652000000003,12.653248,,15.807039999999999,14.070492000000002,22.66978907585144,14.423226999999999,8,14.995298000000002,160,,14.789576,4.8372455,10.426031,19.369751
8,0.0071568230000000005,10.852584,11.613822,2.4658189999999998,0.81730205,15.807039999999999,-0.005,15.915225095588331,-0.048,0.11,1.1091975,0.99233466,2.1283298,12.541949,,15.807039999999999,12.792122,24.12799525260925,14.04977,9,14.394651000000001,180,,14.745695000000001,3.4560989999999996,7.3557186,12.36026
9,0.028753439,17.324858,13.947189000000002,2.3906283,0.9747618,15.807039999999999,-0.005,16.244212472419544,-0.053,0.11,0.12208615,0.99233466,2.3773527000000003,12.437384,,15.807039999999999,13.629529999999999,25.24852180480957,14.357702,10,14.630709,200,,14.734197,4.1001983,9.747618,14.61544
10,0.39830017,20.59754,17.437782000000002,1.5859318,1.1864743,15.807039999999999,-0.007,16.139243471994284,-0.065,0.11,1.3786123,0.99233466,3.2035034,12.344945,,15.807039999999999,15.03691,25.863021850585934,14.92015,11,14.54977,220,,14.717429000000001,4.074045,13.051217,17.933699
11,,16.089201,,,,15.807039999999999,-0.057,15.805386434046142,-0.515,0.11,,0.99233466,3.4641013,12.293503,,15.807039999999999,-351.34525,26.817567586898804,15.031386,12,14.256575,240,,14.679027,3.4641017999999997e-10,1.2e-09,0.45860878
12,,-6.213172,1.6712557000000001,1.284661,0.09882008,16.912106,-0.1,18.68863553722365,-0.765,0.11,1.284661,0.99997663,1.0,12.213460000000001,,16.912106,-467.84262,27.42052960395813,13.323303,13,16.912106,260,,14.850801,1.284661,1.284661,3.3709862
13,,13.999533999999999,19.39836,13.22401,1.1340082,17.144901,-0.094,18.925091809640747,-0.736,0.11,13.22401,0.99997663,1.1771129999999999,12.139352,,17.144901,-421.04758,28.37526845932007,13.309523,14,17.144901,280,,15.014666,13.487331,15.876114000000001,20.862219
14,,4.637398200000001,19.085686,7.5009375,1.1122658,17.241068,-0.096,19.024232154345466,-0.744,0.11,7.228090299999999,0.99997663,1.5741626,12.070359,,17.241068,-395.95105,29.528335571289066,12.722888000000001,15,17.241068,300,,15.163092,10.598642,16.683987,20.186457
15,,14.873475,12.944180000000001,11.686483,0.7648013000000001,17.241068,-0.06,18.990365335538822,-0.534,0.11,0.436584,0.99997663,1.0463204,12.00582,,17.241068,-273.2296,30.483302116394047,12.854378,16,17.207611,320,,15.2908745,11.695099,12.236821,14.600261999999999
