,IWMean,ReturnMax,LQGmu1,URet,IWNorm2,IWFirstEpisode,ReturnStepMax,IWMin,SqrtESSClassic,ReturnMean,target_sum_log_mean,IWLastEpisode,Bound,TimeElapsed,IWMax,LQGsigma,ReturnAbsMax,ReturnMin,MISE,Iteration,DenMISELogFirst,DenMISELogLast,LQGmu01,ReturnLastEpisode,TimestepsSoFar,DenMISEMeanLog,IWNorm1
0,,15.807039999999999,1.0,17.497854397219367,1e-10,,0.99233466,,1.0,15.807039999999999,-1081.5807,,47.42112,0.10590028762817384,,0.11,15.807039999999999,,,1,13.511501,13.511501,1.0,15.807039999999999,20,13.511501,1e-10
1,8.5433475e-20,15.807039999999999,1.0,9.444017119258,1.4142136e-10,,0.99233466,,1.4142135,12.207691,-567.3488,1.7086695e-19,33.5318,3.903464317321777,1.7086695e-19,0.11,15.807039999999999,,7.3544059999999995e-19,2,12.818355,-9.903487,1.0,8.608342,40,1.4574337,2e-10
2,0.5,15.807039999999999,1.0,9.357533310929476,1.5,,0.99233466,,1.0,10.978278999999999,-373.46765,1.5,51.680847,3.9768226146698,1.5,0.11,15.807039999999999,,4.259727,3,12.4128895,13.889163,1.0,8.519454,60,5.331033000000001,1.5
3,0.6666666,15.807039999999999,1.0,9.349345311296524,1.885618,,0.99233466,,1.4142135,10.362252999999999,-276.0682,1.333334,39.209675,4.095875263214111,1.333334,0.11,15.807039999999999,,5.677877,4,12.125207000000001,15.842417999999999,1.0,8.514177,80,7.844484,2.6666665000000003
4,0.75,15.807039999999999,1.0,9.320908297065099,2.1650636000000003,,0.99233466,,1.7320508000000001,9.987743,-218.81037999999998,1.25,33.75943,4.168963670730592,1.25,0.11,15.807039999999999,,6.380833,5,11.902063,9.997811,1.0,8.4897,100,8.211707,3.75
5,0.8,15.807039999999999,1.0,9.360986810277963,2.4,,0.99233466,,2.0,9.742977999999999,-179.26981999999998,1.2,30.519058,4.253285884857179,1.2,0.11,15.807039999999999,,6.8084983999999995,6,11.719742,18.250675,1.0,8.519156,120,9.844505999999999,4.8
6,0.83333343,15.807039999999999,1.0,9.342529711258434,2.6087463,,0.99233466,,2.236068,9.566625,-151.81918000000002,1.166667,28.2992,4.341937780380248,1.166667,0.11,15.807039999999999,,7.091831699999999,7,11.565591,12.730482,1.0,8.508499,140,10.228843,5.833334
7,0.857143,15.807039999999999,1.0,9.374537785161252,2.7994173,,0.99233466,,2.4494898,9.437872,-130.9533,1.1428573,26.657818,4.461966276168823,1.1428573,0.11,15.807039999999999,,7.2982283,8,11.43206,14.974279999999998,1.0,8.5366,160,10.801525999999999,6.857144
8,0.87499976,15.807039999999999,1.0,9.347410026813852,2.9764692999999998,,0.99233466,,2.6457512000000003,9.33521,-114.98416999999999,1.1249995000000002,25.373688,4.5408270359039316,1.1250006000000001,0.11,15.807039999999999,,7.4501867,9,11.314277,12.651157000000001,1.0,8.513926,180,10.991367,7.8749975999999995
9,0.88888854,15.807039999999999,1.0,9.457765322130069,3.1426957000000004,,0.99233466,,2.828427,9.262797,-102.06138,1.1111106000000002,24.345074,4.6552984714508066,1.1111116,0.11,15.807039999999999,,7.579175,10,11.208917,14.138475,1.0,8.611085000000001,200,11.293700999999999,8.888885499999999
10,0.9,15.807039999999999,1.0,9.38625892358411,3.3,,0.99233466,,3.0,9.197633999999999,-90.88115,1.1,23.482899,4.825482130050659,1.1,0.11,15.807039999999999,,7.675859,11,11.113605999999999,20.825745,1.0,8.545993,220,12.150229,9.9
11,0.9090908000000001,15.807039999999999,1.0,9.379479220727518,3.449757,,0.99233466,,3.1622777,9.142719,-81.97691,1.090909,22.75017,4.9930150508880615,1.090909,0.11,15.807039999999999,,7.754295,12,11.026595,15.882651999999998,1.0,8.538658,240,12.452988000000001,10.909089999999999
12,0.91666645,15.807039999999999,1.0,9.360806005529788,3.5930092000000005,,0.99233466,,3.3166248999999994,9.095135,-74.18526,1.0833324,22.116451,5.1353607177734375,1.0833335,0.11,15.807039999999999,,7.8184457,13,10.946552,19.234545,1.0,8.524119,260,12.967692,11.916664
13,0.92307705,15.807039999999999,1.0,9.301084130393486,3.7305714999999995,,0.99233466,,3.4641016000000002,9.050507000000001,-67.70942,1.0769233,21.557894,5.228738307952881,1.0769233,0.11,15.807039999999999,,7.8685946,14,10.872444,16.402418,1.0,8.470346000000001,280,13.207106,12.923079
14,0.92857116,15.807039999999999,1.0,9.356480528754362,3.8630898,,0.99233466,,3.6055512000000003,9.015411,-62.759319999999995,1.0714288,21.067664999999998,5.3458683490753165,1.0714288,0.11,15.807039999999999,,7.915412,15,10.803452,6.4731793,1.0,8.524075999999999,300,12.753071,13.928567999999999
15,0.93333364,15.807039999999999,1.0,9.37736215181045,3.9911022000000003,,0.99233466,,3.7416577000000006,8.985743,-57.8009,1.0666671,20.63093,5.471719264984131,1.0666671,0.11,15.807039999999999,,7.957103,16,10.738913,16.510809,1.0,8.540718,320,12.98348,14.933338000000001
16,0.93750036,15.807039999999999,1.0,9.376705631716883,4.1150459999999995,,0.99233466,,3.8729837,8.959446,-53.472626,1.0625004999999998,20.237534,5.596297264099121,1.0625004999999998,0.11,15.807039999999999,,7.993453,17,10.6782875,15.719211999999999,1.0,8.538686,340,13.140497,15.937505999999999
17,0.94117653,15.807039999999999,1.0,9.384558070745626,4.235294000000001,,0.99233466,,4.0000005,8.936291,-49.51376,1.0588226,19.881035,5.772517919540405,1.0588245,0.11,15.807039999999999,,8.025757,18,10.62113,17.729765,1.0,8.542669,360,13.391994,16.941177
18,0.9444448000000001,15.807039999999999,1.0,9.364743809008043,4.352168,,0.99233466,,4.123106,8.914859,-46.166626,1.0555558999999999,19.55503,5.963135242462157,1.0555558999999999,0.11,15.807039999999999,,8.05372,19,10.567062,14.027704,1.0,8.529069999999999,380,13.422364000000002,17.94445
19,0.94736826,15.807039999999999,1.0,9.381070278028718,4.465936699999999,,0.99233466,,4.242641000000001,8.89622,-43.05431,1.0526307,19.256685,6.07854962348938,1.0526327,0.11,15.807039999999999,,8.079421,20,10.515769,16.028444,1.0,8.542089,400,13.549895999999999,18.947364999999998
20,0.94999987,15.807039999999999,1.0,9.348091654525565,4.5768433,,0.99233466,,4.3588986,8.877824,-40.175205,1.0499998,18.980097,6.2384774684906015,1.0500003,0.11,15.807039999999999,,8.1009445,21,10.466978999999998,17.358027,1.0,8.509901,420,13.728735,19.949997
21,0.95238113,15.807039999999999,1.0,9.375719891836804,4.685096,,0.99233466,,4.472136,8.862378999999999,-37.652386,1.0476192,18.725445,6.365913152694702,1.0476192,0.11,15.807039999999999,,8.121761,22,10.420459,15.280323000000001,1.0,8.538034,440,13.796992999999999,20.952385
22,0.9545455,15.807039999999999,1.0,9.382886654201428,4.790875,,0.99233466,,4.582575299999999,8.848573,-35.389072,1.0454545,18.489128,6.499889850616455,1.0454555,0.11,15.807039999999999,,8.140991,23,10.376007000000001,14.359319000000001,1.0,8.544834,460,13.819376,21.954546
23,0.95652175,15.807039999999999,1.0,9.34760561356085,4.894346700000001,,0.99233466,,4.690416,8.834572,-33.105816,1.0434793,18.26736,6.739303112030028,1.0434793,0.11,15.807039999999999,,8.1571455,24,10.333447,19.366575,1.0,8.512551,480,14.048617000000002,22.956522
24,0.95833343,15.807039999999999,1.0,9.320376335336157,4.995658000000001,,0.99233466,,4.795832,8.820793,-31.238075,1.0416667,18.059006,7.045338869094849,1.0416676999999999,0.11,15.807039999999999,,8.17102,25,10.292625,13.546857999999999,1.0,8.490112,500,14.026812,23.958336
25,0.9600001,15.807039999999999,1.0,9.380775458959569,5.094939,,0.99233466,,4.8989797,8.809963,-29.279684000000003,1.0400001,17.865541,7.2960498332977295,1.0400001,0.11,15.807039999999999,,8.185746,26,10.253405,19.640852,1.0,8.539197,520,14.241135,24.960003
26,0.9615386999999999,15.807039999999999,1.0,9.365661980522473,5.192309,,0.99233466,,5.0,8.799396,-27.59739,1.0384619000000002,17.683006,7.509538173675537,1.0384619000000002,0.11,15.807039999999999,,8.198783,27,10.215665,16.10458,1.0,8.524643,540,14.308672,25.961544
27,0.9629628,15.807039999999999,1.0,9.323470184373562,5.287871400000001,,0.99233466,,5.0990195,8.788241000000001,-26.06687,1.0370368,17.509504,7.769543409347534,1.0370378,0.11,15.807039999999999,,8.209457,28,10.1792965,15.220777499999999,1.0,8.487088,560,14.339875,26.96296
