,ReturnAbsMax,ReturnMean,IWLastEpisode,ReturnMax,DenMISEMeanLog,DenMISELogFirst,LQGsigma,IWMean,target_sum_log_mean,TimeElapsed,TimestepsSoFar,IWNorm1,IWFirstEpisode,ReturnLastEpisode,SqrtESSClassic,DenMISELogLast,LQGmu01,IWMin,ReturnMin,Bound,Iteration,MISE,ReturnStepMax,IWMax,IWNorm2,LQGmu1,URet
0,15.644507999999998,15.644507999999998,0.99336547,15.644507999999998,17.102016,17.102016,0.11,0.99336547,17.09536,0.8991804122924805,20,0.99336547,0.99336547,15.644507999999998,1.0,17.102016,-0.01,,,17.113047,1,15.540714000000001,0.99262077,0.99336547,0.99336547,-0.098,17.332240856619553
1,15.644507999999998,15.518020000000002,0.9992030000000001,15.644507999999998,13.761495000000002,17.098694000000002,0.11,1.0016790999999998,13.763169,21.78888773918152,40,2.0033581000000003,1.0041552,15.391531,1.4142092,10.424294999999999,-0.01,,,16.656198999999997,2,15.544389,0.9970642,1.0041552,1.4165925,-0.099,17.064454941188142
2,15.891503,15.642514000000002,4.2321854000000005,15.891503,12.706917,17.100079,0.11,1.5583459,12.126016,22.690608978271484,60,4.675038,0.30899775,15.891503,1.101159,10.596642999999998,-0.012,,,26.167143,3,24.716711,0.9970642,4.2321854000000005,4.245561,-0.119,17.599576848442567
3,15.891503,15.704229000000002,3.5509758000000002,15.891503,13.517354000000001,16.910429,0.11,1.5424123,12.896135000000001,23.969529628753662,80,6.169649,0.16824928,15.889377,1.4397418,15.790099,-0.013,,,25.601019,4,24.491684,0.9989059000000001,3.5509758000000002,4.285247,-0.125,17.598379609035078
4,15.901051,15.743594,1.311962e-35,15.901051,14.760294,16.728487,0.11,4.327411e-31,-62.19710500000001,24.91338300704956,100,5e-10,1.5140948e-30,15.901051,2.2360678,19.464806,0.004,,,0.7146991,5,6.737157e-30,0.99971086,1.5140948e-30,2.2360681e-10,0.044,17.614069532001942
5,15.901051,14.701526000000001,12.173377,15.901051,11.084811,16.546165,0.11,2.028896,-48.09454,25.561468601226807,120,12.173377,2.9484196e-28,9.491186,1.0,-6.3810077000000005,0.004,,,20.854748,6,19.256632,0.99971086,12.173377,12.173377,0.038,10.398920930329599
6,15.901051,13.899887,1.6647078999999998e-18,15.901051,11.478597,16.392015,0.11,2.378154e-19,-122.49853,26.583545446395874,140,7.000000000000001e-10,,9.090053,2.6457512000000003,13.65802,0.012,,,0.60403097,7,2.1617543999999998e-18,0.99971086,1.6647078999999998e-18,2.6457514e-10,0.119,9.984737388617473
7,15.901051,13.292507,17.113981,15.901051,10.327378999999999,16.258484,0.11,2.1392477000000003,-103.101265,27.280463457107547,160,17.113981,,9.04085,1.0,3.2035728,0.012,,,20.938732,8,19.340616,0.99971086,17.113981,17.113981,0.116,9.925950329721037
8,15.901051,12.816576,9.220259,15.901051,11.285507,16.1407,0.11,2.4401452999999997,-85.73935,28.413435220718387,180,21.961308,,9.009127000000001,1.3963827,18.748823,0.011,,,23.172954999999998,9,22.028485999999997,0.99971086,12.741048,15.727284,0.112,9.895077346292759
9,15.901051,12.434077,0.08121244,15.901051,11.0134325,16.035339999999998,0.11,0.6295725000000001,-59.040936,29.68678879737854,200,6.2957253,,8.991589,1.1740754,7.9257089999999994,0.009,,,7.049674,10,5.688504,0.99971086,5.2795143,5.3622837,0.092,9.876217975578886
10,15.901051,12.124267999999999,4.5264682999999994,15.901051,11.296525,15.940029999999998,0.11,2.0877175,-59.258556000000006,30.856343746185303,220,22.964893,,9.026164999999999,1.7257662,14.559160999999998,0.01,,,19.770449,11,18.844416,0.99971086,10.91698,13.307070999999999,0.102,9.914314623705042
11,15.901051,11.865102,2.4783327999999996,15.901051,11.465347999999999,15.853019,0.11,1.2307025,-59.325714000000005,31.973485946655273,240,14.768429999999999,,9.014275999999999,2.0148897,12.678525,0.011,,,11.885794,12,11.092641,0.99971086,4.4945297,7.3296466,0.11,9.90068352181676
12,15.901051,11.645564,5.2575445,15.901051,11.460573,15.772976000000002,0.11,1.830598,-48.564144,33.21836686134339,260,23.797773,,9.011119,2.3075142000000004,11.287516,0.01,,,17.202023,13,16.509453,0.99971086,5.3874207,10.313165,0.103,9.897201570917844
13,15.901051,11.456141,0.02348901,15.901051,11.764092,15.698868,0.11,0.8739289000000001,-37.8212,34.54655599594116,280,12.235004,,8.9936495,1.5663382,15.09721,0.009,,,8.905888000000001,14,7.8856,0.99971086,7.3310995,7.811215,0.091,9.878616177061966
14,15.901051,11.294714,,15.901051,11.695611,15.629875,0.11,8.745098e-30,-165.95533999999998,35.783531188964844,300,1.5e-09,,9.034727,3.8729835,10.948573,0.022,,,0.4126317,15,7.86491e-29,0.99971086,1.2204409e-28,3.8729833e-10,0.218,9.924239575132534
15,15.901051,11.139219,9.107422999999999,15.901051,10.796535,15.565335999999999,0.11,0.5692139,-138.43024,36.724730730056756,320,9.107422999999999,,8.806801,1.0,-1.7215143,0.021,,,6.6110697,16,5.0129538,0.99971086,9.107422999999999,9.107422999999999,0.204,9.670319502806104
16,15.901051,11.003381,11.01675,15.901051,10.835825999999999,15.504710999999999,0.11,1.0254706,-129.91638,38.25665473937988,340,17.433,,8.829968,1.3674012,11.98391,0.021,,,10.214853999999999,17,9.046128999999999,0.99971086,11.01675,12.7490015,0.204,9.700697363417694
17,15.901051,10.882458,6.2199306,15.901051,11.099084,15.447553,0.11,1.0019746999999999,-121.32411,39.57896876335143,360,18.035545000000003,,8.826774,1.7109236,15.726341,0.021,,,9.774239999999999,18,8.840174000000001,0.99971086,7.054413,10.5414095,0.204,9.69500884305195
