,DenMISELogFirst,IWLastEpisode,SqrtESSClassic,target_sum_log_mean,Bound,IWNorm1,IWFirstEpisode,LQGsigma,DenMISELogLast,IWMean,DenMISEMeanLog,LQGmu01,LQGmu1,IWMax,TimeElapsed,Iteration,MISE,IWNorm2,ReturnStepMax,TimestepsSoFar,IWMin,ReturnLastEpisode,ReturnMean,URet,ReturnMax,ReturnAbsMax,ReturnMin
21,17.640015,0.3865663,2.532397,-224.78142999999997,9.249813,21.870312,,0.11,13.759742000000001,0.9941051,14.825388,0.035,0.339,4.878347,71.53888607025145,22,8.592655,8.6362095,0.99992186,440,,8.592984,12.165934,9.438028929946643,16.55844,16.55844,
22,17.595564000000003,8.798134e-26,4.7958317,-142.2884,0.3470067,2.3e-09,,0.11,7.167390299999999,6.887375699999999e-22,14.4901285,0.019,0.186,1.5403357999999998e-20,75.4959650039673,23,5.96573e-21,4.7958315e-10,0.99992186,460,,8.627713,12.012098,9.47591588461758,16.55844,16.55844,
23,17.553003,19.101522,1.0,-135.22769,8.7190485,19.101522,,0.11,11.883264,0.79589677,14.340724,0.018,0.181,19.101522,79.0234920978546,24,7.0548625,19.101522,0.99992186,480,,8.864042,11.880927999999999,9.735466878364614,16.55844,16.55844,
24,17.512182,4.08564e-30,3.1732468999999996,-216.99239,10.093882,27.735012,,0.11,16.059513,1.1094005,14.393704000000001,0.038,0.366,3.461814,83.33561968803407,25,9.569439,8.740263,0.99992186,500,,8.88118,11.760939,9.754506523452793,16.55844,16.55844,
25,17.472960999999998,3.028532,3.3110032,-205.30599999999998,10.147791,29.060309999999998,,0.11,12.501474,1.1177043,14.323701999999999,0.038,0.361,3.1010551,86.53596448898315,26,9.645168,8.77689,0.99992186,520,,8.634883,11.640706,9.480210007185484,16.55844,16.55844,
26,17.43522,2.1651292,3.1623642000000003,-214.20686,9.119006,26.940151,,0.11,19.410564,0.99778336,14.515185999999998,0.042,0.393,3.9614828,89.83871102333069,27,8.592759,8.5189905,0.99992186,540,,8.627642999999999,11.529112,9.476695931841107,16.55844,16.55844,
27,17.398853,0.9037082000000001,2.8470576000000003,-172.56648,7.3695707,21.980953,,0.11,14.924869000000001,0.78503406,14.528731,0.034,0.33,4.7778544,92.89830088615416,28,6.7850423,7.720586,0.99992186,560,,8.620925,11.425247,9.467868873045825,16.55844,16.55844,
28,17.363762,2.8618271,3.6161795,-176.70623999999998,10.199431,32.70698,,0.11,18.086454,1.1278268999999999,14.643388,0.037,0.351,2.868073,96.91760516166687,29,9.739225999999999,9.044623,0.99992186,580,,8.657827000000001,11.32982,9.506887477482213,16.55844,16.55844,
29,17.32986,2.2430542,3.8310843,-172.89076,10.235945,34.055984,,0.11,9.833611,1.1351993999999999,14.486355,0.037,0.356,2.5850534,99.75750112533571,30,9.801555,8.889385,0.99992186,600,,8.655426,11.240672,9.508334819654133,16.55844,16.55844,
30,17.29707,,2.7877697999999995,-808.3283700000001,14.967939999999999,28.618025,2.2390406,0.11,9.7727375,0.9231620999999999,14.337843,-0.009,-0.094,5.4134398,103.26899886131287,31,14.370981,10.265562,0.99992186,620,,8.633225,11.156561,9.483394305966163,16.55844,16.55844,
31,17.335060000000002,1.7320148000000001e-16,3.095638,-858.0547,18.105412,35.77717,4.3719044,0.11,-12.676076,1.1180364999999999,13.490177,-0.011,-0.11,4.8096457,106.8838005065918,32,17.567822,11.557284,0.99992186,640,,15.112288000000001,11.280178,16.763681783922852,16.55844,16.55844,
32,17.432348,0.8753620999999999,2.222422,-703.1237,6.6560163,12.585647999999999,0.24469389,0.11,16.198814000000002,0.38138327,13.574473000000001,-0.008,-0.081,4.3516636,110.9575662612915,33,5.9072,5.6630325,0.99992186,660,,15.533249,11.40906,17.217215302485492,16.55844,16.55844,
33,17.409882999999997,0.80118877,3.386774,-768.7319,16.38499,34.609085,3.5434487,0.11,16.540556,1.0179143,13.643545999999999,-0.01,-0.101,3.6316676,113.9872751235962,34,15.893614000000001,10.218894,0.99992186,680,,15.402901000000002,11.5265255,17.065410814855507,16.55844,16.55844,
34,17.480034,3.0844617000000003,3.211937,-708.1522,14.275557999999998,30.97914,1.5186153999999998,0.11,17.805103,0.88511825,13.7621565,-0.009,-0.092,4.447775,117.89916110038756,35,13.757432999999999,9.645002,0.99992186,700,,15.586607,11.642528,17.265313785798945,16.55844,16.55844,
35,17.494336999999998,3.3405638,3.0084853,-793.559,16.963163,37.31904,2.5455995,0.11,14.037913,1.0366399,13.766024,-0.012,-0.118,5.822736,121.21942281723022,36,16.41,12.404592999999998,0.99992186,720,,15.797842000000001,11.757953,17.484473968852953,16.55844,16.55844,
36,17.535261,65.93385,1.152074,-909.71545,35.684585999999996,76.79632,0.0024274033,0.11,12.34277,2.075576,13.727442000000002,-0.016,-0.154,65.93385,123.98708772659302,37,34.240074,66.65919,0.99993336,740,,16.49856,11.886077,18.252588432802106,16.55844,16.55844,
37,17.50866,14.737797,1.9596192,-836.5219999999999,20.48998,45.499287,0.08076593,0.11,12.856396,1.1973497,13.712415,-0.014,-0.141,14.737797,128.28790163993835,38,19.640741000000002,23.218432999999997,0.99993336,760,,16.457152999999998,12.006369,18.20012588739793,16.55844,16.55844,
38,17.484806,9.149500999999999,2.5100894,-795.0665,18.213673,42.095627,0.2519317,0.11,15.128983999999999,1.079375,13.750233999999999,-0.014,-0.136,9.149500999999999,131.58801817893982,39,17.550674,16.770569000000002,0.99997497,780,,16.193758,12.113737,17.922270270994183,16.55844,16.55844,
39,17.465927,0.8665874,1.7461141,-869.068,17.748943,40.859196000000004,0.00017295775000000002,0.11,18.348608,1.0214798,13.865442000000002,-0.016,-0.163,16.718245,135.15563440322876,40,16.795864,23.400072,0.99997497,800,,15.981832500000001,12.21044,17.704220791869915,16.55844,16.55844,
40,17.441238000000002,4.4168970000000005,3.74179,-686.1850599999999,18.02555,45.690804,3.1745765,0.11,9.178734,1.1144098,13.748612,-0.012,-0.116,4.5468593,139.05107808113098,41,17.580793,12.210948,0.99997497,820,,15.712109,12.295846000000001,17.422305662776807,16.55844,16.55844,
41,17.491718,,6.48074,-1549.4879999999998,0.25678945,4.1999999999999996e-09,,0.11,11.246257,,13.691049,-0.101,-0.766,,142.27712154388428,42,,6.480741e-10,0.99997497,840,,16.063876999999998,12.385561000000001,17.772872181613824,16.55844,16.55844,
42,17.46819,45.848988,1.0,-1502.2856,19.67077,45.848988,,0.11,-2.885683,1.0662556,13.282557999999998,-0.092,-0.727,45.848988,144.18755650520325,43,17.976345000000002,45.848988,0.99998736,860,,16.859322,12.489600999999999,18.63246398493257,16.859322,16.859322,
43,17.445198,28.118847,1.4029837,-1477.8374,20.500176999999997,49.91015,,0.11,13.582234,1.1343216,13.283396,-0.1,-0.763,28.118847,148.27351021766663,44,19.275457,35.574290000000005,0.99998736,880,,17.09649,12.594305,18.875187868937964,17.09649,17.09649,
44,17.422726,25.198315,1.5590036,-1431.3085,18.756067,46.48233,,0.11,13.728589000000001,1.0329405999999999,13.291236999999999,-0.09,-0.715,25.198315,152.69372367858887,45,17.646698,29.815409000000002,0.99998736,900,,17.208405,12.696839,18.99139674893516,17.208405,17.208405,
45,17.400747,12.666617,1.9899526,-1409.6744,18.579689000000002,47.669487,,0.11,15.079464999999999,1.0362931,13.32741,-0.097,-0.751,12.84745,158.48936915397644,46,17.710243,23.955088,0.9999935999999999,920,,17.214848,12.795057,18.99728315271832,17.214848,17.214848,
46,17.379242,24.722355,1.9193931,-1388.4664,23.476309,62.04889300000001,,0.11,4.5108724,1.3201892,13.138363,-0.106,-0.786,24.722355,163.4679982662201,47,22.5749,32.32735,0.9999935999999999,940,,17.108559,12.886833,18.8826827866112,17.214848,17.214848,
47,17.358187,25.919666,1.9341689999999998,-1366.5728,28.052916999999997,76.278915,,0.11,13.626373999999998,1.5891441000000002,13.151538,-0.114,-0.815,25.919666,167.36081051826474,48,27.158396000000003,39.437565,0.999999,960,,17.061684,12.973809,18.83922721110982,17.214848,17.214848,
48,17.337568,2.6280994,2.2092077999999997,-1336.067,20.461462,56.404552,,0.11,16.560434,1.1511133,13.228075,-0.111,-0.806,15.314020999999999,169.68986487388608,49,19.678304999999998,25.531574,0.999999,980,,17.187405,13.059802000000001,18.96901844762701,17.214848,17.214848,
49,17.317366,5.829915,1.9201292,-1321.6125,16.389651999999998,45.300484000000004,,0.11,17.409441,0.9060097,13.312617999999999,-0.127,-0.857,18.76171,174.18364310264587,50,15.488589000000001,23.592415,0.999999,1000,,17.157879,13.141763000000001,18.93967808849171,17.214848,17.214848,
50,17.297564,7.2500860000000005,2.639662,-1285.3291,19.318704999999998,55.637997,,0.11,8.584934,1.0909411,13.216438,-0.114,-0.815,11.003772999999999,177.84985947608948,51,18.663258,21.077698,0.999999,1020,,17.114794,13.2196665,18.89489122302428,17.214848,17.214848,
51,17.278145000000002,6.652868700000001,3.0763795,-1255.1797,19.353815,57.10881,,0.11,10.591799,1.0982463,13.166424,-0.107,-0.793,7.064265299999999,181.3894464969635,52,18.791414000000003,18.563643,0.999999,1040,,17.12306,13.294732000000002,18.902558315174197,17.214848,17.214848,
52,17.259096,4.5118540000000005,2.9912693999999997,-1237.0753,18.069994,54.186604,,0.11,12.828141,1.0223886999999998,13.160960000000001,-0.115,-0.818,8.440306,185.8151798248291,53,17.491592,18.11492,0.999999,1060,,17.10248,13.366576,18.88136014090135,17.214848,17.214848,
53,17.240404,2.014657,2.6245277000000002,-1191.1505,15.798222,47.721905,,0.11,18.456839000000002,0.8837389999999999,13.25862,-0.09,-0.718,11.852875,188.98922109603882,54,15.138995000000001,18.183044,0.999999,1080,,17.209148000000003,13.437736,18.991987101888217,17.214848,17.214848,
54,17.222054999999997,16.356342,1.3189343,-1125.1760000000002,8.393168,22.710186,,0.11,11.301434500000001,0.41291246,13.22016,-0.064,-0.562,16.356342,193.36894345283508,55,7.081384,17.218588,0.999999,1100,,17.130232,13.50487,18.910597651932395,17.214848,17.214848,
55,17.204037,58.358253000000005,1.2117208000000002,-1098.4749,23.425797,71.75863000000001,,0.11,11.093123,1.2814041,13.171111999999999,-0.061,-0.545,58.358253000000005,198.19636058807373,56,21.997946,59.220431999999995,0.999999,1120,,17.170683,13.570332999999998,18.95043436792698,17.214848,17.214848,
56,17.186336999999998,13.445663,2.2706861000000003,-1112.7847,19.43822,62.08704,,0.11,13.903653,1.0892463,13.183042000000002,-0.078,-0.655,18.533192,203.9741494655609,57,18.676266000000002,27.342854,0.999999,1140,,17.12707,13.632731,18.906469162981054,17.214848,17.214848,
57,17.168945,5.321421599999999,3.7452443,-1118.497,19.50625,64.50156,,0.11,13.962222,1.1120958,13.196464,-0.101,-0.767,5.8704205,208.9253666400909,58,19.044233,17.222255999999998,0.999999,1160,,17.216942,13.694528,18.9992021010424,17.216942,17.216942,
58,17.151851999999998,5.4112253,3.499582,-1108.5284,18.784032999999997,63.024902000000004,,0.11,14.67172,1.0682187,13.222803,-0.113,-0.812,7.249954,213.4808969497681,59,18.289583,18.009266,0.999999,1180,,17.104292,13.752319,18.88210460158195,17.216942,17.216942,
59,17.135044,3.8979945,3.9408790000000002,-1084.4927,19.346752,66.267845,,0.11,14.606886,1.104464,13.246417999999998,-0.106,-0.786,4.956772,218.7383918762207,60,18.907671,16.815498,0.999999,1200,,17.068405,13.807588,18.848206742290067,17.216942,17.216942,
60,17.118515,4.696322,3.7750602,-1055.4161,18.234875,63.29196999999999,,0.11,15.0362,1.0375732,13.276994,-0.093,-0.731,6.4945297,222.0211968421936,61,17.776506,16.765818,0.999999,1220,,17.181116,13.862892,18.96245506422553,17.216942,17.216942,
61,17.102255,0.0022463282,1.6999229999999999,-1082.7585,2.8704370999999997,6.7156139999999995,,0.11,12.302512,0.108316354,13.261435500000001,-0.168,-0.934,3.2496052000000004,227.04255056381226,62,1.8525279,3.9505398,0.999999,1240,,17.042374,13.914174,18.81866055261632,17.216942,17.216942,
62,17.086254,82.823494,1.0544628999999999,-1067.4631,25.220112,87.381996,,0.11,16.064848,1.3870158000000001,13.291873999999998,-0.173,-0.941,82.823494,231.9218807220459,63,23.579117,82.86873,0.999999,1260,,16.994053,13.963060999999998,18.768349407111664,17.216942,17.216942,
63,17.070504999999997,50.38454,1.454323,-1052.8225,27.103144,97.29596,,0.11,12.4964075,1.5202494,13.278173,-0.18,-0.948,50.38454,236.8187952041626,64,25.913334,66.9012,0.999999,1280,,17.086555,14.011866,18.859567707832333,17.216942,17.216942,
64,17.055001999999998,43.748055,1.7265483,-1039.6414,29.065395000000002,106.86984,,0.11,14.228778,1.6441514,13.295210999999998,-0.189,-0.958,43.748055,241.79448771476746,65,28.063183000000002,61.897976,0.999999,1300,,17.101013000000002,14.059389999999999,18.871079265289765,17.216942,17.216942,
65,17.039734,26.285368,1.9905240000000002,-1025.75,25.103197,93.679146,,0.11,10.734192,1.419381,13.26126,-0.196,-0.963,27.565226000000003,247.8131096363068,66,24.233894,47.062553,0.999999,1320,,17.086945999999998,14.105263,18.861642211467725,17.216942,17.216942,
66,17.024696,4.5201144,2.1722900000000003,-1018.2432,6.2588243,21.420097,,0.11,8.611824,0.31970295,13.195174,-0.223,-0.979,5.5381279999999995,253.8520123958588,67,5.462260700000001,9.860606,0.999999,1340,,17.11644,14.150205999999999,18.89210535832279,17.216942,17.216942,
67,17.00988,24.726469,2.0813415,-1000.9018599999999,16.629715,62.93254,,0.11,7.6203823,0.9254785,13.103145,-0.215,-0.975,24.726469,258.29094099998474,68,15.798344,30.236526,0.999999,1360,,17.049147,14.192836999999999,18.818935856530462,17.216942,17.216942,
68,16.995281,16.342793,2.5525846000000003,-984.1879,22.08576,86.552246,,0.11,17.818842,1.2543803,13.169298999999999,-0.208,-0.971,18.383286,267.3718783855438,69,21.407871,33.90769,0.999999,1380,,17.034372,14.234017999999999,18.80600736215934,17.216942,17.216942,
69,16.980894,11.469907000000001,2.7740629,-969.85114,21.597217999999998,86.106186,,0.11,10.035186999999999,1.2300883999999999,13.126744,-0.208,-0.971,14.685001999999999,275.4320802688598,70,20.973451999999998,31.039738,0.999999,1400,,16.94194,14.272703,18.705738444247704,17.216942,17.216942,
70,16.96671,11.833053999999999,2.9524915000000003,-956.1058300000001,21.397612,86.735214,,0.11,11.630151,1.2216227,13.107756,-0.208,-0.971,12.351915,281.97074246406555,71,20.81154,29.376957,0.999999,1420,,16.948818,14.310394,18.71153684205088,17.216942,17.216942,
71,16.952723000000002,5.557216599999999,3.119555,-941.55176,20.396717000000002,83.755974,,0.11,13.015888,1.1632774,13.10857,-0.204,-0.969,10.602297,288.1278274059296,72,19.842032999999997,26.848692,0.999999,1440,,17.19175,14.350413,18.971010275171935,17.216942,17.216942,
72,16.938929,19.104712,2.2285159,-933.8801,21.312752,88.21395,,0.11,12.81179,1.2084103000000002,13.105955,-0.225,-0.98,26.012356,295.2138326168061,73,20.536285,39.58417,0.999999,1460,,17.03146,14.387139999999999,18.797362440688268,17.216942,17.216942,
73,16.925323000000002,44.658752,1.9659284,-923.41394,25.322836,107.044754,,0.11,13.947223000000001,1.4465507,13.118565,-0.235,-0.984,44.658752,300.36290431022644,74,24.442657,54.449974,0.999999,1480,,16.777048,14.419436,18.525170057984226,17.216942,17.216942,
74,16.9119,6.0689087,3.1470903999999997,-900.9102,19.746368,84.324425,,0.11,17.032135,1.1243256000000001,13.174021,-0.196,-0.963,10.027231,307.0185883045196,75,19.196537,26.794409,0.999999,1500,,17.015244,14.454048,18.77587904680529,17.216942,17.216942,
75,16.898654999999998,6.480213,3.3531206,-889.1429,19.306376,83.65668000000001,,0.11,13.249607000000001,1.1007458,13.1759615,-0.197,-0.963,8.901419,314.8616688251496,76,18.790329,24.948902,0.999999,1520,,17.064936,14.488401000000001,18.843299969762864,17.216942,17.216942,
76,16.885583999999998,0.36978942,2.9497225,-870.9629,11.997479,51.408103999999994,,0.11,17.149995999999998,0.6676377,13.228310999999998,-0.173,-0.941,9.547405,321.10144615173334,77,11.410859,17.428116,0.999999,1540,,16.907589,14.519820000000001,18.666650316709827,17.216942,17.216942,
77,16.87268,1.5577166999999998,3.4182483999999995,-864.2027,17.372284,77.07024399999999,,0.11,14.984059,0.98808,13.246331,-0.19,-0.958,8.298776,325.80019474029535,78,16.86607,22.546707,0.999999,1560,,17.103848,14.552947,18.882091837982443,17.216942,17.216942,
78,16.859941,0.59624183,2.4773464,-862.5949,19.500492,87.71352399999999,,0.11,19.445604,1.1102978000000001,13.324235999999999,-0.229,-0.981,23.271072,332.42906832695013,79,18.802015,35.406242,0.999999,1580,,17.051613,14.584577,18.82946436119918,17.216942,17.216942,
79,16.847363,6.998786999999999,1.9748144,-858.1427,8.208855999999999,34.792213000000004,,0.11,10.118789,0.43490267,13.284531,-0.258,-0.99,14.300146,337.7374188899994,80,7.332638,17.617966,0.999999,1600,,16.81955,14.612514000000001,18.570547530085094,17.216942,17.216942,
80,16.83494,34.913734000000005,2.0851326,-845.2814,19.637032,90.35167,,0.11,8.873033,1.1154528000000001,13.222895000000001,-0.248,-0.988,34.913734000000005,343.28656411170965,81,18.807170000000003,43.331379999999996,0.999999,1620,,16.834045,14.639941,18.579037133773085,17.216942,17.216942,
81,16.822670000000002,23.847070000000002,1.3281411,-841.9304,8.038971,32.802234999999996,,0.11,16.619974,0.40002725,13.264372,-0.282,-0.994,23.847070000000002,346.66657614707947,82,6.736121000000001,24.697853,0.999999,1640,,16.83856,14.666753,18.577692404427786,17.216942,17.216942,
82,16.810548999999998,0.8004136,3.0393717000000002,-821.23145,19.718843,94.03175,,0.11,13.421523,1.1329126,13.258645000000001,-0.233,-0.983,15.284248999999999,351.1479523181915,83,19.149527,30.937890999999997,0.999999,1660,,16.72743,14.691579999999998,18.4669023321018,17.216942,17.216942,
83,16.798573,8.033750999999999,3.5218157999999997,-799.665,16.645115,79.47609,,0.11,12.749356,0.9461439,13.253479,-0.181,-0.95,9.229372999999999,356.84371972084045,84,16.153786,22.566793,0.999999,1680,,17.002968,14.719095999999999,18.77235165263493,17.216942,17.216942,
84,16.786737,0.104532935,2.1058826,-807.7284,18.36018,88.66757,,0.11,14.512954999999998,1.0431479,13.267331,-0.262,-0.991,27.378322999999998,364.1150314807892,85,17.538498,42.104706,0.999999,1700,,17.032475,14.746312,18.808214242045537,17.216942,17.216942,
85,16.775042000000003,31.590609000000004,1.4978266000000002,-805.26855,18.084343,86.75036999999999,,0.11,10.931335,1.0087252,13.239531,-0.297,-0.996,48.198418,369.45790910720825,86,16.92909,57.91749599999999,0.999999,1720,,16.854528,14.770826999999999,18.591690460408334,17.216942,17.216942,
86,16.763481,22.134056,1.042565,-810.08673,6.1377180000000005,23.095137,,0.11,11.600282,0.26546136,13.218876000000002,-0.367,-0.999,22.134056,374.5432584285736,87,4.477997,22.152227,0.999999,1740,,16.874489,14.795008,18.622319156339273,17.216942,17.216942,
87,16.752052,59.10611,1.5184815,-794.5561,22.745808,113.40118999999999,,0.11,14.035023,1.2886499,13.219555,-0.336,-0.998,59.10611,382.2398231029511,88,21.606270000000002,74.68066,0.999999,1760,,16.686657,14.816504,18.40589519365352,17.216942,17.216942,
88,16.740753,27.290499,2.1349110000000002,-779.57587,22.00969,112.32153999999998,,0.11,12.477502000000001,1.2620398000000002,13.211604000000001,-0.307,-0.996,32.962826,388.3997750282288,89,21.199179,52.611813,0.999999,1780,,16.768625,14.838435999999998,18.50514015150448,17.216942,17.216942,
89,16.72958,29.289377,2.1651580000000004,-774.8177,24.391447,126.74708600000001,,0.11,15.946364,1.408301,13.243341000000001,-0.328,-0.998,34.826972999999995,396.3238785266876,90,23.592257999999998,58.539413,0.999999,1800,,16.67989,14.858897,18.409084992621874,17.216942,17.216942,
90,16.718529,19.743166,2.3742976000000002,-767.1058,23.023977,121.07788000000001,,0.11,-4.4768114,1.3305261,13.051243,-0.332,-0.998,25.746841,402.7705221176148,91,22.295185,50.99524,0.999999,1820,,16.804129999999997,14.880275,18.55158257105585,17.216942,17.216942,
91,16.7076,17.444643,2.4564722000000003,-760.7057,21.399275,113.76263,,0.11,14.497262,1.2365503,13.069144999999999,-0.343,-0.998,24.077854000000002,409.9892640113831,92,20.694862,46.311386,0.999999,1840,,16.690170000000002,14.899946,18.41474096866163,17.216942,17.216942,
92,16.696789000000003,18.319370000000003,2.5986062999999997,-753.4576400000001,20.199524,108.65527,,0.11,16.972735999999998,1.1683363000000002,13.112529,-0.349,-0.999,21.077704999999998,416.6595230102539,93,19.533642,41.8129,0.999999,1860,,16.652704,14.918792999999999,18.380056474822613,17.216942,17.216942,
93,16.686094,8.792513,2.983663,-742.067,20.531372,112.01789,,0.11,13.815775,1.1916797,13.1209,-0.332,-0.998,14.918206,423.07357025146484,94,19.951426,37.543746999999996,0.999999,1880,,16.789611999999998,14.938695999999998,18.52714617133169,17.216942,17.216942,
94,16.675512,7.3523355,2.6197912999999997,-724.25354,17.38245,94.52886,,0.11,18.117342,0.99504066,13.1748,-0.278,-0.993,23.508118,430.387684583664,95,16.721951999999998,36.082592,0.999999,1900,,16.711057999999998,14.957353,18.43817334331065,17.216942,17.216942,
95,16.665041,14.060919,3.2198083,-721.0202,21.346352,119.163284,,0.11,14.602970999999998,1.2412843,13.189008,-0.303,-0.996,15.615295999999999,438.7234182357788,96,20.808939000000002,37.009434000000006,0.999999,1920,,16.716145,14.975673,18.44770244003118,17.216942,17.216942,
