,IWNorm2,URet,Bound,LQGmu01,Iteration,ReturnStepMax,ReturnLastEpisode,MISE,IWMin,IWLastEpisode,ReturnMean,DenMISELogFirst,ReturnAbsMax,IWMax,DenMISEMeanLog,IWNorm1,LQGsigma,SqrtESSClassic,LQGmu1,DenMISELogLast,IWMean,TimeElapsed,TimestepsSoFar,target_sum_log_mean,IWFirstEpisode,ReturnMin,ReturnMax
0,1e-10,17.497854397219367,31.614079999999998,1.0,1,0.99233466,15.807039999999999,,,,15.807039999999999,13.511501,15.807039999999999,,13.511501,1e-10,0.11,1.0,1.0,13.511501,,0.1368391513824463,20,-1081.5807,,,15.807039999999999
1,1.4142136e-10,9.444017119258,22.35453,1.0,2,0.99233466,8.608342,7.3544059999999995e-19,,1.7086695e-19,12.207691,12.818355,15.807039999999999,1.7086695e-19,1.4574337,2e-10,0.11,1.4142135,1.0,-9.903487,8.5433475e-20,4.345956087112427,40,-567.3488,,,15.807039999999999
2,1.5,9.357533310929476,35.873806,1.0,3,0.99233466,8.519454,4.259727,,1.5,10.978278999999999,12.4128895,15.807039999999999,1.5,5.331033000000001,1.5,0.11,1.0,1.0,13.889163,0.5,4.494543552398682,60,-373.46765,,,15.807039999999999
3,1.885618,9.349345311296524,28.032408,1.0,4,0.99233466,8.514177,5.677877,,1.333334,10.362252999999999,12.125207000000001,15.807039999999999,1.333334,7.844484,2.6666665000000003,0.11,1.4142135,1.0,15.842417999999999,0.6666666,4.600244998931885,80,-276.0682,,,15.807039999999999
4,2.1650636000000003,9.320908297065099,24.633229999999998,1.0,5,0.99233466,8.4897,6.380833,,1.25,9.987743,11.902063,15.807039999999999,1.25,8.211707,3.75,0.11,1.7320508000000001,1.0,9.997811,0.75,4.7107133865356445,100,-218.81037999999998,,,15.807039999999999
5,2.4,9.360986810277963,22.61554,1.0,6,0.99233466,8.519156,6.8084983999999995,,1.2,9.742977999999999,11.719742,15.807039999999999,1.2,9.844505999999999,4.8,0.11,2.0,1.0,18.250675,0.8,4.800067901611328,120,-179.26981999999998,,,15.807039999999999
6,2.6087463,9.342529711258434,21.230078,1.0,7,0.99233466,8.508499,7.091831699999999,,1.166667,9.566625,11.565591,15.807039999999999,1.166667,10.228843,5.833334,0.11,2.236068,1.0,12.730482,0.83333343,4.9322683811187735,140,-151.81918000000002,,,15.807039999999999
7,2.7994173,9.374537785161252,20.204622,1.0,8,0.99233466,8.5366,7.2982283,,1.1428573,9.437872,11.43206,15.807039999999999,1.1428573,10.801525999999999,6.857144,0.11,2.4494898,1.0,14.974279999999998,0.857143,5.068723440170288,160,-130.9533,,,15.807039999999999
8,2.9764692999999998,9.347410026813852,19.399187,1.0,9,0.99233466,8.513926,7.4501867,,1.1249995000000002,9.33521,11.314277,15.807039999999999,1.1250006000000001,10.991367,7.8749975999999995,0.11,2.6457512000000003,1.0,12.651157000000001,0.87499976,5.228285312652588,180,-114.98416999999999,,,15.807039999999999
9,3.1426957000000004,9.457765322130069,18.756439999999998,1.0,10,0.99233466,8.611085000000001,7.579175,,1.1111106000000002,9.262797,11.208917,15.807039999999999,1.1111116,11.293700999999999,8.888885499999999,0.11,2.828427,1.0,14.138475,0.88888854,5.384167194366455,200,-102.06138,,,15.807039999999999
10,3.3,9.38625892358411,18.213886,1.0,11,0.99233466,8.545993,7.675859,,1.1,9.197633999999999,11.113605999999999,15.807039999999999,1.1,12.150229,9.9,0.11,3.0,1.0,20.825745,0.9,5.604029417037964,220,-90.88115,,,15.807039999999999
11,3.449757,9.379479220727518,17.751545,1.0,12,0.99233466,8.538658,7.754295,,1.090909,9.142719,11.026595,15.807039999999999,1.090909,12.452988000000001,10.909089999999999,0.11,3.1622777,1.0,15.882651999999998,0.9090908000000001,5.741950035095215,240,-81.97691,,,15.807039999999999
