,DenMISELogLast,LQGsigma,IWNorm2,IWNorm1,DenMISEMeanLog,LQGmu1,TimeElapsed,ReturnMean,ReturnMin,ReturnMax,TimestepsSoFar,ReturnAbsMax,IWMax,target_sum_log_mean,Bound,ReturnLastEpisode,Iteration,IWMin,MISE,IWFirstEpisode,SqrtESSClassic,LQGmu01,ReturnStepMax,DenMISELogFirst,URet,IWLastEpisode,IWMean
0,17.102016,0.11,0.9552683000000001,0.9552683000000001,17.102016,-0.103,0.10397934913635254,15.644507999999998,,15.644507999999998,20,15.644507999999998,0.9552683000000001,17.056252999999998,61.878227,15.644507999999998,1,,14.944703,0.9552683000000001,1.0,-0.01,0.99262077,17.102016,17.332240856619553,0.9552683000000001,0.9552683000000001
1,10.657567,0.11,0.44798088,0.6329429,13.868483,-0.08,8.452589273452759,15.565871,,15.644507999999998,40,15.644507999999998,0.33022794,12.717014,38.14342,15.487233999999999,2,,4.9250727,0.302715,1.4128793,-0.008,0.9980244,17.079397,17.16873953732278,0.33022794,0.31647146
2,12.806514,0.11,1.0041289,1.6737493000000003,13.342101999999999,-0.084,8.965466260910032,15.58252,,15.644507999999998,60,15.644507999999998,0.6915405,12.7104,36.84559,15.615816,3,,8.688854,0.64550567,1.6668668999999998,-0.008,0.9980244,16.814873000000002,17.296628665825235,0.33670320000000004,0.55791646
3,16.732979,0.11,1.8810095000000002,3.6719236000000004,14.101232999999999,-0.087,9.60628890991211,15.496475,,15.644507999999998,80,15.644507999999998,1.1718533000000002,13.987667000000002,38.24238,15.238339999999999,4,,14.199829000000001,0.92619574,1.9521026999999997,-0.009,0.9980244,16.722075,16.890317666508857,1.1718533000000002,0.9179809000000001
4,19.854647,0.11,2.7546449,6.1363525,15.237981,-0.092,9.90606451034546,15.428173999999999,,15.644507999999998,100,15.644507999999998,1.3424247999999999,15.438704999999999,39.98921,15.15497,5,,18.920471,1.2308495000000002,2.2276382000000003,-0.009,0.9980244,16.707203,16.806065117206053,1.2767332,1.2272705
5,17.401752,0.11,2.4494897999999997e-10,6e-10,15.629467000000002,-0.283,10.540222406387327,15.443425,,15.644507999999998,120,15.644507999999998,9.588563e-29,-62.87145,19.160532,15.519682000000001,6,,2.4983457e-28,8.7583927e-32,2.4494896,-0.029,0.9980244,16.744957,17.191331159376357,2.5219451e-36,1.5998815999999998e-29
6,-3.9716513,0.11,8.275495,8.275495,12.697179,-0.282,11.27677297592163,15.584558,,16.431358,140,16.431358,8.275495,-53.379569999999994,68.71945,16.431358,7,,19.425373,2.4008607e-31,1.0,-0.029,0.99992096,16.590805,18.18489692357096,8.275495,1.1822135
7,13.967466,0.11,6.623575,8.988428,12.836667,-0.279,12.135818243026733,15.766673,,17.04148,160,17.04148,5.8125134,-43.58825,56.377334999999995,17.04148,8,,18.703722,1.2282111999999998e-30,1.3570358,-0.029,0.99992096,16.457273,18.81688940858334,3.1759150000000003,1.1235535
8,19.493225,0.11,6.10832,9.763578,13.569417000000001,-0.277,12.916222095489502,15.903917000000002,,17.04148,180,17.04148,5.1599164,-35.32986,50.11108,17.001865,9,,18.126451,6.872136e-30,1.5984063999999998,-0.028,0.9999866,16.339489999999998,18.776930464567627,2.5139517999999996,1.0848421
9,8.686152,0.11,5.8981404,10.464146000000001,13.077097,-0.274,13.978658676147461,16.007847,,17.04148,200,17.04148,4.9495059999999995,-29.828777000000002,46.319122,16.943216,10,,17.50271,3.842808e-29,1.7741432000000001,-0.028,0.99998736,16.23413,18.71139937651187,2.0368176,1.0464146
10,15.22771,0.11,5.9716697,11.5259495,13.268488,-0.272,15.157304286956787,16.094393,,17.04148,220,17.04148,4.925041,-24.7346,44.034225,16.959845,11,,17.546318,2.1413029999999996e-28,1.930105,-0.028,0.99998736,16.138820000000003,18.73322057847398,2.168119,1.0478135
11,13.785307000000001,0.11,6.13828,12.653713,13.30909,-0.269,16.154098510742188,16.142951999999998,,17.04148,240,17.04148,5.009506,-20.606125,42.423522999999996,16.677114000000003,12,,17.623207,1.2099142999999998e-27,2.0614429,-0.028,0.99998736,16.05181,18.440435275165935,2.0704422,1.0544761
12,12.183071,0.11,6.142612000000001,13.096685,13.221354999999999,-0.266,17.414751052856445,16.208553,,17.04148,260,17.04148,5.1191106,-17.284203,40.82537,16.995758,13,,16.846968,6.665364e-27,2.1321037,-0.027,0.99998736,15.971766,18.76883173481539,1.3048506000000002,1.0074372999999999
