,ReturnLastEpisode,ReturnAbsMax,DenMISELogLast,TimestepsSoFar,SqrtESSClassic,DenMISELogFirst,IWMean,Bound,URet,IWMax,IWLastEpisode,MISE,Iteration,LQGmu01,DenMISEMeanLog,IWNorm1,ReturnMin,TimeElapsed,ReturnMean,LQGmu1,ReturnMax,ReturnStepMax,LQGsigma,IWMin,target_sum_log_mean,IWFirstEpisode,IWNorm2
0,15.807039999999999,15.807039999999999,13.511501,20,1.0,13.511501,1.0322671499999999e-11,1.5886673,17.497854397219367,1.0322671499999999e-11,1.0322671499999999e-11,1.6317088e-10,1,-0.02,13.511501,1.10322675e-10,,0.7908592224121094,15.807039999999999,-0.193,15.807039999999999,0.99233466,0.11,,-11.785177000000001,1.0322671499999999e-11,1.10322675e-10
1,16.416923999999998,16.416923999999998,16.154163,40,1.0,12.818355,0.87047917,15.940554,18.165385368983713,1.7409583,1.7409583,14.29059,2,-0.019,14.486259,1.7409583,,19.723227500915527,16.111982,-0.185,16.416923999999998,0.99936074,0.11,,4.2178907,6.921826400000001e-10,1.7409583
2,16.523888,16.523888,13.658501999999999,60,1.3352654,12.4128895,1.5546464,26.820377,18.27017719207366,3.1456451000000003,1.5182938999999998,25.576645000000003,3,-0.018,14.148762,4.663939,,20.870810508728027,16.249285,-0.179,16.523888,0.9996315999999998,0.11,,8.730236,1.8248491999999997e-08,3.4928927000000005
3,16.658620000000003,16.658620000000003,16.0001,80,1.3405281,12.125207000000001,1.7089151000000002,29.385454,18.419368161803863,4.9137864,0.89006495,28.136503,4,-0.017,14.677498000000002,6.8356604999999995,,22.061282873153687,16.35162,-0.17,16.658620000000003,0.99988157,0.11,,11.540564999999999,7.873221e-07,5.0992293
4,16.410948,16.658620000000003,9.333633,100,1.2665784,11.902063,1.8221197,31.259743,18.14013957089408,7.054829600000001,1.2962713,29.937872,5,-0.016,13.67655,9.110599,,23.150926351547238,16.363483,-0.156,16.658620000000003,0.99988157,0.11,,11.946736999999999,0.00013348389,7.1930785
5,15.853651999999999,16.658620000000003,17.655554000000002,120,1.499688,11.719769,2.2017272,36.568897,17.571391614515104,7.4915294999999995,7.4915294999999995,35.452496000000004,6,-0.015,14.397273,13.210362,,24.378177881240845,16.278513,-0.148,16.658620000000003,0.99988157,0.11,,13.331527,0.0016889095000000001,8.808741
6,16.399197,16.658620000000003,12.104366,140,1.5712214,11.5659,1.4656723,24.673454,18.135496709606297,5.608328299999999,1.055084,23.607879999999998,7,-0.014,14.160454999999999,10.259706,,25.420817613601685,16.295752,-0.138,16.658620000000003,0.99988157,0.11,,13.085721000000001,0.030051814,6.5297647
7,16.365820000000003,16.658620000000003,14.526914999999999,160,2.828427,11.436652,,0.5919383,18.101679182425052,,,,8,-0.111,14.234777,8e-10,,26.531569480896,16.30451,-0.805,16.658620000000003,0.99988157,0.11,,-238.76355,,2.8284272e-10
8,17.094278,17.094278,13.508339999999999,180,1.0,11.318869,1.2018611000000001,22.262989,18.87330010983633,10.816751,10.816751,20.544949,9,-0.124,14.049366000000001,10.816751,,27.683434247970578,16.392263,-0.847,17.094278,0.9999915,0.11,,-231.77936,,10.816751
9,17.108006,17.108006,13.029694000000001,200,1.3435705,11.213509,1.0586468999999998,19.386195999999998,18.887131681712297,7.0321393,7.0321393,18.106457000000002,10,-0.105,13.931505,10.58647,,28.851786613464355,16.463836999999998,-0.783,17.108006,0.9999915,0.11,,-178.69145,,7.879355400000001
10,17.206516,17.206516,19.620886,220,1.7103806000000001,11.118198,1.0066127,18.260172,18.988333743961316,4.390071,3.7343492999999994,17.249098,11,-0.119,14.438132000000001,11.072739,,30.347055673599247,16.531353,-0.834,17.206516,0.9999915,0.11,,-180.79156,,6.473845
11,17.138054,17.206516,15.017107000000001,240,1.9726740000000003,11.031187,0.9251428,16.730259,18.91626834639416,3.4535272000000004,2.3952541000000003,15.853622,12,-0.121,14.478751999999998,11.101714,,31.46614623069763,16.581910999999998,-0.838,17.206516,0.9999915,0.11,,-166.22438,,5.627749
12,17.208996,17.208996,18.095219,260,1.8381984,10.951144000000001,0.8622919,15.745263000000001,18.99090233453201,5.0703664,5.0703664,14.8043585,13,-0.132,14.746923,11.209794,,32.4808201789856,16.630148000000002,-0.868,17.208996,0.9999915,0.11,,-163.46759,,6.0982504
13,17.14775,17.208996,15.519677,280,3.7416572999999995,10.877036,,0.46224679999999996,18.927771150865947,,,,14,0.609,14.788371,1.4000000000000001e-09,,33.61438679695129,16.66712,1.0,17.208996,0.9999915,0.11,,-1071.9395,,3.7416575e-10
