,IWFirstEpisode,IWMax,LQGmu1,URet,Iteration,IWMean,ReturnMean,Bound,ReturnMin,ReturnMax,ReturnLastEpisode,DenMISEMeanLog,MISE,LQGsigma,IWLastEpisode,ReturnStepMax,LQGmu01,IWMin,ReturnAbsMax,DenMISELogFirst,IWNorm1,TimestepsSoFar,TimeElapsed,target_sum_log_mean,IWNorm2,DenMISELogLast,SqrtESSClassic
0,0.6105839,0.6105839,-0.112,17.332240856619553,1,0.6105839,15.644507999999998,11.124618,,15.644507999999998,15.644507999999998,17.102016,9.552285000000001,0.11,0.6105839,0.99262077,-0.011,,15.644507999999998,17.102016,0.6105839,20,0.7940940856933594,16.608677,0.6105839,17.102016,1.0
1,1.2351484,1.2351484,-0.101,17.317801493530848,2,1.1401236000000001,15.634469000000001,18.941841,,15.644507999999998,15.624429999999998,13.859564,17.826179999999997,0.11,1.0450986999999998,0.9989526,-0.01,,15.644507999999998,16.885466,2.2802472000000003,40,20.186370372772213,13.987214999999999,1.6179688,10.833663,1.409327
2,0.6268113000000001,2.104034,-0.114,17.679298346806416,3,1.2134931999999998,15.745185000000001,20.251835,,15.966616,15.966616,13.082493,19.204329,0.11,2.104034,0.9989526,-0.011,,15.966616,16.960928,3.6404797999999996,60,21.167979717254642,13.143170000000001,2.376402,11.437965,1.5319293999999999
3,0.042733632,2.4228556,-0.134,17.529253890645126,4,1.0868623,15.765367999999999,18.383688,,15.966616,15.825920000000002,13.925529999999998,17.27765,0.11,1.7582577000000001,0.9989526,-0.013,,15.966616,16.862988,4.347449299999999,80,22.21005797386169,12.976984,2.9964652000000003,16.3317,1.4508593
4,1.4051486999999998,1.4051486999999998,-0.105,17.690733743528536,5,0.94167596,15.806578,15.601482,,15.971415499999999,15.971415499999999,14.958295999999999,14.831591,0.11,0.5897373,0.9998742,-0.011,,15.971415499999999,16.650470000000002,4.7083797,100,23.30019569396973,14.824125,2.2582686,19.10296,2.0849512
5,0.7466348,1.5241753,-0.115,17.614984010043052,6,1.2634670000000001,15.824333,20.699009,,15.971415499999999,15.913105999999999,15.177391,20.027608999999998,0.11,1.4224173999999998,0.9998742,-0.012,,15.971415499999999,16.715815,7.5808015,120,24.40654468536377,15.381172,3.1708107000000005,16.331022,2.3908085999999997
6,0.013641565,1.6041397,-0.14,16.798549042278477,7,0.6309648,15.728679000000001,10.924186,,15.971415499999999,15.154758,15.142526,10.049989,0.11,0.00032991328,0.9998742,-0.014,,15.971415499999999,16.678947,4.416754,140,25.624843835830692,12.895261999999999,2.4053967000000003,14.716281,1.8361851999999999
7,0.005609154200000001,9.025708999999999,-0.145,18.148003331443594,8,1.5140461,15.813413,25.907124,,16.406546,16.406546,15.104810999999998,24.656643,0.11,9.025708999999999,0.9998742,-0.015,,16.406546,16.547363,12.112369000000001,160,27.0115807056427,12.842928,9.185583,15.196665,1.3186282
8,0.0020446987,7.3278003,-0.149,18.16187723868054,9,1.6260649,15.880751,27.599977000000003,,16.419449,16.419449,15.566013,26.576393,0.11,5.2282047,0.9998742,-0.015,,16.419449,16.43028,14.634584,180,28.546345710754395,13.143281,9.077435000000001,19.077755,1.6121938
9,0.00043464949999999996,7.133539,-0.155,17.978195174724036,10,1.6671607,15.918645999999999,28.17414,,16.419449,16.259716,14.846613,27.250294,0.11,3.7947123,0.9998742,-0.016,,16.419449,16.325148000000002,16.671608,200,29.906694650650024,11.985750999999999,9.333333999999999,8.043694,1.7862436000000002
