,ReturnAbsMax,DenMISELogFirst,ReturnLastEpisode,IWMax,IWNorm1,LQGmu1,IWMin,LQGsigma,Iteration,ReturnStepMax,SqrtESSClassic,IWMean,IWLastEpisode,ReturnMax,Bound,DenMISELogLast,IWFirstEpisode,TimeElapsed,TimestepsSoFar,ReturnMean,URet,target_sum_log_mean,LQGmu01,IWNorm2,DenMISEMeanLog,ReturnMin,MISE
0,15.644507999999998,17.102016,15.644507999999998,0.99336547,0.99336547,-0.098,,0.11,1,0.99262077,1.0,0.99336547,0.99336547,15.644507999999998,46.82973,17.102016,0.99336547,0.4049038887023926,20,15.644507999999998,17.332240856619553,17.09536,-0.01,0.99336547,17.102016,,15.540714000000001
1,15.644507999999998,17.098694000000002,15.391531,2.6965621999999998e-15,2.0000271e-10,-0.216,,0.11,2,0.9970642,1.4142135,1.3514699999999999e-15,6.3776812000000004e-18,15.644507999999998,22.124676,10.424294999999999,2.6965621999999998e-15,11.143175840377808,40,15.518020000000002,17.064454941188142,-22.808770000000003,-0.022,1.4142328e-10,13.761495000000002,,2.1142276000000002e-14
2,16.613537,16.693228,16.613537,2.9740129,2.9740129,-0.216,,0.11,3,0.999727,1.0,0.9913376,2.9740129,16.613537,49.696697,2.2227056,6.35833e-15,11.829969644546509,60,15.883191,18.37540219930189,-13.784047,-0.022,2.9740129,9.644921,,16.469624
3,16.727064000000002,16.405545999999998,16.727064000000002,2.5638137000000003,4.6078277000000005,-0.225,,0.11,4,0.9999145,1.4053001,1.1519569,2.5638137000000003,16.727064000000002,43.016525,15.894287,7.398441e-17,12.67976713180542,80,16.094160000000002,18.488585544952517,-8.614832,-0.023,3.2788922999999994,11.163703,,19.210844
4,16.727064000000002,16.182404000000002,16.687696,2.152447,4.738805,-0.236,,0.11,5,0.99999315,1.6716263,0.94776094,1.1218496999999998,16.727064000000002,35.824096999999995,19.664146,2.3093572e-19,13.521467924118042,100,16.212868,18.449378781103558,-5.4544663,-0.024,2.834847,12.866887,,15.811172500000001
5,16.843407,16.000082,16.843407,0.00013186007,0.0001514639,-0.373,,0.11,6,0.99999315,1.1409436000000002,2.5243883999999997e-05,0.00013186007,16.843407,29.525821999999998,16.811396,,14.47790265083313,120,16.317957,18.6104791381148,-39.723465000000004,-0.039,0.00013275318,13.508594,,0.00042453702000000003
6,16.843407,15.845931,16.827038,6.946660499999999,6.948986,-0.354,,0.11,7,0.99999315,1.0003347,0.9927123,6.946660499999999,16.843407,50.379944,9.344505999999999,,15.441446542739868,140,16.390684,18.59623051523296,-27.094727000000002,-0.037,6.946661,12.781599,,16.704404999999998
7,17.134220000000003,15.7123995,17.134220000000003,7.5271360000000005,8.346737,-0.337,,0.11,8,0.99999315,1.1026675,1.0433421,0.80036473,17.134220000000003,48.664840000000005,14.172103,,16.388679504394528,160,16.483625,18.91320563484008,-17.982468,-0.035,7.569586800000001,12.92478,,17.587076
8,17.134220000000003,15.594616,17.086666,7.6104326,8.662071000000001,-0.313,,0.11,9,0.99999315,1.1330601999999999,0.96245235,0.68326485,17.134220000000003,46.462654,19.881805,,17.293126583099365,180,16.550629,18.865112863628653,-9.087226,-0.032,7.6448464000000005,13.677629999999999,,16.218510000000002
9,17.134220000000003,15.489256,17.020493,5.6097136,12.806128,-0.37,,0.11,10,0.9999978999999999,1.7320706999999997,1.2806127,2.4955467999999996,17.134220000000003,41.659874,9.235781,,18.50430464744568,200,16.597616,18.79281202260654,-17.426489,-0.039,7.393536,13.211276000000002,,21.875206
