,LQGmu01,ReturnAbsMax,IWMin,IWNorm1,LQGmu1,DenMISELogLast,SqrtESSClassic,IWLastEpisode,ReturnMin,MISE,Iteration,TimestepsSoFar,IWNorm2,IWFirstEpisode,Bound,ReturnMax,IWMean,URet,target_sum_log_mean,DenMISELogFirst,ReturnLastEpisode,ReturnStepMax,TimeElapsed,IWMax,LQGsigma,DenMISEMeanLog,ReturnMean
12,0.223,15.906216,,11.818176,0.979,11.080093,3.1622777,1.1818182,,7.766924400000001,13,260,3.7372352999999996,,22.856884,15.906216,0.90909046,9.40355792486515,-164.79402,16.851706,8.561674,0.99716264,25.711681127548214,1.1818182,0.11,14.289642,9.620607000000001
13,0.223,15.906216,,12.83333,0.979,17.260157,3.316625,1.1666659,,7.832530499999999,14,280,3.8693942999999997,,22.220242000000002,15.906216,0.91666645,9.396797524370827,-151.77913999999998,16.777597,8.554188,0.99716264,26.52988648414612,1.166667,0.11,14.495157999999998,9.544435
14,0.223,15.906216,,13.846151999999998,0.979,18.17149,3.4641017999999995,1.153846,,7.886300599999999,15,300,3.9970398,,21.661488000000002,15.906216,0.9230768,9.3673657816727,-140.43956,16.708605,8.531523,0.99716264,27.23077368736267,1.153846,0.11,14.734551000000002,9.476908
15,0.223,15.906216,,14.857145000000001,0.979,16.458498000000002,3.6055517,1.1428573,,7.9316070000000005,16,320,4.1206303,,21.166376,15.906216,0.9285716,9.359467800704905,-130.62509,16.644066,8.520557,0.99716264,28.01490306854248,1.1428573,0.11,14.837373999999999,9.417135
16,0.223,15.906216,,15.866666,0.979,17.891348,3.7416574999999996,1.1333321,,7.973192999999999,17,340,4.240545,,20.726538,15.906216,0.9333333,9.395780401423506,-121.88146,16.58344,8.555416000000001,0.99716264,28.768739700317386,1.1333343999999999,0.11,15.012720000000002,9.3664465
17,0.223,15.906216,,16.874994,0.979,18.134254000000002,3.8729835,1.1249995000000002,,8.007833,18,360,4.357105000000001,,20.328733,15.906216,0.9374996999999999,9.364274089170967,-114.096275,16.526283,8.527467,0.99716264,29.452698230743408,1.1250006000000001,0.11,15.182352999999999,9.319836
18,0.223,15.906216,,17.882345,0.979,17.850082,4.0,1.1176465,,8.0401945,19,380,4.4705863,,19.969856,15.906216,0.94117606,9.39828050466212,-107.14587399999999,16.472216,8.558013,0.99716264,30.24644541740417,1.1176475000000001,0.11,15.3194,9.279739999999999
19,0.223,15.906216,,18.888882000000002,0.979,16.857737,4.123106,1.1111106000000002,,8.067696,20,400,4.5812263,,19.641167000000003,15.906216,0.94444406,9.372566289516161,-100.94043,16.420921,8.535217,0.99716264,31.040994882583615,1.1111116,0.11,15.393315,9.242514
20,0.223,15.906216,,19.894741,0.979,16.864637,4.2426405,1.1052620000000002,,8.0933895,21,420,4.6892357,,19.340782,15.906216,0.9473686,9.397205152591248,-95.32589,16.372131,8.555786999999999,0.99716264,31.83819341659546,1.1052641,0.11,15.460679,9.209813
21,0.223,15.906216,,20.9,0.979,13.394870000000001,4.3588986,1.1,,8.112528,22,440,4.794789,,19.059936999999998,15.906216,0.95,9.30972694226515,-90.37971,16.325611,8.476177,0.99716264,32.66160440444946,1.1,0.11,15.364341,9.176466
22,0.223,15.906216,,21.904753,0.979,7.9453163,4.4721355,1.0952382999999999,,8.131239,23,460,4.898052,,18.801454999999997,15.906216,0.95238054,9.341639795315883,-86.100746,16.28116,8.505519999999999,0.99716264,33.435908794403076,1.0952393,0.11,15.039560999999999,9.147294
23,0.223,15.906216,,22.909088,0.979,17.648970000000002,4.582576,1.090909,,8.149944,24,480,4.9991727,,18.563007,15.906216,0.9545453000000002,9.380548487618457,-81.77421600000001,16.2386,8.542710000000001,0.99716264,34.214639902114875,1.090909,0.11,15.146266,9.122104
24,0.223,15.906216,,23.913045999999998,0.979,18.616264,4.690416,1.0869566000000002,,8.166724,25,500,5.0982785,,18.340374,15.906216,0.9565218000000001,9.375194388018881,-77.755264,16.197779,8.535862,0.99716264,35.177481412887566,1.0869566000000002,0.11,15.2832155,9.098654
25,0.223,15.906216,,24.91666,0.979,16.841883,4.7958317,1.0833324,,8.181623,26,520,5.1954827,,18.131649,15.906216,0.9583331,9.35995700231125,-74.11384,16.158558,8.524358,0.99716264,36.01262307167053,1.0833343999999998,0.11,15.341465,9.076564999999999
26,0.223,15.906216,,25.92001,0.979,20.401826999999997,4.8989797,1.0800005,,8.19545,27,540,5.2908998,,17.935978,15.906216,0.96000034,9.366397552698642,-70.610405,16.120817000000002,8.527177,0.99716264,36.922028541564934,1.0800005,0.11,15.527317000000002,9.056217
27,0.223,15.906216,,26.92308,0.979,16.11613,5.0,1.0769233,,8.208878,28,560,5.384616,,17.752607,15.906216,0.9615386,9.384100289601736,-67.51038,16.08445,8.544607000000001,0.99716264,37.886117219924934,1.0769233,0.11,15.546895000000001,9.037946
28,0.223,15.906216,,27.925921999999996,0.979,18.990108,5.0990195,1.0740739,,8.220804,29,580,5.476724,,17.5792,15.906216,0.96296287,9.366947474180204,-64.52515,16.049357999999998,8.530968,0.99716264,38.98545289039612,1.0740744,0.11,15.664282,9.020464
29,0.223,15.906216,,28.928565999999996,0.979,10.894822999999999,5.1961527,1.0714283000000002,,8.232460000000001,30,600,5.567305,,17.415916,15.906216,0.96428555,9.389765488989338,-62.008846,16.015457,8.547193,0.99716264,40.26352286338806,1.0714294,0.11,15.504045499999998,9.004686999999999
30,0.223,15.906216,,29.931026,0.979,10.5251465,5.291503,1.0689656,,8.242654,31,620,5.656432,,17.26063,15.906216,0.965517,9.368068690281968,-59.66689,15.982667000000001,8.528096000000001,0.99716264,41.489593744277954,1.0689665000000002,0.11,15.342267000000001,8.989313000000001
31,0.223,15.906216,,30.93334,0.979,15.014825,5.385165,1.0666661,,8.2523155,32,640,5.744177,,17.113445000000002,15.906216,0.9666669,9.371305244419872,-57.33107,15.950918,8.532341,0.99716264,42.7783386707306,1.0666671,0.11,15.330941000000001,8.975033
32,0.223,15.906216,,31.93549,0.979,17.37924,5.477226,1.0645168,,8.260717999999999,33,660,5.830596,,16.972912,15.906216,0.9677421,9.349889390082307,-55.065224,15.920147,8.512837,0.99716264,44.356831073760986,1.0645168,0.11,15.391986,8.961028
33,0.223,15.906216,,32.937508,0.979,18.544280999999998,5.567764,1.0625004999999998,,8.268514,34,680,5.9157515,,16.839037,15.906216,0.96875024,9.349219994042015,-52.89845699999999,15.890294,8.5101,0.99716264,45.545188903808594,1.0625004999999998,0.11,15.48374,8.947764
34,0.223,15.906216,,33.93938,0.979,18.734417,5.656854,1.0606053,,8.27597,35,700,5.9996915,,16.711515,15.906216,0.9696966,9.349946727080123,-50.850117,15.861305999999999,8.514786,0.99716264,46.83754086494446,1.0606073,0.11,15.575710999999998,8.935394
35,0.223,15.906216,,34.94117,0.979,14.428529999999999,5.7445626,1.0588236,,8.284199000000001,36,720,6.082477,,16.59095,15.906216,0.9705879999999999,9.396139817080776,-49.035236,15.833135999999998,8.555683,0.99716264,48.234004497528076,1.0588245,0.11,15.5429945,8.924847
36,0.223,15.906216,,35.942863,0.979,13.426382,5.830952,1.0571437,,8.292835,37,740,6.1641498,,16.476515,15.906216,0.97142875,9.427524550830592,-47.345585,15.805736999999999,8.586405000000001,0.99716264,49.49077224731445,1.0571437,0.11,15.484982500000001,8.9157
37,0.223,15.906216,,36.94445,0.979,16.64224,5.9160794999999995,1.0555558999999999,,8.299445,38,760,6.2447524,,16.365370000000002,15.906216,0.9722224,9.368299598144556,-45.660270000000004,15.779067999999999,8.530761,0.99716264,51.51034355163574,1.0555558999999999,0.11,15.514676000000001,8.905569999999999
38,0.223,15.906216,,37.94594,0.979,17.575329999999997,6.0,1.0540551,,8.306227999999999,39,780,6.324323000000001,,16.259335,15.906216,0.97297275,9.392955005513297,-44.0375,15.753093,8.550511,0.99716264,52.84439706802368,1.0540551,0.11,15.566794,8.896465
39,0.223,15.906216,,38.947359999999996,0.979,20.173567000000002,6.0827622,1.0526327,,8.312006,40,800,6.402907,,16.156904,15.906216,0.973684,9.364835918232679,-42.430935,15.727775,8.525787,0.99716264,53.997605562210076,1.0526327,0.11,15.68128,8.887198
40,0.223,15.906216,,39.948723,0.979,8.699824000000001,6.164414,1.0512823,,8.316197,41,820,6.480539,,16.057184,15.906216,0.9743591,9.311443717593116,-41.182625,15.703082,8.475416000000001,0.99716264,55.26874375343323,1.0512823,0.11,15.51035,8.877155
41,0.223,15.906216,,40.949996999999996,0.979,14.596826,6.2449985,1.0500008,,8.322087,42,840,6.557247,,15.963185999999999,15.906216,0.9749999,9.394034100931892,-39.85338,15.678985,8.551833,0.99716264,56.44494247436523,1.0500008,0.11,15.487983999999999,8.86941
42,0.223,15.906216,,41.951233,0.979,16.691082,6.324555999999999,1.0487809,,8.328269,43,860,6.633072,,15.873249,15.906216,0.9756101,9.41970300187578,-38.537285,15.655454999999998,8.57543,0.99716264,57.79236006736755,1.0487809,0.11,15.515375,8.862573
43,0.223,15.906216,,42.952385,0.979,16.221110999999997,6.403124299999999,1.0476192,,8.332912,44,880,6.708035499999999,,15.785313,15.906216,0.97619057,9.359840909346012,-37.29172,15.632464,8.52335,0.99716264,59.17954087257385,1.0476192,0.11,15.530853,8.854861999999999
44,0.223,15.906216,,43.953484,0.979,16.15038,6.4807405,1.0465109000000001,,8.336908,45,900,6.78217,,15.700056,15.906216,0.97674406,9.339597242009246,-36.103103999999995,15.609992000000002,8.504817,0.99716264,60.70555782318115,1.0465128000000001,0.11,15.544085999999998,8.847083999999999
45,0.223,15.906216,,44.954544,0.979,17.262583,6.557439,1.0454555,,8.341772,46,920,6.8555036,,15.618797,15.906216,0.9772726999999999,9.390539191091165,-34.942013,15.588013,8.550871,0.99716264,62.0919816493988,1.0454555,0.11,15.5809355,8.840645
46,0.223,15.906216,,45.955566,0.979,6.7752666,6.633249,1.0444446,,8.345948,47,940,6.928063000000001,,15.539806,15.906216,0.977778,9.366417702745132,-34.053486,15.566506,8.529611000000001,0.99716264,63.7398943901062,1.044445,0.11,15.393091,8.834027
47,0.223,15.906216,,46.956516,0.979,16.336338,6.708203999999999,1.0434793,,8.349922,48,960,6.999864,,15.463398000000002,15.906216,0.97826076,9.36618496576876,-33.00281,15.545453,8.528875,0.99716264,65.7777886390686,1.0434793,0.11,15.412273999999998,8.82767
48,0.223,15.906216,,47.957436,0.979,17.188478,6.782328999999999,1.0425521999999998,,8.353827,49,980,7.070939,,15.389559,15.906216,0.97872317,9.373932220134167,-31.977653999999998,15.524834,8.533499,0.99716264,67.09075570106506,1.0425540999999998,0.11,15.448076,8.821667
49,0.223,15.906216,,48.95832,0.979,19.516676,6.8556547000000005,1.0416657,,8.357578,50,1000,7.141305,,15.318057999999999,15.906216,0.9791664000000001,9.373153867260676,-30.946949,15.504631,8.533902000000001,0.99716264,69.30152034759521,1.0416676999999999,0.11,15.529019,8.81591
50,0.223,15.906216,,49.959175,0.979,9.879544000000001,6.928203999999999,1.0408167,,8.361675,51,1020,7.210985000000001,,15.249267999999999,15.906216,0.97959167,9.400672478756,-30.145646999999997,15.484829000000001,8.558327,0.99716264,70.8138997554779,1.0408177,0.11,15.417832,8.810861000000001
51,0.223,15.906216,,50.96,0.979,12.365361,6.9999994999999995,1.0400001,,8.365278,52,1040,7.28,,15.182228,15.906216,0.97999996,9.38301209277501,-29.327371999999997,15.46541,8.541701,0.99716264,72.80049657821654,1.0400011999999998,0.11,15.358734,8.805684
52,0.223,15.906216,,51.96078,0.979,14.535088,7.0710683,1.0392148,,8.368155,53,1060,7.348364,,15.1165905,15.906216,0.9803921,9.347935476105203,-28.49905,15.4463625,8.512075999999999,0.99716264,74.4775276184082,1.0392169,0.11,15.342814,8.800144
53,0.223,15.906216,,52.961543999999996,0.979,20.186134,7.1414285,1.0384619000000002,,8.371423,54,1080,7.4160995,,15.0533695,15.906216,0.98076934,9.375280395805742,-27.596775,15.427670499999998,8.53797,0.99716264,75.9454653263092,1.0384619000000002,0.11,15.4321375,8.795289
54,0.223,15.906216,,53.962254,0.979,13.792136,7.211103,1.0377363000000002,,8.374053,55,1100,7.4832177,,14.991438,15.906216,0.9811319,9.349351546915354,-26.843576000000002,15.409320999999998,8.511022,0.99716264,77.87034559249878,1.0377372999999999,0.11,15.401966,8.790121000000001
55,0.223,15.906216,,54.96295500000001,0.979,15.083498,7.2801100000000005,1.0370368,,8.377153999999999,56,1120,7.5497426999999995,,14.931814000000001,15.906216,0.9814814000000001,9.383057165000203,-26.094229000000002,15.391303,8.54147,0.99716264,79.88952064514159,1.0370388000000001,0.11,15.395941,8.785681
56,0.223,15.906216,,55.963640000000005,0.979,15.310270000000001,7.3484693,1.0363646,,8.380618,57,1140,7.6156864,,14.874304,15.906216,0.9818181999999999,9.409009293020166,-25.367207999999998,15.373603,8.567617,0.99716264,81.78021717071533,1.0363646,0.11,15.394110000000001,8.781855
57,0.223,15.906216,,56.964287,0.979,15.005094,7.4161983,1.0357144,,8.38366,58,1160,7.681063000000001,,14.818041000000001,15.906216,0.98214287,9.392597997620557,-24.67053,15.356212,8.550915,0.99716264,83.2485089302063,1.0357153000000001,0.11,15.387087,8.777873
58,0.223,15.906216,,57.964923999999996,0.979,16.157063,7.483316,1.0350883,,8.386742,59,1180,7.745887799999999,,14.763413,15.906216,0.9824563000000001,9.402781029534225,-23.977953,15.339117000000002,8.559266000000001,0.99716264,84.93647527694701,1.0350883,0.11,15.399833,8.774168
59,0.223,15.906216,,58.96550799999999,0.979,16.355362,7.5498343,1.0344824000000001,,8.389731,60,1200,7.8101726,,14.710220000000001,15.906216,0.98275846,9.399661575471935,-23.305164,15.3223095,8.560321,0.99716264,86.79546976089478,1.0344844000000002,0.11,15.415463,8.770603
60,0.223,15.906216,,59.966103000000004,0.979,16.364683,7.615772200000001,1.0338986,,8.391145,61,1220,7.8739357000000005,,14.656911,15.906216,0.9830509,9.307072407458461,-22.654293,15.305779999999999,8.472928999999999,0.99716264,88.49892330169678,1.0338986,0.11,15.43074,8.765724
61,0.223,15.906216,,60.96666,0.979,13.610132,7.681146000000001,1.0333326999999999,,8.392881,62,1240,7.937182400000001,,14.60532,15.906216,0.98333323,9.331091068983081,-22.068855,15.289520000000001,8.495455,0.99716264,90.01759886741638,1.0333347,0.11,15.401098999999999,8.761364
62,0.223,15.906216,,61.967209999999994,0.979,20.168402,7.7459664,1.0327870000000001,,8.395496000000001,63,1260,7.999933,,14.555947,15.906216,0.9836065,9.394542488097015,-21.397910999999997,15.2735195,8.552377,0.99716264,92.34491300582886,1.0327879,0.11,15.476504,8.758047
63,0.223,15.906216,,62.967735,0.979,16.104746,7.8102484,1.0322572,,8.397752,64,1280,8.062194,,14.5075,15.906216,0.98387086,9.373976782081217,-20.811435999999997,15.2577715,8.535332,0.99716264,93.95938754081726,1.0322591,0.11,15.486063,8.754567999999999
64,0.223,15.906216,,63.96825,0.979,17.644045000000002,7.874007000000001,1.0317454,,8.3996525,65,1300,8.123977,,14.459926999999999,15.906216,0.9841269,9.352005507937355,-20.219332,15.242267000000002,8.517519,0.99716264,95.74569272994995,1.0317473,0.11,15.519012,8.750919999999999
65,0.223,15.906216,,64.96874,0.979,13.939285,7.937253999999999,1.0312496,,8.401406,66,1320,8.185292,,14.413391,15.906216,0.9843748999999999,9.350996009536527,-19.701310999999997,15.226999,8.511859,0.99716264,97.79417681694031,1.0312515,0.11,15.494833999999999,8.747299
66,0.223,15.906216,,65.96924,0.979,11.479529,8.000001,1.0307688,,8.403439,67,1340,8.246153999999999,,14.368269,15.906216,0.9846155000000001,9.370390665230447,-19.235474,15.211962,8.533461,0.99716264,99.7585952281952,1.0307697,0.11,15.43467,8.744107000000001
67,0.223,15.906216,,66.96970999999999,0.979,10.676338000000001,8.062259,1.030304,,8.404685,68,1360,8.306569,,14.323454000000002,15.906216,0.9848486999999999,9.318467837473902,-18.795154999999998,15.197146,8.485689,0.99716264,101.88343214988708,1.030304,0.11,15.364466,8.740306
68,0.223,15.906216,,67.97014,0.979,20.36361,8.124039,1.029852,,8.406366,69,1380,8.366546000000001,,14.280126000000001,15.906216,0.98507446,9.354959235427362,-18.22721,15.182548,8.517441,0.99716264,104.24817371368408,1.029852,0.11,15.436697,8.737077000000001
69,0.223,15.906216,,68.9706,0.979,12.481765,8.185352,1.0294121999999999,,8.408656,70,1400,8.4261,,14.238417000000002,15.906216,0.9852941999999999,9.401045843698789,-17.788095000000002,15.1681595,8.561958,0.99716264,106.86080431938171,1.0294131,0.11,15.39427,8.734575
70,0.223,15.906216,,69.97102,0.979,14.039481,8.246212,1.0289860999999998,,8.410314999999999,71,1420,8.485232,,14.19705,15.906216,0.98550737,9.360662714214264,-17.339417,15.153975,8.523095,0.99716264,108.82942223548888,1.0289860999999998,0.11,15.374979000000002,8.731597
71,0.223,15.906216,,70.971436,0.979,14.398751,8.306623,1.0285711,,8.411719,72,1440,8.543957,,14.15637,15.906216,0.9857144,9.340173443922305,-16.898216,15.139988,8.508646,0.99716264,111.03576231002808,1.0285720999999999,0.11,15.361217499999999,8.7285
72,0.223,15.906216,,71.97183000000001,0.979,14.726579999999998,8.3666,1.028169,,8.413919,73,1460,8.60228,,14.117389000000001,15.906216,0.9859155000000001,9.407547048295724,-16.46462,15.126195000000001,8.567953,0.99716264,113.0057201385498,1.02817,0.11,15.352326000000001,8.726301
73,0.223,15.906216,,72.97222,0.979,17.240566,8.426149,1.0277779,,8.4154415,74,1480,8.660210000000001,,14.078604,15.906216,0.9861110999999999,9.362614656408878,-16.008776,15.112589000000002,8.523513000000001,0.99716264,115.1161162853241,1.0277789000000002,0.11,15.377652,8.72356
74,0.223,15.906216,,73.97261,0.979,18.038363,8.485281,1.0273976,,8.416855,75,1500,8.717756,,14.040551999999998,15.906216,0.9863014999999999,9.354603485214398,-15.554453,15.099166,8.518523,0.99716264,117.18801140785216,1.0273986,0.11,15.412941,8.720825999999999
75,0.223,15.906216,,74.97296999999999,0.979,15.126766,8.544003,1.0270274,,8.418037,76,1520,8.774923,,14.003082999999998,15.906216,0.98648643,9.340602401279527,-15.150402,15.085920999999999,8.504499000000001,0.99716264,119.66814398765564,1.0270283000000002,0.11,15.408995,8.717979
76,0.223,15.906216,,75.97333499999999,0.979,19.061989999999998,8.6023245,1.026667,,8.419213000000001,77,1540,8.831721,,13.966394000000001,15.906216,0.9866666999999999,9.342590465561056,-14.705744000000001,15.072849,8.506158000000001,0.99716264,122.89523506164551,1.0266680000000001,0.11,15.456260999999998,8.715228999999999
77,0.223,15.906216,,76.973694,0.979,16.728687,8.6602545,1.0263145,,8.420461,78,1560,8.888156,,13.930535,15.906216,0.9868421999999999,9.350297804553826,-14.302404999999998,15.059946,8.513977,0.99716264,125.04837369918823,1.0263165,0.11,15.472401999999999,8.712648
78,0.223,15.906216,,77.97404499999999,0.979,21.270771,8.717799000000001,1.025974,,8.422018,79,1580,8.944235,,13.895721,15.906216,0.9870131999999999,9.382854803310792,-13.851788500000001,15.047207,8.54036,0.99716264,127.87942004203795,1.025976,0.11,15.5456295,8.710467
79,0.223,15.906216,,78.974365,0.979,12.739587,8.774964,1.0256404000000001,,8.423378,80,1600,8.999964,,13.861423,15.906216,0.9871796,9.368350348824402,-13.519079000000001,15.034628,8.528198,0.99716264,130.85853934288022,1.0256424000000002,0.11,15.510391,8.708188999999999
80,0.223,15.906216,,79.974686,0.979,12.383428,8.831760000000001,1.0253166999999999,,8.4247055,81,1620,9.05535,,13.827778,15.906216,0.9873417999999999,9.368296507226523,-13.198986999999999,15.022205,8.528208,0.99716264,133.01667547225952,1.0253177,0.11,15.471627999999999,8.705967
81,0.223,15.906216,,80.975,0.979,19.848572,8.888194,1.025,,8.425966,82,1640,9.110399000000001,,13.794732999999999,15.906216,0.98749995,9.365181642242263,-12.795666,15.009935,8.525534,0.99716264,135.46117186546326,1.0250019000000001,0.11,15.52485,8.703768
82,0.223,15.906216,,81.9753,0.979,17.43058,8.944272,1.0246911,,8.4270735,83,1660,9.165117,,13.762179999999999,15.906216,0.98765427,9.351126829631736,-12.431199000000001,14.997814000000002,8.515735000000001,0.99716264,137.75870823860168,1.024693,0.11,15.547660999999998,8.701500999999999
83,0.223,15.906216,,82.97561,0.979,11.644703,9.0,1.024391,,8.428194,84,1680,9.219512,,13.730267000000001,15.906216,0.9878049000000001,9.355350764027962,-12.144295,14.985838000000001,8.518981,0.99716264,140.28717041015622,1.0243921,0.11,15.501045999999999,8.699328999999999
84,0.223,15.906216,,83.975914,0.979,16.264513,9.055387,1.0240951999999999,,8.429189,85,1700,9.273587,,13.698832000000001,15.906216,0.98795193,9.350099968642676,-11.809792999999999,14.974003,8.510660000000001,0.99716264,142.31924438476562,1.0240970999999999,0.11,15.509885999999998,8.697109
85,0.223,15.906216,,84.9762,0.979,13.977762,9.110434,1.02381,,8.429872999999999,86,1720,9.32735,,13.667675,15.906216,0.9880953000000001,9.322269670858237,-11.509665,14.962307000000001,8.486696,0.99716264,144.54035687446594,1.023811,0.11,15.491929,8.694662
86,0.223,15.906216,,85.97648000000001,0.979,15.471165,9.165153,1.0235298000000002,,8.430757,87,1740,9.380802000000001,,13.637286999999999,15.906216,0.9882354,9.342231644840592,-11.199272,14.950747,8.504976,0.99716264,147.35538387298584,1.0235308,0.11,15.491553,8.692482
87,0.223,15.906216,,86.97673,0.979,18.392,9.219542500000001,1.0232556000000002,,8.432152,88,1760,9.433953,,13.607967000000002,15.906216,0.9883719000000001,9.393612464682096,-10.862746000000001,14.939318,8.550768,0.99716264,149.72579479217532,1.0232575000000002,0.11,15.524378,8.690872
88,0.223,15.906216,,87.97700999999999,0.979,16.264019,9.273619,1.0229882,,8.433398,89,1780,9.486805,,13.579032000000002,15.906216,0.9885058000000001,9.378854670137526,-10.557696,14.928018,8.540649,0.99716264,152.53830099105838,1.0229901,0.11,15.532557500000001,8.689184
89,0.223,15.906216,,88.97728000000001,0.979,18.298569,9.32738,1.0227268,,8.434413000000001,90,1800,9.539365,,13.550388,15.906216,0.98863643,9.361905319541806,-10.236821,14.916844000000001,8.522662,0.99716264,155.52306461334229,1.0227287,0.11,15.563163000000001,8.687333
90,0.223,15.906216,,89.97754,0.979,-1.4588454,9.380832,1.022468,,8.435661,91,1820,9.591638,,13.522485999999999,15.906216,0.98876417,9.38832152291559,-10.140115,14.905795000000001,8.545417,0.99716264,157.85013294219968,1.0224732,0.11,15.375982,8.685774
91,0.223,15.906216,,90.97776999999999,0.979,17.419437,9.433981,1.0222216999999998,,8.436883,92,1840,9.643624,,13.495049,15.906216,0.9888888000000001,9.384156777641762,-9.840316,14.894866,8.545767999999999,0.99716264,160.34002113342285,1.0222235999999998,0.11,15.39807,8.684252
92,0.223,15.906216,,91.97803,0.979,19.868026999999998,9.486833,1.021978,,8.437998,93,1860,9.695335,,13.467985,15.906216,0.98901105,9.378997698053595,-9.5206375,14.884054999999998,8.538287,0.99716264,163.1528277397156,1.0219799,0.11,15.446013,8.682683
93,0.223,15.906216,,92.97825999999999,0.979,15.091248499999999,9.539391,1.0217383,,8.438974,94,1880,9.746771,,13.441248000000002,15.906216,0.9891304,9.365684473672284,-9.25858,14.87336,8.527797,0.99716264,165.60892987251282,1.0217402,0.11,15.442123,8.681035000000001
94,0.223,15.906216,,93.9785,0.979,20.379920000000002,9.591662,1.0215044,,8.440227,95,1900,9.797936,,13.415239000000001,15.906216,0.9892474,9.398974068116651,-8.946373,14.862778,8.555365,0.99716264,168.23271512985232,1.0215064,0.11,15.493984,8.679712
95,0.223,15.906216,,94.97873,0.979,16.522876999999998,9.643651,1.0212785,,8.441281,96,1920,9.848835000000001,,13.389475,15.906216,0.98936176,9.380031111156594,-8.680848,14.852306,8.539553999999999,0.99716264,171.11508250236508,1.0212785,0.11,15.504589999999999,8.678252
96,0.223,15.906216,,95.97894000000001,0.979,16.033820000000002,9.695359,1.0210525,,8.441951,97,1940,9.899472,,13.363754,15.906216,0.98947364,9.343311924945509,-8.425844,14.841944,8.504854,0.99716264,174.53397297859192,1.0210545,0.11,15.509935,8.676464999999999
