,target_sum_log_mean,DenMISELogFirst,LQGsigma,URet,DenMISELogLast,IWFirstEpisode,IWMin,MISE,LQGmu1,TimeElapsed,IWNorm1,SqrtESSClassic,Iteration,LQGmu01,IWNorm2,ReturnStepMax,DenMISEMeanLog,IWMean,Bound,ReturnMin,IWMax,IWLastEpisode,ReturnMean,ReturnLastEpisode,ReturnAbsMax,TimestepsSoFar,ReturnMax
228,-3.3808281000000004,9.350975,0.11,9.369437035469664,14.227889000000001,,,8.490014,1.0,328.7517261505127,227.98221,14.966632,229,1.0,15.232698999999998,0.99233466,15.832220999999999,0.9955555,8.596161,,1.0177810999999999,1.0177771999999998,8.64809,8.53159,15.807039999999999,4580,15.807039999999999
229,-3.2918003,9.346618,0.11,9.340456004450346,17.078047,,,8.490078,1.0,332.628515958786,228.98225,14.999998000000001,230,1.0,15.265486,0.99233466,15.837620000000001,0.995575,8.595989,,1.0177025,1.0176986,8.647466,8.504448,15.807039999999999,4600,15.807039999999999
230,-3.2035737,9.342279,0.11,9.433209927551985,17.071112,,,8.49052,1.0,336.04888582229614,229.98236,15.033294,231,1.0,15.298201999999998,0.99233466,15.842939999999999,0.9955946,8.596196,,1.0176249,1.0176209,8.647217999999999,8.590232,15.807039999999999,4620,15.807039999999999
231,-3.1229305,9.33796,0.11,9.405329899668473,15.4882345,,,8.490834,1.0,340.61774897575384,230.98247999999998,15.066521,232,1.0,15.330844,0.99233466,15.8413925,0.9956142,8.596278,,1.0175471999999999,1.0175443000000002,8.646852,8.562289,15.807039999999999,4640,15.807039999999999
232,-3.0385966,9.333658999999999,0.11,9.38430699119729,16.509554,,,8.491075,1.0,345.37608075141907,231.98251000000002,15.099670000000001,233,1.0,15.363416,0.99233466,15.84424,0.9956331,8.596287,,1.0174705,1.0174695,8.646419,8.545877,15.807039999999999,4660,15.807039999999999
233,-2.9459765,9.329376,0.11,9.355649246178867,18.617310999999997,,,8.491186,1.0,350.63669395446783,232.98257,15.132746,234,1.0,15.395922,0.99233466,15.856072,0.9956520000000001,8.5961685,,1.0173949,1.01739,8.6458645,8.516831,15.807039999999999,4680,15.807039999999999
234,-2.8849022,9.325111,0.11,9.329676494179502,11.389292999999999,,,8.491188000000001,1.0,356.5154347419739,233.9827,15.1657505,235,1.0,15.428363000000001,0.99233466,15.837047,0.99567103,8.595941999999999,,1.0173192,1.0173162,8.645208,8.491512,15.807039999999999,4700,15.807039999999999
235,-2.8036547,9.320866,0.11,9.40605296717878,16.272470000000002,,,8.491491,1.0,362.53071784973145,234.98273999999998,15.198682999999999,236,1.0,15.460731,0.99233466,15.838873999999999,0.9956896000000001,8.596017999999999,,1.0172444999999999,1.0172425999999999,8.644853999999999,8.561557,15.807039999999999,4720,15.807039999999999
236,-2.7555516,9.316637,0.11,9.382095279156044,8.579744,,,8.491719,1.0,368.7445352077484,235.98277000000002,15.231545,237,1.0,15.493029,0.99233466,15.808225,0.9957079,8.596021,,1.0171708000000002,1.0171659,8.644430999999999,8.5446615,15.807039999999999,4740,15.807039999999999
237,-2.6846728,9.312427,0.11,9.312699381110695,14.096597000000001,,,8.491674,1.0,375.8081681728363,236.98293999999999,15.264338500000001,238,1.0,15.525267999999999,0.99233466,15.801015,0.99572664,8.595752000000001,,1.017097,1.0170940999999998,8.643745,8.481135,15.807039999999999,4760,15.807039999999999
238,-2.6107218,9.308233999999999,0.11,9.366495622964038,14.972757000000001,,,8.491847,1.0,382.7106575965881,237.98297000000002,15.297058999999999,239,1.0,15.557432999999998,0.99233466,15.797533,0.99574465,8.595701,,1.0170252,1.0170203000000002,8.643278,8.532217999999999,15.807039999999999,4780,15.807039999999999
239,-2.5388422000000004,9.304058,0.11,9.329065945726153,14.623610000000001,,,8.491858,1.0,389.4769856929779,238.983,15.329707999999998,240,1.0,15.589534,0.99233466,15.792623,0.9957625,8.59549,,1.0169525,1.0169506,8.642657,8.494425999999999,15.807039999999999,4800,15.807039999999999
240,-2.4591331000000003,9.2999,0.11,9.402684983240144,16.654364,,,8.492154,1.0,396.5762059688568,239.98312,15.362292000000002,241,1.0,15.621570000000002,0.99233466,15.79618,0.9957806,8.595568,,1.0168816999999999,1.0168759,8.642323,8.562047,15.807039999999999,4820,15.807039999999999
241,-2.3791057999999996,9.295759,0.11,9.33338410649571,16.890783,,,8.492175,1.0,403.3218886852264,240.98315,15.394801999999999,242,1.0,15.653541,0.99233466,15.800687,0.9957982,8.595369999999999,,1.0168099,1.0168061,8.641722999999999,8.4971285,15.807039999999999,4840,15.807039999999999
242,-2.3147767000000004,9.2916355,0.11,9.304013254929348,13.236288,,,8.492086,1.0,410.0828058719635,241.98327999999998,15.427251,243,1.0,15.685444,0.99233466,15.790115,0.99581593,8.595064,,1.0167401,1.0167344,8.641021,8.471027000000001,15.807039999999999,4860,15.807039999999999
243,-2.2463179,9.287529,0.11,9.347684080804363,14.3726425,,,8.492166000000001,1.0,416.10371804237366,242.98334,15.459623,244,1.0,15.717286999999999,0.99233466,15.784289000000001,0.99583334,8.594928,,1.0166703000000001,1.0166684000000001,8.640488000000001,8.510997999999999,15.807039999999999,4880,15.807039999999999
244,-2.1882622000000005,9.283439,0.11,9.33991595888548,11.960827,,,8.492219,1.0,421.8841965198517,243.98334,15.491931,245,1.0,15.749058999999999,0.99233466,15.768664999999999,0.9958504000000001,8.594767,,1.0166005,1.0165985999999998,8.6399355,8.505291,15.807039999999999,4900,15.807039999999999
245,-2.1142042,9.279366,0.11,9.35990105328257,16.013645,,,8.492329,1.0,427.50646543502813,244.98349,15.524176999999998,246,1.0,15.780772,0.99233466,15.769646,0.99586785,8.594664,,1.0165327,1.0165268,8.639441999999999,8.518455,15.807039999999999,4920,15.807039999999999
246,-2.0413332,9.275309,0.11,9.365211685246203,15.868623000000001,,,8.492469999999999,1.0,434.5355763435364,245.98347,15.556345,247,1.0,15.812420999999999,0.99233466,15.770029000000001,0.99588454,8.594593,,1.0164648,1.0164600000000001,8.638988000000001,8.52693,15.807039999999999,4940,15.807039999999999
247,-1.9570756999999999,9.271269,0.11,9.3749383015787,18.838245,,,8.4926405,1.0,440.73180103302,246.98362999999998,15.588460999999999,248,1.0,15.844004,0.99233466,15.782384,0.9959017,8.594553999999999,,1.016397,1.0163931000000002,8.638563000000001,8.533866,15.807039999999999,4960,15.807039999999999
248,-1.8736137,9.267244,0.11,9.360589595972154,18.808733,,,8.49276,1.0,446.6931257247925,247.98363999999998,15.620498000000001,249,1.0,15.875526999999998,0.99233466,15.794522,0.9959181999999999,8.594463000000001,,1.01633,1.0163271,8.638093,8.521775,15.807039999999999,4980,15.807039999999999
249,-1.8132150000000002,9.263236000000001,0.11,9.363038623273109,13.209926999999999,,,8.492896,1.0,454.1657147407532,248.98377999999997,15.652477,250,1.0,15.906989000000001,0.99233466,15.784166,0.99593514,8.594393,,1.0162642,1.0162584000000001,8.637649,8.526631,15.807039999999999,5000,15.807039999999999
250,-1.7563157,9.259244,0.11,9.358349635455628,12.45243,,,8.493005,1.0,461.565034866333,249.9838,15.684387,251,1.0,15.938385,0.99233466,15.770878,0.99595135,8.594294999999999,,1.0161983,1.0161924,8.637177000000001,8.519499,15.807039999999999,5020,15.807039999999999
251,-1.6951342,9.255268,0.11,9.396421846144106,13.645451000000001,,,8.493245,1.0,469.27916288375854,250.98382999999998,15.716235000000001,252,1.0,15.969717000000001,0.99233466,15.762426999999999,0.99596757,8.594330000000001,,1.0161324,1.0161304,8.636842,8.552633,15.807039999999999,5040,15.807039999999999
252,-1.6069574,9.2513075,0.11,9.354287346078943,20.597614,,,8.49334,1.0,475.6060681343079,251.98392,15.748016,253,1.0,16.000994,0.99233466,15.781522,0.99598384,8.59422,,1.0160674,1.0160655,8.636368,8.516850999999999,15.807039999999999,5060,15.807039999999999
253,-1.5423228999999998,9.247363,0.11,9.352123541691377,14.794362,,,8.493435,1.0,482.4802632331848,252.98395,15.779731,254,1.0,16.03221,0.99233466,15.777619,0.9959998,8.594111999999999,,1.0160035,1.0159996,8.635898,8.517208,15.807039999999999,5080,15.807039999999999
254,-1.4868647,9.243433999999999,0.11,9.375830170801231,12.583708,,,8.493608,1.0,488.41765427589417,253.98407000000003,15.811389000000002,255,1.0,16.063361999999998,0.99233466,15.7650795,0.99601597,8.594085,,1.0159395,1.0159338,8.63551,8.537055,15.807039999999999,5100,15.807039999999999
255,-1.435129,9.239519999999999,0.11,9.38194168054954,11.741679,,,8.493813000000001,1.0,495.338826417923,254.98408999999998,15.842977,256,1.0,16.094456,0.99233466,15.749346,0.9960315999999999,8.594089,,1.0158764999999998,1.0158756,8.635157000000001,8.544891999999999,15.807039999999999,5120,15.807039999999999
256,-1.3576837,9.235621,0.11,9.342696745406528,18.452642,,,8.493865,1.0,504.1513056755066,255.98418999999998,15.874506,257,1.0,16.12549,0.99233466,15.75985,0.99604744,8.593942,,1.0158136,1.0158076999999999,8.634659,8.507154,15.807039999999999,5140,15.807039999999999
257,-1.2912133,9.231738,0.11,9.418270215950947,15.776060999999999,,,8.4941845,1.0,511.96505784988403,256.98422,15.905972,258,1.0,16.156462,0.99233466,15.759897,0.9960629000000001,8.594063,,1.0157516,1.0157458000000001,8.634428,8.57502,15.807039999999999,5160,15.807039999999999
258,-1.2351131000000002,9.227869,0.11,9.389726464645108,13.223148000000002,,,8.494407,1.0,521.5698142051697,257.9843,15.937377,259,1.0,16.187376,0.99233466,15.750088,0.99607843,8.594089,,1.0156896,1.0156828000000002,8.634103999999999,8.550609,15.807039999999999,5180,15.807039999999999
259,-1.16628,9.224015,0.11,9.334661691264431,16.645998000000002,,,8.494422,1.0,529.7747204303741,258.9843,15.968713000000001,260,1.0,16.218232999999998,0.99233466,15.753518,0.9960935,8.593908,,1.0156286,1.0156276,8.633582,8.498702999999999,15.807039999999999,5200,15.807039999999999
260,-1.1013701,9.220177,0.11,9.364643473484184,15.759782999999999,,,8.494547,1.0,537.3467006683351,259.98444,15.999998000000001,261,1.0,16.249029999999998,0.99233466,15.753529,0.99610895,8.593839,,1.0155675,1.0155637,8.633172,8.526283,15.807039999999999,5220,15.807039999999999
261,-1.0241703000000002,9.216352,0.11,9.345260365451663,19.109602,,,8.494589999999999,1.0,546.5231420993805,260.98447000000004,16.031216,262,1.0,16.279768,0.99233466,15.766322,0.9961239,8.593688,,1.0155075,1.0155075,8.632684,8.5054455,15.807039999999999,5240,15.807039999999999
262,-0.95144725,9.212543499999999,0.11,9.349741359580019,18.086637,,,8.494653,1.0,554.1927356719972,261.98456,16.062378,263,1.0,16.310446,0.99233466,15.775129999999999,0.996139,8.593558999999999,,1.0154475,1.0154417,8.632223,8.511397,15.807039999999999,5260,15.807039999999999
263,-0.89581263,9.208748,0.11,9.406106343590674,13.720785000000001,,,8.494927,1.0,563.5023412704468,262.98456,16.093473,264,1.0,16.341068,0.99233466,15.767334,0.99615365,8.593642,,1.0153884,1.0153865,8.631971,8.565621,15.807039999999999,5280,15.807039999999999
264,-0.8369379000000001,9.2049675,0.11,9.328854701347664,14.690803,,,8.4949255,1.0,572.0086934566498,263.98462,16.124514,265,1.0,16.371634,0.99233466,15.763255,0.9961684000000001,8.593451,,1.0153294,1.0153245000000002,8.631453,8.494518,15.807039999999999,5300,15.807039999999999
265,-0.7982148,9.201201,0.11,9.312556708995078,9.448264,,,8.494866,1.0,582.0011506080627,264.98474,16.155497,266,1.0,16.402142,0.99233466,15.7395,0.9961832,8.593202999999999,,1.0152712,1.0152683,8.630881,8.479451,15.807039999999999,5320,15.807039999999999
266,-0.73028773,9.197449,0.11,9.378419257079763,17.323245999999997,,,8.49502,1.0,590.2052462100983,265.9848,16.186417000000002,267,1.0,16.432592,0.99233466,15.745419,0.99619776,8.593167999999999,,1.0152131,1.0152131,8.630523,8.535376,15.807039999999999,5340,15.807039999999999
267,-0.6783634,9.193710000000001,0.11,9.40030417229546,13.170414000000001,,,8.495252,1.0,600.1283736228943,266.98492000000005,16.217281,268,1.0,16.462989999999998,0.99233466,15.735795999999999,0.9962124,8.593213,,1.0151550999999999,1.015153,8.630245,8.556154,15.807039999999999,5360,15.807039999999999
268,-0.6187767,9.189986,0.11,9.349677200151591,15.335492000000002,,,8.495325999999999,1.0,607.1200075149536,267.9849,16.248074,269,1.0,16.493334,0.99233466,15.734295000000001,0.9962264000000001,8.5931015,,1.0150989,1.0150969,8.629817,8.5148735,15.807039999999999,5380,15.807039999999999
269,-0.54929876,9.1862755,0.11,9.371834122913016,18.125362,,,8.495464,1.0,616.6647930145264,268.985,16.278822,270,1.0,16.523615,0.99233466,15.743135,0.9962407,8.593055999999999,,1.0150417999999999,1.0150388000000001,8.629455,8.532107,15.807039999999999,5400,15.807039999999999
270,-0.49249133,9.182578,0.11,9.36442436722576,14.830664,,,8.495586,1.0,624.6209218502045,269.985,16.309504999999998,271,1.0,16.553843,0.99233466,15.739754999999999,0.99625456,8.592994000000001,,1.0149857,1.0149789,8.62908,8.527901,15.807039999999999,5420,15.807039999999999
271,-0.42512107,9.178894999999999,0.11,9.354658586864156,17.817425,,,8.495674000000001,1.0,633.2910287380219,270.98508,16.340137,272,1.0,16.584015,0.99233466,15.747376999999998,0.9962687,8.592899000000001,,1.0149295,1.0149245999999998,8.628675999999999,8.519418,15.807039999999999,5440,15.807039999999999
272,-0.37456918,9.175225,0.11,9.432599814713576,13.3608,,,8.496018,1.0,641.2171151638031,271.98508,16.3707,273,1.0,16.614138,0.99233466,15.738620999999998,0.99628234,8.593061,,1.0148743,1.0148694999999999,8.628528999999999,8.588376,15.807039999999999,5460,15.807039999999999
273,-0.32063115,9.171569,0.11,9.328600555493644,14.389759,,,8.496015,1.0,649.9252705574037,272.98517000000004,16.401218,274,1.0,16.644201000000002,0.99233466,15.733687,0.9962962,8.592877,,1.0148191,1.0148114,8.628042,8.494878,15.807039999999999,5480,15.807039999999999
274,-0.27542648,9.167926,0.11,9.322432847776867,12.096032000000001,,,8.495977,1.0,660.3585195541383,273.9853,16.43168,275,1.0,16.674210000000002,0.99233466,15.720444,0.9963101999999999,8.592661,,1.014764,1.0147610999999999,8.627524000000001,8.485728,15.807039999999999,5500,15.807039999999999
275,-0.21631667,9.164296,0.11,9.381445199379472,16.024310999999997,,,8.496137,1.0,667.0090179443358,274.9853,16.462073999999998,276,1.0,16.70417,0.99233466,15.721532999999999,0.9963235,8.592641,,1.0147098,1.0147059,8.627203999999999,8.539147,15.807039999999999,5520,15.807039999999999
276,-0.14033888,9.160680000000001,0.11,9.377151110919042,20.814981,,,8.496286999999999,1.0,677.0349884033202,275.98537999999996,16.492424,277,1.0,16.734070000000003,0.99233466,15.739906,0.9963370999999999,8.592614,,1.0146556,1.0146537,8.62688,8.537505,15.807039999999999,5540,15.807039999999999
277,-0.08901286,9.157076,0.11,9.426071347159986,14.113807999999999,,,8.4965925,1.0,685.0696351528168,276.98535,16.52271,278,1.0,16.763916000000002,0.99233466,15.734045000000002,0.99635017,8.592742999999999,,1.0146024,1.0146005,8.626711,8.579889,15.807039999999999,5560,15.807039999999999
278,-0.027737416,9.153485,0.11,9.412890402209324,16.992369,,,8.496865,1.0,691.5039377212524,277.98544,16.552942,279,1.0,16.793718,0.99233466,15.738542,0.9963636,8.592839999999999,,1.0145491,1.0145434000000002,8.626513000000001,8.571518,15.807039999999999,5580,15.807039999999999
279,0.023121752000000002,9.149908,0.11,9.402406036754181,14.198424,,,8.4970875,1.0,698.1107406616211,278.98557,16.583128,280,1.0,16.823458,0.99233466,15.733026999999998,0.9963770000000001,8.592888,,1.0144969000000001,1.0144911,8.626269,8.5583725,15.807039999999999,5600,15.807039999999999
280,0.08370407,9.146342,0.11,9.40317487361693,17.032401999999998,,,8.497322,1.0,705.3111863136293,279.98553,16.613243,281,1.0,16.853153,0.99233466,15.737641,0.9963898000000001,8.592949,,1.0144447,1.0144408,8.62604,8.561941000000001,15.807039999999999,5620,15.807039999999999
281,0.14937057,9.14279,0.11,9.344269164874367,18.587367999999998,,,8.497356,1.0,712.7054297924042,280.98566,16.643320000000003,282,1.0,16.88279,0.99233466,15.747732000000001,0.99640304,8.592811,,1.0143925,1.0143847,8.625617,8.506494,15.807039999999999,5640,15.807039999999999
282,0.17271613,9.139251,0.11,9.34245908203972,6.741911999999999,,,8.497382,1.0,719.4894173145294,281.98562999999996,16.673332000000002,283,1.0,16.912374,0.99233466,15.715897,0.9964156,8.592664,,1.0143411,1.0143359,8.625192,8.505230000000001,15.807039999999999,5660,15.807039999999999
283,0.22871979,9.135722999999999,0.11,9.394203289071369,16.06356,,,8.497584,1.0,728.4560408592224,282.98572,16.703293,284,1.0,16.941912,0.99233466,15.717107999999998,0.9964286,8.592694999999999,,1.0142898999999999,1.014286,8.624939,8.553558,15.807039999999999,5680,15.807039999999999
284,0.28821304,9.132208,0.11,9.381733214614368,17.17016,,,8.497742,1.0,738.7329277992249,283.98578,16.733202,285,1.0,16.971395,0.99233466,15.722194,0.9964413000000001,8.592683000000001,,1.0142395,1.0142338,8.624649,8.542257000000001,15.807039999999999,5700,15.807039999999999
285,0.35066414,9.128705,0.11,9.359594862350443,18.135162,,,8.497825,1.0,746.2499325275421,284.98578,16.763054,286,1.0,17.000828,0.99233466,15.730619,0.99645376,8.592597,,1.0141883,1.0141873,8.624286999999999,8.52094,15.807039999999999,5720,15.807039999999999
286,0.385368,9.125214999999999,0.11,9.395083518203617,10.296615,,,8.49803,1.0,752.375824213028,285.98584,16.792856,287,1.0,17.030209,0.99233466,15.711673000000001,0.99646634,8.592633,,1.014139,1.0141323,8.624048,8.555844,15.807039999999999,5740,15.807039999999999
287,0.4427625,9.121737,0.11,9.370383290937037,16.900986,,,8.498144,1.0,760.3331398963928,286.98596000000003,16.822607,288,1.0,17.059542,0.99233466,15.71579,0.99647903,8.592581,,1.0140886999999998,1.0140848,8.623723,8.530415,15.807039999999999,5760,15.807039999999999
288,0.4994866,9.118271,0.11,9.358070754870383,16.822098,,,8.498224,1.0,768.2021596431732,287.98596000000003,16.852297,289,1.0,17.088825,0.99233466,15.7196045,0.9964912,8.592494,,1.0140394,1.0140365,8.623368,8.520955,15.807039999999999,5780,15.807039999999999
289,0.5411465,9.114817,0.11,9.315699442029604,12.566972,,,8.498169,1.0,775.0661151409149,288.98607999999996,16.881948,290,1.0,17.118053,0.99233466,15.708722,0.9965037,8.592274,,1.01399,1.0139890999999999,8.62288,8.482033,15.807039999999999,5800,15.807039999999999
290,0.56893283,9.111374,0.11,9.310352202688527,8.613105000000001,,,8.498088000000001,1.0,782.6165640354156,289.98602,16.91153,291,1.0,17.147238,0.99233466,15.684325,0.9965156,8.592027999999999,,1.0139418,1.0139408,8.622373,8.475072,15.807039999999999,5820,15.807039999999999
291,0.6032969,9.107944,0.11,9.37281510939022,10.589452,,,8.498201,1.0,790.1065747737885,290.98615,16.941076000000002,292,1.0,17.176367000000003,0.99233466,15.666866,0.9965279,8.591977,,1.0138934000000002,1.0138896000000002,8.622060000000001,8.531027,15.807039999999999,5840,15.807039999999999
292,0.64170814,9.104525,0.11,9.40379883135979,11.8440275,,,8.498424,1.0,796.1236448287964,291.9862,16.970566,293,1.0,17.20545,0.99233466,15.653807,0.99653995,8.592036,,1.0138451,1.0138421,8.621856,8.562362,15.807039999999999,5860,15.807039999999999
293,0.6847691,9.101117,0.11,9.293081898076013,13.287932999999999,,,8.498298,1.0,801.8678967952727,292.98615,16.999996,294,1.0,17.234484,0.99233466,15.645747,0.9965514999999999,8.591749,,1.0137976,1.0137938,8.621309,8.461489,15.807039999999999,5880,15.807039999999999
294,0.74556935,9.097722000000001,0.11,9.372147206092313,18.607195,,,8.498414,1.0,808.7901961803436,293.9863,17.029388,295,1.0,17.263468,0.99233466,15.655773000000002,0.99656373,8.591703,,1.0137503,1.0137426,8.621008999999999,8.532519,15.807039999999999,5900,15.807039999999999
295,0.78063625,9.094337,0.11,9.311345899052856,11.111785000000001,,,8.498338,1.0,816.6119568347931,294.98633,17.058722,296,1.0,17.292406,0.99233466,15.640414000000002,0.9965754000000001,8.591467,,1.0137029,1.013699,8.620519999999999,8.476127,15.807039999999999,5920,15.807039999999999
296,0.80862373,9.090964999999999,0.11,9.355437490621338,9.079356,,,8.49841,1.0,822.7801403999329,295.98627,17.088003,297,1.0,17.321291,0.99233466,15.618309,0.99658674,8.591380000000001,,1.0136565,1.0136508,8.62018,8.519768,15.807039999999999,5940,15.807039999999999
297,0.85850513,9.087603999999999,0.11,9.371740004821682,15.659775,,,8.498524,1.0,828.8401491641997,296.9864,17.117243,298,1.0,17.35013,0.99233466,15.618435999999999,0.9965985999999999,8.591334,,1.0136101,1.0136082,8.6198845,8.531799000000001,15.807039999999999,5960,15.807039999999999
298,0.91653454,9.084253,0.11,9.335150230512344,18.195837,,,8.498528,1.0,834.3062801361084,297.9865,17.146431,299,1.0,17.378923,0.99233466,15.627045,0.9966103999999999,8.591181,,1.0135638,1.013557,8.619482000000001,8.499497999999999,15.807039999999999,5980,15.807039999999999
299,0.94968617,9.0809145,0.11,9.37020577098789,10.84861,,,8.498636,1.0,839.1400232315062,298.98642,17.175558,300,1.0,17.40767,0.99233466,15.611107,0.9966214,8.591132,,1.0135183,1.0135154,8.619185,8.530737,15.807039999999999,6000,15.807039999999999
300,0.98822135,9.077587,0.11,9.394487449487977,12.535378,,,8.498816,1.0,844.2987811565399,299.98657000000003,17.204653,301,1.0,17.436363,0.99233466,15.600875,0.9966331,8.591155,,1.0134718,1.0134709000000002,8.618960000000001,8.551628,15.807039999999999,6020,15.807039999999999
301,1.0536112,9.07427,0.11,9.370132944608699,20.7226,,,8.498919,1.0,851.5541489124298,300.9866,17.233688,302,1.0,17.465014,0.99233466,15.617825,0.9966444,8.591103,,1.0134275,1.0134235999999999,8.618666000000001,8.529764,15.807039999999999,6040,15.807039999999999
302,1.1059133999999997,9.070965,0.11,9.330714529650633,16.88792,,,8.4988985,1.0,858.602997303009,301.9866,17.262674,303,1.0,17.493616,0.99233466,15.622005,0.99665546,8.590927,,1.013383,1.0133771999999999,8.61825,8.492871000000001,15.807039999999999,6060,15.807039999999999
303,1.1524014,9.06767,0.11,9.367382096437376,15.225066,,,8.499004,1.0,865.8205089569092,302.98666000000003,17.291613,304,1.0,17.522175,0.99233466,15.6206875,0.99666667,8.590879,,1.0133376,1.0133318,8.617962,8.530396000000001,15.807039999999999,6080,15.807039999999999
304,1.1995212,9.064385000000001,0.11,9.415183480225503,15.510710000000001,,,8.499243,1.0,872.68559217453,303.9867,17.320507,305,1.0,17.55068,0.99233466,15.620316,0.9966777,8.590964,,1.0132941,1.0132883,8.617807,8.5710335,15.807039999999999,6100,15.807039999999999
305,1.2568438999999998,9.061112,0.11,9.361689864568278,18.727125,,,8.499319,1.0,880.8382234573364,304.98682,17.349356,306,1.0,17.579144,0.99233466,15.630457,0.99668896,8.590888,,1.0132496,1.0132419,8.617497,8.522615,15.807039999999999,6120,15.807039999999999
306,1.3007958999999998,9.05785,0.11,9.406741151820855,14.736985999999998,,,8.49953,1.0,889.139642238617,305.9868,17.378145,307,1.0,17.607563,0.99233466,15.627539,0.99669963,8.590947,,1.0132060999999999,1.0131974,8.617319,8.562901,15.807039999999999,6140,15.807039999999999
307,1.3497602,9.054598,0.11,9.389732539220066,16.36872,,,8.499683000000001,1.0,899.4928386211395,306.98685,17.406897,308,1.0,17.635932999999998,0.99233466,15.629933,0.99671054,8.59095,,1.0131626,1.013155,8.617089,8.546436,15.807039999999999,6160,15.807039999999999
308,1.3858727,9.051356,0.11,9.330441351179196,12.495516,,,8.49968,1.0,912.0278313159944,307.9869,17.435595000000003,309,1.0,17.664263000000002,0.99233466,15.619779000000001,0.9967214,8.5907955,,1.0131192,1.0131143,8.616703999999999,8.49823,15.807039999999999,6180,15.807039999999999
309,1.4360771,9.048125,0.11,9.414166683990329,16.936214,,,8.499911,1.0,924.045827627182,308.98688,17.464247,310,1.0,17.69254,0.99233466,15.624016000000001,0.9967319,8.5908785,,1.0130767,1.0130699,8.616555,8.570615,15.807039999999999,6200,15.807039999999999
310,1.466948,9.044905,0.11,9.386057553219477,11.0239935,,,8.500053,1.0,935.5787525177002,309.987,17.492855,311,1.0,17.720778,0.99233466,15.609212,0.9967428,8.590872000000001,,1.0130341,1.0130293,8.616319,8.543075,15.807039999999999,6220,15.807039999999999
311,1.5132504999999998,9.041694,0.11,9.380858086675444,15.900406,,,8.500182,1.0,948.2363131046296,310.98706,17.521418,312,1.0,17.748966,0.99233466,15.610135999999999,0.9967534,8.590852,,1.0129917,1.0129849,8.616074000000001,8.540122,15.807039999999999,6240,15.807039999999999
312,1.5657315,9.038494,0.11,9.333681545284561,17.926954000000002,,,8.500174000000001,1.0,961.0886404514313,311.98712,17.549932000000002,313,1.0,17.777113,0.99233466,15.617528,0.99676394,8.590696000000001,,1.0129501,1.0129424,8.615695,8.497261,15.807039999999999,6260,15.807039999999999
313,1.6123889999999999,9.035304,0.11,9.312308479526916,16.20334,,,8.500108,1.0,973.7735142707824,312.98706,17.578392,314,1.0,17.805216,0.99233466,15.619383,0.9967741,8.590484,,1.0129076,1.0129057,8.615262,8.479923,15.807039999999999,6280,15.807039999999999
314,1.6509929,9.0321245,0.11,9.319104677089074,13.759837,,,8.500053999999999,1.0,986.0351173877716,313.98712,17.606813,315,1.0,17.833273000000002,0.99233466,15.613467000000002,0.9967845,8.590284,,1.0128671,1.0128603,8.614844999999999,8.48366,15.807039999999999,6300,15.807039999999999
315,1.6924006,9.028955,0.11,9.343305700275726,14.723109,,,8.500075,1.0,998.252210855484,314.9872,17.635193,316,1.0,17.861286,0.99233466,15.610642000000002,0.9967950000000001,8.590160000000001,,1.0128255,1.0128168,8.614502,8.506501,15.807039999999999,6320,15.807039999999999
316,1.7340566000000002,9.025796000000001,0.11,9.421283206878613,14.88464,,,8.500313,1.0,1010.107549905777,315.98712,17.663519,317,1.0,17.889252,0.99233466,15.60834,0.9968048,8.590254,,1.012784,1.0127781999999999,8.614376,8.574628,15.807039999999999,6340,15.807039999999999
317,1.7730828999999997,9.022646,0.11,9.374507983781976,14.131753,,,8.500427,1.0,1021.4783599376677,316.98724,17.691807,318,1.0,17.917177,0.99233466,15.603686999999999,0.9968152,8.590224000000001,,1.0127434000000002,1.0127376000000001,8.614130000000001,8.536055000000001,15.807039999999999,6360,15.807039999999999
318,1.8219855,9.019506,0.11,9.396841870389725,17.360336,,,8.500602,1.0,1033.3106870651243,317.98724,17.720043,319,1.0,17.94506,0.99233466,15.609185,0.9968252000000001,8.590256,,1.0127028,1.0127009,8.613946,8.555264,15.807039999999999,6380,15.807039999999999
319,1.8714249,9.0163765,0.11,9.331303664402506,17.630022,,,8.500598,1.0,1044.878217458725,318.9874,17.748243,320,1.0,17.9729,0.99233466,15.615488000000001,0.9968355999999999,8.590109,,1.0126632,1.0126623,8.613588,8.499499,15.807039999999999,6400,15.807039999999999
320,1.9020843999999997,9.013256,0.11,9.388330833543867,11.700635,,,8.500742,1.0,1058.417195558548,319.98737,17.77639,321,1.0,18.000694,0.99233466,15.603285000000001,0.99684536,8.590112,,1.0126237,1.0126208,8.613379,8.546444000000001,15.807039999999999,6420,15.807039999999999
321,1.9329025000000002,9.010146,0.11,9.401568683089444,11.812997,,,8.50093,1.0,1069.5141408443449,320.98742999999996,17.804493,322,1.0,18.02845,0.99233466,15.591503,0.9968554000000001,8.590158,,1.0125831,1.0125811,8.613213,8.560257,15.807039999999999,6440,15.807039999999999
322,1.9776275,9.007045,0.11,9.360499461371688,16.36665,,,8.500999,1.0,1081.524505853653,321.9875,17.832556,323,1.0,18.056160000000002,0.99233466,15.593892000000002,0.9968653000000001,8.590088,,1.0125445,1.0125349000000001,8.612935,8.523369,15.807039999999999,6460,15.807039999999999
