,IWLastEpisode,TimeElapsed,LQGmu01,Bound,target_sum_log_mean,Iteration,IWMin,URet,IWMean,ReturnLastEpisode,SqrtESSClassic,ReturnMin,TimestepsSoFar,ReturnAbsMax,LQGmu1,ReturnMax,IWFirstEpisode,DenMISELogFirst,IWNorm1,DenMISEMeanLog,DenMISELogLast,ReturnStepMax,IWNorm2,IWMax,LQGsigma,MISE,ReturnMean
0,,0.1428396701812744,-1.0,30.116884000000002,-503.26215,1,,16.687925283112616,,15.058442000000001,1.0,,20,15.058442000000001,-1.0,15.058442000000001,,18.60218,1e-10,18.60218,18.60218,0.9625284,1e-10,,0.11,,15.058442000000001
1,1.9999981,4.395615816116333,-1.0,49.296715,-249.3625,2,,18.144616846529182,0.99999905,16.432243,1.0,,40,16.432243,-1.0,16.432243,,17.909032999999997,1.9999981,10.876511,3.8439879999999995,0.9725072,1.9999981,1.9999981,0.11,16.432228,15.745342
2,1.5001044,4.482685089111328,-1.0,39.976894,-159.18544,3,,18.300389096166423,1.0000346,16.591773999999997,1.4142135,,60,16.591773999999997,-1.0,16.591773999999997,,17.503569,3.0001037,14.1328,20.76316,0.9749138,2.1213937,1.5001044,0.11,16.512583,16.027487
3,1.3333327,4.859647989273071,-1.0,35.758198,-114.701035,4,,18.348871629641422,1.0000312,16.632465,1.7320508000000001,,80,16.632465,-1.0,16.632465,,17.215887,4.000125,15.202696,18.464476,0.9778233000000001,2.3094732999999996,1.3334598999999998,0.11,16.552681,16.178729999999998
4,1.25,5.272041082382202,-1.0,33.18448,-89.00102,5,,18.262353108788,1.0000265,16.5498,1.9999997999999999,,100,16.632465,-1.0,16.632465,,16.992743,5.0001326,14.87142,13.575821,0.9821515,2.5000665,1.2501347,0.11,16.552013,16.252945
5,1.2,5.579102277755737,-1.0,31.409138000000002,-71.35528599999999,6,,18.153056837450432,1.0000228999999998,16.454857,2.236068,,120,16.632465,-1.0,16.632465,,16.810420999999998,6.0001373,15.171523,16.691053,0.9821515,2.683343,1.2001374,0.11,16.532610000000002,16.286596
6,1.1666747,5.809781551361084,-1.0,30.100391,-58.43328,7,,18.160828109887266,1.0000209,16.457027,2.4494898,,140,16.632465,-1.0,16.632465,,16.656271,7.000146000000001,15.708638,18.944597,0.9821515,2.8577976,1.1668061,0.11,16.520039999999998,16.310944
7,1.1428573,6.081860542297362,-1.0,29.102718,-49.37385,8,,18.296611666168737,1.0000188,16.58791,2.6457512000000003,,160,16.632465,-1.0,16.632465,,16.52274,8.000150999999999,15.482403,13.908569,0.9821515,3.0237727000000003,1.1429989999999999,0.11,16.529754999999998,16.345566
8,1.1249995000000002,6.417764186859131,-1.0,28.299042,-41.661514000000004,9,,18.315921989485414,1.0000167,16.596622,2.8284272999999995,,180,16.632465,-1.0,16.632465,,16.404957,9.000150999999999,15.974564,19.919369,0.9821515,3.1820334999999997,1.1251433000000002,0.11,16.538113,16.37346
9,1.1111106000000002,6.812158346176148,-1.0,27.637622999999998,-36.105488,10,,18.343495627495262,1.0000153,16.63338,3.0000002,,200,16.63338,-1.0,16.63338,,16.299595,10.000153,15.75585,13.7934,0.9821515,3.3333837999999996,1.1112568,0.11,16.548704,16.399452
10,1.1,7.3006746768951425,-1.0,27.070420000000002,-31.262909999999998,11,,18.282009273010143,1.0000142,16.567028,3.1622777,,220,16.63338,-1.0,16.63338,,16.204285000000002,11.000155,15.87465,17.067495,0.9821515,3.4785545,1.1001469,0.11,16.550545,16.414686
11,1.090909,7.601074695587157,-1.0,26.586084000000003,-27.137135999999998,12,,18.32191230797963,1.0000125,16.608158,3.3166246,,240,16.63338,-1.0,16.63338,,16.117273,12.000150999999999,16.06471,18.159385999999998,0.9821515,3.6181817,1.0910547,0.11,16.555779,16.430809
12,1.0833335,7.969693899154662,-1.0,26.167095,-24.1845,13,,18.351194434162462,1.0000117,16.635742,3.4641016000000002,,260,16.635742,-1.0,16.635742,,16.037231,13.000152,15.687713,11.167105000000001,0.9821515,3.7528205000000003,1.0834792,0.11,16.562445,16.446573
13,1.0768965,8.565751552581787,-1.0,25.795126,-21.213154,14,,18.33806363268266,1.0000091999999998,16.625629999999997,3.6055515,,280,16.635742,-1.0,16.635742,,15.963123000000001,14.000128,15.805543,17.340220000000002,0.9821515,3.8829366999999997,1.077067,0.11,16.567277999999998,16.459362
14,1.0714283000000002,9.07451868057251,-1.0,25.461154999999998,-18.57797,15,,18.30530799133204,1.0000082000000001,16.591127,3.7416572999999995,,300,16.635742,-1.0,16.635742,,15.894131,15.000123,15.968048000000001,18.245598,0.9821515,4.0089517,1.0715714,0.11,16.568975,16.468147000000002
15,1.0666102,9.407179355621338,-1.0,25.146338,-16.379845,16,,18.06262599465648,1.0000043,16.37031,3.8729835,,320,16.635742,-1.0,16.635742,,15.829592000000002,16.000069,16.002879999999998,16.527542,0.9821515,4.1312,1.0668035,0.11,16.555677,16.462032
16,1.0625004999999998,9.763920307159424,-1.0,24.874682999999997,-14.35653,17,,18.27855108075976,1.0000038,16.57394,4.0,,340,16.635742,-1.0,16.635742,,15.768968,17.000065,16.117651000000002,17.955887,0.9821515,4.2500160000000005,1.0626322,0.11,16.556812,16.468615
17,1.0588245,10.113749265670775,-1.0,24.62545,-12.544944000000001,18,,18.256455372919948,1.0000031999999999,16.5419,4.123106,,360,16.635742,-1.0,16.635742,,15.711808999999999,18.000057,16.232958,18.194876,0.9821515,4.365655,1.0589518999999998,0.11,16.555931,16.472687
18,1.0555558999999999,10.566625118255617,-1.0,24.400170000000003,-10.93935,19,,18.30809704154295,1.0000031999999999,16.593172,4.2426405,,380,16.635742,-1.0,16.635742,,15.657742,19.000061,16.320997,17.907239999999998,0.9821515,4.4783573,1.0556808000000002,0.11,16.558004,16.479029
19,1.0526327,11.248835325241089,-1.0,24.193260000000002,-9.544228,20,,18.308523596245056,1.0000026,16.600954,4.358899,,400,16.635742,-1.0,16.635742,,15.606448,20.000053,16.35047,16.9118,0.9821515,4.588327,1.0527531,0.11,16.560259,16.485126
20,1.0499998,11.677885293960571,-1.0,24.002346,-8.281898,21,,18.32038752072073,1.0000025,16.607426,4.472136,,420,16.635742,-1.0,16.635742,,15.557657999999998,21.000053,16.37734,16.915928,0.9821515,4.6957545,1.0501200000000002,0.11,16.562616000000002,16.49095
21,1.0476183000000001,12.250513315200806,-1.0,23.8233,-7.2922573,22,,18.27670795038554,1.0000027,16.567871,4.5825762999999995,,440,16.635742,-1.0,16.635742,,15.511138,22.00006,16.243938,13.443660999999999,0.9821515,4.800806,1.0477371,0.11,16.562867999999998,16.494446
