,Iteration,LQGsigma,IWLastEpisode,DenMISELogFirst,TimestepsSoFar,LQGmu01,IWMax,ReturnMin,DenMISEMeanLog,Bound,SqrtESSClassic,LQGmu1,IWNorm1,target_sum_log_mean,MISE,ReturnMean,ReturnLastEpisode,IWMean,ReturnAbsMax,DenMISELogLast,TimeElapsed,ReturnMax,ReturnStepMax,IWNorm2,IWFirstEpisode,URet,IWMin
222,223,0.11,1.3273798,10.414919,4460,1.0,1.327385,,14.9452095,12.4600525,12.922848,1.0,221.67257999999998,-275.267,8.478235,10.377897,8.495689,0.9940474,17.15214,19.79411,280.5316796302796,17.15214,0.999999,17.15354,,9.33181830611571,
223,224,0.11,1.3254431,10.410444,4480,1.0,1.325447,,14.938675,12.448425,12.961481,1.0,222.67455,-273.97665,8.478477,10.369598,8.519055999999999,0.9940828000000002,17.15214,13.488139000000002,282.8899796009064,17.15214,0.999999,17.179714,,9.353437040658699,
224,225,0.11,1.3235321000000002,10.405991,4500,1.0,1.3235321000000002,,14.937295,12.436838,13.0,1.0,223.67645,-272.6927,8.478652,10.361326,8.508192999999999,0.99411756,17.15214,14.634687,285.1974122524261,17.15214,0.999999,17.205881,,9.34608555813651,
225,226,0.11,1.3216350000000001,10.401556,4520,1.0,1.32164,,14.950973499999998,12.425265,13.038404,1.0,224.67833,-271.40502999999995,8.478738,10.353060000000001,8.493343,0.9941519,17.15214,18.035301,287.82857036590576,17.15214,0.999999,17.232042,,9.329440637473457,
226,227,0.11,1.3197696,10.397140499999999,4540,1.0,1.3197709,,14.936048499999998,12.413852,13.076696,1.0,225.68018999999998,-270.15726,8.478881,10.344911999999999,8.503461999999999,0.99418586,17.15214,11.569587,290.7424983978272,17.15214,0.999999,17.258195999999998,,9.34125534122738,
227,228,0.11,1.3179195,10.392745,4560,1.0,1.3179221,,14.952160999999998,12.402616,13.114876999999998,1.0,226.68207,-268.8895,8.4791,10.336893,8.516575,0.9942196,17.15214,18.61613,293.654892206192,17.15214,0.999999,17.284346,,9.355528958555825,
228,229,0.11,1.3160895000000001,10.388369,4580,1.0,1.3160958,,14.947848,12.39156,13.152946,1.0,227.6839,-267.6531,8.479401,10.32901,8.53159,0.99425286,17.15214,13.970845,296.73453855514526,17.15214,0.999999,17.310485999999997,,9.369437035469664,
229,230,0.11,1.3142847,10.384011,4600,1.0,1.3142897,,14.95597,12.3804455,13.190906,1.0,228.6857,-266.41504,8.479545,10.321076,8.504448,0.99428564,17.15214,16.822298,300.34180617332464,17.15214,0.999999,17.336617999999998,,9.340456004450346,
230,231,0.11,1.3124986,10.379673,4620,1.0,1.3125036,,14.963997,12.369913,13.228756,1.0,229.68747000000002,-265.18777,8.480172999999999,10.313584,8.590232,0.99431807,17.15214,16.816647,303.6885364055633,17.15214,0.999999,17.362741,,9.433209927551985,
231,232,0.11,1.3107361000000002,10.375354,4640,1.0,1.3107374,,14.965138,12.359311,13.2664995,1.0,230.68925,-263.97787,8.480638,10.306034,8.562289,0.99435025,17.15214,15.235038000000001,307.65514898300165,17.15214,0.999999,17.388857,,9.405329899668473,
232,233,0.11,1.308991,10.371053,4660,1.0,1.3089921,,14.970657999999998,12.348705,13.304134,1.0,231.69097999999997,-262.774,8.481003999999999,10.29848,8.545877,0.9943818999999999,17.15214,16.257616,311.0426497459412,17.15214,0.999999,17.41496,,9.38430699119729,
233,234,0.11,1.3072620000000001,10.366769999999999,4680,1.0,1.307267,,14.985144,12.338026,13.341663,1.0,232.69272,-261.57138,8.481204,10.290868,8.516831,0.9944133,17.15214,18.366617,315.1602327823639,17.15214,0.999999,17.441057,,9.355649246178867,
234,235,0.11,1.3055538,10.362505,4700,1.0,1.3055588,,14.968754999999998,12.327294,13.379089000000002,1.0,233.69442999999998,-260.40976,8.481261,10.283211,8.491512,0.9944443999999999,17.15214,11.139833,318.07684683799744,17.15214,0.999999,17.46714,,9.329676494179502,
235,236,0.11,1.3038678,10.358259,4720,1.0,1.3038703,,14.973201000000001,12.3170395,13.416407999999999,1.0,234.69613999999999,-259.23734,8.481705,10.275916,8.561557,0.9944751000000001,17.15214,16.024231,321.62669014930725,17.15214,0.999999,17.493217,,9.40605296717878,
236,237,0.11,1.3021964,10.354030999999999,4740,1.0,1.3022014,,14.945155999999999,12.306775,13.453625,1.0,235.69778,-258.1072,8.48205,10.26861,8.5446615,0.9945054,17.15214,8.332711999999999,325.50452995300293,17.15214,0.999999,17.519278,,9.382095279156044,
237,238,0.11,1.3005445,10.34982,4760,1.0,1.3005495,,14.940532999999999,12.296248,13.490738,1.0,236.69945,-256.96344,8.482045,10.261099,8.481135,0.9945354999999999,17.15214,13.850763,329.2834949493408,17.15214,0.999999,17.54533,,9.312699381110695,
238,239,0.11,1.2989146,10.345627,4780,1.0,1.2989159,,14.939617000000002,12.286087,13.527748,1.0,237.70105,-255.82556,8.482319,10.253865,8.532217999999999,0.99456507,17.15214,14.728106,333.78971433639526,17.15214,0.999999,17.57137,,9.366495622964038,
239,240,0.11,1.2973002,10.341452,4800,1.0,1.2973014999999999,,14.937261,12.2758,13.564662,1.0,238.70268,-254.69862,8.482383,10.246535,8.494425999999999,0.9945944999999999,17.15214,14.380132999999999,337.07943153381353,17.15214,0.999999,17.597393,,9.329065945726153,
240,241,0.11,1.2956966,10.337294,4820,1.0,1.2957014999999998,,14.943356,12.265964,13.601469,1.0,239.70425,-253.57262000000003,8.482812,10.239546,8.562047,0.9946235000000001,17.15214,16.41205,341.43215584754944,17.15214,0.999999,17.62341,,9.402684983240144,
241,242,0.11,1.2941159,10.333153,4840,1.0,1.2941208,,14.950381,12.255856,13.638182,1.0,240.70584,-252.45493,8.482888,10.232346000000001,8.4971285,0.9946521999999999,17.15214,16.649622,347.0123178958893,17.15214,0.999999,17.649407999999998,,9.33338410649571,
242,243,0.11,1.2925520000000001,10.329029,4860,1.0,1.2925569,,14.942314999999999,12.245692,13.674794,1.0,241.70743,-251.36147000000003,8.482826,10.225098,8.471027000000001,0.99468076,17.15214,12.996265,354.2135684490204,17.15214,0.999999,17.675398,,9.304013254929348,
243,244,0.11,1.291007,10.324923,4880,1.0,1.2910095,,14.938977,12.235819000000001,13.711309,1.0,242.70897000000002,-250.27232,8.482974,10.218073,8.510997999999999,0.9947089,17.15214,14.133751,359.9461615085602,17.15214,0.999999,17.70137,,9.347684080804363,
244,245,0.11,1.2894752,10.320832000000001,4900,1.0,1.2894776000000001,,14.925826999999998,12.225995,13.747726,1.0,243.7105,-249.20192000000003,8.483091,10.211081,8.505291,0.99473673,17.15214,11.723054,366.3139753341675,17.15214,0.999999,17.727331,,9.33991595888548,
245,246,0.11,1.2879561000000002,10.316759,4920,1.0,1.2879622,,14.929264000000002,12.216318,13.78405,1.0,244.71204,-248.12373,8.483277000000001,10.204201,8.518455,0.9947644,17.15214,15.776979999999998,372.8946523666382,17.15214,0.999999,17.753275,,9.35990105328257,
246,247,0.11,1.2864572,10.312702,4940,1.0,1.2864621,,14.932089999999999,12.206759,13.820273,1.0,245.71348999999998,-247.05487000000002,8.483503,10.197410000000001,8.52693,0.99479145,17.15214,15.633057,379.6406273841858,17.15214,0.999999,17.779204999999997,,9.365211685246203,
247,248,0.11,1.2849736,10.308662,4960,1.0,1.2849784,,14.946871,12.197312,13.856407999999998,1.0,246.71501,-245.98268,8.483766000000001,10.1907015,8.533866,0.99481857,17.15214,18.603767,386.93859219551086,17.15214,0.999999,17.805120000000002,,9.3749383015787,
248,249,0.11,1.2835063,10.304638,4980,1.0,1.2835088,,14.96142,12.187875,13.8924465,1.0,247.71649,-244.91917,8.483961,10.184,8.521775,0.99484533,17.15214,18.575332999999997,393.70637035369873,17.15214,0.999999,17.831020000000002,,9.360589595972154,
249,250,0.11,1.2820493,10.30063,5000,1.0,1.2820553999999997,,14.953463000000001,12.1785345,13.92839,1.0,248.71793,-243.8866,8.4841795,10.17737,8.526631,0.9948716999999999,17.15214,12.977594,399.8709182739258,17.15214,0.999999,17.856904999999998,,9.363038623273109,
250,251,0.11,1.2806110000000002,10.296638,5020,1.0,1.2806159,,14.942554000000001,12.169231,13.964239000000001,1.0,249.71935,-242.86527999999998,8.484361,10.170765,8.519499,0.9948978,17.15214,12.221155,407.4030964374542,17.15214,0.999999,17.882773999999998,,9.358349635455628,
251,252,0.11,1.2791878,10.292662,5040,1.0,1.2791915,,14.936471,12.160164,14.0,1.0,250.7208,-241.84732000000002,8.484706,10.164344999999999,8.552633,0.9949238000000001,17.15214,13.415227,414.2923233509064,17.15214,0.999999,17.908628,,9.396421846144106,
252,253,0.11,1.2777783999999999,10.288701,5060,1.0,1.2777808000000002,,14.957918,12.150988,14.035670999999999,1.0,251.72222999999997,-240.8099,8.484869999999999,10.157832,8.516850999999999,0.9949495,17.15214,20.36843,421.52922129631037,17.15214,0.999999,17.934464000000002,,9.354287346078943,
253,254,0.11,1.2763839,10.284757,5080,1.0,1.2763851000000002,,14.956354999999999,12.141879,14.071248,1.0,252.7236,-239.80353,8.485031,10.151373,8.517208,0.9949747999999999,17.15214,14.566204,428.1820549964905,17.15214,0.999999,17.960283,,9.352123541691377,
254,255,0.11,1.274997,10.2808275,5100,1.0,1.275003,,14.946137,12.132941,14.106735,1.0,253.72498,-238.8137,8.485292,10.145042,8.537055,0.9949998999999999,17.15214,12.356572,435.6417508125305,17.15214,0.999999,17.986088,,9.375830170801231,
255,256,0.11,1.2736346,10.276914,5120,1.0,1.2736359,,14.932715,12.124106,14.142135999999999,1.0,254.72635,-237.83492,8.485588,10.138792,8.544891999999999,0.9950247999999999,17.15214,11.515555,441.7442784309387,17.15214,0.999999,18.011873,,9.38194168054954,
256,257,0.11,1.272275,10.273015,5140,1.0,1.2722809,,14.945514000000001,12.11515,14.177447,1.0,255.7277,-236.83763,8.485695,10.132442999999999,8.507154,0.9950494000000001,17.15214,18.227520000000002,448.0942997932434,17.15214,0.999999,18.037642,,9.342696745406528,
257,258,0.11,1.2709336000000002,10.269132,5160,1.0,1.2709397,,14.947842999999999,12.106596000000001,14.212670999999999,1.0,256.72906,-235.85842999999997,8.4861355,10.126406,8.57502,0.9950739,17.15214,15.551932,455.46265292167664,17.15214,0.999999,18.063392999999998,,9.418270215950947,
258,259,0.11,1.2696047,10.265263000000001,5180,1.0,1.2696121,,14.940301999999999,12.097983000000001,14.247805,1.0,257.73035,-234.89667999999998,8.48645,10.120322,8.550609,0.9950979,17.15214,13.000003999999999,462.52376341819763,17.15214,0.999999,18.089126999999998,,9.389726464645108,
259,260,0.11,1.2682966,10.261409,5200,1.0,1.2682966,,14.945986999999999,12.089181,14.282855,1.0,258.73166000000003,-233.92915,8.48651,10.114085000000001,8.498702999999999,0.9951218000000001,17.15214,16.42383,469.5985040664673,17.15214,0.999999,18.114841000000002,,9.334661691264431,
260,261,0.11,1.2669909,10.25757,5220,1.0,1.2669946,,14.948235999999998,12.080575,14.317821499999999,1.0,259.73297,-232.97242999999997,8.486703,10.108002,8.526283,0.9951455,17.15214,15.538582,476.973931312561,17.15214,0.999999,18.140537,,9.364643473484184,
261,262,0.11,1.2657036,10.253746000000001,5240,1.0,1.2657048,,14.96326,12.071933,14.3527,1.0,260.73425,-232.01022000000003,8.486794,10.101885000000001,8.5054455,0.9951689,17.15214,18.889362,483.86690521240234,17.15214,0.999999,18.166216,,9.345260365451663,
262,263,0.11,1.2644222999999999,10.249937,5260,1.0,1.2644271,,14.974279999999998,12.063381,14.387494,1.0,261.73553,-231.05922999999999,8.486913000000001,10.095838,8.511397,0.99519217,17.15214,17.867345999999998,490.012797832489,17.15214,0.999999,18.191876999999998,,9.349741359580019,
263,264,0.11,1.2631591999999998,10.246141,5280,1.0,1.2631617,,14.968685,12.05515,14.422206,1.0,262.7368,-230.13199,8.487289,10.090041000000001,8.565621,0.9952151,17.15214,13.502439,496.83099365234375,17.15214,0.999999,18.217518,,9.406106343590674,
264,265,0.11,1.2619034,10.242361,5300,1.0,1.2619094,,14.966797,12.0466385,14.456831,1.0,263.73804,-229.20807000000002,8.487323,10.084019999999999,8.494518,0.9952379000000001,17.15214,14.47339,506.87591528892517,17.15214,0.999999,18.243143,,9.328854701347664,
265,266,0.11,1.2606633,10.238594,5320,1.0,1.2606680000000001,,14.945217000000001,12.038116,14.491378,1.0,264.73932,-228.31079,8.487287,10.077988000000001,8.479451,0.9952605999999999,17.15214,9.231779,513.9407021999359,17.15214,0.999999,18.268747,,9.312556708995078,
266,267,0.11,1.2594376,10.234842,5340,1.0,1.2594376,,14.953297000000001,12.029919999999999,14.525838,1.0,265.7405,-227.39077999999998,8.487514,10.07221,8.535376,0.9952828000000001,17.15214,17.10768,518.0932700634004,17.15214,0.999999,18.294332999999998,,9.378419257079763,
267,268,0.11,1.2582178,10.231104,5360,1.0,1.2582202,,14.945823999999998,12.021877,14.560220999999999,1.0,266.74176,-226.49309,8.487836,10.066554,8.556154,0.99530506,17.15214,12.955757,527.5227830410004,17.15214,0.999999,18.319899,,9.40030417229546,
268,269,0.11,1.2570125,10.22738,5380,1.0,1.2570137,,14.946457999999998,12.013697,14.594521499999999,1.0,267.74298,-225.59403999999998,8.487962,10.060784,8.5148735,0.99532706,17.15214,15.121738,533.2241971492766,17.15214,0.999999,18.345444,,9.349677200151591,
269,270,0.11,1.2558155,10.223669000000001,5400,1.0,1.2558178999999998,,14.957425,12.005656,14.628738,1.0,268.74414,-224.69131000000002,8.488168,10.055123,8.532107,0.9953486999999999,17.15214,17.912504000000002,544.5810325145721,17.15214,0.999999,18.370972000000002,,9.371834122913016,
270,271,0.11,1.2546291,10.219972,5420,1.0,1.2546339,,14.956156,11.99765,14.662879,1.0,269.74536,-223.80742,8.488352,10.049487,8.527901,0.9953703000000002,17.15214,14.618691,551.0851292610168,17.15214,0.999999,18.39648,,9.36442436722576,
271,272,0.11,1.2534558999999998,10.216289,5440,1.0,1.2534606000000001,,14.965879000000001,11.989659,14.696939000000002,1.0,270.74652000000003,-222.91905,8.488494000000001,10.043861999999999,8.519418,0.9953915999999999,17.15214,17.606335,562.6437358856201,17.15214,0.999999,18.421967000000002,,9.354658586864156,
272,273,0.11,1.2522898,10.212619,5460,1.0,1.2522981000000002,,14.959213,11.982041,14.730919,1.0,271.74768,-222.0535,8.488952000000001,10.038530999999999,8.588376,0.99541277,17.15214,13.150585999999999,572.4901747703552,17.15214,0.999999,18.447435000000002,,9.432599814713576,
273,274,0.11,1.2511389,10.208962,5480,1.0,1.2511462,,14.956351999999999,11.974048,14.764823999999999,1.0,272.74884,-221.19052000000002,8.488978999999999,10.032898,8.494878,0.99543375,17.15214,14.180407999999998,582.9021596908568,17.15214,0.999999,18.472881,,9.328600555493644,
274,275,0.11,1.2500011999999998,10.205319,5500,1.0,1.2500036,,14.945174,11.966067,14.798647,1.0,273.74994,-220.34215,8.488964,10.027271,8.485728,0.9954543,17.15214,11.887541,590.8102035522461,17.15214,0.999999,18.498307999999998,,9.322432847776867,
275,276,0.11,1.2488716,10.20169,5520,1.0,1.2488728,,14.948313,11.958383999999999,14.8323965,1.0,274.7511,-219.48568999999998,8.489192,10.021879,8.539147,0.995475,17.15214,15.816669000000001,598.0893940925597,17.15214,0.999999,18.523716,,9.381445199379472,
276,277,0.11,1.2477478000000002,10.198072999999999,5540,1.0,1.2477525,,14.968729000000002,11.950743,14.866067999999999,1.0,275.7522,-218.61812,8.489409,10.0165205,8.537505,0.9954953000000001,17.15214,20.608189000000003,603.5542905330657,17.15214,0.999999,18.5491,,9.377151110919042,
277,278,0.11,1.2466381000000002,10.194469,5560,1.0,1.2466416,,14.964894000000001,11.943344,14.899663,1.0,276.7533,-217.78091,8.489816000000001,10.0113535,8.579889,0.99551547,17.15214,13.907851999999998,612.3923952579497,17.15214,0.999999,18.574467000000002,,9.426071347159986,
278,279,0.11,1.2455341,10.190878999999999,5580,1.0,1.2455399999999999,,14.971409,11.935957,14.933185,1.0,277.75446,-216.93937999999997,8.49018,10.006192,8.571518,0.9955357,17.15214,16.787243,623.7959685325623,17.15214,0.999999,18.599813,,9.412890402209324,
279,280,0.11,1.2444429,10.187302,5600,1.0,1.2444488999999999,,14.9679,11.928560000000001,14.966629000000001,1.0,278.75552000000005,-216.11382999999998,8.490483,10.001022,8.5583725,0.99555546,17.15214,13.994123000000002,631.8719539642334,17.15214,0.999999,18.625137,,9.402406036754181,
280,281,0.11,1.2433646,10.183736,5620,1.0,1.243367,,14.974504999999999,11.921227,14.999998999999999,1.0,279.7566,-215.28407,8.490799,9.995901,8.561941000000001,0.9955751,17.15214,16.828917999999998,640.9253919124602,17.15214,0.999999,18.65044,,9.40317487361693,
281,282,0.11,1.2422885000000001,10.180183,5640,1.0,1.2422955,,14.986581,11.913699000000001,15.033295,1.0,280.75763,-214.4547,8.490869,9.990619,8.506494,0.99559444,17.15214,18.384695,649.7939841747284,17.15214,0.999999,18.675722,,9.344269164874367,
282,283,0.11,1.241228,10.176644,5660,1.0,1.2412322,,14.956717499999998,11.906213000000001,15.06652,1.0,281.75876,-213.67302999999998,8.490931,9.985371,8.505230000000001,0.9956139999999999,17.15214,6.540045,659.4002017974854,17.15214,0.999999,18.700985,,9.34245908203972,
283,284,0.11,1.2401767,10.173117,5680,1.0,1.2401791000000002,,14.959892000000002,11.89899,15.099670000000001,1.0,282.7598,-212.86404,8.491205,9.980329,8.553558,0.99563307,17.15214,15.862492000000001,669.950879573822,17.15214,0.999999,18.726223,,9.394203289071369,
284,285,0.11,1.2391292,10.169601,5700,1.0,1.2391351000000002,,14.966928,11.891763000000001,15.132748000000001,1.0,283.76086000000004,-212.05685,8.491427,9.975283000000001,8.542257000000001,0.99565214,17.15214,16.969885,678.3587825298308,17.15214,0.999999,18.751444,,9.381733214614368,
285,286,0.11,1.2380968,10.166099,5720,1.0,1.2380991000000001,,14.97729,11.884491,15.16575,1.0,284.76187000000004,-211.25194,8.491553999999999,9.970198,8.52094,0.99567086,17.15214,17.935675,688.9130575656891,17.15214,0.999999,18.776644,,9.359594862350443,
286,287,0.11,1.2370665,10.162608,5740,1.0,1.2370735000000002,,14.960272,11.877415,15.198685999999999,1.0,285.76294,-210.47995,8.491832,9.96527,8.555844,0.9956896999999999,17.15214,10.097905,695.1062297821045,17.15214,0.999999,18.801819000000002,,9.395083518203617,
287,288,0.11,1.2360535,10.159130000000001,5760,1.0,1.2360559,,14.966308999999999,11.8702755,15.231546,1.0,286.76392000000004,-209.69038,8.491996,9.960287,8.530415,0.99570805,17.15214,16.703049,703.7360565662384,17.15214,0.999999,18.826973000000002,,9.370383290937037,
288,289,0.11,1.2350448,10.155664,5780,1.0,1.2350471,,14.972031,11.863144,15.264337,1.0,287.76492,-208.90656,8.492122,9.955307000000001,8.520955,0.9957264000000001,17.15214,16.62493,708.6663105487822,17.15214,0.999999,18.852107999999998,,9.358070754870383,
289,290,0.11,1.2340453000000002,10.15221,5800,1.0,1.2340465,,14.963042000000002,11.855889,15.297057999999998,1.0,288.76592999999997,-208.1428,8.492078,9.950228,8.482033,0.9957446,17.15214,12.370566,714.1960427761078,17.15214,0.999999,18.87722,,9.315699442029604,
290,291,0.11,1.2330546,10.148767,5820,1.0,1.2330558,,14.940534,11.848652000000001,15.329713,1.0,289.76697,-207.3979,8.492006,9.945157,8.475072,0.99576277,17.15214,8.417455,722.0877370834351,17.15214,0.999999,18.90231,,9.310352202688527,
291,292,0.11,1.2320662,10.145337,5840,1.0,1.2320719999999998,,14.924951,11.841698,15.362291,1.0,290.7679,-206.6513,8.49217,9.940314,8.531027,0.9957805000000001,17.15214,10.394553,726.8277909755707,17.15214,0.999999,18.92738,,9.37281510939022,
292,293,0.11,1.2310901,10.141917999999999,5860,1.0,1.2310972,,14.913754999999998,11.834919000000001,15.394804999999998,1.0,291.76892000000004,-205.90556,8.492466,9.935611999999999,8.562362,0.99579835,17.15214,11.649875,735.0374467372894,17.15214,0.999999,18.952427,,9.40379883135979,
293,294,0.11,1.2301289,10.138511,5880,1.0,1.2301301000000002,,14.907551999999999,11.827761,15.427249,1.0,292.76987,-205.15993999999998,8.492336,9.930597,8.461489,0.9958159,17.15214,13.094514,741.0573225021362,17.15214,0.999999,18.977451000000002,,9.293081898076013,
294,295,0.11,1.2291627,10.135116,5900,1.0,1.2291708000000001,,14.919425,11.820943,15.459622,1.0,293.77078,-204.40138000000002,8.492503,9.9258585,8.532519,0.99583316,17.15214,18.41451,748.7773840427399,17.15214,0.999999,19.002454999999998,,9.372147206092313,
295,296,0.11,1.2282135,10.131731,5920,1.0,1.2282206,,14.9059,11.813931,15.491937,1.0,294.7718,-203.67323000000002,8.4924345,9.920961,8.476127,0.9958505999999999,17.15214,10.919830000000001,755.5105135440826,17.15214,0.999999,19.027433,,9.311345899052856,
296,297,0.11,1.2272686000000002,10.128359,5940,1.0,1.2272768,,14.885622,11.807147,15.524175,1.0,295.7727,-202.95685,8.492548,9.916243,8.519768,0.99586767,17.15214,8.8881235,763.2682886123657,17.15214,0.999999,19.052395,,9.355437490621338,
297,298,0.11,1.2263396999999998,10.124997,5960,1.0,1.226342,,14.887564999999999,11.800453,15.556351000000001,1.0,296.77365,-202.22319,8.49271,9.911596000000001,8.531799000000001,0.9958847,17.15214,15.469257,773.7025110721588,17.15214,0.999999,19.077332000000002,,9.371740004821682,
298,299,0.11,1.2254078000000002,10.121647,5980,1.0,1.2254148999999999,,14.897979000000001,11.793667999999998,15.588457,1.0,297.77457000000004,-201.48596,8.492737,9.906874,8.499497999999999,0.9959015999999999,17.15214,18.00603,780.360990524292,17.15214,0.999999,19.102247,,9.335150230512344,
299,300,0.11,1.2244921,10.118308,6000,1.0,1.2244943000000001,,14.883835999999999,11.787054,15.620498000000001,1.0,298.77547999999996,-200.77812,8.492894,9.902287,8.530737,0.9959183000000001,17.15214,10.659509,786.9669904708862,17.15214,0.999999,19.127142000000003,,9.37020577098789,
300,301,0.11,1.2235791999999999,10.114981,6020,1.0,1.2235816000000002,,14.875394,11.780561,15.652477,1.0,299.77643,-200.0694,8.493132000000001,9.8978,8.551628,0.99593496,17.15214,12.346979,792.9280695915222,17.15214,0.999999,19.152012,,9.394487449487977,
301,302,0.11,1.222674,10.111664,6040,1.0,1.2226763,,14.894120000000001,11.774022,15.684387,1.0,300.7773,-199.33827,8.49328,9.8932705,8.529764,0.99595135,17.15214,20.534895000000002,799.4981920719148,17.15214,0.999999,19.17686,,9.370132944608699,
302,303,0.11,1.2217741000000002,10.108358,6060,1.0,1.2217789,,14.900066,11.767372,15.716232999999999,1.0,301.7782,-198.6246,8.4932785,9.888648,8.492871000000001,0.9959676,17.15214,16.700905,805.3413255214691,17.15214,0.999999,19.201687,,9.330714529650633,
303,304,0.11,1.2208819,10.105063000000001,6080,1.0,1.2208878,,14.90051,11.760913,15.748016,1.0,302.7791,-197.9211,8.493427,9.88418,8.530396000000001,0.9959839,17.15214,15.038735999999998,811.997786283493,17.15214,0.999999,19.226492,,9.367382096437376,
304,305,0.11,1.2199986,10.101778999999999,6100,1.0,1.2200043,,14.901888,11.754655999999999,15.779735,1.0,303.77997,-197.22128,8.493738,9.879875,8.5710335,0.9959998999999999,17.15214,15.325060999999998,818.4476642608643,17.15214,0.999999,19.251272,,9.415183480225503,
305,306,0.11,1.2191205,10.098506,6120,1.0,1.2191286,,14.913769,11.748242999999999,15.811387,1.0,304.78082,-196.51552,8.493853999999999,9.875439,8.522615,0.9960158000000001,17.15214,18.54215,824.5370428562164,17.15214,0.999999,19.276032999999998,,9.361689864568278,
306,307,0.11,1.2182499,10.095243,6140,1.0,1.218258,,14.912576999999999,11.742027,15.842979000000001,1.0,305.78174,-195.82736,8.494127,9.871163000000001,8.562901,0.9960317,17.15214,14.552682,831.1812932491302,17.15214,0.999999,19.300772,,9.406741151820855,
307,308,0.11,1.217387,10.091991,6160,1.0,1.2173962999999999,,14.9166975,11.735783,15.874509,1.0,306.7826,-195.13838,8.494333000000001,9.866862,8.546436,0.9960474,17.15214,16.185081,838.9417300224304,17.15214,0.999999,19.325485,,9.389732539220066,
308,309,0.11,1.2165351,10.08875,6180,1.0,1.2165397,,14.908254000000001,11.729387,15.9059725,1.0,307.78345,-194.46636999999998,8.4943495,9.862434,8.49823,0.99606293,17.15214,12.312538,846.2892615795135,17.15214,0.999999,19.350182,,9.330441351179196,
309,310,0.11,1.2156839,10.085519,6200,1.0,1.2156909,,14.914195000000001,11.723310000000001,15.937378,1.0,308.7843,-193.7844,8.494648,9.858267,8.570615,0.9960783999999999,17.15214,16.753892999999998,852.6940226554871,17.15214,0.999999,19.37485,,9.414166683990329,
310,311,0.11,1.2148458999999998,10.082298,6220,1.0,1.2148483,,14.901088,11.717161,15.968720999999999,1.0,309.78516,-193.12581,8.494836,9.854037,8.543075,0.99609375,17.15214,10.842321,861.0717172622681,17.15214,0.999999,19.399496,,9.386057553219477,
311,312,0.11,1.2140051,10.079087,6240,1.0,1.214012,,14.903696,11.7110405,15.999997,1.0,310.78592000000003,-192.45581,8.495013,9.849827000000001,8.540122,0.9961087,17.15214,15.719382000000001,868.0847759246826,17.15214,0.999999,19.424124,,9.380858086675444,
312,313,0.11,1.2131753,10.075888,6260,1.0,1.2131834,,14.912765,11.704784,16.031221,1.0,311.7868,-191.78361999999998,8.495022,9.845505000000001,8.497261,0.99612397,17.15214,17.746572,876.4287877082825,17.15214,0.999999,19.448725,,9.333681545284561,
313,314,0.11,1.2123563999999998,10.072697999999999,6280,1.0,1.2123598999999998,,14.916292000000002,11.698501,16.062378,1.0,312.78763,-191.1212,8.494964,9.841156,8.479923,0.99613893,17.15214,16.023598,886.3058989048004,17.15214,0.999999,19.473307000000002,,9.312308479526916,
314,315,0.11,1.2115381,10.069517999999999,6300,1.0,1.2115426999999999,,14.912038,11.692266,16.093477,1.0,313.78845,-190.47073,8.494921000000001,9.836846000000001,8.48366,0.99615383,17.15214,13.580725,895.3667991161346,17.15214,0.999999,19.497866000000002,,9.319104677089074,
315,316,0.11,1.2107238999999999,10.066349,6320,1.0,1.210733,,14.910860999999999,11.686157000000001,16.124516,1.0,314.78925,-189.82135,8.494966,9.832637,8.506501,0.9961684999999999,17.15214,14.544626000000001,907.5204093456267,17.15214,0.999999,19.5224,,9.343305700275726,
316,317,0.11,1.2099228000000002,10.063189,6340,1.0,1.2099285,,14.910204,11.68034,16.155495000000002,1.0,315.79004,-189.17555,8.495268,9.828669,8.574628,0.9961831,17.15214,14.706779999999998,919.6438286304474,17.15214,0.999999,19.546913,,9.421283206878613,
317,318,0.11,1.2091246,10.0600395,6360,1.0,1.2091303,,14.907186,11.674412,16.186413,1.0,316.79082999999997,-188.5362,8.495422999999999,9.824603,8.536055000000001,0.9961976,17.15214,13.954514000000001,931.0513877868652,17.15214,0.999999,19.571404,,9.374507983781976,
318,319,0.11,1.2083348999999999,10.0569,6380,1.0,1.2083384,,14.914309,11.668589,16.217276000000002,1.0,317.79166000000004,-187.8907,8.49565,9.820624,8.555264,0.99621207,17.15214,17.183714000000002,942.9117286205292,17.15214,0.999999,19.595871,,9.396841870389725,
319,320,0.11,1.2075493,10.05377,6400,1.0,1.2075516000000002,,14.922235500000001,11.662589,16.248077,1.0,318.79247999999995,-187.24841,8.495666,9.816496,8.499499,0.9962264999999999,17.15214,17.454012,957.8453888893127,17.15214,0.999999,19.62032,,9.331303664402506,
320,321,0.11,1.2067709999999998,10.05065,6420,1.0,1.2067722,,14.911638,11.656799000000001,16.27882,1.0,319.7932,-186.62857,8.495856,9.812539,8.546444000000001,0.99624056,17.15214,11.5252285,969.340069770813,17.15214,0.999999,19.644741,,9.388330833543867,
321,322,0.11,1.2059933,10.047539,6440,1.0,1.205998,,14.901457999999998,11.651093,16.309507,1.0,320.79400000000004,-186.01227,8.496098,9.80865,8.560257,0.9962546999999998,17.15214,11.638196,981.60782289505,17.15214,0.999999,19.669142,,9.401568683089444,
