,Iteration,LQGsigma,IWLastEpisode,DenMISELogFirst,TimestepsSoFar,LQGmu01,IWMax,ReturnMin,DenMISEMeanLog,Bound,SqrtESSClassic,LQGmu1,IWNorm1,target_sum_log_mean,MISE,ReturnMean,ReturnLastEpisode,IWMean,ReturnAbsMax,DenMISELogLast,TimeElapsed,ReturnMax,ReturnStepMax,IWNorm2,IWFirstEpisode,URet,IWMin
13,14,0.11,1.6759293999999998,12.6837635,280,-0.006,1.8665398000000002,,15.573781,31.548702000000002,3.283122,-0.064,16.268503,15.476742999999999,17.104794000000002,14.917421,14.990639000000002,1.162036,15.807039999999999,15.459736999999999,11.493800163269045,15.807039999999999,0.99233466,4.955193,0.22300592,16.606486586654302,
14,15,0.11,0.64439607,12.630573,300,-0.006,1.6977608,,14.995921,29.852096999999997,3.4688752,-0.065,16.422691,14.901816,16.181637,14.966795000000001,15.65802,1.0948461,15.807039999999999,6.7678899999999995,11.955705881118774,15.807039999999999,0.99233466,4.7342987,0.26888314,17.31350137049807,
15,16,0.11,1.0458164,12.583802,320,-0.007,1.5379530000000001,,15.114314000000002,28.610771000000003,3.7837338,-0.067,17.292625,15.110089000000002,16.07788,14.988017999999999,15.306356,1.0807891,15.807039999999999,16.810194,12.777206182479858,15.807039999999999,0.99233466,4.5702543,0.40870756,16.961983473723677,
16,17,0.11,0.7208996999999999,12.548401,340,-0.009,3.119249,,15.147453,31.463243,2.9089424999999998,-0.087,16.84092,14.141528,15.161401999999999,14.963631,14.573423000000002,0.9906423000000001,15.807039999999999,15.605637,13.276679277420044,15.807039999999999,0.99233466,5.7893615,2.8662136,16.133450456134955,
17,18,0.11,0.0126728695,12.64705,360,-0.012,0.20813395,,15.207662,30.285853999999997,1.5821383,-0.123,0.36203974,5.1464148000000005,0.3130521,14.947829999999998,14.67924,0.02011332,15.807039999999999,16.26538,13.863787174224855,15.807039999999999,0.99233466,0.2288294,0.20813395,16.279881189248353,
18,19,0.11,6.113894999999999,12.604479,380,-0.015,6.113894999999999,,14.967529,53.1196,1.0001094000000001,-0.149,6.114564,-5.7719383,5.1467485,15.002823999999999,15.992701,0.32181916,15.992701,11.598325,14.495937585830688,15.992701,0.9962255999999999,6.113894999999999,0.0005686225,17.704552873919464,
19,20,0.11,20.503147,12.553216,400,-0.016,20.503147,,14.880849,62.002968,1.1205364,-0.154,23.167706,-7.5667176,18.708502,15.061232,16.17101,1.1583853000000002,16.17101,13.929443,15.389562845230104,16.17101,0.9962255999999999,20.675549,0.00010336184,17.89225303104691,
20,21,0.11,0.0014846459,12.504431,420,-0.022,0.03128544,,14.889892999999999,46.613884000000006,1.0463926,-0.215,0.032773692,-44.559208,0.025242874,15.11784,16.250002,0.001560652,16.250002,15.215856,15.969240427017212,16.250002,0.9995076999999999,0.031320646,5.438607e-16,17.98197650329163,
21,22,0.11,19.191744,12.457911,440,-0.023,19.191744,,14.668401999999999,64.75188,1.0000894,-0.23,19.19346,-52.272606,14.589099,15.190776999999999,16.722422,0.8724299999999999,16.722422,10.99245,16.4971284866333,16.722422,0.9999023000000001,19.191744,2.3239743e-19,18.488328889320144,
22,23,0.11,9.575691,12.413459,460,-0.027,9.575691,,14.549760000000001,50.573624,1.2039813,-0.265,11.849541,-75.23308,8.656934,15.261712,16.822304000000003,0.5151974,16.822304000000003,12.290319,16.791505813598633,16.822304000000003,0.99997693,9.841964,2.22014e-28,18.59108937288688,
23,24,0.11,17.035973000000002,12.370899,480,-0.027,17.035973000000002,,14.623553,54.49124499999999,1.436995,-0.263,26.983978000000004,-69.934326,19.022423,15.333703,16.989507999999997,1.1243324,16.989507999999997,16.857328,17.547274351119995,16.989507999999997,0.99997693,18.778059,7.256103999999999e-28,18.762456969929932,
24,25,0.11,7.2544913,12.330077000000001,500,-0.024,8.7687235,,14.493316,45.453476,1.9465897,-0.236,28.585499,-48.424843,19.269981,15.398545,16.954735,1.14342,16.989507999999997,11.441991,18.02400016784668,16.989507999999997,0.9999899999999999,14.684911999999999,6.3639645000000006e-21,18.72518304748256,
25,26,0.11,9.401455e-10,12.290856,520,-0.009,4.176740000000001,,14.603717999999999,30.84621,2.8992424,-0.092,22.56691,8.935116,13.266266,15.452798999999999,16.80917,0.86795807,16.989507999999997,17.344244,18.879807233810425,16.989507999999997,0.9999899999999999,7.783726700000001,3.998303,18.574539467718388,
26,27,0.11,7.2654033,12.39616,540,-0.011,7.2654033,,14.242332999999999,36.277218,2.0395486000000003,-0.107,19.398453,8.015405,11.28712,15.461179999999999,15.679056,0.7184611999999999,16.989507999999997,5.001027,19.634517431259155,16.989507999999997,0.9999899999999999,9.51115,1.9699366999999999,17.355615690110902,
27,28,0.11,0.22332154,12.430214999999999,560,-0.011,7.692296000000001,,14.249839999999999,37.20831,1.8681623,-0.113,17.535055,7.538886,9.925604,15.462565,15.500010500000002,0.626252,16.989507999999997,14.770041,20.325532436370853,16.989507999999997,0.9999899999999999,9.386258999999999,1.0901020000000001,17.174053634593832,
28,29,0.11,1.8801337,12.433317,580,-0.012,8.660409,,14.023667000000001,37.49222,1.8752773999999999,-0.118,18.76018,6.737375999999999,10.313032000000002,15.471678,15.726779999999998,0.64690274,16.989507999999997,8.095903999999999,21.10978746414185,16.989507999999997,0.9999899999999999,10.003949,0.53084683,17.410378652713447,
29,30,0.11,3.3910574999999996,12.417555,600,-0.013,8.438905,,14.027256,39.116634000000005,1.9375857,-0.129,23.966125,4.8569365,12.811463,15.478242000000002,15.668626000000001,0.79887086,16.989507999999997,14.518919,21.8017578125,16.989507999999997,0.9999899999999999,12.369066,0.07940367,17.36357549306428,
30,31,0.11,0.41598850000000004,12.387408,620,-0.014,8.760615,,13.714184,39.567924,1.8425199,-0.138,22.890625,2.6095252,11.905525,15.492348999999999,15.915569,0.73840725,16.989507999999997,4.5801004999999995,22.53298544883728,16.989507999999997,0.9999899999999999,12.423542999999999,0.011005282,17.637872733057282,
31,32,0.11,7.271058999999999,12.356014,640,-0.015,8.942472,,13.788823999999998,39.97087,1.9480289000000002,-0.145,27.161365999999997,1.1646065,13.806719000000001,15.525698,16.559507,0.8487927,16.989507999999997,16.417881,23.80002236366272,16.989507999999997,0.9999899999999999,13.942998999999999,0.0018879098000000002,18.30718678316716,
32,33,0.11,4.9791274,12.325302,660,-0.015,10.812398,,13.604821,41.292263,1.9918066000000003,-0.153,31.692546999999998,-0.94958633,15.703170000000002,15.553327,16.437473,0.9603802,16.989507999999997,7.934627000000001,24.69114398956299,16.989507999999997,0.9999899999999999,15.911457999999998,0.00019824958999999998,18.171955385331884,
33,34,0.11,3.3489815999999997,12.295455,680,-0.017,13.619851999999998,,13.675551,41.759785,1.8557392,-0.164,29.658240999999997,-4.226367,14.294438000000001,15.570567,16.139534,0.8723011999999999,16.989507999999997,16.133152,25.56320285797119,16.989507999999997,0.9999899999999999,15.981901,4.6837212999999995e-06,17.87018741317535,
34,35,0.11,1.1601198999999998,12.266467,700,-0.018,9.976914,,13.633687,37.610455,1.7955409,-0.182,19.519884,-10.6010065,9.224288,15.594417000000002,16.405243,0.55771095,16.989507999999997,12.4145775,26.343353748321533,16.989507999999997,0.9999899999999999,10.871311,4.712092000000001e-09,18.148301831643685,
35,36,0.11,1.319328,12.238296499999999,720,-0.015,5.5333138,,13.53379,34.23492,2.7113945,-0.147,34.122757,2.0567918,15.437018,15.621235999999998,16.559866,0.94785434,16.989507999999997,10.507154,27.320550203323364,16.989507999999997,0.9999899999999999,12.584947,0.0013421263,18.320723192731798,
36,37,0.11,0.00913396,12.210935000000001,740,-0.018,9.183883999999999,,13.415531,36.524086,2.1253107000000004,-0.175,28.14175,-6.6775727,12.542405,15.636339000000001,16.180054000000002,0.7605879,16.989507999999997,9.252758,28.375241041183468,16.989507999999997,0.9999899999999999,13.2412405,1.0634841e-07,17.910244427340796,
37,38,0.11,7.59433,12.184266000000001,760,-0.018,8.158109,,13.323901000000001,35.6588,2.3458040000000002,-0.177,32.127895,-7.1012573,13.931270000000001,15.655968,16.382215,0.8454709,16.989507999999997,10.215805,29.15170764923096,16.989507999999997,0.9999899999999999,13.695898999999999,4.047925700000001e-08,18.13243939163907,
38,39,0.11,8.58886,12.158291,780,-0.021,9.549809,,13.345706,38.24357,2.481427,-0.209,41.259857000000004,-19.705294,17.703566,15.684816,16.781060999999998,1.0579450000000001,16.989507999999997,14.373736,30.07193899154663,16.989507999999997,0.9999899999999999,16.627472,2.1300144e-14,18.542969979042187,
39,40,0.11,8.4126215,12.132974,800,-0.023,8.951423,,13.387101999999999,40.040234000000005,2.6149921000000003,-0.229,48.818527,-28.276103999999997,20.549343,15.71575,16.92217,1.2204632,16.989507999999997,15.011434,30.77674221992493,16.989507999999997,0.9999899999999999,18.668709,5.4626966e-19,18.693605616940502,
40,41,0.11,0.0061511253,12.10828,820,-0.028,13.864394,,13.383018,40.73194,1.7219848999999998,-0.276,26.940693,-52.535740000000004,11.133235,15.739892000000001,16.705626000000002,0.65709007,16.989507999999997,13.0835495,31.80941390991211,16.989507999999997,0.9999899999999999,15.64514,1.8339348999999998e-31,18.46105890789036,
41,42,0.11,6.8990855,12.084183,840,-0.024,7.4688587,,13.249753,37.625766999999996,2.7625002999999997,-0.24,47.770386,-31.88379,19.175623,15.766401,16.853241,1.1373901000000002,16.989507999999997,8.178114,32.672950744628906,16.989507999999997,0.9999899999999999,17.292445999999998,9.225451000000002e-22,18.621942352917298,
42,43,0.11,0.001730877,12.060653,860,-0.036,0.7989379,,13.238331,41.462875,1.2411575000000001,-0.342,1.0075986,-86.67748,0.39756012,15.787189999999999,16.660349,0.023432527,16.989507999999997,12.686244,33.563271284103394,16.989507999999997,0.9999899999999999,0.8118217,,18.41978502416464,
43,44,0.11,30.568659000000004,12.037663,880,-0.034,30.568659000000004,,13.165932999999999,59.322883999999995,1.0998104,-0.325,33.717026000000004,-74.768425,12.979875,15.813309,16.936426,0.766296,16.989507999999997,11.01811,34.59387230873108,16.989507999999997,0.9999899999999999,30.657125,,18.71096149065132,
44,45,0.11,23.178757,12.015189999999999,900,-0.036,23.178757,,13.108841,52.182945000000004,1.4411435,-0.342,44.070984,-82.48324000000001,16.654701,15.841170000000002,17.067099,0.9793552,17.067099,10.9879,35.55309891700745,17.067099,0.999999,30.580564000000003,,18.844341950030586,
45,46,0.11,25.948135,11.993212,920,-0.037,25.948135,,13.199029000000001,51.252266,1.6682953,-0.355,55.450134,-87.53281,20.542242,15.868054999999998,17.077797,1.2054377,17.077797,17.4432,36.59924483299256,17.077797,0.999999,33.237602,,18.85503506193418,
46,47,0.11,19.127117000000002,11.971705,940,-0.04,23.961783999999998,,13.167275,50.05567,1.8098626,-0.379,59.489113,-98.16622,21.62455,15.895375,17.15214,1.2657258999999998,17.15214,11.691353,37.6602897644043,17.15214,0.999999,32.869408,,18.93198895588394,
47,48,0.11,10.431792999999999,11.950652,960,-0.036,10.431792999999999,,13.183005999999999,40.04534,2.2696946,-0.344,48.970123,-77.057335,17.374266,15.917264000000001,16.946003,1.0202109000000001,17.15214,13.837814000000002,38.82388305664063,17.15214,0.999999,21.575645,,18.720324733041227,
48,49,0.11,4.81149,11.930033,980,-0.04,14.243077,,13.250301,40.003468,2.2366314,-0.381,48.821853999999995,-94.34675,16.997253,15.939981,17.030476,0.99636436,17.15214,16.539068,40.09241104125977,17.15214,0.999999,21.828297,,18.807566929605702,
49,50,0.11,4.0829053,11.90983,1000,-0.029,9.454245,,13.306273999999998,30.772667,2.692654,-0.284,34.42026,-44.397457,11.662742,15.960823000000001,16.982039999999998,0.6884051999999999,17.15214,16.128935000000002,41.164536952972405,17.15214,0.999999,12.783025,1.1150640999999999e-33,18.756453396167103,
50,51,0.11,0.005857156999999999,11.890027,1020,-0.019,9.511816,,13.372663500000002,35.365320000000004,2.7238757999999996,-0.188,50.538788000000004,-6.8049436000000005,16.474434,15.979944,16.936,0.9909565999999999,17.15214,17.023937,42.269912481307976,17.15214,0.999999,18.553998999999997,4.529412e-10,18.709389845113076,
51,52,0.11,6.853280499999999,11.870609,1040,-0.019,7.8073688,,13.379404000000001,33.944168,2.9523523,-0.184,51.731926,-5.238614599999999,16.51521,15.992832,16.650118,0.99484473,17.15214,13.782416,43.395848751068115,17.15214,0.999999,17.522274,3.1397565e-09,18.406526176294662,
52,53,0.11,4.653149,11.851561,1060,-0.024,7.755962400000001,,13.437664999999999,35.676296,3.2639042999999996,-0.235,62.833565,-20.922441,19.910999999999998,16.002422,16.501167000000002,1.185539,17.15214,16.515182,44.715577363967896,17.15214,0.999999,19.251043,1.6418259e-20,18.25742254698812,
53,54,0.11,0.053379305,11.832869,1080,-0.014,6.669397999999999,,13.438239000000001,30.380304,2.9097302000000003,-0.14,42.259186,2.7368486,12.696047,16.012299,16.535656,0.7825774999999999,17.15214,13.334824,45.69163513183594,17.15214,0.999999,14.523404000000001,0.012856171000000001,18.292171243031255,
54,55,0.11,,11.814757,1100,0.188,,,13.458931,6.938382000000001,7.4161983,0.956,5.5000000000000004e-09,-921.5916,,16.023024,16.602213,,17.15214,14.818395,46.481926441192634,17.15214,0.999999,7.416199e-10,,18.356037119211685,
55,56,0.11,,11.796739,1120,0.188,,,12.964545,6.8761535,7.4833145000000005,0.956,5.6000000000000005e-09,-906.9989999999999,,15.891557999999998,8.660974000000001,,17.15214,-13.235692000000002,46.84052062034607,17.15214,0.999999,7.483315e-10,,9.494482110724142,
56,57,0.11,28.50038,11.779039,1140,1.0,28.50038,,12.993015,55.712585,1.0,1.0,28.50038,-1124.5098,4.256166,15.762095,8.512217999999999,0.5000067,17.15214,15.578515,47.250460863113396,17.15214,0.999999,28.50038,,9.34990010986658,
57,58,0.11,19.3336,11.761648,1160,1.0,19.3336,,12.926535000000001,42.054559999999995,1.4142135,1.0,38.667107,-1104.9031,5.669378,15.636813,8.495722,0.66667426,17.15214,9.723075999999999,48.09421920776367,17.15214,0.999999,27.341773999999997,,9.331260888846476,
58,59,0.11,14.750107,11.744553999999999,1180,1.0,14.750156,,12.815398,36.085879999999996,1.7320506999999998,1.0,44.250362,-1086.0151,6.377498,15.515882500000002,8.501843,0.75000614,17.15214,6.785582000000001,48.92075228691101,17.15214,0.999999,25.54796,,9.338051412462363,
59,60,0.11,11.999994000000001,11.727746,1200,1.0,12.000097,,12.819258999999999,32.536182000000004,2.0000002,1.0,48.000237,-1067.6506,6.807975999999999,15.399448999999999,8.52993,0.80000395,17.15214,13.3691,49.4952301979065,17.15214,0.999999,24.000116000000002,,9.3692431481624,
60,61,0.11,10.166573,11.711217,1220,1.0,10.166738,,12.884278,30.114034999999998,2.2360678,1.0,50.83339,-1049.8307,7.1020226,15.287529999999999,8.572375,0.83333427,17.15214,17.047962,50.23660397529602,17.15214,0.999999,22.733385000000002,,9.415595207956292,
61,62,0.11,8.857097999999999,11.694957,1240,1.0,8.857199000000001,,12.962879,28.317152,2.4494898,1.0,53.14286,-1032.5729,7.310158299999999,15.179007,8.559016999999999,0.8571429,17.15214,17.978596,51.12206697463989,17.15214,0.999999,21.69548,,9.400091639252539,
62,63,0.11,7.874999000000001,11.678956,1260,1.0,7.875044,,12.94856,26.911102000000003,2.6457515,1.0,55.125,-1015.95557,7.462405,15.073436,8.528138,0.875,17.15214,12.251721,51.83497738838196,17.15214,0.999999,20.83529,,9.369669113815856,
63,64,0.11,7.111151700000001,11.663208000000001,1280,1.0,7.111151700000001,,12.955678,25.769318,2.8284272999999995,1.0,56.888946999999995,-999.8385,7.576726,14.970589000000002,8.491222,0.8888898000000001,17.15214,13.571732999999998,52.19665503501892,17.15214,0.999999,20.11328,,9.323512561027526,
64,65,0.11,6.500001,11.647703,1300,1.0,6.500038,,12.919027,24.823584,3.0,1.0,58.500027,-984.2626300000001,7.671444,14.871410000000001,8.523937,0.9000004,17.15214,10.722767999999999,52.76554727554321,17.15214,0.999999,19.50001,,9.363060386034242,
65,66,0.11,5.9999886,11.632436,1320,1.0,6.000028599999999,,12.995339,24.0223,3.1622775,1.0,60.000007999999994,-969.0483,7.750350999999999,14.775472,8.539446,0.909091,17.15214,18.090265,53.68214964866638,17.15214,0.999999,18.973670000000002,,9.380978589390264,
66,67,0.11,5.5833426,11.617398,1340,1.0,5.5833582999999996,,13.069852000000001,23.328875,3.3166248999999994,1.0,61.416702,-954.28894,7.814182000000001,14.682051000000001,8.516285,0.9166671999999999,17.15214,18.110020000000002,55.020291328430176,17.15214,0.999999,18.517832000000002,,9.3517682968025,
67,68,0.11,5.230778,11.602583000000001,1360,1.0,5.230793,,13.090053999999999,22.722288,3.4641016000000002,1.0,62.76927,-940.0169,7.868098,14.59136,8.515055,0.9230775,17.15214,14.555723,56.04377198219299,17.15214,0.999999,18.119928,,9.352665973178784,
68,69,0.11,4.9285654999999995,11.587984,1380,1.0,4.928589,,13.078863,22.187565,3.605551,1.0,64.07145,-926.1903,7.916119999999999,14.503666,8.540445,0.9285716999999999,17.15214,12.421317,56.61650443077088,17.15214,0.999999,17.770224,,9.377371991741194,
69,70,0.11,4.6666903,11.573595,1400,1.0,4.6666903,,13.061753999999999,21.7053,3.7416574999999996,1.0,65.33339000000001,-912.7659,7.9529924,14.417457999999998,8.469144,0.9333341,17.15214,11.977191,57.04464554786682,17.15214,0.999999,17.461082,,9.303932781030998,
70,71,0.11,4.437505000000001,11.559411,1420,1.0,4.437522,,13.067605,21.274355,3.8729832,1.0,66.56255,-899.69794,7.9883637,14.33438,8.5189495,0.9375008,17.15214,13.566435999999998,57.70838332176209,17.15214,0.999999,17.186378,,9.354424395561812,
71,72,0.11,4.2352943,11.545424,1440,1.0,4.2353144,,13.171237,20.884610000000002,4.0,1.0,67.76475500000001,-886.8958,8.020503999999999,14.253828,8.534744,0.9411771000000001,17.15214,20.612806,58.829787969589226,17.15214,0.999999,16.941189,,9.374940890699936,
72,73,0.11,4.0555506,11.531630999999999,1460,1.0,4.0555735,,13.172901999999999,20.530247,4.1231055,1.0,68.94447,-874.5442,8.050233,14.175771,8.555655,0.94444484,17.15214,13.371391000000001,59.637831211090095,17.15214,0.999999,16.72149,,9.39524690753667,
73,74,0.11,3.8947356,11.518025,1480,1.0,3.8947542,,13.171952,20.204329,4.2426405,1.0,70.10528000000001,-862.5296599999999,8.075933000000001,14.099592999999999,8.53858,0.9473686,17.15214,13.176773999999998,60.91509246826172,17.15214,0.999999,16.523973,,9.378147703587292,
74,75,0.11,3.7499983,11.504602,1500,1.0,3.7500162000000006,,13.206142999999999,19.903614,4.3588986,1.0,71.250015,-850.80084,8.0987015,14.02535,8.531283,0.9500002000000001,17.15214,15.806188,61.91902709007263,17.15214,0.999999,16.345875,,9.372371388322724,
75,76,0.11,3.6190620000000004,11.491358,1520,1.0,3.6190620000000004,,13.218464,19.622387,4.472136,1.0,72.38098000000001,-839.4022,8.116382000000002,13.952252,8.469952000000001,0.9523813,17.15214,14.208956,63.024439334869385,17.15214,0.999999,16.18488,,9.306536139643509,
76,77,0.11,3.4999995000000004,11.478286,1540,1.0,3.5000126000000003,,13.217775,19.36412,4.582576,1.0,73.50003000000001,-828.31287,8.13541,13.881898999999999,8.535009,0.95454586,17.15214,13.228503,64.056067943573,17.15214,0.999999,16.03902,,9.375188170248228,
77,78,0.11,3.3913032999999997,11.465382,1560,1.0,3.3913162000000003,,13.305542,19.1231,4.690416,1.0,74.60873000000001,-817.4198,8.152555,13.813281,8.529753,0.9565220999999999,17.15214,20.123638,64.91272473335265,17.15214,0.999999,15.906633,,9.368687347550829,
78,79,0.11,3.2916693999999995,11.452643,1580,1.0,3.2916787000000003,,13.276878,18.897064,4.795831,1.0,75.70836,-806.9171,8.167658,13.746214000000002,8.515007,0.9583337,17.15214,11.098412,65.94942951202393,17.15214,0.999999,15.786284,,9.351140130192297,
79,80,0.11,3.199997,11.440064,1600,1.0,3.2000122,,13.30737,18.685852,4.898979,1.0,76.800026,-796.6189999999999,8.182352999999999,13.681073999999999,8.535046000000001,0.96000034,17.15214,15.771123000000001,67.04869389533997,17.15214,0.999999,15.676741,,9.376978448631638,
80,81,0.11,3.1153842999999997,11.427642,1620,1.0,3.1153963,,13.344835999999999,18.487061999999998,5.0,1.0,77.88464,-786.5678,8.195778,13.617498000000001,8.531391000000001,0.9615388000000001,17.15214,16.394610999999998,68.36786484718323,17.15214,0.999999,15.576928,,9.37264921036266,
81,82,0.11,3.0370352,11.415372,1640,1.0,3.0370470000000003,,13.346744000000001,18.300217,5.0990195,1.0,78.96298,-776.7967,8.208783,13.555664000000002,8.546969,0.9629631999999999,17.15214,13.551557999999998,69.11851596832275,17.15214,0.999999,15.485914000000001,,9.387188783503117,
82,83,0.11,2.9642953999999997,11.40325,1660,1.0,2.9642953999999997,,13.365522,18.120472,5.196152,1.0,80.035736,-767.2443,8.217678999999999,13.494244,8.457825,0.96428597,17.15214,14.953739,70.27776503562927,17.15214,0.999999,15.402885000000001,,9.290623985386134,
83,84,0.11,2.8965557,11.3912735,1680,1.0,2.8965611,,13.385717000000001,17.951303,5.2915025,1.0,81.10348,-757.91797,8.2269535,13.4346285,8.486614999999999,0.9655176,17.15214,15.108554999999999,71.3383765220642,17.15214,0.999999,15.327117000000001,,9.320380086601348,
84,85,0.11,2.8333292,11.379439,1700,1.0,2.8333426,,13.428410000000001,17.793568,5.385164700000001,1.0,82.16669499999999,-748.7884,8.23835,13.377384,8.56888,0.966667,17.15214,17.05927,72.73118853569032,17.15214,0.999999,15.257972,,9.410246160349212,
85,86,0.11,2.7741985000000002,11.3677435,1720,1.0,2.7742037999999996,,13.435521,17.640913,5.477226,1.0,83.22583,-739.90594,8.2463,13.320495000000001,8.484772999999999,0.9677421999999999,17.15214,14.083354,74.51004385948181,17.15214,0.999999,15.194888,,9.320303244227828,
86,87,0.11,2.7187562,11.356183,1740,1.0,2.7187588,,13.431332000000001,17.495472,5.567764,1.0,84.28128000000001,-731.2391,8.253624,13.264864999999999,8.480656,0.96875036,17.15214,13.112795000000002,76.1039571762085,17.15214,0.999999,15.137366,,9.312114551528893,
87,88,0.11,2.6666717999999996,11.344754,1760,1.0,2.6666741000000003,,13.467162,17.357364999999998,5.656854599999999,1.0,85.33337399999999,-722.7295,8.26107,13.21071,8.499325,0.9696974,17.15214,16.624767000000002,77.11949729919435,17.15214,0.999999,15.084951,,9.334559286177189,
88,89,0.11,2.6176486,11.333454,1780,1.0,2.6176562000000003,,13.4963,17.225775,5.744562999999999,1.0,86.38239,-714.41724,8.268362,13.157881,8.508984,0.9705886999999999,17.15214,16.09945,77.77055144309999,17.15214,0.999999,15.037244,,9.345694131190614,
89,90,0.11,2.5714292999999997,11.322281,1800,1.0,2.5714363999999996,,13.537573000000002,17.100145,5.830952,1.0,87.428604,-706.2771,8.275443,13.106307000000001,8.5162525,0.97142893,17.15214,17.24871,78.58578824996948,17.15214,0.999999,14.993881,,9.353660763833764,
90,91,0.11,2.5277777,11.311232,1820,1.0,2.5277847999999996,,13.537548999999999,16.980782,5.91608,1.0,88.47225999999999,-698.35645,8.283058,13.056232000000001,8.549551,0.9722226,17.15214,13.572289000000001,78.9199366569519,17.15214,0.999999,14.954541,,9.389982877291354,
91,92,0.11,2.4864886000000004,11.300302499999999,1840,1.0,2.4864933,,13.568051,16.865623,6.0,1.0,89.51354,-690.5777,8.289555,13.006964,8.523425999999999,0.9729733,17.15214,16.379114,79.59142756462097,17.15214,0.999999,14.918923000000001,,9.361720717295764,
