,DenMISEMeanLog,ReturnStepMax,target_sum_log_mean,TimeElapsed,ReturnMax,ReturnAbsMax,ReturnLastEpisode,LQGsigma,ReturnMin,IWNorm2,IWMean,DenMISELogFirst,LQGmu01,MISE,DenMISELogLast,TimestepsSoFar,URet,IWLastEpisode,SqrtESSClassic,IWMax,LQGmu1,IWNorm1,ReturnMean,IWMin,Iteration,IWFirstEpisode,Bound
0,18.60218,0.9625284,18.666164000000002,0.464423418045044,15.058442000000001,15.058442000000001,15.058442000000001,0.11,,1.0660752,1.0660752,18.60218,-0.01,16.053432,18.60218,20,16.687925283112616,1.0660752,1.0,1.0660752,-0.101,1.0660752,15.058442000000001,,1,1.0660752,46.170320000000004
1,19.958899,0.99566776,20.046535000000002,8.556401252746582,15.817225,15.817225,15.817225,0.11,,1.5440679,1.0917063,18.634684,-0.01,16.847579999999997,21.283113,40,17.51367817996084,1.0758905,1.4140651000000002,1.1075221000000002,-0.103,2.1834126,15.437834,,2,1.1075221000000002,39.218864
2,20.419523,0.99692047,20.396597,9.077717542648317,15.87088,15.87088,15.87088,0.11,,1.756674,0.9967818000000002,18.669897,-0.011,15.488091,21.280575,60,17.576057854229195,0.73336065,1.7022768,1.1518999,-0.106,2.9903455,15.582182999999999,,3,1.1518999,34.134743
3,19.961937,0.999835,19.972528,9.767479181289671,16.197326999999998,16.197326999999998,16.197326999999998,0.11,,2.1213105,1.0377681,18.707169,-0.011,16.328548,18.594963,80,17.927832413529337,1.2570112,1.9568435000000002,1.2570112,-0.107,4.1510725,15.735969,,4,1.1309979,32.883095000000004
4,18.718122,0.999835,17.356588000000002,10.31643295288086,16.197326999999998,16.197326999999998,15.520246499999999,0.11,,1.5265178999999998,0.43353948,18.73303,-0.008,6.853273,13.716651999999998,100,17.185431385623374,0.21376679999999998,1.4200275,1.4855433,-0.084,2.1676973999999998,15.692825,,5,0.11853224,29.665968
5,18.514657999999997,0.999835,16.637457,11.006541013717651,16.197326999999998,16.197326999999998,15.479829999999998,0.11,,1.2107217,0.28658557,18.574139000000002,-0.008,4.5293865,18.014782,120,17.14598605810709,0.07205178599999999,1.4202384,1.1843716,-0.08,1.7195133999999999,15.657326000000001,,6,0.07145202,27.338694
6,18.409206,0.999835,17.588373,11.778444051742554,16.197326999999998,16.197326999999998,15.102548,0.11,,2.6925719,0.70273405,18.431828,-0.009,10.865396,18.432935999999998,140,16.738839745499664,2.2227182,1.8269293000000002,2.2227182,-0.085,4.9191384000000005,15.578071,,7,0.20508172,28.597145
7,17.755613,0.999835,17.794159,12.750489473342896,16.197326999999998,16.197326999999998,14.993001999999999,0.11,,3.5525296,1.1657727,18.327171,-0.01,18.160852,13.475372,160,16.63155846943323,0.5187942,2.6252227,1.5570796,-0.104,9.326181,15.504937,,8,1.5570556999999998,30.500626
8,17.97342,0.999835,17.952433,13.813642501831055,16.197326999999998,16.197326999999998,15.358364000000002,0.11,,3.6363273,1.1168189,18.387226000000002,-0.011,17.382362,19.580507,180,17.024639430168918,1.052462,2.7641547,1.5622379,-0.105,10.051371000000001,15.488651,,9,1.5266396999999998,29.101913
9,17.535951999999998,0.999835,17.383602,15.264374017715454,16.439709,16.439709,16.439709,0.11,,4.156438,1.1361277,18.43855,-0.011,17.911541,13.504176999999999,200,18.18422437166889,2.2731771000000003,2.7334167999999996,2.2731771000000003,-0.11,11.361278,15.583757,,10,1.4603183000000002,29.94023
