,Iteration,DenMISEMeanLog,TimeElapsed,LQGsigma,ReturnAbsMax,IWFirstEpisode,DenMISELogFirst,IWNorm1,Bound,TimestepsSoFar,URet,IWMax,LQGmu1,DenMISELogLast,ReturnStepMax,ReturnMean,target_sum_log_mean,MISE,IWMin,LQGmu01,ReturnMax,ReturnLastEpisode,IWMean,IWNorm2,ReturnMin,IWLastEpisode,SqrtESSClassic
172,173,15.820885999999998,158.96707272529605,0.11,15.807039999999999,,8.35821,171.9942,12.104301,3460,9.39515816146274,1.005817,1.0,17.439838,0.99233466,8.570043,9.302381,8.477919,,1.0,15.807039999999999,8.556866000000001,0.99418616,13.152722,,1.0058151,13.0767
173,174,15.815898,159.96711134910583,0.11,15.807039999999999,,8.352446,172.99426,12.093841000000001,3480,9.325909308776302,1.0057825999999999,1.0,14.959357999999998,0.99233466,8.569608,9.334925,8.478015,,1.0,15.807039999999999,8.494332,0.9942199,13.190686,,1.0057817,13.11488
174,175,15.832286999999999,160.6255166530609,0.11,15.807039999999999,,8.346715,173.99423000000002,12.083537,3500,9.342040513971817,1.00575,1.0,18.689363,0.99233466,8.569246000000001,9.388411,8.478175,,1.0,15.807039999999999,8.506241000000001,0.99425274,13.2285385,,1.0057460999999999,13.152945
175,176,15.846759,162.4240961074829,0.11,15.807039999999999,,8.341018,174.99426,12.073428999999999,3520,9.363561899090168,1.0057174,1.0,18.385285999999997,0.99233466,8.568995,9.439563,8.478442999999999,,1.0,15.807039999999999,8.525143,0.9942856,13.266279999999998,,1.0057135,13.190907000000001
176,177,15.830765,164.6077835559845,0.11,15.807039999999999,,8.335352,175.99428,12.063365,3540,9.351072834047873,1.0056847,1.0,13.02166,0.99233466,8.568705,9.459832,8.478664,,1.0,15.807039999999999,8.517458,0.99431795,13.303920000000002,,1.0056819,13.228754
177,178,15.813366,167.17180204391482,0.11,15.807039999999999,,8.329718,176.99432,12.053657000000001,3560,9.40608405946985,1.0056521,1.0,12.739175,0.99233466,8.568686,9.478288000000001,8.479156,,1.0,15.807039999999999,8.565475,0.99435014,13.341448999999999,,1.0056473,13.2664995
178,179,15.809436999999999,169.55698990821838,0.11,15.807039999999999,,8.324116,177.99434,12.043953,3580,9.394218402999297,1.0056205,1.0,15.115975,0.99233466,8.568591,9.509814,8.479563,,1.0,15.807039999999999,8.551692999999998,0.9943818000000001,13.378876000000002,,1.0056186,13.304132000000001
179,180,15.795835,171.76218008995056,0.11,15.807039999999999,,8.318544000000001,178.99438,12.034224,3600,9.369837215645274,1.0055889,1.0,13.366607,0.99233466,8.568392,9.531272,8.47986,,1.0,15.807039999999999,8.532729,0.99441326,13.416198000000001,,1.005585,13.341662
180,181,15.818772000000001,173.29833912849426,0.11,15.807039999999999,,8.3130045,179.99443,12.02449,3620,9.35310112412856,1.0055581,1.0,19.95328,0.99233466,8.568111,9.588882,8.480069,,1.0,15.807039999999999,8.517592,0.9944443999999999,13.453415,,1.0055543,13.379088000000001
181,182,15.805941,174.95767617225647,0.11,15.807039999999999,,8.307495,180.99448,12.015163000000001,3640,9.414981469193254,1.0055275,1.0,13.488572,0.99233466,8.568155,9.610339,8.480601,,1.0,15.807039999999999,8.576149000000001,0.9944751000000001,13.490532,,1.0055246,13.416407999999999
182,183,15.825779999999998,175.98763513565063,0.11,15.807039999999999,,8.302014999999999,181.9945,12.005875999999999,3660,9.411972420973557,1.0054967,1.0,19.442220000000002,0.99233466,8.568166,9.664095,8.4810915,,1.0,15.807039999999999,8.570041999999999,0.9945055,13.527545000000002,,1.0054929,13.453624
183,184,15.833186999999999,177.113112449646,0.11,15.807039999999999,,8.296566,182.99455,11.996525,3680,9.385841542242652,1.005467,1.0,17.194054,0.99233466,8.568036,9.705049,8.481438,,1.0,15.807039999999999,8.544284,0.9945356,13.564456,,1.0054642,13.490739999999999
184,185,15.830501000000002,178.66733360290527,0.11,15.807039999999999,,8.291145,183.99454,11.987119,3700,9.356886043751034,1.0054374,1.0,15.34189,0.99233466,8.567778,9.735547,8.481648,,1.0,15.807039999999999,8.520254,0.99456507,13.601269,,1.0054334,13.527748
185,186,15.847357,180.84972929954532,0.11,15.807039999999999,,8.285753999999999,184.99456999999998,11.977876,3720,9.373496943967325,1.0054085,1.0,18.971348000000003,0.99233466,8.56761,9.785231,8.481944,,1.0,15.807039999999999,8.536480000000001,0.99459445,13.637982000000001,,1.0054047,13.564657999999998
186,187,15.863351999999999,182.59124612808228,0.11,15.807039999999999,,8.280393,185.99464,11.9687805,3740,9.392188069669047,1.0053798,1.0,18.84365,0.99233466,8.567516,9.833701,8.482311,,1.0,15.807039999999999,8.550073,0.9946238000000002,13.674595000000002,,1.0053779,13.601474
187,188,15.852339,185.28969955444336,0.11,15.807039999999999,,8.27506,186.99464,11.959897999999999,3760,9.42227966694429,1.0053511,1.0,13.798067999999999,0.99233466,8.567561999999999,9.854816,8.482813,,1.0,15.807039999999999,8.576239999999999,0.9946524,13.711113000000001,,1.0053473,13.638182
188,189,15.846658999999999,186.97013306617737,0.11,15.807039999999999,,8.269753999999999,187.99464,11.951014,3780,9.401917053437174,1.0053222,1.0,14.784409,0.99233466,8.567536,9.880925999999999,8.483236999999999,,1.0,15.807039999999999,8.562666,0.99468064,13.747532000000001,,1.0053174,13.674792000000002
189,190,15.833097,189.23374128341675,0.11,15.807039999999999,,8.264477000000001,188.99469,11.941904,3800,9.343836039918411,1.0052934999999998,1.0,13.275179999999999,0.99233466,8.567217,9.898817999999999,8.483364,,1.0,15.807039999999999,8.506892,0.9947089,13.783854000000002,,1.0052906,13.711310000000001
190,191,15.834462,191.71685361862183,0.11,15.807039999999999,,8.259228,189.99469,11.933119,3820,9.397456294943046,1.0052667,1.0,16.099173999999998,0.99233466,8.567150999999999,9.931308999999999,8.483739,,1.0,15.807039999999999,8.554567,0.9947366,13.820082999999999,,1.0052648000000002,13.747725
191,192,15.854947,193.01950931549072,0.11,15.807039999999999,,8.254006,190.99472,11.924187,3840,9.352102191421922,1.0052379,1.0,19.772764000000002,0.99233466,8.566874,9.982594,8.483896000000001,,1.0,15.807039999999999,8.513888,0.99476415,13.856218,,1.0052341,13.784044
192,193,15.877966,195.0962510108948,0.11,15.807039999999999,,8.248811,191.99478,11.91549,3860,9.387576446688339,1.0052111,1.0,20.303047,0.99233466,8.566765,10.036095,8.484219,,1.0,15.807039999999999,8.5459385,0.9947915999999999,13.892253,,1.0052091,13.820276999999999
193,194,15.881096,196.77844619750977,0.11,15.807039999999999,,8.243642999999999,192.9948,11.906714,3880,9.355516980923108,1.0051842,1.0,16.4901,0.99233466,8.566510000000001,10.069388,8.48439,,1.0,15.807039999999999,8.517308,0.99481857,13.928199,,1.0051823,13.856407
194,195,15.88354,197.53786039352417,0.11,15.807039999999999,,8.238502,193.99481,11.898050999999999,3900,9.367019469685102,1.0051574,1.0,16.363,0.99233466,8.566302,10.10169,8.484604,,1.0,15.807039999999999,8.525963,0.9948452,13.964054,,1.0051554,13.892442
195,196,15.833779999999999,198.39231061935425,0.11,15.807039999999999,,8.233386999999999,194.99487,11.889217,3920,9.312564512830527,1.0051305,1.0,6.135897,0.99233466,8.565861,10.081483,8.484579,,1.0,15.807039999999999,8.479697,0.9948718000000001,13.999816000000001,,1.0051299999999999,13.928389000000001
196,197,15.832932999999999,200.03364682197568,0.11,15.807039999999999,,8.228297,195.9949,11.880934,3940,9.41657815436706,1.0051056,1.0,15.671864499999998,0.99233466,8.565905,10.109886,8.485038000000001,,1.0,15.807039999999999,8.574435000000001,0.99489796,14.035483,,1.0051008,13.964243
197,198,15.839313500000001,201.75504851341248,0.11,15.807039999999999,,8.223234,196.99495,11.872492999999999,3960,9.369658158346944,1.0050788,1.0,17.101366,0.99233466,8.565727,10.145223,8.4852705,,1.0,15.807039999999999,8.53075,0.994924,14.071064999999999,,1.0050769,14.000003
198,199,15.861526000000001,203.35918521881104,0.11,15.807039999999999,,8.218197,197.99493,11.864137,3980,9.373615276629216,1.0050539,1.0,20.26449,0.99233466,8.565572,10.196098,8.485521,,1.0,15.807039999999999,8.53503,0.9949494000000001,14.106557,,1.005052,14.035666
199,200,15.85535,205.59166812896729,0.11,15.807039999999999,,8.213184,198.99496000000002,11.855707,4000,9.343670727727153,1.005028,1.0,14.631256,0.99233466,8.565286,10.218299,8.485635,,1.0,15.807039999999999,8.508244,0.99497485,14.141954,,1.0050242,14.071249
200,201,15.853299,208.12313675880432,0.11,15.807039999999999,,8.208197,199.99498,11.847475,4020,9.37245989748734,1.0050031,1.0,15.448580999999999,0.99233466,8.565133,10.244345,8.485881,,1.0,15.807039999999999,8.534764,0.9949998999999999,14.177267,,1.0050021,14.106736999999999
201,202,15.868089000000001,209.6631896495819,0.11,15.807039999999999,,8.203234,200.99496000000002,11.839155,4040,9.342476017975775,1.0049781999999998,1.0,18.845964000000002,0.99233466,8.564834,10.286952000000001,8.485974,,1.0,15.807039999999999,8.504625,0.99502456,14.212492999999998,,1.0049733,14.142133
202,203,15.852969,212.59862279891968,0.11,15.807039999999999,,8.198296000000001,201.995,11.830982,4060,9.359458239154337,1.0049533000000002,1.0,12.803425,0.99233466,8.564624,10.299373,8.486153999999999,,1.0,15.807039999999999,8.522267999999999,0.99504924,14.247632000000001,,1.0049511999999998,14.177443499999999
203,204,15.863289000000002,213.45576882362369,0.11,15.807039999999999,,8.193381,202.99504,11.822956,4080,9.380685687308628,1.0049293,1.0,17.963117999999998,0.99233466,8.564502000000001,10.336965,8.486417999999999,,1.0,15.807039999999999,8.539762,0.99507374,14.282681,,1.0049254,14.212670000000001
204,205,15.849628,214.54464101791385,0.11,15.807039999999999,,8.188492,203.99506,11.814817,4100,9.343035368533972,1.0049053,1.0,13.068013,0.99233466,8.564210000000001,10.350309,8.486507000000001,,1.0,15.807039999999999,8.504643,0.9950978000000001,14.317646,,1.0049005,14.247807
205,206,15.848201999999999,216.6764867305756,0.11,15.807039999999999,,8.183625,204.99506,11.806746,4120,9.340201161309656,1.0048814,1.0,15.560761,0.99233466,8.563930000000001,10.375627,8.486603,,1.0,15.807039999999999,8.50629,0.99512166,14.352528,,1.0048795,14.282854
206,207,15.870872,218.91907334327698,0.11,15.807039999999999,,8.178782,205.99512,11.798845,4140,9.367015182978873,1.0048574000000001,1.0,20.545567000000002,0.99233466,8.563761,10.424781,8.48681,,1.0,15.807039999999999,8.529019,0.9951455,14.387325,,1.0048546,14.317819
207,208,15.881670000000002,221.11140203475952,0.11,15.807039999999999,,8.173964,206.99515,11.791035,4160,9.374902332835788,1.0048344,1.0,18.121707999999998,0.99233466,8.563628,10.461808,8.487049,,1.0,15.807039999999999,8.536328999999999,0.9951690000000001,14.422035000000001,,1.0048276,14.3527
208,209,15.889757999999999,223.26453828811646,0.11,15.807039999999999,,8.1691675,207.99518,11.783522,4180,9.432127400695578,1.0048105,1.0,17.577114,0.99233466,8.563738,10.495875999999999,8.487527,,1.0,15.807039999999999,8.586456,0.9951921999999999,14.456660999999999,,1.0048085,14.387498
209,210,15.876745999999999,225.95020866394043,0.11,15.807039999999999,,8.164392999999999,208.99521000000001,11.775927000000001,4200,9.402154518539026,1.0047873999999999,1.0,13.162135000000001,0.99233466,8.56371,10.508596,8.487864,,1.0,15.807039999999999,8.557891999999999,0.9952153,14.491209,,1.0047854999999999,14.422207
210,211,15.900998999999999,227.98510122299197,0.11,15.807039999999999,,8.159642999999999,209.99521000000001,11.768353999999999,4220,9.391461603303323,1.0047654000000001,1.0,20.998451,0.99233466,8.563652000000001,10.558332,8.488166,,1.0,15.807039999999999,8.551393,0.99523795,14.525675,,1.0047644,14.456829999999998
211,212,15.889822,229.51071333885196,0.11,15.807039999999999,,8.154914999999999,210.99525,11.760607,4240,9.33830416767235,1.0047424,1.0,13.536407,0.99233466,8.563367999999999,10.572403,8.488238,,1.0,15.807039999999999,8.50343,0.99526066,14.560057,,1.0047376000000001,14.491376
212,213,15.891035,231.29899096488955,0.11,15.807039999999999,,8.150209,211.99527,11.752865,4260,9.329374265945296,1.0047203000000002,1.0,16.152966,0.99233466,8.563038,10.598625,8.48826,,1.0,15.807039999999999,8.493089,0.99528295,14.594354000000001,,1.0047146,14.525842
213,214,15.875329,233.5927562713623,0.11,15.807039999999999,,8.145525,212.9953,11.744993,4280,9.286628177408575,1.0046983,1.0,12.534528,0.99233466,8.562525,10.607693,8.488097,,1.0,15.807039999999999,8.453379,0.9953050999999999,14.628575,,1.0046964,14.560222
214,215,15.853451999999999,236.6315636634827,0.11,15.807039999999999,,8.140863000000001,213.9953,11.737345,4300,9.327733928802603,1.0046761999999998,1.0,11.176517500000001,0.99233466,8.562185000000001,10.610358999999999,8.488103,,1.0,15.807039999999999,8.489374,0.9953270000000001,14.662717,,1.0046724,14.594519
215,216,15.855976,239.1445438861847,0.11,15.807039999999999,,8.136223,214.99535,11.729909,4320,9.36375800822582,1.0046543,1.0,16.403361999999998,0.99233466,8.562005000000001,10.6372,8.488268,,1.0,15.807039999999999,8.523381,0.9953488000000001,14.696779000000001,,1.0046533000000002,14.628739000000001
216,217,15.881257999999999,242.11698079109192,0.11,15.807039999999999,,8.131604,215.99539,11.722635,4340,9.387403617130444,1.0046332,1.0,21.34667,0.99233466,8.561938,10.686574,8.488543,,1.0,15.807039999999999,8.547533,0.99537045,14.73076,,1.0046322,14.662882000000002
217,218,15.884877,244.04843258857727,0.11,15.807039999999999,,8.127007,216.99542000000002,11.715195,4360,9.336295119247664,1.0046111,1.0,16.67485,0.99233466,8.561657,10.714065,8.488597,,1.0,15.807039999999999,8.5004,0.99539185,14.764663,,1.0046111,14.696944
218,219,15.88788,246.78206968307492,0.11,15.807039999999999,,8.12243,217.99537999999998,11.70801,4380,9.382638237347807,1.0045899999999999,1.0,16.547356,0.99233466,8.561580000000001,10.740722,8.488854,,1.0,15.807039999999999,8.544881,0.9954127,14.798491,,1.0045880999999999,14.730920000000001
219,220,15.861782999999999,249.14569783210754,0.11,15.807039999999999,,8.117874,218.99536,11.700874,4400,9.383950014531571,1.0045689,1.0,10.151122,0.99233466,8.561502,10.738063,8.48911,,1.0,15.807039999999999,8.544635000000001,0.99543345,14.832242,,1.0045642,14.764818
220,221,15.834432999999999,252.53206992149356,0.11,15.807039999999999,,8.113338,219.99539,11.693809,4420,9.388524624086742,1.0045488999999999,1.0,9.821612,0.99233466,8.561451,10.733935,8.489386,,1.0,15.807039999999999,8.549887,0.99545425,14.865914000000002,,1.0045469,14.798645
221,222,15.8464365,255.91673064231875,0.11,15.807039999999999,,8.108824,220.99545,11.686765,4440,9.383750146061919,1.0045288,1.0,18.503908,0.99233466,8.561371000000001,10.768957,8.489633,,1.0,15.807039999999999,8.543733999999999,0.995475,14.899513,,1.004525,14.832395000000002
222,223,15.865368,257.52182722091675,0.11,15.807039999999999,,8.104330000000001,221.99545,11.679547,4460,9.33181830611571,1.0045077,1.0,20.072823,0.99233466,8.561075,10.810698,8.489658,,1.0,15.807039999999999,8.495689,0.9954953000000001,14.933028,,1.0045038,14.866071
223,224,15.855972,259.7569193840027,0.11,15.807039999999999,,8.099855,222.99545,11.672488000000001,4480,9.353437040658699,1.0044875,1.0,13.765414000000002,0.99233466,8.560888,10.823908,8.489791,,1.0,15.807039999999999,8.519055999999999,0.9955154,14.966476,,1.0044818000000002,14.899663
224,225,15.851752,262.1771273612976,0.11,15.807039999999999,,8.095400999999999,223.99545,11.665426,4500,9.34608555813651,1.0044674,1.0,14.910537,0.99233466,8.560655,10.842091,8.489872,,1.0,15.807039999999999,8.508192999999999,0.9955354,14.999848000000002,,1.0044645,14.933181
225,226,15.862607,263.98187565803534,0.11,15.807039999999999,,8.090966,224.99552999999997,11.658347000000001,4520,9.329440637473457,1.0044483,1.0,18.309738,0.99233466,8.560356,10.875154,8.489889,,1.0,15.807039999999999,8.493343,0.99555546,15.033151,,1.0044426,14.966625
226,227,15.844878,266.20732522010803,0.11,15.807039999999999,,8.086552000000001,225.99553999999998,11.651356,4540,9.34125534122738,1.0044281,1.0,11.842627,0.99233466,8.560105,10.879436,8.489948,,1.0,15.807039999999999,8.503461999999999,0.9955751,15.066367999999999,,1.0044271999999999,15.000001999999999
227,228,15.858206,267.4762794971466,0.11,15.807039999999999,,8.082156,226.99557000000001,11.644471000000001,4560,9.355528958555825,1.004409,1.0,18.887787,0.99233466,8.559915,10.914578,8.490066,,1.0,15.807039999999999,8.516575,0.9955946,15.099520000000002,,1.004408,15.033298
228,229,15.851123000000001,269.6865088939667,0.11,15.807039999999999,,8.07778,227.99557000000001,11.637698,4580,9.369437035469664,1.0043889000000001,1.0,14.241133999999999,0.99233466,8.559791,10.929125,8.490248,,1.0,15.807039999999999,8.53159,0.9956139,15.132597,,1.004386,15.06652
229,230,15.856499,273.07126355171204,0.11,15.807039999999999,,8.073422,228.99562000000003,11.630851,4600,9.340456004450346,1.0043697,1.0,17.091234,0.99233466,8.55955,10.955935,8.490311,,1.0,15.807039999999999,8.504448,0.9956331,15.165605,,1.0043659,15.099669
230,231,15.8617935,276.1827349662781,0.11,15.807039999999999,,8.069083000000001,229.99563999999998,11.624419999999999,4620,9.433209927551985,1.0043514999999998,1.0,17.084239999999998,0.99233466,8.559683999999999,10.982483,8.490744,,1.0,15.807039999999999,8.590232,0.9956521,15.198541,,1.0043486,15.132745000000002
231,232,15.860221,279.61693215370184,0.11,15.807039999999999,,8.064764,230.99565,11.617909,4640,9.405329899668473,1.0043323,1.0,15.501307,0.99233466,8.559694,11.00198,8.491052999999999,,1.0,15.807039999999999,8.562289,0.9956709,15.231404000000001,,1.0043294,15.165749
232,233,15.863045999999999,282.7333068847656,0.11,15.807039999999999,,8.060463,231.99571,11.611372,4660,9.38430699119729,1.0043142,1.0,16.52257,0.99233466,8.559635,11.025691,8.491291,,1.0,15.807039999999999,8.545877,0.99568975,15.264197,,1.0043123,15.198684
233,234,15.874853,285.6294162273407,0.11,15.807039999999999,,8.05618,232.9957,11.604747,4680,9.355649246178867,1.0042950000000002,1.0,18.630272,0.99233466,8.559452,11.0582075,8.491399000000001,,1.0,15.807039999999999,8.516831,0.9957081,15.296913,,1.0042893,15.23155
234,235,15.855801999999999,288.86099314689636,0.11,15.807039999999999,,8.051916,233.99572999999998,11.59806,4700,9.329676494179502,1.0042768,1.0,11.402196,0.99233466,8.559163,11.059689500000001,8.4914,,1.0,15.807039999999999,8.491512,0.9957265,15.329566,,1.0042739,15.264341
235,236,15.857603,291.5717098712921,0.11,15.807039999999999,,8.047669,234.99579,11.591714999999999,4720,9.40605296717878,1.0042586,1.0,16.285318,0.99233466,8.559173,11.08185,8.4917,,1.0,15.807039999999999,8.561557,0.9957449,15.362151999999998,,1.0042567,15.297062
236,237,15.826931,294.73761749267584,0.11,15.807039999999999,,8.043441,235.99576000000002,11.585336999999999,4740,9.382095279156044,1.0042404,1.0,8.592538000000001,0.99233466,8.559111999999999,11.071363999999999,8.491923,,1.0,15.807039999999999,8.5446615,0.9957627,15.394667000000002,,1.0042356,15.329709
237,238,15.819697,298.43927001953125,0.11,15.807039999999999,,8.03923,236.99579,11.57873,4760,9.312699381110695,1.0042232,1.0,14.109335999999999,0.99233466,8.5587845,11.0841465,8.491878,,1.0,15.807039999999999,8.481135,0.99578065,15.427113,,1.0042193000000001,15.36229
238,239,15.816188,302.6007423400879,0.11,15.807039999999999,,8.035038,237.99582,11.57238,4780,9.366495622964038,1.004205,1.0,14.985442,0.99233466,8.558674,11.100488,8.492047999999999,,1.0,15.807039999999999,8.532217999999999,0.9957984000000001,15.459485999999998,,1.0042011999999998,15.394808
239,240,15.8112545,304.86446404457087,0.11,15.807039999999999,,8.030863,238.99585,11.56591,4800,9.329065945726153,1.0041877000000001,1.0,14.636241,0.99233466,8.558406,11.115236999999999,8.492057,,1.0,15.807039999999999,8.494425999999999,0.99581605,15.491795000000002,,1.0041858000000001,15.427254000000001
240,241,15.814788,307.6944482326508,0.11,15.807039999999999,,8.026705,239.99587999999997,11.559766,4820,9.402684983240144,1.0041705,1.0,16.666943,0.99233466,8.55842,11.138291,8.49235,,1.0,15.807039999999999,8.562047,0.9958334999999999,15.524037,,1.0041648,15.459629999999999
241,242,15.819268,311.5306053161621,0.11,15.807039999999999,,8.022564,240.99582,11.553389,4840,9.33338410649571,1.0041533,1.0,16.903309,0.99233466,8.558167,11.16213,8.492369,,1.0,15.807039999999999,8.4971285,0.9958505,15.556213,,1.0041494,15.491933
242,243,15.808672,314.08460664749146,0.11,15.807039999999999,,8.01844,241.99577000000002,11.546944,4860,9.304013254929348,1.0041361,1.0,13.248762,0.99233466,8.557808,11.170733,8.492280000000001,,1.0,15.807039999999999,8.471027000000001,0.9958674000000001,15.588323999999998,,1.0041301999999999,15.524169
243,244,15.802821,317.09339427948,0.11,15.807039999999999,,8.014333,242.99582,11.540704,4880,9.347684080804363,1.0041188,1.0,14.385064999999999,0.99233466,8.557617,11.183924000000001,8.492357,,1.0,15.807039999999999,8.510997999999999,0.9958845,15.620369,,1.0041169,15.556343
244,245,15.787173999999998,320.9557015895844,0.11,15.807039999999999,,8.010243,243.99585,11.534478,4900,9.33991595888548,1.0041015,1.0,11.973198,0.99233466,8.557403,11.187163,8.492411,,1.0,15.807039999999999,8.505291,0.9959014000000002,15.652347,,1.0040996,15.588451000000001
245,246,15.788128,324.253662109375,0.11,15.807039999999999,,8.00617,244.99587999999997,11.528343,4920,9.35990105328257,1.0040853,1.0,16.025967,0.99233466,8.557245,11.206849,8.492516499999999,,1.0,15.807039999999999,8.518455,0.9959181999999999,15.684257500000001,,1.0040786,15.620496
246,247,15.788487,328.1320621967316,0.11,15.807039999999999,,8.002113,245.99587999999997,11.522282,4940,9.365211685246203,1.004069,1.0,15.880892999999999,0.99233466,8.557122,11.22579,8.492657000000001,,1.0,15.807039999999999,8.52693,0.9959347,15.716101,,1.0040642,15.652475
247,248,15.800817000000002,331.9775552749634,0.11,15.807039999999999,,7.9980725999999995,246.99591,11.516285,4960,9.3749383015787,1.0040518,1.0,18.850466,0.99233466,8.557029,11.256551,8.492825,,1.0,15.807039999999999,8.533866,0.99595124,15.747883999999999,,1.004048,15.684387
248,249,15.81293,335.67794013023376,0.11,15.807039999999999,,7.994048599999999,247.9959,11.510275,4980,9.360589595972154,1.0040354999999999,1.0,18.820904000000002,0.99233466,8.556887,11.286944,8.492941,,1.0,15.807039999999999,8.521775,0.99596745,15.779604,,1.0040326,15.71623
249,250,15.802548999999999,340.3265917301178,0.11,15.807039999999999,,7.9900402999999995,248.99593,11.504321000000001,5000,9.363038623273109,1.0040193000000002,1.0,13.222048999999998,0.99233466,8.556766,11.294702000000001,8.493076,,1.0,15.807039999999999,8.526631,0.9959836999999999,15.81126,,1.0040134,15.748013
250,251,15.789235999999999,345.56179451942444,0.11,15.807039999999999,,7.986047999999999,249.99594,11.498374,5020,9.358349635455628,1.0040039,1.0,12.464502,0.99233466,8.556617999999999,11.299377999999999,8.493181,,1.0,15.807039999999999,8.519499,0.99599975,15.842854500000001,,1.0039982,15.779728
251,252,15.78076,351.25325083732605,0.11,15.807039999999999,,7.9820724,250.99596,11.492594,5040,9.396421846144106,1.0039877000000001,1.0,13.6574745,0.99233466,8.556602,11.308752,8.493418,,1.0,15.807039999999999,8.552633,0.9960157,15.874382999999998,,1.0039856,15.811383
252,253,15.799829500000001,356.50047874450684,0.11,15.807039999999999,,7.9781116999999995,251.99599999999998,11.486706,5060,9.354287346078943,1.0039723,1.0,20.60959,0.99233466,8.556444,11.34553,8.493511,,1.0,15.807039999999999,8.516850999999999,0.99603164,15.905845999999999,,1.0039694,15.842979999999999
253,254,15.795903,361.7765862941742,0.11,15.807039999999999,,7.974167,252.99603,11.480853999999999,5080,9.352123541691377,1.0039559999999998,1.0,14.806291,0.99233466,8.556291,11.359169,8.493605,,1.0,15.807039999999999,8.517208,0.9960474,15.937249,,1.0039521,15.874510999999998
254,255,15.783338,367.3507511615753,0.11,15.807039999999999,,7.970237700000001,253.99606,11.475117,5100,9.375830170801231,1.0039407,1.0,12.59559,0.99233466,8.556214,11.364034,8.493777,,1.0,15.807039999999999,8.537055,0.9960629999999999,15.968592000000001,,1.003934,15.905976999999998
255,256,15.767581,372.8213653564453,0.11,15.807039999999999,,7.966324,254.99606,11.469441999999999,5120,9.38194168054954,1.0039253000000001,1.0,11.753513,0.99233466,8.556169500000001,11.365571000000001,8.493977000000001,,1.0,15.807039999999999,8.544891999999999,0.9960783999999999,15.999873999999998,,1.0039244,15.937379
256,257,15.778058999999999,378.0880002975464,0.11,15.807039999999999,,7.962425,255.9961,11.463654,5140,9.342696745406528,1.0039101000000001,1.0,18.46443,0.99233466,8.55598,11.393208,8.494028,,1.0,15.807039999999999,8.507154,0.99609375,16.031095999999998,,1.0039042999999999,15.968720999999999
257,258,15.778082000000001,383.6337459087372,0.11,15.807039999999999,,7.958542,256.99606,11.458163,5160,9.418270215950947,1.0038947,1.0,15.787803,0.99233466,8.556053,11.410256,8.494342999999999,,1.0,15.807039999999999,8.57502,0.9961088,16.062256,,1.003889,15.999998000000001
258,259,15.768248000000002,389.1986277103424,0.11,15.807039999999999,,7.9546733,257.9961,11.45261,5180,9.389726464645108,1.0038794,1.0,13.234844,0.99233466,8.556030999999999,11.417316,8.494561000000001,,1.0,15.807039999999999,8.550609,0.9961239,16.093357,,1.0038728000000001,16.031218
259,260,15.771653,394.7513787746429,0.11,15.807039999999999,,7.950819500000001,258.99612,11.446888000000001,5200,9.334661691264431,1.003865,1.0,16.657648000000002,0.99233466,8.555813,11.437486,8.494577,,1.0,15.807039999999999,8.498702999999999,0.99613893,16.124397000000002,,1.0038639999999999,16.062376
260,261,15.771638000000001,400.319742679596,0.11,15.807039999999999,,7.946981,259.99615,11.441303,5220,9.364643473484184,1.0038497,1.0,15.771388,0.99233466,8.555698,11.454105,8.494699,,1.0,15.807039999999999,8.526283,0.99615383,16.155375,,1.0038459000000002,16.093477
261,262,15.784407,406.2378695011139,0.11,15.807039999999999,,7.943156699999999,260.9962,11.435672,5240,9.345260365451663,1.0038354,1.0,19.121164,0.99233466,8.555507,11.483383,8.49474,,1.0,15.807039999999999,8.5054455,0.9961687,16.18629,,1.0038334,16.124520999999998
262,263,15.79319,410.8524432182312,0.11,15.807039999999999,,7.9393473,261.9962,11.430096,5260,9.349741359580019,1.0038209999999999,1.0,18.098152,0.99233466,8.555339,11.50855,8.494803,,1.0,15.807039999999999,8.511397,0.9961832,16.217152,,1.0038162,16.1555
263,264,15.785367,416.6478033065796,0.11,15.807039999999999,,7.935552,262.99622,11.424759,5280,9.406106343590674,1.0038058,1.0,13.732257999999998,0.99233466,8.555377,11.516987,8.495072,,1.0,15.807039999999999,8.565621,0.99619776,16.247957,,1.0038038,16.186417000000002
264,265,15.781267999999999,421.1542408466339,0.11,15.807039999999999,,7.9317713,263.99622,11.419182000000001,5300,9.328854701347664,1.0037913,1.0,14.702231,0.99233466,8.555147999999999,11.52902,8.495071000000001,,1.0,15.807039999999999,8.494518,0.9962120999999999,16.278702,,1.0037866,16.217278
265,266,15.757485,426.5292956829071,0.11,15.807039999999999,,7.928005000000001,264.99627999999996,11.41358,5320,9.312556708995078,1.0037770000000001,1.0,9.45965,0.99233466,8.554864,11.521255,8.495012,,1.0,15.807039999999999,8.479451,0.9962266,16.30939,,1.0037742,16.248081
266,267,15.763379,431.9486796855927,0.11,15.807039999999999,,7.9242525,265.99622,11.40822,5340,9.378419257079763,1.0037636,1.0,17.334589,0.99233466,8.554789999999999,11.543042,8.495164,,1.0,15.807039999999999,8.535376,0.9962405000000001,16.340020000000003,,1.0037626,16.278817999999998
