,IWFirstEpisode,Iteration,LQGmu1,LQGmu01,IWMin,IWNorm2,ReturnAbsMax,ReturnLastEpisode,ReturnMin,TimeElapsed,DenMISELogLast,TimestepsSoFar,DenMISEMeanLog,DenMISELogFirst,MISE,IWMean,SqrtESSClassic,LQGsigma,ReturnMax,target_sum_log_mean,IWNorm1,IWLastEpisode,ReturnStepMax,IWMax,Bound,URet,ReturnMean
21,0.08335928599999999,22,-0.134,-0.013,,2.7310426,15.8661585,15.572906,,33.566572904586785,14.986776999999998,440,14.475323000000001,16.139143,2.9764612,0.18957828,1.5271537,0.11,15.8661585,3.0252874,4.1707220000000005,2.1025696,0.99984926,2.1025696,23.755194,17.24552453296512,14.998938
22,0.06822462,23,-0.135,-0.014,,24.47559,16.39583,16.39583,,34.44573402404785,13.553181,460,14.400635999999999,16.098475,19.741228,1.2104175,1.1374435,0.11,16.39583,3.1598637000000003,27.839602000000003,24.369926,0.99984926,24.369926,48.57049,18.13230797324482,15.059671
23,0.052770447000000005,24,-0.137,-0.014,,19.470316,16.39583,16.234612,,35.045233011245735,13.202919,480,14.346141000000001,16.058876,20.476523999999998,1.2594695,1.5524796,0.11,16.39583,3.1545582000000003,30.227268,13.761775,0.9999101,13.761775,41.598644,17.96842527498267,15.108626999999998
24,0.032291077,25,-0.139,-0.014,,16.704334,16.39583,15.957042999999999,,36.34784173965454,15.123657999999999,500,14.378772,16.02025,19.703196,1.2169707,1.8213398,0.11,16.39583,2.8202689999999997,30.424269,7.227773700000001,0.9999101,10.6645,37.707336,17.669396453908686,15.142564000000002
25,0.015232641000000002,26,-0.143,-0.014,,14.126714999999999,16.39583,16.052692,,37.326620817184455,11.299616,520,14.262599,15.982320999999999,16.131184,0.9954459000000001,1.8321028000000001,0.11,16.39583,1.892711,25.881594,1.0075231,0.9999101,9.297397,34.029556,17.776494287309113,15.177567499999999
26,0.005477165,27,-0.147,-0.015,,14.812079999999998,16.39583,16.022945,,38.97233271598815,13.915917000000002,540,14.245784,15.945167000000001,17.763647,1.0984147,2.0022304,0.11,16.39583,0.8130384,29.657196000000003,8.29845,0.9999101,8.324608,34.141212,17.73548511542615,15.2088785
27,0.0017115864,28,-0.152,-0.015,,15.806014000000001,16.649433,16.649433,,40.4326183795929,9.514047,560,14.076445999999999,15.909001000000002,19.792938,1.2131232,2.1490207000000003,0.11,16.649433,-0.5038391999999999,33.96745,9.5576725,0.9999101,9.5576725,35.28784,18.40494808221085,15.260328
28,2.9573746,29,-0.106,-0.011,,11.556713,16.649433,15.686205,,41.744991064071655,12.856399,580,14.037681,15.873971,18.274776,1.1648873,2.9231262000000005,0.11,16.649433,11.536719999999999,33.781729999999996,2.6237044,0.9999101,6.250847,29.666302,17.372078511571267,15.275013000000001
29,0.006361274,30,-0.147,-0.015,,12.518196000000001,16.649433,16.164616,,43.15414667129517,15.209247,600,14.0803995,15.937176999999998,17.661898,1.0886954,2.6090709999999997,0.11,16.649433,2.3077195,32.660862,3.9496453000000002,0.9999101,5.949448599999999,30.424627,17.887560379823068,15.304666500000002
30,0.0027662157,31,-0.15,-0.015,,14.011950500000001,16.682814,16.682814,,44.916537523269646,14.35621,620,14.090163,15.904599,19.482195,1.1921169,2.6374362000000002,0.11,16.682814,1.6321763,36.955624,7.794736400000001,0.9999418999999999,7.794736400000001,32.132977000000004,18.44490825215268,15.349123
31,0.0011205092,32,-0.153,-0.015,,14.881953,16.682814,16.307247,,46.42580437660217,13.262070000000001,640,14.067945000000002,15.872939,20.458704,1.2497501,2.6872818,0.11,16.682814,0.8877579,39.992004,5.50873,0.9999418999999999,8.780724000000001,32.874829999999996,18.05072288735869,15.379064999999999
32,0.000567032,33,-0.156,-0.016,,16.483042,16.682814,16.492687,,48.01342177391052,13.192419000000001,660,14.046542,15.842203,22.484465,1.3703569,2.7435336,0.11,16.682814,0.47732446,45.221779999999995,8.772018,0.9999418999999999,8.772018,34.646015000000006,18.24428271630765,15.41281
33,0.00022934692000000002,34,-0.159,-0.016,,16.333662,16.682814,16.539104000000002,,49.22997903823853,18.711422,680,14.191847000000001,15.812367000000002,21.912716,1.3332578000000002,2.7752972000000002,0.11,16.682814,-0.023174398,45.330765,3.0595708,0.9999418999999999,9.0099535,33.935078000000004,18.291867953745047,15.445936999999999
34,6.670755e-05,35,-0.163,-0.016,,16.763569,16.682814,16.315502,,50.459938764572144,12.478896,700,14.149935999999999,15.783385999999998,21.965513,1.3357603999999998,2.7888818,0.11,16.682814,-1.0223289,46.751614000000004,4.701641,0.9999418999999999,9.563161000000001,33.929314,18.05173737203688,15.470779
35,7.3643196e-06,36,-0.169,-0.017,,17.118631,16.682814,16.353779,,52.0758204460144,15.083023,720,14.182769,15.755218,20.369581,1.2365424999999999,2.600414,0.11,16.682814,-2.9439595,44.51553,2.2991917,0.9999418999999999,10.933728,33.20047,18.08995656946609,15.495308999999999
36,2.1914444999999996e-08,37,-0.185,-0.019,,16.453375,16.682814,16.251478,,53.92682766914368,11.999521000000001,740,14.127884,15.7278185,14.091071,0.85162413,1.9151141999999999,0.11,16.682814,-8.683447,31.510091999999997,0.080052,0.9999418999999999,12.767096,31.513336,17.977030048257106,15.515747
37,4.7325295000000004e-07,38,-0.177,-0.018,,16.172398,16.682814,16.590736,,55.28854537010193,18.023666,760,14.224670000000001,15.70115,17.997284,1.0897843,2.5606472,0.11,16.682814,-4.8146075999999995,41.411804,9.6833935,0.9999933000000001,9.6833935,31.027440000000002,18.349049972463746,15.544035000000001
38,2.0870665e-08,39,-0.185,-0.019,,19.085928,16.682814,16.564882,,56.72809410095215,13.574314999999999,780,14.208587,15.675175,19.154966,1.1573211,2.3648589,0.11,16.682814,-7.4013853,45.135525,12.264432000000001,0.9999933000000001,12.264432000000001,33.263897,18.32254776231652,15.570210000000001
39,6.0802324e-10,40,-0.193,-0.02,,17.162352,16.682814,16.580784,,57.62932372093201,16.395313,800,14.264930999999999,15.649857,16.750706,1.010896,2.3560781000000004,0.11,16.682814,-10.198705,40.43584,5.440477,0.9999933000000001,11.25585,30.912215999999997,18.33874661688669,15.595476000000001
40,1.0678933e-10,41,-0.197,-0.02,,24.436285,16.687514999999998,16.687514999999998,,59.20609164237976,15.372838,820,14.290548000000001,15.625164000000002,21.213173,1.2765479,2.1418338,0.11,16.687514999999998,-11.163546,52.338463,20.065224,0.9999933000000001,20.065224,36.795629999999996,18.449104244945623,15.622110000000001
41,6.098798e-12,42,-0.204,-0.021,,21.492985,16.687514999999998,16.491068,,60.762137651443474,16.001095,840,14.33474,15.601067,17.58551,1.0580548,2.0675724,0.11,16.687514999999998,-13.146717,44.4383,2.0959830000000004,0.9999933000000001,18.48978,33.727646,18.240716320308586,15.642798999999998
42,2.6475087000000004e-12,43,-0.206,-0.021,,28.493675,16.687514999999998,16.599747,,62.46175575256348,0.107458636,860,14.003014000000002,15.577537,22.90568,1.3789618000000001,2.0810006000000003,0.11,16.687514999999998,-13.537379000000001,59.295356999999996,22.915964000000002,0.9999933000000001,22.915964000000002,38.943653000000005,18.359747237665875,15.665053
43,8.5488344e-13,44,-0.208,-0.021,,25.756224,16.804298,16.804298,,64.14414811134338,10.609219,880,13.9308405,15.554547,22.633067999999998,1.3597226,2.322848,0.11,16.804298,-13.944721,59.827797,10.543854,0.9999933000000001,18.701847,37.10177,18.56707004320052,15.690945999999999
44,3.3008833e-13,45,-0.21,-0.021,,26.60244,16.804298,16.743366,,65.59665060043335,9.332336,900,13.833744,15.532074,24.52289,1.4712433,2.488717,0.11,16.804298,-14.200495000000002,66.20595,15.144392999999999,0.9999933000000001,15.720237,38.027275,18.507967103487815,15.714334
45,1.191251e-13,46,-0.212,-0.022,,26.07641,16.804298,16.759478,,66.88337397575378,9.37176,920,13.744028,15.510095000000002,25.180128,1.5092709999999998,2.6624243,0.11,16.804298,-14.504319,69.42647,11.278866,0.9999933000000001,13.944067,37.803436,18.519923011770207,15.737054
46,3.5884625e-14,47,-0.215,-0.022,,25.326826,16.804298,16.730516,,68.47478127479553,13.901159,940,13.755497,15.488589000000001,25.229322,1.5116003,2.8051367000000003,0.11,16.804298,-14.851045999999998,71.04521,8.461179,0.9999933000000001,12.97317,37.210409999999996,18.490416622808798,15.758192000000001
47,7.714945999999999e-15,48,-0.218,-0.022,,24.56519,16.804298,16.604471,,69.63328599929811,12.573814,960,13.739114,15.467535999999999,24.695002,1.4800466,2.891988,0.11,16.804298,-15.489177,71.04224,5.7085676,0.9999933000000001,12.653144000000001,36.31628,18.35763532096433,15.775823
48,1.2331829e-15,49,-0.221,-0.022,,24.708393,16.840809,16.840809,,71.7212574481964,13.271451,980,13.737223,15.446917000000001,25.024883,1.4981132,2.9709557999999996,0.11,16.840809,-16.316057,73.40755,8.030948,0.9999933000000001,12.5775175,36.361847,18.609699710416788,15.797556
49,2.6591837000000004e-16,50,-0.224,-0.023,,26.412214000000002,16.855503,16.855503,,73.04536819458008,8.342025999999999,1000,13.637229000000001,15.426714000000002,26.722788,1.597236,3.0236692,0.11,16.855503,-16.969358,79.8618,13.280263,0.99999607,13.280263,37.871826,18.62278382051384,15.818714000000002
50,3.2864088e-17,51,-0.228,-0.023,,25.45341,16.855503,16.790539000000003,,73.90013933181763,16.289915,1020,13.698732999999999,15.406911,25.227726,1.50738,3.0202785,0.11,16.855503,-17.891323,76.87638000000001,2.8722662999999997,0.99999607,13.289270000000002,36.389282,18.5576551966814,15.837771
51,2.3673449999999997e-18,52,-0.233,-0.024,,26.145979,16.855503,16.817163,,75.51069831848146,17.83016,1040,13.786005,15.387493,25.693087,1.5340486999999998,3.0509675,0.11,16.855503,-19.135334,79.77053000000001,9.264966000000001,0.99999607,13.488547,36.74237,18.581437736912093,15.856604999999998
52,5.103962000000001e-21,53,-0.244,-0.025,,26.43175,16.855503,16.84345,,76.52399754524231,13.915398999999999,1060,13.796588,15.368444,23.23345,1.3865034999999999,2.7801669999999996,0.11,16.855503,-23.024235,73.48468000000001,1.7589168999999998,0.9999994000000001,15.626067,35.358982,18.608613228352212,15.875226000000001
53,,54,-0.768,-0.101,,7.3484696e-10,16.855503,16.791866,,78.3465015888214,15.021685999999999,1080,13.824594,15.349751999999999,1.4180025999999999e-34,8.4689626e-36,7.348469000000001,0.11,16.855503,-268.73184,5.4e-09,,0.9999994000000001,4.560007499999999e-34,4.587487,18.554836319645773,15.8922
54,,55,-0.764,-0.1,,61.462852000000005,17.082535,17.082535,,79.34529137611389,11.702535000000001,1100,13.767995999999998,15.331404000000001,19.089842,1.1175064,1.0,0.11,17.082535,-261.8816,61.462852000000005,61.462852000000005,0.9999994000000001,61.462852000000005,53.254913,18.86183368888565,15.913843
55,,56,-0.76,-0.099,,46.375384999999994,17.112707,17.112707,,80.68488430976869,12.914192,1120,13.74845,15.313385,20.023685,1.1711433999999998,1.4141991000000003,0.11,17.112707,-255.21617,65.58403,32.643673,0.9999994000000001,32.940357,44.224953,18.891896590375033,15.93525
56,,57,-0.755,-0.098,,39.281563,17.169617000000002,17.169617000000002,,82.17552661895752,14.514047,1140,13.760665,15.295685,20.321547,1.1871445,1.7226206999999998,0.11,17.169617000000002,-248.0762,67.66724,19.21742,0.9999994000000001,24.365485999999997,40.255844,18.95076485307824,15.956906
57,,58,-0.748,-0.096,,35.66921,17.199576999999998,17.199576999999998,,83.18533682823181,12.611941,1160,13.740989,15.278294,20.823304999999998,1.2152863,1.976119,0.11,17.199576999999998,-240.62025,70.4866,15.289760999999999,0.9999994000000001,20.474306,38.230736,18.98097011189377,15.978332
58,,59,-0.737,-0.094,,32.835068,17.270622,17.270622,,85.21711897850038,15.700744,1180,13.775343,15.261199,20.510536,1.1960063,2.1490549999999997,0.11,17.270622,-232.08627,70.56437,8.970951,0.9999994000000001,18.950705,36.583298,19.053320265089837,16.000235
59,,60,-0.726,-0.092,,32.298244,17.270622,17.22425,,87.13957834243773,14.293601999999998,1200,13.785198000000001,15.244392000000001,21.397734,1.2470917,2.316705,0.11,17.270622,-223.278,74.8255,13.432858999999999,0.9999994000000001,17.846516,36.307377,19.00603750549297,16.020636
60,,61,-0.711,-0.089,,32.401524,17.270622,17.15009,,89.55939292907715,8.243435,1220,13.696494,15.227862,22.359968,1.3036032,2.454199,0.11,17.270622,-213.70713999999998,79.51979,13.876894,0.9999994000000001,17.300753,36.434315000000005,18.929365231499236,16.03915
61,,62,-0.697,-0.086,,34.458263,17.270622,17.204922,,91.6190013885498,8.761575,1240,13.619954000000002,15.211602,24.285829999999997,1.4151055000000001,2.5461682999999997,0.11,17.270622,-204.92462,87.73654,19.515808,0.9999994000000001,19.515808,37.8518,18.986039948419982,16.057955
62,,63,-0.735,-0.094,,22.536726,17.270622,17.087408,,93.89949750900269,16.44792,1260,13.669442000000002,15.195601000000002,18.388594,1.0713179,2.9948018,0.11,17.270622,-215.51715,67.49303,7.7615566,0.9999994000000001,7.957598,29.922327000000003,18.86457390075519,16.074295000000003
63,,64,-0.724,-0.091,,23.983257000000002,17.270622,17.025917,,95.45852541923523,13.265207,1280,13.663437,15.179853,20.059314999999998,1.1699566000000001,3.1220622000000002,0.11,17.270622,-207.83694,74.87722,8.748401,0.9999994000000001,8.748401,31.122913,18.803599022731735,16.089163
64,,65,-0.71,-0.089,,25.12874,17.270622,17.219820000000002,,97.77314519882202,7.038917,1300,13.563254999999998,15.16435,21.030777,1.2266963,3.1730704,0.11,17.270622,-199.57387,79.73526,4.759048,0.9999994000000001,10.604875999999999,31.916525,19.00186141899016,16.106558
65,,66,-0.691,-0.085,,26.299944,17.270622,17.106410999999998,,99.4981484413147,10.773633,1320,13.523495,15.149082,21.1438,1.2339785,3.0966828,0.11,17.270622,-189.39607,81.44258,3.631304,0.9999994000000001,13.217491,32.298072999999995,18.8864930262208,16.121707999999998
66,,67,-0.657,-0.079,,28.48508,17.270622,17.152685,,101.0475480556488,15.486394,1340,13.555316,15.134044,20.955898,1.223596,2.8780303,0.11,17.270622,-174.14502,81.98093,10.127583999999999,0.9999994000000001,16.838991,32.957596,18.93353089922706,16.137094
67,,68,-0.685,-0.084,,24.534551999999998,17.270622,17.122532,,102.95210361480713,14.443044,1360,13.57058,15.119228,21.241684,1.2395592,3.435564,0.11,17.270622,-181.35225,84.29002,9.424852,0.9999994000000001,9.883661,31.295708,18.902090346903087,16.151587
68,,69,-0.626,-0.073,,23.256498,17.270622,17.110403,,105.34766268730164,16.352846,1380,13.613604,15.104629500000001,16.395092,0.95763886,2.8412309,0.11,17.270622,-157.85384,66.07708000000001,0.33590811,0.9999994000000001,13.978679000000001,28.552233,18.889540803614945,16.165482
69,,70,-0.574,-0.065,,34.39184,17.270622,17.150816,,107.86832523345949,13.414538,1400,13.609515,15.090241,15.458104999999998,0.9024105,1.8367361,0.11,17.270622,-137.32886000000002,63.168735999999996,31.917816,0.9999994000000001,31.917816,34.263878000000005,18.930091509681436,16.179558
70,,71,-0.637,-0.075,,28.656622,17.270622,17.083763,,109.81988573074341,6.375272,1420,13.504998,15.0760565,21.974232,1.2832544,3.179407,0.11,17.270622,-156.8971,91.11106,14.101273,0.9999994000000001,14.418751,32.838287,18.85910354872932,16.192293
71,,72,-0.618,-0.072,,32.261295000000004,17.270622,17.128698,,111.68891859054564,15.625503,1440,13.537451999999998,15.062071,22.965677,1.3414149,2.9937384,0.11,17.270622,-148.13289,96.58188,12.55743,0.9999994000000001,18.889329999999998,34.503506,18.909003265408504,16.2053
72,,73,-0.605,-0.07,,32.004025,17.270622,17.035782,,114.02731919288635,12.6699915,1460,13.529117999999999,15.048276999999999,22.499939,1.3151173999999999,2.9997344,0.11,17.270622,-141.44412,96.00357,11.306878,0.9999994000000001,19.275864000000002,34.014706,18.813685623770038,16.216675
73,,74,-0.586,-0.067,,31.364609,17.270622,17.077084,,116.37235450744629,13.45321,1480,13.531282999999998,15.034672,21.373215,1.249722,2.948528,0.11,17.270622,-133.22339,92.47943000000001,12.747326,0.9999994000000001,19.170157999999997,33.087955,18.853955893813698,16.228302
74,,75,-0.588,-0.067,,30.961123999999998,17.270622,17.072115,,118.60048007965088,15.453748000000001,1500,13.559266000000001,15.021249,22.407444,1.3104752,3.1744857000000004,0.11,17.270622,-131.80428,98.285645,15.244507999999998,0.9999994000000001,15.244507999999998,33.288338,18.850386443161714,16.239553
75,,76,-0.529,-0.059,,24.196839999999998,17.270622,17.090185,,120.67612552642822,12.122309,1520,13.543515,15.008003,13.022138,0.7619836,2.3933187,0.11,17.270622,-110.69436,57.91075,0.38712156,0.9999994000000001,18.13719,27.454502,18.868282034046306,16.250746
76,,77,-0.525,-0.058,,61.967597999999995,17.270622,17.101589999999998,,122.52059650421144,16.177147,1540,13.574123,14.994931,23.957388,1.4013125,1.7412497,0.11,17.270622,-107.74298999999999,107.90106000000002,58.60789499999999,0.9999994000000001,58.60789499999999,43.79443,18.879913638288528,16.261795000000003
77,,78,-0.521,-0.058,,58.267212,17.270622,17.032873000000002,,125.18244433403015,8.895699,1560,13.516467,14.982028,26.617538,1.5589331,2.0868819,0.11,17.270622,-105.14225,121.59678999999998,41.527527,0.9999994000000001,41.527527,43.169144,18.809849587710236,16.27168
78,,79,-0.517,-0.057,,45.416140000000006,17.270622,17.078608,,128.49040007591248,13.969423,1580,13.526639000000001,14.969289000000002,21.237038000000002,1.2437527,2.1634700000000002,0.11,17.270622,-102.28165,98.25646,0.34002623,0.9999994000000001,31.962196000000002,37.202705,18.85685672789779,16.281897
79,,80,-0.512,-0.056,,39.8529,17.270622,17.172693,,130.93074297904968,14.498218,1600,13.540227999999999,14.956710000000001,19.611083999999998,1.1480135,2.3045017999999997,0.11,17.270622,-99.07515,91.84108,7.415903599999999,0.9999994000000001,27.739433000000002,34.599678000000004,18.954625773281702,16.293029999999998
80,,81,-0.505,-0.056,,37.986571999999995,17.270622,17.074735999999998,,133.13273811340332,17.832819,1620,13.593839000000001,14.944287,19.452703,1.1388832,2.4284778,0.11,17.270622,-95.5066,92.24954,11.09252,0.9999994000000001,25.847391000000002,33.676117,18.85150202306266,16.302681
81,,82,-0.497,-0.054,,37.291121999999994,17.270622,17.129694,,136.18507885932922,15.252248000000002,1640,13.614683,14.932017000000002,19.4393,1.1378311,2.5019934,0.11,17.270622,-91.625854,93.30215,10.764463000000001,0.9999994000000001,25.179264,33.24479,18.90871878410969,16.312767
82,,83,-0.488,-0.053,,38.00274,17.270622,17.014461999999998,,139.52963900566098,12.864013,1660,13.606297,14.919896,20.036089999999998,1.1735826999999999,2.5631668999999997,0.11,17.270622,-87.491325,97.407364,13.958603,0.9999994000000001,24.937804999999997,33.512093,18.791310351537195,16.321222
83,,84,-0.475,-0.052,,37.780453,17.270622,17.108204,,141.03693556785583,16.775562,1680,13.645078,14.90792,19.598898000000002,1.147935,2.5522866,0.11,17.270622,-82.529724,96.42654399999999,9.133216000000001,0.9999994000000001,25.582367,33.132346999999996,18.88699205527936,16.33059
84,,85,-0.456,-0.049,,39.380947,17.270622,17.098461,,141.89468050003055,14.905816,1700,13.660686499999999,14.896085000000001,19.554539000000002,1.1453732,2.4721782,0.11,17.270622,-75.55922,97.35672,14.059873999999999,0.9999994000000001,27.472922999999998,33.526527,18.87713136686832,16.339622
85,,86,-0.476,-0.052,,31.638004,17.270622,17.175337,,144.11049056053162,15.015016000000001,1720,13.677113,14.884389,19.674717,1.1510049999999998,3.1287192999999998,0.11,17.270622,-80.447334,98.986435,13.761289999999999,0.9999994000000001,14.916085999999998,30.714775,18.955490497529908,16.349339999999998
86,,87,-0.451,-0.049,,33.90768,17.270622,17.118216,,147.01701331138608,12.970966,1740,13.670085999999998,14.8728285,19.373846,1.1334289,2.9081411,0.11,17.270622,-72.00347,98.60831999999999,10.325609,0.9999994000000001,19.225414,31.251278000000003,18.89727908483224,16.358179999999997
87,,88,-0.44,-0.047,,29.860628000000002,17.270622,17.05434,,149.94405031204226,18.719788,1760,13.728269000000001,14.8614,17.047625,0.9975231,2.939725,0.11,17.270622,-67.72593,87.782036,4.6669884,0.9999994000000001,17.600251999999998,28.797447,18.832700815186023,16.36609
88,,89,-0.398,-0.042,,18.779993,17.270622,17.038854999999998,,152.7682912349701,15.462201,1780,13.747195000000001,14.8501005,9.45984,0.55398905,2.6254017000000003,0.11,17.270622,-54.831880000000005,49.305027,7.637924000000001,0.9999994000000001,13.266502,22.616395999999998,18.817159287881,16.37365
89,,90,-0.416,-0.044,,31.605015,17.270622,16.958270000000002,,155.11514735221863,15.052534,1800,13.756573000000001,14.838926999999998,16.577698,0.97231394,2.768809,0.11,17.270622,-58.982098,87.508255,22.196266,0.9999994000000001,22.196266,29.052826,18.732479944655573,16.380144
90,,91,-0.44,-0.047,,30.068943,17.270622,17.13954,,157.6183795928955,15.045356,1820,13.769882999999998,14.827876999999999,19.689375,1.1531577,3.4898915,0.11,17.270622,-65.01733399999999,104.93735,9.915137,0.9999994000000001,13.505126,29.586887,18.91952356476724,16.388489
