,Iteration,SqrtESSClassic,MISE,IWMin,Bound,TimestepsSoFar,IWFirstEpisode,IWNorm1,ReturnMin,DenMISELogLast,IWLastEpisode,DenMISELogFirst,target_sum_log_mean,ReturnLastEpisode,LQGsigma,ReturnStepMax,ReturnAbsMax,TimeElapsed,LQGmu1,IWMax,IWNorm2,URet,LQGmu01,DenMISEMeanLog,IWMean,ReturnMax,ReturnMean
562,563,2.9774625,7.538661,,8.121056,11260,,481.08154,,16.016588,0.0026653607,15.669317000000001,-307.197,8.907735,0.11,0.9999998999999999,17.253666,9085.308877706528,0.214,73.66984000000001,161.57433999999998,9.784022940824906,0.022,10.282428999999999,0.85449654,17.253666,13.818745000000002
563,564,4.104503,9.937755000000001,,10.360231,11280,3.981582299999999e-23,560.25134,,12.729475,,15.667542000000001,-235.90947000000003,8.804727999999999,0.11,0.9999998999999999,17.253666,9115.404407262802,0.007,45.255665,136.49675,9.671712071713936,0.001,10.286442999999998,0.9933533999999999,17.253666,13.809854500000002
564,565,4.5003660000000005,13.847743,,14.233057999999998,11300,0.005222267,536.2345,,-2.6287248,7.988726999999999e-34,15.6657715,-309.83783,9.645522999999999,0.11,0.9999998999999999,17.253666,9143.180663347244,-0.061,37.336628000000005,119.15352,10.579612097355078,-0.006,10.263524,0.9490876,17.253666,13.802484
565,566,2.4393960999999997,4.579791999999999,,5.2906474999999995,11320,,293.31177,,11.177355,,15.664012,-288.3665,13.931169500000001,0.11,0.9999998999999999,17.253666,9176.548096179962,0.194,69.93073000000001,120.239494,15.440152594703244,0.02,10.265013,0.5182187,17.253666,13.8027115
566,567,1.6972300999999999,5.654162400000001,,6.6758614000000005,11340,,359.45328,,-15.549462,0.00034199716,15.662247,-257.96506,8.891039,0.11,0.9999998999999999,17.253666,9199.577048063278,0.159,200.39473999999998,211.78817999999998,9.759392488637188,0.016,10.218598,0.6339564,17.253666,13.794048000000002
567,568,1.2261753,7.366471300000001,,8.780672000000001,11360,,470.9317,,13.445352,378.41528,15.660485000000001,-274.01074,8.8839445,0.11,0.9999998999999999,17.253666,9229.456892728806,0.179,378.41528,384.06555,9.758031299538816,0.018,10.223535,0.8291050999999999,17.253666,13.785404000000002
568,569,2.7729392,7.504269,,8.12962,11380,3.8533527000000005e-34,462.4067,,7.5029554,,15.658726000000001,-222.12077000000002,8.889942,0.11,0.9999998999999999,17.253666,9260.198489189148,0.031,115.79231000000001,166.75688,9.763067933019308,0.003,10.218171,0.8126656,17.253666,13.7768
569,570,4.469586,16.112161999999998,,16.50013,11400,1.5528326999999997e-11,551.0603,,11.207654,,15.656970000000001,-548.4038,9.104435,0.11,0.9999998999999999,17.253666,9284.846239805222,-0.203,40.972167999999996,123.29113000000001,10.001274745777383,-0.021,10.219511,0.96677244,17.253666,13.768603
570,571,3.4700847,2.9621801,,3.4618967000000005,11420,,197.59378,,-14.227162,,15.655217000000002,-611.56036,16.31233,0.11,0.9999998999999999,17.253666,9316.09130692482,0.689,35.6053,56.942062,18.06192226868169,0.084,10.1766,0.34604865,17.253666,13.773057999999999
571,572,6.9526377,8.613941,,8.863352,11440,,573.26465,,-15.559479999999999,6.2106243e-34,15.653467000000001,-474.7747,8.702418,0.11,0.9999998999999999,17.253666,9344.93444609642,0.416,14.384058,82.45283,9.540821745884386,0.044,10.130457,1.002211,17.253666,13.764194
572,573,6.773025,8.141191000000001,,8.397215,11460,,543.2142,,14.757137,12.594574,15.651720999999998,-484.4255,8.5557785,0.11,0.9999998999999999,17.253666,9373.978385925291,0.432,14.536066,80.20259,9.396160461698916,0.046,10.13852,0.9480178,17.253666,13.755103
573,574,4.0659485,13.153266,,13.579749,11480,2.9472299e-06,540.26886,,13.660326000000001,,15.649977,-291.18375,8.553469,0.11,0.9999998999999999,17.253666,9404.684726953506,-0.045,44.628440000000005,132.87646,9.39277371305962,-0.004,10.144549000000001,0.94123495,17.253666,13.746041
574,575,5.8045745,15.602119,,15.90086,11500,22.170393,574.2881,,-15.564710999999999,8.9534867e-38,15.648235999999999,-381.21667,12.365255,0.11,0.9999998999999999,17.253666,9434.713047266006,-0.103,23.802536,98.93715999999999,13.710341048859522,-0.01,10.099692999999998,0.9987619000000001,17.253666,13.74364
575,576,4.5604005,15.089592999999999,,15.469835,11520,0.23936911,580.6226,,9.575792,37.310726,15.684331,-331.77083999999996,14.894715,0.11,0.9999998999999999,17.253666,9468.222808361052,-0.073,41.16873,127.318344,16.528603090222106,-0.007,10.098757,1.0080254000000002,17.253666,13.745639
576,577,5.839669000000001,15.383838,,15.680782,11540,18.852608,561.4728,,10.722183,3.4210974999999997,15.683012,-401.39288,15.167968,0.11,0.9999998999999999,17.253666,9501.052068948746,-0.116,21.597704,96.14805,16.801885434280482,-0.012,10.0998125,0.97308975,17.253666,13.748103
577,578,5.38069,16.537054,,16.85933,11560,,559.028,,15.106541,,15.713431,-849.12805,16.17011,0.11,0.9999998999999999,17.253666,9535.599958658218,-0.778,29.056652000000003,103.895226,17.893642340690167,-0.104,10.108405,0.9671765,17.253666,13.752295000000002
578,579,8.049996,18.58016,,18.79557,11580,,629.8386,,11.148653999999999,0.87569857,15.711701999999999,-859.0013,16.945839000000003,0.11,0.9999998999999999,17.253666,9567.225013494492,-0.939,12.965278999999999,78.24086,18.722316907316493,-0.171,10.11012,1.0878041999999999,17.253666,13.757810000000001
579,580,5.468773400000001,17.95767,,18.274754,11600,,617.84753,,11.675241999999999,3.451806e-07,15.709976999999999,-873.7796599999999,17.156423999999998,0.11,0.9999998999999999,17.253666,9595.714956998825,-0.992,31.23886,112.977356,18.927567370766813,-0.269,10.112956,1.0652542999999999,17.253666,13.763670000000001
580,581,5.6078362,18.591831,,18.901052,11620,,632.0171,,14.863766,8.3593674e-11,15.708255,-849.23785,17.050182,0.11,0.9999998999999999,17.253666,9619.86803340912,-0.858,34.133365999999995,112.70248400000001,18.81375469483736,-0.128,10.121216,1.0878091,17.253666,13.769326000000001
581,582,4.950678,16.99726,,17.347527,11640,,585.04626,,16.500938,1.1277992e-07,15.706534,-866.6615,17.168986999999998,0.11,0.9999998999999999,17.253666,9648.218009471891,-0.987,37.71232,118.17498,18.94962965911391,-0.245,10.1322975,1.0052341,17.253666,13.775167000000001
582,583,7.885016,17.881098,,18.101015,11660,,610.3556,,9.880732,0.008705725,15.704818,-854.9478,16.937115,0.11,0.9999998999999999,17.253666,9673.39066505432,-0.952,13.707521,77.40701999999999,18.686085907562802,-0.183,10.131841,1.0469221,17.253666,13.780592
583,584,5.1635313,14.624217000000002,,14.960045000000001,11680,,499.79984,,13.8631935,4.5187476999999995e-17,15.703104000000002,-836.2710599999999,16.93893,0.11,0.9999998999999999,17.253666,9697.247101545334,-0.709,32.76709,96.79419,18.698587927781052,-0.088,10.138297,0.8558216000000001,17.253666,13.785998999999999
584,585,5.714438400000001,18.228214,,18.531666,11700,,623.7921,,13.427095999999999,0.5717991,15.701393,-842.5782,17.046549,0.11,0.9999998999999999,17.253666,9723.360252380373,-0.843,30.446465000000003,109.1607,18.824759770052978,-0.123,10.143652000000001,1.0663114,17.253666,13.791573999999999
585,586,7.533784,17.405287,,17.635458,11720,,597.3821,,14.9867525,0.0012118852,15.699685,-851.362,17.119235999999997,0.11,0.9999998999999999,17.253666,9757.077754497528,-0.957,18.021393,79.29375999999999,18.898985879462508,-0.189,10.152002,1.0194234,17.253666,13.797251999999999
586,587,8.203097,18.32774,,18.539131,11740,,629.7912,,9.811396,9.490839999999999,15.697981,-847.4069999999999,17.173904,0.11,0.9999998999999999,17.253666,9783.188847780228,-0.941,12.311060000000001,76.7748,18.952365711390904,-0.173,10.151441,1.0728981000000002,17.253666,13.803004000000001
587,588,4.312104,7.762908,,8.165046,11760,,521.6847,,17.74079,,15.696279,-342.7536,17.160646,0.11,0.9999998999999999,17.253666,9807.165238142014,0.253,40.822379999999995,120.98147,18.942059159582122,0.026,10.164458,0.8872189,17.253666,13.808713000000001
588,589,5.885781,7.106279400000001,,7.400897500000001,11780,,488.08984000000004,,-15.588766,,15.694579000000001,-508.51815999999997,9.02013,0.11,0.9999998999999999,17.253666,9836.71896457672,0.469,21.423233,82.92695,9.886816673701931,0.051,10.120511,0.82867545,17.253666,13.800583999999999
589,590,7.0128303,8.310288,,8.557558,11800,,570.881,,11.324415,14.044288,15.692882999999998,-482.85445999999996,8.582057,0.11,0.9999998999999999,17.253666,9868.39152097702,0.429,14.044288,81.40522,9.423639566345212,0.046,10.122247999999999,0.96759486,17.253666,13.791738500000001
590,591,7.212978,8.819039,,9.059447,11820,,606.0138,,13.401145999999999,11.197915,15.691189000000001,-464.74298,8.585153,0.11,0.9999998999999999,17.253666,9892.29735612869,0.403,14.575308999999999,84.01714,9.426072830868945,0.043,10.127725,1.0254040999999998,17.253666,13.782928
591,592,4.8164387,8.575419,,8.935449,11840,,581.90857,,17.343431,3.1199952e-06,15.689499,-362.97412,8.58719,0.11,0.9999998999999999,17.253666,9918.25227069855,0.277,30.210161,120.81718400000001,9.431309488979128,0.028,10.139939,0.98295367,17.253666,13.774151999999999
592,593,4.975441,8.428884,,8.777407,11860,,572.0459999999999,,13.90715,12.835241,15.687810999999998,-349.00558,8.712494,0.11,0.9999998999999999,17.253666,9944.741397857666,0.263,30.192390000000003,114.97393000000001,9.56854697884706,0.027,10.1462345,0.96466446,17.253666,13.765616
593,594,6.942213499999999,8.853991,,9.103775,11880,,610.93494,,14.676795000000002,0.00019605074,15.686126000000002,-451.85107,8.727822,0.11,0.9999998999999999,17.253666,9970.983477830887,0.388,16.82679,88.0029,9.586825311408834,0.041,10.15377,1.02851,17.253666,13.757136
594,595,7.320195699999999,8.871862,,9.108749000000001,11900,,613.6631,,16.922214999999998,14.235527,15.684443,-459.2363,8.608847,0.11,0.9999998999999999,17.253666,10000.270672082901,0.399,14.343743,83.83151,9.455337748624355,0.042,10.165177,1.0313666,17.253666,13.748484
595,596,4.9426184,8.099048,,8.449885,11920,,552.2546,,11.066283,0.059202199999999996,15.682765,-344.38097999999997,8.659914,0.11,0.9999998999999999,17.253666,10031.791962862017,0.26,30.820460999999998,111.7332,9.510789214461939,0.027,10.166727,0.92660165,17.253666,13.739946
596,597,3.1091073,7.5074844,,8.06522,11940,,507.7872,,12.444997,3.176749e-05,15.681088,-296.71494,8.718217,0.11,0.9999998999999999,17.253666,10066.180077075958,0.209,62.43899999999999,163.32251000000002,9.574107163643527,0.021,10.170392,0.85056484,17.253666,13.731535000000001
597,598,3.1002111,6.3175445,,6.87688,11960,,429.4139,,14.731864000000002,57.105472999999996,15.679414999999999,-313.56448,8.788910000000001,0.11,0.9999998999999999,17.253666,10095.463772773744,0.228,70.01054,138.51118,9.653141864250188,0.023,10.177713,0.71808344,17.253666,13.7232685
598,599,2.9984187999999996,6.4300184,,7.0083427,11980,,436.1261,,9.309951,1.4406456,15.677744,-291.75214,8.778818,0.11,0.9999998999999999,17.253666,10121.187403202055,0.204,60.500094999999995,145.45203,9.643098672407515,0.021,10.175755,0.7280903000000001,17.253666,13.715013500000001
599,600,5.155964,8.991802999999999,,9.328124,12000,,618.4416,,13.484619,0.49197578,15.676076,-357.41324,8.789691,0.11,0.9999998999999999,17.253666,10155.634121656418,0.277,27.566225,119.94684,9.65393507187285,0.028,10.180767999999999,1.030736,17.253666,13.706805
600,601,2.7181077,4.605314,,5.2432795,12020,,312.68066,,7.9215617,7.5469155999999995e-06,15.67441,-281.46866,8.741039,0.11,0.9999998999999999,17.253666,10185.98167681694,0.194,67.04514,115.036156,9.598644945438766,0.02,10.177031,0.5202673,17.253666,13.698542999999999
601,602,3.9004257000000004,6.0691690000000005,,6.513751,12040,,421.99564000000004,,9.786856,8.950689e-15,15.672748,-396.66995,8.845842999999999,0.11,0.9999998999999999,17.253666,10221.315843105316,0.324,50.410496,108.1922,9.717101147432736,0.034,10.175559,0.7009894,17.253666,13.690481
602,603,7.4221377,8.687813,,8.921446000000001,12060,,609.16943,,7.6553664,1.6864302,15.671088000000001,-456.43192,8.664168,0.11,0.9999998999999999,17.253666,10256.850604534151,0.404,13.684351000000001,82.07466,9.512800968505637,0.043,10.170860000000001,1.0102313,17.253666,13.682146
603,604,7.5060606,8.666193,,8.897214,12080,,608.7025,,5.059485400000001,10.861603,15.669431,-456.91965,8.621755,0.11,0.9999998999999999,17.253666,10291.470794916153,0.406,13.257864000000001,81.0948,9.466490508551855,0.043,10.1624,1.0077857,17.253666,13.673767999999999
604,605,6.441175,7.241378999999999,,7.510593400000001,12100,,510.70154,,18.165863,7.275942999999999,15.667777,-490.61417,8.602522,0.11,0.9999998999999999,17.253666,10323.694808244705,0.461,18.219797,79.28702,9.44693776240216,0.05,10.175628,0.84413475,17.253666,13.665385999999998
605,606,4.6604980000000005,7.717271,,8.089347,12120,,541.1496599999999,,12.39068,0.112562135,15.666125,-407.63135,8.568056,0.11,0.9999998999999999,17.253666,10352.21977853775,0.34,41.121292,116.11413,9.408387550280032,0.035,10.179012,0.89298624,17.253666,13.656974
606,607,3.4230592000000004,7.0464244,,7.553006,12140,,485.98322,,11.183962,2.0725229999999998e-05,15.664476,-305.32666,8.681569999999999,0.11,0.9999998999999999,17.253666,10384.477521181108,0.224,61.113856999999996,141.97336,9.535878416826916,0.023,10.180464,0.80063134,17.253666,13.648776999999999
607,608,1.7519793999999997,6.725728,,7.715499,12160,,460.3171,,9.483791,8.975994e-05,15.66283,-268.28427,8.773909,0.11,0.9999998999999999,17.253666,10414.509400129318,0.181,203.55671999999998,262.74118,9.638047070329852,0.018,10.178948,0.7571005000000001,17.253666,13.640759
608,609,3.4810843,7.2651286,,7.763266000000001,12180,,492.60962,,12.926428999999999,1.0125422e-12,15.661187,-232.32112,8.840334,0.11,0.9999998999999999,17.253666,10443.969869852066,0.129,66.36979000000001,141.51039,9.71072318489265,0.013,10.182935,0.8088828,17.253666,13.632878
609,610,4.8324112999999995,10.062261999999999,,10.421101,12200,,682.1180400000001,,11.800627,5.856853,15.659545999999999,-224.53898999999998,8.966280000000001,0.11,0.9999998999999999,17.253666,10486.305216789246,0.113,34.93042,141.1548,9.84927872361467,0.011,10.185235,1.1182263000000001,17.253666,13.625226999999999
610,611,2.4556223999999998,7.228369,,7.934528,12220,,488.83617999999996,,6.453231,1.5905141e-05,15.657907999999999,-217.37825,8.968592,0.11,0.9999998999999999,17.253666,10524.297782897951,0.087,100.7946,199.06815,9.850665362385143,0.009,10.17928,0.8000592,17.253666,13.617606
611,612,3.514021,7.8874655,,8.380934,12240,,538.18085,,12.26967,7.33164e-07,15.656273,-233.28201,9.036894,0.11,0.9999998999999999,17.253666,10554.970950126648,0.133,73.36944,153.15243999999998,9.925837343411883,0.013,10.182288,0.87938046,17.253666,13.610122
612,613,2.9536683999999997,9.043942999999999,,9.63103,12260,1.9424648999999997e-26,579.4458599999999,,15.531738,,15.654639999999999,-238.67857,8.95923,0.11,0.9999998999999999,17.253666,10590.844184875488,0.015,101.932755,196.17838,9.839579312834648,0.002,10.190771,0.94526243,17.253666,13.602534
613,614,3.8299205,9.3094,,9.762166,12280,1.7732307999999997e-38,622.9128,,2.8309126,0.0013753874,15.65301,-223.51712,11.248357,0.11,0.9999998999999999,17.253666,10617.790179729462,0.039,57.51171,162.64378,12.400076471064944,0.004,10.178621000000001,1.0145159,17.253666,13.5987
614,615,4.0913889999999995,8.934592,,9.358423,12300,,599.03156,,9.487921,4.1265645,15.651382,-222.35721,9.192675,0.11,0.9999998999999999,17.253666,10654.005310297012,0.041,45.430946,146.41275,10.093323853121897,0.004,10.17747,0.974035,17.253666,13.591536499999998
615,616,2.716988,11.155825,,11.794053,12320,6.528314e-29,731.9831,,10.647364999999999,52.692733999999994,15.649757999999999,-233.54707000000002,9.41261,0.11,0.9999998999999999,17.253666,10686.660342693327,0.02,123.3617,269.40976,10.326829438019855,0.002,10.178146,1.1882843,17.253666,13.584751999999998
616,617,4.734481,15.595891,,15.9621525,12340,3.2018263000000004e-05,584.4951,,7.582224000000001,,15.648136,-536.1195,9.431064,0.11,0.9999998999999999,17.253666,10719.713797569277,-0.172,36.64386,123.45495600000001,10.372749100532236,-0.017,10.1741085,0.94731784,17.253666,13.57802
617,618,1.7945567,6.8422217000000005,,7.808510000000001,12360,,475.3544,,-8.70045,,15.646517000000001,-256.89273,15.995748,0.11,0.9999998999999999,17.253666,10745.804264068604,0.17,181.53336000000002,264.8868,17.726733315413327,0.017,10.143450999999999,0.7691819000000001,17.253666,13.581932
618,619,4.857341,7.352580000000001,,7.709577599999999,12380,,522.8479,,-15.638446,,15.6449,-365.8946,9.160708,0.11,0.9999998999999999,17.253666,10780.066586256027,0.294,37.890152,107.64076999999999,10.041167394968094,0.03,10.101303,0.8446654,17.253666,13.57479
619,620,5.6100445,9.14291,,9.452009,12400,,649.09033,,5.9159274,15.850125,15.643285999999998,-341.11252,8.708722999999999,0.11,0.9999998999999999,17.253666,10820.140147924423,0.267,26.226952,115.70146000000001,9.561642471699482,0.027,10.094275999999999,1.04692,17.253666,13.566939999999999
620,621,7.226988,8.709757000000002,,8.949699,12420,,628.16113,,13.925694,0.0036498591999999997,15.641673999999998,-436.28604,8.715346,0.11,0.9999998999999999,17.253666,10852.097346544266,0.385,16.233715,86.9188,9.571822087303447,0.041,10.100498,1.0115315999999999,17.253666,13.559129
621,622,5.0050297,13.246169,,13.592632,12440,0.025805185,503.9992,,10.730798,,15.640065,-504.5938,8.624042,0.11,0.9999998999999999,17.253666,10880.764406204224,-0.153,30.901359999999997,100.69855,9.474264374968724,-0.015,10.101514,0.81028813,17.253666,13.551194
622,623,3.9070796999999997,12.628416,,13.072241,12460,7.856233000000001e-07,567.7816,,-15.644886999999999,4.3666436999999995e-31,15.6385,-302.8428,15.930944,0.11,0.9999998999999999,17.253666,10921.36505317688,-0.042,50.576675,145.32123,17.658996428100032,-0.004,10.059863,0.91136694,17.253666,13.555014000000002
623,624,4.0722213,10.996955999999999,,11.422782000000002,12480,5.1839275e-19,648.6532,,9.43852,0.00018180523,15.636895999999998,-253.34636,13.933342000000001,0.11,0.9999998999999999,17.253666,10960.970433712006,-0.003,52.45738000000001,159.28731000000002,15.462060400524434,-0.0,10.058686,1.0395083,17.253666,13.555620000000001
624,625,4.448930000000001,8.463135000000001,,8.852903999999999,12500,,577.1004,,3.9352877,3.7743412e-08,15.635295000000001,-220.05913999999999,10.215100999999999,0.11,0.9999998999999999,17.253666,10995.89405012131,0.044,37.619175,129.71667,11.2570427290574,0.004,10.048903,0.92336065,17.253666,13.550275
625,626,3.0934465,12.594391,,13.154948999999998,12520,1.0896253999999999e-31,846.80804,,13.222245000000001,97.423386,15.633697,-228.77621000000002,9.232064999999999,0.11,0.9999998999999999,17.253666,11025.9017367363,0.026,123.37211599999999,273.74258,10.1432534671438,0.003,10.053817,1.3527285,17.253666,13.543378
626,627,3.2209866000000003,11.415239999999999,,11.953603,12540,1.3832181e-31,768.9049,,3.992553,21.754951000000002,15.6321,-228.53243999999998,9.141964,0.11,0.9999998999999999,17.253666,11056.678586006165,0.026,103.620346,238.71721000000002,10.041482126972948,0.003,10.044577,1.2263236000000002,17.253666,13.536359
627,628,6.011977,15.909885000000001,,16.198318,12560,20.182234,631.5829,,14.906827,,15.630506500000001,-428.78592000000003,9.142097,0.11,0.9999998999999999,17.253666,11087.718590021133,-0.115,22.31506,105.05411000000001,10.043210226145037,-0.012,10.052574,1.0057052,17.253666,13.529359
628,629,6.9962089999999995,16.076597,,16.324453,12580,,592.54175,,1.5794945,,15.660547,-871.8611,15.428476999999999,0.11,0.9999998999999999,17.253666,11118.265078783037,-0.485,16.70994,84.69469000000001,17.093200484232227,-0.053,10.039093,0.94203776,17.253666,13.532379999999998
629,630,6.1848626,14.590651999999999,,14.871023999999998,12600,,539.4429,,4.1054416,8.039545,15.658957999999998,-841.6371,16.791294,0.11,0.9999998999999999,17.253666,11149.100237369536,-0.421,23.640762,87.219864,18.564536204299873,-0.045,10.02957,0.8562584999999999,17.253666,13.537552999999999
630,631,7.1472014999999995,16.250695999999998,,16.493317,12620,,600.7760599999999,,12.313938,13.2163315,15.657372,-873.10205,17.195543,0.11,0.9999998999999999,17.253666,11181.4746863842,-0.497,15.835507000000002,84.057526,18.977122192591878,-0.054,10.032948,0.9521014999999999,17.253666,13.543349
631,632,6.0582814,17.811106,,18.097336,12640,,658.56665,,13.5827675,4.2487023e-05,15.655789000000002,-916.3589999999999,17.180056,0.11,0.9999998999999999,17.253666,11214.924890995027,-0.883,28.671609999999998,108.70518999999999,18.96174408826241,-0.138,10.038477,1.0420358,17.253666,13.549103
632,633,6.3553133,17.154676000000002,,17.427528,12660,,645.7399,,13.802554,4.0589526e-07,15.654207999999999,-939.8558300000001,17.111526,0.11,0.9999998999999999,17.253666,11249.497122764587,-0.996,23.014020000000002,101.60631,18.88963110967513,-0.297,10.044468,1.0201262,17.253666,13.55473
633,634,7.2397504,17.008074,,17.247593,12680,,631.616,,12.434073,1.3087453e-09,15.652629999999998,-921.57416,16.780037,0.11,0.9999998999999999,17.253666,11279.331217765808,-0.961,22.988070999999998,87.24279,18.518710385993614,-0.193,10.048249,0.9962398000000001,17.253666,13.559820000000002
634,635,7.332453,16.895798000000003,,17.132288,12700,,628.4288,,14.561466000000001,7.4459867,15.651053,-920.09204,17.07423,0.11,0.9999998999999999,17.253666,11314.666424036026,-0.961,22.195145,85.705124,18.84806802815419,-0.193,10.055338,0.9896516,17.253666,13.565354000000001
635,636,5.900993,17.809078,,18.102938,12720,,662.5428,,8.778186999999999,0.00065716135,15.649479999999999,-908.3758,17.062834,0.11,0.9999998999999999,17.253666,11345.801199197771,-0.846,30.645864000000003,112.2765,18.834428372641113,-0.123,10.053302,1.041734,17.253666,13.570853
636,637,6.559257000000001,17.795965,,18.060333,12740,,663.1571,,13.749609,20.344988,15.647909,-909.8919699999999,17.149279999999997,0.11,0.9999998999999999,17.253666,11368.354776144028,-0.894,26.557676,101.10247,18.928786289710924,-0.143,10.059147,1.0410629999999998,17.253666,13.576469
637,638,4.5323153,15.725760000000001,,16.10836,12760,,590.29755,,16.470651999999998,2.6111582000000005e-06,15.646339999999999,-773.76685,17.23623,0.11,0.9999998999999999,17.253666,11396.229008197783,-0.341,41.067326,130.24194,19.020112936415693,-0.036,10.069241,0.9252313,17.253666,13.582206
638,639,6.1330066,16.038432999999998,,16.321175,12780,20.193266,657.7687400000001,,12.068067999999998,8.679334999999999e-17,15.644773999999998,-396.30716,16.981462,0.11,0.9999998999999999,17.253666,11425.354038715364,-0.101,24.160345,107.25062,18.755234663495415,-0.01,10.072224,1.0293721,17.253666,13.587527
639,640,5.628776599999999,15.105388,,15.413457999999999,12800,7.7929378,629.10315,,-1.7162023000000002,0.009415165999999999,15.674323000000001,-377.2088,16.323418,0.11,0.9999998999999999,17.253666,11456.316645622252,-0.091,29.537825,111.765526,18.04660275792723,-0.009,10.053828999999999,0.9829737,17.253666,13.5918
640,641,4.075219000000001,12.579664999999999,,13.005177999999999,12820,8.409655e-07,581.2246,,7.837358500000001,0.08722567,15.684864000000001,-297.49707,15.099651999999999,0.11,0.9999998999999999,17.253666,11491.699294328691,-0.042,47.494583,142.62413,16.736156888323062,-0.004,10.050322999999999,0.9067466999999999,17.253666,13.594152
641,642,5.005810299999999,13.974431,,14.320839999999999,12840,0.0076017383999999995,547.9122,,11.262457000000001,1.1009404e-15,15.683306,-500.06268,14.781559,0.11,0.9999998999999999,17.253666,11520.21158337593,-0.157,30.768040000000003,109.45523999999999,16.390305801296286,-0.016,10.052029,0.85344577,17.253666,13.596003
642,643,7.1585965,16.245903,,16.488138,12860,,611.7085599999999,,5.7376523,6.414177699999999e-34,15.681760999999998,-863.9078,16.311512,0.11,0.9999998999999999,17.253666,11550.511172533037,-0.515,16.299507000000002,85.450905,18.054959344196625,-0.057,10.045069999999999,0.95133525,17.253666,13.600226000000001
643,644,4.7540073,15.727426999999999,,16.092184,12880,,595.7648,,12.545214999999999,0.013987872,15.680207000000001,-772.1914,16.9308,0.11,0.9999998999999999,17.253666,11585.438168287275,-0.347,39.437607,125.318436,18.705090774543056,-0.036,10.048866,0.92510056,17.253666,13.605397
644,645,3.9371665,17.070034,,17.510468,12900,,649.9054,,12.936556,3.7996554,15.678656,-720.90955,17.08314,0.11,0.9999998999999999,17.253666,11613.994493484497,-0.298,62.750698,165.06932,18.859108857707508,-0.031,10.0532,1.0076053,17.253666,13.610789000000002
645,646,4.9488177,15.036163,,15.386562,12920,8.059134e-06,589.53845,,13.725688,3.3528973e-05,15.677106,-532.04913,17.040623,0.11,0.9999998999999999,17.253666,11647.310411214828,-0.175,34.798984999999995,119.12713000000001,18.81563573152717,-0.018,10.058848,0.91259825,17.253666,13.616098999999998
646,647,5.9044147,14.134491,,14.42818,12940,11.485451,574.248,,14.424152,0.00038469343999999995,15.675559,-430.75967,16.750345000000003,0.11,0.9999998999999999,17.253666,11676.201194047928,-0.122,25.446033,97.25739,18.515617985569765,-0.012,10.065436,0.8875548000000001,17.253666,13.620942999999999
647,648,4.847727,16.519966,,16.877672,12960,,629.71375,,6.8481064,2.3123408999999999e-38,15.691610999999998,-760.6897,15.729773000000002,0.11,0.9999998999999999,17.253666,11708.38198018074,-0.339,37.947144,129.89876999999998,17.414937839078842,-0.035,10.060282,0.9717805,17.253666,13.624197
648,649,5.099305,15.618091,,15.958148999999999,12980,,595.9757,,15.190769,8.024569999999999,15.690069,-767.20447,17.011284,0.11,0.9999998999999999,17.253666,11739.618549108503,-0.348,34.835409999999996,116.87391000000001,18.785760787341626,-0.036,10.068114,0.9182985,17.253666,13.629415
649,650,4.9094553,14.705148999999999,,15.058356,13000,0.0674862,643.5958,,8.007736,7.674136499999999e-25,15.688529,-334.60400000000004,17.085388000000002,0.11,0.9999998999999999,17.253666,11777.819988489153,-0.069,40.515859999999996,131.09312,18.86301471670305,-0.007,10.0647955,0.9901474,17.253666,13.634732000000001
650,651,3.948581,15.929685000000001,,16.368845,13020,4.1815355e-24,615.16614,,-2.771359,1.1689825499999999e-26,15.687095999999999,-652.7738,15.58968,0.11,0.9999998999999999,17.253666,11806.772089958191,-0.251,75.817566,155.79424,17.230058093348113,-0.026,10.045034,0.94495565,17.253666,13.637735000000001
651,652,5.571408,17.349525,,17.660769000000002,13040,,670.3069,,10.093925,,15.685560999999998,-913.2749,16.54203,0.11,0.9999998999999999,17.253666,11839.8052945137,-0.991,33.48271,120.31193999999999,18.303019039739528,-0.262,10.044985,1.0280780999999999,17.253666,13.642192000000001
652,653,5.4125752,17.352342999999998,,17.672718,13060,,670.8482,,14.386047,26.04999,15.684029,-910.1460599999999,16.75838,0.11,0.9999998999999999,17.253666,11866.822343111038,-0.989,33.608727,123.94252,18.501535303055846,-0.252,10.051652,1.0273326999999999,17.253666,13.646963000000001
653,654,4.963031299999999,16.63202,,16.981417,13080,,641.6996,,18.332212,20.324238,15.682498,-905.47327,17.048412,0.11,0.9999998999999999,17.253666,11896.859793663025,-0.983,40.57665,129.2959,18.817872940911247,-0.233,10.064328999999999,0.98119205,17.253666,13.6521635
654,655,5.773496,17.307312,,17.60766,13100,,671.6511,,14.562035,2.9101286,15.68097,-908.7279699999999,16.934912,0.11,0.9999998999999999,17.253666,11925.989386796953,-0.99,30.763903000000003,116.33352,18.689498853043307,-0.261,10.07114,1.0254216,17.253666,13.657174
655,656,6.4966235,16.073618,,16.340533999999998,13120,,628.87604,,12.477549,5.455404,15.679444,-918.3529,16.758186,0.11,0.9999998999999999,17.253666,11955.812178611755,-0.998,20.275394,96.800446,18.488001759530047,-0.324,10.074824000000001,0.9586525,17.253666,13.661902
