,IWMean,IWNorm2,LQGsigma,IWMin,DenMISEMeanLog,TimeElapsed,ReturnAbsMax,LQGmu1,Iteration,IWFirstEpisode,ReturnMean,target_sum_log_mean,IWNorm1,SqrtESSClassic,ReturnMax,LQGmu01,ReturnMin,IWMax,MISE,DenMISELogLast,ReturnStepMax,URet,DenMISELogFirst,TimestepsSoFar,Bound,IWLastEpisode,ReturnLastEpisode
0,0.38999259999999997,0.38999259999999997,0.11,,17.102016,0.376276969909668,15.644507999999998,-0.082,1,0.38999259999999997,15.644507999999998,16.160389000000002,0.38999259999999997,1.0,15.644507999999998,-0.008,,0.38999259999999997,6.101242500000001,17.102016,0.99262077,17.332240856619553,17.102016,20,37.39026,0.38999259999999997,15.644507999999998
1,0.6105838,1.1168236,0.11,,13.036287,16.252492666244507,15.644507999999998,-0.071,2,0.109749615,15.354626999999999,11.984328,1.2211676,1.0934293,15.644507999999998,-0.007,,1.1114178999999997,9.230103,9.334407,0.99262077,16.706675541527947,16.738167,40,37.845591999999996,1.1114178999999997,15.064745000000002
2,1.2993294,2.2685456000000004,0.11,,12.657969,16.953185081481937,15.644507999999998,-0.085,3,1.0719516000000002,15.349673000000001,12.911282,3.897988,1.7182762999999999,15.644507999999998,-0.009,,1.4576178,19.906672,12.2169075,0.99262077,16.996714960294636,16.386126,60,38.116209999999995,1.3684187,15.339766000000001
3,0.02184537,0.07676257,0.11,,13.696454999999998,17.316270351409912,15.644507999999998,-0.054,4,0.0024903293,15.315671,8.814024,0.08738148,1.1383345,15.644507999999998,-0.005,,0.076487266,0.32991958,16.59766,0.99262077,16.86500630272896,16.403954000000002,80,27.816582,0.0036204094,15.213664999999999
4,0.7358874,3.4059043,0.11,,14.580366,18.21176481246948,15.644507999999998,-0.058,5,0.011257775,15.080445999999998,12.048741999999999,3.679437,1.0803113000000002,15.644507999999998,-0.006,,3.397849,10.460188,18.986921,0.99262077,15.681597253691766,16.181433,100,39.42315,3.397849,14.139545000000002
5,1.0375886,2.9576921,0.11,,14.890507999999999,18.77642059326172,15.644507999999998,-0.081,6,1.0320524,14.977688,14.658057999999999,6.2255316,2.1048612999999996,15.644507999999998,-0.008,,1.9777881999999998,15.761447,16.77903,0.99262077,16.030537082058327,16.001360000000002,120,30.626568,0.28474241,14.463898
6,1.1799520000000001,4.2357554,0.11,,14.841219,19.47078347206116,15.644507999999998,-0.091,7,2.4045784,14.836644,13.39895,8.259665,1.9499862000000001,15.644507999999998,-0.009,,2.4045784,18.109867,14.536664000000002,0.99262077,15.520830442952757,16.005928,140,34.155632000000004,0.0059948205,13.990376999999999
7,1.42892,5.864162,0.11,,14.956520000000001,20.133234977722168,15.781695000000001,-0.098,8,2.5404823,14.954775,12.796682,11.43136,1.9493595000000001,15.781695000000001,-0.01,,4.48289,22.214672,15.669715,0.99262077,17.47248436439088,16.167683,160,38.40634,4.48289,15.781695000000001
8,1.6830616999999999,7.803177400000001,0.11,,15.474418,21.11729335784912,15.807175,-0.104,9,2.0390508,15.049485999999998,12.801182,15.147554999999999,1.9412035,15.807175,-0.01,,5.809634,26.374903000000003,19.341175,0.99262077,17.50187264424151,16.325682,180,42.66086,4.399366400000001,15.807175
9,1.2526795,4.9274044,0.11,,14.781270999999998,22.09215450286865,15.807175,-0.098,10,1.9611678,15.099487,13.201723999999999,12.526794,2.5422703999999996,15.807175,-0.01,,2.2249386,19.478378,8.089192,0.99262077,17.202112695614954,16.424536,200,31.913857,2.2249386,15.549498999999999
10,1.4564376,7.303849700000001,0.11,,14.833053,23.198622226715088,15.807175,-0.109,11,1.3363395,15.162592000000002,11.881008,16.020813,2.1934752,15.807175,-0.011,,5.240275,22.843885,15.158564000000002,0.99337405,17.49239101225153,16.508307000000002,220,37.25679,1.420311,15.793647
11,1.2013489,4.9331974999999995,0.11,,14.744472,24.4596107006073,15.807175,-0.099,12,1.7633593,15.176735999999998,13.380543,14.416186999999999,2.9222806,15.807175,-0.01,,1.8716289000000002,18.669802,13.448966,0.9987164000000001,17.009178502368172,16.535948,240,29.488184000000004,1.8590767,15.332325
12,1.4070693,7.365008400000001,0.11,,14.52116,25.582515954971317,16.036867,-0.114,13,0.89286715,15.242901000000002,11.45079,18.2919,2.4836226000000003,16.036867,-0.011,,4.4516067999999995,22.125032,11.677774000000001,0.9987164000000001,17.752952333610608,16.593007999999998,260,35.039124,3.7713017,16.036867
13,1.567436e-06,1.7750905e-05,0.11,,14.614305499999999,26.61265993118286,16.036867,-0.195,14,1.176178e-10,15.249801999999999,-19.780195000000003,2.1945503e-05,1.2363033,16.036867,-0.02,,1.7259945e-05,2.5051984000000003e-05,15.518329000000001,0.9987164000000001,17.00487578670156,16.585327,280,25.943281,3.922566e-13,15.339509
14,1.3717881,20.576710000000002,0.11,,14.105864000000002,27.804193019866943,16.431696,-0.19,15,1.2551296e-09,15.328594,-14.985760999999998,20.576822,1.0000055,16.431696,-0.019,,20.576710000000002,22.540802,7.953572,0.9989562,18.17959951607645,16.516335,300,55.404015,20.576710000000002,16.431696
15,1.2999266,16.703289,0.11,,13.893106,29.130261659622192,16.637884,-0.179,16,1.068392e-07,15.410425,-8.285156,20.798826000000002,1.2451934999999998,16.637884,-0.018,,15.99968,21.421745,10.806172,0.9989562,18.386855623887232,16.451795999999998,320,48.14512,4.7968884,16.637884
16,1.5787381,17.945946,0.11,,13.794916,30.81493091583252,16.637884,-0.168,17,5.579259e-06,15.46791,-2.7309089,26.838547,1.4955214,16.637884,-0.017,,14.264256,25.925383,12.238375999999999,0.99990815,18.125908449252414,16.391170000000002,340,48.17566,14.264256,16.387665
17,1.4263753000000001,14.493026,0.11,,13.915894,32.245646715164185,16.637884,-0.159,18,0.00012254146999999998,15.514747,1.5366268,25.674754999999998,1.7715248,16.637884,-0.016,,9.463482,23.354110000000002,15.74264,0.99990815,18.05442297376204,16.334013,360,42.1378,9.463482,16.31097
18,1.2301135,11.5555,0.11,,13.908363,33.89755702018738,16.637884,-0.149,19,0.0026530786,15.562593,5.2326440000000005,23.372156,2.0226002,16.637884,-0.015,,8.386883000000001,20.126894,13.567697,0.99990815,18.166705853650612,16.279953,380,36.57887,8.386883000000001,16.42385
19,,4.4721363e-10,0.11,,13.890185,35.3915536403656,16.637884,0.192,20,,15.603681,-258.3069,2e-09,4.4721355,16.637884,0.019,,,,13.440392499999998,0.99993694,18.131343574476638,16.2288,400,7.440689,,16.384338
20,1.0347604e-17,4.5825762999999997e-10,0.11,,12.598717,36.80855226516724,16.637884,0.192,21,,15.292567000000002,-248.30752999999999,2.1000002e-09,4.582575299999999,16.637884,0.019,,2.1729968999999998e-16,9.385583000000001e-17,-12.254863,0.99993694,9.943774994231095,16.180007999999997,420,7.2613688,2.1729968999999998e-16,9.070295
21,0.63103867,13.882851,0.11,,12.610113,37.77731466293335,16.637884,0.186,22,,15.000598000000002,-228.14177999999998,13.882851,1.0,16.637884,0.019,,13.882851,5.5968204,13.826364000000002,0.99993694,9.740691486665758,16.13349,440,38.87259,13.882851,8.869219000000001
22,0.7806078000000001,15.750832999999998,0.11,,12.647985,39.84210252761841,16.637884,0.17,23,,14.734731,-195.86867,17.953979999999998,1.1398749,16.637884,0.017,,15.569258999999999,6.934505499999999,13.969868,0.99993694,9.758607072774536,16.089037,460,36.126976,15.569258999999999,8.885652
23,1.6553955000000002,34.322559999999996,0.11,,12.626736,41.41434001922608,16.637884,0.164,24,,14.492142999999999,-180.11597,39.729492,1.1575328999999999,16.637884,0.017,,33.931362,14.746942,12.501253,0.99993694,9.788342437651684,16.046478,480,43.494087,33.931362,8.912626
