,ReturnStepMax,DenMISELogLast,DenMISEMeanLog,IWFirstEpisode,ReturnMax,IWMax,target_sum_log_mean,LQGmu1,ReturnMin,LQGsigma,TimeElapsed,IWMin,TimestepsSoFar,LQGmu01,Bound,IWLastEpisode,ReturnAbsMax,ReturnMean,URet,IWNorm2,SqrtESSClassic,Iteration,IWMean,DenMISELogFirst,IWNorm1,ReturnLastEpisode,MISE
0,0.99233466,13.511501,13.511501,1.1503477,15.807039999999999,1.1503477,13.651566,-0.09,,0.11,0.6524834632873535,,20,-0.009,65.60471,1.1503477,15.807039999999999,15.807039999999999,17.497854397219367,1.1503477,1.0,1,1.1503477,13.511501,1.1503477,15.807039999999999,18.183592
1,0.99233466,19.406055,16.49502,0.97005534,15.807039999999999,2.8043876,16.99541,-0.086,,0.11,23.22057914733887,,40,-0.009,66.43678,2.8043876,15.807039999999999,15.565804,16.976300885580272,2.9674227,1.27196,2,1.8872215,13.583982999999998,3.774443,15.324566,29.154861
2,0.99233466,13.909031,15.786651999999998,0.6909801999999999,15.807039999999999,3.2505229,16.128204,-0.08,,0.11,24.14295959472656,,60,-0.008,58.924484,1.2404665000000001,15.807039999999999,15.390663,16.660644112415277,3.5471269999999997,1.4608921000000001,3,1.7273232,13.573951999999998,5.1819695999999995,15.040384,26.464098
3,0.99233466,15.960763,15.936267,0.05292548,15.807039999999999,2.3999417000000003,14.6002,-0.06,,0.11,25.38290476799011,,80,-0.006,50.972590000000004,0.29475325,15.807039999999999,15.423971,17.198670489321543,2.4219146,1.1871489,4,0.71879333,13.493549,2.8751732999999997,15.523897,11.027205
4,0.99233466,7.481744,14.183972,0.007720115600000001,15.807039999999999,5.4889493,12.126997,-0.051,,0.11,26.566030740737915,,100,-0.005,59.638059999999996,5.4889493,15.807039999999999,15.160472,15.59032212869425,5.537071,1.1385235,5,1.260817,13.28355,6.3040853,14.106473000000001,17.986635
5,0.99233466,17.502083,14.734093,0.0028523828000000004,15.807039999999999,5.8921704,12.591301,-0.047,,0.11,27.894257068634033,,120,-0.005,54.17434,5.8921704,15.807039999999999,14.801944,14.465452052362366,6.3725877,1.367666,6,1.4525952,13.102772,8.715571,13.009306,19.50131
6,0.99233466,11.521896,14.298697,0.040894054,15.807039999999999,2.721698,13.639342000000001,-0.057,,0.11,29.236880779266357,,140,-0.006,39.064064,1.5480093000000001,15.807039999999999,14.678388,15.42666134778404,3.8115056000000003,2.023016,7,1.1015338,12.949097,7.7107368,13.937045000000001,15.6232605
7,0.99233466,14.2946,14.30354,2.0226843999999996e-08,15.807039999999999,0.019785125,3.404352,-0.016,,0.11,31.00223088264465,,160,-0.002,36.987633,9.553155500000001e-05,15.807039999999999,14.662363000000001,16.117398016367236,0.020784846000000003,1.2836688,8,0.0033351071000000004,12.82139,0.026680857000000002,14.550197,0.045767657
8,0.99233466,5.267139,13.195170000000001,6.9396497e-09,15.807039999999999,8.593567,2.8638394,-0.013,,0.11,32.30058240890503,,180,-0.001,58.566283999999996,8.593567,15.807039999999999,14.335717,12.89050836562359,8.593573,1.0014029,9,0.9561809000000001,12.703608000000001,8.605628,11.722547,11.211594
9,0.99233466,16.104029999999998,13.458397,0.006932044399999999,15.807039999999999,4.818212,11.944684,-0.048,,0.11,33.871308088302605,,200,-0.005,44.565964,4.818212,15.807039999999999,14.145795000000001,13.805485495651755,7.793048,2.1774428,10,1.6968915,12.598247,16.968916,12.436499000000001,22.78761
10,0.99233466,19.903816,14.089974,0.00023225496,15.807039999999999,9.628822,11.726355,-0.037,,0.11,35.833512306213386,,220,-0.004,49.088844,1.0645696000000002,15.807039999999999,14.142684,15.662788745523427,10.159527,1.5500508999999998,11,1.4316167,12.503630000000001,15.747782999999998,14.111555,18.495579
11,0.99233466,13.854265,14.086093,0.00012468008,15.807039999999999,5.4508014000000005,11.705016,-0.035,,0.11,37.665415525436394,,240,-0.004,38.683468,3.4132957000000004,15.807039999999999,14.030838000000001,14.174235247587747,6.8495919999999995,1.9558548999999998,12,1.1164007,12.416639,13.396809,12.800542,14.437741
12,0.99233466,17.908888,14.3820095,0.0015351094,15.807039999999999,3.3960187000000004,13.100596000000001,-0.042,,0.11,40.033006191253655,,260,-0.004,37.416115000000005,2.8346696,15.807039999999999,14.029332,15.507024055645664,7.135023599999999,2.6642818,13,1.4622858,12.336607,19.009714000000002,14.011258999999999,19.617275
13,0.99233466,16.480978,14.558179999999998,9.814794e-09,15.807039999999999,6.6340704,6.871575999999999,-0.013,,0.11,42.556861162185676,,280,-0.001,44.33272,2.1210701000000003,15.807039999999999,14.007114999999999,15.199060291873494,6.970436,1.3037938999999998,14,0.6491437,12.262617,9.088011999999999,13.718306,7.961082000000001
14,0.99233466,1.3528963,13.6502695,6.3167284000000005e-21,15.807039999999999,2.4441397e-07,-20.689358,0.03,,0.11,44.67376351356506,,300,0.003,42.078556,2.4441397e-07,15.807039999999999,13.972377,14.867923066626387,2.4552256e-07,1.1269665,15,1.8346379000000003e-08,12.1936245,2.766957e-07,13.486026,2.4546503e-07
15,0.99233466,8.346745,13.258295,,15.807039999999999,6.2672319999999995e-15,-75.6527,0.081,,0.11,47.13219237327576,,320,0.008,11.85528,6.2672319999999995e-15,15.807039999999999,13.679185999999998,10.18496326413332,4.000016e-10,4.0,16,3.9170199999999997e-16,12.129086000000001,1.6000063e-09,9.281315,3.6355095e-15
16,0.99233466,10.200865,13.021386999999999,,15.807039999999999,18.943695,-68.856804,0.08,,0.11,48.81027913093567,,340,0.008,57.501858,18.943695,15.807039999999999,13.406670000000002,9.93559130882563,18.943695,1.0,17,1.1143351000000001,12.06846,18.943695,9.046416,10.080739
17,0.99233466,15.515044,13.147538,2.6932903000000003e-17,15.807039999999999,12.603946,-11.920992,0.019,,0.11,51.84689402580261,,360,0.002,53.919216000000006,5.0558563e-17,15.807039999999999,13.164544,9.93892356938774,12.603946,1.0000225,18,0.700235,12.011303,12.604230000000001,9.0484085,6.4991603
18,0.99233466,11.0098505,13.011742,3.1373818e-19,15.807039999999999,13.814175,-13.496426999999999,0.025,,0.11,54.06449317932129,,380,0.003,46.415141999999996,12.633996,15.807039999999999,12.954647,10.079553508878602,18.720291,1.4128081000000001,19,1.3920093999999998,11.957235,26.448177,9.176507,12.849986999999999
19,0.99233466,13.676116,13.049042,3.4523293e-07,15.807039999999999,3.4523293e-07,-172.38742,-0.172,,0.11,56.66315722465515,,400,-0.017,47.1298,,15.807039999999999,12.765105,10.063924838110603,3.4533332e-07,1.0061811999999999,20,1.7273397000000003e-08,11.905942,3.4746790000000003e-07,9.163824,2.730377e-07
